id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/17/value,qualifier/15/value,qualifier/16/value
2816178103,563,1,2,73,15,83cpn99fh7ulkwe8nezy8a3mx,1,64.1,25.9,2025-05-18T00:41:10.696Z,2025-05-18T00:41:12Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5735058623,56,Right,5735058631,213,4.76,5735058625,140,64.3,5735058629,212,4.3,5735058627,141,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178107,564,1,2,73,16,83cpn99fh7ulkwe8nezy8a3mx,0,60.6,16.3,2025-05-18T00:41:12.055Z,2025-05-18T00:41:12Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5735058659,213,0.65,5735058657,212,3.7,5735058653,140,63.4,5735058651,56,Right,5735058655,141,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178135,628,1,2,73,18,2n3wgr89m7jl8tmioemit2pgq,0,27.7,56.0,2025-05-18T00:41:14.255Z,2025-05-18T00:41:14Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5735058777,141,62.3,5735058781,213,0.25,5735058771,157,,5735058773,56,Back,5735058783,1,,5735058775,140,43.5,5735058779,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178177,565,1,2,73,21,83cpn99fh7ulkwe8nezy8a3mx,1,34.8,18.1,2025-05-18T00:41:16.496Z,2025-05-18T00:41:20Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5735059007,212,17.2,5735059005,141,20.4,5735059001,56,Right,5735059003,140,51.1,5735059009,213,0.09,5735058997,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178211,566,1,2,73,24,83cpn99fh7ulkwe8nezy8a3mx,1,57.0,20.5,2025-05-18T00:41:19.967Z,2025-05-18T01:11:21Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5735059165,213,2.77,5735059163,212,17.1,5735059155,3,,5735059161,141,29.7,5735059159,140,41.8,5735059157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178215,567,1,2,73,25,83cpn99fh7ulkwe8nezy8a3mx,0,41.7,29.8,2025-05-18T00:41:21.089Z,2025-05-18T01:25:07Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5735059187,140,53.9,5735059189,141,27.3,5735059195,1,,5735059193,213,6.15,5735059191,212,12.9,5735059185,56,Center,5735059183,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178201,629,8,2,73,26,2n3wgr89m7jl8tmioemit2pgq,1,36.9,63.1,2025-05-18T00:41:22.061Z,2025-05-18T00:41:22Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5735059113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178275,569,83,2,73,29,83cpn99fh7ulkwe8nezy8a3mx,0,49.8,35.5,2025-05-18T00:41:25.328Z,2025-05-18T01:24:55Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5735211319,399,38ghqgck8fwnxap6em08avzs9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178263,568,45,2,73,30,83cpn99fh7ulkwe8nezy8a3mx,0,54.6,32.6,2025-05-18T00:41:26.006Z,2025-05-18T01:27:34Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5735059505,233,631,5735059439,56,Center,5735059441,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178269,631,3,2,73,30,2n3wgr89m7jl8tmioemit2pgq,1,45.4,67.4,2025-05-18T00:41:26.006Z,2025-05-18T01:27:33Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5735059471,286,,5735059483,233,568,5735059469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178329,632,1,2,73,32,2n3wgr89m7jl8tmioemit2pgq,1,47.4,63.3,2025-05-18T00:41:28.406Z,2025-05-18T00:41:34Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5735059793,212,14.8,5735059791,141,71.5,5735059789,140,60.5,5735059787,56,Center,5735059795,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178353,633,1,2,73,38,2n3wgr89m7jl8tmioemit2pgq,1,62.8,79.0,2025-05-18T00:41:34.117Z,2025-05-18T00:41:37Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5735059989,213,3.82,5735059987,212,12.3,5735059985,141,67.6,5735059983,140,53.7,5735059981,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178373,634,1,2,73,41,2n3wgr89m7jl8tmioemit2pgq,1,54.5,64.6,2025-05-18T00:41:37.125Z,2025-05-18T00:41:39Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5735060109,141,34.5,5735060101,56,Center,5735060105,140,60.5,5735060115,213,5.01,5735060113,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178413,635,1,2,73,43,2n3wgr89m7jl8tmioemit2pgq,1,55.5,23.6,2025-05-18T00:41:39.117Z,2025-05-18T00:41:43Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5735060333,140,64.6,5735060331,56,Right,5735060335,141,20.7,5735060339,213,6.08,5735060337,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178441,636,1,2,73,47,2n3wgr89m7jl8tmioemit2pgq,1,64.9,16.4,2025-05-18T00:41:42.789Z,2025-05-18T00:41:45Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5735060441,140,57.5,5735060443,141,15.5,5735060439,56,Right,5735060445,212,7.8,5735060447,213,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178479,637,1,2,73,49,2n3wgr89m7jl8tmioemit2pgq,1,56.1,19.2,2025-05-18T00:41:45.013Z,2025-05-18T00:41:49Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5735060651,140,43.1,5735060655,141,52.1,5735060663,213,2.12,5735060647,56,Back,5735060659,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178517,638,1,2,73,54,2n3wgr89m7jl8tmioemit2pgq,1,43.1,52.1,2025-05-18T00:41:49.636Z,2025-05-18T00:41:55Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5735060875,213,0.12,5735060867,56,Center,5735060869,140,59.4,5735060871,141,55.2,5735060873,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178541,639,1,2,74,0,2n3wgr89m7jl8tmioemit2pgq,1,58.9,46.1,2025-05-18T00:41:55.677Z,2025-05-18T00:41:58Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5735060987,141,20.6,5735060989,212,18.3,5735060991,213,5.03,5735060985,140,64.4,5735060983,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178563,640,1,2,74,2,2n3wgr89m7jl8tmioemit2pgq,1,63.8,21.0,2025-05-18T00:41:58.397Z,2025-05-18T00:42:01Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5735061109,213,1.88,5735061105,141,49.4,5735061103,140,57.9,5735061101,56,Center,5735061107,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178599,641,1,2,74,5,2n3wgr89m7jl8tmioemit2pgq,1,58.5,50.3,2025-05-18T00:42:01.191Z,2025-05-18T00:42:03Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5735061331,140,60.9,5735061333,141,89.0,5735061341,213,1.48,5735061327,56,Left,5735061337,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178621,642,1,2,74,8,2n3wgr89m7jl8tmioemit2pgq,1,61.2,81.1,2025-05-18T00:42:03.685Z,2025-05-18T00:42:08Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5735061477,212,25.2,5735061475,141,89.3,5735061473,140,84.6,5735061471,56,Left,5735061479,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178623,643,1,2,74,12,2n3wgr89m7jl8tmioemit2pgq,0,83.4,89.4,2025-05-18T00:42:08.125Z,2025-05-18T00:42:10Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5735061493,212,2.8,5735061491,141,85.4,5735061571,236,,5735061489,140,82.7,5735061495,213,4.45,5735061573,233,570,5735061483,2,,5735061485,155,,5735061487,56,Left,5735061577,286,,,,,,,,,,,,,,,,,,,,,,,,,
2816178635,570,12,2,74,12,83cpn99fh7ulkwe8nezy8a3mx,1,23.5,41.4,2025-05-18T00:42:08.225Z,2025-05-18T00:42:11Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5735061609,233,643,5735061549,56,Back,5735061547,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178663,644,1,2,74,17,2n3wgr89m7jl8tmioemit2pgq,0,85.6,87.7,2025-05-18T00:42:13.158Z,2025-05-18T00:42:14Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5735061715,56,Center,5735061713,155,,5735061711,2,,5735061723,213,5.02,5735061721,212,17.0,5735061719,141,63.9,5735061717,140,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197059,767,44,2,74,19,83cpn99fh7ulkwe8nezy8a3mx,1,8.2,51.2,2025-05-18T00:42:15.414Z,2025-05-18T01:27:55Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,,5735169677,233,801,5735168647,56,Back,5735168651,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197235,801,44,2,74,20,2n3wgr89m7jl8tmioemit2pgq,0,91.8,48.8,2025-05-18T00:42:15.415Z,2025-05-18T01:27:55Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5735169673,56,Center,5735169675,286,,5735169723,233,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178687,571,12,2,74,20,83cpn99fh7ulkwe8nezy8a3mx,1,11.1,30.7,2025-05-18T00:42:15.808Z,2025-05-18T01:12:50Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,,5735061833,141,40.0,5735061831,140,16.1,5735061857,15,,5735061835,212,8.2,5735061829,56,Back,5735061837,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178709,645,15,2,74,23,2n3wgr89m7jl8tmioemit2pgq,1,86.7,50.5,2025-05-18T00:42:18.454Z,2025-05-18T01:37:36Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5735143857,103,19,5735061949,56,Center,5735143869,230,99.1,5735143853,78,,5735143855,102,49.1,5735143861,458,,5735143867,147,50.2,5735061945,22,,5735143871,231,47.7,5735061947,17,,5735143851,20,5735169539,233,768,5735143865,146,89.8,5735143863,82,,,,,,,,,,,,,,
2816197203,768,10,2,74,23,83cpn99fh7ulkwe8nezy8a3mx,1,9.2,52.5,2025-05-18T00:42:18.554Z,2025-05-18T01:12:39Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5735169497,94,,5735169603,233,645,5735169499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179063,572,12,2,74,26,83cpn99fh7ulkwe8nezy8a3mx,1,11.8,77.2,2025-05-18T00:42:21.424Z,2025-05-18T01:12:51Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5735064015,140,47.4,5735064011,56,Back,5735064021,212,37.4,5735064019,141,80.1,5735064023,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178845,647,1,2,74,33,2n3wgr89m7jl8tmioemit2pgq,1,63.6,15.5,2025-05-18T00:42:28.703Z,2025-05-18T00:42:33Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5735062787,1,,5735062777,56,Center,5735062779,140,69.5,5735062785,213,1.39,5735062775,155,,5735062781,141,65.8,5735062783,212,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178857,648,1,2,74,37,2n3wgr89m7jl8tmioemit2pgq,1,70.8,80.9,2025-05-18T00:42:32.845Z,2025-05-18T00:42:34Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5735062851,56,Center,5735062853,140,70.5,5735062855,141,67.3,5735062857,212,9.3,5735062859,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178897,649,1,2,74,38,2n3wgr89m7jl8tmioemit2pgq,1,70.5,67.3,2025-05-18T00:42:33.909Z,2025-05-18T00:42:37Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5735063079,212,11.7,5735063075,140,61.1,5735063073,56,Center,5735063081,213,2.57,5735063077,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178927,650,1,2,74,41,2n3wgr89m7jl8tmioemit2pgq,1,61.1,76.6,2025-05-18T00:42:37.213Z,2025-05-18T00:42:39Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5735063259,140,60.2,5735063257,56,Center,5735063263,212,5.7,5735063261,141,68.4,5735063265,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178949,651,1,2,74,44,2n3wgr89m7jl8tmioemit2pgq,1,59.4,67.3,2025-05-18T00:42:39.421Z,2025-05-18T00:42:42Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5735063385,213,4.36,5735063381,141,43.3,5735063383,212,17.4,5735063379,140,53.6,5735063377,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178979,652,1,2,74,46,2n3wgr89m7jl8tmioemit2pgq,1,53.8,41.9,2025-05-18T00:42:42.093Z,2025-05-18T00:42:46Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5735063561,56,Right,5735063563,140,72.2,5735063565,141,19.2,5735063567,212,24.7,5735063569,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178999,653,1,2,74,51,2n3wgr89m7jl8tmioemit2pgq,1,73.3,14.3,2025-05-18T00:42:46.501Z,2025-05-18T00:42:50Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5735063687,213,2.48,5735063685,212,6.9,5735063681,140,68.1,5735063683,141,20.6,5735063679,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179003,654,1,2,74,54,2n3wgr89m7jl8tmioemit2pgq,0,69.9,18.8,2025-05-18T00:42:50.237Z,2025-05-18T00:42:51Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5735063715,213,5.43,5735063713,212,17.7,5735063711,141,0.0,5735063709,140,81.0,5735063707,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179149,573,5,2,74,55,83cpn99fh7ulkwe8nezy8a3mx,1,21.8,100.6,2025-05-18T00:42:50.994Z,2025-05-18T01:28:42Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5735064547,347,,5735188979,233,655,5735064545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179013,655,5,2,74,55,2n3wgr89m7jl8tmioemit2pgq,0,78.2,-0.6,2025-05-18T00:42:50.994Z,2025-05-18T01:28:42Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5735063749,56,Right,5735063751,347,,5735189001,233,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179227,574,1,2,75,15,83cpn99fh7ulkwe8nezy8a3mx,0,28.4,100.0,2025-05-18T00:43:10.680Z,2025-05-18T00:43:11Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5735064917,213,5.09,5735064911,140,35.3,5735064907,107,,5735064909,56,Back,5735064913,141,73.8,5735064915,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179239,656,43,2,75,16,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-18T00:43:11.478Z,2025-05-18T00:43:15Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5735065005,56,Back,5735065169,144,44,5735065007,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179243,657,1,2,75,16,2n3wgr89m7jl8tmioemit2pgq,0,47.2,44.3,2025-05-18T00:43:11.917Z,2025-05-18T00:43:12Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5735065013,3,,5735065015,56,Center,5735065023,213,0.86,5735065021,212,17.3,5735065019,141,63.6,5735065017,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179357,575,1,2,75,19,83cpn99fh7ulkwe8nezy8a3mx,1,46.1,52.5,2025-05-18T00:43:15.409Z,2025-05-18T00:43:23Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5735065657,212,34.2,5735065659,213,5.59,5735065651,56,Right,5735065653,140,71.1,5735065655,141,20.2,5735065661,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179377,576,1,2,75,27,83cpn99fh7ulkwe8nezy8a3mx,1,70.5,20.2,2025-05-18T00:43:23.072Z,2025-05-18T00:43:24Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5735065773,213,2.58,5735065771,212,10.7,5735065769,141,28.6,5735065767,140,61.9,5735065765,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179409,577,1,2,75,28,83cpn99fh7ulkwe8nezy8a3mx,1,61.9,28.6,2025-05-18T00:43:24.272Z,2025-05-18T00:43:26Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5735065937,140,64.7,5735065935,56,Center,5735065939,141,36.7,5735065943,213,1.08,5735065941,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179441,578,1,2,75,30,83cpn99fh7ulkwe8nezy8a3mx,1,64.8,36.7,2025-05-18T00:43:26.271Z,2025-05-18T00:43:29Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5735066097,56,Center,5735066099,140,55.6,5735066105,213,3.72,5735066103,212,11.5,5735066101,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179461,579,1,2,75,34,83cpn99fh7ulkwe8nezy8a3mx,1,55.6,27.4,2025-05-18T00:43:29.472Z,2025-05-18T00:43:30Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5735066193,212,8.0,5735066191,141,39.1,5735066189,140,56.5,5735066187,56,Center,5735066195,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179487,580,1,2,75,35,83cpn99fh7ulkwe8nezy8a3mx,1,56.5,39.3,2025-05-18T00:43:30.785Z,2025-05-18T00:43:34Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5735066359,212,17.1,5735066361,213,1.75,5735066355,140,53.6,5735066353,56,Center,5735066357,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179573,581,1,2,75,38,83cpn99fh7ulkwe8nezy8a3mx,1,63.2,77.8,2025-05-18T00:43:34.152Z,2025-05-18T00:43:41Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5735066837,141,90.1,5735066839,212,21.7,5735066841,213,0.40,5735066829,56,Left,5735066835,140,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179563,658,83,2,75,45,2n3wgr89m7jl8tmioemit2pgq,0,17.8,10.3,2025-05-18T00:43:41.013Z,2025-05-18T00:43:44Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5735067051,399,bteydgv4om5ylyoznx9vesogl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179599,582,1,2,75,46,83cpn99fh7ulkwe8nezy8a3mx,1,84.7,90.7,2025-05-18T00:43:41.751Z,2025-05-18T00:43:44Z,bteydgv4om5ylyoznx9vesogl,N. McCabe,,,5735067019,212,2.5,5735067021,213,3.09,5735067017,141,90.9,5735067013,56,Left,5735067015,140,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179649,583,1,2,75,49,83cpn99fh7ulkwe8nezy8a3mx,1,78.4,90.7,2025-05-18T00:43:45.200Z,2025-05-18T00:43:47Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5735067259,140,73.0,5735067257,56,Center,5735067263,212,12.6,5735067261,141,74.1,5735067265,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179661,584,1,2,75,51,83cpn99fh7ulkwe8nezy8a3mx,1,73.0,74.1,2025-05-18T00:43:47.192Z,2025-05-18T00:43:48Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5735067323,212,8.2,5735067317,56,Left,5735067321,141,86.1,5735067319,140,73.9,5735067325,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179717,585,1,2,75,52,83cpn99fh7ulkwe8nezy8a3mx,1,73.9,86.8,2025-05-18T00:43:48.032Z,2025-05-18T00:43:52Z,bteydgv4om5ylyoznx9vesogl,N. McCabe,,,5735067647,140,55.3,5735067651,212,25.6,5735067653,213,3.84,5735067649,141,62.5,5735067645,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179723,586,1,2,75,56,83cpn99fh7ulkwe8nezy8a3mx,1,55.9,60.7,2025-05-18T00:43:51.864Z,2025-05-18T00:44:54Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,,5735067679,213,4.98,5735067675,141,36.3,5735067671,56,Center,5735067673,140,60.2,5735067677,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179799,587,1,2,76,1,83cpn99fh7ulkwe8nezy8a3mx,1,74.7,15.7,2025-05-18T00:43:57.152Z,2025-05-18T00:43:59Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5735068171,141,28.3,5735068173,212,13.7,5735068175,213,2.47,5735068167,56,Center,5735068169,140,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179825,588,1,2,76,3,83cpn99fh7ulkwe8nezy8a3mx,1,63.2,27.6,2025-05-18T00:43:59.328Z,2025-05-18T00:44:02Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5735068349,212,8.8,5735068343,56,Center,5735068345,140,70.6,5735068347,141,21.4,5735068351,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179863,589,1,2,76,6,83cpn99fh7ulkwe8nezy8a3mx,1,70.4,21.7,2025-05-18T00:44:02.256Z,2025-05-18T00:44:04Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5735068597,212,7.1,5735068595,141,15.6,5735068593,140,64.9,5735068591,56,Right,5735068599,213,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179899,590,1,2,76,9,83cpn99fh7ulkwe8nezy8a3mx,1,64.8,15.4,2025-05-18T00:44:04.480Z,2025-05-18T00:44:06Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5735068755,212,9.9,5735068753,141,10.5,5735068751,140,73.7,5735068757,213,5.94,5735068749,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179935,591,1,2,76,10,83cpn99fh7ulkwe8nezy8a3mx,1,73.7,10.5,2025-05-18T00:44:06.369Z,2025-05-18T00:44:09Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5735068915,213,2.58,5735068907,141,19.6,5735068911,212,11.6,5735068903,140,64.4,5735068899,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179953,592,1,2,76,13,83cpn99fh7ulkwe8nezy8a3mx,1,64.5,19.6,2025-05-18T00:44:09.136Z,2025-05-18T00:44:10Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5735069009,56,Center,5735069017,213,0.83,5735069013,141,25.8,5735069011,140,68.2,5735069015,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179989,593,1,2,76,14,83cpn99fh7ulkwe8nezy8a3mx,1,68.2,25.8,2025-05-18T00:44:10.344Z,2025-05-18T00:44:12Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5735069177,212,20.9,5735069173,141,47.8,5735069171,140,54.3,5735069169,56,Center,5735069179,213,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816179995,594,1,2,76,17,83cpn99fh7ulkwe8nezy8a3mx,1,54.3,48.0,2025-05-18T00:44:12.424Z,2025-05-18T00:44:49Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,,5735069221,56,Center,5735069235,212,15.4,5735069225,140,65.1,5735069229,141,63.3,5735069241,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816180039,595,1,2,76,20,83cpn99fh7ulkwe8nezy8a3mx,1,64.5,73.5,2025-05-18T00:44:15.920Z,2025-05-18T00:44:17Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5735069521,213,0.75,5735069517,141,83.4,5735069519,212,9.9,5735069509,56,Left,5735069513,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816180065,596,1,2,76,21,83cpn99fh7ulkwe8nezy8a3mx,1,71.4,84.0,2025-05-18T00:44:16.959Z,2025-05-18T00:44:19Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5735069651,140,66.5,5735069653,141,69.0,5735069655,212,11.4,5735069657,213,4.25,5735069649,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
