id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2788949211,606,1,2,80,14,224tl8u2smnbyliroayk69nt0,1,28.3,86.3,2025-03-16T02:16:21.096Z,2025-03-16T02:16:30Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5585081655,1,,5585081647,140,73.8,5585081645,56,Center,5585081653,213,5.95,5585081651,212,50.6,5585081649,141,62.0,5585081643,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949231,607,44,2,80,20,224tl8u2smnbyliroayk69nt0,1,74.8,63.2,2025-03-16T02:16:26.545Z,2025-03-16T03:08:09Z,364a445zm6p8fzqxia2myj7dg,B. Larsen,,,5585082141,233,595,5585081725,56,Center,5585081727,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949253,595,44,2,80,20,87c66ubwpzykovmkaf1t46bis,0,25.2,36.8,2025-03-16T02:16:26.546Z,2025-03-16T02:18:57Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5585081833,56,Back,5585082163,233,607,5585081835,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949235,608,1,2,80,20,224tl8u2smnbyliroayk69nt0,0,73.8,62.0,2025-03-16T02:16:26.921Z,2025-03-16T02:16:27Z,364a445zm6p8fzqxia2myj7dg,B. Larsen,,,5585081751,213,4.90,5585081745,140,75.7,5585081741,3,,5585081743,56,Center,5585081749,212,10.7,5585081747,141,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950331,607,61,2,80,21,87c66ubwpzykovmkaf1t46bis,1,26.4,32.5,2025-03-16T02:16:27.593Z,2025-03-16T03:09:43Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5585086961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949297,596,12,2,80,23,87c66ubwpzykovmkaf1t46bis,1,27.7,55.1,2025-03-16T02:16:29.750Z,2025-03-16T02:19:02Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5585082043,213,0.25,5585082037,140,100.0,5585082039,141,83.8,5585082035,56,Left,5585082041,212,79.8,5585087227,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949317,597,5,2,80,26,87c66ubwpzykovmkaf1t46bis,0,101.1,78.0,2025-03-16T02:16:33.259Z,2025-03-16T03:08:55Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5585082121,56,Center,5585082279,233,609,5585082123,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949337,609,5,2,80,26,224tl8u2smnbyliroayk69nt0,1,-1.1,22.0,2025-03-16T02:16:33.259Z,2025-03-16T03:08:55Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5585082207,346,,5585082225,233,597,5585082205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949437,610,1,2,80,43,224tl8u2smnbyliroayk69nt0,1,4.5,53.9,2025-03-16T02:16:49.751Z,2025-03-16T02:16:51Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5585082739,56,Back,5585082747,213,4.82,5585082745,212,12.8,5585082751,237,,5585082737,124,,5585082743,141,35.2,5585082741,140,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949479,611,1,2,80,44,224tl8u2smnbyliroayk69nt0,1,5.8,35.2,2025-03-16T02:16:51.111Z,2025-03-16T02:16:55Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5585082967,213,5.24,5585082965,212,18.3,5585082959,56,Back,5585082963,141,11.9,5585082961,140,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949495,612,1,2,80,49,224tl8u2smnbyliroayk69nt0,0,21.5,8.6,2025-03-16T02:16:55.480Z,2025-03-16T02:16:58Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5585083059,212,51.1,5585083053,56,Right,5585083057,141,5.6,5585083051,155,,5585083055,140,70.1,5585083061,213,6.24,5585083063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949507,598,12,2,80,52,87c66ubwpzykovmkaf1t46bis,1,39.2,93.9,2025-03-16T02:16:58.725Z,2025-03-16T02:17:00Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5585083115,140,41.7,5585083117,141,100.0,5585083159,167,,5585083113,56,Back,5585083121,213,1.13,5585083119,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949517,599,5,2,80,52,87c66ubwpzykovmkaf1t46bis,0,39.2,102.0,2025-03-16T02:16:58.866Z,2025-03-16T04:17:32Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5585083553,233,613,5585083153,347,,5585083151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949593,613,5,2,80,52,224tl8u2smnbyliroayk69nt0,1,60.8,-2.0,2025-03-16T02:16:58.866Z,2025-03-16T03:08:55Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5585083517,56,Right,5585083519,347,,5585083547,233,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949615,614,1,2,81,5,224tl8u2smnbyliroayk69nt0,1,64.8,0.0,2025-03-16T02:17:12.015Z,2025-03-16T02:17:15Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5585083615,56,Back,5585083617,140,39.0,5585083625,1,,5585083623,213,2.74,5585083613,107,,5585083621,212,29.4,5585083619,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949651,615,1,2,81,8,224tl8u2smnbyliroayk69nt0,1,38.6,15.6,2025-03-16T02:17:14.839Z,2025-03-16T02:17:19Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5585083791,213,2.04,5585083789,212,18.4,5585083783,56,Back,5585083785,140,30.6,5585083787,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949667,616,1,2,81,12,224tl8u2smnbyliroayk69nt0,1,30.6,39.7,2025-03-16T02:17:18.879Z,2025-03-16T02:17:21Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5585083855,56,Back,5585083857,140,40.5,5585083863,213,1.14,5585083861,212,24.9,5585083859,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949689,617,1,2,81,15,224tl8u2smnbyliroayk69nt0,1,53.9,80.2,2025-03-16T02:17:21.439Z,2025-03-16T02:17:26Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5585083957,140,69.0,5585083955,56,Left,5585083961,212,17.2,5585083963,213,0.39,5585083959,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949699,618,1,2,81,19,224tl8u2smnbyliroayk69nt0,1,78.1,94.8,2025-03-16T02:17:25.968Z,2025-03-16T02:17:27Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5585084005,213,3.71,5585083999,140,67.5,5585084001,141,84.4,5585084003,212,13.2,5585083997,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949705,619,1,2,81,20,224tl8u2smnbyliroayk69nt0,1,67.4,84.4,2025-03-16T02:17:26.863Z,2025-03-16T02:17:28Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5585084035,212,6.0,5585084037,213,1.82,5585084029,56,Left,5585084031,140,66.0,5585084033,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949715,620,1,2,81,22,224tl8u2smnbyliroayk69nt0,0,66.0,92.9,2025-03-16T02:17:28.313Z,2025-03-16T02:17:30Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5585084089,155,,5585084099,213,5.11,5585084093,140,75.2,5585084091,56,Center,5585084097,212,24.7,5585084095,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949725,600,12,2,81,24,87c66ubwpzykovmkaf1t46bis,1,25.9,52.7,2025-03-16T02:17:30.638Z,2025-03-16T02:17:59Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5585084137,213,0.49,5585084149,15,,5585084135,212,16.4,5585084129,56,Back,5585084133,141,64.0,5585084131,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949759,621,1,2,81,27,224tl8u2smnbyliroayk69nt0,1,59.9,42.4,2025-03-16T02:17:33.303Z,2025-03-16T02:17:35Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5585084259,141,16.7,5585084257,140,67.4,5585084255,56,Right,5585084261,212,19.2,5585084263,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949777,622,1,2,81,28,224tl8u2smnbyliroayk69nt0,1,69.4,20.1,2025-03-16T02:17:35.007Z,2025-03-16T02:17:38Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5585084359,141,28.0,5585084357,140,62.5,5585084355,56,Center,5585084361,212,9.0,5585084363,213,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949789,623,1,2,81,31,224tl8u2smnbyliroayk69nt0,1,62.7,32.2,2025-03-16T02:17:37.895Z,2025-03-16T02:17:40Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5585084439,141,50.9,5585084443,213,2.43,5585084437,140,48.7,5585084435,56,Back,5585084441,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949809,624,1,2,81,34,224tl8u2smnbyliroayk69nt0,1,49.7,53.4,2025-03-16T02:17:40.487Z,2025-03-16T02:17:44Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5585084547,140,61.2,5585084543,56,Center,5585084555,212,20.4,5585084551,141,77.5,5585084557,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949821,625,1,2,81,38,224tl8u2smnbyliroayk69nt0,1,62.0,76.3,2025-03-16T02:17:44.639Z,2025-03-16T02:17:46Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5585084613,212,26.8,5585084611,141,58.7,5585084615,213,3.61,5585084609,140,39.2,5585084607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949833,626,1,2,81,40,224tl8u2smnbyliroayk69nt0,1,38.8,59.4,2025-03-16T02:17:46.799Z,2025-03-16T02:17:48Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5585084651,213,0.01,5585084649,212,25.7,5585084643,56,Center,5585084647,141,59.7,5585084645,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949847,627,1,2,81,42,224tl8u2smnbyliroayk69nt0,1,63.3,65.7,2025-03-16T02:17:48.574Z,2025-03-16T02:17:50Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5585084733,140,71.2,5585084739,213,0.89,5585084737,212,13.2,5585084735,141,80.8,5585084731,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949877,628,1,2,81,44,224tl8u2smnbyliroayk69nt0,1,76.9,78.4,2025-03-16T02:17:50.640Z,2025-03-16T02:17:55Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5585084861,213,0.37,5585084849,56,Left,5585084859,212,19.0,5585084855,141,88.4,5585084851,140,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949895,629,1,2,81,48,224tl8u2smnbyliroayk69nt0,0,95.1,85.0,2025-03-16T02:17:54.919Z,2025-03-16T02:17:57Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5585084961,213,4.53,5585084957,141,41.9,5585084955,140,89.9,5585084949,2,,5585084959,212,29.8,5585084953,56,Center,5585084951,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949909,601,12,2,81,53,87c66ubwpzykovmkaf1t46bis,1,7.4,67.3,2025-03-16T02:17:59.309Z,2025-03-16T02:18:18Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5585085031,15,,5585085025,213,1.20,5585085021,141,90.2,5585085019,140,13.1,5585085017,56,Back,5585085023,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949951,630,1,2,81,57,224tl8u2smnbyliroayk69nt0,1,82.0,6.7,2025-03-16T02:18:04.150Z,2025-03-16T02:18:08Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5585085235,213,2.74,5585085231,141,17.4,5585085233,212,18.7,5585085229,140,65.6,5585085227,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788949973,631,1,2,82,2,224tl8u2smnbyliroayk69nt0,1,64.7,16.5,2025-03-16T02:18:08.510Z,2025-03-16T02:18:11Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5585085307,141,41.3,5585085305,140,51.1,5585085303,56,Center,5585085309,212,22.1,5585085311,213,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950001,632,1,2,82,5,224tl8u2smnbyliroayk69nt0,1,52.3,39.8,2025-03-16T02:18:11.792Z,2025-03-16T02:18:15Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5585085451,56,Right,5585085459,213,5.55,5585085453,140,75.5,5585085449,155,,5585085455,141,7.6,5585085457,212,32.8,5585085461,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950003,633,1,2,82,9,224tl8u2smnbyliroayk69nt0,0,68.4,8.0,2025-03-16T02:18:15.655Z,2025-03-16T02:18:19Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5585085465,56,Right,5585085473,213,1.61,5585085613,233,602,5585085611,236,,5585085467,140,68.3,5585085471,212,2.5,5585085617,286,,5585085469,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950027,602,74,2,82,9,87c66ubwpzykovmkaf1t46bis,1,31.5,93.8,2025-03-16T02:18:15.656Z,2025-03-16T03:07:44Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5585085577,285,,5585085627,233,633,5585085575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950045,634,4,2,82,12,224tl8u2smnbyliroayk69nt0,1,66.4,6.8,2025-03-16T02:18:19.156Z,2025-03-16T02:18:24Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5585085697,286,,5585085687,56,Right,5585085685,13,,5585085695,265,,5585085707,233,603,5585085691,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950037,603,4,2,82,12,87c66ubwpzykovmkaf1t46bis,0,33.6,93.2,2025-03-16T02:18:19.157Z,2025-03-16T02:18:24Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5585085651,152,,5585085655,285,,5585085653,265,,5585085745,233,634,5585085647,13,,5585085649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950197,635,1,2,82,27,224tl8u2smnbyliroayk69nt0,1,58.8,9.1,2025-03-16T02:18:33.399Z,2025-03-16T02:20:55Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5585086311,56,Center,5585086309,152,,5585086313,140,50.9,5585086319,213,1.89,5585091029,189,,5585086307,5,,5585086315,141,46.1,5585086317,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950221,636,1,2,82,28,224tl8u2smnbyliroayk69nt0,1,53.1,52.8,2025-03-16T02:18:34.783Z,2025-03-16T02:18:38Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5585086425,141,80.9,5585086421,56,Left,5585086427,212,19.3,5585086423,140,56.0,5585086429,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950229,637,1,2,82,31,224tl8u2smnbyliroayk69nt0,0,58.7,87.7,2025-03-16T02:18:37.902Z,2025-03-16T02:18:38Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5585086449,56,Center,5585086447,155,,5585086457,213,5.86,5585086453,141,71.7,5585086451,140,81.5,5585086455,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950243,604,12,2,82,33,87c66ubwpzykovmkaf1t46bis,1,26.0,29.8,2025-03-16T02:18:40.020Z,2025-03-16T02:18:41Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5585086505,56,Back,5585086507,140,34.0,5585086519,15,,5585086513,213,6.23,5585086511,212,8.4,5585086509,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950281,605,1,2,82,35,87c66ubwpzykovmkaf1t46bis,1,34.0,29.2,2025-03-16T02:18:41.740Z,2025-03-16T02:19:32Z,4g4zufvyime7qp4ks4badls0k,A. Greive,,,5585086679,141,28.9,5585086681,212,10.7,5585086677,140,44.2,5585086683,213,6.26,5585086675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950285,606,4,2,82,36,87c66ubwpzykovmkaf1t46bis,1,36.3,30.2,2025-03-16T02:18:43.117Z,2025-03-16T02:18:50Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5585086705,13,,5585086707,56,Back,5585086721,233,638,5585086713,286,,5585086711,265,,5585086709,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950261,638,4,2,82,36,224tl8u2smnbyliroayk69nt0,0,63.7,69.8,2025-03-16T02:18:43.118Z,2025-03-16T02:18:51Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5585086763,233,606,5585086761,285,,5585086629,265,,5585086623,13,,5585086625,56,Center,5585086627,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950553,608,1,2,83,17,87c66ubwpzykovmkaf1t46bis,0,27.4,31.6,2025-03-16T02:19:24.221Z,2025-03-16T02:19:25Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5585088097,140,75.2,5585088095,56,Center,5585088105,1,,5585088103,213,0.03,5585088089,5,,5585088093,152,,5585088099,141,33.6,5585088091,157,,5585088101,212,50.2,,,,,,,,,,,,,,,,,,,,,,,,
2788950567,639,1,2,83,20,224tl8u2smnbyliroayk69nt0,0,22.9,74.7,2025-03-16T02:19:26.373Z,2025-03-16T02:19:28Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5585088169,140,41.9,5585088175,213,6.05,5585088173,212,20.5,5585088165,3,,5585088167,56,Back,5585088171,141,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950579,609,61,2,83,24,87c66ubwpzykovmkaf1t46bis,1,59.4,34.5,2025-03-16T02:19:30.428Z,2025-03-16T02:19:30Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5585088247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950593,641,1,2,83,25,224tl8u2smnbyliroayk69nt0,0,47.5,51.6,2025-03-16T02:19:32.252Z,2025-03-16T02:19:33Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5585088323,212,30.7,5585088325,213,0.31,5585088321,141,65.5,5585088319,140,75.3,5585088317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950611,610,61,2,83,29,87c66ubwpzykovmkaf1t46bis,1,33.6,28.9,2025-03-16T02:19:35.604Z,2025-03-16T02:20:00Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5585088423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950615,642,1,2,83,29,224tl8u2smnbyliroayk69nt0,0,80.9,80.6,2025-03-16T02:19:35.637Z,2025-03-16T02:20:10Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5585088437,2,,5585088449,213,4.63,5585088443,140,80.0,5585088441,56,Center,5585088447,212,11.3,5585088549,155,,5585088445,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950639,611,12,2,83,32,87c66ubwpzykovmkaf1t46bis,1,14.4,36.4,2025-03-16T02:19:39.244Z,2025-03-16T02:20:02Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5585088575,140,10.6,5585088581,213,4.56,5585088579,212,25.9,5585088573,56,Back,5585088577,141,0.0,5585088635,167,,5585088665,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950643,612,5,2,83,33,87c66ubwpzykovmkaf1t46bis,0,10.8,-1.6,2025-03-16T02:19:39.943Z,2025-03-16T03:08:56Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5585088875,233,643,5585088617,56,Back,5585088619,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950685,643,5,2,83,33,224tl8u2smnbyliroayk69nt0,1,89.2,101.6,2025-03-16T02:19:39.943Z,2025-03-16T03:08:56Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5585088793,347,,5585088791,56,Left,5585088863,233,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950973,615,18,2,84,45,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-16T02:20:52.276Z,2025-03-16T02:20:59Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5585090117,42,,5585090121,59,23,5585090153,55,616,5585090119,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950975,616,19,2,84,45,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-16T02:20:52.277Z,2025-03-16T02:20:59Z,9623rc4ywvt5nvq15qknn9l3o,J. Osorio,,,5585090127,145,2,5585090135,44,Defender,5585090137,55,615,5585090129,59,34,5585090123,42,,5585090131,292,3,5585090133,293,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950889,613,18,2,85,27,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-16T02:21:33.593Z,2025-03-16T02:21:39Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5585089751,42,,5585089755,59,18,5585089753,44,Midfielder,5585089799,55,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788950895,614,19,2,85,27,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-16T02:21:33.594Z,2025-03-16T02:21:42Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5585089789,44,Midfielder,5585089783,59,14,5585089791,55,613,5585089781,145,8,5585089777,42,,5585089787,293,5,5585089785,292,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788951759,644,1,2,85,51,224tl8u2smnbyliroayk69nt0,0,90.1,100.0,2025-03-16T02:21:57.635Z,2025-03-16T02:22:00Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5585093797,140,87.4,5585093795,56,Center,5585093805,1,,5585093793,107,,5585093799,141,63.6,5585093801,212,25.7,5585093803,213,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788951773,645,61,2,85,55,224tl8u2smnbyliroayk69nt0,0,85.6,56.3,2025-03-16T02:22:01.474Z,2025-03-16T02:23:44Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5585093861,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788951783,617,61,2,85,55,87c66ubwpzykovmkaf1t46bis,1,12.3,41.0,2025-03-16T02:22:01.722Z,2025-03-16T02:22:36Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5585093899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788952595,651,43,2,85,56,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-16T02:22:02.687Z,2025-03-16T02:24:09Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5585097427,56,Center,5585098267,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788951801,618,12,2,85,56,87c66ubwpzykovmkaf1t46bis,1,9.6,50.3,2025-03-16T02:22:03.042Z,2025-03-16T02:22:38Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5585093973,141,61.4,5585093977,213,0.49,5585093975,212,16.1,5585093971,140,23.1,5585093969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788951847,619,4,2,86,3,87c66ubwpzykovmkaf1t46bis,1,11.6,52.2,2025-03-16T02:22:09.586Z,2025-03-16T04:33:44Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5585094175,56,Back,5585094173,13,,5585094181,285,,5585094179,265,,5585094177,152,,5585094397,233,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788951877,646,4,2,86,3,224tl8u2smnbyliroayk69nt0,0,88.4,47.8,2025-03-16T02:22:09.587Z,2025-03-16T04:33:40Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5585094387,265,,5585094383,56,Center,5585094389,286,,5585094381,13,,5585094385,152,,5585094405,233,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788952089,647,17,2,86,3,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-16T02:22:10.099Z,2025-03-16T04:33:31Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5585095453,13,243,5585095451,392,,5585095449,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788952281,620,1,2,86,56,87c66ubwpzykovmkaf1t46bis,1,13.5,62.0,2025-03-16T02:23:03.089Z,2025-03-16T02:23:08Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5585096083,213,0.12,5585096069,5,,5585096075,56,Center,5585096077,140,65.6,5585096081,212,55.1,5585096071,157,,5585096079,141,72.1,5585096085,1,,5585096073,152,,,,,,,,,,,,,,,,,,,,,,,,,
2788952283,621,1,2,87,1,87c66ubwpzykovmkaf1t46bis,0,65.6,72.1,2025-03-16T02:23:08.097Z,2025-03-16T02:23:08Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5585096095,140,70.4,5585096097,141,70.2,5585096101,213,6.03,5585096091,168,,5585096093,56,Center,5585096099,212,5.2,5585096089,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
