id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/value
2800426077,591,1,2,81,46,kfq8fhwnmycbtad1u0fyefx0,0,92.4,73.3,2025-04-13T03:45:52.208Z,2025-04-13T03:45:53Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5648124649,56,Center,5648124655,212,5.0,5648124651,140,90.9,5648124657,213,4.39,5648124653,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426085,637,61,2,81,48,ak0rmms5xl49w57i2rvid1tk9,1,7.0,25.9,2025-04-13T03:45:54.199Z,2025-04-13T04:11:58Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5648124695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426093,592,1,2,81,49,kfq8fhwnmycbtad1u0fyefx0,1,83.6,71.7,2025-04-13T03:45:55.057Z,2025-04-13T03:45:56Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5648124713,141,56.9,5648124711,140,73.3,5648124717,213,3.89,5648124709,56,Center,5648124715,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426125,593,1,2,81,50,kfq8fhwnmycbtad1u0fyefx0,1,73.3,56.9,2025-04-13T03:45:56.324Z,2025-04-13T03:46:03Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5648124859,212,20.5,5648124857,141,79.6,5648124861,213,0.85,5648124853,56,Left,5648124855,140,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426133,594,1,2,81,57,kfq8fhwnmycbtad1u0fyefx0,0,92.3,72.7,2025-04-13T03:46:03.526Z,2025-04-13T03:46:05Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5648124899,141,40.7,5648124895,56,Center,5648124893,155,,5648124897,140,91.9,5648124903,213,4.69,5648124901,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426131,638,12,2,81,58,ak0rmms5xl49w57i2rvid1tk9,1,6.8,72.3,2025-04-13T03:46:04.252Z,2025-04-13T03:47:27Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5648124885,140,24.9,5648124891,213,0.33,5648124905,15,,5648124883,56,Back,5648124887,141,81.8,5648124889,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426149,595,1,2,82,1,kfq8fhwnmycbtad1u0fyefx0,1,76.9,38.5,2025-04-13T03:46:07.455Z,2025-04-13T03:46:08Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5648124975,212,12.1,5648124969,56,Center,5648124971,140,71.2,5648124977,213,2.09,5648124973,141,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426167,596,1,2,82,2,kfq8fhwnmycbtad1u0fyefx0,1,71.2,54.0,2025-04-13T03:46:08.754Z,2025-04-13T03:46:12Z,b0zo05bu61v32nw35mriue0yy,P. Gallaway,,,5648125083,141,34.5,5648125079,56,Center,5648125087,213,4.93,5648125081,140,74.0,5648125085,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426181,597,1,2,82,6,kfq8fhwnmycbtad1u0fyefx0,1,83.3,10.7,2025-04-13T03:46:11.912Z,2025-04-13T03:46:13Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5648125145,213,3.14,5648125143,212,9.4,5648125135,56,Right,5648125141,141,10.7,5648125139,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426219,598,1,2,82,7,kfq8fhwnmycbtad1u0fyefx0,1,76.5,9.5,2025-04-13T03:46:13.796Z,2025-04-13T03:46:58Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,1.0,5648125347,155,,5648126553,22,,5648125357,213,1.10,5648125353,141,65.7,5648126549,210,16,5648125355,212,42.9,5648125359,1,,5648126551,154,,5648125349,56,Center,5648125351,140,95.1,5648125345,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426221,599,16,2,82,10,kfq8fhwnmycbtad1u0fyefx0,1,94.9,55.5,2025-04-13T03:46:16.757Z,2025-04-13T03:46:59Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5648126581,76,,5648125905,61,,5648126585,154,,5648125921,375,82:10.497,5648125913,328,,5648126587,55,598,5648126583,29,,5648126609,230,99.0,5648125917,374,2025-04-13 04:46:16.365,5648125903,15,,5648126593,102,5648125367,56,5648126597,103,5648125363,22,5648126611,231,52.5,5648126601,214,,,,,,,,,,,,52.8,Center,11.4,,
2800426677,639,1,2,83,21,ak0rmms5xl49w57i2rvid1tk9,1,49.6,49.7,2025-04-13T03:47:26.956Z,2025-04-13T03:47:28Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5648127549,56,Back,5648127553,141,64.2,5648127551,140,42.2,5648127557,213,2.24,5648127555,212,12.6,5648127559,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426687,640,1,2,83,22,ak0rmms5xl49w57i2rvid1tk9,1,42.2,64.2,2025-04-13T03:47:27.948Z,2025-04-13T03:47:29Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5648127603,140,37.7,5648127611,212,21.5,5648127601,56,Back,5648127613,213,1.79,5648127607,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426719,641,1,2,83,23,ak0rmms5xl49w57i2rvid1tk9,1,37.7,95.0,2025-04-13T03:47:29.315Z,2025-04-13T03:47:33Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5648127785,212,17.1,5648127783,141,71.5,5648127779,56,Back,5648127781,140,32.0,5648127787,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426731,642,1,2,83,27,ak0rmms5xl49w57i2rvid1tk9,1,47.8,59.3,2025-04-13T03:47:33.325Z,2025-04-13T03:47:35Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5648127845,140,45.1,5648127851,213,4.42,5648127849,212,10.0,5648127843,56,Back,5648127847,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426755,643,1,2,83,29,ak0rmms5xl49w57i2rvid1tk9,1,45.1,45.2,2025-04-13T03:47:35.052Z,2025-04-13T03:47:37Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5648127953,140,30.4,5648127959,213,3.50,5648127957,212,16.5,5648127951,56,Back,5648127955,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426827,644,1,2,83,31,ak0rmms5xl49w57i2rvid1tk9,1,29.7,36.4,2025-04-13T03:47:37.660Z,2025-04-13T03:47:45Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5648128305,213,2.46,5648128299,140,18.1,5648128301,141,50.9,5648128303,212,15.7,5648128297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426867,645,1,2,83,39,ak0rmms5xl49w57i2rvid1tk9,1,25.1,51.5,2025-04-13T03:47:45.651Z,2025-04-13T03:47:50Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5648128511,213,1.08,5648128503,56,Back,5648128507,141,89.9,5648128505,140,38.3,5648128509,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426913,646,1,2,83,44,ak0rmms5xl49w57i2rvid1tk9,1,55.7,85.0,2025-04-13T03:47:50.131Z,2025-04-13T03:47:54Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5648128695,140,68.6,5648128699,212,14.5,5648128693,56,Center,5648128697,141,77.5,5648128701,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426915,647,1,2,83,45,ak0rmms5xl49w57i2rvid1tk9,0,67.3,82.6,2025-04-13T03:47:51.796Z,2025-04-13T03:47:59Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5648128717,141,77.0,5648128719,212,6.8,5648128713,56,Center,5648128721,213,5.69,5648128715,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426907,600,8,2,83,48,kfq8fhwnmycbtad1u0fyefx0,1,37.2,46.9,2025-04-13T03:47:54.427Z,2025-04-13T03:47:54Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5648128687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426957,602,1,2,83,52,kfq8fhwnmycbtad1u0fyefx0,0,35.0,28.8,2025-04-13T03:47:58.785Z,2025-04-13T03:48:11Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5648128897,141,57.8,5648128891,155,,5648128893,56,Center,5648128901,213,0.35,5648128903,1,,5648128899,212,57.8,5648128895,140,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800426975,649,1,2,83,57,ak0rmms5xl49w57i2rvid1tk9,1,10.0,47.7,2025-04-13T03:48:03.283Z,2025-04-13T03:48:11Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5648129007,140,28.5,5648129001,56,Back,5648129011,141,86.7,5648129045,287,,5648129289,1,,5648129015,212,32.9,5648129019,213,0.94,5648128999,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427039,650,1,2,84,6,ak0rmms5xl49w57i2rvid1tk9,1,31.0,85.1,2025-04-13T03:48:12.539Z,2025-04-13T03:48:14Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5648129403,213,6.20,5648129401,212,38.7,5648129397,140,67.7,5648129395,56,Left,5648129405,1,,5648129399,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427061,651,1,2,84,8,ak0rmms5xl49w57i2rvid1tk9,1,62.7,81.8,2025-04-13T03:48:14.467Z,2025-04-13T03:48:16Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5648129523,141,94.4,5648129521,140,88.6,5648129527,213,0.31,5648129525,212,28.5,5648129519,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427071,652,1,2,84,10,ak0rmms5xl49w57i2rvid1tk9,0,90.9,92.3,2025-04-13T03:48:16.731Z,2025-04-13T03:48:17Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5648129593,213,4.83,5648129585,56,Center,5648129591,212,18.4,5648129589,141,65.4,5648129587,140,92.9,5648129581,2,,5648129583,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427083,603,12,2,84,12,kfq8fhwnmycbtad1u0fyefx0,1,13.0,27.9,2025-04-13T03:48:18.110Z,2025-04-13T03:48:22Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5648129631,213,5.78,5648129623,56,Back,5648129627,141,9.5,5648129629,212,26.2,5648129625,140,34.9,5648129635,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427147,605,1,2,84,18,kfq8fhwnmycbtad1u0fyefx0,1,36.2,11.6,2025-04-13T03:48:24.516Z,2025-04-13T03:48:26Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5648129929,141,11.0,5648129927,140,21.3,5648129933,213,3.17,5648129931,212,15.7,5648129925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427179,606,1,2,84,20,kfq8fhwnmycbtad1u0fyefx0,1,21.3,11.0,2025-04-13T03:48:26.345Z,2025-04-13T04:06:49Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5648130075,212,14.3,5648130069,56,Back,5648130077,213,6.21,5648130071,140,34.9,5648130073,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427199,607,1,2,84,23,kfq8fhwnmycbtad1u0fyefx0,0,34.9,9.5,2025-04-13T03:48:29.549Z,2025-04-13T03:48:33Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5648130229,1,,5648130215,155,,5648130219,140,67.3,5648130225,212,34.3,5648130221,141,16.1,5648130227,213,0.13,5648130217,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427219,654,1,2,84,27,ak0rmms5xl49w57i2rvid1tk9,1,31.4,94.7,2025-04-13T03:48:33.683Z,2025-04-13T03:48:36Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5648130311,1,,5648130303,140,10.2,5648130307,212,33.7,5648130301,56,Back,5648130309,213,3.99,5648130305,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427247,655,1,2,84,30,ak0rmms5xl49w57i2rvid1tk9,1,10.2,55.2,2025-04-13T03:48:36.180Z,2025-04-13T03:48:43Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5648130481,56,Back,5648130487,212,32.7,5648130483,140,28.3,5648130489,213,0.95,5648130485,141,94.4,5648130491,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427267,656,1,2,84,37,ak0rmms5xl49w57i2rvid1tk9,1,39.2,86.8,2025-04-13T03:48:43.083Z,2025-04-13T03:48:50Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5648130635,212,27.1,5648130629,56,Center,5648130633,141,66.1,5648130631,140,61.3,5648130637,213,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427331,657,1,2,84,44,ak0rmms5xl49w57i2rvid1tk9,1,67.2,47.5,2025-04-13T03:48:49.883Z,2025-04-13T03:49:50Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,1.0,,5648131011,141,8.2,5648131017,1,,5648132533,210,15,5648131007,56,Right,5648131013,212,34.8,5648131015,213,5.41,5648131009,140,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427335,658,15,2,84,53,ak0rmms5xl49w57i2rvid1tk9,1,81.3,37.4,2025-04-13T03:48:59.203Z,2025-04-13T05:10:16Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5648132549,76,,5648132571,146,97.2,5648132269,72,,5648132551,29,,5648131033,56,Center,5648132581,233,608,5648132575,147,47.5,5648132559,103,15.2,5648132553,55,657,5648132557,102,52.3,5648131029,22,5648131031,18,5648132563,215,,,,,,,,,,,,,,,,,,,,,,,
2800427323,608,10,2,84,53,kfq8fhwnmycbtad1u0fyefx0,1,1.6,47.2,2025-04-13T03:48:59.303Z,2025-04-13T03:49:51Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5648130979,56,Back,5648132599,233,658,5648130977,182,,5648132285,179,,5648130973,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427351,659,1,2,84,57,ak0rmms5xl49w57i2rvid1tk9,0,93.9,57.3,2025-04-13T03:49:03.195Z,2025-04-13T04:08:27Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5648162595,140,93.6,5648162601,213,4.67,5648162593,56,Center,5648162599,212,8.4,5648162591,155,,5648162597,141,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427401,609,12,2,84,58,kfq8fhwnmycbtad1u0fyefx0,1,5.9,70.8,2025-04-13T03:49:04.490Z,2025-04-13T03:49:12Z,b0zo05bu61v32nw35mriue0yy,P. Gallaway,,,5648131363,141,64.0,5648131361,140,50.6,5648131369,213,6.18,5648131367,212,47.2,5648131359,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427421,661,4,2,85,6,ak0rmms5xl49w57i2rvid1tk9,1,46.8,47.6,2025-04-13T03:49:12.021Z,2025-04-13T04:35:44Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5648131535,295,,5648131541,286,,5648131539,152,,5648190513,189,,5648131565,233,610,5648131533,13,,5648131537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427403,610,4,2,85,6,kfq8fhwnmycbtad1u0fyefx0,0,53.2,52.4,2025-04-13T03:49:12.022Z,2025-04-13T04:35:38Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5648131555,285,,5648131549,295,,5648131547,13,,5648131553,152,,5648190423,189,,5648131569,233,661,5648131551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427461,662,1,2,85,14,ak0rmms5xl49w57i2rvid1tk9,1,45.8,49.1,2025-04-13T03:49:20.299Z,2025-04-13T03:49:22Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5648131675,140,60.3,5648131681,213,5.65,5648131679,212,18.8,5648131669,5,,5648131673,56,Center,5648131671,152,,5648131677,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427473,663,1,2,85,16,ak0rmms5xl49w57i2rvid1tk9,1,60.3,32.8,2025-04-13T03:49:22.259Z,2025-04-13T03:49:23Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5648131735,213,6.15,5648131727,56,Center,5648131731,141,29.2,5648131729,140,77.1,5648131733,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427537,664,2,2,85,17,ak0rmms5xl49w57i2rvid1tk9,1,77.1,29.2,2025-04-13T03:49:23.499Z,2025-04-13T03:49:32Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5648132025,7,b9lt0sfts2zxf2ali8vpf0pn9,5648132031,141,17.7,5648132029,140,93.2,5648132027,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427721,612,1,2,85,55,kfq8fhwnmycbtad1u0fyefx0,1,19.1,69.1,2025-04-13T03:50:01.789Z,2025-04-13T03:50:07Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5648133115,141,70.0,5648133105,5,,5648133109,241,,5648133119,213,0.01,5648133121,1,,5648133113,140,82.2,5648133107,157,,5648133111,56,Center,5648133117,212,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427761,613,1,2,86,1,kfq8fhwnmycbtad1u0fyefx0,1,72.9,85.4,2025-04-13T03:50:07.237Z,2025-04-13T03:50:15Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5648133335,212,6.5,5648133337,213,0.60,5648133331,140,78.0,5648133333,141,90.8,5648133329,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427765,614,50,2,86,8,kfq8fhwnmycbtad1u0fyefx0,1,96.0,92.0,2025-04-13T03:50:14.089Z,2025-04-13T03:50:19Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5648133341,56,Left,5648133343,286,,5648133399,233,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427771,665,7,2,86,8,ak0rmms5xl49w57i2rvid1tk9,1,4.0,8.0,2025-04-13T03:50:14.090Z,2025-04-13T03:50:20Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5648133379,56,Back,5648133377,167,,5648133387,233,614,5648133381,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427833,615,5,2,86,10,kfq8fhwnmycbtad1u0fyefx0,1,96.0,101.6,2025-04-13T03:50:16.183Z,2025-04-13T05:16:36Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5648133839,233,666,5648133811,56,Left,5648133813,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427781,666,5,2,86,10,ak0rmms5xl49w57i2rvid1tk9,0,4.0,-1.6,2025-04-13T03:50:16.183Z,2025-04-13T05:16:36Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5648133471,56,Back,5648133843,233,615,5648133473,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427889,616,1,2,86,27,kfq8fhwnmycbtad1u0fyefx0,1,93.2,100.0,2025-04-13T03:50:33.608Z,2025-04-13T03:50:43Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5648134139,212,30.8,5648134135,140,86.6,5648134141,213,4.49,5648134133,56,Center,5648134131,107,,5648134145,1,,5648134137,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427867,667,4,2,86,34,ak0rmms5xl49w57i2rvid1tk9,1,8.0,34.5,2025-04-13T03:50:40.723Z,2025-04-13T05:32:34Z,,,,,5648134095,152,,5648134303,233,617,5648254405,10,,5648134097,285,,5648134093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427893,617,4,2,86,34,kfq8fhwnmycbtad1u0fyefx0,0,92.0,65.5,2025-04-13T03:50:40.724Z,2025-04-13T05:33:36Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5648134283,152,,5648134333,233,667,5648254337,10,,5648134281,56,Center,5648134285,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427967,668,1,2,86,48,ak0rmms5xl49w57i2rvid1tk9,1,12.8,28.9,2025-04-13T03:50:54.186Z,2025-04-13T03:50:57Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5648134581,56,Back,5648134587,212,31.8,5648134583,140,21.2,5648134579,152,,5648134585,141,73.9,5648134589,213,1.29,5648134577,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800427983,669,1,2,86,51,ak0rmms5xl49w57i2rvid1tk9,1,27.1,76.4,2025-04-13T03:50:57.666Z,2025-04-13T03:51:01Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5648134731,141,97.5,5648134729,140,34.6,5648134733,212,16.4,5648134735,213,1.07,5648134727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800428003,670,1,2,86,55,ak0rmms5xl49w57i2rvid1tk9,1,34.6,97.4,2025-04-13T03:51:01.690Z,2025-04-13T03:51:06Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5648134849,140,76.1,5648134845,155,,5648134853,212,43.7,5648134851,141,92.0,5648134857,1,,5648134855,213,6.20,5648134847,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800428039,671,1,2,87,0,ak0rmms5xl49w57i2rvid1tk9,1,74.1,96.0,2025-04-13T03:51:06.490Z,2025-04-13T03:51:15Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5648135065,212,9.0,5648135063,141,83.0,5648135067,213,4.91,5648135061,140,75.8,5648135059,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800428029,618,4,2,87,8,kfq8fhwnmycbtad1u0fyefx0,1,8.8,18.2,2025-04-13T03:51:14.589Z,2025-04-13T03:51:53Z,,,,,5648136107,132,,5648135119,233,672,5648135111,152,,5648135109,56,Back,5648135115,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800428041,672,4,2,87,8,ak0rmms5xl49w57i2rvid1tk9,0,91.2,81.8,2025-04-13T03:51:14.590Z,2025-04-13T03:51:38Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5648135083,152,,5648135081,56,Left,5648135147,233,618,5648135087,286,,5648135577,55,673,5648135705,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800428073,673,17,2,87,17,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-04-13T03:51:23.474Z,2025-04-13T03:51:31Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5648135545,132,243,5648135543,31,,5648135547,55,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800428289,619,18,2,87,58,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-13T03:52:04.239Z,2025-04-13T03:52:05Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5648136471,44,Forward,5648136519,55,620,5648136473,59,21,5648136469,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800428293,620,19,2,87,58,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-13T03:52:04.240Z,2025-04-13T03:52:05Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5648136505,55,619,5648136491,42,,5648136497,59,4,5648136499,292,5,5648136495,145,10,5648136503,44,Midfielder,5648136501,293,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800428475,674,18,2,88,8,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-04-13T03:52:14.701Z,2025-04-13T03:53:14Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5648137537,55,675,5648137499,44,Defender,5648137497,42,,5648137501,59,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800428479,675,19,2,88,8,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-04-13T03:52:14.702Z,2025-04-13T03:53:14Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5648137519,44,Defender,5648137515,292,3,5648137513,59,2,5648137507,42,,5648137511,145,3,5648137517,293,1,5648137521,55,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800428525,676,18,2,88,23,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-04-13T03:52:29.246Z,2025-04-13T03:53:30Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5648137809,55,677,5648137745,44,Forward,5648137747,59,20,5648137743,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
