id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/16/value
2818643975,608,1,2,73,29,ck22dnk93ng8ax7wonlff7yms,0,38.5,66.9,2025-05-25T00:37:04.485Z,2025-05-25T00:37:06Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5748729605,213,0.41,5748729601,141,80.6,5748729597,56,Left,5748729603,212,23.6,5748729599,140,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818643989,724,8,2,73,33,5qfq6cwtrgzd2szijivns7rjl,1,40.7,37.1,2025-05-25T00:37:08.026Z,2025-05-25T00:37:08Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5748729671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644023,609,1,2,73,34,ck22dnk93ng8ax7wonlff7yms,1,37.0,87.7,2025-05-25T00:37:09.317Z,2025-05-25T00:37:12Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5748729843,141,60.0,5748729849,1,,5748729845,212,32.5,5748729841,140,11.8,5748729839,56,Back,5748729847,213,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644051,610,1,2,73,37,ck22dnk93ng8ax7wonlff7yms,1,11.4,60.5,2025-05-25T00:37:12.205Z,2025-05-25T00:37:15Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5748729989,56,Back,5748729993,141,55.5,5748729991,140,23.2,5748729995,212,12.8,5748729997,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644091,611,1,2,73,40,ck22dnk93ng8ax7wonlff7yms,1,23.7,55.8,2025-05-25T00:37:15.278Z,2025-05-25T00:37:18Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5748730167,212,12.1,5748730169,213,0.10,5748730163,140,35.2,5748730161,56,Back,5748730165,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644125,612,1,2,73,43,ck22dnk93ng8ax7wonlff7yms,1,38.6,60.0,2025-05-25T00:37:18.614Z,2025-05-25T00:37:24Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5748730353,140,68.1,5748730359,213,0.63,5748730349,155,,5748730361,1,,5748730355,141,92.9,5748730351,56,Left,5748730357,212,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644157,613,1,2,73,49,ck22dnk93ng8ax7wonlff7yms,1,70.4,93.8,2025-05-25T00:37:24.477Z,2025-05-25T00:40:07Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5748730539,1,,5748730527,155,,5748730533,141,48.4,5748730537,213,5.24,5748730529,56,Center,5748730535,212,35.8,5748730531,140,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645781,635,61,2,73,50,ck22dnk93ng8ax7wonlff7yms,0,87.9,48.5,2025-05-25T00:37:25.235Z,2025-05-25T00:40:20Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5748739133,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644179,725,61,2,73,57,5qfq6cwtrgzd2szijivns7rjl,1,10.7,53.0,2025-05-25T00:37:31.680Z,2025-05-25T00:37:31Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748730657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644209,726,12,2,73,58,5qfq6cwtrgzd2szijivns7rjl,1,10.6,46.0,2025-05-25T00:37:33.353Z,2025-05-25T00:37:35Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5748730769,212,16.6,5748730763,56,Back,5748730805,167,,5748730771,213,2.35,5748730767,141,63.3,5748730765,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644193,614,6,2,73,59,ck22dnk93ng8ax7wonlff7yms,1,95.6,41.0,2025-05-25T00:37:34.148Z,2025-05-25T02:02:40Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5748730761,75,,5748730891,233,727,5748730759,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644215,727,6,2,73,59,5qfq6cwtrgzd2szijivns7rjl,0,4.4,59.0,2025-05-25T00:37:34.148Z,2025-05-25T02:02:41Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5748730907,233,614,5748730833,56,Back,5748730835,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644415,615,1,2,74,22,ck22dnk93ng8ax7wonlff7yms,0,99.5,0.5,2025-05-25T00:37:57.597Z,2025-05-25T00:38:00Z,cf36p7zpnrtxhebod6rtsmr1m,A. Midence,,,5748731911,6,,5748731915,223,,5748731923,212,34.1,5748731909,2,,5748731917,56,Center,5748731927,1,,5748731913,155,,5748731921,141,50.3,5748731925,213,1.70,5748731919,140,95.3,,,,,,,,,,,,,,,,,,,,,,,
2818644451,728,12,2,74,28,5qfq6cwtrgzd2szijivns7rjl,1,12.1,52.4,2025-05-25T00:38:03.425Z,2025-05-25T00:38:06Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5748732113,213,0.14,5748732103,56,Back,5748732111,212,14.7,5748732107,140,26.0,5748732109,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644441,616,15,2,74,29,ck22dnk93ng8ax7wonlff7yms,1,75.3,50.5,2025-05-25T00:38:04.518Z,2025-05-25T02:04:37Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5748852017,215,,5748852049,233,729,5748852015,103,19,5748732057,18,,5748852025,230,97.1,5748740215,20,,5748852027,231,49.8,5748740213,25,,5748852023,147,48.0,5748852011,78,,5748740221,82,5748852021,146,5748852019,458,5748852013,102,48.5,,,5748732059,56,Center,,,,,,,,80.3,
2818644455,729,10,2,74,29,5qfq6cwtrgzd2szijivns7rjl,1,19.7,52.0,2025-05-25T00:38:04.618Z,2025-05-25T01:08:30Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5748732141,94,,5748732145,56,Back,5748852071,233,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644457,617,61,2,74,31,ck22dnk93ng8ax7wonlff7yms,1,73.3,46.7,2025-05-25T00:38:06.453Z,2025-05-25T00:38:06Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5748732155,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644555,730,12,2,74,33,5qfq6cwtrgzd2szijivns7rjl,1,24.2,47.3,2025-05-25T00:38:07.705Z,2025-05-25T00:38:16Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5748732649,56,Back,5748732657,213,6.03,5748732655,212,19.1,5748732651,140,41.8,5748732653,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644527,618,1,2,74,36,ck22dnk93ng8ax7wonlff7yms,0,57.6,70.5,2025-05-25T00:38:11.295Z,2025-05-25T00:38:12Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5748732491,140,65.1,5748732495,212,8.0,5748732493,141,68.5,5748732489,56,Center,5748732497,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644585,731,1,2,74,41,5qfq6cwtrgzd2szijivns7rjl,1,45.3,16.2,2025-05-25T00:38:16.321Z,2025-05-25T00:38:18Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5748732795,212,4.6,5748732791,140,49.5,5748732793,141,18.3,5748732789,56,Back,5748732797,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644723,733,1,2,74,47,5qfq6cwtrgzd2szijivns7rjl,1,71.2,14.9,2025-05-25T00:38:21.881Z,2025-05-25T00:38:29Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748733479,213,3.11,5748733477,212,29.0,5748733475,141,16.1,5748733471,56,Back,5748733473,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644757,734,1,2,74,54,5qfq6cwtrgzd2szijivns7rjl,1,43.7,19.4,2025-05-25T00:38:29.601Z,2025-05-25T00:38:32Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5748733629,213,1.47,5748733627,212,31.2,5748733621,56,Back,5748733625,141,65.1,5748733623,140,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644795,735,1,2,74,58,5qfq6cwtrgzd2szijivns7rjl,1,46.0,77.3,2025-05-25T00:38:32.697Z,2025-05-25T00:38:36Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5748733929,141,85.4,5748733927,140,72.2,5748733925,56,Left,5748733933,212,28.1,5748733935,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644841,736,1,2,75,1,5qfq6cwtrgzd2szijivns7rjl,1,72.2,85.4,2025-05-25T00:38:36.441Z,2025-05-25T00:38:40Z,374euncv00zs2oy6ux1u519be,J. Skinner,,,5748734159,141,82.3,5748734157,140,44.5,5748734161,212,29.2,5748734165,213,3.21,5748734155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644849,737,1,2,75,5,5qfq6cwtrgzd2szijivns7rjl,0,43.9,83.6,2025-05-25T00:38:39.905Z,2025-05-25T00:38:40Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5748734209,56,Back,5748734217,213,4.42,5748734215,212,5.4,5748734211,140,42.4,5748734213,141,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644873,619,61,2,75,7,ck22dnk93ng8ax7wonlff7yms,1,62.6,22.2,2025-05-25T00:38:42.621Z,2025-05-25T00:41:26Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5748734315,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644891,738,1,2,75,9,5qfq6cwtrgzd2szijivns7rjl,0,33.9,60.0,2025-05-25T00:38:44.441Z,2025-05-25T00:38:56Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5748734407,140,63.6,5748734405,56,Center,5748734413,213,5.86,5748734409,141,39.2,5748734403,157,,5748734415,1,,5748734411,212,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818644953,620,1,2,75,11,ck22dnk93ng8ax7wonlff7yms,1,30.4,63.0,2025-05-25T00:38:46.206Z,2025-05-25T00:38:49Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5748734729,212,18.7,5748734727,141,60.3,5748734721,3,,5748734725,140,12.7,5748734731,213,3.24,5748734723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645001,622,1,2,75,14,ck22dnk93ng8ax7wonlff7yms,1,12.7,60.3,2025-05-25T00:38:49.308Z,2025-05-25T00:38:53Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5748734961,212,13.0,5748734955,56,Back,5748734957,140,18.1,5748734953,123,,5748734963,213,5.16,5748734959,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645035,623,1,2,75,18,ck22dnk93ng8ax7wonlff7yms,1,20.9,41.3,2025-05-25T00:38:52.871Z,2025-05-25T00:38:56Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5748735151,141,51.5,5748735141,140,32.0,5748735139,56,Back,5748735161,213,0.54,5748735157,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645053,624,1,2,75,21,ck22dnk93ng8ax7wonlff7yms,1,30.4,57.9,2025-05-25T00:38:56.277Z,2025-05-25T00:38:58Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5748735273,56,Back,5748735281,213,1.43,5748735279,212,17.7,5748735275,140,32.8,5748735277,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645093,625,1,2,75,23,ck22dnk93ng8ax7wonlff7yms,1,32.6,78.8,2025-05-25T00:38:58.524Z,2025-05-25T00:39:04Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5748735551,212,18.9,5748735545,56,Back,5748735547,140,32.6,5748735553,213,4.71,5748735549,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645121,626,1,2,75,29,ck22dnk93ng8ax7wonlff7yms,1,36.2,40.9,2025-05-25T00:39:04.100Z,2025-05-25T00:39:07Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748735675,212,37.7,5748735671,140,67.0,5748735673,141,12.3,5748735677,213,5.74,5748735669,56,Right,5748735679,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645149,627,1,2,75,32,ck22dnk93ng8ax7wonlff7yms,1,69.1,10.7,2025-05-25T00:39:07.196Z,2025-05-25T00:39:09Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5748735809,212,14.9,5748735803,56,Right,5748735811,213,3.03,5748735807,141,13.2,5748735805,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645181,628,1,2,75,34,ck22dnk93ng8ax7wonlff7yms,1,55.0,13.2,2025-05-25T00:39:09.309Z,2025-05-25T00:39:12Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5748735997,56,Center,5748736003,212,9.2,5748735999,140,59.2,5748736001,141,25.0,5748736005,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645195,629,1,2,75,37,ck22dnk93ng8ax7wonlff7yms,1,63.2,29.2,2025-05-25T00:39:12.476Z,2025-05-25T00:39:15Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748736101,141,15.2,5748736105,213,5.23,5748736103,212,11.0,5748736097,56,Right,5748736099,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645205,630,1,2,75,40,ck22dnk93ng8ax7wonlff7yms,1,71.9,17.1,2025-05-25T00:39:15.252Z,2025-05-25T00:39:17Z,cf36p7zpnrtxhebod6rtsmr1m,A. Midence,,,5748736167,141,28.3,5748736169,212,8.9,5748736171,213,1.04,5748736165,140,76.2,5748736163,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645229,631,1,2,75,42,ck22dnk93ng8ax7wonlff7yms,1,77.0,25.3,2025-05-25T00:39:17.516Z,2025-05-25T00:39:20Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5748736283,56,Right,5748736297,213,5.57,5748736291,212,16.7,5748736289,141,9.2,5748736287,140,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645243,632,1,2,75,45,ck22dnk93ng8ax7wonlff7yms,0,89.8,9.1,2025-05-25T00:39:19.813Z,2025-05-25T00:39:21Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5748736371,56,Center,5748736375,141,43.3,5748736369,155,,5748736377,212,23.5,5748736373,140,92.9,5748736379,213,1.43,5748736367,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645359,739,12,2,75,48,5qfq6cwtrgzd2szijivns7rjl,1,13.4,53.4,2025-05-25T00:39:23.298Z,2025-05-25T00:39:31Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5748736991,141,39.1,5748736995,213,4.85,5748736987,56,Back,5748736993,212,9.8,5748736989,140,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645365,740,4,2,75,53,5qfq6cwtrgzd2szijivns7rjl,1,7.8,45.4,2025-05-25T00:39:28.611Z,2025-05-25T00:39:42Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748737299,13,,5748737303,56,Back,5748737301,295,,5748737305,152,,5748737361,233,633,5748737307,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645333,633,4,2,75,53,ck22dnk93ng8ax7wonlff7yms,0,92.2,54.6,2025-05-25T00:39:28.612Z,2025-05-25T00:39:41Z,5m3bxdstyhzoplpzam8c94t90,F. Ajago,,,5748736959,295,,5748736963,152,,5748737415,233,740,5748736957,13,,5748736961,56,Center,5748736965,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645627,741,1,2,76,17,5qfq6cwtrgzd2szijivns7rjl,1,15.3,49.3,2025-05-25T00:39:52.641Z,2025-05-25T00:40:07Z,3gzatxlefe9axcrqyllbtrzmc,E. Bandré,,,5748738375,5,,5748738377,152,,5748738383,141,85.1,5748738387,213,0.87,5748738385,212,31.8,5748738381,140,34.8,5748738915,189,,5748738379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645675,742,1,2,76,20,5qfq6cwtrgzd2szijivns7rjl,1,34.8,85.1,2025-05-25T00:39:55.129Z,2025-05-25T00:40:09Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5748738625,56,Back,5748738633,213,5.33,5748738977,189,,5748738627,140,41.0,5748738631,212,11.2,5748738629,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645679,743,4,2,76,22,5qfq6cwtrgzd2szijivns7rjl,1,32.6,74.4,2025-05-25T00:39:57.355Z,2025-05-25T00:40:06Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5748738699,233,634,5748738693,152,,5748738689,13,,5748738729,285,,5748738691,56,Back,5748738695,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645647,634,4,2,76,22,ck22dnk93ng8ax7wonlff7yms,0,67.4,25.6,2025-05-25T00:39:57.356Z,2025-05-25T02:17:51Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748738497,265,,5748738719,233,743,5748738491,13,,5748738495,152,,5748738493,56,Center,5748738795,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645977,744,1,2,76,52,5qfq6cwtrgzd2szijivns7rjl,1,31.9,80.3,2025-05-25T00:40:26.914Z,2025-05-25T00:40:28Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748740005,152,,5748740007,56,Back,5748740011,141,69.6,5748740003,5,,5748740015,212,7.3,5748740017,213,4.71,5748740009,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818645999,745,1,2,76,53,5qfq6cwtrgzd2szijivns7rjl,1,31.9,69.6,2025-05-25T00:40:28.008Z,2025-05-25T00:40:30Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5748740141,212,15.6,5748740139,141,47.9,5748740135,56,Back,5748740137,140,27.2,5748740143,213,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646033,746,1,2,76,55,5qfq6cwtrgzd2szijivns7rjl,1,27.9,43.3,2025-05-25T00:40:30.577Z,2025-05-25T00:40:34Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5748740287,140,32.4,5748740293,213,4.97,5748740285,56,Back,5748740291,212,18.2,5748740289,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646069,747,1,2,76,59,5qfq6cwtrgzd2szijivns7rjl,1,32.1,16.7,2025-05-25T00:40:34.032Z,2025-05-25T00:40:37Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5748740445,56,Back,5748740457,213,1.59,5748740447,140,31.7,5748740453,212,18.0,5748740449,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646099,748,1,2,77,2,5qfq6cwtrgzd2szijivns7rjl,1,31.4,50.4,2025-05-25T00:40:37.352Z,2025-05-25T00:40:40Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5748740613,213,1.60,5748740605,56,Back,5748740607,140,31.0,5748740611,212,15.9,5748740609,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646121,749,1,2,77,5,5qfq6cwtrgzd2szijivns7rjl,1,33.3,84.2,2025-05-25T00:40:40.056Z,2025-05-25T00:40:42Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748740743,56,Back,5748740749,212,9.1,5748740751,213,0.36,5748740745,140,41.4,5748740747,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646133,750,1,2,77,7,5qfq6cwtrgzd2szijivns7rjl,0,41.2,89.7,2025-05-25T00:40:42.464Z,2025-05-25T00:40:43Z,374euncv00zs2oy6ux1u519be,J. Skinner,,,5748740813,56,Back,5748740815,140,49.7,5748740817,141,83.0,5748740819,212,10.0,5748740821,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646183,637,1,2,77,10,ck22dnk93ng8ax7wonlff7yms,1,56.9,11.9,2025-05-25T00:40:45.539Z,2025-05-25T00:40:46Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5748741035,141,27.0,5748741031,56,Center,5748741037,212,14.5,5748741033,140,66.7,5748741039,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646195,638,1,2,77,12,ck22dnk93ng8ax7wonlff7yms,0,67.0,27.0,2025-05-25T00:40:46.731Z,2025-05-25T00:40:48Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748741109,212,8.8,5748741107,141,38.3,5748741105,140,71.0,5748741103,56,Center,5748741111,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646237,751,8,2,77,15,5qfq6cwtrgzd2szijivns7rjl,1,39.7,72.3,2025-05-25T00:40:50.114Z,2025-05-25T00:40:50Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748741247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646269,753,1,2,77,16,5qfq6cwtrgzd2szijivns7rjl,1,36.9,72.3,2025-05-25T00:40:51.657Z,2025-05-25T00:40:52Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5748741393,140,43.9,5748741399,213,5.24,5748741395,141,53.7,5748741391,56,Back,5748741397,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646337,754,1,2,77,17,5qfq6cwtrgzd2szijivns7rjl,1,44.0,53.6,2025-05-25T00:40:52.624Z,2025-05-25T00:40:59Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5748741687,141,18.8,5748741685,140,60.5,5748741689,212,29.3,5748741691,213,5.34,5748741683,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646341,755,61,2,77,24,5qfq6cwtrgzd2szijivns7rjl,0,71.0,23.6,2025-05-25T00:40:59.001Z,2025-05-25T00:40:59Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5748741715,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646389,639,12,2,77,27,ck22dnk93ng8ax7wonlff7yms,1,9.7,63.3,2025-05-25T00:41:02.283Z,2025-05-25T00:41:04Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5748741993,213,1.02,5748741987,140,24.8,5748741989,141,100.0,5748742019,167,,5748741991,212,30.5,5748741985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646391,640,5,2,77,28,ck22dnk93ng8ax7wonlff7yms,0,29.0,101.6,2025-05-25T00:41:03.539Z,2025-05-25T01:33:35Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5748742009,347,,5748743061,233,756,5748742005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646569,756,5,2,77,28,5qfq6cwtrgzd2szijivns7rjl,1,71.0,-1.6,2025-05-25T00:41:03.539Z,2025-05-25T01:33:35Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5748742979,347,,5748742999,233,640,5748742977,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646597,757,1,2,77,49,5qfq6cwtrgzd2szijivns7rjl,1,69.4,0.0,2025-05-25T00:41:24.152Z,2025-05-25T00:41:26Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5748743133,140,72.2,5748743125,107,,5748743139,213,1.22,5748743135,141,10.4,5748743137,212,8.7,5748743129,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646659,758,1,2,77,51,5qfq6cwtrgzd2szijivns7rjl,1,72.2,10.4,2025-05-25T00:41:26.040Z,2025-05-25T00:41:30Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748743429,141,6.8,5748743431,212,3.6,5748743427,140,74.7,5748743425,56,Right,5748743433,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646687,759,1,2,77,55,5qfq6cwtrgzd2szijivns7rjl,1,76.4,9.2,2025-05-25T00:41:30.169Z,2025-05-25T00:41:32Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5748743553,140,60.1,5748743559,213,2.46,5748743551,56,Center,5748743555,141,29.5,5748743557,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646709,760,1,2,77,57,5qfq6cwtrgzd2szijivns7rjl,1,58.8,35.2,2025-05-25T00:41:32.385Z,2025-05-25T00:41:34Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5748743747,213,1.76,5748743745,212,10.2,5748743741,140,57.0,5748743739,56,Center,5748743743,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818646749,761,1,2,77,59,5qfq6cwtrgzd2szijivns7rjl,1,56.3,52.8,2025-05-25T00:41:34.377Z,2025-05-25T00:41:36Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748743929,213,4.68,5748743927,212,16.9,5748743923,140,55.7,5748743921,56,Center,5748743925,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
