id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2822715881,604,7,2,74,48,bu5w8wprynlj9mvphvy8sd94f,0,41.0,62.2,2025-06-15T01:10:41.169Z,2025-06-15T01:46:05Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5771535105,285,,5771535357,233,645,5771535103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822715895,646,1,2,74,49,5qfq6cwtrgzd2szijivns7rjl,0,62.5,40.9,2025-06-15T01:10:42.177Z,2025-06-15T01:10:43Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5771532969,236,,5771532903,56,Center,5771532905,140,64.8,5771532971,233,605,5771532909,212,2.4,5771532907,141,40.3,5771532911,213,6.12,5771532975,286,,,,,,,,,,,,,,,,,,,,,,,,,
2822715907,605,74,2,74,49,bu5w8wprynlj9mvphvy8sd94f,1,41.8,68.2,2025-06-15T01:10:42.178Z,2025-06-15T01:46:10Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5771533019,233,646,5771532957,285,,5771532955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822715983,647,2,2,74,52,5qfq6cwtrgzd2szijivns7rjl,1,66.4,54.2,2025-06-15T01:10:44.841Z,2025-06-15T01:10:50Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5771533345,56,Center,5771533305,140,73.9,5771533307,141,77.0,5771533343,7,c08hvq1hplcct8kxrxucfpqp6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822716711,607,27,2,75,32,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-15T01:11:24.785Z,2025-06-15T01:47:49Z,,,,,5771536989,201,,5771536991,246,,5771643449,233,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822716489,648,27,2,75,32,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-06-15T01:11:24.785Z,2025-06-15T01:47:49Z,,,,,5771536267,246,,5771643417,233,607,5771536265,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822716741,608,28,2,75,32,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-15T01:11:25.537Z,2025-06-15T01:47:50Z,,,,,5771643503,233,649,5771537123,55,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822716499,649,28,2,75,32,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-06-15T01:11:25.537Z,2025-06-15T01:47:50Z,,,,,5771643471,233,608,5771535951,55,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822717605,609,1,2,77,10,bu5w8wprynlj9mvphvy8sd94f,1,34.3,41.5,2025-06-15T01:13:02.750Z,2025-06-15T01:13:04Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5771542135,241,,5771542139,140,54.5,5771542147,1,,5771542141,141,92.0,5771542131,5,,5771542137,56,Left,5771542145,213,1.02,5771542143,212,40.4,5771542133,155,,,,,,,,,,,,,,,,,,,,,,
2822717635,610,1,2,77,11,bu5w8wprynlj9mvphvy8sd94f,1,54.5,92.0,2025-06-15T01:13:03.967Z,2025-06-15T01:13:08Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5771542361,141,78.5,5771542367,213,4.80,5771542363,212,9.2,5771542359,140,55.3,5771542355,3,,5771542357,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822717675,611,1,2,77,15,bu5w8wprynlj9mvphvy8sd94f,1,64.3,73.5,2025-06-15T01:13:07.966Z,2025-06-15T02:14:10Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5771542629,141,54.6,5771542625,56,Center,5771542631,212,12.9,5771542633,213,4.59,5771542627,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822717751,612,1,2,77,18,bu5w8wprynlj9mvphvy8sd94f,1,62.9,57.2,2025-06-15T01:13:10.686Z,2025-06-15T01:13:16Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5771543031,213,2.76,5771543023,56,Center,5771543025,140,53.4,5771543029,212,10.8,5771543027,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822717817,613,1,2,77,23,bu5w8wprynlj9mvphvy8sd94f,1,47.0,59.9,2025-06-15T01:13:16.006Z,2025-06-15T01:13:20Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5771543293,140,53.4,5771543291,56,Center,5771543297,212,12.4,5771543295,141,75.3,5771543299,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822717869,614,1,2,77,28,bu5w8wprynlj9mvphvy8sd94f,1,60.4,83.6,2025-06-15T01:13:20.701Z,2025-06-15T01:13:25Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5771543601,212,31.1,5771543603,213,4.12,5771543597,140,43.9,5771543599,141,45.7,5771543595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822717899,617,1,2,77,33,bu5w8wprynlj9mvphvy8sd94f,1,43.8,44.8,2025-06-15T01:13:25.854Z,2025-06-15T01:13:27Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5771543809,141,18.5,5771543805,56,Right,5771543813,213,5.24,5771543811,212,20.7,5771543807,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822717995,618,1,2,77,34,bu5w8wprynlj9mvphvy8sd94f,1,53.2,18.6,2025-06-15T01:13:27.342Z,2025-06-15T01:13:34Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5771544295,56,Right,5771544301,212,17.2,5771544303,213,5.79,5771544299,141,6.7,5771544297,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718023,619,1,2,77,42,bu5w8wprynlj9mvphvy8sd94f,1,67.8,6.7,2025-06-15T01:13:34.646Z,2025-06-15T02:14:46Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5771544435,56,Right,5771544439,141,6.4,5771544441,212,8.0,5771544443,213,6.26,5771544437,140,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718033,620,1,2,77,43,bu5w8wprynlj9mvphvy8sd94f,0,72.3,4.7,2025-06-15T01:13:35.626Z,2025-06-15T02:14:29Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771557529,233,653,5771544511,212,3.0,5771544507,140,75.1,5771544509,141,5.3,5771557527,236,,5771557533,286,,5771544505,56,Right,5771544513,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,
2822718003,653,74,2,77,43,5qfq6cwtrgzd2szijivns7rjl,1,32.7,90.6,2025-06-15T01:13:35.627Z,2025-06-15T02:14:28Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5771557507,285,,5771544345,56,Back,5771557563,233,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718057,621,5,2,77,44,bu5w8wprynlj9mvphvy8sd94f,1,67.4,-1.8,2025-06-15T01:13:36.556Z,2025-06-15T01:47:43Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771544733,233,654,5771544679,347,,5771544677,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718019,654,5,2,77,44,5qfq6cwtrgzd2szijivns7rjl,0,32.6,101.8,2025-06-15T01:13:36.556Z,2025-06-15T01:47:43Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5771544419,347,,5771544417,56,Back,5771544753,233,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718137,622,1,2,77,54,bu5w8wprynlj9mvphvy8sd94f,1,75.1,0.0,2025-06-15T01:13:47.110Z,2025-06-15T02:14:34Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771545143,56,Right,5771545147,141,19.1,5771545141,107,,5771545149,212,14.0,5771545145,140,78.1,5771545151,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718187,623,1,2,77,56,bu5w8wprynlj9mvphvy8sd94f,1,78.1,19.1,2025-06-15T01:13:49.015Z,2025-06-15T01:13:51Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5771545487,213,1.67,5771545483,141,65.7,5771545481,140,75.2,5771545477,155,,5771545485,212,31.8,5771545479,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718215,624,1,2,77,59,bu5w8wprynlj9mvphvy8sd94f,1,74.8,64.9,2025-06-15T01:13:51.814Z,2025-06-15T02:14:02Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5771545641,140,69.2,5771545643,141,66.1,5771545639,56,Center,5771545647,213,3.00,5771545645,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718241,625,1,2,78,2,bu5w8wprynlj9mvphvy8sd94f,1,69.0,62.9,2025-06-15T01:13:55.086Z,2025-06-15T01:13:57Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5771545839,213,4.92,5771545835,141,52.7,5771545833,140,70.4,5771545831,56,Center,5771545837,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718249,626,3,2,78,4,bu5w8wprynlj9mvphvy8sd94f,0,69.2,50.0,2025-06-15T01:13:57.246Z,2025-06-15T01:14:02Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5771545865,56,Center,5771545963,233,655,5771545867,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718263,655,7,2,78,4,5qfq6cwtrgzd2szijivns7rjl,0,30.8,50.0,2025-06-15T01:13:57.247Z,2025-06-15T01:14:02Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5771545949,285,,5771545947,56,Back,5771545955,233,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718269,627,1,2,78,6,bu5w8wprynlj9mvphvy8sd94f,1,65.8,65.1,2025-06-15T01:13:58.830Z,2025-06-15T01:14:00Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5771545979,56,Center,5771545985,212,6.8,5771545987,213,6.25,5771545981,140,72.3,5771545983,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718275,628,50,2,78,7,bu5w8wprynlj9mvphvy8sd94f,1,70.4,58.3,2025-06-15T01:14:00.079Z,2025-06-15T01:14:08Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5771546015,56,Center,5771546241,233,656,5771546017,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718301,656,7,2,78,7,5qfq6cwtrgzd2szijivns7rjl,1,29.6,41.7,2025-06-15T01:14:00.080Z,2025-06-15T01:14:07Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771546171,285,,5771546169,56,Back,5771546223,233,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718381,658,1,2,78,12,5qfq6cwtrgzd2szijivns7rjl,1,34.0,64.2,2025-06-15T01:14:05.219Z,2025-06-15T01:14:08Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5771546589,141,61.1,5771546593,213,3.32,5771546591,212,11.8,5771546585,56,Back,5771546587,140,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718391,659,1,2,78,13,5qfq6cwtrgzd2szijivns7rjl,1,22.9,61.1,2025-06-15T01:14:06.432Z,2025-06-15T01:14:09Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5771546661,213,6.06,5771546653,56,Back,5771546655,140,33.9,5771546659,212,11.9,5771546657,141,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718425,660,1,2,78,16,5qfq6cwtrgzd2szijivns7rjl,1,34.0,57.0,2025-06-15T01:14:09.251Z,2025-06-15T01:14:11Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5771546809,56,Back,5771546815,212,12.6,5771546811,140,44.9,5771546813,141,49.1,5771546817,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718457,661,1,2,78,18,5qfq6cwtrgzd2szijivns7rjl,1,49.1,49.4,2025-06-15T01:14:11.123Z,2025-06-15T01:14:13Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5771547041,212,16.3,5771547043,213,4.20,5771547039,141,28.5,5771547035,56,Back,5771547037,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718521,662,1,2,78,21,5qfq6cwtrgzd2szijivns7rjl,0,44.5,27.6,2025-06-15T01:14:13.755Z,2025-06-15T01:14:18Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5771547347,155,,5771547355,212,57.7,5771547359,1,,5771547353,141,83.3,5771547351,140,86.0,5771547357,213,0.72,5771547349,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718527,629,12,2,78,25,bu5w8wprynlj9mvphvy8sd94f,1,12.6,19.7,2025-06-15T01:14:18.487Z,2025-06-15T01:14:20Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771547451,167,,5771547385,213,5.07,5771547379,140,17.8,5771547381,141,0.0,5771547383,212,15.5,5771547377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718539,630,5,2,78,26,bu5w8wprynlj9mvphvy8sd94f,0,21.6,-1.6,2025-06-15T01:14:19.218Z,2025-06-15T01:15:15Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771547435,56,Back,5771551159,233,663,5771547437,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719227,663,5,2,78,26,5qfq6cwtrgzd2szijivns7rjl,1,78.4,101.6,2025-06-15T01:14:19.218Z,2025-06-15T01:47:44Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5771551153,233,630,5771551119,56,Left,5771551121,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718699,631,18,2,78,40,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-15T01:14:33.502Z,2025-06-15T01:14:34Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5771548313,44,Midfielder,5771548311,42,,5771548405,55,632,5771548315,59,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718713,632,19,2,78,40,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-15T01:14:33.503Z,2025-06-15T01:50:09Z,aqb7f88ta15ve8izh5zy9paz9,R. Rivera,,,5771548363,59,17,5771650521,293,3,5771548357,42,,5771548361,145,11,5771548367,55,631,5771650519,292,9,5771548365,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718789,633,18,2,78,47,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-15T01:14:39.645Z,2025-06-15T01:14:40Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5771548799,44,Forward,5771548885,55,634,5771548801,59,9,5771548797,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718795,634,19,2,78,47,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-15T01:14:39.646Z,2025-06-15T01:50:07Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5771548833,42,,5771548853,55,633,5771548841,145,9,5771650357,293,4,5771548849,44,Midfielder,5771548845,59,26,5771650355,292,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718949,635,43,2,78,58,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-15T01:14:51.280Z,2025-06-15T01:14:59Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771550367,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718955,636,43,2,78,58,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-15T01:14:51.441Z,2025-06-15T01:14:56Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771550087,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718963,637,43,2,78,59,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-15T01:14:51.591Z,2025-06-15T01:14:55Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771549949,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822718965,638,43,2,78,59,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-15T01:14:51.744Z,2025-06-15T01:14:58Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771550267,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719287,665,1,2,79,19,5qfq6cwtrgzd2szijivns7rjl,1,72.8,100.0,2025-06-15T01:15:12.444Z,2025-06-15T01:15:33Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771552791,107,,5771551463,140,66.1,5771551469,213,4.28,5771551465,141,79.3,5771551461,56,Left,5771551467,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719319,666,1,2,79,21,5qfq6cwtrgzd2szijivns7rjl,1,66.1,79.3,2025-06-15T01:15:14.251Z,2025-06-15T01:15:17Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5771551671,212,31.4,5771551667,140,43.7,5771551673,213,3.87,5771551665,56,Back,5771551669,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719367,667,1,2,79,24,5qfq6cwtrgzd2szijivns7rjl,1,43.7,48.7,2025-06-15T01:15:17.388Z,2025-06-15T01:15:20Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5771551891,140,57.5,5771551893,141,15.6,5771551889,56,Right,5771551897,213,5.28,5771551895,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719385,668,1,2,79,28,5qfq6cwtrgzd2szijivns7rjl,1,57.4,16.1,2025-06-15T01:15:20.628Z,2025-06-15T01:15:21Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5771551985,56,Center,5771551989,141,38.6,5771551993,213,0.65,5771551991,212,25.4,5771551987,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719439,669,1,2,79,29,5qfq6cwtrgzd2szijivns7rjl,1,76.7,38.6,2025-06-15T01:15:21.836Z,2025-06-15T01:15:25Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5771552249,56,Center,5771552251,140,72.5,5771552253,141,35.4,5771552257,213,3.60,5771552255,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719491,670,1,2,79,33,5qfq6cwtrgzd2szijivns7rjl,1,74.6,33.9,2025-06-15T01:15:25.589Z,2025-06-15T01:15:28Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5771552505,155,,5771552515,213,0.93,5771552509,140,89.1,5771552507,56,Center,5771552511,141,64.0,5771552513,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719503,671,1,2,79,36,5qfq6cwtrgzd2szijivns7rjl,0,96.0,71.8,2025-06-15T01:15:28.821Z,2025-06-15T02:14:04Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5771552573,212,8.4,5771552571,141,59.5,5771552569,140,95.2,5771552575,213,4.61,5771552567,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719799,642,1,2,80,0,bu5w8wprynlj9mvphvy8sd94f,0,10.4,46.3,2025-06-15T01:15:53.329Z,2025-06-15T01:15:55Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5771554231,212,53.1,5771554271,189,,5771554223,199,,5771554235,1,,5771554233,213,6.19,5771554227,140,60.7,5771554229,141,38.8,5771554225,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2822719909,675,1,2,80,2,5qfq6cwtrgzd2szijivns7rjl,1,58.9,30.9,2025-06-15T01:15:54.580Z,2025-06-15T01:28:54Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5771554787,140,54.1,5771554791,212,5.7,5771554793,213,3.62,5771554789,141,27.1,5771554785,56,Center,5771604995,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719819,672,49,2,80,3,5qfq6cwtrgzd2szijivns7rjl,1,44.2,60.9,2025-06-15T01:15:55.661Z,2025-06-15T01:26:48Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5771598007,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719857,673,1,2,80,3,5qfq6cwtrgzd2szijivns7rjl,1,44.2,60.9,2025-06-15T01:15:55.908Z,2025-06-15T01:26:51Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5771554505,213,5.36,5771554499,140,58.9,5771554501,141,30.9,5771554497,56,Center,5771598211,189,,5771554503,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719859,674,43,2,80,5,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-06-15T01:15:57.981Z,2025-06-15T01:27:56Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5771601861,144,61,5771554537,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719937,676,1,2,80,9,5qfq6cwtrgzd2szijivns7rjl,1,54.1,27.1,2025-06-15T01:16:01.957Z,2025-06-15T01:16:04Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5771554893,56,Back,5771554897,141,24.3,5771554899,212,11.2,5771554895,140,43.6,5771554901,213,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822719993,677,1,2,80,13,5qfq6cwtrgzd2szijivns7rjl,1,46.3,24.6,2025-06-15T01:16:06.021Z,2025-06-15T01:16:09Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5771555211,56,Back,5771555213,140,37.4,5771555217,212,25.3,5771555219,213,1.95,5771555215,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822720005,678,1,2,80,16,5qfq6cwtrgzd2szijivns7rjl,1,37.4,59.3,2025-06-15T01:16:09.212Z,2025-06-15T01:16:10Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5771555275,213,6.08,5771555267,56,Back,5771555273,212,10.8,5771555271,141,56.1,5771555269,140,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822720071,679,1,2,80,17,5qfq6cwtrgzd2szijivns7rjl,1,47.5,56.1,2025-06-15T01:16:10.156Z,2025-06-15T01:16:15Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771555685,141,85.7,5771555689,213,2.20,5771555687,212,25.0,5771555681,56,Back,5771555683,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822720101,680,1,2,80,22,5qfq6cwtrgzd2szijivns7rjl,1,54.3,84.8,2025-06-15T01:16:15.060Z,2025-06-15T01:16:17Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5771555857,140,42.3,5771555859,141,49.9,5771555861,212,26.9,5771555863,213,4.22,5771555855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822720155,681,1,2,80,24,5qfq6cwtrgzd2szijivns7rjl,1,42.3,49.9,2025-06-15T01:16:17.149Z,2025-06-15T01:16:22Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5771556213,212,30.9,5771556211,141,31.5,5771556207,56,Center,5771556209,140,69.2,5771556215,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822720181,682,1,2,80,29,5qfq6cwtrgzd2szijivns7rjl,1,55.8,37.9,2025-06-15T01:16:22.141Z,2025-06-15T01:16:24Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5771556371,141,38.3,5771556373,212,21.0,5771556369,140,75.8,5771556367,56,Center,5771556375,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822720227,683,1,2,80,32,5qfq6cwtrgzd2szijivns7rjl,1,75.8,38.3,2025-06-15T01:16:24.757Z,2025-06-15T01:16:28Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5771556615,213,5.43,5771556609,140,89.6,5771556613,212,22.1,5771556611,141,13.7,5771556607,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822720233,684,50,2,80,36,5qfq6cwtrgzd2szijivns7rjl,1,93.6,28.4,2025-06-15T01:16:28.733Z,2025-06-15T01:46:06Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5771556645,56,Center,5771607235,233,643,5771556647,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822720327,643,7,2,80,36,bu5w8wprynlj9mvphvy8sd94f,1,6.4,71.6,2025-06-15T01:16:28.734Z,2025-06-15T01:46:06Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5771607253,233,684,5771557189,167,,5771557193,285,,5771557191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822720343,644,6,2,80,37,bu5w8wprynlj9mvphvy8sd94f,0,6.0,72.1,2025-06-15T01:16:29.861Z,2025-06-15T02:14:59Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5771557309,73,,5771558771,233,685,5771557307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822720241,685,6,2,80,37,5qfq6cwtrgzd2szijivns7rjl,1,94.0,27.9,2025-06-15T01:16:29.861Z,2025-06-15T01:47:55Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5771556779,56,Center,5771556781,75,,5771558725,233,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822720647,686,1,2,81,11,5qfq6cwtrgzd2szijivns7rjl,1,99.5,0.5,2025-06-15T01:17:04.366Z,2025-06-15T01:17:11Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771559025,212,40.9,5771559013,6,,5771559029,1,,5771559015,155,,5771559023,141,54.5,5771559019,56,Center,5771559027,213,2.03,5771559021,140,82.3,5771559017,223,,5771559011,2,,,,,,,,,,,,,,,,,,,
