id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2803592221,565,17,2,76,48,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-04-20T01:08:47.693Z,2025-04-20T01:08:52Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5665613367,55,564,5665613361,31,,5665613365,13,243,5665613363,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803592911,602,1,2,77,53,5qfq6cwtrgzd2szijivns7rjl,0,69.7,20.9,2025-04-20T01:09:52.912Z,2025-04-20T02:02:04Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5665617385,56,Center,5665617383,152,,5665617393,213,0.68,5665617387,140,86.1,5665617377,5,,5665617391,212,22.1,5665617389,141,41.2,5665617373,2,,5665617381,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593185,566,12,2,77,58,83cpn99fh7ulkwe8nezy8a3mx,1,9.2,51.6,2025-04-20T01:09:57.492Z,2025-04-20T01:10:15Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5665618941,213,5.44,5665618939,212,8.3,5665618937,141,42.5,5665618933,56,Back,5665618935,140,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803592987,603,1,2,77,59,5qfq6cwtrgzd2szijivns7rjl,0,85.6,67.5,2025-04-20T01:09:59.186Z,2025-04-20T03:59:18Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5665943781,140,97.2,5665617821,56,Center,5665943779,155,,5665943783,141,48.1,5665943785,212,18.0,5665943787,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593189,567,61,2,78,0,83cpn99fh7ulkwe8nezy8a3mx,1,5.0,43.5,2025-04-20T01:09:59.286Z,2025-04-20T03:59:45Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5665618953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593199,568,6,2,78,2,83cpn99fh7ulkwe8nezy8a3mx,0,10.2,39.4,2025-04-20T01:10:01.216Z,2025-04-20T02:05:40Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5665619069,73,,5665659515,233,604,5665619067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803592997,604,6,2,78,2,5qfq6cwtrgzd2szijivns7rjl,1,89.8,60.6,2025-04-20T01:10:01.216Z,2025-04-20T02:05:39Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5665617955,56,Center,5665659441,233,568,5665617957,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593201,605,1,2,78,15,5qfq6cwtrgzd2szijivns7rjl,0,99.5,0.5,2025-04-20T01:10:14.641Z,2025-04-20T01:20:56Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5665619001,2,,5665619011,140,71.5,5665619009,56,Center,5665619019,1,,5665619017,213,2.14,5665619007,224,,5665619013,141,68.1,5665619003,6,,5665619005,155,5665619015,212,54.6,,,,,,,,,,,,,,,,,,,,,,,,
2803593275,570,12,2,78,16,83cpn99fh7ulkwe8nezy8a3mx,1,8.7,65.6,2025-04-20T01:10:15.643Z,2025-04-20T01:20:30Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665660475,213,1.22,5665660473,212,20.7,5665660467,56,Back,5665660571,15,,5665660469,140,15.4,5665660471,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593271,569,5,2,78,19,83cpn99fh7ulkwe8nezy8a3mx,0,29.1,101.4,2025-04-20T01:10:18.953Z,2025-04-20T02:06:59Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5665758017,233,606,5665619419,347,,5665619417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593235,606,5,2,78,19,5qfq6cwtrgzd2szijivns7rjl,1,70.9,-1.4,2025-04-20T01:10:18.953Z,2025-04-20T01:55:14Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5665758011,233,569,5665619219,56,Right,5665619221,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593267,607,1,2,78,21,5qfq6cwtrgzd2szijivns7rjl,1,59.5,0.0,2025-04-20T01:10:20.265Z,2025-04-20T01:10:22Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5665619385,107,,5665619391,141,21.8,5665619395,213,1.49,5665619389,140,60.8,5665619387,56,Center,5665619393,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593279,608,1,2,78,23,5qfq6cwtrgzd2szijivns7rjl,1,62.0,13.7,2025-04-20T01:10:22.232Z,2025-04-20T01:10:23Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5665619459,213,5.70,5665619451,56,Right,5665619457,212,7.5,5665619453,140,68.0,5665619455,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593291,609,1,2,78,23,5qfq6cwtrgzd2szijivns7rjl,0,69.7,6.2,2025-04-20T01:10:23.104Z,2025-04-20T01:10:23Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5665619517,140,65.7,5665619521,141,15.2,5665619525,213,2.17,5665619523,212,7.4,5665619513,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593283,571,61,2,78,24,83cpn99fh7ulkwe8nezy8a3mx,1,31.9,96.3,2025-04-20T01:10:23.780Z,2025-04-20T01:22:15Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5665668309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593393,572,5,2,78,25,83cpn99fh7ulkwe8nezy8a3mx,0,35.4,101.7,2025-04-20T01:10:24.587Z,2025-04-20T02:06:59Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5665620079,56,Back,5665758021,233,610,5665620081,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593319,610,5,2,78,25,5qfq6cwtrgzd2szijivns7rjl,1,64.6,-1.7,2025-04-20T01:10:24.587Z,2025-04-20T01:21:38Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5665619639,56,Right,5665619641,347,,5665665619,233,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593365,611,1,2,78,25,5qfq6cwtrgzd2szijivns7rjl,1,60.2,0.0,2025-04-20T01:10:25.113Z,2025-04-20T01:10:29Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5665619889,140,66.5,5665619895,213,0.96,5665619893,212,11.6,5665619887,56,Right,5665619891,141,12.0,5665619885,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593389,612,1,2,78,29,5qfq6cwtrgzd2szijivns7rjl,1,69.7,10.6,2025-04-20T01:10:29.064Z,2025-04-20T01:10:30Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5665620063,140,73.0,5665620065,141,4.1,5665620069,213,5.38,5665620061,56,Right,5665620067,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593401,613,61,2,78,31,5qfq6cwtrgzd2szijivns7rjl,1,73.0,4.1,2025-04-20T01:10:30.675Z,2025-04-20T02:37:10Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5665620111,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593737,573,5,2,78,32,83cpn99fh7ulkwe8nezy8a3mx,1,27.0,101.8,2025-04-20T01:10:31.784Z,2025-04-20T02:07:00Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5665622181,56,Back,5665622183,347,,5665673743,233,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593423,614,5,2,78,32,5qfq6cwtrgzd2szijivns7rjl,0,73.0,-1.8,2025-04-20T01:10:31.784Z,2025-04-20T01:55:35Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5665620261,347,,5665620259,56,Right,5665673715,233,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593747,615,18,2,78,58,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-20T01:10:58.072Z,2025-04-20T01:10:59Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5665622225,59,33,5665622223,44,Defender,5665622307,55,616,5665622221,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593755,616,19,2,78,58,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-20T01:10:58.073Z,2025-04-20T01:45:30Z,374euncv00zs2oy6ux1u519be,J. Skinner,,,5665622277,44,Midfielder,5665735025,293,1,5665735023,292,5,5665622275,59,26,5665622279,55,615,5665622271,145,3,5665622263,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594877,619,18,2,79,0,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-20T01:10:59.496Z,2025-04-20T01:13:44Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5665628859,55,620,5665628801,44,Defender,5665628803,59,14,5665628799,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594883,620,19,2,79,0,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-20T01:10:59.497Z,2025-04-20T02:10:15Z,te1unnk7afru8djvu92vs00k,E. Mustali,,,5665628815,145,2,5665628821,293,2,5665628817,59,21,5665628823,44,Forward,5665628825,55,619,5665628819,292,9,5665628811,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594327,617,18,2,79,0,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-20T01:10:59.904Z,2025-04-20T01:13:41Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5665625675,59,17,5665625715,55,618,5665625673,44,Midfielder,5665625671,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594331,618,19,2,79,0,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-20T01:10:59.905Z,2025-04-20T02:10:21Z,e13oeez12fwnzyf2qkizwflec,N. Worth,,,5665625701,145,8,5665625697,42,,5665625703,59,18,5665735449,292,5,5665631009,293,3,5665625705,44,Midfielder,5665625707,55,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593899,574,18,2,79,14,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-04-20T01:11:13.606Z,2025-04-20T01:11:14Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5665623159,42,,5665623161,44,Defender,5665623233,55,575,5665623163,59,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593905,575,19,2,79,14,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-04-20T01:11:13.607Z,2025-04-20T01:55:44Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5665623197,59,13,5665759239,293,1,5665623201,55,574,5665623195,145,2,5665623199,44,Midfielder,5665759237,292,5,5665623191,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594093,576,1,2,79,31,83cpn99fh7ulkwe8nezy8a3mx,1,21.6,100.0,2025-04-20T01:11:30.459Z,2025-04-20T01:11:32Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5665624243,212,12.4,5665624235,107,,5665624245,213,3.96,5665624241,141,88.6,5665624239,140,13.5,5665624237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594097,577,1,2,79,32,83cpn99fh7ulkwe8nezy8a3mx,0,13.5,88.0,2025-04-20T01:11:32.196Z,2025-04-20T01:11:32Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665624273,141,80.0,5665624275,212,21.0,5665624271,140,32.8,5665624269,56,Back,5665624279,1,,5665624277,213,6.02,5665624267,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594171,578,1,2,79,36,83cpn99fh7ulkwe8nezy8a3mx,1,24.6,79.9,2025-04-20T01:11:35.794Z,2025-04-20T01:25:20Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5665624679,141,35.8,5665624683,213,4.24,5665624685,1,,5665624677,140,10.1,5665624673,56,Back,5665624681,212,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594209,579,1,2,79,39,83cpn99fh7ulkwe8nezy8a3mx,0,10.4,33.7,2025-04-20T01:11:38.628Z,2025-04-20T01:11:42Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5665624915,140,68.2,5665624913,56,Center,5665624917,141,24.7,5665624921,213,6.18,5665624923,1,,5665624919,212,61.0,5665624911,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803599267,683,1,2,79,44,5qfq6cwtrgzd2szijivns7rjl,1,33.5,65.7,2025-04-20T01:11:43.764Z,2025-04-20T02:07:08Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665654211,212,9.4,5665654209,141,75.6,5665654207,140,39.8,5665654213,213,0.79,5665654203,3,,5665654205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803599299,685,1,2,79,48,5qfq6cwtrgzd2szijivns7rjl,0,40.1,78.8,2025-04-20T01:11:48.050Z,2025-04-20T02:07:08Z,374euncv00zs2oy6ux1u519be,J. Skinner,,,5665654455,212,30.9,5665654453,141,56.1,5665654447,56,Back,5665654457,213,3.66,5665654451,140,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803599925,690,1,2,79,51,5qfq6cwtrgzd2szijivns7rjl,1,11.2,42.4,2025-04-20T01:11:51.116Z,2025-04-20T02:07:09Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5665658489,213,0.18,5665658481,56,Back,5665658487,212,18.8,5665658483,140,28.8,5665658485,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803600013,691,1,2,79,53,5qfq6cwtrgzd2szijivns7rjl,1,28.8,47.3,2025-04-20T01:11:52.419Z,2025-04-20T02:07:09Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665658907,140,27.4,5665658905,56,Back,5665658913,213,1.70,5665658911,212,11.5,5665658909,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803600209,692,1,2,79,57,5qfq6cwtrgzd2szijivns7rjl,1,30.2,61.4,2025-04-20T01:11:56.731Z,2025-04-20T02:07:10Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5665660065,212,17.4,5665660063,141,83.9,5665660069,213,1.08,5665660061,140,38.0,5665660059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803600217,693,1,2,80,3,5qfq6cwtrgzd2szijivns7rjl,0,67.8,83.8,2025-04-20T01:12:02.843Z,2025-04-20T02:07:09Z,te1unnk7afru8djvu92vs00k,E. Mustali,,,5665760135,286,,5665760119,213,5.15,5665760115,141,73.8,5665660117,56,Center,5665760113,140,70.8,5665760117,212,7.5,5665760131,233,580,5665760129,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594391,580,74,2,80,3,83cpn99fh7ulkwe8nezy8a3mx,1,33.2,9.7,2025-04-20T01:12:02.844Z,2025-04-20T01:56:10Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5665626167,285,,5665626165,56,Back,5665760137,233,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594423,581,5,2,80,4,83cpn99fh7ulkwe8nezy8a3mx,0,46.7,-1.4,2025-04-20T01:12:03.855Z,2025-04-20T02:07:00Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5665626301,56,Back,5665762283,347,,5665761483,233,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803595779,637,5,2,80,4,5qfq6cwtrgzd2szijivns7rjl,1,53.3,101.4,2025-04-20T01:12:03.855Z,2025-04-20T01:57:10Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665761451,233,581,5665634245,56,Left,5665762277,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803604089,733,1,2,80,8,5qfq6cwtrgzd2szijivns7rjl,1,63.8,100.0,2025-04-20T01:12:07.288Z,2025-04-20T02:07:10Z,374euncv00zs2oy6ux1u519be,J. Skinner,,,5665682205,141,83.9,5665762055,107,,5665682203,140,64.9,5665682207,212,12.4,5665682209,213,4.81,5665682201,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803604097,734,61,2,80,10,5qfq6cwtrgzd2szijivns7rjl,0,66.2,85.3,2025-04-20T01:12:09.864Z,2025-04-20T02:07:10Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5665682235,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594543,583,1,2,80,13,83cpn99fh7ulkwe8nezy8a3mx,1,32.6,14.7,2025-04-20T01:12:12.211Z,2025-04-20T01:12:13Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5665626939,213,1.72,5665626931,56,Back,5665626933,140,31.4,5665626935,141,27.4,5665626937,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594561,584,1,2,80,14,83cpn99fh7ulkwe8nezy8a3mx,1,31.4,27.4,2025-04-20T01:12:13.691Z,2025-04-20T01:12:14Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5665627009,56,Back,5665627011,140,22.8,5665627013,141,18.5,5665627015,212,10.9,5665627017,213,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594579,585,1,2,80,15,83cpn99fh7ulkwe8nezy8a3mx,1,22.8,18.5,2025-04-20T01:12:14.419Z,2025-04-20T01:12:16Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5665627103,213,6.23,5665627095,56,Back,5665627097,140,41.1,5665627101,212,19.2,5665627099,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594609,586,1,2,80,16,83cpn99fh7ulkwe8nezy8a3mx,1,42.0,18.8,2025-04-20T01:12:15.786Z,2025-04-20T01:12:18Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5665627281,140,53.2,5665627287,213,0.95,5665627279,56,Center,5665627283,141,43.0,5665627285,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594639,587,1,2,80,18,83cpn99fh7ulkwe8nezy8a3mx,1,54.0,42.8,2025-04-20T01:12:17.963Z,2025-04-20T01:12:21Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5665627435,213,2.36,5665627433,212,10.8,5665627427,56,Back,5665627431,141,53.9,5665627429,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594657,588,1,2,80,22,83cpn99fh7ulkwe8nezy8a3mx,1,46.7,53.9,2025-04-20T01:12:21.267Z,2025-04-20T01:12:23Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5665627543,212,23.4,5665627545,213,1.62,5665627535,56,Back,5665627539,141,88.3,5665627537,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594715,589,1,2,80,23,83cpn99fh7ulkwe8nezy8a3mx,1,45.6,88.3,2025-04-20T01:12:23.035Z,2025-04-20T01:12:29Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5665627867,141,92.6,5665627871,213,0.08,5665627869,212,35.7,5665627865,140,79.5,5665627873,1,,5665627863,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594721,590,61,2,80,29,83cpn99fh7ulkwe8nezy8a3mx,0,79.6,92.3,2025-04-20T01:12:28.963Z,2025-04-20T01:12:29Z,aj5x0l6jpxl7s8pfmhgc4060a,S. Gleadle,,,5665627903,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803605671,745,1,2,80,33,5qfq6cwtrgzd2szijivns7rjl,0,15.4,6.2,2025-04-20T01:12:32.331Z,2025-04-20T01:27:57Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5665690721,213,0.15,5665690713,56,Back,5665690715,140,27.6,5665690711,157,,5665690723,1,,5665690765,236,,5665690717,141,9.1,5665690719,212,13.0,5665690771,286,5665690767,233,591,,,,,,,,,,,,,,,,,,,,,,,,
2803594763,591,74,2,80,33,83cpn99fh7ulkwe8nezy8a3mx,1,79.7,92.3,2025-04-20T01:12:32.332Z,2025-04-20T01:27:57Z,aj5x0l6jpxl7s8pfmhgc4060a,S. Gleadle,,,5665628119,56,Left,5665628121,285,,5665690789,233,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803594813,592,1,2,80,39,83cpn99fh7ulkwe8nezy8a3mx,0,95.1,83.5,2025-04-20T01:12:38.771Z,2025-04-20T01:28:12Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5665628529,140,93.0,5665628531,141,80.2,5665691793,233,746,5665691797,286,,5665628527,56,Left,5665628533,212,3.1,5665628535,213,3.94,5665691791,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803605859,746,74,2,80,39,5qfq6cwtrgzd2szijivns7rjl,1,14.5,7.4,2025-04-20T01:12:38.772Z,2025-04-20T02:04:58Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5665691805,233,592,5665691739,56,Back,5665691741,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803605955,747,43,2,80,46,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-20T01:12:45.211Z,2025-04-20T01:28:33Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5665692257,56,Back,5665692267,1,0,5665692265,213,6.28,5665692905,144,1,5665692255,157,0,5665692263,212,28.7,5665692261,141,9.1,5665692259,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803595075,621,4,2,81,1,5qfq6cwtrgzd2szijivns7rjl,1,12.9,14.8,2025-04-20T01:13:01.159Z,2025-04-20T02:04:54Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5665629911,152,,5665629909,56,Back,5665629915,285,,5665629913,265,,5665686675,233,593,5665629907,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803595233,593,4,2,81,1,83cpn99fh7ulkwe8nezy8a3mx,0,87.1,85.2,2025-04-20T01:13:01.160Z,2025-04-20T02:43:12Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5665630825,13,,5665630835,286,,5665686689,233,621,5665630827,56,Left,5665630829,152,,5665630831,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803595247,622,1,2,81,11,5qfq6cwtrgzd2szijivns7rjl,1,14.5,12.8,2025-04-20T01:13:10.895Z,2025-04-20T01:13:17Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5665630907,56,Center,5665630915,213,0.23,5665630905,152,,5665630913,212,44.2,5665630903,157,,5665630901,5,,5665630911,141,27.4,5665630919,1,,5665630909,140,,,,,,,,,,,,,,55.5,,,,,,,,,,,,,
2803595253,623,1,2,81,17,5qfq6cwtrgzd2szijivns7rjl,0,56.9,29.8,2025-04-20T01:13:17.095Z,2025-04-20T01:13:17Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5665630941,3,,5665630949,212,6.5,5665630943,56,Center,5665630945,140,62.6,5665630951,213,5.89,5665630947,141,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803595273,594,1,2,81,18,83cpn99fh7ulkwe8nezy8a3mx,0,30.0,38.5,2025-04-20T01:13:17.900Z,2025-04-20T02:37:39Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5665631099,141,47.5,5665631097,140,53.8,5665631101,212,25.7,5665631093,3,,5665631103,213,0.24,5665631095,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803595301,624,1,2,81,20,5qfq6cwtrgzd2szijivns7rjl,1,47.5,34.2,2025-04-20T01:13:19.440Z,2025-04-20T01:17:21Z,e13oeez12fwnzyf2qkizwflec,N. Worth,,,5665631301,3,,5665631311,213,2.80,5665631309,212,16.8,5665631305,140,32.4,5665631303,56,Back,5665631307,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803595317,626,1,2,81,24,5qfq6cwtrgzd2szijivns7rjl,1,30.6,37.9,2025-04-20T01:13:23.375Z,2025-04-20T01:13:24Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665631407,141,55.1,5665631403,56,Back,5665631405,140,31.4,5665631411,213,1.50,5665631409,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803595319,627,1,2,81,25,5qfq6cwtrgzd2szijivns7rjl,0,31.4,55.1,2025-04-20T01:13:24.553Z,2025-04-20T01:13:25Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5665631429,140,63.1,5665631431,141,53.9,5665631427,56,Center,5665631437,1,,5665631433,212,33.3,5665631435,213,6.26,5665631425,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803595371,595,12,2,81,28,83cpn99fh7ulkwe8nezy8a3mx,1,26.6,29.7,2025-04-20T01:13:27.794Z,2025-04-20T01:13:30Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5665631719,212,24.1,5665631737,167,,5665631713,56,Back,5665631715,140,36.8,5665631721,213,5.17,5665631717,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
