id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value
2822252315,560,13,2,74,2,83cpn99fh7ulkwe8nezy8a3mx,1,88.1,34.0,2025-06-12T01:43:10.481Z,2025-06-12T01:43:20Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5768959697,103,8.3,5768959685,75,,5768959619,56,Center,5768959699,230,98.6,5768959659,72,,5768959661,63,,5768959695,102,40.3,5768959691,55,559,5768959687,29,,5768959615,22,,5768959689,154,5768959701,231,47.8,,,,,,,,,,,,,,,,,,,
2822252317,561,5,2,74,3,83cpn99fh7ulkwe8nezy8a3mx,0,100.8,40.8,2025-06-12T01:43:11.577Z,2025-06-12T02:53:26Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5768959629,346,,5768959775,233,622,5768959627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252335,622,5,2,74,3,daicfonrbj124lu2la2rctxck,1,-0.8,59.2,2025-06-12T01:43:11.577Z,2025-06-12T02:53:26Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5768959771,233,561,5768959755,346,,5768959753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252393,562,27,2,75,19,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-12T01:44:27.121Z,2025-06-12T02:53:15Z,,,,,5769002707,233,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252405,624,27,2,75,19,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-12T01:44:27.121Z,2025-06-12T02:53:15Z,,,,,5768960105,41,Injury,5769002711,233,562,5768960107,53,couplbg5c1wzrb14ycd8f7h0p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252395,563,28,2,75,20,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-12T01:44:28.976Z,2025-06-12T02:53:16Z,,,,,5769002723,233,625,5768960041,55,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252463,625,28,2,75,20,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-12T01:44:28.976Z,2025-06-12T02:53:16Z,,,,,5769002735,233,563,5768960351,55,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252491,626,1,2,76,8,daicfonrbj124lu2la2rctxck,0,4.8,46.3,2025-06-12T01:45:17.065Z,2025-06-12T01:45:22Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5768960499,1,,5768960503,74,,5768960497,213,6.13,5768960493,141,35.0,5768960489,56,Center,5768960487,124,,5768960495,212,49.2,5768960491,140,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252489,564,44,2,76,12,83cpn99fh7ulkwe8nezy8a3mx,1,43.7,67.8,2025-06-12T01:45:20.959Z,2025-06-12T02:31:39Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5768960523,233,627,5768960477,285,,5768960475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252493,627,44,2,76,12,daicfonrbj124lu2la2rctxck,0,56.3,32.2,2025-06-12T01:45:20.960Z,2025-06-12T02:31:39Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5768960505,56,Center,5768960507,286,,5768960531,233,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252495,565,1,2,76,13,83cpn99fh7ulkwe8nezy8a3mx,1,35.2,72.4,2025-06-12T01:45:21.303Z,2025-06-12T01:45:22Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5768960509,3,,5768960513,140,40.8,5768960511,56,Back,5768960515,141,58.8,5768960519,213,5.28,5768960517,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252507,566,1,2,76,14,83cpn99fh7ulkwe8nezy8a3mx,1,40.8,58.8,2025-06-12T01:45:22.463Z,2025-06-12T01:45:26Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5768960553,140,62.9,5768960551,56,Center,5768960555,141,56.4,5768960549,3,,5768960559,213,6.21,5768960557,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252509,567,61,2,76,18,83cpn99fh7ulkwe8nezy8a3mx,0,63.0,56.3,2025-06-12T01:45:26.567Z,2025-06-12T01:45:27Z,aj5x0l6jpxl7s8pfmhgc4060a,S. Gleadle,,,5768960567,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252511,628,1,2,76,18,daicfonrbj124lu2la2rctxck,1,25.8,47.2,2025-06-12T01:45:27.033Z,2025-06-12T01:45:29Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5768960581,213,2.94,5768960579,212,17.6,5768960573,56,Back,5768960575,140,9.4,5768960577,141,52.4,5768960571,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252523,630,1,2,76,23,daicfonrbj124lu2la2rctxck,1,13.4,51.3,2025-06-12T01:45:31.498Z,2025-06-12T01:45:34Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5768960641,141,38.8,5768960645,213,5.25,5768960643,212,9.9,5768960635,123,,5768960639,140,18.2,5768960637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252535,631,1,2,76,26,daicfonrbj124lu2la2rctxck,1,18.2,38.8,2025-06-12T01:45:34.361Z,2025-06-12T01:45:37Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768960677,141,6.5,5768960675,140,32.2,5768960673,56,Back,5768960679,212,26.4,5768960681,213,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252537,632,1,2,76,29,daicfonrbj124lu2la2rctxck,1,31.9,6.8,2025-06-12T01:45:37.721Z,2025-06-12T01:45:41Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5768960703,1,,5768960695,140,23.5,5768960693,56,Back,5768960701,213,1.84,5768960697,141,54.3,5768960699,212,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252543,633,1,2,76,33,daicfonrbj124lu2la2rctxck,1,24.2,54.6,2025-06-12T01:45:41.096Z,2025-06-12T01:45:43Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768960739,141,77.1,5768960737,140,32.4,5768960741,212,17.6,5768960735,56,Back,5768960743,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252545,634,1,2,76,35,daicfonrbj124lu2la2rctxck,1,32.4,77.1,2025-06-12T01:45:43.633Z,2025-06-12T01:45:49Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5768960787,213,0.89,5768960779,56,Back,5768960781,140,43.0,5768960785,212,17.6,5768960783,141,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252551,635,1,2,76,41,daicfonrbj124lu2la2rctxck,1,42.2,86.4,2025-06-12T01:45:49.769Z,2025-06-12T01:45:52Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5768960819,141,63.6,5768960817,140,30.3,5768960823,213,4.03,5768960815,56,Back,5768960821,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252557,636,1,2,76,44,daicfonrbj124lu2la2rctxck,1,31.9,68.7,2025-06-12T01:45:52.081Z,2025-06-12T01:45:56Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768960863,213,1.02,5768960855,56,Back,5768960861,212,13.4,5768960857,140,38.6,5768960859,141,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252561,637,1,2,76,48,daicfonrbj124lu2la2rctxck,1,38.6,85.5,2025-06-12T01:45:56.305Z,2025-06-12T01:45:58Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5768960883,141,89.4,5768960881,140,57.6,5768960885,212,20.1,5768960887,213,0.13,5768960879,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252571,638,1,2,76,50,daicfonrbj124lu2la2rctxck,1,57.6,89.4,2025-06-12T01:45:58.504Z,2025-06-12T01:45:59Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5768960933,140,50.1,5768960931,56,Center,5768960935,141,75.5,5768960939,213,4.02,5768960937,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252575,639,1,2,76,51,daicfonrbj124lu2la2rctxck,1,50.1,75.5,2025-06-12T01:45:59.858Z,2025-06-12T01:46:02Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768960947,56,Back,5768960953,212,13.4,5768960949,140,38.7,5768960951,141,84.2,5768960955,213,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252585,640,1,2,76,54,daicfonrbj124lu2la2rctxck,1,38.7,84.2,2025-06-12T01:46:02.362Z,2025-06-12T01:46:05Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5768960995,56,Back,5768960999,141,60.2,5768961001,212,16.3,5768960997,140,38.6,5768961003,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252587,641,1,2,76,57,daicfonrbj124lu2la2rctxck,0,39.9,53.9,2025-06-12T01:46:05.649Z,2025-06-12T01:46:10Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768961019,1,,5768961017,213,5.92,5768961009,56,Right,5768961013,141,18.1,5768961015,212,68.1,5768961011,140,100.0,5768961007,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252625,568,5,2,77,2,83cpn99fh7ulkwe8nezy8a3mx,1,-0.7,78.5,2025-06-12T01:46:10.360Z,2025-06-12T02:53:26Z,aj5x0l6jpxl7s8pfmhgc4060a,S. Gleadle,,,5768961241,56,Back,5768961321,233,642,5768961243,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252641,642,5,2,77,2,daicfonrbj124lu2la2rctxck,0,100.7,21.5,2025-06-12T01:46:10.360Z,2025-06-12T02:53:27Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768961319,346,,5768961317,56,Center,5768961325,233,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252639,569,1,2,77,28,83cpn99fh7ulkwe8nezy8a3mx,0,5.0,58.7,2025-06-12T01:46:36.262Z,2025-06-12T01:46:41Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5768961275,124,,5768961283,212,69.2,5768961281,141,91.1,5768961285,213,0.32,5768961277,56,Left,5768961289,74,,5768961287,1,,5768961279,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252643,643,1,2,77,34,daicfonrbj124lu2la2rctxck,1,24.4,12.4,2025-06-12T01:46:42.826Z,2025-06-12T01:46:44Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768961339,212,14.8,5768961337,141,29.8,5768961333,56,Back,5768961341,213,0.92,5768961335,140,32.9,5768961331,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252645,644,1,2,77,36,daicfonrbj124lu2la2rctxck,0,32.9,29.8,2025-06-12T01:46:44.155Z,2025-06-12T01:46:46Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768961359,140,70.1,5768961367,1,,5768961357,56,Center,5768961361,141,23.3,5768961365,213,6.17,5768961355,157,,5768961363,212,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252647,570,12,2,77,38,83cpn99fh7ulkwe8nezy8a3mx,1,27.8,77.5,2025-06-12T01:46:46.526Z,2025-06-12T01:46:48Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5768961377,213,0.60,5768961379,15,,5768961375,212,6.6,5768961371,140,33.0,5768961369,56,Back,5768961373,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252649,645,1,2,77,41,daicfonrbj124lu2la2rctxck,0,59.5,21.8,2025-06-12T01:46:49.417Z,2025-06-12T01:46:49Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5768961381,56,Center,5768961387,212,8.7,5768961385,141,29.0,5768961389,213,0.60,5768961383,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252651,571,1,2,77,43,83cpn99fh7ulkwe8nezy8a3mx,1,27.5,71.7,2025-06-12T01:46:51.192Z,2025-06-12T01:46:52Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5768961409,213,1.65,5768961407,212,4.0,5768961403,140,27.2,5768961399,3,,5768961405,141,77.5,5768961401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252653,572,1,2,77,43,83cpn99fh7ulkwe8nezy8a3mx,1,27.2,77.5,2025-06-12T01:46:51.945Z,2025-06-12T01:46:52Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5768961413,56,Back,5768961421,213,1.61,5768961415,140,27.0,5768961419,212,5.0,5768961417,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252661,573,2,2,77,44,83cpn99fh7ulkwe8nezy8a3mx,1,27.0,84.8,2025-06-12T01:46:52.865Z,2025-06-12T01:46:59Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5768961473,1,,5768961453,141,82.4,5768961451,140,77.4,5768961475,56,Left,5768961471,7,aj5x0l6jpxl7s8pfmhgc4060a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252667,646,55,2,77,44,daicfonrbj124lu2la2rctxck,1,23.4,13.4,2025-06-12T01:46:52.866Z,2025-06-12T02:30:01Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5768961517,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252685,647,1,2,78,5,daicfonrbj124lu2la2rctxck,1,19.5,19.9,2025-06-12T01:47:13.713Z,2025-06-12T01:47:15Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768961631,189,,5768961619,56,Back,5768961627,213,1.42,5768961617,241,,5768961623,141,45.8,5768961625,212,17.8,5768961621,140,22.0,5768961615,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252689,648,1,2,78,7,daicfonrbj124lu2la2rctxck,1,22.0,45.8,2025-06-12T01:47:15.929Z,2025-06-12T01:47:16Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5768961645,56,Back,5768961647,140,28.0,5768961653,213,0.33,5768961649,141,49.0,5768961651,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252691,649,1,2,78,8,daicfonrbj124lu2la2rctxck,1,28.0,49.0,2025-06-12T01:47:16.745Z,2025-06-12T01:47:17Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768961665,213,4.41,5768961661,141,24.7,5768961663,212,17.3,5768961659,140,23.1,5768961657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252695,650,1,2,78,9,daicfonrbj124lu2la2rctxck,1,23.1,24.7,2025-06-12T01:47:17.329Z,2025-06-12T01:47:20Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768961683,140,29.1,5768961689,213,0.54,5768961681,56,Back,5768961687,212,7.3,5768961685,141,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252697,651,1,2,78,12,daicfonrbj124lu2la2rctxck,0,32.7,29.6,2025-06-12T01:47:20.121Z,2025-06-12T01:47:22Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768961699,141,11.8,5768961697,140,80.9,5768961701,212,52.0,5768961705,1,,5768961693,155,,5768961703,213,6.05,5768961695,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252701,652,83,2,78,16,daicfonrbj124lu2la2rctxck,0,80.6,10.7,2025-06-12T01:47:24.307Z,2025-06-12T01:47:29Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5768961771,399,42hi96pvzz8f69ixlcncn0549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252705,575,1,2,78,18,83cpn99fh7ulkwe8nezy8a3mx,1,24.9,89.0,2025-06-12T01:47:26.921Z,2025-06-12T01:47:27Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5768961725,140,19.3,5768961727,141,79.1,5768961723,56,Back,5768961729,212,8.9,5768961731,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252707,576,1,2,78,19,83cpn99fh7ulkwe8nezy8a3mx,1,19.3,79.1,2025-06-12T01:47:27.597Z,2025-06-12T01:47:28Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5768961741,212,3.2,5768961743,213,0.26,5768961735,56,Back,5768961739,141,80.3,5768961737,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252711,577,1,2,78,20,83cpn99fh7ulkwe8nezy8a3mx,1,22.2,80.3,2025-06-12T01:47:28.237Z,2025-06-12T01:47:29Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5768961763,141,56.1,5768961761,140,17.5,5768961765,212,17.2,5768961759,56,Back,5768961767,213,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252715,578,1,2,78,22,83cpn99fh7ulkwe8nezy8a3mx,0,11.1,66.2,2025-06-12T01:47:30.078Z,2025-06-12T01:47:32Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5768961797,1,,5768961785,155,,5768961795,213,6.07,5768961791,141,49.8,5768961787,56,Center,5768961789,140,60.0,5768961793,212,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252717,653,1,2,78,26,daicfonrbj124lu2la2rctxck,0,44.1,51.9,2025-06-12T01:47:34.113Z,2025-06-12T01:47:34Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5768961809,213,5.96,5768961807,212,12.2,5768961799,3,,5768961803,140,55.1,5768961801,56,Center,5768961805,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252727,579,3,2,78,28,83cpn99fh7ulkwe8nezy8a3mx,0,42.0,49.9,2025-06-12T01:47:37.037Z,2025-06-12T02:31:48Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5768962283,233,654,5768961843,56,Back,5768961845,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252731,654,7,2,78,28,daicfonrbj124lu2la2rctxck,0,58.0,50.1,2025-06-12T01:47:37.038Z,2025-06-12T02:31:47Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768962273,56,Center,5768962275,285,,5768962277,233,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252733,580,1,2,78,31,83cpn99fh7ulkwe8nezy8a3mx,0,42.9,40.0,2025-06-12T01:47:39.726Z,2025-06-12T01:47:41Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5768961855,56,Center,5768961863,213,6.00,5768961861,212,33.1,5768961865,1,,5768961857,140,73.1,5768961859,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252735,655,1,2,78,37,daicfonrbj124lu2la2rctxck,0,8.7,65.3,2025-06-12T01:47:45.842Z,2025-06-12T01:47:46Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5768961881,212,46.3,5768961885,1,,5768961873,157,,5768961875,56,Center,5768961883,213,6.06,5768961879,141,50.1,5768961877,140,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252737,581,8,2,78,41,83cpn99fh7ulkwe8nezy8a3mx,1,51.5,44.0,2025-06-12T01:47:49.496Z,2025-06-12T01:50:54Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5768961889,15,,5768961887,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252739,582,1,2,78,44,83cpn99fh7ulkwe8nezy8a3mx,1,60.8,31.8,2025-06-12T01:47:52.933Z,2025-06-12T01:47:53Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5768961899,213,3.08,5768961897,212,3.5,5768961893,140,57.5,5768961895,141,32.1,5768961891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252741,583,1,2,78,45,83cpn99fh7ulkwe8nezy8a3mx,1,57.5,32.1,2025-06-12T01:47:53.680Z,2025-06-12T01:47:56Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5768961903,56,Right,5768961905,140,70.5,5768961909,212,18.7,5768961911,213,5.53,5768961907,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252743,584,1,2,78,48,83cpn99fh7ulkwe8nezy8a3mx,0,70.8,13.7,2025-06-12T01:47:56.220Z,2025-06-12T01:53:50Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5768961923,141,31.1,5768961925,212,23.7,5768961915,2,,5768961921,140,90.4,5768961919,56,Center,5768961917,155,,5768961927,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252745,656,12,2,78,51,daicfonrbj124lu2la2rctxck,1,8.3,57.3,2025-06-12T01:47:59.754Z,2025-06-12T02:16:15Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768961941,15,,5768961933,140,18.9,5768961935,141,7.0,5768961931,56,Back,5768961939,213,5.03,5768961937,212,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252757,658,1,2,78,59,daicfonrbj124lu2la2rctxck,0,23.6,22.1,2025-06-12T01:48:07.089Z,2025-06-12T01:48:07Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5768961993,56,Back,5768961999,212,15.0,5768961995,140,35.7,5768961997,141,10.3,5768962001,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252761,586,1,2,79,1,83cpn99fh7ulkwe8nezy8a3mx,1,59.7,93.1,2025-06-12T01:48:09.453Z,2025-06-12T01:48:11Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5768962013,212,17.0,5768962009,140,68.7,5768962007,56,Center,5768962015,213,5.30,5768962011,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252765,587,1,2,79,3,83cpn99fh7ulkwe8nezy8a3mx,1,68.3,61.7,2025-06-12T01:48:11.821Z,2025-06-12T01:48:15Z,aj5x0l6jpxl7s8pfmhgc4060a,S. Gleadle,,,5768962035,56,Center,5768962043,213,1.67,5768962041,212,9.9,5768962037,140,67.4,5768962039,141,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252769,588,1,2,79,7,83cpn99fh7ulkwe8nezy8a3mx,1,66.9,75.9,2025-06-12T01:48:15.662Z,2025-06-12T01:48:18Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5768962059,56,Center,5768962067,213,5.96,5768962063,141,71.7,5768962065,212,9.0,5768962061,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252777,589,1,2,79,9,83cpn99fh7ulkwe8nezy8a3mx,1,75.0,72.0,2025-06-12T01:48:17.917Z,2025-06-12T01:48:21Z,aj5x0l6jpxl7s8pfmhgc4060a,S. Gleadle,,,5768962109,212,13.7,5768962111,213,2.73,5768962107,141,80.1,5768962103,56,Left,5768962105,140,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252783,590,1,2,79,13,83cpn99fh7ulkwe8nezy8a3mx,1,63.5,80.4,2025-06-12T01:48:21.429Z,2025-06-12T01:48:24Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5768962149,213,4.48,5768962151,1,,5768962147,212,34.0,5768962139,155,,5768962143,140,56.2,5768962145,141,31.7,5768962141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252785,591,1,2,79,16,83cpn99fh7ulkwe8nezy8a3mx,1,56.5,31.7,2025-06-12T01:48:24.862Z,2025-06-12T01:48:29Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5768962163,212,12.8,5768962161,141,17.3,5768962165,213,5.41,5768962157,56,Right,5768962159,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252791,592,1,2,79,20,83cpn99fh7ulkwe8nezy8a3mx,1,63.6,17.5,2025-06-12T01:48:28.932Z,2025-06-12T01:48:33Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5768962207,140,41.3,5768962211,212,26.1,5768962209,141,34.4,5768962213,213,2.69,5768962205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252799,593,1,2,79,24,83cpn99fh7ulkwe8nezy8a3mx,1,48.4,31.1,2025-06-12T01:48:32.908Z,2025-06-12T01:48:38Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5768962293,212,23.5,5768962289,140,67.1,5768962287,56,Right,5768962291,141,12.2,5768962297,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822252805,594,2,2,79,29,83cpn99fh7ulkwe8nezy8a3mx,1,73.3,10.7,2025-06-12T01:48:37.924Z,2025-06-12T01:54:46Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5768962463,56,Center,5768962323,141,45.7,5768962461,7,aj5x0l6jpxl7s8pfmhgc4060a,5768962321,140,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
