id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2813153999,613,1,2,66,42,83cpn99fh7ulkwe8nezy8a3mx,1,54.7,71.8,2025-05-11T01:01:20.187Z,2025-05-11T01:01:24Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718382945,212,22.4,5718382947,213,4.05,5718382943,141,45.8,5718382941,140,41.6,5718382939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154039,614,1,2,66,46,83cpn99fh7ulkwe8nezy8a3mx,0,41.6,45.8,2025-05-11T01:01:24.172Z,2025-05-11T01:01:28Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,5718383175,140,100.0,5718383177,141,25.5,5718383171,155,,5718383173,56,Center,5718383183,1,,5718383181,213,6.07,5718383179,212,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154155,607,5,2,66,49,224tl8u2smnbyliroayk69nt0,1,-1.0,79.1,2025-05-11T01:01:27.826Z,2025-05-11T02:05:12Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5718383849,56,Back,5718383887,233,615,5718383851,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154079,615,5,2,66,49,83cpn99fh7ulkwe8nezy8a3mx,0,101.0,20.9,2025-05-11T01:01:27.826Z,2025-05-11T02:05:12Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,5718383899,233,607,5718383421,56,Right,5718383423,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154171,608,1,2,67,0,224tl8u2smnbyliroayk69nt0,1,3.4,56.1,2025-05-11T01:01:38.472Z,2025-05-11T01:01:40Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5718383937,141,29.5,5718383931,124,,5718383933,56,Back,5718383941,213,5.16,5718383935,140,11.6,5718383939,212,20.0,5718383949,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154181,609,1,2,67,2,224tl8u2smnbyliroayk69nt0,1,11.8,29.1,2025-05-11T01:01:40.232Z,2025-05-11T01:01:41Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5718384043,212,25.6,5718384041,141,6.5,5718384045,213,5.64,5718384037,56,Back,5718384039,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154191,610,1,2,67,3,224tl8u2smnbyliroayk69nt0,0,31.5,6.7,2025-05-11T01:01:41.594Z,2025-05-11T01:45:37Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5718384111,1,,5718384109,213,0.25,5718384101,141,23.6,5718384105,212,47.0,5718384095,140,74.9,5718384091,56,Center,5718384087,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154211,616,61,2,67,6,83cpn99fh7ulkwe8nezy8a3mx,0,24.3,83.0,2025-05-11T01:01:44.539Z,2025-05-11T01:01:44Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718384179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154239,611,3,2,67,11,224tl8u2smnbyliroayk69nt0,0,79.2,19.2,2025-05-11T01:01:49.050Z,2025-05-11T01:35:59Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,5718384381,286,,5718384377,56,Right,5718384523,233,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154259,617,7,2,67,11,83cpn99fh7ulkwe8nezy8a3mx,0,20.8,80.8,2025-05-11T01:01:49.051Z,2025-05-11T01:01:53Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718384485,56,Back,5718384487,285,,5718384493,233,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154289,612,1,2,67,13,224tl8u2smnbyliroayk69nt0,1,62.3,45.2,2025-05-11T01:01:51.560Z,2025-05-11T01:01:54Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5718384667,213,1.91,5718384661,140,55.8,5718384663,141,73.6,5718384665,212,20.5,5718384659,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154337,613,1,2,67,16,224tl8u2smnbyliroayk69nt0,1,55.8,73.3,2025-05-11T01:01:54.464Z,2025-05-11T01:01:59Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5718384945,141,89.4,5718384947,212,14.1,5718384943,140,64.3,5718384941,56,Left,5718384949,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154343,614,1,2,67,21,224tl8u2smnbyliroayk69nt0,0,72.7,91.2,2025-05-11T01:01:59.513Z,2025-05-11T01:02:00Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5718384967,140,63.4,5718384965,56,Left,5718384969,141,87.2,5718384973,213,3.41,5718384971,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154371,618,8,2,67,24,83cpn99fh7ulkwe8nezy8a3mx,1,36.6,21.5,2025-05-11T01:02:01.923Z,2025-05-11T01:02:02Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,5718385099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154387,619,3,2,67,25,83cpn99fh7ulkwe8nezy8a3mx,0,41.3,13.4,2025-05-11T01:02:03.323Z,2025-05-11T02:03:17Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,5718385179,56,Back,5718385181,286,,5718385493,233,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154427,615,7,2,67,25,224tl8u2smnbyliroayk69nt0,1,58.7,86.6,2025-05-11T01:02:03.324Z,2025-05-11T02:03:17Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5718385469,233,619,5718385425,285,,5718385423,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154449,616,1,2,67,29,224tl8u2smnbyliroayk69nt0,1,85.4,81.1,2025-05-11T01:02:07.465Z,2025-05-11T01:02:09Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5718385575,56,Center,5718385577,140,73.0,5718385583,213,3.75,5718385581,212,15.8,5718385579,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154479,617,1,2,67,31,224tl8u2smnbyliroayk69nt0,1,71.6,62.3,2025-05-11T01:02:09.752Z,2025-05-11T01:02:12Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5718385741,141,41.8,5718385743,212,17.0,5718385737,56,Center,5718385745,213,5.32,5718385739,140,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154529,618,1,2,67,34,224tl8u2smnbyliroayk69nt0,1,80.5,41.8,2025-05-11T01:02:12.321Z,2025-05-11T01:02:16Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,5718386007,56,Center,5718386015,213,4.27,5718386011,141,30.4,5718386013,212,8.6,5718386009,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154543,619,1,2,67,38,224tl8u2smnbyliroayk69nt0,1,77.2,25.2,2025-05-11T01:02:16.417Z,2025-05-11T01:02:17Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5718386081,213,5.53,5718386079,212,16.1,5718386075,140,88.4,5718386073,56,Right,5718386077,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154569,620,1,2,67,39,224tl8u2smnbyliroayk69nt0,1,88.4,9.1,2025-05-11T01:02:17.496Z,2025-05-11T01:02:20Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5718386259,140,76.2,5718386265,213,2.55,5718386261,141,21.8,5718386263,212,15.4,5718386257,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154661,621,1,2,67,42,224tl8u2smnbyliroayk69nt0,1,75.5,24.3,2025-05-11T01:02:20.073Z,2025-05-11T01:02:29Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5718386831,155,,5718386837,141,93.2,5718386833,56,Left,5718386843,1,,5718386847,345,,5718386841,213,1.24,5718386835,140,91.0,5718386829,2,,5718386839,212,,,,,,,,,,,49.6,,,,,,,,,,,,,,
2813154719,622,1,2,67,55,224tl8u2smnbyliroayk69nt0,0,94.9,88.4,2025-05-11T01:02:33.153Z,2025-05-11T01:02:34Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5718387201,56,Left,5718387207,212,13.8,5718387203,140,84.4,5718387205,141,100.0,5718387211,1,,5718387209,213,2.49,5718387199,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154879,620,5,2,67,56,83cpn99fh7ulkwe8nezy8a3mx,1,15.6,-1.2,2025-05-11T01:02:33.878Z,2025-05-11T02:05:12Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,5718388129,56,Back,5718388165,233,623,5718388131,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154723,623,5,2,67,56,224tl8u2smnbyliroayk69nt0,0,84.4,101.2,2025-05-11T01:02:33.878Z,2025-05-11T02:05:13Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5718388185,233,620,5718387223,347,,5718387221,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154901,621,1,2,68,10,83cpn99fh7ulkwe8nezy8a3mx,1,18.7,0.0,2025-05-11T01:02:48.555Z,2025-05-11T01:02:50Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,5718388269,213,1.94,5718388263,140,14.4,5718388267,212,12.6,5718388261,56,Back,5718388265,141,16.2,5718388259,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154937,622,1,2,68,12,83cpn99fh7ulkwe8nezy8a3mx,0,14.4,16.2,2025-05-11T01:02:50.371Z,2025-05-11T01:02:53Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718388499,1,,5718388489,56,Back,5718388487,157,,5718388497,213,5.78,5718388493,141,0.0,5718388491,140,35.1,5718388495,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154943,623,5,2,68,15,83cpn99fh7ulkwe8nezy8a3mx,0,35.6,-1.8,2025-05-11T01:02:53.296Z,2025-05-11T02:05:14Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718388513,56,Back,5718388515,347,,5718388831,233,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154991,624,5,2,68,15,224tl8u2smnbyliroayk69nt0,1,64.4,101.8,2025-05-11T01:02:53.296Z,2025-05-11T02:05:13Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5718388795,347,,5718388793,56,Left,5718388827,233,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155011,625,1,2,68,19,224tl8u2smnbyliroayk69nt0,0,63.1,100.0,2025-05-11T01:02:57.728Z,2025-05-11T01:02:59Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5718388915,1,,5718388911,212,27.6,5718388913,213,5.50,5718388909,141,73.2,5718388905,56,Center,5718388907,140,81.7,5718388903,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155091,625,1,2,68,24,83cpn99fh7ulkwe8nezy8a3mx,1,21.6,33.3,2025-05-11T01:03:02.131Z,2025-05-11T02:06:56Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718389347,157,,5718389355,212,30.5,5718389357,213,5.94,5718389351,140,49.0,5718389353,141,18.3,5718389349,56,Back,5718389359,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155099,626,44,2,68,24,83cpn99fh7ulkwe8nezy8a3mx,1,39.2,16.0,2025-05-11T01:03:02.792Z,2025-05-11T02:03:45Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,5718389435,233,626,5718389405,285,,5718389403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155045,626,44,2,68,24,224tl8u2smnbyliroayk69nt0,0,60.8,84.0,2025-05-11T01:03:02.793Z,2025-05-11T01:03:48Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5718389111,286,,5718389109,56,Left,5718389469,233,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155171,627,1,2,68,24,83cpn99fh7ulkwe8nezy8a3mx,1,49.0,18.3,2025-05-11T01:03:02.851Z,2025-05-11T02:07:06Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,5718389765,3,,5718389767,56,Back,5718389775,213,3.56,5718389769,140,33.2,5718389773,212,18.2,5718389771,141,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155119,627,43,2,68,26,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-11T01:03:04.570Z,2025-05-11T01:03:14Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5718389947,144,44,5718389517,286,0,5718389513,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155181,628,4,2,68,30,83cpn99fh7ulkwe8nezy8a3mx,1,33.0,10.8,2025-05-11T01:03:08.152Z,2025-05-11T01:45:16Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,5718389911,233,628,5718389883,13,,5718389887,152,,5718389885,56,Back,5718390019,285,,5718562789,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155127,628,4,2,68,30,224tl8u2smnbyliroayk69nt0,0,67.0,89.2,2025-05-11T01:03:08.153Z,2025-05-11T01:03:18Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5718389981,233,628,5718389819,294,,5718389817,13,,5718389823,152,,5718389821,56,Left,5718390081,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155631,629,1,2,69,14,83cpn99fh7ulkwe8nezy8a3mx,1,31.0,4.6,2025-05-11T01:03:52.482Z,2025-05-11T01:03:54Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718392681,212,24.4,5718392683,213,0.15,5718392679,141,9.8,5718392673,152,,5718392677,140,54.0,5718392671,5,,5718392675,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155669,630,1,2,69,16,83cpn99fh7ulkwe8nezy8a3mx,1,54.0,9.8,2025-05-11T01:03:54.211Z,2025-05-11T01:03:57Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,5718392919,141,7.3,5718392917,140,31.6,5718392915,56,Back,5718392923,213,3.21,5718392921,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155683,631,1,2,69,19,83cpn99fh7ulkwe8nezy8a3mx,0,36.1,7.4,2025-05-11T01:03:57.395Z,2025-05-11T01:03:58Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718393013,155,,5718393017,140,62.3,5718393015,56,Right,5718393019,141,20.9,5718393021,212,29.0,5718393023,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155693,629,1,2,69,20,224tl8u2smnbyliroayk69nt0,0,25.0,73.8,2025-05-11T01:03:58.401Z,2025-05-11T01:03:59Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5718393067,3,,5718393075,212,29.3,5718393077,213,6.18,5718393073,141,69.3,5718393069,56,Center,5718393071,140,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155723,630,4,2,69,24,224tl8u2smnbyliroayk69nt0,1,40.6,66.0,2025-05-11T01:04:01.874Z,2025-05-11T02:54:46Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5718393601,265,,5718393607,286,,5718393593,56,Back,5718393597,152,,5718562611,233,632,5718723921,189,,5718393589,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155781,632,4,2,69,24,83cpn99fh7ulkwe8nezy8a3mx,0,59.4,34.0,2025-05-11T01:04:01.875Z,2025-05-11T02:54:48Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,5718393799,56,Center,5718393803,152,,5718393807,265,,5718393809,285,,5718562631,233,630,5718393797,13,,5718723979,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155977,631,1,2,69,48,224tl8u2smnbyliroayk69nt0,1,39.2,73.8,2025-05-11T01:04:26.769Z,2025-05-11T01:04:29Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5718394965,5,,5718394967,152,,5718394975,212,23.9,5718394971,140,61.1,5718394977,213,0.27,5718394973,141,83.2,5718394969,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155987,632,1,2,69,51,224tl8u2smnbyliroayk69nt0,1,58.9,74.8,2025-05-11T01:04:29.225Z,2025-05-11T01:04:31Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5718395051,213,3.79,5718395047,141,63.6,5718395043,56,Back,5718395045,140,49.4,5718395049,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155997,633,1,2,69,53,224tl8u2smnbyliroayk69nt0,0,48.7,62.0,2025-05-11T01:04:31.136Z,2025-05-11T01:04:32Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5718395099,212,6.7,5718395097,141,53.4,5718395093,56,Back,5718395095,140,45.6,5718395101,213,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156029,634,1,2,69,55,224tl8u2smnbyliroayk69nt0,0,49.5,43.9,2025-05-11T01:04:33.786Z,2025-05-11T01:04:36Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5718395339,213,5.56,5718395329,157,,5718395335,141,33.6,5718395341,1,,5718395331,56,Center,5718395333,140,57.1,5718395337,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156041,633,8,2,69,56,83cpn99fh7ulkwe8nezy8a3mx,1,48.0,36.4,2025-05-11T01:04:34.067Z,2025-05-11T02:06:28Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,5718395389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813157527,654,44,2,69,57,83cpn99fh7ulkwe8nezy8a3mx,1,43.4,67.2,2025-05-11T01:04:35.297Z,2025-05-11T02:03:45Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,5718404769,233,635,5718404755,285,,5718404753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156037,635,44,2,69,57,224tl8u2smnbyliroayk69nt0,0,56.6,32.8,2025-05-11T01:04:35.298Z,2025-05-11T01:06:42Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5718404805,233,654,5718395369,56,Center,5718395371,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160831,683,1,2,69,58,83cpn99fh7ulkwe8nezy8a3mx,1,47.9,66.9,2025-05-11T01:04:36.258Z,2025-05-11T02:08:47Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,5718425031,213,3.61,5718425021,56,Back,5718425027,212,12.9,5718425023,140,37.0,5718425025,141,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156115,634,1,2,70,2,83cpn99fh7ulkwe8nezy8a3mx,1,45.4,51.2,2025-05-11T01:04:40.387Z,2025-05-11T01:04:42Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,5718395797,56,Back,5718395799,140,42.6,5718395801,141,27.4,5718395803,212,16.4,5718395805,213,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156133,635,1,2,70,4,83cpn99fh7ulkwe8nezy8a3mx,1,42.6,27.4,2025-05-11T01:04:42.515Z,2025-05-11T01:04:44Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,5718395937,140,54.2,5718395943,213,5.90,5718395935,56,Right,5718395941,212,13.2,5718395939,141,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156139,636,3,2,70,6,83cpn99fh7ulkwe8nezy8a3mx,0,58.4,22.1,2025-05-11T01:04:44.074Z,2025-05-11T02:03:18Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,5718395959,286,,5718396159,233,636,5718395957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156163,636,7,2,70,6,224tl8u2smnbyliroayk69nt0,1,41.6,77.9,2025-05-11T01:04:44.075Z,2025-05-11T02:03:18Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5718396099,56,Back,5718396101,285,,5718396133,233,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156183,638,1,2,70,9,224tl8u2smnbyliroayk69nt0,1,28.7,66.1,2025-05-11T01:04:46.905Z,2025-05-11T01:04:49Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5718396245,140,32.5,5718396243,56,Back,5718396247,141,55.4,5718396251,213,5.21,5718396249,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156191,639,1,2,70,11,224tl8u2smnbyliroayk69nt0,0,32.5,55.4,2025-05-11T01:04:48.889Z,2025-05-11T03:00:06Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5718396289,141,52.5,5718396285,56,Back,5718396291,212,5.4,5718396293,213,5.91,5718396287,140,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156231,637,1,2,70,13,83cpn99fh7ulkwe8nezy8a3mx,1,56.4,35.5,2025-05-11T01:04:50.946Z,2025-05-11T01:04:53Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,5718396525,141,25.9,5718396527,212,6.5,5718396523,140,56.2,5718396521,56,Center,5718396529,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156283,638,1,2,70,15,83cpn99fh7ulkwe8nezy8a3mx,1,57.1,34.2,2025-05-11T01:04:53.459Z,2025-05-11T01:04:58Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,5718396865,212,29.3,5718396863,141,75.6,5718396867,213,1.29,5718396861,140,64.9,5718396859,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156317,639,1,2,70,22,83cpn99fh7ulkwe8nezy8a3mx,1,70.3,87.7,2025-05-11T01:05:00.187Z,2025-05-11T01:05:01Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,5718397067,213,3.98,5718397061,140,61.4,5718397063,141,72.3,5718397065,212,14.0,5718397057,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156341,640,1,2,70,23,83cpn99fh7ulkwe8nezy8a3mx,1,61.4,72.3,2025-05-11T01:05:01.522Z,2025-05-11T01:05:03Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718397255,140,67.4,5718397257,141,84.1,5718397253,56,Left,5718397259,212,10.2,5718397261,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156375,641,1,2,70,25,83cpn99fh7ulkwe8nezy8a3mx,1,67.4,84.1,2025-05-11T01:05:03.291Z,2025-05-11T01:05:06Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,5718397493,213,0.06,5718397485,141,85.4,5718397479,140,80.7,5718397473,56,Left,5718397489,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156417,642,1,2,70,28,83cpn99fh7ulkwe8nezy8a3mx,0,82.3,87.7,2025-05-11T01:05:06.194Z,2025-05-11T01:05:09Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,5718397737,1,,5718397733,212,32.7,5718397735,213,5.02,5718397725,140,91.7,5718397721,56,Center,5718397713,2,,5718397717,155,,5718397729,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156613,641,1,2,70,52,224tl8u2smnbyliroayk69nt0,0,9.2,49.7,2025-05-11T01:05:30.866Z,2025-05-11T01:05:32Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5718399115,1,,5718399109,141,77.6,5718399113,213,0.31,5718399111,212,61.7,5718399105,56,Center,5718399103,199,,5718399107,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156677,644,1,2,70,57,83cpn99fh7ulkwe8nezy8a3mx,1,41.0,23.4,2025-05-11T01:05:35.626Z,2025-05-11T01:05:39Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,5718399599,213,5.86,5718399597,212,18.0,5718399591,140,56.6,5718399587,56,Right,5718399595,141,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156685,645,1,2,71,1,83cpn99fh7ulkwe8nezy8a3mx,1,56.6,12.6,2025-05-11T01:05:39.410Z,2025-05-11T01:05:41Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,5718399649,56,Center,5718399651,140,54.7,5718399657,213,1.72,5718399653,141,32.1,5718399655,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156715,646,1,2,71,3,83cpn99fh7ulkwe8nezy8a3mx,1,54.7,32.1,2025-05-11T01:05:40.914Z,2025-05-11T01:05:42Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,5718399855,141,21.8,5718399853,140,49.3,5718399857,212,9.0,5718399851,56,Back,5718399859,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156725,647,1,2,71,4,83cpn99fh7ulkwe8nezy8a3mx,1,49.3,21.8,2025-05-11T01:05:42.706Z,2025-05-11T01:05:43Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,5718399949,212,9.5,5718399943,56,Back,5718399947,141,11.0,5718399945,140,43.5,5718399951,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813156767,648,1,2,71,5,83cpn99fh7ulkwe8nezy8a3mx,1,43.5,11.0,2025-05-11T01:05:43.626Z,2025-05-11T01:05:47Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718400229,140,36.8,5718400227,56,Back,5718400233,212,17.9,5718400231,141,35.2,5718400235,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
