id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/11/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2822698703,805,1,2,78,57,224tl8u2smnbyliroayk69nt0,0,73.0,33.7,2025-06-15T00:45:03.354Z,2025-06-15T00:45:05Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771436331,141,23.1,5771436329,140,100.0,5771436327,56,Center,5771436333,212,30.2,5771436335,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699079,732,5,2,78,59,8cpjplodpphtkbt0hq8sr8mqs,1,-1.2,77.6,2025-06-15T00:45:05.839Z,2025-06-15T01:26:09Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5771438401,233,806,5771438343,56,Back,5771438345,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822698723,806,5,2,78,59,224tl8u2smnbyliroayk69nt0,0,101.2,22.4,2025-06-15T00:45:05.839Z,2025-06-15T01:26:09Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771438435,233,732,5771436427,346,,5771436425,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822698945,807,18,2,79,19,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-15T00:45:25.854Z,2025-06-15T00:45:26Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5771437643,42,,5771437699,55,808,5771437645,44,Midfielder,5771437647,59,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822698951,808,19,2,79,19,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-15T00:45:25.855Z,2025-06-15T00:45:27Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,,5771437679,59,10,5771437683,293,4,5771437673,42,,5771437687,55,807,5771437685,44,Midfielder,5771437677,145,8,5771437681,292,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699113,809,18,2,79,32,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-15T00:45:38.549Z,2025-06-15T00:45:39Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5771438615,55,810,5771438537,44,Defender,5771438535,42,,5771438539,59,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699117,810,19,2,79,32,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-15T00:45:38.550Z,2025-06-15T00:45:39Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5771438567,55,809,5771438565,44,Midfielder,5771438563,293,1,5771438561,292,7,5771438553,42,,5771438559,59,18,5771438557,145,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699209,811,18,2,79,38,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-15T00:45:45.254Z,2025-06-15T00:45:46Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771439083,59,3,5771439079,42,,5771439133,55,812,5771439081,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699217,812,19,2,79,38,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-15T00:45:45.255Z,2025-06-15T00:45:46Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5771439121,59,8,5771439119,145,2,5771439115,42,,5771439123,292,5,5771439129,55,811,5771439127,44,Midfielder,5771439125,293,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699491,733,1,2,79,53,8cpjplodpphtkbt0hq8sr8mqs,1,4.3,42.5,2025-06-15T00:45:59.559Z,2025-06-15T00:46:05Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5771440603,1,,5771440607,74,,5771440591,124,,5771440597,141,17.3,5771440595,140,58.0,5771440599,212,58.9,5771440593,56,Right,5771440601,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699495,734,44,2,79,57,8cpjplodpphtkbt0hq8sr8mqs,1,63.2,16.0,2025-06-15T00:46:04Z,2025-06-15T01:18:24Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5771440619,286,,5771440653,233,813,5771440617,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699469,813,44,2,79,57,224tl8u2smnbyliroayk69nt0,0,36.8,84.0,2025-06-15T00:46:04.001Z,2025-06-15T01:18:24Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771440699,233,734,5771440485,56,Back,5771440487,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699513,735,1,2,79,58,8cpjplodpphtkbt0hq8sr8mqs,0,58.0,17.3,2025-06-15T00:46:04.431Z,2025-06-15T01:08:24Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5771440753,212,26.7,5771440755,213,5.77,5771440751,141,0.0,5771440743,3,,5771440749,140,80.1,5771440745,168,,5771440747,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699517,736,5,2,79,58,8cpjplodpphtkbt0hq8sr8mqs,0,79.2,-2.0,2025-06-15T00:46:04.962Z,2025-06-15T01:26:10Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5771440769,56,Right,5771440771,347,,5771441345,233,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699641,814,5,2,79,58,224tl8u2smnbyliroayk69nt0,1,20.8,102.0,2025-06-15T00:46:04.962Z,2025-06-15T01:26:09Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771441307,233,736,5771441301,347,,5771441299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699671,815,1,2,80,11,224tl8u2smnbyliroayk69nt0,1,25.2,100.0,2025-06-15T00:46:17.768Z,2025-06-15T00:46:21Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5771441497,107,,5771441499,56,Back,5771441503,141,87.2,5771441505,212,13.7,5771441507,213,5.48,5771441501,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699651,739,83,2,80,13,8cpjplodpphtkbt0hq8sr8mqs,0,62.3,14.4,2025-06-15T00:46:19.519Z,2025-06-15T00:46:22Z,dr544s11qpyo2mg32cvq6g6vp,B. Soumaoro,,,5771441573,399,d3b8yjlx6aitma59vlpen39m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699681,816,1,2,80,14,224tl8u2smnbyliroayk69nt0,1,36.1,86.6,2025-06-15T00:46:21.073Z,2025-06-15T00:46:22Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5771441561,56,Back,5771441563,140,27.3,5771441569,213,2.74,5771441565,141,92.4,5771441567,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699715,817,1,2,80,15,224tl8u2smnbyliroayk69nt0,0,27.3,92.4,2025-06-15T00:46:22.201Z,2025-06-15T00:46:25Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5771441733,1,,5771441721,157,,5771441727,141,76.3,5771441725,140,63.1,5771441723,56,Center,5771441729,212,39.2,5771441731,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699721,740,44,2,80,18,8cpjplodpphtkbt0hq8sr8mqs,1,33.2,23.5,2025-06-15T00:46:24.961Z,2025-06-15T01:18:24Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771441755,285,,5771441911,233,818,5771441753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699727,818,44,2,80,18,224tl8u2smnbyliroayk69nt0,0,66.8,76.5,2025-06-15T00:46:24.962Z,2025-06-15T01:18:25Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,,5771441949,233,740,5771441789,286,,5771441787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699731,741,12,2,80,18,8cpjplodpphtkbt0hq8sr8mqs,1,26.3,23.1,2025-06-15T00:46:25.182Z,2025-06-15T00:46:26Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771441803,56,Back,5771441807,141,0.0,5771441805,140,34.8,5771441815,213,5.19,5771441861,167,,5771441811,212,19.3,5771441827,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699743,742,5,2,80,19,8cpjplodpphtkbt0hq8sr8mqs,0,37.4,-2.0,2025-06-15T00:46:26.160Z,2025-06-15T00:46:30Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771441855,347,,5771442019,233,819,5771441853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699757,819,5,2,80,19,224tl8u2smnbyliroayk69nt0,1,62.6,102.0,2025-06-15T00:46:26.160Z,2025-06-15T01:26:10Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,,5771441987,233,742,5771441935,347,,5771441933,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699871,821,1,2,80,23,224tl8u2smnbyliroayk69nt0,1,62.0,100.0,2025-06-15T00:46:29.577Z,2025-06-15T00:47:23Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5771446413,107,,5771442475,213,5.21,5771442473,212,8.6,5771442467,56,Left,5771442471,141,90.8,5771442469,140,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699885,822,1,2,80,27,224tl8u2smnbyliroayk69nt0,1,61.4,89.3,2025-06-15T00:46:34.265Z,2025-06-15T01:07:33Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5771442541,213,3.76,5771442537,141,63.3,5771442535,140,37.5,5771442533,56,Back,5771442539,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699959,823,1,2,80,31,224tl8u2smnbyliroayk69nt0,1,37.6,55.7,2025-06-15T00:46:37.880Z,2025-06-15T00:46:41Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771442949,212,21.6,5771442951,213,4.93,5771442943,56,Back,5771442945,140,42.0,5771442947,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822699971,824,1,2,80,34,224tl8u2smnbyliroayk69nt0,0,43.8,23.0,2025-06-15T00:46:41.162Z,2025-06-15T00:46:42Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5771443033,141,34.9,5771443037,213,0.33,5771443035,212,25.0,5771443031,140,66.3,5771443029,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700011,743,1,2,80,37,8cpjplodpphtkbt0hq8sr8mqs,1,28.9,80.2,2025-06-15T00:46:44.223Z,2025-06-15T00:46:45Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771443273,213,6.03,5771443275,1,,5771443271,212,31.0,5771443263,157,,5771443269,141,68.7,5771443267,140,57.5,5771443265,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700015,744,50,2,80,39,8cpjplodpphtkbt0hq8sr8mqs,1,59.6,64.6,2025-06-15T00:46:45.503Z,2025-06-15T01:18:11Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,,,5771443293,286,,5771443581,233,825,5771443291,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700051,825,7,2,80,39,224tl8u2smnbyliroayk69nt0,1,40.4,35.4,2025-06-15T00:46:45.504Z,2025-06-16T01:58:36Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5773191681,178,,5773191679,385,,5771443497,56,Back,5771443499,285,,5771443557,233,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700137,827,1,2,80,42,224tl8u2smnbyliroayk69nt0,1,33.5,52.8,2025-06-15T00:46:48.329Z,2025-06-15T00:46:54Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771443899,140,49.2,5771443903,212,17.5,5771443905,213,0.34,5771443897,56,Back,5771443901,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700141,828,50,2,80,46,224tl8u2smnbyliroayk69nt0,1,61.8,72.4,2025-06-15T00:46:52.662Z,2025-06-15T00:46:59Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5771443921,286,,5771443919,56,Center,5771444003,233,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700147,745,7,2,80,46,8cpjplodpphtkbt0hq8sr8mqs,1,38.2,27.6,2025-06-15T00:46:52.663Z,2025-06-16T01:58:48Z,dr544s11qpyo2mg32cvq6g6vp,B. Soumaoro,,,5771443947,167,,5771443989,233,828,5773191919,178,,5773191917,385,,5771443951,285,,5771443949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700201,746,5,2,80,48,8cpjplodpphtkbt0hq8sr8mqs,0,48.4,-1.8,2025-06-15T00:46:54.638Z,2025-06-15T01:26:11Z,dr544s11qpyo2mg32cvq6g6vp,B. Soumaoro,,,5771444253,347,,5771444757,233,829,5771444251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700267,829,5,2,80,48,224tl8u2smnbyliroayk69nt0,1,51.6,101.8,2025-06-15T00:46:54.638Z,2025-06-15T01:26:11Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5771444737,233,746,5771444675,56,Left,5771444677,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700309,830,1,2,80,57,224tl8u2smnbyliroayk69nt0,1,41.9,100.0,2025-06-15T00:47:03.776Z,2025-06-15T00:47:06Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771444901,213,4.69,5771444891,107,,5771444899,212,11.6,5771444893,56,Back,5771444895,140,41.6,5771444897,141,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700373,831,1,2,80,59,224tl8u2smnbyliroayk69nt0,1,44.2,82.4,2025-06-15T00:47:06.241Z,2025-06-15T00:47:11Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771445291,141,81.5,5771445293,212,25.0,5771445287,56,Left,5771445289,140,68.0,5771445295,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700439,832,1,2,81,5,224tl8u2smnbyliroayk69nt0,0,70.2,78.2,2025-06-15T00:47:11.353Z,2025-06-16T01:59:20Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5771445671,155,,5773192375,224,,5771445679,212,49.6,5771445683,1,,5771445677,141,22.7,5771445681,213,5.42,5771445669,2,,5771446033,345,,5773192377,72,,5771445673,56,Center,5771445675,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700927,747,5,2,81,9,8cpjplodpphtkbt0hq8sr8mqs,1,-1.0,76.9,2025-06-15T00:47:15.460Z,2025-06-15T01:26:11Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5771448475,56,Back,5771448477,346,,5771448479,233,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700491,833,5,2,81,9,224tl8u2smnbyliroayk69nt0,0,101.0,23.1,2025-06-15T00:47:15.460Z,2025-06-15T01:26:12Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5771448497,233,747,5771445969,346,,5771445967,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700961,748,1,2,81,48,8cpjplodpphtkbt0hq8sr8mqs,0,3.2,42.7,2025-06-15T00:47:54.390Z,2025-06-15T00:47:58Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5771448659,212,63.7,5771448653,56,Center,5771448667,74,,5771448663,1,,5771448655,140,63.2,5771448657,141,29.1,5771448651,124,,5771448661,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700967,834,44,2,81,50,224tl8u2smnbyliroayk69nt0,1,32.0,70.5,2025-06-15T00:47:57.217Z,2025-06-15T01:18:25Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771448799,233,749,5771448683,56,Back,5771448685,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700971,749,44,2,81,50,8cpjplodpphtkbt0hq8sr8mqs,0,68.0,29.5,2025-06-15T00:47:57.218Z,2025-06-15T01:18:26Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5771448691,56,Center,5771448693,286,,5771448841,233,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822700979,835,1,2,81,51,224tl8u2smnbyliroayk69nt0,0,24.1,69.9,2025-06-15T00:47:57.933Z,2025-06-15T00:47:58Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771448745,212,14.8,5771448747,213,0.10,5771448743,141,72.0,5771448739,56,Back,5771448737,3,,5771448741,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701031,750,1,2,81,53,8cpjplodpphtkbt0hq8sr8mqs,1,51.1,25.6,2025-06-15T00:47:59.653Z,2025-06-15T00:48:01Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5771449033,213,0.46,5771449023,3,,5771449031,212,20.4,5771449029,141,38.9,5771449027,140,68.5,5771449025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701079,751,1,2,81,55,8cpjplodpphtkbt0hq8sr8mqs,1,68.6,39.1,2025-06-15T00:48:01.501Z,2025-06-15T00:48:04Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,,,5771449291,212,17.9,5771449289,141,57.9,5771449293,213,2.35,5771449285,56,Center,5771449287,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701145,752,1,2,81,57,8cpjplodpphtkbt0hq8sr8mqs,1,56.5,57.9,2025-06-15T00:48:04.230Z,2025-06-15T00:48:09Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771449733,1,,5771449721,155,,5771449727,141,83.3,5771449725,140,90.4,5771449729,212,39.6,5771449723,56,Left,5771449731,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701169,753,1,2,82,2,8cpjplodpphtkbt0hq8sr8mqs,0,91.8,94.2,2025-06-15T00:48:08.949Z,2025-06-16T01:59:48Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5773192739,223,,5771449855,1,,5771449841,2,,5771449853,213,4.71,5771449847,140,91.9,5771449845,56,Center,5773192741,20,,5771449849,141,31.6,5771449851,212,42.6,5771449843,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701237,837,1,2,82,6,224tl8u2smnbyliroayk69nt0,1,7.5,56.6,2025-06-15T00:48:12.529Z,2025-06-16T02:00:09Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5771450235,212,46.0,5771450237,213,6.07,5771450239,1,,5771450233,141,42.4,5771450227,157,,5771450231,140,50.3,5771450229,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823012779,956,61,2,82,9,224tl8u2smnbyliroayk69nt0,0,45.4,46.4,2025-06-15T00:48:15.780Z,2025-06-16T02:00:21Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5773193307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701231,754,43,2,82,10,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-15T00:48:16.710Z,2025-06-16T02:00:07Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771450195,56,Center,5773193033,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701243,838,43,2,82,11,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-15T00:48:17.409Z,2025-06-15T01:06:28Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5771516111,144,61,5771450269,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701297,756,1,2,82,12,8cpjplodpphtkbt0hq8sr8mqs,1,61.8,72.1,2025-06-15T00:48:18.382Z,2025-06-16T02:00:30Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771450569,56,Right,5771450571,140,51.1,5773193451,155,,5771450573,141,15.2,5771450579,1,,5771450575,212,40.3,5771450577,213,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701383,757,1,2,82,16,8cpjplodpphtkbt0hq8sr8mqs,1,48.4,13.8,2025-06-15T00:48:22.934Z,2025-06-15T00:48:29Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5771451075,212,19.7,5771451077,213,0.33,5771451073,141,23.1,5771451069,56,Center,5771451071,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822702355,764,61,2,82,19,8cpjplodpphtkbt0hq8sr8mqs,0,66.0,22.8,2025-06-15T00:48:26.150Z,2025-06-15T00:49:52Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5771456409,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701393,758,50,2,82,21,8cpjplodpphtkbt0hq8sr8mqs,1,64.3,22.2,2025-06-15T00:48:27.680Z,2025-06-15T01:18:12Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5771451185,233,839,5771451115,286,,5771451113,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701375,839,7,2,82,21,224tl8u2smnbyliroayk69nt0,1,35.7,77.8,2025-06-15T00:48:27.681Z,2025-06-16T02:00:42Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5773193635,178,,5773193633,384,,5771451033,56,Back,5771451165,233,758,5771451035,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701387,841,1,2,82,22,224tl8u2smnbyliroayk69nt0,1,43.9,70.8,2025-06-15T00:48:28.952Z,2025-06-15T00:48:29Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5771451097,56,Back,5771451099,140,35.9,5771451105,213,3.30,5771451103,212,8.5,5771451101,141,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701399,842,43,2,82,23,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-15T00:48:29.736Z,2025-06-15T00:48:38Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5771451139,56,Back,5771451141,286,0,5771451643,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701423,843,4,2,82,25,224tl8u2smnbyliroayk69nt0,1,38.6,63.3,2025-06-15T00:48:31.916Z,2025-06-15T01:09:47Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5771451301,286,,5771524601,233,759,5771451295,56,Back,5771451297,152,,5771451299,265,,5771451293,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701509,759,4,2,82,25,8cpjplodpphtkbt0hq8sr8mqs,0,61.4,36.7,2025-06-15T00:48:31.917Z,2025-06-15T01:09:48Z,dr544s11qpyo2mg32cvq6g6vp,B. Soumaoro,,,5771451793,56,Center,5771451799,285,,5771451795,152,,5771451797,265,,5771524625,233,843,5771451791,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701637,844,1,2,82,39,224tl8u2smnbyliroayk69nt0,1,36.0,61.8,2025-06-15T00:48:45.408Z,2025-06-15T01:07:05Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771452537,140,53.1,5771452535,56,Center,5771452541,212,18.2,5771452533,152,,5771452539,141,57.2,5771452543,213,6.11,5771452531,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701667,845,1,2,82,43,224tl8u2smnbyliroayk69nt0,1,53.1,54.9,2025-06-15T00:48:49.584Z,2025-06-15T00:48:52Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5771452721,141,14.6,5771452725,213,5.20,5771452723,212,31.0,5771452717,56,Right,5771452719,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701703,846,1,2,82,45,224tl8u2smnbyliroayk69nt0,1,61.2,20.4,2025-06-15T00:48:52.224Z,2025-06-15T00:48:54Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5771452899,56,Center,5771452903,141,39.4,5771452907,213,1.72,5771452905,212,13.1,5771452901,140,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822701715,847,1,2,82,48,224tl8u2smnbyliroayk69nt0,0,64.4,37.7,2025-06-15T00:48:54.856Z,2025-06-15T00:48:56Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5771452971,56,Center,5771452975,141,32.7,5771452977,212,15.2,5771452979,213,6.06,5771452973,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
