id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId
2821757775,508,1,2,82,12,cf5r1qpotp6n5i3vdchsp2en1,1,74.8,12.3,2025-06-08T04:20:01.923Z,2025-06-08T05:46:06Z,f1hzg65u0b5lvvzj3q1z6qplg,N. Ciotta,,1.0,5766187399,154,,5766182597,2,,5766182603,140,88.2,5766187397,210,15,5766182599,155,,5766182609,213,1.02,5766182605,141,46.3,5766182601,56,Center,5766182607,212,27.1,,,,,,,,,,,,,,,,,,,,,,,
2821758571,560,15,2,82,13,cf5r1qpotp6n5i3vdchsp2en1,1,86.6,47.1,2025-06-08T04:20:02.514Z,2025-06-08T05:25:22Z,b3a87jvzqqtqkse8t19b94kk4,C. Kone,,,5766187423,231,49.6,5766187417,146,88.0,5766187413,103,19,5766197879,233,676,5766187403,29,,5766187337,20,,5766187407,55,508,5766187343,82,,5766187339,17,,5766187255,22,5766187411,102,49.0,5766187259,56,Center,5766187405,154,,5766187421,230,5766187419,147,47.3,,5766187415,328,,99.0,5766187401,78
2821757787,676,10,2,82,13,2iwybwokic7nmr1t33abdbjoq,1,12.0,52.7,2025-06-08T04:20:02.614Z,2025-06-08T04:51:54Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5766197883,233,560,5766182669,56,Back,5766187227,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757821,678,1,2,82,25,2iwybwokic7nmr1t33abdbjoq,1,67.1,47.2,2025-06-08T04:20:15.043Z,2025-06-08T04:20:21Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5766182837,56,Center,5766182841,141,35.1,5766182839,140,69.9,5766182845,213,5.06,5766182843,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757815,509,83,2,82,31,cf5r1qpotp6n5i3vdchsp2en1,0,26.8,82.0,2025-06-08T04:20:20.939Z,2025-06-08T04:20:23Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766182861,399,6naqq6f6acfec3zh2msuxrmqd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757823,679,1,2,82,32,2iwybwokic7nmr1t33abdbjoq,1,69.7,25.2,2025-06-08T04:20:21.554Z,2025-06-08T04:20:23Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5766182851,140,55.5,5766182857,213,3.45,5766182855,212,15.6,5766182853,141,18.3,5766182849,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758643,561,83,2,82,32,cf5r1qpotp6n5i3vdchsp2en1,0,62.5,69.1,2025-06-08T04:20:22.341Z,2025-06-08T04:32:35Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766189089,399,9xjixcn3jhf7m75dl49u0qe7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757837,680,1,2,82,36,2iwybwokic7nmr1t33abdbjoq,1,60.7,18.2,2025-06-08T04:20:26.338Z,2025-06-08T04:20:28Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766182917,141,10.0,5766182921,213,5.82,5766182915,140,71.3,5766182913,56,Right,5766182919,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757845,681,1,2,82,39,2iwybwokic7nmr1t33abdbjoq,1,73.5,8.9,2025-06-08T04:20:28.670Z,2025-06-08T04:20:32Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,,5766182953,212,20.3,5766182947,56,Center,5766182955,213,2.40,5766182951,141,29.1,5766182949,140,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757847,682,50,2,82,41,2iwybwokic7nmr1t33abdbjoq,1,60.0,27.4,2025-06-08T04:20:31.307Z,2025-06-08T04:53:35Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5766182977,233,510,5766182965,286,,5766182963,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757841,510,7,2,82,41,cf5r1qpotp6n5i3vdchsp2en1,0,40.0,72.6,2025-06-08T04:20:31.308Z,2025-06-08T04:53:35Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5766182973,233,682,5766182941,285,,5766182939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757853,683,1,2,82,44,2iwybwokic7nmr1t33abdbjoq,1,54.9,22.8,2025-06-08T04:20:34.068Z,2025-06-08T04:20:35Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5766183019,212,20.4,5766183013,56,Back,5766183015,140,36.6,5766183021,213,3.48,5766183017,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757859,684,1,2,82,46,2iwybwokic7nmr1t33abdbjoq,1,36.8,19.2,2025-06-08T04:20:35.556Z,2025-06-08T04:20:37Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5766183047,212,28.6,5766183041,56,Center,5766183045,141,53.0,5766183043,140,53.0,5766183049,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757861,685,1,2,82,48,2iwybwokic7nmr1t33abdbjoq,1,55.3,53.4,2025-06-08T04:20:37.642Z,2025-06-08T04:20:39Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5766183053,56,Center,5766183061,213,4.85,5766183059,212,4.5,5766183057,141,46.9,5766183055,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757867,686,1,2,82,49,2iwybwokic7nmr1t33abdbjoq,1,55.9,46.7,2025-06-08T04:20:39.074Z,2025-06-08T04:20:40Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5766183083,140,55.6,5766183085,141,57.3,5766183087,212,7.2,5766183081,56,Center,5766183089,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757873,687,1,2,82,50,2iwybwokic7nmr1t33abdbjoq,1,55.6,57.3,2025-06-08T04:20:40.260Z,2025-06-08T04:20:42Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5766183125,213,4.43,5766183121,141,47.8,5766183117,56,Center,5766183119,140,53.8,5766183123,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757881,688,1,2,82,52,2iwybwokic7nmr1t33abdbjoq,1,51.5,47.9,2025-06-08T04:20:42.378Z,2025-06-08T04:20:45Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5766183161,141,32.2,5766183165,213,4.02,5766183159,140,43.1,5766183163,212,13.8,5766183157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757889,689,1,2,82,56,2iwybwokic7nmr1t33abdbjoq,1,41.3,21.3,2025-06-08T04:20:45.706Z,2025-06-08T04:20:49Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5766183199,213,2.30,5766183193,140,21.5,5766183197,212,31.3,5766183191,56,Back,5766183195,141,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757897,690,1,2,82,59,2iwybwokic7nmr1t33abdbjoq,1,22.7,58.8,2025-06-08T04:20:49.131Z,2025-06-08T04:20:52Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5766183233,140,30.4,5766183239,213,4.98,5766183235,141,14.7,5766183231,56,Back,5766183237,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757905,691,1,2,83,2,2iwybwokic7nmr1t33abdbjoq,1,34.6,10.9,2025-06-08T04:20:52.250Z,2025-06-08T04:20:55Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5766183281,56,Back,5766183287,212,17.7,5766183285,141,33.0,5766183289,213,1.01,5766183283,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757907,692,61,2,83,5,2iwybwokic7nmr1t33abdbjoq,0,43.5,33.0,2025-06-08T04:20:55.338Z,2025-06-08T04:20:55Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5766183293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757915,512,4,2,83,9,cf5r1qpotp6n5i3vdchsp2en1,1,62.1,72.9,2025-06-08T04:20:58.718Z,2025-06-08T05:04:08Z,7qt4r82kyz05r8kd8cmdh1xqs,O. Sylla,,,5766183363,233,693,5766183325,286,,5766183321,152,,5766183319,56,Center,5766183323,265,,5766183317,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757917,693,4,2,83,9,2iwybwokic7nmr1t33abdbjoq,0,37.9,27.1,2025-06-08T04:20:58.719Z,2025-06-08T05:04:08Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,,5766183383,233,512,5766183353,13,,5766183361,285,,5766183359,265,,5766183357,152,,5766183355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757929,513,1,2,83,25,cf5r1qpotp6n5i3vdchsp2en1,1,59.0,68.2,2025-06-08T04:21:15.028Z,2025-06-08T04:21:16Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5766183451,140,56.1,5766183457,213,4.61,5766183445,5,,5766183455,212,28.7,5766183447,152,,5766183449,56,Center,5766183461,189,,5766183453,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757933,514,1,2,83,27,cf5r1qpotp6n5i3vdchsp2en1,1,56.1,26.2,2025-06-08T04:21:16.613Z,2025-06-08T04:21:18Z,f1hzg65u0b5lvvzj3q1z6qplg,N. Ciotta,,,5766183469,140,49.0,5766183475,213,2.16,5766183467,56,Back,5766183471,141,42.7,5766183473,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757935,515,1,2,83,28,cf5r1qpotp6n5i3vdchsp2en1,1,49.0,42.7,2025-06-08T04:21:17.781Z,2025-06-08T04:21:20Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5766183523,56,Center,5766183529,212,21.5,5766183525,140,59.0,5766183531,213,1.06,5766183527,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757937,516,1,2,83,31,cf5r1qpotp6n5i3vdchsp2en1,1,63.3,80.5,2025-06-08T04:21:20.732Z,2025-06-08T04:21:23Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5766183543,212,23.6,5766183537,56,Left,5766183545,213,0.45,5766183539,140,83.5,5766183541,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757939,517,1,2,83,33,cf5r1qpotp6n5i3vdchsp2en1,0,91.9,97.7,2025-06-08T04:21:23.238Z,2025-06-08T04:21:24Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766183553,56,Center,5766183561,213,5.00,5766183559,212,34.4,5766183563,1,,5766183549,2,,5766183557,141,49.3,5766183551,155,,5766183555,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757941,518,5,2,83,35,cf5r1qpotp6n5i3vdchsp2en1,0,101.2,43.2,2025-06-08T04:21:24.690Z,2025-06-08T04:21:47Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766183569,346,,5766183617,233,694,5766183567,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757953,694,5,2,83,37,2iwybwokic7nmr1t33abdbjoq,1,-1.2,53.8,2025-06-08T04:21:26.884Z,2025-06-08T04:21:47Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,,5766183611,346,,5766183609,56,Back,5766183613,233,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757955,695,1,2,83,56,2iwybwokic7nmr1t33abdbjoq,1,3.1,62.7,2025-06-08T04:21:46.315Z,2025-06-08T05:01:26Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5766183629,212,11.5,5766183625,140,2.8,5766183631,213,4.68,5766183635,237,,5766183621,124,,5766183627,141,45.8,5766183623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757957,696,1,2,83,58,2iwybwokic7nmr1t33abdbjoq,1,2.8,45.8,2025-06-08T04:21:48.051Z,2025-06-08T04:21:53Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5766183655,56,Back,5766183657,140,6.6,5766183663,213,5.15,5766183659,141,33.3,5766183661,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757961,697,1,2,84,3,2iwybwokic7nmr1t33abdbjoq,1,32.5,26.7,2025-06-08T04:21:53.219Z,2025-06-08T05:01:28Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5766183681,140,40.8,5766183687,213,5.51,5766183685,212,12.1,5766183679,56,Back,5766183683,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757967,698,1,2,84,7,2iwybwokic7nmr1t33abdbjoq,0,32.9,11.7,2025-06-08T04:21:56.700Z,2025-06-08T05:01:30Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766183729,140,73.2,5766183727,56,Center,5766183735,213,0.43,5766183731,141,40.6,5766183737,1,,5766183733,212,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757985,520,1,2,84,11,cf5r1qpotp6n5i3vdchsp2en1,1,17.0,72.3,2025-06-08T04:22:00.485Z,2025-06-08T04:22:06Z,3461sfmst5pjeiaof78d0efo,B. Barjolo,,,5766183831,56,Back,5766183837,212,19.6,5766183835,141,49.6,5766183833,140,5.5,5766183839,213,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757993,521,1,2,84,17,cf5r1qpotp6n5i3vdchsp2en1,1,12.2,46.4,2025-06-08T04:22:06.733Z,2025-06-08T04:22:10Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5766183889,212,17.8,5766183891,213,4.82,5766183885,140,14.0,5766183887,141,20.3,5766183883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758001,522,1,2,84,20,cf5r1qpotp6n5i3vdchsp2en1,1,22.9,23.4,2025-06-08T04:22:10.166Z,2025-06-08T04:22:14Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5766183939,141,6.2,5766183941,212,25.5,5766183937,140,44.5,5766183943,213,5.81,5766183935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758003,523,61,2,84,24,cf5r1qpotp6n5i3vdchsp2en1,0,44.3,6.2,2025-06-08T04:22:14.237Z,2025-06-08T04:22:14Z,3461sfmst5pjeiaof78d0efo,B. Barjolo,,,5766183947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758005,524,5,2,84,26,cf5r1qpotp6n5i3vdchsp2en1,0,52.4,-1.0,2025-06-08T04:22:15.613Z,2025-06-08T04:22:24Z,3461sfmst5pjeiaof78d0efo,B. Barjolo,,,5766184047,233,699,5766183951,347,,5766183949,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758025,699,5,2,84,26,2iwybwokic7nmr1t33abdbjoq,1,52.3,100.9,2025-06-08T04:22:16.284Z,2025-06-08T04:22:25Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766184043,233,524,5766184041,347,,5766184039,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758029,700,1,2,84,34,2iwybwokic7nmr1t33abdbjoq,1,54.4,100.0,2025-06-08T04:22:23.947Z,2025-06-08T04:22:28Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5766184099,212,17.7,5766184097,141,78.2,5766184091,107,,5766184095,140,61.7,5766184093,56,Center,5766184101,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758031,701,1,2,84,38,2iwybwokic7nmr1t33abdbjoq,1,61.9,78.1,2025-06-08T04:22:28.154Z,2025-06-08T04:22:30Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5766184109,140,57.0,5766184107,56,Center,5766184113,212,7.4,5766184115,213,3.94,5766184111,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758037,702,1,2,84,41,2iwybwokic7nmr1t33abdbjoq,1,57.0,70.3,2025-06-08T04:22:30.517Z,2025-06-08T04:22:33Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5766184147,141,67.2,5766184151,213,3.56,5766184145,140,52.5,5766184143,56,Center,5766184149,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758039,703,1,2,84,43,2iwybwokic7nmr1t33abdbjoq,1,52.5,67.2,2025-06-08T04:22:32.900Z,2025-06-08T04:22:33Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5766184161,212,11.1,5766184155,56,Center,5766184157,140,62.5,5766184159,141,72.4,5766184163,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758045,704,1,2,84,44,2iwybwokic7nmr1t33abdbjoq,1,62.5,72.4,2025-06-08T04:22:33.651Z,2025-06-08T04:22:35Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5766184189,213,2.23,5766184181,56,Left,5766184187,212,9.3,5766184185,141,83.2,5766184183,140,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758053,705,1,2,84,46,2iwybwokic7nmr1t33abdbjoq,1,57.1,83.2,2025-06-08T04:22:35.580Z,2025-06-08T04:22:41Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5766184215,213,3.76,5766184211,141,56.6,5766184207,56,Back,5766184213,212,31.2,5766184209,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758055,706,1,2,84,51,2iwybwokic7nmr1t33abdbjoq,1,61.6,34.3,2025-06-08T04:22:40.829Z,2025-06-08T04:22:42Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5766184229,56,Right,5766184233,141,19.2,5766184235,212,13.3,5766184231,140,69.6,5766184237,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758059,707,1,2,84,53,2iwybwokic7nmr1t33abdbjoq,1,65.3,26.5,2025-06-08T04:22:42.622Z,2025-06-08T04:22:44Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5766184259,212,13.5,5766184257,141,9.8,5766184255,140,72.2,5766184253,56,Right,5766184261,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758063,708,1,2,84,54,2iwybwokic7nmr1t33abdbjoq,1,72.2,9.8,2025-06-08T04:22:44.116Z,2025-06-08T04:22:46Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,,5766184277,56,Center,5766184283,212,23.1,5766184279,140,52.0,5766184281,141,23.4,5766184285,213,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758067,709,1,2,84,57,2iwybwokic7nmr1t33abdbjoq,1,55.8,19.5,2025-06-08T04:22:46.715Z,2025-06-08T04:22:51Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766184307,212,21.1,5766184301,56,Right,5766184305,141,12.9,5766184309,213,6.07,5766184303,140,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758073,710,1,2,85,2,2iwybwokic7nmr1t33abdbjoq,1,66.1,24.9,2025-06-08T04:22:51.520Z,2025-06-08T04:22:58Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,,5766184343,140,78.5,5766184341,56,Left,5766184347,212,42.2,5766184345,141,83.9,5766184339,155,,5766184351,1,,5766184349,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758081,711,1,2,85,9,2iwybwokic7nmr1t33abdbjoq,1,74.7,54.9,2025-06-08T04:22:58.485Z,2025-06-08T04:23:02Z,281ieftii7id7an6dm505owrt,X. Emmers,,,5766184407,56,Center,5766184413,212,12.8,5766184409,140,67.3,5766184415,213,4.06,5766184411,141,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758085,712,1,2,85,12,2iwybwokic7nmr1t33abdbjoq,1,67.3,39.2,2025-06-08T04:23:02.116Z,2025-06-08T04:23:04Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5766184435,141,29.1,5766184431,56,Center,5766184437,212,6.9,5766184433,140,67.5,5766184439,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758089,713,1,2,85,14,2iwybwokic7nmr1t33abdbjoq,1,66.6,26.8,2025-06-08T04:23:03.917Z,2025-06-08T04:23:06Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766184461,212,21.7,5766184455,56,Center,5766184457,140,62.6,5766184463,213,1.77,5766184459,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758099,714,1,2,85,16,2iwybwokic7nmr1t33abdbjoq,1,61.5,60.5,2025-06-08T04:23:06.292Z,2025-06-08T04:23:14Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5766184509,140,75.1,5766184507,56,Left,5766184513,212,21.6,5766184511,141,84.4,5766184515,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758101,715,1,2,85,24,2iwybwokic7nmr1t33abdbjoq,1,77.4,83.5,2025-06-08T04:23:13.852Z,2025-06-08T04:23:15Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5766184533,212,11.2,5766184529,140,73.2,5766184531,141,68.4,5766184527,56,Center,5766184535,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758105,716,1,2,85,25,2iwybwokic7nmr1t33abdbjoq,1,73.2,68.4,2025-06-08T04:23:14.796Z,2025-06-08T04:23:16Z,281ieftii7id7an6dm505owrt,X. Emmers,,,5766184557,213,3.96,5766184551,140,65.5,5766184555,212,11.8,5766184553,141,55.7,5766184549,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758109,717,1,2,85,27,2iwybwokic7nmr1t33abdbjoq,1,65.5,55.7,2025-06-08T04:23:16.501Z,2025-06-08T04:23:19Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5766184579,140,59.1,5766184583,212,20.1,5766184577,56,Left,5766184585,213,1.91,5766184581,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758111,718,1,2,85,29,2iwybwokic7nmr1t33abdbjoq,0,59.1,83.6,2025-06-08T04:23:18.948Z,2025-06-08T05:03:08Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5766184593,141,49.0,5766184595,212,27.4,5766184597,213,5.25,5766184591,140,72.4,5766184589,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758119,526,1,2,85,31,cf5r1qpotp6n5i3vdchsp2en1,1,33.2,41.5,2025-06-08T04:23:20.950Z,2025-06-08T04:23:24Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5766184641,140,46.3,5766184647,213,0.61,5766184645,212,16.7,5766184639,56,Back,5766184643,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758123,527,4,2,85,35,cf5r1qpotp6n5i3vdchsp2en1,1,62.8,44.4,2025-06-08T04:23:24.470Z,2025-06-08T05:04:09Z,7qt4r82kyz05r8kd8cmdh1xqs,O. Sylla,,,5766184853,286,,5766185075,295,,5766184849,152,,5766185189,233,724,5766184669,56,Center,5766184847,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758199,724,4,2,85,35,2iwybwokic7nmr1t33abdbjoq,0,37.2,55.6,2025-06-08T04:23:24.471Z,2025-06-08T05:27:39Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5766185197,233,527,5766185107,152,,5766185105,56,Back,5766204081,55,723,5766185111,285,,5766185103,13,,5766201965,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758133,719,43,2,85,42,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-06-08T04:23:31.648Z,2025-06-08T04:23:37Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5766184753,144,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758135,720,43,2,85,42,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-06-08T04:23:32.149Z,2025-06-08T04:24:38Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5766185313,144,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758191,723,17,2,86,5,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-06-08T04:23:54.588Z,2025-06-08T05:36:39Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5766185049,31,,5766204617,393,,5766204077,55,724,5766185057,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758161,721,18,2,86,38,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-06-08T04:24:27.631Z,2025-06-08T04:24:32Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5766184961,55,722,5766184901,44,Midfielder,5766184899,42,,5766184903,59,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758169,722,19,2,86,38,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-06-08T04:24:27.632Z,2025-06-08T04:24:33Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5766184929,55,721,5766184927,44,Forward,5766184921,59,14,5766184925,293,1,5766184923,292,9,5766184919,145,10,5766184915,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821758241,528,1,2,86,55,cf5r1qpotp6n5i3vdchsp2en1,1,63.9,50.3,2025-06-08T04:24:44.895Z,2025-06-08T04:24:47Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5766185359,5,,5766185373,213,0.68,5766185363,152,,5766185371,212,39.1,5766185361,155,,5766185367,140,92.8,5766185375,1,,5766185365,56,Left,5766185369,141,86.5,,,,,,,,,,,,,,,,,,,,,,,
