id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2790974165,509,6,2,74,14,5h878vnmkbuy2ummddprusxgq,0,9.6,64.8,2025-03-22T22:40:18.152Z,2025-03-25T13:18:59Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5596211013,75,,5596211011,56,Back,5596211019,233,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974143,651,6,2,74,14,bk3zg8yaj5uoqhxzwons3bo8a,1,90.4,35.2,2025-03-22T22:40:18.152Z,2025-03-22T22:52:35Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5596210867,56,Center,5596210869,75,,5596211015,233,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974237,652,1,2,74,43,bk3zg8yaj5uoqhxzwons3bo8a,0,99.6,0.5,2025-03-22T22:40:46.766Z,2025-03-25T13:19:09Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5596211423,155,,5596211421,6,,5599922107,72,,5596211427,56,Center,5596211425,223,,5596211433,212,37.4,5596211431,141,55.1,5596211435,213,1.70,5596211437,1,5596211419,2,5596211429,140,95.0,,,,,,,,,,,,,,,,,,,,,,
2790974241,510,4,2,74,47,5h878vnmkbuy2ummddprusxgq,1,10.3,49.2,2025-03-22T22:40:50.910Z,2025-03-22T23:10:51Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5596223245,295,,5596215665,13,,5596215667,152,,5596216311,233,656,5596215671,285,,5596211443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974509,656,4,2,74,47,bk3zg8yaj5uoqhxzwons3bo8a,0,89.7,50.8,2025-03-22T22:40:50.911Z,2025-03-22T22:52:03Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5596223303,295,,5596216293,286,,5596216315,233,510,5596216289,152,,5596216285,13,,5596216287,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974343,511,43,2,75,17,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-22T22:41:21.271Z,2025-03-22T22:42:10Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5596212033,123,0,5596212037,140,25.0,5596212035,56,Back,5596212913,144,1,5596212043,213,5.19,5596212041,212,28.5,5596212039,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974349,512,43,2,75,18,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-22T22:41:22.037Z,2025-03-22T22:42:11Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5596212655,233,653,5596212945,144,5,5596212061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974479,517,43,2,75,20,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-22T22:41:23.693Z,2025-03-22T22:48:15Z,,,,,5596219575,144,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974387,513,18,2,75,20,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-22T22:41:23.757Z,2025-03-25T13:20:16Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5596212245,44,Forward,5596212247,59,14,5596212243,42,,5596212273,55,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974389,514,19,2,75,20,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-22T22:41:23.758Z,2025-03-25T13:20:16Z,9qjkqhlworzz3lk1o6nc191ih,F. López,,,5596212269,55,513,5596212259,145,9,5596212267,44,Forward,5596212265,293,3,5596212255,42,,5596212261,59,9,5596212263,292,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974381,653,43,2,75,20,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-22T22:41:24.149Z,2025-03-22T22:42:29Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5596212213,56,Center,5596213401,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974433,515,18,2,75,47,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-22T22:41:51.124Z,2025-03-22T22:41:52Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5596212613,55,516,5596212579,44,Forward,5596212581,59,13,5596212577,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974435,516,19,2,75,47,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-22T22:41:51.125Z,2025-03-22T22:41:52Z,9lucpehmfe4z2vdlica1kc9d6,T. Moshobane,,,5596212587,145,7,5596212583,42,,5596212589,59,11,5596212593,293,2,5596212591,292,6,5596212597,55,515,5596212595,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974483,518,43,2,76,3,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-22T22:42:07.150Z,2025-03-22T22:48:17Z,,,,,5596212813,55,517,5596219627,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974513,519,43,2,76,9,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-22T22:42:12.655Z,2025-03-22T22:45:38Z,,,,,5596214047,189,0,5596216739,144,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974539,520,1,2,76,10,5h878vnmkbuy2ummddprusxgq,0,13.8,50.6,2025-03-22T22:42:14.447Z,2025-03-22T22:45:40Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5596213095,213,6.25,5596213097,1,,5596213093,212,42.7,5596213091,141,48.4,5596216757,5,,5596213089,140,54.4,5596216759,152,,5596213085,157,,5596213087,56,,,,,,,,,Center,,,,,,,,,,,,,,,,,,
2790974531,657,44,2,76,12,bk3zg8yaj5uoqhxzwons3bo8a,1,38.4,53.6,2025-03-22T22:42:15.677Z,2025-03-25T12:21:18Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596213147,233,521,5596213047,56,Back,5596213049,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974545,521,44,2,76,12,5h878vnmkbuy2ummddprusxgq,0,61.6,46.4,2025-03-22T22:42:15.678Z,2025-03-25T12:21:18Z,9qjkqhlworzz3lk1o6nc191ih,F. López,,,5596213127,286,,5596213151,233,657,5596213123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974533,658,1,2,76,12,bk3zg8yaj5uoqhxzwons3bo8a,1,26.6,57.0,2025-03-22T22:42:15.972Z,2025-03-22T22:42:17Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596213059,212,9.9,5596213055,140,34.6,5596213057,141,64.8,5596213061,213,0.56,5596213051,3,,5596213053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974535,659,1,2,76,13,bk3zg8yaj5uoqhxzwons3bo8a,1,34.6,64.8,2025-03-22T22:42:16.996Z,2025-03-22T22:42:18Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5596213075,213,3.84,5596213069,140,30.0,5596213073,212,6.3,5596213071,141,58.8,5596213079,156,,5596213067,56,Back,5596213065,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974559,661,4,2,76,17,bk3zg8yaj5uoqhxzwons3bo8a,1,42.2,80.2,2025-03-22T22:42:20.501Z,2025-03-22T22:52:33Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5596213219,152,,5596213357,233,522,5596213361,286,,5596213217,56,Back,5596213215,295,,5596213213,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974553,522,4,2,76,17,5h878vnmkbuy2ummddprusxgq,0,57.8,19.8,2025-03-22T22:42:20.502Z,2025-03-22T22:52:33Z,9lucpehmfe4z2vdlica1kc9d6,T. Moshobane,,,5596213387,285,,5596213385,152,,5596213383,56,Right,5596213381,295,,5596213375,233,661,5596213379,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974637,662,18,2,76,38,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-22T22:42:41.895Z,2025-03-22T22:42:42Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5596213685,55,663,5596213637,42,,5596213639,44,Defender,5596213641,59,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974639,663,19,2,76,38,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-22T22:42:41.896Z,2025-03-22T22:42:43Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5596213655,44,Defender,5596213657,55,662,5596213653,293,1,5596213651,292,3,5596213647,145,3,5596213643,42,,5596213649,59,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974667,664,18,2,76,40,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-22T22:42:43.943Z,2025-03-25T13:23:02Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5596213843,55,665,5596213821,44,Forward,5596213823,59,8,5596213819,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974669,665,19,2,76,40,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-22T22:42:43.944Z,2025-03-25T13:23:03Z,g31cspu8sa8eohwakxm28ne2,D. Bruce,,,5596213825,42,,5596213839,55,664,5596213833,292,9,5596213831,59,25,5596213829,145,10,5596213837,44,Forward,5596213835,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974819,677,40,2,76,41,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-22T22:42:45.022Z,2025-03-25T13:24:33Z,,,,,5596214603,30,"zczt4alpawz5522hff8x39p1, akgtib8zyv5lrvh9mxunj2rdg, 2o86bp6u8hbr8q43mea7srco9, 4fbaxgikw7z9sfhuz6vvnfmxh, 9imj5ig0i01uljnd3gd2cz1m, cvdn34vl3zje5uq54nvg77sut, bhzsz7pbe6pbwojtc1mi8m28l, bosdsb16w79aihfktvp4cjvje, dxd6p1c8k96armsbg5isjbu95, g31cspu8sa8eohwakxm28ne2, 3nvijn3ctkplajtt1dd23wycp, c5xcmwzyq3g1tvtyj8i5ud65m, 18iz45ww0nara0xdaleg72ort, 85k1701p1ihv5ty1q457tjaqc, 92e2s4yfk06ym5ksu9p8lgc2c",5596214607,59,"1, 27, 16, 6, 12, 22, 11, 7, 17, 25, 10, 4, 13, 42, 47",5596214605,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5",5596214609,130,21,5596214611,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0",5596214613,194,cvdn34vl3zje5uq54nvg77sut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974703,666,1,2,76,56,bk3zg8yaj5uoqhxzwons3bo8a,1,33.8,79.4,2025-03-22T22:43:00.475Z,2025-03-22T22:50:50Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596214041,212,20.7,5596214043,213,4.72,5596214715,189,,5596214039,141,49.0,5596214033,152,,5596214031,5,,5596214035,56,Back,5596214037,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974705,667,1,2,76,58,bk3zg8yaj5uoqhxzwons3bo8a,1,43.9,47.0,2025-03-22T22:43:02.085Z,2025-03-25T13:23:21Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596214057,213,6.03,5596214055,212,9.2,5596214053,141,43.6,5596214051,140,52.4,5596214049,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974717,668,1,2,76,59,bk3zg8yaj5uoqhxzwons3bo8a,1,49.8,43.7,2025-03-22T22:43:03.036Z,2025-03-22T22:50:47Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5596214109,213,3.03,5596214107,212,7.2,5596214105,141,44.9,5596214103,140,43.0,5596214101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974721,669,1,2,77,1,bk3zg8yaj5uoqhxzwons3bo8a,1,43.1,44.9,2025-03-22T22:43:05.331Z,2025-03-22T22:50:47Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596214131,212,16.4,5596214133,213,1.10,5596214129,141,66.3,5596214125,56,Center,5596214127,140,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974733,670,1,2,77,2,bk3zg8yaj5uoqhxzwons3bo8a,1,50.2,66.3,2025-03-22T22:43:06.163Z,2025-03-22T22:50:46Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596214201,213,0.96,5596214199,212,18.9,5596214195,140,60.6,5596214197,141,89.0,5596214193,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974751,671,1,2,77,4,bk3zg8yaj5uoqhxzwons3bo8a,1,60.6,89.0,2025-03-22T22:43:08.068Z,2025-03-22T22:43:11Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5596214313,212,17.2,5596214311,141,70.2,5596214315,213,3.98,5596214307,56,Back,5596214309,140,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974775,672,1,2,77,8,bk3zg8yaj5uoqhxzwons3bo8a,1,55.8,68.8,2025-03-22T22:43:11.755Z,2025-03-22T22:43:15Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596214409,213,4.65,5596214401,56,Center,5596214403,140,55.0,5596214405,141,48.1,5596214407,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974787,673,1,2,77,11,bk3zg8yaj5uoqhxzwons3bo8a,1,56.6,41.8,2025-03-22T22:43:15.259Z,2025-03-22T22:43:18Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596214453,141,64.0,5596214451,140,54.4,5596214455,212,15.3,5596214457,213,1.72,5596214449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974795,674,1,2,77,14,bk3zg8yaj5uoqhxzwons3bo8a,1,54.6,63.1,2025-03-22T22:43:17.971Z,2025-03-22T22:43:21Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596214497,213,5.63,5596214495,212,11.6,5596214489,56,Center,5596214493,141,52.8,5596214491,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974797,675,1,2,77,17,bk3zg8yaj5uoqhxzwons3bo8a,0,63.5,53.0,2025-03-22T22:43:21.219Z,2025-03-22T22:43:22Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5596214513,213,5.21,5596214511,212,41.8,5596214515,1,,5596214509,141,0.0,5596214503,155,,5596214507,140,82.5,5596214505,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974811,523,5,2,77,18,5h878vnmkbuy2ummddprusxgq,1,16.4,100.7,2025-03-22T22:43:22.327Z,2025-03-22T22:52:28Z,9qjkqhlworzz3lk1o6nc191ih,F. López,,,5596214575,233,676,5596214569,56,Back,5596214571,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974799,676,5,2,77,18,bk3zg8yaj5uoqhxzwons3bo8a,0,83.6,-0.7,2025-03-22T22:43:22.327Z,2025-03-22T22:52:29Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5596214517,56,Right,5596214583,233,523,5596214519,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974847,524,1,2,77,38,5h878vnmkbuy2ummddprusxgq,1,17.5,100.0,2025-03-22T22:43:42.286Z,2025-03-22T22:43:46Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5596214767,140,36.9,5596214765,56,Back,5596214763,107,,5596214773,213,5.83,5596214771,212,22.6,5596214769,141,86.3,5596214775,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974849,525,1,2,77,43,5h878vnmkbuy2ummddprusxgq,0,41.9,82.4,2025-03-22T22:43:46.565Z,2025-03-22T22:43:49Z,9qjkqhlworzz3lk1o6nc191ih,F. López,,,5596214785,212,1.5,5596214787,213,5.23,5596214783,141,80.5,5596214781,140,42.6,5596214779,56,Back,5596214817,286,,5596214813,233,678,5596214811,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974853,678,74,2,77,43,bk3zg8yaj5uoqhxzwons3bo8a,1,61.9,16.7,2025-03-22T22:43:46.566Z,2025-03-22T22:52:36Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5596214831,233,525,5596214809,285,,5596214807,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974875,680,1,2,77,47,bk3zg8yaj5uoqhxzwons3bo8a,1,52.1,19.5,2025-03-22T22:43:50.621Z,2025-03-22T22:43:57Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5596214939,213,1.61,5596214933,140,51.2,5596214931,56,Center,5596214937,212,25.9,5596214935,141,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974877,681,61,2,77,53,bk3zg8yaj5uoqhxzwons3bo8a,1,66.1,64.9,2025-03-22T22:43:57.344Z,2025-03-22T22:43:57Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5596214943,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974881,682,1,2,77,54,bk3zg8yaj5uoqhxzwons3bo8a,1,68.7,70.5,2025-03-22T22:43:58.187Z,2025-03-22T22:44:00Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5596214979,141,92.7,5596214983,213,0.90,5596214981,212,19.3,5596214975,56,Left,5596214977,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974887,683,1,2,77,56,bk3zg8yaj5uoqhxzwons3bo8a,0,79.1,90.6,2025-03-22T22:43:59.899Z,2025-03-25T13:25:16Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5599925045,223,,5599925047,20,,5596215011,141,56.2,5596215013,212,25.4,5596215015,213,5.11,5596215009,140,88.5,5596215003,2,,5596215007,56,Center,5596215005,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974889,526,12,2,77,58,5h878vnmkbuy2ummddprusxgq,1,12.4,46.9,2025-03-22T22:44:01.805Z,2025-03-22T22:44:03Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5596215019,140,41.4,5596215017,56,Back,5596215027,15,,5596215025,213,6.09,5596215021,141,38.3,5596215023,212,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974901,684,1,2,78,0,bk3zg8yaj5uoqhxzwons3bo8a,1,57.9,65.5,2025-03-22T22:44:03.723Z,2025-03-22T22:44:07Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596215067,56,Center,5596215071,141,41.0,5596215073,212,17.0,5596215069,140,61.3,5596215075,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974907,685,1,2,78,3,bk3zg8yaj5uoqhxzwons3bo8a,1,63.0,36.6,2025-03-22T22:44:07.114Z,2025-03-22T22:44:08Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596215099,56,Center,5596215107,213,0.36,5596215105,212,9.0,5596215101,140,71.0,5596215103,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974911,686,1,2,78,4,bk3zg8yaj5uoqhxzwons3bo8a,1,71.0,41.3,2025-03-22T22:44:08.291Z,2025-03-22T22:44:09Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5596215127,140,67.7,5596215145,156,,5596215125,56,Center,5596215129,141,54.3,5596215133,213,1.94,5596215131,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974925,687,1,2,78,7,bk3zg8yaj5uoqhxzwons3bo8a,0,68.6,55.1,2025-03-22T22:44:11.307Z,2025-03-22T22:44:12Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5596215207,140,94.3,5596215205,56,Center,5596215203,155,,5596215209,141,44.0,5596215211,212,28.0,5596215213,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974929,527,11,2,78,10,5h878vnmkbuy2ummddprusxgq,1,6.7,54.2,2025-03-22T22:44:13.589Z,2025-03-25T13:25:52Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5599925445,88,,5599925443,56,Back,5599925461,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974933,528,1,2,78,10,5h878vnmkbuy2ummddprusxgq,1,12.3,55.8,2025-03-22T22:44:14.164Z,2025-03-22T22:44:15Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5596215253,287,,5596215249,213,0.59,5596215241,56,Back,5596215243,140,36.0,5596215245,141,80.3,5596215247,212,29.9,5596215239,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974967,529,1,2,78,18,5h878vnmkbuy2ummddprusxgq,1,77.3,68.4,2025-03-22T22:44:21.780Z,2025-03-22T22:44:25Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5596215409,213,0.33,5596215401,56,Center,5596215403,140,94.1,5596215405,141,77.2,5596215407,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974971,530,1,2,78,21,5h878vnmkbuy2ummddprusxgq,0,92.5,70.9,2025-03-22T22:44:25.213Z,2025-03-22T22:44:26Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5596215449,213,5.07,5596215445,141,38.0,5596215447,212,23.9,5596215441,56,Center,5596215443,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790975085,531,5,2,78,22,5h878vnmkbuy2ummddprusxgq,0,100.7,35.6,2025-03-22T22:44:26.105Z,2025-03-22T22:52:30Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5596216041,346,,5596216039,56,Center,5596216073,233,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974979,688,5,2,78,22,bk3zg8yaj5uoqhxzwons3bo8a,1,-0.7,64.4,2025-03-22T22:44:26.105Z,2025-03-22T22:52:29Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5596216047,233,531,5596215477,56,Back,5596215479,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790975089,532,27,2,79,1,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-22T22:45:04.693Z,2025-03-22T22:46:42Z,,,,,5596216051,41,Injury,5596216053,53,6fgxgq77v66va16tcuqvyn6x,5596218003,233,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974475,654,27,2,79,1,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-22T22:45:04.693Z,2025-03-22T22:46:42Z,,,,,5596217997,233,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790975183,533,28,2,79,28,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-22T22:45:31.598Z,2025-03-22T22:46:44Z,,,,,5596216575,55,532,5596218081,233,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790974501,655,28,2,79,28,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-22T22:45:31.598Z,2025-03-22T22:46:44Z,,,,,5596218067,233,533,5596212895,55,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790975193,689,1,2,79,28,bk3zg8yaj5uoqhxzwons3bo8a,1,3.9,46.3,2025-03-22T22:45:32.153Z,2025-03-22T22:45:34Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5596216637,237,,5596216629,141,29.8,5596216633,213,5.84,5596216631,212,26.2,5596216627,140,26.4,5596216625,56,Back,5596216623,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790975205,690,1,2,79,31,bk3zg8yaj5uoqhxzwons3bo8a,1,31.0,28.0,2025-03-22T22:45:34.737Z,2025-03-22T22:45:37Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596216699,212,29.4,5596216693,56,Right,5596216697,141,6.2,5596216695,140,55.2,5596216701,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790975223,691,1,2,79,33,bk3zg8yaj5uoqhxzwons3bo8a,1,57.4,5.5,2025-03-22T22:45:36.897Z,2025-03-22T22:45:44Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5596216825,141,19.5,5596216827,212,13.2,5596216823,140,48.7,5596216821,56,Back,5596216829,213,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790975241,692,1,2,79,40,bk3zg8yaj5uoqhxzwons3bo8a,1,60.5,21.3,2025-03-22T22:45:44.330Z,2025-03-22T22:45:49Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596216929,213,5.40,5596216925,141,5.8,5596216927,212,13.6,5596216923,140,68.7,5596216921,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790975263,693,1,2,79,45,bk3zg8yaj5uoqhxzwons3bo8a,1,68.1,11.4,2025-03-22T22:45:48.892Z,2025-03-22T22:45:52Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5596217059,141,10.4,5596217061,212,12.2,5596217063,213,6.23,5596217057,140,79.7,5596217055,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
