id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2800350961,642,1,2,66,31,e3k8yw2rbmphyfu5htn4yi5jk,1,49.1,43.6,2025-04-13T01:03:48.126Z,2025-04-13T01:23:02Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647721827,56,Center,5647721835,213,5.41,5647721831,141,28.2,5647721833,212,13.7,5647721829,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800350995,643,1,2,66,32,e3k8yw2rbmphyfu5htn4yi5jk,0,57.5,28.2,2025-04-13T01:03:48.317Z,2025-04-13T01:22:50Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647722015,1,,5647722005,56,Center,5647722007,140,80.6,5647722009,141,60.6,5647722011,212,32.8,5647722003,155,,5647722013,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800350985,459,12,2,66,35,224tl8u2smnbyliroayk69nt0,1,25.2,43.3,2025-04-13T01:03:51.238Z,2025-04-13T01:37:24Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5647721941,212,10.4,5647721937,140,34.2,5647721943,213,5.85,5647721979,15,,5647721935,56,Back,5647721939,141,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351005,460,12,2,66,37,224tl8u2smnbyliroayk69nt0,1,34.2,36.6,2025-04-13T01:03:53.478Z,2025-04-13T01:03:59Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5647722081,212,1.8,5647722079,141,34.0,5647722083,213,4.89,5647722089,15,,5647722075,56,Back,5647722077,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351051,461,1,2,66,42,224tl8u2smnbyliroayk69nt0,0,34.2,33.7,2025-04-13T01:03:58.944Z,2025-04-13T01:04:15Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647722371,213,0.48,5647722373,1,,5647722365,140,34.7,5647722367,141,34.1,5647722369,212,0.6,5647722361,157,,5647722363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351075,644,1,2,66,43,e3k8yw2rbmphyfu5htn4yi5jk,1,63.0,44.0,2025-04-13T01:03:59.365Z,2025-04-13T01:24:54Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647722509,141,42.7,5647722513,213,6.21,5647722511,212,12.0,5647722505,56,Center,5647722507,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351391,645,1,2,66,50,e3k8yw2rbmphyfu5htn4yi5jk,1,75.6,46.3,2025-04-13T01:04:06.277Z,2025-04-13T01:24:42Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,1.0,5647724409,56,Center,5647743983,210,16,5647724413,141,39.8,5647724411,140,73.1,5647810529,168,,5647724415,212,5.1,5647743985,154,,5647743987,22,,5647724417,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351395,646,16,2,66,51,e3k8yw2rbmphyfu5htn4yi5jk,1,76.6,40.1,2025-04-13T01:04:08.101Z,2025-04-13T01:09:42Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647726855,230,98.0,5647724433,22,,5647726843,29,,5647726445,375,66:50.357,5647726851,102,46.8,5647726435,20,,5647726847,55,645,5647724437,56,Center,5647726857,231,48.7,5647726439,374,2025-04-13 02:04:06.572,5647726841,81,,5647726853,103,26.6,5647726845,154,5647724435,18,,,,,,,,,,,,,,
2800351439,462,1,2,67,35,224tl8u2smnbyliroayk69nt0,1,49.8,49.5,2025-04-13T01:04:51.231Z,2025-04-13T01:10:17Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647746635,279,G,5647724695,56,Back,5647724697,140,32.4,5647724699,141,68.1,5647724703,213,2.54,5647724701,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351449,463,1,2,67,36,224tl8u2smnbyliroayk69nt0,1,32.2,69.3,2025-04-13T01:04:52.366Z,2025-04-13T01:04:53Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5647724757,56,Back,5647724765,212,12.6,5647724759,140,29.5,5647724763,141,51.2,5647724767,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351489,464,1,2,67,36,224tl8u2smnbyliroayk69nt0,1,29.2,50.8,2025-04-13T01:04:52.992Z,2025-04-13T01:04:57Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647725019,141,25.4,5647725013,56,Back,5647725021,212,17.3,5647725017,140,28.8,5647725023,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351501,465,1,2,67,41,224tl8u2smnbyliroayk69nt0,0,28.8,25.2,2025-04-13T01:04:57.399Z,2025-04-13T01:05:00Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5647725093,141,30.7,5647725091,140,68.6,5647725101,213,0.09,5647725087,155,,5647725089,56,Center,5647725097,212,42.0,5647725105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351513,647,44,2,67,43,e3k8yw2rbmphyfu5htn4yi5jk,1,28.7,72.5,2025-04-13T01:04:59.558Z,2025-04-13T02:01:13Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647725155,285,,5647725153,56,Back,5647725243,233,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351507,466,44,2,67,43,224tl8u2smnbyliroayk69nt0,0,71.3,27.5,2025-04-13T01:04:59.559Z,2025-04-13T02:01:13Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647725119,56,Center,5647725263,233,647,5647725121,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351545,648,1,2,67,44,e3k8yw2rbmphyfu5htn4yi5jk,0,24.1,77.9,2025-04-13T01:05:00.477Z,2025-04-13T01:05:02Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647725347,140,37.4,5647725353,213,0.24,5647725345,56,Back,5647725351,212,14.4,5647725343,3,,5647725349,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800367933,839,1,2,67,45,e3k8yw2rbmphyfu5htn4yi5jk,1,30.3,91.2,2025-04-13T01:05:01.416Z,2025-04-13T01:30:08Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647832261,212,11.6,5647832255,56,Back,5647832263,213,3.49,5647832257,140,19.9,5647832259,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800367943,840,1,2,67,46,e3k8yw2rbmphyfu5htn4yi5jk,1,18.5,88.5,2025-04-13T01:05:02.608Z,2025-04-13T01:30:23Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647833305,213,6.04,5647833291,155,,5647833303,212,16.2,5647833295,56,Back,5647833301,141,82.8,5647833299,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800367947,841,1,2,67,47,e3k8yw2rbmphyfu5htn4yi5jk,1,34.0,72.6,2025-04-13T01:05:03.787Z,2025-04-13T01:30:39Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647834185,213,4.83,5647834177,56,Back,5647834183,212,8.8,5647834179,140,35.0,5647834181,141,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800367957,842,43,2,67,48,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-04-13T01:05:05.112Z,2025-04-13T02:01:37Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647835181,141,28.2,5647835183,212,15.6,5647835179,140,35.8,5647835175,168,0,5647915967,144,1,5647835177,56,Back,5647835185,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351829,649,4,2,68,1,e3k8yw2rbmphyfu5htn4yi5jk,1,41.0,15.1,2025-04-13T01:05:17.398Z,2025-04-13T02:35:27Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647727071,152,,5647741031,233,467,5647727067,13,,5647904159,295,,5647727069,56,Back,5647727075,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351665,467,4,2,68,1,224tl8u2smnbyliroayk69nt0,0,59.0,84.9,2025-04-13T01:05:17.399Z,2025-04-13T02:11:05Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647741057,233,649,5647726315,295,,5647726317,56,Left,5647726321,285,,5647726319,152,,5647726313,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351873,650,1,2,68,18,e3k8yw2rbmphyfu5htn4yi5jk,1,41.0,16.4,2025-04-13T01:05:35.190Z,2025-04-13T01:05:37Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647727227,152,,5647727225,5,,5647727237,141,44.0,5647727239,212,19.3,5647727241,213,1.81,5647727233,140,36.6,5647727229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351901,651,1,2,68,21,e3k8yw2rbmphyfu5htn4yi5jk,1,36.6,44.0,2025-04-13T01:05:37.702Z,2025-04-13T01:05:40Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647727387,140,40.1,5647727385,56,Back,5647727391,212,19.4,5647727389,141,72.0,5647727393,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351909,652,1,2,68,23,e3k8yw2rbmphyfu5htn4yi5jk,1,40.1,72.0,2025-04-13T01:05:39.941Z,2025-04-13T01:05:41Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647727447,56,Left,5647727455,213,0.33,5647727451,141,80.9,5647727449,140,57.2,5647727453,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351937,653,1,2,68,24,e3k8yw2rbmphyfu5htn4yi5jk,1,57.2,80.9,2025-04-13T01:05:40.901Z,2025-04-13T01:05:44Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647727631,141,60.9,5647727633,212,17.6,5647727629,140,67.8,5647727627,56,Center,5647727635,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351957,654,1,2,68,28,e3k8yw2rbmphyfu5htn4yi5jk,1,69.0,57.6,2025-04-13T01:05:44.221Z,2025-04-13T01:05:46Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5647727775,56,Center,5647727777,140,62.7,5647727785,213,4.05,5647727781,212,10.7,5647727779,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800351987,655,1,2,68,29,e3k8yw2rbmphyfu5htn4yi5jk,1,63.0,44.8,2025-04-13T01:05:46.182Z,2025-04-13T01:05:48Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647727937,56,Center,5647727947,141,24.9,5647727953,213,5.46,5647727951,212,18.5,5647727943,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352003,656,1,2,68,32,e3k8yw2rbmphyfu5htn4yi5jk,0,76.4,23.1,2025-04-13T01:05:48.453Z,2025-04-13T01:05:49Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647728023,212,5.6,5647728011,56,Center,5647728027,213,0.15,5647728019,141,24.3,5647728015,140,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352249,468,12,2,68,33,224tl8u2smnbyliroayk69nt0,1,11.0,60.1,2025-04-13T01:05:49.798Z,2025-04-13T01:06:13Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647729499,212,22.0,5647729495,140,27.3,5647729501,213,5.60,5647729497,141,39.7,5647729493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352095,657,1,2,68,39,e3k8yw2rbmphyfu5htn4yi5jk,1,63.8,54.3,2025-04-13T01:05:55.278Z,2025-04-13T01:05:57Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647728575,140,69.9,5647728577,141,68.1,5647728579,212,11.4,5647728581,213,0.97,5647728571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352101,658,1,2,68,40,e3k8yw2rbmphyfu5htn4yi5jk,1,69.9,68.1,2025-04-13T01:05:57.165Z,2025-04-13T01:05:58Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647728631,212,11.5,5647728625,56,Left,5647728633,213,1.04,5647728629,141,82.7,5647728627,140,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352143,659,1,2,68,42,e3k8yw2rbmphyfu5htn4yi5jk,1,75.5,82.7,2025-04-13T01:05:58.614Z,2025-04-13T01:06:03Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647728867,212,8.1,5647728863,140,80.0,5647728861,56,Left,5647728865,141,92.4,5647728869,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352167,660,1,2,68,47,e3k8yw2rbmphyfu5htn4yi5jk,1,75.0,93.3,2025-04-13T01:06:03.414Z,2025-04-13T01:33:47Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5647728995,140,67.5,5647729001,213,3.24,5647728999,212,7.9,5647728997,141,92.1,5647728993,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352187,661,1,2,68,50,e3k8yw2rbmphyfu5htn4yi5jk,1,67.5,92.1,2025-04-13T01:06:06.749Z,2025-04-13T01:06:08Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647729135,141,72.1,5647729139,212,18.2,5647729129,56,Center,5647729133,140,56.0,5647729143,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352223,662,1,2,68,51,e3k8yw2rbmphyfu5htn4yi5jk,1,56.0,72.1,2025-04-13T01:06:08.134Z,2025-04-13T01:06:10Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647729369,213,4.68,5647729357,56,Center,5647729361,141,50.9,5647729359,140,55.6,5647729367,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352273,663,1,2,68,53,e3k8yw2rbmphyfu5htn4yi5jk,1,55.6,50.9,2025-04-13T01:06:10.126Z,2025-04-13T01:06:14Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647729631,141,52.7,5647729633,212,19.3,5647729629,140,73.9,5647729627,56,Center,5647729635,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352277,664,4,2,68,57,e3k8yw2rbmphyfu5htn4yi5jk,1,70.8,42.0,2025-04-13T01:06:13.261Z,2025-04-13T01:34:35Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5647729727,56,Center,5647729745,233,469,5647729723,13,,5647729731,265,,5647729729,152,,5647729733,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352257,469,4,2,68,57,224tl8u2smnbyliroayk69nt0,0,29.2,58.0,2025-04-13T01:06:13.262Z,2025-04-13T01:06:20Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5647729779,233,664,5647729569,265,,5647729563,13,,5647729565,56,Back,5647729571,285,,5647729567,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352799,665,14,2,69,42,e3k8yw2rbmphyfu5htn4yi5jk,1,73.9,45.4,2025-04-13T01:06:58.970Z,2025-04-13T04:24:48Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647737391,458,,5647732783,56,Center,5647732779,26,,5647737387,102,44.6,5648172391,75,,5647737389,103,25.9,5648172397,231,48.6,5647732781,18,,5648172393,230,99.0,5647737175,72,,,,,,,,,,,,,,,,,,,,,,,,,
2800352881,471,43,2,69,42,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-04-13T01:06:59.070Z,2025-04-13T04:24:52Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5647733343,56,Back,5647733751,174,0,5647733339,182,0,5647733335,178,0,5648178005,144,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352919,666,15,2,69,51,e3k8yw2rbmphyfu5htn4yi5jk,1,97.3,35.2,2025-04-13T01:07:07.394Z,2025-04-13T02:24:20Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5647733555,56,Center,5647745221,103,5.1,5647745225,146,98.8,5647745255,233,470,5647854249,24,,5647745217,80,,5647745223,458,,5647733553,62,,5647745031,20,,5647745219,102,47.1,5647745227,147,42.8,,,,,,,,,,,,,,,,,,,,,
2800352873,470,10,2,69,51,224tl8u2smnbyliroayk69nt0,1,0.6000000000000001,55.3,2025-04-13T01:07:07.494Z,2025-04-13T01:34:58Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5647733315,178,,5647745267,233,666,5647733589,174,,5647733319,56,Back,5647733317,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800352895,472,6,2,69,52,224tl8u2smnbyliroayk69nt0,0,2.4,56.0,2025-04-13T01:07:08.255Z,2025-04-13T01:47:23Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5647733473,56,Back,5647741883,233,667,5647733475,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353041,667,6,2,69,52,e3k8yw2rbmphyfu5htn4yi5jk,1,97.6,44.0,2025-04-13T01:07:08.255Z,2025-04-13T01:47:22Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647734485,56,Center,5647741873,233,472,5647734487,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353257,670,1,2,70,18,e3k8yw2rbmphyfu5htn4yi5jk,0,99.5,0.5,2025-04-13T01:07:35.006Z,2025-04-13T01:07:38Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647735559,212,49.1,5647735547,6,,5647735551,223,,5647735545,2,,5647735553,56,Center,5647735561,213,1.55,5647735555,140,100.0,5647735605,1,,5647735549,155,,5647735557,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,
2800353353,473,5,2,70,21,224tl8u2smnbyliroayk69nt0,1,-0.8,32.3,2025-04-13T01:07:37.959Z,2025-04-13T01:47:05Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5647736101,189,,5647736083,346,,5647737199,233,671,5647736081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353515,671,5,2,70,21,e3k8yw2rbmphyfu5htn4yi5jk,0,100.8,67.7,2025-04-13T01:07:37.959Z,2025-04-13T01:47:06Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647737087,346,,5647737215,233,473,5647737081,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353591,474,1,2,70,46,224tl8u2smnbyliroayk69nt0,1,4.6,47.4,2025-04-13T01:08:02.494Z,2025-04-13T01:08:06Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5647737535,140,62.1,5647737537,141,44.6,5647737549,74,,5647737539,212,60.4,5647737541,213,6.25,5647737533,56,Center,5647737543,1,,5647737531,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353599,475,1,2,70,49,224tl8u2smnbyliroayk69nt0,0,62.1,44.6,2025-04-13T01:08:06.174Z,2025-04-13T01:08:06Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647737583,56,Center,5647737581,3,,5647737589,212,2.2,5647737587,141,47.7,5647737585,140,61.6,5647737591,213,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353617,672,1,2,70,50,e3k8yw2rbmphyfu5htn4yi5jk,1,24.1,46.1,2025-04-13T01:08:06.958Z,2025-04-13T01:08:08Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647737719,141,54.8,5647737715,56,Back,5647737723,213,0.75,5647737717,140,30.2,5647737721,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353629,673,1,2,70,52,e3k8yw2rbmphyfu5htn4yi5jk,1,30.2,52.4,2025-04-13T01:08:08.350Z,2025-04-13T01:08:09Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647737787,141,43.4,5647737783,56,Back,5647737789,212,8.7,5647737785,140,24.3,5647737791,213,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353639,674,1,2,70,52,e3k8yw2rbmphyfu5htn4yi5jk,0,24.3,43.4,2025-04-13T01:08:09.165Z,2025-04-13T01:08:10Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647737879,140,25.7,5647737883,212,14.4,5647737881,141,22.4,5647737885,213,4.81,5647737877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353675,476,3,2,70,56,224tl8u2smnbyliroayk69nt0,0,66.1,80.8,2025-04-13T01:08:12.542Z,2025-04-13T01:08:13Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647738069,56,Left,5647738071,286,,5647738095,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353695,675,50,2,70,58,e3k8yw2rbmphyfu5htn4yi5jk,1,19.4,9.4,2025-04-13T01:08:14.743Z,2025-04-13T01:08:21Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647738161,56,Back,5647738163,285,,5647738341,233,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353717,477,7,2,70,58,224tl8u2smnbyliroayk69nt0,1,80.6,90.6,2025-04-13T01:08:14.744Z,2025-04-13T01:08:20Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647738265,286,,5647738289,233,675,5647738261,167,,5647738263,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353779,478,5,2,71,0,224tl8u2smnbyliroayk69nt0,0,85.0,101.8,2025-04-13T01:08:17.119Z,2025-04-13T01:47:06Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647738713,233,676,5647738617,56,Left,5647738619,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353763,676,5,2,71,0,e3k8yw2rbmphyfu5htn4yi5jk,1,15.0,-1.8,2025-04-13T01:08:17.119Z,2025-04-13T01:47:06Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647738515,347,,5647738691,233,478,5647738513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353783,677,1,2,71,3,e3k8yw2rbmphyfu5htn4yi5jk,1,14.2,0.0,2025-04-13T01:08:19.910Z,2025-04-13T01:08:21Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647738631,141,15.2,5647738625,107,,5647738629,140,12.9,5647738633,212,11.8,5647738627,56,Back,5647738635,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353801,678,1,2,71,5,e3k8yw2rbmphyfu5htn4yi5jk,1,12.9,15.2,2025-04-13T01:08:21.238Z,2025-04-13T01:08:23Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647738787,140,14.1,5647738785,56,Back,5647738791,212,7.3,5647738793,213,4.89,5647738789,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353817,679,1,2,71,6,e3k8yw2rbmphyfu5htn4yi5jk,0,14.1,4.7,2025-04-13T01:08:22.959Z,2025-04-13T01:08:24Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647738863,56,Back,5647738861,157,,5647738869,212,29.2,5647738867,141,44.0,5647738865,140,25.4,5647738873,1,,5647738871,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353863,479,61,2,71,11,224tl8u2smnbyliroayk69nt0,0,68.0,74.6,2025-04-13T01:08:27.302Z,2025-04-13T01:08:47Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647739157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353927,680,1,2,71,12,e3k8yw2rbmphyfu5htn4yi5jk,1,17.9,39.2,2025-04-13T01:08:28.926Z,2025-04-13T01:08:32Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647739449,141,23.3,5647739453,213,5.10,5647739451,212,11.7,5647739445,56,Back,5647739447,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353877,480,83,2,71,12,224tl8u2smnbyliroayk69nt0,0,67.9,74.4,2025-04-13T01:08:29.046Z,2025-04-13T01:08:49Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647739691,399,5jigl7kp5d2i5ws1602jm7n1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353967,681,1,2,71,16,e3k8yw2rbmphyfu5htn4yi5jk,1,26.5,37.0,2025-04-13T01:08:32.478Z,2025-04-13T01:08:36Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5647739635,56,Back,5647739637,140,25.6,5647739639,141,19.2,5647739641,212,12.1,5647739643,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353939,481,43,2,71,18,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-04-13T01:08:34.296Z,2025-04-13T01:08:37Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647739495,56,Center,5647739793,144,50,5647739497,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800353971,682,4,2,71,19,e3k8yw2rbmphyfu5htn4yi5jk,1,31.4,23.2,2025-04-13T01:08:35.645Z,2025-04-13T01:08:40Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647739725,152,,5647739719,13,,5647739775,233,482,5647739729,285,,5647739727,265,,5647739723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
