id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/17/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2785903499,720,1,2,82,8,2iwybwokic7nmr1t33abdbjoq,1,48.0,37.3,2025-03-09T03:47:29.131Z,2025-03-09T03:47:31Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,5568390971,213,2.37,5568390965,140,34.8,5568390967,141,57.0,5568390963,56,Back,5568390969,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903533,721,1,2,82,10,2iwybwokic7nmr1t33abdbjoq,1,34.8,57.0,2025-03-09T03:47:31.060Z,2025-03-09T03:47:34Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568391133,213,4.85,5568391131,212,16.1,5568391129,141,33.5,5568391121,56,Back,5568391125,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903579,722,1,2,82,13,2iwybwokic7nmr1t33abdbjoq,1,38.4,35.4,2025-03-09T03:47:34.124Z,2025-03-09T03:47:39Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568391349,56,Back,5568391351,140,38.2,5568391353,141,74.9,5568391355,212,26.9,5568391357,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903625,723,1,2,82,18,2iwybwokic7nmr1t33abdbjoq,1,46.3,79.0,2025-03-09T03:47:39.428Z,2025-03-09T03:47:43Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,5568391597,140,65.2,5568391595,56,Left,5568391599,141,79.9,5568391601,212,19.9,5568391603,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903629,724,61,2,82,23,2iwybwokic7nmr1t33abdbjoq,0,65.2,79.9,2025-03-09T03:47:43.748Z,2025-03-09T03:47:44Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,5568391619,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903695,521,1,2,82,29,aj8ytsr2ap33tod0hd8ofzaw9,1,22.1,15.0,2025-03-09T03:47:50Z,2025-03-09T03:47:51Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,5568391929,56,Back,5568391935,212,4.5,5568391937,213,5.19,5568391933,141,9.1,5568391931,140,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903705,522,1,2,82,30,aj8ytsr2ap33tod0hd8ofzaw9,1,24.1,9.1,2025-03-09T03:47:51.424Z,2025-03-09T03:47:52Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5568391969,212,4.8,5568391963,56,Back,5568391967,141,11.9,5568391965,140,19.9,5568391971,213,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903713,523,1,2,82,30,aj8ytsr2ap33tod0hd8ofzaw9,0,19.9,11.9,2025-03-09T03:47:51.609Z,2025-03-09T04:22:52Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,5568392001,56,Back,5568392003,140,23.6,5568392005,141,12.3,5568392007,212,3.9,5568392009,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903697,725,61,2,82,31,2iwybwokic7nmr1t33abdbjoq,1,85.8,89.6,2025-03-09T03:47:51.741Z,2025-03-09T03:47:51Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,5568391943,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903753,726,1,2,82,33,2iwybwokic7nmr1t33abdbjoq,1,74.9,85.5,2025-03-09T03:47:53.956Z,2025-03-09T03:47:57Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,5568392239,56,Left,5568392241,140,81.4,5568392243,141,92.9,5568392247,213,0.64,5568392245,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903747,524,83,2,82,35,aj8ytsr2ap33tod0hd8ofzaw9,0,36.6,10.3,2025-03-09T03:47:56.625Z,2025-03-09T03:48:14Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5568392749,399,3csngjh4kjgpkfayppiwfbw2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903799,728,1,2,82,40,2iwybwokic7nmr1t33abdbjoq,0,74.1,91.1,2025-03-09T03:48:00.995Z,2025-03-09T03:48:02Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,5568392453,212,34.8,5568392443,2,,5568392451,141,51.5,5568392455,213,5.40,5568392457,1,,5568392445,155,,5568392447,56,Center,5568392449,140,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903825,525,12,2,82,42,aj8ytsr2ap33tod0hd8ofzaw9,1,9.3,40.6,2025-03-09T03:48:03.584Z,2025-03-09T03:48:06Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,5568392561,15,,5568392549,140,0.0,5568392553,212,11.9,5568392551,141,33.4,5568392555,213,3.57,5568392547,56,Back,5568392591,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903835,526,6,2,82,44,aj8ytsr2ap33tod0hd8ofzaw9,0,1.2,39.1,2025-03-09T03:48:05.348Z,2025-03-09T04:11:01Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,5568392691,56,Back,5568392693,73,,5568392703,233,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785903831,729,6,2,82,44,2iwybwokic7nmr1t33abdbjoq,1,98.8,60.9,2025-03-09T03:48:05.348Z,2025-03-09T04:11:01Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,5568392659,73,,5568392657,56,Center,5568392699,233,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904173,730,1,2,83,7,2iwybwokic7nmr1t33abdbjoq,0,99.3,99.3,2025-03-09T03:48:27.708Z,2025-03-09T04:22:50Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,5568394113,56,Center,5568394117,140,100.0,5568394109,224,,5568394123,213,4.75,5568394107,155,,5568394121,212,24.6,5568394105,6,,5568394103,2,,5568394119,141,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904433,527,5,2,83,20,aj8ytsr2ap33tod0hd8ofzaw9,1,-1.2,50.2,2025-03-09T03:48:41.380Z,2025-03-09T04:30:28Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5568395381,346,,5568444029,233,731,5568395379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904203,731,5,2,83,20,2iwybwokic7nmr1t33abdbjoq,0,101.2,49.8,2025-03-09T03:48:41.380Z,2025-03-09T04:30:28Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568444049,233,527,5568394293,56,Center,5568394295,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904487,528,1,2,83,52,aj8ytsr2ap33tod0hd8ofzaw9,0,4.6,57.5,2025-03-09T03:49:12.640Z,2025-03-09T03:49:18Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5568395659,56,Center,5568395673,74,,5568395663,141,75.0,5568395661,140,58.8,5568395665,212,58.1,5568395667,213,0.21,5568395669,1,,5568395657,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904491,529,44,2,83,56,aj8ytsr2ap33tod0hd8ofzaw9,1,60.4,73.7,2025-03-09T03:49:17.248Z,2025-03-09T04:11:17Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,5568396037,233,732,5568395693,56,Center,5568395695,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904499,732,44,2,83,56,2iwybwokic7nmr1t33abdbjoq,0,39.6,26.3,2025-03-09T03:49:17.249Z,2025-03-09T04:11:18Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,5568395759,56,Back,5568396049,233,529,5568395761,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904497,530,1,2,83,56,aj8ytsr2ap33tod0hd8ofzaw9,0,58.8,75.0,2025-03-09T03:49:17.361Z,2025-03-09T04:22:28Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,5568395749,141,75.4,5568395739,3,,5568395747,140,59.5,5568395743,56,Center,5568395753,213,0.35,5568395741,168,,5568395751,212,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904505,733,61,2,83,59,2iwybwokic7nmr1t33abdbjoq,1,38.6,27.1,2025-03-09T03:49:19.925Z,2025-03-09T03:49:20Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,5568395795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904539,734,1,2,84,0,2iwybwokic7nmr1t33abdbjoq,1,34.5,41.1,2025-03-09T03:49:20.755Z,2025-03-09T04:59:33Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,5568395939,56,Back,5568395941,140,41.9,5568395943,141,35.7,5568395947,213,5.84,5568395945,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904571,736,1,2,84,2,2iwybwokic7nmr1t33abdbjoq,1,42.1,35.9,2025-03-09T03:49:23.187Z,2025-03-09T03:49:26Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,5568396095,213,1.53,5568396091,141,68.5,5568396093,212,22.2,5568396089,140,43.0,5568396087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904635,737,1,2,84,6,2iwybwokic7nmr1t33abdbjoq,1,56.1,73.5,2025-03-09T03:49:27.043Z,2025-03-09T03:49:34Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,5568396409,56,Left,5568396419,141,92.8,5568396413,140,71.5,5568396421,212,20.8,5568396423,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904673,738,1,2,84,13,2iwybwokic7nmr1t33abdbjoq,0,87.8,93.7,2025-03-09T03:49:34.403Z,2025-03-09T03:49:37Z,6m158yzashjy4y3dcbresua22,D. Johnson,,5568396559,56,Center,5568396563,141,40.4,5568396561,140,100.0,5568396565,212,38.9,5568396567,213,5.08,5568396569,1,,5568396557,155,,5568396555,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904843,531,5,2,84,14,aj8ytsr2ap33tod0hd8ofzaw9,1,-1.0,59.0,2025-03-09T03:49:34.944Z,2025-03-09T04:30:29Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,5568397325,56,Back,5568397327,346,,5568398175,233,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905021,739,5,2,84,14,2iwybwokic7nmr1t33abdbjoq,0,101.0,41.0,2025-03-09T03:49:34.944Z,2025-03-09T04:30:29Z,6m158yzashjy4y3dcbresua22,D. Johnson,,5568398169,56,Center,5568398171,346,,5568398183,233,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905005,532,1,2,84,45,aj8ytsr2ap33tod0hd8ofzaw9,0,3.5,57.9,2025-03-09T03:50:06.032Z,2025-03-09T03:50:12Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5568398109,141,88.3,5568398113,213,0.43,5568398111,212,49.1,5568398115,1,,5568398119,74,,5568398107,140,45.9,5568398105,56,Back,5568398103,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905023,740,44,2,84,50,2iwybwokic7nmr1t33abdbjoq,1,56.4,15.5,2025-03-09T03:50:11.304Z,2025-03-09T04:59:37Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568398187,56,Right,5568398237,233,533,5568398189,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905011,533,44,2,84,50,aj8ytsr2ap33tod0hd8ofzaw9,0,43.6,84.5,2025-03-09T03:50:11.305Z,2025-03-09T04:11:19Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5568398261,233,740,5568398135,285,,5568398133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905027,741,1,2,84,51,2iwybwokic7nmr1t33abdbjoq,0,60.1,22.0,2025-03-09T03:50:11.793Z,2025-03-09T04:22:20Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568398209,140,73.0,5568398211,141,0.0,5568398213,212,20.7,5568398207,56,Right,5568398205,3,,5568398215,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905083,534,5,2,84,53,aj8ytsr2ap33tod0hd8ofzaw9,1,32.2,101.0,2025-03-09T03:50:14.051Z,2025-03-09T04:30:29Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5568398521,233,742,5568398501,56,Back,5568398503,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905031,742,5,2,84,53,2iwybwokic7nmr1t33abdbjoq,0,67.8,-1.0,2025-03-09T03:50:14.051Z,2025-03-09T04:30:30Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568398221,56,Right,5568398571,233,534,5568398223,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905111,535,1,2,85,0,aj8ytsr2ap33tod0hd8ofzaw9,0,40.9,100.0,2025-03-09T03:50:20.680Z,2025-03-09T03:50:25Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5568398681,56,Left,5568398683,140,61.6,5568398685,141,89.4,5568398687,212,23.1,5568398679,107,,5568398689,213,5.94,5568398691,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905119,743,44,2,85,3,2iwybwokic7nmr1t33abdbjoq,1,36.0,9.6,2025-03-09T03:50:24.415Z,2025-03-09T04:11:19Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568398707,56,Back,5568398777,233,536,5568398709,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905115,536,44,2,85,3,aj8ytsr2ap33tod0hd8ofzaw9,0,64.0,90.4,2025-03-09T03:50:24.416Z,2025-03-09T04:11:20Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5568398701,286,,5568398791,233,743,5568398699,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905127,744,1,2,85,4,2iwybwokic7nmr1t33abdbjoq,0,31.9,7.7,2025-03-09T03:50:24.875Z,2025-03-09T04:59:36Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568398765,141,9.7,5568398767,212,13.0,5568398761,56,Back,5568398763,140,44.2,5568398769,213,0.10,5568398759,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905157,745,83,2,85,5,2iwybwokic7nmr1t33abdbjoq,0,58.5,9.4,2025-03-09T03:50:26.162Z,2025-03-09T03:50:34Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,5568399131,399,9etod4kwf9f5ye7jzc5ez0e3u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905147,537,1,2,85,5,aj8ytsr2ap33tod0hd8ofzaw9,1,57.1,90.6,2025-03-09T03:50:26.520Z,2025-03-09T03:50:28Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5568398881,56,Left,5568398883,140,52.6,5568398887,212,4.7,5568398885,141,90.5,5568398889,213,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905163,538,1,2,85,7,aj8ytsr2ap33tod0hd8ofzaw9,1,47.2,89.6,2025-03-09T03:50:28.439Z,2025-03-09T03:50:29Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5568398943,213,3.38,5568398941,212,6.3,5568398935,56,Back,5568398937,140,41.4,5568398939,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905171,539,1,2,85,9,aj8ytsr2ap33tod0hd8ofzaw9,0,41.4,87.4,2025-03-09T03:50:29.650Z,2025-03-09T03:50:31Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5568398985,155,,5568398987,56,Center,5568398989,140,75.2,5568398995,213,6.02,5568398997,1,,5568398991,141,73.5,5568398993,212,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905205,746,1,2,85,12,2iwybwokic7nmr1t33abdbjoq,1,34.8,30.1,2025-03-09T03:50:32.819Z,2025-03-09T03:50:35Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568399195,212,27.5,5568399189,141,40.8,5568399187,140,60.1,5568399185,56,Center,5568399183,3,,5568399199,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905209,747,1,2,85,12,2iwybwokic7nmr1t33abdbjoq,0,60.1,40.8,2025-03-09T03:50:33.219Z,2025-03-09T04:59:34Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,5568399221,212,10.3,5568399213,3,,5568399223,213,5.28,5568399215,56,Center,5568399217,140,65.4,5568399219,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905249,540,1,2,85,14,aj8ytsr2ap33tod0hd8ofzaw9,0,41.6,68.5,2025-03-09T03:50:35.456Z,2025-03-09T03:50:39Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5568399399,212,67.0,5568399401,213,5.54,5568399403,1,,5568399397,141,1.9,5568399395,140,88.6,5568399393,56,Right,5568399391,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905323,749,1,2,85,24,2iwybwokic7nmr1t33abdbjoq,1,38.5,80.2,2025-03-09T03:50:45.203Z,2025-03-09T03:50:48Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,5568399713,56,Back,5568399721,213,4.39,5568399717,141,61.2,5568399715,140,34.4,5568399719,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905347,750,1,2,85,27,2iwybwokic7nmr1t33abdbjoq,1,36.9,57.9,2025-03-09T03:50:48.203Z,2025-03-09T03:50:51Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568399835,213,4.56,5568399829,140,33.2,5568399831,141,20.7,5568399833,212,25.6,5568399827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905365,751,1,2,85,30,2iwybwokic7nmr1t33abdbjoq,1,34.1,19.7,2025-03-09T03:50:51.387Z,2025-03-09T03:50:54Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568399909,141,20.1,5568399913,213,0.02,5568399907,140,46.5,5568399905,56,Back,5568399911,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905391,752,4,2,85,33,2iwybwokic7nmr1t33abdbjoq,1,42.0,16.6,2025-03-09T03:50:54.612Z,2025-03-09T04:10:59Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,5568400389,286,,5568400379,152,,5568400055,56,Back,5568400397,233,541,5568400385,265,,5568400373,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905377,541,4,2,85,33,aj8ytsr2ap33tod0hd8ofzaw9,0,58.0,83.4,2025-03-09T03:50:54.613Z,2025-03-09T04:10:59Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5568400249,152,,5568400401,233,752,5568400247,13,,5568400251,265,,5568400193,285,,5568400191,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905557,753,1,2,86,2,2iwybwokic7nmr1t33abdbjoq,1,51.5,11.0,2025-03-09T03:51:23.347Z,2025-03-09T03:51:27Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568400957,152,,5568400955,5,,5568400961,140,39.2,5568400963,141,40.9,5568400967,213,2.14,5568400965,212,24.1,5568400959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905579,754,1,2,86,6,2iwybwokic7nmr1t33abdbjoq,1,39.2,40.9,2025-03-09T03:51:27.099Z,2025-03-09T03:51:29Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568401075,212,19.0,5568401073,141,68.6,5568401069,140,41.9,5568401079,213,1.42,5568401067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905599,755,1,2,86,8,2iwybwokic7nmr1t33abdbjoq,1,48.4,74.1,2025-03-09T03:51:29.539Z,2025-03-09T03:51:34Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,5568401209,140,68.8,5568401215,213,0.58,5568401213,212,25.6,5568401211,141,94.6,5568401207,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905623,756,1,2,86,13,2iwybwokic7nmr1t33abdbjoq,1,71.8,93.7,2025-03-09T03:51:34.443Z,2025-03-09T03:51:37Z,6m158yzashjy4y3dcbresua22,D. Johnson,,5568401335,140,67.1,5568401337,141,86.8,5568401341,213,3.90,5568401333,56,Left,5568401339,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905629,757,1,2,86,16,2iwybwokic7nmr1t33abdbjoq,1,67.3,86.8,2025-03-09T03:51:37.339Z,2025-03-09T03:51:38Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,5568401379,212,13.0,5568401381,213,3.85,5568401375,140,57.9,5568401377,141,74.3,5568401373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905639,758,1,2,86,17,2iwybwokic7nmr1t33abdbjoq,1,57.9,74.3,2025-03-09T03:51:38.180Z,2025-03-09T03:51:39Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,5568401449,56,Center,5568401451,140,51.2,5568401453,141,50.9,5568401455,212,17.4,5568401457,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905685,759,1,2,86,18,2iwybwokic7nmr1t33abdbjoq,1,51.2,50.9,2025-03-09T03:51:39.563Z,2025-03-09T03:51:45Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568401707,213,4.99,5568401705,212,20.2,5568401703,141,22.3,5568401699,56,Center,5568401701,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905703,760,1,2,86,24,2iwybwokic7nmr1t33abdbjoq,1,59.4,31.8,2025-03-09T03:51:44.876Z,2025-03-09T03:51:46Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568401799,213,1.94,5568401793,140,54.4,5568401791,56,Center,5568401797,212,14.6,5568401795,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905747,761,1,2,86,25,2iwybwokic7nmr1t33abdbjoq,1,54.4,51.8,2025-03-09T03:51:46.587Z,2025-03-09T03:51:51Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568402007,56,Center,5568402015,213,0.02,5568402013,212,19.6,5568402011,141,52.3,5568402009,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905763,762,1,2,86,30,2iwybwokic7nmr1t33abdbjoq,1,73.1,52.3,2025-03-09T03:51:51.155Z,2025-03-09T03:51:52Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,5568402089,212,12.4,5568402085,140,75.1,5568402087,141,34.4,5568402093,213,4.88,5568402083,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905823,763,1,2,86,31,2iwybwokic7nmr1t33abdbjoq,1,75.1,34.4,2025-03-09T03:51:52.083Z,2025-03-09T03:51:58Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,5568402327,56,Center,5568402337,212,20.8,5568402329,140,94.2,5568402341,213,6.02,5568402333,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905975,545,45,2,86,36,aj8ytsr2ap33tod0hd8ofzaw9,0,9.3,71.2,2025-03-09T03:51:57.098Z,2025-03-09T04:11:05Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5568405263,233,764,5568403051,285,,5568403049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905831,764,3,2,86,36,2iwybwokic7nmr1t33abdbjoq,1,90.7,28.8,2025-03-09T03:51:57.098Z,2025-03-09T04:11:04Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,5568402373,56,Center,5568405223,286,,5568405245,233,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785912413,862,1,2,86,37,2iwybwokic7nmr1t33abdbjoq,1,89.2,33.9,2025-03-09T03:51:57.639Z,2025-03-09T04:08:11Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,5568434449,141,38.6,5568434453,213,2.44,5568434451,212,5.0,5568434445,56,Center,5568434447,140,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785905841,765,3,2,86,38,2iwybwokic7nmr1t33abdbjoq,0,91.8,34.6,2025-03-09T03:51:58.927Z,2025-03-09T04:30:38Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,5568402413,286,,5568402411,56,Center,5568402527,233,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
