id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value
2822782697,494,1,2,68,35,7neuneh44n9rtsfsh6r0sb9no,1,43.9,95.6,2025-06-15T04:37:09.953Z,2025-06-15T04:37:11Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,5771914649,140,37.0,5771914651,141,90.5,5771914655,213,3.59,5771914647,56,Back,5771914653,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782699,495,1,2,68,36,7neuneh44n9rtsfsh6r0sb9no,1,36.7,90.5,2025-06-15T04:37:11.238Z,2025-06-15T04:47:37Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5771914663,141,93.3,5771914665,212,4.0,5771914661,140,40.1,5771914667,213,0.49,5771914659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782703,496,1,2,68,37,7neuneh44n9rtsfsh6r0sb9no,1,40.1,93.3,2025-06-15T04:37:12.454Z,2025-06-15T04:37:16Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,5771914693,140,44.2,5771914695,141,86.8,5771914691,56,Back,5771914699,213,5.48,5771914697,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782707,497,61,2,68,41,7neuneh44n9rtsfsh6r0sb9no,0,51.4,86.5,2025-06-15T04:37:16.710Z,2025-06-15T04:47:43Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,5771914703,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782711,665,1,2,68,43,87c66ubwpzykovmkaf1t46bis,1,62.6,41.5,2025-06-15T04:37:17.927Z,2025-06-15T04:37:32Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,1.0,5771914729,213,1.06,5771914723,140,73.9,5771914727,212,24.2,5771914725,141,72.6,5771914721,56,Center,5771914773,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782713,666,13,2,68,46,87c66ubwpzykovmkaf1t46bis,1,78.0,62.8,2025-06-15T04:37:21.452Z,2025-06-15T05:52:58Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5771914737,56,Center,5771914775,74,,5771914783,102,47.7,5771914785,103,73.6,5771914777,29,,5771914789,230,98.8,5771914787,215,,5771914779,55,665,5771914791,231,49.5,5771914735,18,,5771914759,20,,5771914733,22,,,,,,,,,,,,,,,,,
2822782723,498,5,2,68,47,7neuneh44n9rtsfsh6r0sb9no,1,-1.6,48.1,2025-06-15T04:37:22.358Z,2025-06-15T05:14:11Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,5771914843,346,,5771914841,56,Back,5771914845,233,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782715,667,5,2,68,47,87c66ubwpzykovmkaf1t46bis,0,101.6,51.9,2025-06-15T04:37:22.358Z,2025-06-15T05:14:12Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5771914751,56,Center,5771914753,346,,5771914849,233,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782725,499,1,2,69,10,7neuneh44n9rtsfsh6r0sb9no,1,5.0,49.3,2025-06-15T04:37:45.703Z,2025-06-15T04:37:50Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,5771914873,141,25.0,5771914867,124,,5771914871,140,51.2,5771914875,212,51.2,5771914883,74,,5771914869,56,Center,5771914879,1,,5771914877,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782727,500,44,2,69,15,7neuneh44n9rtsfsh6r0sb9no,1,50.2,15.6,2025-06-15T04:37:49.974Z,2025-06-15T05:08:18Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,5771914887,56,Right,5771914897,233,668,5771914901,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782729,668,44,2,69,15,87c66ubwpzykovmkaf1t46bis,0,49.8,84.4,2025-06-15T04:37:49.975Z,2025-06-15T05:08:18Z,c481wk3de3opu190d8z99w8yy,N. Flores,,5771914891,56,Back,5771914893,285,,5771914909,233,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782731,501,1,2,69,15,7neuneh44n9rtsfsh6r0sb9no,1,49.8,22.7,2025-06-15T04:37:50.406Z,2025-06-15T04:37:52Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,5771914927,212,15.5,5771914917,3,,5771914929,213,5.93,5771914919,168,,5771914921,56,Right,5771914925,141,14.9,5771914923,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782735,502,4,2,69,17,7neuneh44n9rtsfsh6r0sb9no,1,64.8,11.9,2025-06-15T04:37:52.268Z,2025-06-15T04:59:30Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5771914957,286,,5771924561,233,669,5771914949,13,,5771914951,56,Right,5771914953,152,,5771924657,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782733,669,4,2,69,17,87c66ubwpzykovmkaf1t46bis,0,35.2,88.1,2025-06-15T04:37:52.269Z,2025-06-15T04:59:30Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,5771914943,285,,5771914935,13,,5771915153,294,,5771914939,152,,5771914937,56,Back,5771924569,233,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782739,503,1,2,69,26,7neuneh44n9rtsfsh6r0sb9no,1,60.0,14.9,2025-06-15T04:38:01.846Z,2025-06-15T04:38:03Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5771914979,212,10.7,5771914977,141,6.7,5771914973,56,Right,5771914981,213,5.74,5771914969,5,,5771914971,152,,5771914975,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782741,504,1,2,69,28,7neuneh44n9rtsfsh6r0sb9no,1,69.1,6.5,2025-06-15T04:38:03.214Z,2025-06-15T04:38:04Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5771914985,56,Right,5771914993,213,0.01,5771914989,141,6.7,5771914987,140,78.4,5771914991,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782743,505,4,2,69,29,7neuneh44n9rtsfsh6r0sb9no,1,77.8,7.0,2025-06-15T04:38:04.655Z,2025-06-15T04:38:16Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,5771915041,152,,5771915045,233,670,5771915043,265,,5771914997,56,Right,5771915039,13,,5771914999,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782745,670,4,2,69,29,87c66ubwpzykovmkaf1t46bis,0,22.2,93.0,2025-06-15T04:38:04.656Z,2025-06-15T04:38:17Z,c481wk3de3opu190d8z99w8yy,N. Flores,,5771915003,285,,5771915019,13,,5771915001,56,Back,5771915049,233,505,5771915023,265,,5771915021,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782747,506,43,2,69,31,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-15T04:38:06.013Z,2025-06-15T04:38:18Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,5771915005,56,Right,5771915057,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782777,507,1,2,70,25,7neuneh44n9rtsfsh6r0sb9no,1,80.3,4.6,2025-06-15T04:38:59.968Z,2025-06-15T04:39:09Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,5771915269,212,55.6,5771915271,213,1.45,5771915267,141,85.7,5771915273,1,,5771915255,2,,5771915257,5,,5771915259,155,,5771915263,56,Left,5771915265,140,86.9,5771915261,152,,,,,,,,,,,,,,,,,,,,,,,
2822782779,508,1,2,70,34,7neuneh44n9rtsfsh6r0sb9no,0,92.2,97.2,2025-06-15T04:39:09.078Z,2025-06-15T04:39:09Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,5771915279,140,88.8,5771915281,141,86.0,5771915285,213,4.27,5771915283,212,8.4,5771915277,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782783,672,1,2,70,36,87c66ubwpzykovmkaf1t46bis,1,12.5,23.1,2025-06-15T04:39:11.236Z,2025-06-15T04:39:16Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771915305,56,Back,5771915307,140,38.3,5771915311,212,28.2,5771915313,213,6.00,5771915309,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782785,673,1,2,70,41,87c66ubwpzykovmkaf1t46bis,0,37.1,15.3,2025-06-15T04:39:16.124Z,2025-06-15T04:39:18Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5771915327,56,Center,5771915333,212,27.6,5771915329,140,61.0,5771915335,213,0.43,5771915331,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782791,510,1,2,70,44,7neuneh44n9rtsfsh6r0sb9no,1,31.0,47.0,2025-06-15T04:39:19.846Z,2025-06-15T04:39:21Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,5771915349,141,49.1,5771915351,212,18.0,5771915347,140,13.9,5771915353,213,3.06,5771915345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782795,511,1,2,70,46,7neuneh44n9rtsfsh6r0sb9no,1,13.5,53.0,2025-06-15T04:39:21.774Z,2025-06-15T04:39:24Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,5771915379,212,50.2,5771915377,141,67.5,5771915373,56,Center,5771915381,213,0.20,5771915383,1,,5771915375,140,60.4,5771915371,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782797,512,44,2,70,49,7neuneh44n9rtsfsh6r0sb9no,1,59.2,56.0,2025-06-15T04:39:24.542Z,2025-06-15T05:08:19Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5771915421,233,674,5771915397,286,,5771915395,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782799,674,44,2,70,49,87c66ubwpzykovmkaf1t46bis,0,40.8,44.0,2025-06-15T04:39:24.543Z,2025-06-15T05:08:19Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5771915403,56,Back,5771915405,285,,5771915425,233,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782801,513,1,2,70,49,7neuneh44n9rtsfsh6r0sb9no,0,60.4,67.0,2025-06-15T04:39:24.742Z,2025-06-15T04:39:25Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5771915413,140,68.3,5771915409,168,,5771915407,3,,5771915411,56,Center,5771915415,141,65.5,5771915419,213,6.16,5771915417,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782805,676,1,2,70,51,87c66ubwpzykovmkaf1t46bis,1,33.0,58.7,2025-06-15T04:39:26.285Z,2025-06-15T04:39:27Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771915433,56,Back,5771915441,213,5.27,5771915435,140,40.1,5771915439,212,14.0,5771915437,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782807,677,1,2,70,52,87c66ubwpzykovmkaf1t46bis,0,40.1,41.3,2025-06-15T04:39:27.325Z,2025-06-15T04:39:28Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,5771915451,212,22.3,5771915449,141,35.8,5771915453,213,6.11,5771915445,56,Center,5771915447,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782811,514,8,2,70,54,7neuneh44n9rtsfsh6r0sb9no,1,53.6,63.0,2025-06-15T04:39:29.158Z,2025-06-15T04:39:29Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,5771915463,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782817,678,1,2,70,55,87c66ubwpzykovmkaf1t46bis,1,37.3,21.5,2025-06-15T04:39:30.293Z,2025-06-15T04:39:35Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771915487,212,23.5,5771915481,56,Back,5771915485,141,54.5,5771915483,140,30.8,5771915489,213,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782819,679,1,2,70,59,87c66ubwpzykovmkaf1t46bis,1,35.1,59.4,2025-06-15T04:39:34.900Z,2025-06-15T04:39:38Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771915495,56,Back,5771915499,141,92.4,5771915501,212,22.5,5771915497,140,36.2,5771915503,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782821,680,1,2,71,3,87c66ubwpzykovmkaf1t46bis,1,36.6,89.0,2025-06-15T04:39:38.261Z,2025-06-15T04:39:41Z,c481wk3de3opu190d8z99w8yy,N. Flores,,5771915523,213,4.36,5771915515,56,Back,5771915521,212,13.8,5771915519,141,70.0,5771915517,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782823,681,1,2,71,5,87c66ubwpzykovmkaf1t46bis,1,30.6,67.0,2025-06-15T04:39:40.885Z,2025-06-15T04:39:42Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771915537,213,4.73,5771915533,141,38.0,5771915529,56,Back,5771915535,212,19.7,5771915531,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782825,682,1,2,71,7,87c66ubwpzykovmkaf1t46bis,1,33.0,37.0,2025-06-15T04:39:42.813Z,2025-06-15T04:39:45Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771915547,141,10.9,5771915545,140,34.4,5771915543,56,Back,5771915549,212,17.8,5771915551,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782827,683,1,2,71,10,87c66ubwpzykovmkaf1t46bis,1,34.4,10.9,2025-06-15T04:39:45.357Z,2025-06-15T04:39:47Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771915557,140,47.2,5771915559,141,4.7,5771915555,56,Back,5771915563,213,5.98,5771915561,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782829,684,4,2,71,11,87c66ubwpzykovmkaf1t46bis,1,51.2,4.3,2025-06-15T04:39:46.669Z,2025-06-15T05:07:56Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,5771915587,286,,5771915579,13,,5771915585,265,,5771915581,56,Right,5771924595,233,515,5771915583,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782831,515,4,2,71,11,7neuneh44n9rtsfsh6r0sb9no,0,48.8,95.7,2025-06-15T04:39:46.670Z,2025-06-15T05:07:57Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5771915597,56,Back,5771915603,285,,5771915599,152,,5771915601,265,,5771915595,13,,5771924599,233,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782833,685,1,2,71,20,87c66ubwpzykovmkaf1t46bis,1,46.6,8.3,2025-06-15T04:39:55.253Z,2025-06-15T05:16:24Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,5771915605,5,,5771915617,213,2.87,5771915611,140,33.2,5771915607,152,,5771915615,212,14.6,5771915613,141,14.1,5771915609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782835,686,1,2,71,21,87c66ubwpzykovmkaf1t46bis,1,33.2,14.1,2025-06-15T04:39:56.365Z,2025-06-15T04:39:58Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771915631,212,10.9,5771915629,141,29.4,5771915633,213,1.88,5771915627,140,30.0,5771915625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782837,687,1,2,71,23,87c66ubwpzykovmkaf1t46bis,1,30.0,29.4,2025-06-15T04:39:57.981Z,2025-06-15T04:40:00Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771915649,140,42.1,5771915655,213,0.33,5771915651,141,35.7,5771915647,56,Back,5771915653,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782839,688,1,2,71,25,87c66ubwpzykovmkaf1t46bis,1,42.1,35.7,2025-06-15T04:40:00.526Z,2025-06-15T04:40:02Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,5771915667,213,2.31,5771915659,56,Back,5771915663,141,55.8,5771915661,140,30.3,5771915665,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782845,689,1,2,71,27,87c66ubwpzykovmkaf1t46bis,1,30.3,55.8,2025-06-15T04:40:01.980Z,2025-06-15T04:40:04Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771915691,140,34.9,5771915695,212,16.0,5771915693,141,33.3,5771915689,56,Back,5771915697,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782851,690,1,2,71,30,87c66ubwpzykovmkaf1t46bis,1,34.4,30.0,2025-06-15T04:40:05.685Z,2025-06-15T04:40:07Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771915725,213,5.02,5771915721,141,4.9,5771915723,212,17.9,5771915717,56,Back,5771915719,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782855,691,1,2,71,32,87c66ubwpzykovmkaf1t46bis,1,39.6,4.9,2025-06-15T04:40:06.965Z,2025-06-15T04:40:11Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771915765,212,14.0,5771915761,140,31.1,5771915763,141,20.7,5771915767,213,2.26,5771915757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782861,692,1,2,71,36,87c66ubwpzykovmkaf1t46bis,1,30.9,30.3,2025-06-15T04:40:11.725Z,2025-06-15T04:40:14Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771915797,140,18.9,5771915799,141,49.6,5771915795,56,Back,5771915803,213,2.34,5771915801,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782865,693,1,2,71,39,87c66ubwpzykovmkaf1t46bis,1,19.4,50.4,2025-06-15T04:40:14.500Z,2025-06-15T04:40:20Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5771915843,141,70.2,5771915845,212,13.5,5771915841,140,19.6,5771915839,56,Back,5771915847,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782869,694,1,2,71,45,87c66ubwpzykovmkaf1t46bis,0,20.3,69.7,2025-06-15T04:40:20.725Z,2025-06-15T04:40:21Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771915867,141,68.1,5771915865,140,66.4,5771915861,155,,5771915873,1,,5771915863,56,Center,5771915869,212,48.4,5771915871,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782873,516,61,2,71,48,7neuneh44n9rtsfsh6r0sb9no,1,29.5,26.8,2025-06-15T04:40:23.629Z,2025-06-15T04:40:23Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5771915879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782879,518,1,2,71,49,7neuneh44n9rtsfsh6r0sb9no,1,31.8,26.2,2025-06-15T04:40:24.678Z,2025-06-15T04:40:27Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5771915913,213,4.23,5771915909,141,12.3,5771915911,212,10.7,5771915907,140,27.1,5771915905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782883,519,1,2,71,52,7neuneh44n9rtsfsh6r0sb9no,1,26.3,11.4,2025-06-15T04:40:27.253Z,2025-06-15T04:40:28Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5771915925,140,33.2,5771915927,141,7.4,5771915931,213,5.92,5771915923,56,Back,5771915929,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782887,520,1,2,71,53,7neuneh44n9rtsfsh6r0sb9no,1,33.8,6.4,2025-06-15T04:40:28.277Z,2025-06-15T04:40:30Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,5771915949,141,8.9,5771915951,212,13.3,5771915947,140,21.2,5771915953,213,3.01,5771915945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782899,521,1,2,71,55,7neuneh44n9rtsfsh6r0sb9no,0,26.0,17.9,2025-06-15T04:40:30.262Z,2025-06-15T04:40:37Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5771916001,141,46.6,5771916005,213,0.60,5771916003,212,34.7,5771915995,157,,5771916007,1,,5771915999,140,53.3,5771915997,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782897,695,44,2,72,0,87c66ubwpzykovmkaf1t46bis,1,49.3,54.0,2025-06-15T04:40:35.079Z,2025-06-15T05:08:20Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771915991,56,Back,5771916427,285,,5771916411,233,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782901,522,44,2,72,0,7neuneh44n9rtsfsh6r0sb9no,0,50.7,46.0,2025-06-15T04:40:35.080Z,2025-06-15T05:08:20Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,5771916015,56,Center,5771928271,286,,5771916421,233,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782917,699,61,2,72,0,87c66ubwpzykovmkaf1t46bis,1,47.8,49.7,2025-06-15T04:40:35.233Z,2025-06-15T05:09:33Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771916087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782907,697,1,2,72,3,87c66ubwpzykovmkaf1t46bis,1,47.3,51.5,2025-06-15T04:40:38.217Z,2025-06-15T04:40:40Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771916039,212,12.9,5771916037,141,66.1,5771916033,56,Back,5771916041,213,2.27,5771916035,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782909,698,1,2,72,5,87c66ubwpzykovmkaf1t46bis,0,39.4,66.1,2025-06-15T04:40:40.040Z,2025-06-15T04:40:41Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771916045,155,,5771916057,1,,5771916047,56,Center,5771916053,212,44.8,5771916049,140,73.0,5771916051,141,25.6,5771916055,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782913,523,1,2,72,7,7neuneh44n9rtsfsh6r0sb9no,1,29.9,71.4,2025-06-15T04:40:42.270Z,2025-06-15T04:40:46Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,5771916079,141,88.6,5771916077,140,46.6,5771916073,3,,5771916081,212,21.1,5771916083,213,0.59,5771916075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782921,525,1,2,72,11,7neuneh44n9rtsfsh6r0sb9no,1,48.2,93.6,2025-06-15T04:40:46.629Z,2025-06-15T04:40:52Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,5771916109,56,Left,5771916113,141,92.4,5771916115,212,21.0,5771916111,140,68.2,5771916117,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782923,526,61,2,72,17,7neuneh44n9rtsfsh6r0sb9no,0,88.6,79.7,2025-06-15T04:40:52.712Z,2025-06-15T04:40:53Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,5771916121,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782929,700,4,2,72,19,87c66ubwpzykovmkaf1t46bis,1,11.1,22.9,2025-06-15T04:40:54.551Z,2025-06-15T05:07:57Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771916145,56,Back,5771916147,152,,5771916141,13,,5771916171,233,527,5771916143,294,,5771916149,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782927,527,4,2,72,19,7neuneh44n9rtsfsh6r0sb9no,0,88.9,77.1,2025-06-15T04:40:54.552Z,2025-06-15T05:07:57Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,5771916163,294,,5771916165,56,Center,5771916161,13,,5771916175,233,700,5771916169,286,,5771916167,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782953,528,18,2,72,51,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-15T04:41:26.640Z,2025-06-15T04:43:27Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5771916357,42,,5771916385,55,529,5771916359,44,Defender,5771916361,59,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782955,529,19,2,72,51,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-15T04:41:26.641Z,2025-06-15T04:43:27Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,5771916363,42,,5771916377,55,528,5771916369,59,55,5771916371,292,4,5771916375,44,Defender,5771916367,145,5,5771916373,293,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782987,701,1,2,73,28,87c66ubwpzykovmkaf1t46bis,1,14.0,21.9,2025-06-15T04:42:03.021Z,2025-06-15T04:42:05Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771916563,140,13.6,5771916565,141,38.8,5771916561,56,Back,5771916557,5,,5771916569,213,1.61,5771916559,152,,5771916567,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822782991,702,1,2,73,30,87c66ubwpzykovmkaf1t46bis,1,14.2,39.8,2025-06-15T04:42:05.302Z,2025-06-15T04:42:08Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5771916597,212,10.7,5771916591,56,Back,5771916595,141,54.2,5771916599,213,1.17,5771916593,140,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
