id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/16/value
2791013891,590,5,2,74,12,bu5w8wprynlj9mvphvy8sd94f,1,-1.2,61.1,2025-03-23T00:40:34.925Z,2025-03-24T11:10:28Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5596432211,56,Back,5596434375,233,665,5596432213,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791013819,665,5,2,74,12,5qfq6cwtrgzd2szijivns7rjl,0,101.2,38.9,2025-03-23T00:40:34.925Z,2025-03-24T11:10:29Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5596431867,56,Center,5596434387,233,590,5596431869,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791013909,591,1,2,74,26,bu5w8wprynlj9mvphvy8sd94f,1,3.7,47.3,2025-03-23T00:40:48.412Z,2025-03-24T10:01:00Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5596432323,140,13.9,5596432327,212,18.6,5596432329,213,5.33,5596432319,124,,5596432321,56,Back,5596432333,237,,5596432325,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791013937,593,1,2,74,28,bu5w8wprynlj9mvphvy8sd94f,0,18.5,15.0,2025-03-23T00:40:50.980Z,2025-03-24T11:10:58Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5596432439,1,,5596432433,141,22.2,5596432437,213,0.08,5596432429,56,Center,5596432435,212,59.3,5596432427,157,,5596432431,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791013943,666,12,2,74,32,5qfq6cwtrgzd2szijivns7rjl,1,20.8,89.4,2025-03-23T00:40:55.064Z,2025-03-24T10:03:32Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596432529,15,,5596432493,212,9.6,5596432557,167,,5596432491,141,100.0,5596432487,56,Back,5596432495,213,1.01,5596432489,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791013993,594,5,2,74,33,bu5w8wprynlj9mvphvy8sd94f,1,71.0,-1.4,2025-03-23T00:40:56.313Z,2025-03-24T10:01:00Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5596432841,233,667,5596432813,347,,5596432811,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791013953,667,5,2,74,33,5qfq6cwtrgzd2szijivns7rjl,0,29.0,101.4,2025-03-23T00:40:56.313Z,2025-03-24T10:03:31Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596432549,56,Back,5596432845,233,594,5596432551,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014001,595,1,2,74,42,bu5w8wprynlj9mvphvy8sd94f,1,65.6,0.0,2025-03-23T00:41:04.620Z,2025-03-24T10:00:59Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5596432869,140,65.1,5596432865,107,,5596432875,213,1.64,5596432867,56,Right,5596432873,212,7.2,5596432871,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014011,596,1,2,74,44,bu5w8wprynlj9mvphvy8sd94f,1,68.3,10.7,2025-03-23T00:41:06.764Z,2025-03-24T10:00:59Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5596432915,213,5.59,5596432907,56,Right,5596432911,141,4.9,5596432909,140,72.8,5596432913,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014047,597,1,2,74,44,bu5w8wprynlj9mvphvy8sd94f,1,72.8,4.9,2025-03-23T00:41:07.276Z,2025-03-24T10:00:59Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5596433141,213,1.70,5596433135,212,6.6,5596433129,140,72.0,5596433131,141,14.6,5596433127,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014033,668,83,2,74,48,5qfq6cwtrgzd2szijivns7rjl,0,22.6,79.6,2025-03-23T00:41:11.365Z,2025-03-24T10:03:31Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596433193,399,eqge8se9qvv9oqyivp267l016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014045,669,83,2,74,50,5qfq6cwtrgzd2szijivns7rjl,0,24.1,86.8,2025-03-23T00:41:13.072Z,2025-03-24T10:03:31Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5596433291,399,eqge8se9qvv9oqyivp267l016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014053,598,1,2,74,50,bu5w8wprynlj9mvphvy8sd94f,1,68.6,22.5,2025-03-23T00:41:13.084Z,2025-03-24T10:00:59Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5596433171,213,5.75,5596433157,56,Right,5596433161,140,73.5,5596433169,212,6.0,5596433165,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014087,599,61,2,74,55,bu5w8wprynlj9mvphvy8sd94f,1,73.6,17.9,2025-03-23T00:41:17.932Z,2025-03-24T10:00:58Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5596433355,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014101,600,1,2,74,56,bu5w8wprynlj9mvphvy8sd94f,1,71.5,9.8,2025-03-23T00:41:18.755Z,2025-03-24T10:00:58Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5596433419,141,7.9,5596433417,140,59.8,5596433423,213,3.25,5596433415,56,Right,5596433421,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014113,601,1,2,74,57,bu5w8wprynlj9mvphvy8sd94f,1,59.8,7.9,2025-03-23T00:41:19.676Z,2025-03-24T10:00:58Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5596433525,141,22.1,5596433521,56,Center,5596433529,213,1.83,5596433523,140,57.4,5596433527,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014133,602,1,2,74,58,bu5w8wprynlj9mvphvy8sd94f,1,56.8,27.6,2025-03-23T00:41:20.939Z,2025-03-24T11:14:13Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5596433621,140,64.4,5596433625,212,8.0,5596433623,141,27.2,5596433627,213,6.25,5596433619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014157,603,1,2,75,2,bu5w8wprynlj9mvphvy8sd94f,1,60.8,17.3,2025-03-23T00:41:25.004Z,2025-03-24T10:00:57Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5596433755,213,5.78,5596433745,140,75.8,5596433749,141,4.6,5596433741,56,Right,5596433753,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791422209,874,83,2,75,2,5qfq6cwtrgzd2szijivns7rjl,1,39.4,77.2,2025-03-23T00:41:25.227Z,2025-03-24T12:13:13Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5598680443,399,fm9i7pzwi2diu6i18kycmx1x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014215,604,1,2,75,5,bu5w8wprynlj9mvphvy8sd94f,1,69.5,3.1,2025-03-23T00:41:27.497Z,2025-03-24T11:15:04Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5596434065,140,70.9,5596434067,141,18.2,5596434063,56,Right,5596434071,213,1.43,5596434069,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791422513,800,3,2,75,7,bu5w8wprynlj9mvphvy8sd94f,0,73.7,17.0,2025-03-23T00:41:30.045Z,2025-03-24T11:15:20Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5598682293,286,,5598682291,56,Right,5598682297,467,5s5sc7zxuw8cr7vyzeofb8hnu,5598682295,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014221,605,4,2,75,8,bu5w8wprynlj9mvphvy8sd94f,1,74.6,16.6,2025-03-23T00:41:30.960Z,2025-03-24T11:15:21Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5596434113,13,,5596434117,152,,5596434127,233,670,5596434119,265,,5596434121,286,,5596434115,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014199,670,4,2,75,8,5qfq6cwtrgzd2szijivns7rjl,0,25.4,83.4,2025-03-23T00:41:30.961Z,2025-03-24T11:15:22Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596434051,285,,5596434043,152,,5596434047,265,,5596434039,56,Back,5596434141,233,605,5596434037,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014375,671,17,2,75,28,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-03-23T00:41:51.143Z,2025-03-24T11:16:31Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596435269,392,,5596435267,31,,5596435271,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014589,607,1,2,75,57,bu5w8wprynlj9mvphvy8sd94f,1,68.0,19.7,2025-03-23T00:42:19.779Z,2025-03-24T11:16:56Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5596436149,152,,5596436155,141,73.6,5596436143,2,,5596436151,56,Center,5598684977,223,,5596436157,212,43.0,5596436161,1,,5596436147,155,,5596436145,5,,5596436159,213,5596436153,140,89.4,5598684979,72,,,,,,,,,,,,,,,,,,,,,1.02,,,
2791014597,608,44,2,75,59,bu5w8wprynlj9mvphvy8sd94f,1,87.1,69.6,2025-03-23T00:42:21.619Z,2025-03-24T10:00:56Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5596436179,286,,5596436277,233,672,5596436177,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014617,672,44,2,75,59,5qfq6cwtrgzd2szijivns7rjl,0,12.9,30.4,2025-03-23T00:42:21.620Z,2025-03-24T10:03:30Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5596436275,285,,5596436331,233,608,5596436273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014603,609,1,2,75,59,bu5w8wprynlj9mvphvy8sd94f,0,89.4,73.6,2025-03-23T00:42:22.356Z,2025-03-24T10:00:56Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5596436201,56,Center,5596436205,141,67.2,5596436207,212,4.9,5596436203,140,87.3,5596436209,213,4.24,5596436199,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791423223,875,12,2,76,0,5qfq6cwtrgzd2szijivns7rjl,1,13.3,39.8,2025-03-23T00:42:23.002Z,2025-03-24T11:17:36Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5598686291,140,37.8,5598686297,213,6.11,5598686293,141,33.1,5598686289,56,Back,5598686295,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014651,610,1,2,76,2,bu5w8wprynlj9mvphvy8sd94f,1,52.2,79.4,2025-03-23T00:42:24.492Z,2025-03-24T10:00:56Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596436489,141,69.1,5596436493,212,7.5,5596436481,56,Back,5596436497,213,4.35,5596436485,140,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014659,611,1,2,76,4,bu5w8wprynlj9mvphvy8sd94f,0,49.7,69.1,2025-03-23T00:42:26.948Z,2025-03-24T10:00:55Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5596436545,140,52.7,5596487851,233,673,5596436553,1,,5596436541,157,,5596487849,236,,5596487855,286,,5596436549,212,3.2,5596436547,141,70.0,5596436543,56,Center,5596436551,213,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,
2791014667,673,74,2,76,4,5qfq6cwtrgzd2szijivns7rjl,1,36.6,38.9,2025-03-23T00:42:26.949Z,2025-03-24T10:03:30Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5596487869,233,611,5596487833,56,Back,5596487835,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014721,675,83,2,76,8,5qfq6cwtrgzd2szijivns7rjl,0,23.1,6.8,2025-03-23T00:42:31.033Z,2025-03-24T10:03:29Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5596437237,399,d539xjkdwt1i77f0czbvo8ull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014737,676,83,2,76,8,5qfq6cwtrgzd2szijivns7rjl,0,23.1,6.8,2025-03-23T00:42:31.136Z,2025-03-24T10:03:29Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5596437089,399,d539xjkdwt1i77f0czbvo8ull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014729,612,1,2,76,11,bu5w8wprynlj9mvphvy8sd94f,1,64.8,84.8,2025-03-23T00:42:33.555Z,2025-03-24T10:00:55Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5596436915,56,Center,5596436921,212,18.1,5596436919,141,66.1,5596436923,213,3.92,5596436917,140,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014757,613,1,2,76,13,bu5w8wprynlj9mvphvy8sd94f,1,53.7,68.5,2025-03-23T00:42:35.859Z,2025-03-24T11:18:09Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5596437043,212,18.2,5596437041,141,41.9,5596437039,140,51.7,5596437037,56,Center,5596437045,213,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014759,614,1,2,76,17,bu5w8wprynlj9mvphvy8sd94f,1,57.6,26.4,2025-03-23T00:42:39.595Z,2025-03-24T10:00:54Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5596437053,141,7.6,5596437057,213,5.34,5596437051,140,66.5,5596437049,56,Right,5596437055,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014813,615,1,2,76,20,bu5w8wprynlj9mvphvy8sd94f,1,68.5,9.8,2025-03-23T00:42:42.699Z,2025-03-24T10:00:54Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5596437453,140,62.8,5596437457,212,11.7,5596437459,213,2.11,5596437451,56,Center,5596437455,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014833,616,1,2,76,25,bu5w8wprynlj9mvphvy8sd94f,1,63.5,38.7,2025-03-23T00:42:47.531Z,2025-03-24T11:18:30Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5596437615,141,94.6,5596437621,1,,5596437611,56,Left,5596437619,213,1.60,5596437613,140,62.3,5596437617,212,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014901,617,1,2,76,27,bu5w8wprynlj9mvphvy8sd94f,1,66.4,96.2,2025-03-23T00:42:50.355Z,2025-03-24T11:18:35Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596438025,56,Center,5596438041,1,,5596438021,2,,5598688009,224,,5596438037,213,5.20,5596438035,212,46.1,5596438027,140,87.0,5596438023,155,,5596438031,141,36.3,5598688011,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014915,618,44,2,76,38,bu5w8wprynlj9mvphvy8sd94f,1,87.8,37.7,2025-03-23T00:43:00.779Z,2025-03-24T10:00:53Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5596438103,286,,5596438225,233,677,5596438099,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014929,677,44,2,76,38,5qfq6cwtrgzd2szijivns7rjl,0,12.2,62.3,2025-03-23T00:43:00.780Z,2025-03-24T10:03:29Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5596438215,56,Back,5596438241,233,618,5596438217,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014919,619,1,2,76,39,bu5w8wprynlj9mvphvy8sd94f,0,87.0,36.3,2025-03-23T00:43:01.724Z,2025-03-24T11:20:01Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5596438143,213,0.84,5596438135,56,Center,5596438139,141,48.1,5596438141,212,10.8,5596438133,3,,5596438137,140,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791014953,678,52,2,76,39,5qfq6cwtrgzd2szijivns7rjl,1,3.9,53.3,2025-03-23T00:43:02.047Z,2025-03-24T11:20:04Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5598691027,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015099,679,1,2,77,0,5qfq6cwtrgzd2szijivns7rjl,1,13.6,51.3,2025-03-23T00:43:22.479Z,2025-03-24T10:03:28Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5596439179,123,,5596439187,212,31.7,5596439183,140,33.0,5596439189,213,5.41,5596439221,287,,5596439181,56,Back,5596439185,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015151,680,1,2,77,2,5qfq6cwtrgzd2szijivns7rjl,0,25.5,17.0,2025-03-23T00:43:24.944Z,2025-03-24T11:20:21Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5596439429,212,13.9,5596439425,140,38.5,5596439431,213,0.20,5596439423,56,Back,5596439427,141,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015159,620,8,2,77,4,bu5w8wprynlj9mvphvy8sd94f,1,60.0,81.2,2025-03-23T00:43:27.293Z,2025-03-24T11:20:26Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5596439469,56,Left,5598691837,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015213,681,1,2,77,7,5qfq6cwtrgzd2szijivns7rjl,1,63.0,46.8,2025-03-23T00:43:29.856Z,2025-03-24T11:20:43Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5596439739,56,Center,5596439753,212,20.7,5596439743,140,79.8,5596439749,141,62.8,5598692205,4,,5596439755,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015217,682,61,2,77,11,5qfq6cwtrgzd2szijivns7rjl,0,88.5,58.4,2025-03-23T00:43:33.439Z,2025-03-24T11:21:37Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5596439775,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791424673,801,54,2,77,11,bu5w8wprynlj9mvphvy8sd94f,1,7.6,41.8,2025-03-23T00:43:34.255Z,2025-03-24T11:22:05Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5598694295,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015225,621,52,2,77,12,bu5w8wprynlj9mvphvy8sd94f,1,9.7,43.9,2025-03-23T00:43:34.842Z,2025-03-24T11:20:52Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5598692345,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015309,622,1,2,77,15,bu5w8wprynlj9mvphvy8sd94f,1,9.7,43.9,2025-03-23T00:43:37.555Z,2025-03-24T10:00:52Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5596440227,213,5.70,5596440217,123,,5596440223,141,20.3,5596440219,56,Back,5596440221,140,33.0,5596440225,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015315,623,1,2,77,20,bu5w8wprynlj9mvphvy8sd94f,0,37.0,10.4,2025-03-23T00:43:42.746Z,2025-03-24T10:00:52Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5596440267,140,63.0,5596440273,213,6.18,5596440271,212,27.5,5596440265,56,Right,5596440269,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015381,684,1,2,77,26,5qfq6cwtrgzd2szijivns7rjl,0,54.1,97.2,2025-03-23T00:43:48.448Z,2025-03-24T10:03:27Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5596440653,212,1.9,5596440671,236,,5596440649,140,55.9,5596440655,213,6.07,5596440647,56,Left,5596440673,233,624,5596440677,286,,5596440651,141,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015375,624,74,2,77,26,bu5w8wprynlj9mvphvy8sd94f,1,49.0,5.9,2025-03-23T00:43:48.449Z,2025-03-24T10:00:52Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5596440617,56,Back,5596440687,233,684,5596440619,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015387,625,5,2,77,28,bu5w8wprynlj9mvphvy8sd94f,0,45.0,-1.6,2025-03-23T00:43:50.731Z,2025-03-24T10:00:51Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5596440709,347,,5596444723,233,685,5596440707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791016125,685,5,2,77,28,5qfq6cwtrgzd2szijivns7rjl,1,55.0,101.6,2025-03-23T00:43:50.731Z,2025-03-24T10:03:27Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5596444701,56,Left,5596444715,233,625,5596444703,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015579,626,18,2,77,35,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-23T00:43:57.494Z,2025-03-24T11:22:43Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5596441669,42,,5596441671,44,Midfielder,5596441673,59,30,5596441727,55,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015583,627,19,2,77,35,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-23T00:43:57.495Z,2025-03-24T11:27:44Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5596441699,59,35,5596441705,44,Defender,5596441697,145,11,5596441703,293,1,5596441701,292,3,5596441693,42,,5596441707,55,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015961,628,18,2,77,36,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-23T00:43:59.253Z,2025-03-24T11:23:09Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5596443713,59,26,5596443765,55,629,5596443711,44,Forward,5596443709,42,,5598696529,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791015965,629,19,2,77,36,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-23T00:43:59.254Z,2025-03-24T11:27:42Z,66mp8cxjrfuyw16t00oh4i8r9,K. Hoyos,,,5596443747,293,2,5596443751,55,628,5596443743,59,29,5596443749,44,Forward,5596443741,145,9,5596443745,292,9,5596443737,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791016065,630,18,2,77,40,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-23T00:44:02.941Z,2025-03-24T11:25:37Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596444401,55,631,5596444357,59,3,5596444353,42,,5596444355,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791016069,631,19,2,77,40,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-23T00:44:02.942Z,2025-03-24T11:27:39Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5596444393,44,Midfielder,5596444381,145,3,5596444391,293,4,5596444373,42,,5596444395,55,630,5596444389,292,6,5596444385,59,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791425669,802,40,2,77,41,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-23T00:44:04.275Z,2025-03-24T11:27:33Z,,,,,5598700907,130,2,5598700903,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5",5598700909,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0",5598704571,319,,5598700901,30,"9q3w4j10qfsq94svbmyxa879x, fm9i7pzwi2diu6i18kycmx1x, cefb3xpf94kmg4rk0v1mkk2l0, cyignmjprj3whvban361mclm2, 96qlwmkrab9h7xt93jzgl384p, d539xjkdwt1i77f0czbvo8ull, bolmgcfvbdizfyh6n9oz4xjsa, c14ntw6zvozswy685dztldl1x, 66mp8cxjrfuyw16t00oh4i8r9, am7umg00yxt40mndzo6e0u3o4, eqge8se9qvv9oqyivp267l016, eqopj1p3a2ehzpwlj90laswoa, amy6q1u6b1rvlsudoc73mj2ms, 9d011ayfpxxfc4qqlp98gdq8k, 67tm2uozhacktv8pmixqlwsno",5598700905,59,"28, 8, 35, 5, 2, 21, 7, 22, 29, 9, 18, 13, 31, 32, 33",5598700911,194,9q3w4j10qfsq94svbmyxa879x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
