id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2803477755,711,1,2,80,19,224tl8u2smnbyliroayk69nt0,0,11.6,14.6,2025-04-19T22:16:41.915Z,2025-04-19T22:17:09Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5664965425,152,,5664964253,140,63.4,5664964261,1,,5664964255,141,19.7,5664965423,5,,5664964249,56,Right,5664964257,212,54.5,5664964247,157,,5664964259,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,
2803477771,655,44,2,80,22,5x54jbfk11lrsmipgsx7cdbai,1,35.2,76.1,2025-04-19T22:16:44.602Z,2025-04-19T22:47:12Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664964329,285,,5664964327,56,Back,5664964377,233,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803477763,712,44,2,80,22,224tl8u2smnbyliroayk69nt0,0,64.8,23.9,2025-04-19T22:16:44.603Z,2025-04-19T22:47:13Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5664964293,286,,5664964291,56,Center,5664964391,233,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803477793,656,1,2,80,22,5x54jbfk11lrsmipgsx7cdbai,1,32.8,69.1,2025-04-19T22:16:45.509Z,2025-04-19T22:16:47Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664964455,56,Back,5664964461,212,22.0,5664964453,3,,5664964463,213,4.56,5664964459,141,37.1,5664964457,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803477801,657,1,2,80,24,5x54jbfk11lrsmipgsx7cdbai,0,29.6,34.4,2025-04-19T22:16:47.096Z,2025-04-19T22:39:12Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5665023813,141,43.0,5665023811,140,38.3,5665023815,212,10.8,5665023817,213,0.57,5665023809,56,Back,5665023807,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803477825,713,1,2,80,27,224tl8u2smnbyliroayk69nt0,1,59.5,43.9,2025-04-19T22:16:49.730Z,2025-04-19T22:16:51Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5664964615,141,72.7,5664964621,213,1.79,5664964611,56,Center,5664964617,212,20.1,5664964613,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803477855,714,1,2,80,28,224tl8u2smnbyliroayk69nt0,0,55.4,72.7,2025-04-19T22:16:51.258Z,2025-04-19T22:16:56Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5664964807,56,Center,5664964817,1,,5664964809,140,100.0,5664964815,213,6.20,5664964811,141,67.0,5664964813,212,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803477899,659,5,2,80,33,5x54jbfk11lrsmipgsx7cdbai,1,-1.0,31.5,2025-04-19T22:16:55.944Z,2025-04-19T22:46:35Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664965313,233,715,5664965059,56,Back,5664965061,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803477933,715,5,2,80,33,224tl8u2smnbyliroayk69nt0,0,101.0,68.5,2025-04-19T22:16:55.944Z,2025-04-19T22:46:35Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5664965297,56,Center,5664965299,346,,5664965341,233,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803477913,660,1,2,80,39,5x54jbfk11lrsmipgsx7cdbai,1,3.2,47.5,2025-04-19T22:17:01.749Z,2025-04-19T22:17:03Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5664965157,140,10.7,5664965167,237,,5664965159,141,35.5,5664965163,213,5.48,5664965153,124,,5664965155,56,Back,5664965161,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803477967,661,1,2,80,40,5x54jbfk11lrsmipgsx7cdbai,1,10.7,35.5,2025-04-19T22:17:02.861Z,2025-04-19T22:17:10Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5664965483,141,72.0,5664965487,212,25.6,5664965479,140,16.5,5664965489,213,1.33,5664965475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803477991,662,1,2,80,47,5x54jbfk11lrsmipgsx7cdbai,1,35.4,70.5,2025-04-19T22:17:10.532Z,2025-04-19T22:17:13Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664965587,213,4.64,5664965583,141,44.5,5664965581,140,34.1,5664965579,56,Back,5664965585,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478037,663,1,2,80,50,5x54jbfk11lrsmipgsx7cdbai,1,39.7,32.8,2025-04-19T22:17:13.309Z,2025-04-19T22:17:16Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5664965803,212,25.6,5664965799,140,59.3,5664965801,141,10.4,5664965805,213,5.65,5664965797,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478057,664,1,2,80,54,5x54jbfk11lrsmipgsx7cdbai,1,63.7,10.0,2025-04-19T22:17:16.716Z,2025-04-19T22:17:18Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5664965913,141,26.8,5664965915,212,15.0,5664965911,140,73.0,5664965909,56,Center,5664965917,213,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478215,665,1,2,80,56,5x54jbfk11lrsmipgsx7cdbai,1,73.0,26.8,2025-04-19T22:17:18.717Z,2025-04-19T22:18:02Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,1.0,5664966849,212,6.5,5664968009,22,,5664966847,141,36.1,5664968007,154,,5664966845,140,74.5,5664968005,210,16,5664966851,213,1.33,5664966843,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478219,666,16,2,80,58,5x54jbfk11lrsmipgsx7cdbai,1,79.1,42.3,2025-04-19T22:17:20.893Z,2025-04-19T23:23:19Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5664966885,18,,5664967177,374,2025-04-19 23:17:19.539,5664968061,55,665,5665015133,215,,5664968071,230,98.4,5664967181,375,80:56.938,5664968073,231,48.4,5664966889,56,Center,5664968065,102,45.7,5664968055,80,,5664967173,20,5664968075,138,,5664968077,273,5664966883,22,,5664968067,103,7.6,5664968057,29,,,,5664968069,136,,5664968059,154
2803478661,717,1,2,82,12,224tl8u2smnbyliroayk69nt0,1,50.2,50.1,2025-04-19T22:18:34.824Z,2025-04-19T22:18:37Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5664969569,189,,5664969547,56,Back,5664969557,279,G,5664969549,140,41.1,5664969555,213,2.74,5664969551,141,56.1,5664969553,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478697,718,1,2,82,14,224tl8u2smnbyliroayk69nt0,1,41.1,56.1,2025-04-19T22:18:37.472Z,2025-04-19T22:18:41Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5664969749,56,Back,5664969757,213,4.55,5664969753,141,36.7,5664969751,140,39.1,5664969755,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478703,719,1,2,82,18,224tl8u2smnbyliroayk69nt0,1,32.7,44.0,2025-04-19T22:18:41.576Z,2025-04-19T22:18:42Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5664969781,56,Back,5664969785,141,68.1,5664969783,140,38.0,5664969789,213,1.24,5664969787,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478735,720,1,2,82,19,224tl8u2smnbyliroayk69nt0,1,38.0,68.1,2025-04-19T22:18:42.537Z,2025-04-19T22:18:53Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5664969927,56,Left,5664969937,1,,5664969929,140,66.1,5664969933,212,34.3,5664969935,213,0.54,5664969931,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478759,721,1,2,82,24,224tl8u2smnbyliroayk69nt0,1,71.6,92.3,2025-04-19T22:18:47.401Z,2025-04-19T22:18:50Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5664970037,141,92.4,5664970039,212,9.9,5664970033,56,Left,5664970041,213,3.13,5664970035,140,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478777,722,1,2,82,27,224tl8u2smnbyliroayk69nt0,1,62.2,92.4,2025-04-19T22:18:49.880Z,2025-04-19T22:18:52Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5664970147,140,43.0,5664970151,212,21.6,5664970149,141,81.2,5664970145,56,Back,5664970153,213,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478815,723,1,2,82,33,224tl8u2smnbyliroayk69nt0,1,44.0,72.6,2025-04-19T22:18:55.753Z,2025-04-19T22:19:01Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5664970429,140,79.5,5664970427,56,Right,5664970437,1,,5664970431,141,8.2,5664970421,155,,5664970435,213,5.42,5664970425,196,,5664970433,212,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478833,724,1,2,82,38,224tl8u2smnbyliroayk69nt0,1,77.5,13.8,2025-04-19T22:19:00.857Z,2025-04-19T22:19:02Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5664970523,212,5.6,5664970517,56,Right,5664970525,213,2.48,5664970519,140,73.3,5664970521,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478845,725,1,2,82,39,224tl8u2smnbyliroayk69nt0,1,73.3,18.9,2025-04-19T22:19:02.312Z,2025-04-19T22:19:04Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5664970589,140,57.4,5664970593,212,24.3,5664970587,56,Center,5664970591,141,44.9,5664970595,213,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478853,726,1,2,82,41,224tl8u2smnbyliroayk69nt0,1,57.4,44.9,2025-04-19T22:19:04.345Z,2025-04-19T22:19:06Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5664970663,212,21.3,5664970661,141,70.3,5664970659,140,69.2,5664970655,56,Center,5664970665,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478909,727,1,2,82,43,224tl8u2smnbyliroayk69nt0,1,69.1,72.6,2025-04-19T22:19:05.880Z,2025-04-19T22:19:12Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5664971007,213,0.58,5664971003,141,89.3,5664970999,56,Left,5664971001,140,85.6,5664971005,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803478919,728,1,2,82,50,224tl8u2smnbyliroayk69nt0,0,80.3,86.2,2025-04-19T22:19:12.618Z,2025-04-19T22:19:13Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5664971073,213,5.30,5664971063,155,,5664971067,140,100.0,5664971075,1,,5664971069,141,36.7,5664971071,212,40.5,5664971065,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479079,668,5,2,82,51,5x54jbfk11lrsmipgsx7cdbai,1,-1.6,62.0,2025-04-19T22:19:13.607Z,2025-04-19T22:46:36Z,8xte0mzawblk2ufasxalijk2y,R. Bidois,,,5664972017,233,729,5664972009,56,Back,5664972011,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479025,729,5,2,82,51,224tl8u2smnbyliroayk69nt0,0,101.6,38.0,2025-04-19T22:19:13.607Z,2025-04-19T22:46:36Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5664971663,346,,5664972045,233,668,5664971661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479093,669,1,2,83,15,5x54jbfk11lrsmipgsx7cdbai,1,3.6,51.6,2025-04-19T22:19:37.843Z,2025-04-19T22:19:39Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5664972087,140,4.1,5664972091,212,11.4,5664972083,124,,5664972093,213,4.76,5664972097,237,,5664972089,141,34.9,5664972085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479111,670,1,2,83,16,5x54jbfk11lrsmipgsx7cdbai,1,4.1,34.9,2025-04-19T22:19:38.843Z,2025-04-19T22:19:42Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5664972197,56,Back,5664972201,141,5.2,5664972205,213,5.27,5664972199,140,16.0,5664972203,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479135,671,1,2,83,19,5x54jbfk11lrsmipgsx7cdbai,1,16.0,8.3,2025-04-19T22:19:42.484Z,2025-04-19T22:19:45Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5664972357,141,28.6,5664972359,212,15.0,5664972353,56,Back,5664972361,213,1.97,5664972355,140,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479167,672,1,2,83,22,5x54jbfk11lrsmipgsx7cdbai,1,9.4,18.8,2025-04-19T22:19:45.507Z,2025-04-19T22:19:51Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5664972601,212,11.5,5664972589,56,Back,5664972593,140,13.2,5664972605,213,5.07,5664972597,141,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479181,673,1,2,83,28,5x54jbfk11lrsmipgsx7cdbai,1,10.3,5.6,2025-04-19T22:19:50.900Z,2025-04-19T22:19:53Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5664972677,140,43.0,5664972681,141,17.9,5664972685,212,35.3,5664972687,213,0.24,5664972673,155,,5664972675,56,Back,5664972689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479199,674,1,2,83,30,5x54jbfk11lrsmipgsx7cdbai,1,43.0,17.9,2025-04-19T22:19:53.012Z,2025-04-19T22:19:55Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5664972763,213,1.37,5664972753,155,,5664972755,56,Back,5664972761,212,5.7,5664972757,140,44.1,5664972759,141,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479205,675,1,2,83,32,5x54jbfk11lrsmipgsx7cdbai,0,44.1,26.1,2025-04-19T22:19:55.291Z,2025-04-19T22:19:56Z,8xte0mzawblk2ufasxalijk2y,R. Bidois,,,5664972819,140,42.4,5664972821,141,22.7,5664972825,213,4.05,5664972817,56,Back,5664972823,212,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479211,730,1,2,83,34,224tl8u2smnbyliroayk69nt0,1,61.2,76.9,2025-04-19T22:19:56.824Z,2025-04-19T22:19:58Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5664972873,56,Left,5664972875,140,63.9,5664972877,141,88.3,5664972881,213,1.22,5664972879,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479225,732,1,2,83,35,224tl8u2smnbyliroayk69nt0,1,63.9,88.3,2025-04-19T22:19:57.935Z,2025-04-19T22:19:59Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5664972933,141,89.4,5664972935,212,5.0,5664972937,213,0.15,5664972927,56,Left,5664972929,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479231,733,3,2,83,36,224tl8u2smnbyliroayk69nt0,0,72.2,88.0,2025-04-19T22:19:59.312Z,2025-04-19T22:20:07Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5664973017,233,676,5664972961,286,,5664972959,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479237,676,7,2,83,36,5x54jbfk11lrsmipgsx7cdbai,1,27.8,12.0,2025-04-19T22:19:59.313Z,2025-04-19T22:20:06Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5664973003,56,Back,5664973011,233,733,5664973005,285,,5664973001,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479257,677,5,2,83,39,5x54jbfk11lrsmipgsx7cdbai,0,29.9,-1.3,2025-04-19T22:20:02.265Z,2025-04-19T22:46:37Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5664973447,233,734,5664973105,56,Back,5664973107,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479307,734,5,2,83,39,224tl8u2smnbyliroayk69nt0,1,70.1,101.3,2025-04-19T22:20:02.265Z,2025-04-19T22:46:36Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5664973419,347,,5664973417,56,Left,5664973427,233,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479335,735,1,2,83,51,224tl8u2smnbyliroayk69nt0,0,62.4,100.0,2025-04-19T22:20:14.280Z,2025-04-19T22:20:18Z,6emdaopgvgmxzmuj4bu1tz7my,M. Broughton,,,5664973575,1,,5664973569,141,69.9,5664973571,212,30.7,5664973565,56,Center,5664973573,213,5.49,5664973567,140,83.0,5664973563,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479357,679,1,2,83,56,5x54jbfk11lrsmipgsx7cdbai,1,19.6,33.6,2025-04-19T22:20:19.187Z,2025-04-19T22:20:23Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5664973715,140,7.4,5664973719,212,17.5,5664973721,213,2.39,5664973717,141,51.2,5664973713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479425,680,1,2,84,0,5x54jbfk11lrsmipgsx7cdbai,1,7.4,51.2,2025-04-19T22:20:23.267Z,2025-04-19T22:20:32Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5664974071,212,30.2,5664974065,56,Back,5664974069,141,87.5,5664974073,213,0.96,5664974067,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479439,681,1,2,84,9,5x54jbfk11lrsmipgsx7cdbai,1,27.5,94.2,2025-04-19T22:20:32.482Z,2025-04-19T22:20:34Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5664974129,141,83.3,5664974127,140,22.6,5664974125,56,Back,5664974131,212,9.0,5664974133,213,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479487,682,1,2,84,11,5x54jbfk11lrsmipgsx7cdbai,1,22.6,83.3,2025-04-19T22:20:34.578Z,2025-04-19T22:20:41Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664974417,140,23.9,5664974423,213,4.75,5664974415,56,Back,5664974419,141,35.8,5664974421,212,32.3,5664974425,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479505,683,1,2,84,18,5x54jbfk11lrsmipgsx7cdbai,1,23.9,35.8,2025-04-19T22:20:40.829Z,2025-04-19T22:20:42Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5664974507,140,22.4,5664974509,141,66.3,5664974511,212,20.8,5664974505,56,Back,5664974513,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479523,684,1,2,84,19,5x54jbfk11lrsmipgsx7cdbai,0,22.4,66.3,2025-04-19T22:20:42.331Z,2025-04-19T22:20:44Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664974593,56,Back,5664974601,213,0.61,5664974603,1,,5664974595,140,37.4,5664974591,157,,5664974597,141,82.4,5664974599,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479559,736,61,2,84,26,224tl8u2smnbyliroayk69nt0,0,57.5,16.7,2025-04-19T22:20:48.643Z,2025-04-19T22:20:48Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5664974789,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479667,685,5,2,84,26,5x54jbfk11lrsmipgsx7cdbai,1,36.1,101.2,2025-04-19T22:20:49.434Z,2025-04-19T22:46:37Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664975373,347,,5664975425,233,737,5664975371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479573,737,5,2,84,26,224tl8u2smnbyliroayk69nt0,0,63.9,-1.2,2025-04-19T22:20:49.434Z,2025-04-19T22:46:38Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5664975433,233,685,5664974845,347,,5664974843,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479691,686,1,2,84,37,5x54jbfk11lrsmipgsx7cdbai,1,33.8,100.0,2025-04-19T22:21:00.194Z,2025-04-19T22:21:02Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5664975493,140,38.7,5664975489,56,Back,5664975497,141,94.5,5664975485,107,,5664975501,212,7.1,5664975505,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479699,687,1,2,84,38,5x54jbfk11lrsmipgsx7cdbai,1,38.7,94.5,2025-04-19T22:21:01.530Z,2025-04-19T22:21:02Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5664975525,56,Back,5664975531,212,3.7,5664975533,213,2.86,5664975529,141,96.0,5664975527,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479721,688,1,2,84,39,5x54jbfk11lrsmipgsx7cdbai,1,35.3,96.0,2025-04-19T22:21:02.210Z,2025-04-19T22:21:04Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5664975661,212,7.7,5664975659,141,84.7,5664975655,56,Back,5664975663,213,4.77,5664975657,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479799,689,1,2,84,42,5x54jbfk11lrsmipgsx7cdbai,1,36.6,79.4,2025-04-19T22:21:04.730Z,2025-04-19T22:21:11Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,,5664976091,1,,5664976087,212,36.7,5664976089,213,4.59,5664976083,140,32.3,5664976081,56,Back,5664976085,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479815,690,1,2,84,48,5x54jbfk11lrsmipgsx7cdbai,1,40.5,25.0,2025-04-19T22:21:11.266Z,2025-04-19T22:21:13Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5664976165,56,Back,5664976177,213,1.04,5664976169,141,44.0,5664976167,140,47.7,5664976173,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479857,691,1,2,84,50,5x54jbfk11lrsmipgsx7cdbai,1,39.3,40.3,2025-04-19T22:21:13.580Z,2025-04-19T22:21:17Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,,5664976405,141,25.5,5664976409,213,3.86,5664976401,56,Back,5664976403,140,28.4,5664976407,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479889,692,1,2,84,54,5x54jbfk11lrsmipgsx7cdbai,1,27.6,28.8,2025-04-19T22:21:17.126Z,2025-04-19T22:21:22Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5664976629,1,,5664976619,56,Back,5664976627,213,1.27,5664976617,196,,5664976625,212,45.9,5664976615,155,,5664976621,140,40.5,5664976623,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479941,693,1,2,85,0,5x54jbfk11lrsmipgsx7cdbai,1,40.7,92.0,2025-04-19T22:21:22.746Z,2025-04-19T22:21:31Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5664976891,212,18.4,5664976887,140,27.5,5664976893,213,3.86,5664976889,141,74.1,5664976885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479961,694,1,2,85,8,5x54jbfk11lrsmipgsx7cdbai,1,29.9,71.5,2025-04-19T22:21:31.042Z,2025-04-19T22:21:33Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664977005,212,27.4,5664977001,140,50.9,5664976999,56,Left,5664977003,141,95.3,5664977007,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479999,695,1,2,85,10,5x54jbfk11lrsmipgsx7cdbai,1,50.9,95.3,2025-04-19T22:21:33.514Z,2025-04-19T22:21:36Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5664977221,213,5.66,5664977219,212,12.3,5664977215,140,60.4,5664977213,56,Left,5664977217,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803480027,696,1,2,85,13,5x54jbfk11lrsmipgsx7cdbai,1,60.8,84.2,2025-04-19T22:21:36.522Z,2025-04-19T22:21:39Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5664977373,213,2.12,5664977367,140,57.8,5664977371,212,6.0,5664977369,141,91.7,5664977365,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803480033,697,1,2,85,16,5x54jbfk11lrsmipgsx7cdbai,1,60.2,91.7,2025-04-19T22:21:39.578Z,2025-04-19T22:21:40Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5664977393,141,89.1,5664977389,56,Left,5664977395,212,4.1,5664977391,140,63.7,5664977397,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803480043,698,1,2,85,17,5x54jbfk11lrsmipgsx7cdbai,1,63.7,89.1,2025-04-19T22:21:40.522Z,2025-04-19T22:21:41Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5664977441,141,90.9,5664977445,213,2.81,5664977443,212,3.8,5664977437,56,Left,5664977439,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
