id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2785858581,721,1,2,80,48,e3k8yw2rbmphyfu5htn4yi5jk,1,41.9,71.4,2025-03-09T02:17:20.040Z,2025-03-09T02:17:24Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5568139117,141,38.3,5568139121,213,4.42,5568139119,212,23.5,5568139115,140,35.4,5568139109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785858649,722,1,2,80,52,e3k8yw2rbmphyfu5htn4yi5jk,1,40.2,29.7,2025-03-09T02:17:24.553Z,2025-03-09T02:17:29Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5568139513,56,Right,5568139515,140,71.5,5568139523,1,,5568139521,213,5.87,5568139519,212,35.9,5568139517,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785858657,723,1,2,80,57,e3k8yw2rbmphyfu5htn4yi5jk,0,75.5,11.4,2025-03-09T02:17:29.153Z,2025-03-09T02:17:29Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5568139559,212,11.9,5568139553,56,Center,5568139561,213,1.12,5568139555,140,80.4,5568139557,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785858679,541,8,2,80,59,83cpn99fh7ulkwe8nezy8a3mx,1,23.1,68.4,2025-03-09T02:17:31.066Z,2025-03-09T02:17:31Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5568139699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785858777,724,1,2,81,3,e3k8yw2rbmphyfu5htn4yi5jk,1,97.7,25.5,2025-03-09T02:17:35.153Z,2025-03-09T02:17:38Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5568140201,56,Right,5568140205,141,12.0,5568140207,212,9.5,5568140203,140,95.2,5568140209,213,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785858825,725,1,2,81,6,e3k8yw2rbmphyfu5htn4yi5jk,0,94.2,11.9,2025-03-09T02:17:38.257Z,2025-03-09T02:17:42Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5568140511,155,,5568140517,141,17.1,5568140521,213,1.06,5568140519,212,4.1,5568140515,140,96.1,5568140509,2,,5568140513,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785858911,542,12,2,81,10,83cpn99fh7ulkwe8nezy8a3mx,1,3.5,46.4,2025-03-09T02:17:42.458Z,2025-03-09T02:17:48Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5568141105,213,4.75,5568141101,141,20.0,5568141097,56,Back,5568141103,212,18.0,5568141099,140,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785858881,726,1,2,81,14,e3k8yw2rbmphyfu5htn4yi5jk,0,93.4,88.3,2025-03-09T02:17:45.865Z,2025-03-09T02:17:49Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5568140905,213,3.43,5568141165,236,,5568140897,56,Left,5568140899,140,88.2,5568140903,212,5.7,5568141167,233,543,5568140901,141,85.9,5568141171,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785858917,543,74,2,81,14,83cpn99fh7ulkwe8nezy8a3mx,1,9.0,5.6,2025-03-09T02:17:45.866Z,2025-03-09T02:44:18Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5568141133,285,,5568141131,56,Back,5568141185,233,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785858923,544,6,2,81,17,83cpn99fh7ulkwe8nezy8a3mx,0,4.8,9.2,2025-03-09T02:17:49.322Z,2025-03-09T02:17:54Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5568141205,56,Back,5568141207,73,,5568141415,233,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785858929,727,6,2,81,17,e3k8yw2rbmphyfu5htn4yi5jk,1,95.2,90.8,2025-03-09T02:17:49.322Z,2025-03-09T02:54:32Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5568141355,233,544,5568141309,73,,5568141307,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785859159,728,18,2,81,37,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-03-09T02:18:09.614Z,2025-03-09T02:18:20Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5568142795,55,729,5568142743,44,Defender,5568142741,42,,5568142745,59,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785859167,729,19,2,81,37,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-03-09T02:18:09.615Z,2025-03-09T04:17:26Z,5t1wvh34lm993otbc3469uzxm,J. Conway,,,5568142787,44,Forward,5568449955,293,3,5568142779,42,,5568142789,55,728,5568449953,292,9,5568142785,59,36,5568142783,145,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785859369,730,1,2,81,53,e3k8yw2rbmphyfu5htn4yi5jk,1,99.5,99.5,2025-03-09T02:18:24.769Z,2025-03-09T08:22:52Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5568143895,212,36.6,5568143893,141,46.4,5568143897,213,4.55,5568143891,140,93.7,5568143899,1,,5568143885,155,,5568143883,6,,5568143887,223,,5568143881,2,,5568143889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2785859381,545,44,2,81,57,83cpn99fh7ulkwe8nezy8a3mx,1,5.8,51.0,2025-03-09T02:18:29.160Z,2025-03-09T03:12:51Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5568143933,56,Back,5568144001,233,731,5568143935,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785859373,731,44,2,81,57,e3k8yw2rbmphyfu5htn4yi5jk,0,94.2,49.0,2025-03-09T02:18:29.161Z,2025-03-09T03:12:51Z,f1gj1qng7x6nxfi8lbxa7tvpx,D. Martínez,,,5568143909,56,Center,5568144013,233,545,5568143911,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785859401,546,12,2,81,58,83cpn99fh7ulkwe8nezy8a3mx,1,4.8,46.7,2025-03-09T02:18:29.945Z,2025-03-09T02:18:32Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5568144083,140,22.6,5568144085,141,66.7,5568144095,15,,5568144089,213,0.63,5568144081,56,Back,5568144087,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785859395,732,15,2,81,59,e3k8yw2rbmphyfu5htn4yi5jk,1,84.9,25.8,2025-03-09T02:18:31.617Z,2025-03-09T02:32:06Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5568146617,82,,5568144057,56,Center,5568147037,103,19,5568147031,72,,5568147039,458,,5568147041,146,91.6,5568147047,231,46.9,5568191599,233,547,5568144055,63,,5568147035,102,49.4,5568147043,147,5568147045,230,99.1,5568147033,78,36.3,,5568147029,25,,,,,,,,,,,,,
2785859415,547,10,2,82,0,83cpn99fh7ulkwe8nezy8a3mx,1,8.4,63.7,2025-03-09T02:18:31.717Z,2025-03-09T03:11:07Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5568191595,56,Back,5568191619,233,732,5568191593,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785859453,548,4,2,82,4,83cpn99fh7ulkwe8nezy8a3mx,1,22.8,73.6,2025-03-09T02:18:35.892Z,2025-03-09T02:18:45Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5568144877,13,,5568144879,56,Back,5568144887,233,733,5568144881,152,,5568144883,265,,5568144885,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785859465,733,4,2,82,4,e3k8yw2rbmphyfu5htn4yi5jk,0,77.2,26.4,2025-03-09T02:18:35.893Z,2025-03-09T04:19:49Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5568144707,152,,5568144903,233,548,5568144709,265,,5568144705,56,Center,5568146457,55,734,5568144711,286,,5568144703,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785859711,734,17,2,82,31,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-03-09T02:19:03.050Z,2025-03-09T02:19:06Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5568146407,13,243,5568146405,392,,5568146403,31,,5568146409,55,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785877951,645,43,2,82,51,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-09T02:19:22.670Z,2025-03-09T02:55:43Z,,,,,5568252867,144,27,5568252691,233,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860033,735,43,2,82,51,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-03-09T02:19:22.670Z,2025-03-09T02:57:19Z,,,,,5568255915,144,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860331,736,43,2,83,28,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-03-09T02:20:00.443Z,2025-03-09T02:57:21Z,,,,,5568149667,55,735,5568255953,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860375,549,1,2,83,29,83cpn99fh7ulkwe8nezy8a3mx,1,25.5,79.6,2025-03-09T02:20:00.795Z,2025-03-09T02:20:04Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5568149923,213,6.27,5568149907,157,,5568149915,56,Center,5568149919,141,78.1,5568149921,212,57.5,5568149903,5,,5568149929,1,,5568149917,140,80.3,5568149911,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860381,550,43,2,83,32,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-09T02:20:04.380Z,2025-03-09T02:40:00Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5568149967,56,Center,5568211573,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860415,737,4,2,83,38,e3k8yw2rbmphyfu5htn4yi5jk,1,22.2,19.5,2025-03-09T02:20:10.112Z,2025-03-09T02:44:24Z,,,,,5568212145,10,,5568150235,285,,5568150231,152,,5568150229,56,Back,5568151419,233,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860429,551,4,2,83,38,83cpn99fh7ulkwe8nezy8a3mx,0,77.8,80.5,2025-03-09T02:20:10.113Z,2025-03-09T03:11:25Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5568150287,56,Left,5568211975,10,,5568150289,152,,5568151443,233,737,5568150293,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860623,738,1,2,83,55,e3k8yw2rbmphyfu5htn4yi5jk,1,22.3,20.0,2025-03-09T02:20:26.753Z,2025-03-09T02:20:30Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5568151487,212,19.8,5568151479,152,,5568151481,56,Back,5568151477,5,,5568151489,213,1.62,5568151485,141,49.1,5568151483,140,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860663,739,1,2,83,58,e3k8yw2rbmphyfu5htn4yi5jk,1,21.4,49.7,2025-03-09T02:20:29.960Z,2025-03-09T02:20:34Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5568151705,140,35.6,5568151711,213,0.82,5568151707,141,73.0,5568151709,212,21.8,5568151703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860717,740,1,2,84,2,e3k8yw2rbmphyfu5htn4yi5jk,1,34.6,69.7,2025-03-09T02:20:34.416Z,2025-03-09T02:20:41Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5568152031,141,29.8,5568152027,56,Back,5568152035,213,4.30,5568152029,140,23.3,5568152033,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860721,741,1,2,84,9,e3k8yw2rbmphyfu5htn4yi5jk,0,22.3,19.4,2025-03-09T02:20:40.954Z,2025-03-09T02:20:44Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5568152051,157,,5568152063,1,,5568152057,141,19.5,5568152213,233,552,5568152059,212,4.6,5568152055,140,26.7,5568152211,236,,5568152217,286,,5568152061,213,0.01,5568152053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,
2785860745,552,74,2,84,9,83cpn99fh7ulkwe8nezy8a3mx,1,71.7,89.9,2025-03-09T02:20:40.955Z,2025-03-09T02:44:18Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5568152243,233,741,5568152195,285,,5568152193,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860757,553,5,2,84,13,83cpn99fh7ulkwe8nezy8a3mx,0,71.0,101.8,2025-03-09T02:20:44.725Z,2025-03-09T02:55:32Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5568152967,233,742,5568152281,56,Left,5568152283,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860861,742,5,2,84,13,e3k8yw2rbmphyfu5htn4yi5jk,1,29.0,-1.8,2025-03-09T02:20:44.725Z,2025-03-09T02:55:32Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5568152895,347,,5568152923,233,553,5568152893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860891,743,1,2,84,24,e3k8yw2rbmphyfu5htn4yi5jk,0,22.6,0.0,2025-03-09T02:20:56.459Z,2025-03-09T02:21:00Z,f1gj1qng7x6nxfi8lbxa7tvpx,D. Martínez,,,5568153073,140,57.4,5568153075,141,11.6,5568153079,213,0.25,5568153069,107,,5568153081,1,,5568153077,212,37.7,5568153071,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860897,554,44,2,84,27,83cpn99fh7ulkwe8nezy8a3mx,1,36.8,88.8,2025-03-09T02:20:59.450Z,2025-03-09T03:12:52Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5568153169,233,744,5568153109,56,Back,5568153111,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860901,744,44,2,84,27,e3k8yw2rbmphyfu5htn4yi5jk,0,63.2,11.2,2025-03-09T02:20:59.451Z,2025-03-09T03:12:52Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5568153123,286,,5568153195,233,554,5568153121,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860923,555,1,2,84,28,83cpn99fh7ulkwe8nezy8a3mx,0,26.9,89.4,2025-03-09T02:20:59.723Z,2025-03-09T02:21:03Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5568153237,140,36.4,5568153241,212,10.0,5568153239,141,90.2,5568153243,213,0.05,5568153235,56,Back,5568153233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860929,745,44,2,84,29,e3k8yw2rbmphyfu5htn4yi5jk,1,58.2,10.8,2025-03-09T02:21:01.521Z,2025-03-09T03:12:52Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5568153267,56,Right,5568153337,286,,5568153331,233,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860935,556,44,2,84,29,83cpn99fh7ulkwe8nezy8a3mx,0,41.8,89.2,2025-03-09T02:21:01.522Z,2025-03-09T03:12:53Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5568153281,56,Back,5568153283,285,,5568153367,233,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860941,746,1,2,84,30,e3k8yw2rbmphyfu5htn4yi5jk,0,49.0,12.5,2025-03-09T02:21:02.225Z,2025-03-09T02:21:03Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5568153301,56,Center,5568153315,212,8.3,5568153319,213,0.88,5568153297,3,,5568153305,140,54.0,5568153311,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785860981,557,1,2,84,33,83cpn99fh7ulkwe8nezy8a3mx,0,40.2,76.1,2025-03-09T02:21:05.077Z,2025-03-09T02:21:39Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5568153517,140,69.7,5568153527,1,,5568153521,141,63.9,5568153523,212,32.1,5568153513,56,Center,5568153525,213,6.02,5568153509,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861033,747,1,2,84,35,e3k8yw2rbmphyfu5htn4yi5jk,1,17.5,43.1,2025-03-09T02:21:07.665Z,2025-03-09T02:21:11Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5568153857,141,63.0,5568153855,140,27.6,5568153861,213,0.91,5568153859,212,17.2,5568153853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861109,748,1,2,84,39,e3k8yw2rbmphyfu5htn4yi5jk,1,28.9,58.8,2025-03-09T02:21:11.665Z,2025-03-09T02:21:17Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5568154227,56,Back,5568154229,140,38.9,5568154233,212,30.3,5568154231,141,17.0,5568154239,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861115,749,1,2,84,45,e3k8yw2rbmphyfu5htn4yi5jk,0,38.9,17.0,2025-03-09T02:21:17.049Z,2025-03-09T02:23:08Z,f1gj1qng7x6nxfi8lbxa7tvpx,D. Martínez,,,5568161187,286,,5568161181,236,,5568154301,141,20.1,5568154303,212,2.2,5568154297,56,Back,5568161183,233,570,5568154299,140,39.5,5568154305,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785862219,570,74,2,84,45,83cpn99fh7ulkwe8nezy8a3mx,1,41.7,84.4,2025-03-09T02:21:17.050Z,2025-03-09T02:44:19Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5568160913,56,Back,5568160915,285,,5568161193,233,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861149,750,8,2,84,51,e3k8yw2rbmphyfu5htn4yi5jk,1,29.5,37.1,2025-03-09T02:21:22.793Z,2025-03-09T02:21:22Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5568154499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861163,559,1,2,84,51,83cpn99fh7ulkwe8nezy8a3mx,1,47.5,87.2,2025-03-09T02:21:23.083Z,2025-03-09T02:23:13Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5568154565,141,76.9,5568154561,56,Back,5568154567,212,7.4,5568154563,140,45.1,5568154569,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861213,560,1,2,84,52,83cpn99fh7ulkwe8nezy8a3mx,1,45.1,76.9,2025-03-09T02:21:23.970Z,2025-03-09T02:23:14Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5568154831,212,16.7,5568154825,56,Center,5568154833,213,6.16,5568154829,141,73.9,5568154827,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861217,561,1,2,84,53,83cpn99fh7ulkwe8nezy8a3mx,0,53.6,70.7,2025-03-09T02:21:24.786Z,2025-03-09T02:39:27Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5568154849,56,Center,5568158471,212,13.3,5568158467,140,66.2,5568158473,213,6.21,5568158469,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861185,751,1,2,84,53,e3k8yw2rbmphyfu5htn4yi5jk,1,29.2,37.1,2025-03-09T02:21:25.233Z,2025-03-09T02:39:06Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5568154663,140,29.9,5568154669,213,1.47,5568154661,56,Back,5568154665,141,48.1,5568154667,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861237,753,1,2,84,54,e3k8yw2rbmphyfu5htn4yi5jk,1,29.9,48.1,2025-03-09T02:21:25.738Z,2025-03-09T02:21:29Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5568154947,140,41.9,5568154949,141,56.7,5568154951,212,13.9,5568154945,56,Back,5568154953,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861253,754,1,2,84,57,e3k8yw2rbmphyfu5htn4yi5jk,1,39.3,63.0,2025-03-09T02:21:28.801Z,2025-03-09T02:21:31Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5568155071,141,75.4,5568155075,213,2.55,5568155067,56,Back,5568155073,212,15.1,5568155069,140,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861299,755,1,2,84,59,e3k8yw2rbmphyfu5htn4yi5jk,1,27.4,75.4,2025-03-09T02:21:31.193Z,2025-03-09T02:21:37Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5568155383,212,10.2,5568155377,56,Back,5568155379,140,35.9,5568155385,213,0.51,5568155381,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861369,756,1,2,85,5,e3k8yw2rbmphyfu5htn4yi5jk,1,38.4,83.8,2025-03-09T02:21:37.585Z,2025-03-09T02:21:46Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5568155763,56,Back,5568155769,212,14.1,5568155767,141,71.4,5568155771,213,3.78,5568155765,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861409,757,1,2,85,14,e3k8yw2rbmphyfu5htn4yi5jk,1,47.5,57.3,2025-03-09T02:21:45.833Z,2025-03-09T02:21:49Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5568156009,212,22.3,5568156003,56,Center,5568156011,213,0.67,5568156007,141,77.6,5568156005,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861435,758,1,2,85,17,e3k8yw2rbmphyfu5htn4yi5jk,1,64.2,77.6,2025-03-09T02:21:49.449Z,2025-03-09T02:21:59Z,5t1wvh34lm993otbc3469uzxm,J. Conway,,,5568156183,56,Left,5568156185,140,56.7,5568156701,156,,5568156189,212,13.6,5568156191,213,2.19,5568156187,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861443,759,1,2,85,19,e3k8yw2rbmphyfu5htn4yi5jk,1,56.7,93.9,2025-03-09T02:21:51.633Z,2025-03-09T02:21:53Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5568156245,212,27.2,5568156235,2,,5568156243,141,69.6,5568156247,213,5.63,5568156239,56,Center,5568156241,140,77.3,5568156237,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861453,760,1,2,85,21,e3k8yw2rbmphyfu5htn4yi5jk,0,77.3,69.6,2025-03-09T02:21:53.249Z,2025-03-09T02:21:54Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5568156303,168,,5568156309,141,59.0,5568156313,213,5.44,5568156311,212,9.6,5568156307,140,83.4,5568156301,3,,5568156305,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861475,562,1,2,85,22,83cpn99fh7ulkwe8nezy8a3mx,1,18.7,51.0,2025-03-09T02:21:54.162Z,2025-03-09T02:21:55Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5568156455,141,48.7,5568156453,140,8.6,5568156449,3,,5568156451,56,Back,5568156457,212,10.7,5568156459,213,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861661,564,1,2,85,41,83cpn99fh7ulkwe8nezy8a3mx,1,10.8,58.5,2025-03-09T02:22:13.028Z,2025-03-09T02:22:15Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5568157533,56,Back,5568157535,140,24.4,5568157565,287,,5568157541,213,0.75,5568157539,212,19.5,5568157531,123,,5568157537,141,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861685,565,1,2,85,43,83cpn99fh7ulkwe8nezy8a3mx,1,24.6,78.4,2025-03-09T02:22:15.434Z,2025-03-09T02:22:18Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5568157777,141,86.9,5568157775,140,35.6,5568157779,212,12.9,5568157773,56,Back,5568157781,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861691,566,1,2,85,46,83cpn99fh7ulkwe8nezy8a3mx,0,35.4,87.1,2025-03-09T02:22:18.149Z,2025-03-09T02:22:19Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5568157823,141,36.1,5568157825,212,55.0,5568157817,155,,5568157829,1,,5568157819,56,Center,5568157827,213,5.60,5568157821,140,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861785,762,1,2,85,49,e3k8yw2rbmphyfu5htn4yi5jk,1,23.6,47.9,2025-03-09T02:22:21.641Z,2025-03-09T02:22:29Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5568158433,140,27.6,5568158435,141,28.3,5568158439,213,5.02,5568158431,56,Back,5568158437,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785861859,763,1,2,85,57,e3k8yw2rbmphyfu5htn4yi5jk,1,54.1,23.4,2025-03-09T02:22:29.194Z,2025-03-09T02:22:35Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5568158805,56,Center,5568158811,212,38.2,5568158803,155,,5568158807,140,75.8,5568158815,1,,5568158813,213,0.93,5568158809,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
