id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2805416651,490,1,2,66,42,kfq8fhwnmycbtad1u0fyefx0,1,63.1,75.7,2025-04-24T02:32:33.968Z,2025-04-24T02:32:35Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5675661541,213,2.43,5675661533,56,Left,5675661535,140,55.4,5675661539,212,10.7,5675661537,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805416665,491,1,2,66,43,kfq8fhwnmycbtad1u0fyefx0,1,55.4,86.0,2025-04-24T02:32:35.409Z,2025-04-24T02:32:37Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,5675661621,212,18.1,5675661623,213,3.76,5675661619,141,70.6,5675661615,56,Back,5675661617,140,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805416697,492,1,2,66,45,kfq8fhwnmycbtad1u0fyefx0,1,41.3,70.6,2025-04-24T02:32:36.933Z,2025-04-24T02:32:42Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5675661773,56,Back,5675661775,140,46.0,5675661779,212,17.2,5675661781,213,5.00,5675661777,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805416727,493,1,2,66,51,kfq8fhwnmycbtad1u0fyefx0,1,51.4,54.6,2025-04-24T02:32:42.527Z,2025-04-24T02:32:48Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675661941,140,67.6,5675661947,213,0.50,5675661943,141,68.2,5675661945,212,19.4,5675661937,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805416733,494,4,2,66,56,kfq8fhwnmycbtad1u0fyefx0,1,68.3,71.4,2025-04-24T02:32:48.047Z,2025-04-24T02:32:54Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5675662045,13,,5675662059,233,600,5675662051,265,,5675662047,56,Center,5675662053,286,,5675662049,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805416723,600,4,2,66,56,bk3zg8yaj5uoqhxzwons3bo8a,0,31.7,28.6,2025-04-24T02:32:48.048Z,2025-04-24T02:32:55Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,5675662023,285,,5675662083,233,494,5675662015,13,,5675662019,152,,5675662021,265,,5675662017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805416969,495,1,2,67,52,kfq8fhwnmycbtad1u0fyefx0,1,71.5,77.6,2025-04-24T02:33:44.311Z,2025-04-24T02:34:00Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,1.0,5675663887,154,,5675663489,155,,5675663485,2,,5675663491,152,,5675663497,141,44.2,5675663495,140,90.9,5675663487,5,,5675663493,56,Center,5675663501,213,5.44,5675663499,212,5675663885,210,,,,30.5,13,,,,,,,,,,,,,,
2805416981,496,44,2,67,56,kfq8fhwnmycbtad1u0fyefx0,1,94.6,41.6,2025-04-24T02:33:48.343Z,2025-04-24T03:12:23Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675663627,233,601,5675663559,286,,5675663557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805416987,601,44,2,67,56,bk3zg8yaj5uoqhxzwons3bo8a,0,5.4,58.4,2025-04-24T02:33:48.344Z,2025-04-24T03:12:23Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675663597,285,,5675663635,233,496,5675663595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805416985,497,13,2,67,57,kfq8fhwnmycbtad1u0fyefx0,1,93.4,44.4,2025-04-24T02:33:48.813Z,2025-04-24T03:54:02Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675663905,102,55.5,5675663899,154,,5675663583,56,Center,5675663755,328,,5675663909,230,98.1,5675663895,85,,5675663751,15,,5675663911,231,47.8,5675663897,29,,5675752597,24,5675663901,55,5675663907,103,51.4,,495,5675663581,17,,,,,,,,,,,,
2805417011,498,5,2,67,59,kfq8fhwnmycbtad1u0fyefx0,0,101.2,52.2,2025-04-24T02:33:51.500Z,2025-04-24T03:38:40Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675663979,233,602,5675663727,346,,5675663725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417049,602,5,2,67,59,bk3zg8yaj5uoqhxzwons3bo8a,1,-1.2,47.8,2025-04-24T02:33:51.500Z,2025-04-24T03:38:40Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675663947,56,Back,5675663973,233,498,5675663951,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417095,603,1,2,68,10,bk3zg8yaj5uoqhxzwons3bo8a,1,5.1,44.0,2025-04-24T02:34:01.645Z,2025-04-24T02:34:08Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675664185,141,82.6,5675664183,140,17.1,5675664187,212,29.1,5675664181,56,Back,5675664193,237,,5675664179,124,,5675664189,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417119,604,1,2,68,17,bk3zg8yaj5uoqhxzwons3bo8a,1,26.9,91.4,2025-04-24T02:34:08.564Z,2025-04-24T02:34:11Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675664299,56,Back,5675664305,212,6.7,5675664307,213,3.60,5675664301,140,21.2,5675664303,141,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417137,605,1,2,68,19,bk3zg8yaj5uoqhxzwons3bo8a,1,15.1,85.7,2025-04-24T02:34:11.180Z,2025-04-24T02:34:14Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675664445,212,17.1,5675664443,141,63.4,5675664447,213,4.23,5675664441,140,7.5,5675664439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417153,606,1,2,68,22,bk3zg8yaj5uoqhxzwons3bo8a,1,7.9,51.8,2025-04-24T02:34:14.012Z,2025-04-24T02:34:17Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,5675664519,141,24.6,5675664521,212,19.1,5675664523,213,4.97,5675664517,140,12.5,5675664515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417179,607,1,2,68,26,bk3zg8yaj5uoqhxzwons3bo8a,1,15.0,12.6,2025-04-24T02:34:17.556Z,2025-04-24T02:34:22Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675664645,212,30.3,5675664643,141,31.3,5675664647,213,0.43,5675664641,140,41.2,5675664639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417197,608,1,2,68,30,bk3zg8yaj5uoqhxzwons3bo8a,1,42.5,29.5,2025-04-24T02:34:22.052Z,2025-04-24T02:34:24Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675664769,212,14.2,5675664767,141,10.0,5675664771,213,5.08,5675664763,56,Back,5675664765,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417219,609,1,2,68,33,bk3zg8yaj5uoqhxzwons3bo8a,1,44.1,10.1,2025-04-24T02:34:24.661Z,2025-04-24T02:34:27Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,5675664863,213,2.39,5675664861,212,16.3,5675664859,141,26.4,5675664855,56,Back,5675664857,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417237,610,1,2,68,35,bk3zg8yaj5uoqhxzwons3bo8a,1,32.5,26.4,2025-04-24T02:34:27.245Z,2025-04-24T02:34:29Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675664945,56,Back,5675664947,140,40.8,5675664953,213,0.32,5675664949,141,30.7,5675664951,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417251,611,1,2,68,37,bk3zg8yaj5uoqhxzwons3bo8a,1,40.2,30.3,2025-04-24T02:34:29.326Z,2025-04-24T02:34:34Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5675665019,213,6.14,5675665021,1,,5675665017,212,32.6,5675665011,56,Center,5675665009,155,,5675665013,140,70.9,5675665015,141,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417253,612,61,2,68,42,bk3zg8yaj5uoqhxzwons3bo8a,0,70.8,23.6,2025-04-24T02:34:34.132Z,2025-04-24T02:34:34Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,5675665025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417259,499,12,2,68,44,kfq8fhwnmycbtad1u0fyefx0,1,19.9,79.3,2025-04-24T02:34:35.943Z,2025-04-24T02:34:37Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5675665097,167,,5675665073,56,Back,5675665075,140,26.7,5675665079,212,17.0,5675665081,213,1.14,5675665077,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417261,500,5,2,68,44,kfq8fhwnmycbtad1u0fyefx0,0,27.8,102.0,2025-04-24T02:34:36.078Z,2025-04-24T03:38:41Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5675665405,233,613,5675665087,56,Back,5675665089,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417303,613,5,2,68,44,bk3zg8yaj5uoqhxzwons3bo8a,1,72.2,-2.0,2025-04-24T02:34:36.078Z,2025-04-24T03:38:41Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,5675665397,233,500,5675665343,347,,5675665341,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417325,614,1,2,68,55,bk3zg8yaj5uoqhxzwons3bo8a,1,69.5,0.0,2025-04-24T02:34:47.172Z,2025-04-24T04:33:30Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,5675665477,107,,5675665487,213,0.47,5675665481,140,77.8,5675665479,56,Right,5675665485,212,9.8,5675665483,141,4.6,5675683293,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417343,615,1,2,68,56,bk3zg8yaj5uoqhxzwons3bo8a,1,77.8,4.6,2025-04-24T02:34:47.980Z,2025-04-24T02:34:50Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675665557,56,Right,5675665559,140,66.4,5675665567,213,2.95,5675665563,212,12.2,5675665561,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417349,616,1,2,68,58,bk3zg8yaj5uoqhxzwons3bo8a,1,58.6,20.4,2025-04-24T02:34:50.229Z,2025-04-24T02:46:29Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,5675665595,140,59.8,5675665597,141,19.2,5675665593,56,Right,5675665601,213,5.71,5675665599,212,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417351,617,1,2,68,59,bk3zg8yaj5uoqhxzwons3bo8a,1,73.4,15.6,2025-04-24T02:34:51.317Z,2025-04-24T04:33:32Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,5675683079,141,10.5,5675683077,140,67.7,5675683081,212,6.9,5675683083,213,3.67,5675683075,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417391,618,61,2,69,0,bk3zg8yaj5uoqhxzwons3bo8a,0,40.5,11.7,2025-04-24T02:34:52.061Z,2025-04-24T04:29:51Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5675665777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417341,501,61,2,69,1,kfq8fhwnmycbtad1u0fyefx0,1,35.3,58.7,2025-04-24T02:34:53.187Z,2025-04-24T04:30:03Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5675665555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417367,502,1,2,69,2,kfq8fhwnmycbtad1u0fyefx0,0,35.2,60.3,2025-04-24T02:34:53.627Z,2025-04-24T04:30:05Z,7d326gljgym4qtmxvx5t5poq2,A. Larsson,,5675665675,140,61.6,5675665673,56,Center,5675665683,1,,5675665679,212,27.7,5675665671,157,,5675665677,141,61.7,5675665681,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417461,503,5,2,69,10,kfq8fhwnmycbtad1u0fyefx0,1,41.0,101.7,2025-04-24T02:35:01.756Z,2025-04-24T03:38:41Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5675666087,233,619,5675666059,56,Back,5675666061,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417411,619,5,2,69,10,bk3zg8yaj5uoqhxzwons3bo8a,0,59.0,-1.7,2025-04-24T02:35:01.756Z,2025-04-24T03:38:42Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675665879,56,Right,5675666123,233,503,5675665881,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417477,504,1,2,69,16,kfq8fhwnmycbtad1u0fyefx0,1,39.9,100.0,2025-04-24T02:35:08.227Z,2025-04-24T02:35:10Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,5675666175,213,4.29,5675666173,212,14.7,5675666165,107,,5675666167,56,Back,5675666171,141,81.8,5675666169,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417481,505,1,2,69,17,kfq8fhwnmycbtad1u0fyefx0,1,34.3,81.8,2025-04-24T02:35:09.031Z,2025-04-24T02:35:10Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5675666191,141,59.7,5675666189,140,32.4,5675666193,212,15.2,5675666187,56,Back,5675666195,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417493,506,1,2,69,18,kfq8fhwnmycbtad1u0fyefx0,1,32.2,59.7,2025-04-24T02:35:10.263Z,2025-04-24T02:35:12Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675666245,141,77.5,5675666243,140,32.4,5675666241,56,Back,5675666251,212,12.1,5675666253,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417517,507,1,2,69,20,kfq8fhwnmycbtad1u0fyefx0,1,27.6,76.6,2025-04-24T02:35:11.961Z,2025-04-24T02:35:16Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5675666379,213,5.72,5675666375,141,68.2,5675666377,212,10.7,5675666373,140,36.2,5675666371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417533,508,1,2,69,24,kfq8fhwnmycbtad1u0fyefx0,1,36.6,65.8,2025-04-24T02:35:16.446Z,2025-04-24T02:35:19Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5675666469,213,5.84,5675666461,56,Center,5675666467,212,22.6,5675666463,140,56.1,5675666465,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417539,509,61,2,69,27,kfq8fhwnmycbtad1u0fyefx0,0,61.1,53.3,2025-04-24T02:35:19.252Z,2025-04-24T02:35:19Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5675666511,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417553,621,1,2,69,28,bk3zg8yaj5uoqhxzwons3bo8a,1,39.5,64.0,2025-04-24T02:35:20.317Z,2025-04-24T02:35:21Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675666563,141,56.6,5675666567,213,5.29,5675666561,140,42.6,5675666565,212,6.0,5675666559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417565,622,1,2,69,29,bk3zg8yaj5uoqhxzwons3bo8a,1,42.6,56.6,2025-04-24T02:35:21.038Z,2025-04-24T02:35:23Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,5675666635,140,51.4,5675666637,141,73.5,5675666633,56,Center,5675666641,213,0.89,5675666639,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417573,623,1,2,69,31,bk3zg8yaj5uoqhxzwons3bo8a,1,51.7,73.5,2025-04-24T02:35:22.880Z,2025-04-24T02:35:24Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675666689,213,5.25,5675666685,141,58.1,5675666683,140,57.7,5675666687,212,12.2,5675666681,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417581,624,1,2,69,32,bk3zg8yaj5uoqhxzwons3bo8a,1,57.8,58.1,2025-04-24T02:35:24.070Z,2025-04-24T02:35:25Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,5675666715,212,5.8,5675666717,213,1.14,5675666713,141,65.8,5675666711,140,60.1,5675666709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417583,625,1,2,69,33,bk3zg8yaj5uoqhxzwons3bo8a,1,60.1,65.8,2025-04-24T02:35:25.230Z,2025-04-24T02:35:26Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,5675666741,141,30.7,5675666745,213,4.68,5675666743,212,23.9,5675666739,140,59.3,5675666737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417587,626,1,2,69,34,bk3zg8yaj5uoqhxzwons3bo8a,1,60.0,29.2,2025-04-24T02:35:26.311Z,2025-04-24T02:35:28Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,5675666761,140,71.0,5675666767,213,5.68,5675666763,141,17.6,5675666765,212,14.0,5675666759,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417597,627,1,2,69,36,bk3zg8yaj5uoqhxzwons3bo8a,1,71.0,17.6,2025-04-24T02:35:28.020Z,2025-04-24T02:35:28Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,5675666795,56,Center,5675666803,213,1.80,5675666799,141,31.0,5675666797,140,69.0,5675666801,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417599,628,1,2,69,37,bk3zg8yaj5uoqhxzwons3bo8a,1,69.0,31.0,2025-04-24T02:35:28.737Z,2025-04-24T02:35:30Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,5675666837,141,25.0,5675666839,212,9.9,5675666833,56,Center,5675666835,140,60.4,5675666841,213,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417603,629,1,2,69,38,bk3zg8yaj5uoqhxzwons3bo8a,1,60.3,24.3,2025-04-24T02:35:30.511Z,2025-04-24T02:35:31Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,5675666873,140,60.6,5675666875,141,32.4,5675666881,213,1.51,5675666871,56,Center,5675666877,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417623,630,1,2,69,39,bk3zg8yaj5uoqhxzwons3bo8a,1,60.6,32.4,2025-04-24T02:35:31.093Z,2025-04-24T02:35:32Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675666955,212,20.3,5675666953,141,18.0,5675666957,213,3.65,5675666951,140,43.7,5675666949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417631,631,1,2,69,41,bk3zg8yaj5uoqhxzwons3bo8a,1,43.6,18.0,2025-04-24T02:35:32.645Z,2025-04-24T02:35:34Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675667011,141,40.6,5675667007,56,Back,5675667015,213,2.14,5675667013,212,18.2,5675667009,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417653,632,1,2,69,44,bk3zg8yaj5uoqhxzwons3bo8a,1,36.1,32.2,2025-04-24T02:35:35.790Z,2025-04-24T02:35:39Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675667161,140,54.5,5675667167,213,5.69,5675667163,141,13.1,5675667159,56,Right,5675667165,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417675,633,1,2,69,48,bk3zg8yaj5uoqhxzwons3bo8a,0,56.5,12.6,2025-04-24T02:35:39.623Z,2025-04-24T02:35:42Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,5675667257,212,47.1,5675667249,155,,5675667253,140,95.4,5675667251,56,Center,5675667255,141,47.0,5675667259,213,0.52,5675667261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417737,512,1,2,69,59,kfq8fhwnmycbtad1u0fyefx0,1,9.3,47.3,2025-04-24T02:35:51.198Z,2025-04-24T02:35:54Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675667557,141,85.1,5675667559,212,26.6,5675667553,56,Back,5675667555,140,15.9,5675667561,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417779,513,1,2,70,2,kfq8fhwnmycbtad1u0fyefx0,1,19.9,85.7,2025-04-24T02:35:53.854Z,2025-04-24T02:36:01Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5675667801,213,0.02,5675667797,141,86.0,5675667799,212,13.0,5675667795,140,32.3,5675667793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417785,514,1,2,70,9,kfq8fhwnmycbtad1u0fyefx0,0,28.8,90.3,2025-04-24T02:36:01.295Z,2025-04-24T03:07:07Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,5675667833,155,,5675667835,56,Back,5675667841,212,8.7,5675667837,140,36.9,5675667843,213,0.19,5675667839,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417783,634,61,2,70,10,bk3zg8yaj5uoqhxzwons3bo8a,1,58.1,8.8,2025-04-24T02:36:01.979Z,2025-04-24T04:33:34Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675667827,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417837,515,5,2,70,11,kfq8fhwnmycbtad1u0fyefx0,1,44.6,101.7,2025-04-24T02:36:02.691Z,2025-04-24T03:38:42Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,5675668119,347,,5675668127,233,635,5675668117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417789,635,5,2,70,11,bk3zg8yaj5uoqhxzwons3bo8a,0,55.4,-1.7,2025-04-24T02:36:02.691Z,2025-04-24T03:38:43Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675667849,347,,5675668145,233,515,5675667847,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417857,516,1,2,70,19,kfq8fhwnmycbtad1u0fyefx0,1,44.7,100.0,2025-04-24T02:36:11.101Z,2025-04-24T02:36:15Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,5675668219,56,Center,5675668221,140,62.6,5675668227,213,5.60,5675668217,107,,5675668229,1,,5675668225,212,24.2,5675668223,141,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417863,517,1,2,70,24,kfq8fhwnmycbtad1u0fyefx0,1,65.0,76.4,2025-04-24T02:36:15.566Z,2025-04-24T02:36:17Z,7d326gljgym4qtmxvx5t5poq2,A. Larsson,,5675668261,156,,5675668255,212,6.5,5675668257,213,3.34,5675668253,141,74.5,5675668251,140,58.9,5675668249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417877,518,1,2,70,26,kfq8fhwnmycbtad1u0fyefx0,0,61.0,74.2,2025-04-24T02:36:17.606Z,2025-04-24T02:36:19Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,5675668339,213,5.98,5675668335,141,61.8,5675668337,212,28.5,5675668333,140,86.9,5675668331,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417897,636,54,2,70,31,bk3zg8yaj5uoqhxzwons3bo8a,1,9.9,31.9,2025-04-24T02:36:22.572Z,2025-04-24T02:36:26Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,5675668593,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805417981,639,1,2,70,43,bk3zg8yaj5uoqhxzwons3bo8a,1,12.6,39.5,2025-04-24T02:36:35.244Z,2025-04-24T02:36:37Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,5675668889,213,5.35,5675668883,140,25.2,5675668887,212,22.3,5675668881,56,Back,5675668885,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805418003,640,1,2,70,45,bk3zg8yaj5uoqhxzwons3bo8a,1,24.5,13.1,2025-04-24T02:36:36.867Z,2025-04-24T02:36:40Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675668991,212,15.8,5675668993,213,2.45,5675668987,140,12.9,5675668985,56,Back,5675668989,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805418007,641,1,2,70,48,bk3zg8yaj5uoqhxzwons3bo8a,1,12.9,27.9,2025-04-24T02:36:40.249Z,2025-04-24T02:36:41Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675669021,213,0.46,5675669019,212,16.6,5675669017,141,38.8,5675669015,140,27.0,5675669013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805418013,642,43,2,70,49,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-04-24T02:36:41.310Z,2025-04-24T03:07:45Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5675669039,140,31.3,5675669043,212,8.0,5675669041,141,29.1,5675696753,144,1,5675669045,213,5.31,5675669037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805422199,784,1,2,70,52,bk3zg8yaj5uoqhxzwons3bo8a,0,30.0,35.4,2025-04-24T02:36:43.518Z,2025-04-24T03:12:39Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5675696933,213,5.63,5675696931,212,5.0,5675696927,140,33.8,5675696925,56,Back,5675696929,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
