id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2818651229,655,1,2,78,59,bu5w8wprynlj9mvphvy8sd94f,1,67.9,18.2,2025-05-25T00:46:35.672Z,2025-05-25T01:39:46Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,1.0,,5748950707,154,,5748767351,213,0.78,5748950705,210,13,5748767341,140,86.5,5748767343,141,46.6,5748767347,212,27.5,5748767337,152,,5748767333,5,,5748767331,2,5748767339,56,Center,,5748767335,155,,,,,,,,,,,,,,,,,,,,,,,,
2818651243,656,13,2,79,4,bu5w8wprynlj9mvphvy8sd94f,1,86.5,46.6,2025-05-25T00:46:40.608Z,2025-05-25T01:39:46Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5748950745,230,98.9,5748950743,147,42.1,5748950747,231,49.8,5748950741,146,96.7,5748950499,153,,5748767413,17,,5748767415,56,Center,5748950727,84,,5748950739,103,5748950497,328,,25,5748950493,15,,5748950491,24,,5748950731,154,,5748950737,102,42.2,5748950733,55,655,5748950729,29,,,,,,,,,
2818651181,707,43,2,79,4,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-05-25T00:46:40.708Z,2025-05-25T01:40:08Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5748767221,177,0,5748951215,144,10,5748767149,178,0,5748767153,56,Back,5748767151,182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651299,709,1,2,79,11,c9xffml4i7ihblp1qhus9w3fu,1,8.0,47.0,2025-05-25T00:46:48.164Z,2025-05-25T00:46:50Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5748767833,123,,5748767837,140,27.9,5748767839,141,61.7,5748767835,56,Back,5748767841,212,23.2,5748767843,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651307,710,1,2,79,13,c9xffml4i7ihblp1qhus9w3fu,1,27.9,61.7,2025-05-25T00:46:50.076Z,2025-05-25T00:49:01Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5748767879,212,19.6,5748767883,213,1.10,5748767867,56,Back,5748767875,141,87.4,5748767871,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651379,711,1,2,79,15,c9xffml4i7ihblp1qhus9w3fu,1,36.3,87.4,2025-05-25T00:46:52.229Z,2025-05-25T00:46:56Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5748768277,212,17.0,5748768273,140,24.2,5748768271,56,Back,5748768279,213,3.87,5748768275,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651435,712,1,2,79,19,c9xffml4i7ihblp1qhus9w3fu,1,17.4,68.7,2025-05-25T00:46:56.011Z,2025-05-25T00:46:58Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5748768521,140,14.5,5748768527,213,4.51,5748768523,141,46.7,5748768525,212,15.3,5748768519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651495,713,1,2,79,22,c9xffml4i7ihblp1qhus9w3fu,0,14.0,45.1,2025-05-25T00:46:58.589Z,2025-05-25T00:47:02Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5748768831,1,,5748768825,141,27.0,5748768829,213,6.06,5748768821,56,Center,5748768827,212,55.4,5748768823,140,65.4,5748768817,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651525,657,1,2,79,28,bu5w8wprynlj9mvphvy8sd94f,1,25.5,92.7,2025-05-25T00:47:04.551Z,2025-05-25T00:47:05Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748769011,56,Back,5748769021,213,0.27,5748769013,140,31.6,5748769017,141,95.3,5748769019,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651555,714,83,2,79,30,c9xffml4i7ihblp1qhus9w3fu,0,58.7,20.3,2025-05-25T00:47:07.339Z,2025-05-25T00:47:13Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5748769527,399,3bpj0qbeokaqc33aro8v7qpec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651615,659,1,2,79,32,bu5w8wprynlj9mvphvy8sd94f,1,36.7,92.6,2025-05-25T00:47:09.183Z,2025-05-25T00:47:12Z,3bpj0qbeokaqc33aro8v7qpec,M. Lawrence,,,5748769483,140,35.1,5748769487,141,74.8,5748769491,212,12.2,5748769493,213,4.57,5748769477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651623,660,1,2,79,36,bu5w8wprynlj9mvphvy8sd94f,1,35.1,74.8,2025-05-25T00:47:13.175Z,2025-05-25T01:18:07Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5748769567,213,4.70,5748769563,141,56.4,5748769559,56,Back,5748769561,140,34.9,5748769565,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651637,661,1,2,79,37,bu5w8wprynlj9mvphvy8sd94f,1,34.7,55.7,2025-05-25T00:47:13.839Z,2025-05-25T00:47:15Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5748769657,140,33.9,5748769655,56,Back,5748769663,213,1.68,5748769659,141,67.0,5748769661,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651671,662,1,2,79,38,bu5w8wprynlj9mvphvy8sd94f,1,33.9,67.0,2025-05-25T00:47:15.312Z,2025-05-25T01:18:16Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5748769831,1,,5748769825,141,21.5,5748769819,155,,5748769829,213,5.25,5748769821,56,Center,5748769823,140,51.3,5748769827,212,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651695,663,1,2,79,40,bu5w8wprynlj9mvphvy8sd94f,1,50.8,16.4,2025-05-25T00:47:17.239Z,2025-05-25T00:47:19Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5748769987,141,15.9,5748769983,56,Back,5748769985,140,26.7,5748769991,213,3.16,5748769989,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651737,664,1,2,79,43,bu5w8wprynlj9mvphvy8sd94f,1,26.7,15.9,2025-05-25T00:47:19.591Z,2025-05-25T00:47:22Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5748770273,141,29.2,5748770277,213,1.39,5748770271,140,28.3,5748770269,56,Back,5748770275,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651787,665,1,2,79,45,bu5w8wprynlj9mvphvy8sd94f,1,29.6,29.2,2025-05-25T00:47:22.519Z,2025-05-25T00:47:25Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5748770511,213,5.89,5748770505,140,47.8,5748770509,212,20.6,5748770507,141,17.7,5748770503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651795,666,4,2,79,48,bu5w8wprynlj9mvphvy8sd94f,1,53.3,17.1,2025-05-25T00:47:25.411Z,2025-05-25T01:23:53Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5748770569,56,Right,5748770669,233,715,5748770567,13,,5748770571,152,,5748770573,265,,5748770575,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651791,715,4,2,79,48,c9xffml4i7ihblp1qhus9w3fu,0,46.7,82.9,2025-05-25T00:47:25.412Z,2025-05-25T01:23:53Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5748770585,265,,5748770721,233,666,5748770587,285,,5748770583,152,,5748770581,56,Back,5748770579,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651905,667,1,2,79,54,bu5w8wprynlj9mvphvy8sd94f,1,57.8,14.3,2025-05-25T00:47:30.847Z,2025-05-25T00:47:32Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5748771115,213,2.52,5748771107,56,Back,5748771103,5,,5748771105,152,,5748771113,212,15.9,5748771111,141,27.9,5748771109,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651953,668,1,2,79,55,bu5w8wprynlj9mvphvy8sd94f,1,45.5,27.9,2025-05-25T00:47:31.878Z,2025-05-25T00:47:35Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5748771411,212,16.0,5748771413,213,0.54,5748771405,56,Center,5748771409,141,40.0,5748771407,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651963,669,1,2,79,57,bu5w8wprynlj9mvphvy8sd94f,0,58.6,39.8,2025-05-25T00:47:34.335Z,2025-05-25T01:20:13Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5748771451,56,Left,5748771453,140,77.6,5748771457,212,35.8,5748771449,155,,5748771455,141,83.6,5748771461,1,,5748771459,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651939,716,12,2,79,58,c9xffml4i7ihblp1qhus9w3fu,1,28.6,25.8,2025-05-25T00:47:35.020Z,2025-05-25T01:20:19Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5748771363,15,,5748771437,167,,5748771315,140,23.3,5748771311,56,Back,5748771323,212,19.3,5748771317,141,0.0,5748771327,213,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651997,670,5,2,79,58,bu5w8wprynlj9mvphvy8sd94f,1,76.8,101.6,2025-05-25T00:47:35.310Z,2025-05-25T01:33:38Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5748771635,56,Left,5748771665,233,717,5748771637,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818651957,717,5,2,79,58,c9xffml4i7ihblp1qhus9w3fu,0,23.2,-1.6,2025-05-25T00:47:35.310Z,2025-05-25T00:47:41Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5748771429,56,Back,5748771697,233,670,5748771431,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818652247,671,1,2,80,17,bu5w8wprynlj9mvphvy8sd94f,0,80.2,100.0,2025-05-25T00:47:54.038Z,2025-05-25T00:47:56Z,3bpj0qbeokaqc33aro8v7qpec,M. Lawrence,,,5748773059,140,89.9,5748773061,141,60.5,5748773067,1,,5748773063,212,29.8,5748773055,107,,5748773065,213,5.06,5748773057,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818652263,718,12,2,80,19,c9xffml4i7ihblp1qhus9w3fu,1,42.9,42.5,2025-05-25T00:47:56.043Z,2025-05-25T00:47:59Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5748773137,56,Center,5748773139,140,53.3,5748773145,213,5.85,5748773163,15,,5748773143,212,12.0,5748773141,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818652301,672,44,2,80,22,bu5w8wprynlj9mvphvy8sd94f,1,58.2,62.7,2025-05-25T00:47:59.190Z,2025-05-25T01:24:20Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5748773371,56,Center,5748773373,286,,5748773477,233,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818652309,719,44,2,80,22,c9xffml4i7ihblp1qhus9w3fu,0,41.8,37.3,2025-05-25T00:47:59.191Z,2025-05-25T01:24:20Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5748773405,56,Back,5748773507,285,,5748773503,233,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818652317,673,1,2,80,22,bu5w8wprynlj9mvphvy8sd94f,0,77.5,59.0,2025-05-25T00:47:59.415Z,2025-05-25T00:48:00Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5748773429,3,,5748773437,140,93.6,5748773433,56,Center,5748773439,141,62.1,5748773443,212,17.0,5748773447,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818652333,720,12,2,80,24,c9xffml4i7ihblp1qhus9w3fu,1,46.3,42.2,2025-05-25T00:48:00.908Z,2025-05-25T00:48:03Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5748773531,212,51.1,5748773533,213,3.39,5748773525,56,Back,5748773529,141,23.7,5748773527,140,0.0,5748773653,167,,5748773563,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818652339,674,6,2,80,24,bu5w8wprynlj9mvphvy8sd94f,1,98.2,71.0,2025-05-25T00:48:01.415Z,2025-05-25T01:23:59Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5748773729,233,721,5748773625,56,Center,5748773627,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818652353,721,6,2,80,24,c9xffml4i7ihblp1qhus9w3fu,0,1.8,29.0,2025-05-25T00:48:01.415Z,2025-05-25T01:23:59Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5748773709,56,Back,5748773711,73,,5748773745,233,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818652755,675,1,2,80,54,bu5w8wprynlj9mvphvy8sd94f,0,99.5,99.5,2025-05-25T00:48:31.295Z,2025-05-25T00:48:39Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5748775825,212,30.9,5748775815,155,,5748775819,56,Center,5748775817,223,,5748775827,213,4.64,5748775823,141,54.2,5748775813,6,,5748775821,140,97.5,5748775811,2,5748776341,233,722,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818652847,722,41,2,80,58,c9xffml4i7ihblp1qhus9w3fu,1,9.4,54.5,2025-05-25T00:48:34.883Z,2025-05-25T00:48:40Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5748776271,140,9.7,5748776277,213,1.47,5748776273,141,59.0,5748776275,212,3.1,5748776373,233,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818652863,723,4,2,81,2,c9xffml4i7ihblp1qhus9w3fu,1,12.1,55.4,2025-05-25T00:48:39.495Z,2025-05-25T01:19:48Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5748776401,285,,5748893393,294,,5748776395,56,Back,5748776715,233,676,5748776393,13,,5748776397,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818652879,676,4,2,81,2,bu5w8wprynlj9mvphvy8sd94f,0,87.9,44.6,2025-05-25T00:48:39.496Z,2025-05-25T01:19:49Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5748776667,56,Center,5748776663,13,,5748776735,233,723,5748776671,286,,5748776665,294,,5748776669,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818653031,724,18,2,81,15,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-05-25T00:48:52.171Z,2025-05-25T00:48:53Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5748777327,42,,5748777331,59,9,5748777417,55,725,5748777329,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818653039,725,19,2,81,15,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-05-25T00:48:52.172Z,2025-05-25T00:48:53Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5748777385,293,3,5748777389,55,724,5748777383,292,9,5748777387,44,Forward,5748777381,59,10,5748777379,145,9,5748777375,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818653475,726,18,2,81,46,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-05-25T00:49:22.795Z,2025-05-25T00:49:23Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5748779713,59,15,5748779711,44,Forward,5748779811,55,727,5748779709,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818653485,727,19,2,81,46,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-05-25T00:49:22.796Z,2025-05-25T02:00:06Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5748779771,55,726,5748779763,59,6,5748779767,293,1,5748779761,145,7,5748779765,292,8,5748779757,42,,5748779769,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818653909,728,1,2,82,9,c9xffml4i7ihblp1qhus9w3fu,1,13.2,54.3,2025-05-25T00:49:45.957Z,2025-05-25T00:49:53Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5748782189,140,73.0,5748782193,212,63.4,5748782197,1,,5748782185,152,,5748782191,141,41.9,5748782195,213,6.15,5748782181,5,,5748782183,157,,5748782187,56,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2818653891,677,4,2,82,15,bu5w8wprynlj9mvphvy8sd94f,1,29.4,64.6,2025-05-25T00:49:52.356Z,2025-05-25T00:49:59Z,3bpj0qbeokaqc33aro8v7qpec,M. Lawrence,,,5748782275,56,Back,5748782279,285,,5748782277,152,,5748782273,294,,5748782311,233,729,5748782271,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818653913,729,4,2,82,15,c9xffml4i7ihblp1qhus9w3fu,0,70.6,35.4,2025-05-25T00:49:52.357Z,2025-05-25T00:50:04Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5748782251,56,Center,5748782257,286,,5748782253,152,,5748782249,13,,5748783103,294,,5748782337,233,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654033,678,1,2,82,24,bu5w8wprynlj9mvphvy8sd94f,1,29.4,70.9,2025-05-25T00:50:01.396Z,2025-05-25T00:50:02Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748782875,140,24.0,5748782879,212,22.9,5748782881,213,4.46,5748782871,152,,5748782873,56,Back,5748782877,141,38.2,5748782869,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654047,679,1,2,82,25,bu5w8wprynlj9mvphvy8sd94f,1,24.0,38.2,2025-05-25T00:50:02.380Z,2025-05-25T00:50:03Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5748782965,212,9.3,5748782957,56,Back,5748782961,140,32.6,5748782967,213,6.06,5748782963,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654059,680,1,2,82,26,bu5w8wprynlj9mvphvy8sd94f,1,32.6,35.2,2025-05-25T00:50:03.092Z,2025-05-25T00:50:04Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5748783025,141,55.4,5748783029,213,2.11,5748783027,212,16.0,5748783023,140,24.8,5748783021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654167,681,1,2,82,27,bu5w8wprynlj9mvphvy8sd94f,1,24.8,55.4,2025-05-25T00:50:03.980Z,2025-05-25T00:50:11Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5748783577,140,32.5,5748783575,56,Back,5748783583,213,1.00,5748783581,212,15.0,5748783579,141,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654209,682,1,2,82,34,bu5w8wprynlj9mvphvy8sd94f,1,41.5,78.2,2025-05-25T00:50:11.348Z,2025-05-25T00:50:13Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748783821,212,13.8,5748783817,140,33.9,5748783823,213,4.09,5748783819,141,61.7,5748783815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654261,683,1,2,82,37,bu5w8wprynlj9mvphvy8sd94f,1,34.0,61.7,2025-05-25T00:50:13.676Z,2025-05-25T00:50:18Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5748784127,140,36.2,5748784131,212,19.6,5748784125,56,Back,5748784133,213,4.83,5748784129,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654287,684,1,2,82,41,bu5w8wprynlj9mvphvy8sd94f,1,35.0,39.4,2025-05-25T00:50:17.980Z,2025-05-25T00:50:20Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5748784281,140,41.4,5748784279,56,Back,5748784291,213,1.20,5748784285,141,64.8,5748784289,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654349,685,1,2,82,43,bu5w8wprynlj9mvphvy8sd94f,1,41.4,64.8,2025-05-25T00:50:20.172Z,2025-05-25T00:50:24Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5748784589,213,0.63,5748784585,141,81.7,5748784583,140,56.5,5748784587,212,19.6,5748784581,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654365,686,1,2,82,48,bu5w8wprynlj9mvphvy8sd94f,1,56.5,81.7,2025-05-25T00:50:24.764Z,2025-05-25T00:50:26Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748784679,56,Center,5748784681,140,67.6,5748784683,141,70.0,5748784687,213,5.68,5748784685,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654381,687,1,2,82,49,bu5w8wprynlj9mvphvy8sd94f,0,67.6,70.0,2025-05-25T00:50:25.940Z,2025-05-25T00:50:27Z,3bpj0qbeokaqc33aro8v7qpec,M. Lawrence,,,5748784743,141,64.2,5748784747,213,5.54,5748784741,140,71.7,5748784745,212,5.8,5748784739,56,Center,5748784737,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654439,730,12,2,82,51,c9xffml4i7ihblp1qhus9w3fu,1,34.6,19.2,2025-05-25T00:50:28.236Z,2025-05-25T01:09:05Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5748785027,212,12.5,5748785023,140,45.8,5748785021,56,Back,5748785025,141,13.1,5748785029,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654473,732,1,2,82,53,c9xffml4i7ihblp1qhus9w3fu,1,45.8,13.1,2025-05-25T00:50:30.308Z,2025-05-25T00:50:32Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5748785219,140,51.8,5748785225,213,5.37,5748785217,56,Right,5748785223,212,10.3,5748785221,141,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654481,733,1,2,82,55,c9xffml4i7ihblp1qhus9w3fu,0,53.3,1.3,2025-05-25T00:50:32.308Z,2025-05-25T01:09:06Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5748785273,140,59.9,5748785277,212,7.1,5748785271,56,Right,5748785279,213,6.08,5748785275,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654573,688,5,2,82,56,bu5w8wprynlj9mvphvy8sd94f,1,34.7,101.0,2025-05-25T00:50:32.565Z,2025-05-25T01:33:38Z,3bpj0qbeokaqc33aro8v7qpec,M. Lawrence,,,5748785775,56,Back,5748785779,347,,5748785793,233,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654491,734,5,2,82,56,c9xffml4i7ihblp1qhus9w3fu,0,65.3,-1.0,2025-05-25T00:50:32.565Z,2025-05-25T00:50:44Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5748785823,233,688,5748785309,56,Right,5748785311,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654657,689,1,2,83,7,bu5w8wprynlj9mvphvy8sd94f,1,24.8,100.0,2025-05-25T00:50:43.676Z,2025-05-25T00:50:45Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5748786275,141,54.5,5748786281,1,,5748786279,213,4.22,5748786271,56,Back,5748786273,140,8.4,5748786277,212,36.6,5748786269,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654705,690,1,2,83,8,bu5w8wprynlj9mvphvy8sd94f,1,8.4,54.5,2025-05-25T00:50:44.908Z,2025-05-25T00:50:48Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5748786569,212,6.7,5748786565,140,14.4,5748786571,213,0.34,5748786563,56,Back,5748786567,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654735,691,1,2,83,11,bu5w8wprynlj9mvphvy8sd94f,1,22.9,60.2,2025-05-25T00:50:48.252Z,2025-05-25T00:50:50Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5748786689,212,17.1,5748786691,213,4.76,5748786685,140,23.6,5748786683,56,Back,5748786687,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654785,692,1,2,83,13,bu5w8wprynlj9mvphvy8sd94f,1,23.6,35.1,2025-05-25T00:50:50.412Z,2025-05-25T00:50:53Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5748786923,140,27.4,5748786927,212,17.7,5748786921,56,Back,5748786925,141,60.5,5748786929,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818654865,693,1,2,83,16,bu5w8wprynlj9mvphvy8sd94f,1,27.4,60.5,2025-05-25T00:50:52.860Z,2025-05-25T00:50:56Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5748787315,56,Back,5748787319,141,35.7,5748787323,213,4.63,5748787317,140,26.1,5748787321,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
