id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2816238643,695,1,2,80,12,ak0rmms5xl49w57i2rvid1tk9,1,56.9,70.6,2025-05-18T02:44:21.516Z,2025-05-18T02:44:22Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735405963,56,Back,5735405967,141,66.9,5735405969,212,15.7,5735405971,213,3.30,5735405965,140,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816238647,696,1,2,80,13,ak0rmms5xl49w57i2rvid1tk9,0,42.1,66.9,2025-05-18T02:44:22.676Z,2025-05-18T02:44:25Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735406075,236,,5735406081,286,,5735405985,212,1.7,5735405981,140,43.7,5735405987,213,0.04,5735405979,56,Back,5735406077,233,612,5735405983,141,67.0,,,,,,,,,,,,,,,,,,,,,,,
2816238659,612,74,2,80,13,224tl8u2smnbyliroayk69nt0,1,49.9,6.1,2025-05-18T02:44:22.677Z,2025-05-18T03:19:23Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5735406111,233,696,5735406049,285,,5735406045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816238707,614,61,2,80,16,224tl8u2smnbyliroayk69nt0,1,59.2,14.3,2025-05-18T02:44:25.940Z,2025-05-18T02:44:39Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,,5735406285,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816238761,615,1,2,80,21,224tl8u2smnbyliroayk69nt0,0,84.4,11.6,2025-05-18T02:44:30.381Z,2025-05-18T02:44:34Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5735406567,2,,5735406579,213,1.13,5735406581,1,,5735406575,141,67.8,5735406577,212,42.3,5735406569,155,,5735406571,56,Center,5735406573,140,100.0,,,,,,,,,,,,,,,,,,,,,,,
2816238813,616,5,2,80,25,224tl8u2smnbyliroayk69nt0,0,101.3,70.0,2025-05-18T02:44:34.049Z,2025-05-18T04:09:48Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5735406797,346,,5735407421,233,697,5735406795,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816238919,697,5,2,80,25,ak0rmms5xl49w57i2rvid1tk9,1,-1.3,30.0,2025-05-18T02:44:34.049Z,2025-05-18T04:09:48Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735407379,346,,5735407377,56,Back,5735407413,233,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816238965,698,1,2,80,46,ak0rmms5xl49w57i2rvid1tk9,1,4.6,49.3,2025-05-18T02:44:55.275Z,2025-05-18T02:44:57Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5735407629,213,1.57,5735407625,141,70.8,5735407623,140,4.6,5735407633,237,,5735407619,124,,5735407621,56,Back,5735407627,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2816238985,699,1,2,80,48,ak0rmms5xl49w57i2rvid1tk9,1,4.6,70.8,2025-05-18T02:44:57.515Z,2025-05-18T02:45:00Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5735407771,213,1.07,5735407769,212,18.9,5735407765,140,13.3,5735407767,141,95.1,5735407763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239001,700,1,2,80,51,ak0rmms5xl49w57i2rvid1tk9,0,15.7,95.1,2025-05-18T02:45:00.517Z,2025-05-18T02:45:02Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735407851,1,,5735407829,157,,5735407849,213,6.08,5735407839,140,62.4,5735407847,212,50.1,5735407843,141,80.2,5735407833,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239011,617,1,2,80,55,224tl8u2smnbyliroayk69nt0,0,27.5,20.0,2025-05-18T02:45:04.325Z,2025-05-18T02:45:05Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735407901,56,Center,5735407907,212,26.2,5735407903,140,52.1,5735407911,1,,5735407899,157,,5735407905,141,26.8,5735407909,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239021,701,8,2,80,57,ak0rmms5xl49w57i2rvid1tk9,1,47.0,68.5,2025-05-18T02:45:06.396Z,2025-05-18T03:07:33Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5735407947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239031,702,1,2,80,59,ak0rmms5xl49w57i2rvid1tk9,1,56.1,75.6,2025-05-18T02:45:08.075Z,2025-05-18T02:45:09Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5735408017,212,14.6,5735408011,56,Left,5735408013,140,66.1,5735408019,213,0.77,5735408015,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239055,703,1,2,80,59,ak0rmms5xl49w57i2rvid1tk9,1,66.1,90.6,2025-05-18T02:45:08.866Z,2025-05-18T02:45:13Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5735408133,140,68.6,5735408131,56,Left,5735408137,212,2.7,5735408139,213,5.98,5735408135,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239063,704,3,2,81,4,ak0rmms5xl49w57i2rvid1tk9,0,68.0,91.1,2025-05-18T02:45:13.160Z,2025-05-18T02:45:19Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5735408167,56,Left,5735408211,233,618,5735408169,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239065,618,7,2,81,4,224tl8u2smnbyliroayk69nt0,1,32.0,8.9,2025-05-18T02:45:13.161Z,2025-05-18T02:45:18Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5735408179,56,Back,5735408181,285,,5735408177,167,,5735408183,233,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239087,619,5,2,81,5,224tl8u2smnbyliroayk69nt0,0,31.5,-1.3,2025-05-18T02:45:14.270Z,2025-05-18T04:09:49Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5735408305,347,,5735408407,233,705,5735408303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239099,705,5,2,81,5,ak0rmms5xl49w57i2rvid1tk9,1,68.5,101.3,2025-05-18T02:45:14.270Z,2025-05-18T04:09:49Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5735408365,56,Left,5735408399,233,619,5735408367,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239179,706,1,2,81,18,ak0rmms5xl49w57i2rvid1tk9,1,68.6,100.0,2025-05-18T02:45:27.483Z,2025-05-18T02:45:30Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735408785,213,5.54,5735408777,56,Left,5735408781,141,84.5,5735408775,107,,5735408779,140,80.8,5735408783,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239189,707,1,2,81,21,ak0rmms5xl49w57i2rvid1tk9,0,80.8,84.5,2025-05-18T02:45:30.386Z,2025-05-18T02:45:32Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5735408863,212,5.2,5735408857,56,Left,5735408861,141,79.0,5735408853,3,,5735408865,213,5.47,5735408855,168,,5735408859,140,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239191,620,44,2,81,22,224tl8u2smnbyliroayk69nt0,1,16.1,18.0,2025-05-18T02:45:31.324Z,2025-05-18T03:35:30Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735408873,285,,5735408871,56,Back,5735408969,233,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239197,708,44,2,81,22,ak0rmms5xl49w57i2rvid1tk9,0,83.9,82.0,2025-05-18T02:45:31.325Z,2025-05-18T03:35:31Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5735408899,56,Left,5735408979,233,620,5735408901,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239207,621,1,2,81,22,224tl8u2smnbyliroayk69nt0,1,16.6,13.2,2025-05-18T02:45:31.892Z,2025-05-18T02:45:33Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735408947,141,25.2,5735408941,3,,5735408951,213,1.14,5735408943,56,Back,5735408949,212,9.0,5735408945,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239221,622,1,2,81,24,224tl8u2smnbyliroayk69nt0,0,20.4,25.5,2025-05-18T02:45:33.285Z,2025-05-18T02:45:35Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735409035,213,6.28,5735409029,140,61.0,5735409027,56,Center,5735409037,1,,5735409031,141,25.3,5735409033,212,42.6,5735409023,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239237,709,12,2,81,27,ak0rmms5xl49w57i2rvid1tk9,1,35.2,60.9,2025-05-18T02:45:36.098Z,2025-05-18T02:45:42Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5735409133,212,26.9,5735409155,15,,5735409127,56,Center,5735409131,141,78.7,5735409135,213,0.47,5735409129,140,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239247,623,1,2,81,28,224tl8u2smnbyliroayk69nt0,0,40.7,18.9,2025-05-18T02:45:37.212Z,2025-05-18T02:45:38Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5735409193,3,,5735409197,140,62.6,5735409199,141,18.6,5735409195,56,Right,5735409203,213,6.27,5735409201,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239261,624,61,2,81,32,224tl8u2smnbyliroayk69nt0,0,57.1,13.4,2025-05-18T02:45:41.940Z,2025-05-18T03:08:33Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5735409261,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239267,710,61,2,81,33,ak0rmms5xl49w57i2rvid1tk9,0,29.6,78.5,2025-05-18T02:45:42.478Z,2025-05-18T02:45:43Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5735409293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239271,625,5,2,81,33,224tl8u2smnbyliroayk69nt0,0,65.4,-1.3,2025-05-18T02:45:42.692Z,2025-05-18T04:09:50Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5735409717,233,711,5735409301,347,,5735409299,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239341,711,5,2,81,33,ak0rmms5xl49w57i2rvid1tk9,1,34.6,101.3,2025-05-18T02:45:42.692Z,2025-05-18T04:09:50Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5735409623,347,,5735409709,233,625,5735409621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239345,712,18,2,81,54,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-18T02:46:03.832Z,2025-05-18T02:46:28Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5735409635,44,Forward,5735409695,55,713,5735409633,42,,5735409637,59,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239351,713,19,2,81,54,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-18T02:46:03.833Z,2025-05-18T02:46:29Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5735409659,59,77,5735409671,55,712,5735409665,293,3,5735409667,44,Forward,5735409653,42,,5735409661,292,9,5735409657,145,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239409,714,18,2,82,0,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-18T02:46:09.991Z,2025-05-18T02:46:42Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5735409971,59,20,5735409969,44,Forward,5735409967,42,,5735410031,55,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239415,715,19,2,82,0,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-18T02:46:09.992Z,2025-05-18T02:46:43Z,ody1ty0csq2lnatvjwdrrv11,J. Fjeldberg,,,5735410023,55,714,5735410015,59,7,5735410019,293,1,5735410021,44,Forward,5735410013,145,11,5735410009,42,,5735410017,292,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239575,716,1,2,82,11,ak0rmms5xl49w57i2rvid1tk9,0,30.9,100.0,2025-05-18T02:46:20.602Z,2025-05-18T02:46:24Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735410869,107,,5735410877,212,21.8,5735410871,56,Left,5735410873,140,50.6,5735410879,213,5.96,5735410875,141,91.5,5735410881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239595,626,44,2,82,14,224tl8u2smnbyliroayk69nt0,1,42.3,8.2,2025-05-18T02:46:23.121Z,2025-05-18T02:46:29Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735410983,233,717,5735410963,285,,5735410961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239581,717,44,2,82,14,ak0rmms5xl49w57i2rvid1tk9,0,57.7,91.8,2025-05-18T02:46:23.122Z,2025-05-18T02:46:31Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5735411011,233,626,5735410903,56,Left,5735410905,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239643,627,8,2,82,14,224tl8u2smnbyliroayk69nt0,1,31.7,8.0,2025-05-18T02:46:23.636Z,2025-05-18T03:22:45Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735412195,15,,5735411169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816246853,743,1,2,82,16,224tl8u2smnbyliroayk69nt0,1,37.0,24.4,2025-05-18T02:46:25.010Z,2025-05-18T03:09:00Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5735451383,141,26.8,5735451379,56,Back,5735451381,140,31.4,5735451387,213,2.87,5735451385,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239645,628,4,2,82,19,224tl8u2smnbyliroayk69nt0,1,34.4,31.2,2025-05-18T02:46:28.482Z,2025-05-18T03:22:41Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735411191,152,,5735411189,56,Back,5735411185,13,,5735411971,286,,5735411967,233,718,5735477635,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239631,718,4,2,82,19,ak0rmms5xl49w57i2rvid1tk9,0,65.6,68.8,2025-05-18T02:46:28.483Z,2025-05-18T03:18:54Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5735411227,285,,5735411221,294,,5735411219,13,,5735411223,56,Center,5735411989,233,628,5735411225,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239705,629,1,2,82,27,224tl8u2smnbyliroayk69nt0,1,27.3,37.9,2025-05-18T02:46:36.715Z,2025-05-18T02:46:52Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735411999,152,,5735411521,212,22.8,5735411519,141,69.1,5735411523,213,1.19,5735411515,56,Back,5735411517,140,35.3,5735411997,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239725,630,1,2,82,30,224tl8u2smnbyliroayk69nt0,1,42.3,68.4,2025-05-18T02:46:39.819Z,2025-05-18T02:46:42Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735411611,56,Back,5735411617,212,14.6,5735411621,213,1.73,5735411613,140,40.1,5735411615,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239741,631,1,2,82,33,224tl8u2smnbyliroayk69nt0,0,40.7,91.4,2025-05-18T02:46:42.251Z,2025-05-18T02:46:45Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5735411735,141,66.7,5735411739,213,5.95,5735411729,155,,5735411731,56,Center,5735411741,1,,5735411737,212,51.5,5735411733,140,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239917,720,1,2,82,51,ak0rmms5xl49w57i2rvid1tk9,0,13.6,43.0,2025-05-18T02:47:00.538Z,2025-05-18T02:47:14Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5735412559,213,6.03,5735412555,141,25.6,5735412553,140,57.6,5735412561,1,,5735412549,199,,5735412551,56,Center,5735412557,212,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239875,632,8,2,82,55,224tl8u2smnbyliroayk69nt0,1,42.8,86.3,2025-05-18T02:47:04.780Z,2025-05-18T02:47:05Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5735412427,15,,5735412395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239889,633,5,2,82,57,224tl8u2smnbyliroayk69nt0,0,48.6,101.2,2025-05-18T02:47:06.603Z,2025-05-18T04:09:51Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5735412735,233,721,5735412459,347,,5735412457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239945,721,5,2,82,57,ak0rmms5xl49w57i2rvid1tk9,1,51.4,-1.2,2025-05-18T02:47:06.603Z,2025-05-18T04:09:50Z,ody1ty0csq2lnatvjwdrrv11,J. Fjeldberg,,,5735412703,56,Right,5735412719,233,633,5735412705,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239989,722,1,2,83,8,ak0rmms5xl49w57i2rvid1tk9,1,44.4,0.0,2025-05-18T02:47:17.226Z,2025-05-18T02:47:21Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735412929,107,,5735412939,213,0.51,5735412935,141,12.8,5735412933,140,60.8,5735412931,56,Right,5735412937,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239997,723,4,2,83,10,ak0rmms5xl49w57i2rvid1tk9,1,64.2,7.4,2025-05-18T02:47:19.923Z,2025-05-18T02:47:34Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5735413353,189,,5735413007,265,,5735413001,13,,5735413005,152,,5735413009,286,,5735413003,56,Right,5735413025,233,634,,,,,,,,,,,,,,,,,,,,,,,,,,
2816239983,634,4,2,83,10,224tl8u2smnbyliroayk69nt0,0,35.8,92.6,2025-05-18T02:47:19.924Z,2025-05-18T03:09:10Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5735413171,233,723,5735412969,285,,5735412965,152,,5735412963,56,Back,5735413203,189,,5735412961,13,,5735412967,265,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240123,724,1,2,83,19,ak0rmms5xl49w57i2rvid1tk9,1,57.5,8.6,2025-05-18T02:47:28.090Z,2025-05-18T02:47:35Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735413707,152,,5735413715,212,5.6,5735413717,213,1.88,5735413711,140,55.9,5735413705,5,,5735413709,56,Right,5735413713,141,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240133,725,1,2,83,20,ak0rmms5xl49w57i2rvid1tk9,1,55.9,16.4,2025-05-18T02:47:29.385Z,2025-05-18T02:47:35Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735413747,141,11.7,5735413751,213,5.62,5735413749,212,5.2,5735413743,56,Right,5735413745,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240137,726,1,2,83,22,ak0rmms5xl49w57i2rvid1tk9,1,59.8,11.7,2025-05-18T02:47:31.513Z,2025-05-18T02:47:36Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735413793,213,0.47,5735413787,140,69.4,5735413785,56,Right,5735413789,141,19.2,5735413791,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240143,727,1,2,83,26,ak0rmms5xl49w57i2rvid1tk9,0,76.7,21.9,2025-05-18T02:47:35.913Z,2025-05-18T02:47:37Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5735413831,141,53.9,5735413827,56,Center,5735413835,213,0.88,5735413829,140,93.7,5735413833,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240267,636,1,2,83,42,224tl8u2smnbyliroayk69nt0,1,9.2,46.6,2025-05-18T02:47:51.124Z,2025-05-18T02:48:13Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5735414511,213,0.79,5735415549,189,,5735414495,123,,5735414509,212,38.0,5735414513,1,,5735414499,56,Back,5735415465,287,,5735414507,141,86.2,5735414503,140,34.8,,,,,,,,,,,,,,,,,,,,
2816240303,637,1,2,83,43,224tl8u2smnbyliroayk69nt0,1,33.6,90.2,2025-05-18T02:47:52.859Z,2025-05-18T02:47:55Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5735414661,141,86.2,5735414663,212,31.7,5735414657,56,Left,5735414659,140,63.7,5735414665,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240323,638,1,2,83,46,224tl8u2smnbyliroayk69nt0,1,69.2,80.3,2025-05-18T02:47:55.363Z,2025-05-18T02:50:57Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5735414733,141,95.1,5735414737,213,2.18,5735414731,140,62.5,5735414729,56,Left,5735414735,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240331,639,1,2,83,48,224tl8u2smnbyliroayk69nt0,1,64.2,89.5,2025-05-18T02:47:57.188Z,2025-05-18T03:29:02Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,1.0,5735428447,140,85.5,5735489539,154,,5735489537,210,15,5735428451,212,23.3,5735428449,141,80.1,5735428445,56,Left,5735428453,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240385,640,15,2,83,50,224tl8u2smnbyliroayk69nt0,1,90.1,70.5,2025-05-18T02:47:59.632Z,2025-05-18T04:18:09Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,,5735422221,102,53.8,5735415019,56,Center,5735422223,103,19,5735422219,76,,5735422143,72,,5735489567,29,,5735422229,147,68.2,5735489569,154,,5735489571,55,639,5735422227,146,91.5,5735422231,230,98.0,5735422233,231,5735422019,22,55.2,,5735422023,64,,5735422147,82,5735422239,233,728
2816240361,728,10,2,83,50,ak0rmms5xl49w57i2rvid1tk9,1,7.7,32.7,2025-05-18T02:47:59.732Z,2025-05-18T03:42:33Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5735422257,233,640,5735416029,94,,5735414929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240405,641,6,2,83,52,224tl8u2smnbyliroayk69nt0,1,89.2,69.8,2025-05-18T02:48:01.712Z,2025-05-18T03:20:36Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,,5735471115,233,729,5735415175,73,,5735415173,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240375,729,6,2,83,52,ak0rmms5xl49w57i2rvid1tk9,0,10.8,30.2,2025-05-18T02:48:01.712Z,2025-05-18T03:20:37Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5735471123,233,641,5735415013,73,,5735415011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240587,642,1,2,84,20,224tl8u2smnbyliroayk69nt0,1,99.5,99.5,2025-05-18T02:48:29.011Z,2025-05-18T02:48:37Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5735416183,212,35.2,5735416181,141,48.5,5735416187,1,,5735416175,223,,5735416179,140,93.9,5735416177,56,Center,5735416185,213,4.54,5735416169,2,,5735416171,6,,5735416173,155,,,,,,,,,,,,,,,,,,
2816240593,643,1,2,84,22,224tl8u2smnbyliroayk69nt0,0,93.9,48.5,2025-05-18T02:48:31.715Z,2025-05-18T02:48:32Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,,5735416203,56,Center,5735416209,212,6.9,5735416205,140,91.7,5735416211,213,1.91,5735416207,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240611,730,12,2,84,25,ak0rmms5xl49w57i2rvid1tk9,1,13.0,38.0,2025-05-18T02:48:34.424Z,2025-05-18T03:05:05Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5735416297,140,34.3,5735416303,213,5.51,5735416299,141,6.2,5735416295,56,Back,5735416301,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240609,644,1,2,84,27,224tl8u2smnbyliroayk69nt0,1,71.3,88.1,2025-05-18T02:48:36.130Z,2025-05-18T02:48:37Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5735416283,140,62.4,5735416289,213,3.65,5735416285,141,80.5,5735416287,212,10.7,5735416281,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240619,645,1,2,84,28,224tl8u2smnbyliroayk69nt0,1,62.3,80.5,2025-05-18T02:48:37.490Z,2025-05-18T02:48:39Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5735416353,141,92.1,5735416349,56,Left,5735416357,213,0.86,5735416351,140,68.8,5735416355,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240629,646,1,2,84,30,224tl8u2smnbyliroayk69nt0,1,68.8,92.1,2025-05-18T02:48:39.522Z,2025-05-18T02:48:44Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5735416441,140,63.9,5735416447,213,4.09,5735416443,141,81.5,5735416445,212,8.9,5735416439,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816240657,647,1,2,84,33,224tl8u2smnbyliroayk69nt0,0,60.9,80.8,2025-05-18T02:48:43.003Z,2025-05-18T03:35:07Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5735416611,213,5.47,5735416605,140,87.9,5735416609,212,41.3,5735416613,1,,5735416607,141,36.7,5735416601,155,,5735416603,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
