id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value
2789684611,570,43,2,68,57,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-16T22:06:22.849Z,2025-03-16T23:41:13Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5589055925,458,0,5589049463,17,0,5589055919,78,0,5589055933,147,42.6,5589055941,231,46.6,5589055921,102,49.8,5589055759,20,0,5589250345,144,15,5589055937,230,97.3,5589049465,56,Center,5589049459,22,5589055923,103,19,5589055763,82,5589055929,146,91.1,0,0,,,,,,
2789685013,543,4,2,68,58,c9xffml4i7ihblp1qhus9w3fu,1,11.0,58.8,2025-03-16T22:06:23.232Z,2025-03-16T22:38:06Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5589051769,152,,5589051765,13,,5589051795,233,574,5589051773,285,,5589051771,265,,5589051767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685009,574,4,2,68,58,83cpn99fh7ulkwe8nezy8a3mx,0,89.0,41.2,2025-03-16T22:06:23.233Z,2025-03-16T22:38:10Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5589051779,152,,5589051805,233,543,5589051775,13,,5589051781,265,,5589051783,286,,5589051777,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789684641,541,43,2,69,2,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-16T22:06:27.335Z,2025-03-16T22:07:53Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5589050597,212,8.5,5589053215,144,12,5589050593,140,17.4,5589050595,141,51.7,5589049627,56,Back,5589050599,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789684769,542,43,2,69,4,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-16T22:06:29.465Z,2025-03-16T22:07:21Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5589051647,144,5,5589050377,56,Back,5589050379,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789684833,571,18,2,69,33,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-16T22:06:58.942Z,2025-03-16T22:07:00Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5589050765,42,,5589050769,59,2,5589050787,55,572,5589050767,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789684835,572,19,2,69,33,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-16T22:06:58.943Z,2025-03-17T01:06:44Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5589130617,293,1,5589050779,44,Defender,5589130615,292,3,5589050775,145,3,5589050777,59,13,5589050781,55,571,5589050771,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789684973,573,43,2,69,53,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-16T22:07:18.504Z,2025-03-16T22:07:21Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5589051673,144,39,5589051535,18,0,5589051543,252,0,5589051533,22,0,5589051537,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685041,544,1,2,69,59,c9xffml4i7ihblp1qhus9w3fu,0,8.8,51.9,2025-03-16T22:07:24.854Z,2025-03-16T22:07:28Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5589051991,140,60.8,5589051983,5,,5589051993,141,65.5,5589051997,213,0.17,5589051987,152,,5589051999,1,,5589051989,56,Center,5589051995,212,55.4,5589051985,157,,,,,,,,,,,,,,,,,,,,,,
2789685045,575,44,2,70,2,83cpn99fh7ulkwe8nezy8a3mx,1,35.2,33.5,2025-03-16T22:07:27.709Z,2025-03-16T23:58:37Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5589052021,285,,5589052063,233,545,5589052019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685043,545,44,2,70,2,c9xffml4i7ihblp1qhus9w3fu,0,64.8,66.5,2025-03-16T22:07:27.710Z,2025-03-16T23:58:37Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5589052079,233,575,5589052013,286,,5589052011,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685049,576,1,2,70,3,83cpn99fh7ulkwe8nezy8a3mx,0,28.5,31.8,2025-03-16T22:07:28.337Z,2025-03-16T22:41:26Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5589052051,212,4.6,5589052053,213,0.61,5589052045,56,Back,5589052043,3,,5589052047,140,32.1,5589052049,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685077,546,1,2,70,4,c9xffml4i7ihblp1qhus9w3fu,1,60.4,67.2,2025-03-16T22:07:29.622Z,2025-03-16T22:39:40Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5589052249,212,8.4,5589052245,140,66.7,5589052251,213,5.62,5589052247,141,59.6,5589052243,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685083,547,4,2,70,8,c9xffml4i7ihblp1qhus9w3fu,1,66.2,63.6,2025-03-16T22:07:33.239Z,2025-03-16T22:39:46Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5589126275,294,,5589052291,286,,5589052285,56,Center,5589052287,152,,5589052461,233,577,5589052283,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685075,577,4,2,70,8,83cpn99fh7ulkwe8nezy8a3mx,0,33.8,36.4,2025-03-16T22:07:33.240Z,2025-03-16T22:41:48Z,1xb2wmuzlhgo6vt7f9yl2rnkk,C. Moguel,,,5589052389,152,,5589052481,233,547,5589126567,294,,5589052395,285,,5589052387,56,Back,5589052385,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685107,548,1,2,70,11,c9xffml4i7ihblp1qhus9w3fu,0,60.4,64.0,2025-03-16T22:07:36.343Z,2025-03-16T22:39:42Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5589052509,152,,5589052519,213,4.36,5589052517,212,16.4,5589052511,56,Center,5589052513,140,55.0,5589052515,141,41.3,5589052503,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685169,579,1,2,70,13,83cpn99fh7ulkwe8nezy8a3mx,1,58.1,36.6,2025-03-16T22:07:38.872Z,2025-03-16T22:07:44Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5589052895,141,79.4,5589052897,212,30.0,5589052893,140,65.1,5589052891,56,Left,5589052899,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685177,580,1,2,70,19,83cpn99fh7ulkwe8nezy8a3mx,0,69.9,82.9,2025-03-16T22:07:44.680Z,2025-03-17T01:08:27Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5589052931,141,57.0,5589052927,56,Center,5589052933,212,31.7,5589052935,213,5.69,5589052929,140,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685281,550,1,2,70,34,c9xffml4i7ihblp1qhus9w3fu,1,10.4,46.3,2025-03-16T22:07:59.630Z,2025-03-16T22:08:02Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5589053535,140,23.1,5589053537,141,27.0,5589053533,56,Back,5589053541,213,5.51,5589053531,123,,5589053539,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685295,551,1,2,70,37,c9xffml4i7ihblp1qhus9w3fu,0,23.9,25.9,2025-03-16T22:08:02.710Z,2025-03-16T22:08:05Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5589053639,213,0.04,5589053635,141,27.1,5589053631,56,Back,5589053633,140,42.1,5589053637,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685301,582,8,2,70,40,83cpn99fh7ulkwe8nezy8a3mx,1,68.3,84.1,2025-03-16T22:08:05.856Z,2025-03-16T22:42:48Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5589053673,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685317,552,1,2,70,41,c9xffml4i7ihblp1qhus9w3fu,1,32.8,24.4,2025-03-16T22:08:07.077Z,2025-03-16T22:08:09Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5589053759,212,10.1,5589053755,140,24.1,5589053753,56,Back,5589053761,213,2.69,5589053757,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685325,553,1,2,70,43,c9xffml4i7ihblp1qhus9w3fu,0,23.9,34.0,2025-03-16T22:08:08.558Z,2025-03-16T22:08:11Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5589053797,56,Center,5589053807,1,,5589053803,212,38.8,5589053801,141,29.5,5589053795,155,,5589053805,213,6.20,5589053799,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685355,583,1,2,70,46,83cpn99fh7ulkwe8nezy8a3mx,1,34.7,80.0,2025-03-16T22:08:11.679Z,2025-03-16T22:08:14Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5589054033,213,5.96,5589054027,141,66.0,5589054031,212,29.6,5589054023,140,61.4,5589054019,56,Center,5589054015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685385,585,1,2,70,49,83cpn99fh7ulkwe8nezy8a3mx,1,61.4,66.0,2025-03-16T22:08:14.536Z,2025-03-16T22:08:17Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5589054159,212,21.4,5589054155,140,66.5,5589054153,56,Center,5589054161,213,4.97,5589054157,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685399,586,1,2,70,52,83cpn99fh7ulkwe8nezy8a3mx,0,67.8,35.8,2025-03-16T22:08:17.233Z,2025-03-16T22:08:18Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5589054237,56,Center,5589054243,212,11.5,5589054241,141,37.3,5589054245,213,0.09,5589054239,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685513,554,12,2,70,55,c9xffml4i7ihblp1qhus9w3fu,1,23.6,65.4,2025-03-16T22:08:20.533Z,2025-03-16T22:08:30Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5589054755,140,43.1,5589054759,212,25.7,5589054757,141,42.5,5589054761,213,5.63,5589054753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685477,587,1,2,70,56,83cpn99fh7ulkwe8nezy8a3mx,1,54.0,51.8,2025-03-16T22:08:21.528Z,2025-03-16T22:08:26Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5589054585,141,75.1,5589054587,212,35.3,5589054583,140,84.0,5589054581,56,Center,5589054579,3,,5589054591,213,0.47,5589054593,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685491,588,1,2,71,1,83cpn99fh7ulkwe8nezy8a3mx,0,89.2,80.8,2025-03-16T22:08:26.328Z,2025-03-16T22:08:28Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5589054647,140,79.7,5589054651,212,21.9,5589054645,56,Center,5589054653,213,4.24,5589054649,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685519,555,1,2,71,4,c9xffml4i7ihblp1qhus9w3fu,0,20.2,45.1,2025-03-16T22:08:30.157Z,2025-03-16T22:08:31Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5589054849,233,589,5589054797,213,0.81,5589054793,141,47.2,5589054853,286,,5589054845,236,,5589054791,140,21.5,5589054795,212,2.0,5589054789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,
2789685521,589,74,2,71,4,83cpn99fh7ulkwe8nezy8a3mx,1,79.3,53.4,2025-03-16T22:08:30.158Z,2025-03-16T22:43:33Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5589054861,233,555,5589054803,285,,5589054801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685547,590,1,2,71,7,83cpn99fh7ulkwe8nezy8a3mx,1,74.7,64.2,2025-03-16T22:08:32.584Z,2025-03-16T22:08:33Z,1xb2wmuzlhgo6vt7f9yl2rnkk,C. Moguel,,,5589054937,141,57.6,5589054941,213,5.79,5589054933,56,Center,5589054935,140,82.7,5589054939,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685563,591,1,2,71,8,83cpn99fh7ulkwe8nezy8a3mx,1,82.7,57.6,2025-03-16T22:08:33.393Z,2025-03-16T22:08:35Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5589055029,212,14.0,5589055025,140,88.3,5589055023,56,Center,5589055027,141,76.3,5589055031,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685615,592,1,2,71,9,83cpn99fh7ulkwe8nezy8a3mx,1,88.3,76.3,2025-03-16T22:08:34.850Z,2025-03-16T22:08:41Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5589055375,140,96.9,5589055371,155,,5589055381,213,5.01,5589055373,56,Center,5589055377,141,32.5,5589055379,212,31.1,5589055369,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685619,593,1,2,71,13,83cpn99fh7ulkwe8nezy8a3mx,0,97.9,31.8,2025-03-16T22:08:38.828Z,2025-03-16T22:08:43Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5589055407,140,97.3,5589055439,286,,5589055405,56,Center,5589055411,212,2.3,5589055413,213,1.84,5589055435,233,556,5589055433,236,,5589055409,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,
2789685595,556,74,2,71,13,c9xffml4i7ihblp1qhus9w3fu,1,3.1,68.4,2025-03-16T22:08:38.829Z,2025-03-16T22:08:43Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5589055209,285,,5589055465,233,593,5589055207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685609,557,6,2,71,15,c9xffml4i7ihblp1qhus9w3fu,0,3.0,67.0,2025-03-16T22:08:40.366Z,2025-03-16T22:08:48Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5589055327,56,Back,5589055329,73,,5589055523,233,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685637,594,6,2,71,15,83cpn99fh7ulkwe8nezy8a3mx,1,97.0,33.0,2025-03-16T22:08:40.366Z,2025-03-16T22:43:16Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5589055497,56,Center,5589055499,75,,5589055511,233,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685863,595,1,2,71,40,83cpn99fh7ulkwe8nezy8a3mx,0,99.5,0.5,2025-03-16T22:09:06.161Z,2025-03-16T22:09:07Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5589056759,141,44.3,5589056763,213,1.76,5589056749,6,,5589056761,212,30.3,5589056755,56,Center,5589056747,2,,5589056757,140,94.1,5589056753,223,,5589056751,155,,,,,,,,,,,,,,,,,,,,,,
2789685877,558,12,2,71,44,c9xffml4i7ihblp1qhus9w3fu,1,7.4,58.4,2025-03-16T22:09:09.268Z,2025-03-16T22:09:13Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5589056837,213,5.69,5589056833,141,43.1,5589056831,140,22.0,5589056869,15,,5589056835,212,18.5,5589056829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789685905,596,15,2,71,46,83cpn99fh7ulkwe8nezy8a3mx,1,80.9,64.9,2025-03-16T22:09:12.111Z,2025-03-17T00:43:17Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5589057011,18,,5589057071,20,,5589057219,102,45.8,5589057225,146,97.7,5589057227,147,49.5,5589057221,103,6.3,5589057215,25,,5589057013,56,Center,5589057217,80,,5589057235,233,559,5589057223,458,,,,,,,,,,,,,,,,
2789685911,559,10,2,71,47,c9xffml4i7ihblp1qhus9w3fu,1,2.0,52.7,2025-03-16T22:09:12.211Z,2025-03-16T22:09:18Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5589057051,182,,5589057053,56,Back,5589057119,179,,5589057117,177,,5589057281,233,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686073,561,1,2,71,51,c9xffml4i7ihblp1qhus9w3fu,1,14.9,48.4,2025-03-16T22:09:16.852Z,2025-03-16T22:09:28Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5589057839,212,51.0,5589057833,56,Center,5589057841,213,0.22,5589057843,1,,5589057831,199,,5589057837,141,65.1,5589057835,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686087,562,1,2,72,2,c9xffml4i7ihblp1qhus9w3fu,0,86.7,90.3,2025-03-16T22:09:27.828Z,2025-03-16T22:09:29Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5589057947,155,,5589057955,212,31.7,5589057945,2,,5589057953,141,43.9,5589057951,140,89.4,5589057949,56,Center,5589057957,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686093,597,12,2,72,4,83cpn99fh7ulkwe8nezy8a3mx,1,9.9,58.4,2025-03-16T22:09:29.926Z,2025-03-16T22:09:31Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5589057989,56,Back,5589057995,212,11.2,5589057991,140,19.3,5589057993,141,66.1,5589057997,213,0.49,5589058009,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686147,563,1,2,72,7,c9xffml4i7ihblp1qhus9w3fu,1,74.9,35.7,2025-03-16T22:09:32.525Z,2025-03-16T22:09:45Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,1.0,,5589058277,140,78.5,5589058283,213,6.19,5589058281,212,3.8,5589058275,56,Center,5589058729,154,,5589058727,210,15,5589058279,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686155,564,15,2,72,10,c9xffml4i7ihblp1qhus9w3fu,1,86.2,37.8,2025-03-16T22:09:35.613Z,2025-03-17T00:47:06Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5589058303,22,,5589058751,76,,5589058757,55,563,5589058755,154,,5589058769,146,99.8,5589058763,103,5.7,5589058309,56,Center,5589058753,29,,5589058791,233,598,5589058305,17,,5589058761,102,5589058773,147,50.4,5589058393,72,5589058765,215,,53.1,,,,,,,
2789686153,598,10,2,72,10,83cpn99fh7ulkwe8nezy8a3mx,1,2.1,49.5,2025-03-16T22:09:35.713Z,2025-03-16T22:40:44Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5589058295,178,,5589058827,233,564,5589058293,173,,5589058297,182,,5589058299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686157,565,6,2,72,11,c9xffml4i7ihblp1qhus9w3fu,1,93.1,47.7,2025-03-16T22:09:36.725Z,2025-03-16T22:43:16Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5589058341,73,,5589058401,233,599,5589058339,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686167,599,6,2,72,11,83cpn99fh7ulkwe8nezy8a3mx,0,6.9,52.3,2025-03-16T22:09:36.725Z,2025-03-16T22:43:17Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5589058383,73,,5589058381,56,Back,5589058437,233,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686571,566,1,2,72,49,c9xffml4i7ihblp1qhus9w3fu,0,99.4,99.5,2025-03-16T22:10:14.540Z,2025-03-16T22:11:17Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5589060619,223,,5589060625,141,30.7,5589060631,1,,5589060627,212,46.8,5589060623,140,100.0,5589060621,56,Center,5589060615,6,,5589060629,213,4.74,5589060613,2,,5589060617,155,,,,,,,,,,,,,,,,,,,
2789686595,568,5,2,72,53,c9xffml4i7ihblp1qhus9w3fu,0,101.2,24.7,2025-03-16T22:10:18.972Z,2025-03-16T22:10:53Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5589061001,233,600,5589060761,346,,5589060759,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686631,600,5,2,72,53,83cpn99fh7ulkwe8nezy8a3mx,1,-1.2,75.3,2025-03-16T22:10:18.972Z,2025-03-16T23:58:06Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5589060961,56,Back,5589060963,346,,5589060977,233,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686577,567,43,2,72,58,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-16T22:10:23.619Z,2025-03-16T22:10:39Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5589061425,144,39,5589060673,60,0,5589060681,252,0,5589060671,22,0,5589060675,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686653,601,1,2,73,4,83cpn99fh7ulkwe8nezy8a3mx,1,4.6,39.2,2025-03-16T22:10:29.864Z,2025-03-16T22:10:32Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5589061087,124,,5589061093,141,52.4,5589061101,237,,5589061091,140,3.9,5589061097,213,1.65,5589061089,56,Back,5589061095,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686739,602,1,2,73,7,83cpn99fh7ulkwe8nezy8a3mx,1,10.0,49.0,2025-03-16T22:10:32.607Z,2025-03-16T22:10:42Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5589061569,56,Back,5589061579,141,25.3,5589061587,213,5.06,5589061573,140,15.6,5589061583,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686795,603,1,2,73,17,83cpn99fh7ulkwe8nezy8a3mx,1,39.3,17.4,2025-03-16T22:10:42.272Z,2025-03-16T22:10:47Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5589061839,212,33.1,5589061835,140,24.4,5589061843,1,,5589061833,56,Back,5589061841,213,2.06,5589061837,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686877,604,1,2,73,22,83cpn99fh7ulkwe8nezy8a3mx,1,26.7,63.9,2025-03-16T22:10:47.520Z,2025-03-16T22:10:56Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5589062249,212,24.6,5589062251,213,4.67,5589062245,140,25.6,5589062243,56,Back,5589062247,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686915,605,1,2,73,31,83cpn99fh7ulkwe8nezy8a3mx,1,49.6,29.1,2025-03-16T22:10:56.607Z,2025-03-16T22:11:01Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5589062503,56,Back,5589062507,141,43.7,5589062509,212,17.5,5589062505,140,35.9,5589062511,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686939,606,1,2,73,36,83cpn99fh7ulkwe8nezy8a3mx,1,40.6,50.6,2025-03-16T22:11:01.624Z,2025-03-16T22:11:04Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5589062627,141,28.5,5589062631,213,4.84,5589062623,56,Back,5589062625,140,42.4,5589062629,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789686993,607,1,2,73,39,83cpn99fh7ulkwe8nezy8a3mx,1,54.4,24.7,2025-03-16T22:11:04.456Z,2025-03-16T22:11:13Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5589062909,140,65.1,5589062911,141,11.4,5589062913,212,14.4,5589062907,56,Right,5589062915,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789687009,608,1,2,73,46,83cpn99fh7ulkwe8nezy8a3mx,0,74.0,6.7,2025-03-16T22:11:12.072Z,2025-03-16T22:11:25Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5589062999,141,44.3,5589063005,1,,5589062995,56,Center,5589063003,213,0.72,5589062993,155,,5589063001,212,39.0,5589062991,2,,5589062997,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,
2789687003,569,5,2,73,47,c9xffml4i7ihblp1qhus9w3fu,1,-1.8,51.6,2025-03-16T22:11:12.851Z,2025-03-16T23:58:06Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5589062977,56,Back,5589063169,233,609,5589062979,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789687029,609,5,2,73,47,83cpn99fh7ulkwe8nezy8a3mx,0,101.8,48.4,2025-03-16T22:11:12.851Z,2025-03-16T23:58:06Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5589063105,56,Center,5589063107,346,,5589063183,233,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789687269,571,1,2,74,15,c9xffml4i7ihblp1qhus9w3fu,0,3.7,46.1,2025-03-16T22:11:40.971Z,2025-03-16T22:11:47Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5589064251,212,63.0,5589064245,56,Center,5589064253,213,6.13,5589064247,140,63.0,5589064243,124,,5589064255,1,,5589064249,141,32.4,5589064259,74,,,,,,,,,,,,,,,,,,,,,,,,,
2789687267,610,44,2,74,21,83cpn99fh7ulkwe8nezy8a3mx,1,37.8,74.9,2025-03-16T22:11:46.223Z,2025-03-16T23:58:38Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5589064241,285,,5589064305,233,572,5589064239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789687273,572,44,2,74,21,c9xffml4i7ihblp1qhus9w3fu,0,62.2,25.1,2025-03-16T22:11:46.224Z,2025-03-16T23:58:38Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5589064277,56,Center,5589064279,286,,5589064319,233,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789687271,611,1,2,74,21,83cpn99fh7ulkwe8nezy8a3mx,0,37.7,86.6,2025-03-16T22:11:46.512Z,2025-03-16T22:11:47Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5589064269,140,43.2,5589064265,3,,5589064275,213,5.93,5589064273,212,6.1,5589064271,141,83.5,5589064267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
