id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value
2803452833,569,1,2,68,34,c9xffml4i7ihblp1qhus9w3fu,1,39.8,69.3,2025-04-19T21:34:55.655Z,2025-04-19T21:34:58Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664825547,140,52.9,5664825549,141,86.0,5664825551,212,17.8,5664825545,56,Left,5664825553,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803452849,570,1,2,68,37,c9xffml4i7ihblp1qhus9w3fu,1,52.9,86.0,2025-04-19T21:34:58.014Z,2025-04-19T21:39:01Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5664825631,140,57.7,5664825629,56,Left,5664825633,141,80.0,5664825635,212,6.5,5664825637,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803452857,571,1,2,68,38,c9xffml4i7ihblp1qhus9w3fu,1,57.7,80.0,2025-04-19T21:34:59.398Z,2025-04-19T21:35:00Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664825713,213,2.26,5664825711,212,9.9,5664825709,141,91.2,5664825707,140,51.7,5664825705,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803452913,572,1,2,68,39,c9xffml4i7ihblp1qhus9w3fu,1,51.7,91.2,2025-04-19T21:35:00.422Z,2025-04-19T21:35:05Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5664825997,140,36.4,5664825999,141,74.4,5664826005,213,3.76,5664825995,56,Back,5664826001,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803452957,573,1,2,68,45,c9xffml4i7ihblp1qhus9w3fu,1,38.0,73.6,2025-04-19T21:35:06.030Z,2025-04-19T21:35:07Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664826185,141,45.5,5664826189,212,20.5,5664826183,140,31.0,5664826181,56,Back,5664826193,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453023,574,1,2,68,46,c9xffml4i7ihblp1qhus9w3fu,1,31.0,45.5,2025-04-19T21:35:07.222Z,2025-04-19T21:35:10Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5664826521,140,35.0,5664826523,141,73.0,5664826519,56,Back,5664826529,213,1.35,5664826527,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453045,575,1,2,68,49,c9xffml4i7ihblp1qhus9w3fu,1,35.0,73.0,2025-04-19T21:35:10.494Z,2025-04-19T21:35:12Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664826633,140,50.9,5664826631,56,Left,5664826635,141,94.1,5664826637,212,22.0,5664826639,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453075,576,1,2,68,51,c9xffml4i7ihblp1qhus9w3fu,1,50.9,94.1,2025-04-19T21:35:12.127Z,2025-04-19T21:35:14Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5664826803,141,76.9,5664826805,212,15.2,5664826801,140,41.6,5664826807,213,4.02,5664826799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453127,577,1,2,68,53,c9xffml4i7ihblp1qhus9w3fu,1,41.6,76.9,2025-04-19T21:35:14.438Z,2025-04-19T21:35:19Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664827117,213,6.15,5664827109,56,Center,5664827111,140,51.6,5664827113,141,74.8,5664827115,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453113,565,83,2,68,57,2n3wgr89m7jl8tmioemit2pgq,0,38.2,45.4,2025-04-19T21:35:17.983Z,2025-04-19T21:35:23Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5664827373,399,7xe0ov84ztwduks4x3utn05ck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453123,566,43,2,68,57,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-19T21:35:18.344Z,2025-04-19T21:35:21Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5664827229,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453131,578,61,2,68,58,c9xffml4i7ihblp1qhus9w3fu,1,51.7,74.7,2025-04-19T21:35:19.143Z,2025-04-19T21:41:06Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5664827123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803457329,617,61,2,68,59,c9xffml4i7ihblp1qhus9w3fu,0,42.2,86.2,2025-04-19T21:35:19.845Z,2025-04-19T21:41:16Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664849595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453171,579,4,2,69,0,c9xffml4i7ihblp1qhus9w3fu,1,57.7,66.3,2025-04-19T21:35:21.550Z,2025-04-19T23:22:18Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664827293,152,,5664827291,56,Center,5664827297,286,,5664827295,265,,5664827289,13,,5664827483,233,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453201,567,4,2,69,0,2n3wgr89m7jl8tmioemit2pgq,0,42.3,33.7,2025-04-19T21:35:21.551Z,2025-04-19T23:22:18Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5664827465,285,,5664827459,56,Back,5664827457,13,,5664827463,265,,5664827461,152,,5664827637,233,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453315,580,1,2,69,7,c9xffml4i7ihblp1qhus9w3fu,1,55.0,71.7,2025-04-19T21:35:28.054Z,2025-04-19T21:35:34Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664828101,56,Center,5664828103,140,54.3,5664828105,141,41.5,5664828097,5,,5664828109,213,4.68,5664828099,152,,5664828107,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453339,581,1,2,69,13,c9xffml4i7ihblp1qhus9w3fu,1,58.5,36.1,2025-04-19T21:35:33.967Z,2025-04-19T21:35:36Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5664828241,56,Right,5664828243,140,72.8,5664828245,141,17.6,5664828249,213,5.59,5664828247,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453355,582,1,2,69,15,c9xffml4i7ihblp1qhus9w3fu,0,72.8,18.3,2025-04-19T21:35:36.134Z,2025-04-19T21:42:38Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664828353,56,Center,5664828351,155,,5664828349,2,,5664828361,213,1.02,5664828355,140,86.8,5664828357,141,53.7,5664828359,212,28.2,5664854807,189,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453575,569,1,2,69,28,2n3wgr89m7jl8tmioemit2pgq,1,12.4,44.6,2025-04-19T21:35:49.744Z,2025-04-19T21:35:55Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5664829421,212,20.7,5664829423,213,1.17,5664829413,123,,5664829415,56,Back,5664829419,141,72.7,5664829417,140,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453585,570,1,2,69,34,2n3wgr89m7jl8tmioemit2pgq,1,21.5,74.4,2025-04-19T21:35:55.567Z,2025-04-19T21:35:56Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5664829467,56,Back,5664829469,140,32.6,5664829475,141,90.9,5664829481,213,0.77,5664829479,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453631,571,1,2,69,35,2n3wgr89m7jl8tmioemit2pgq,1,32.6,90.9,2025-04-19T21:35:56.615Z,2025-04-19T21:35:59Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5664829701,213,4.57,5664829695,140,30.6,5664829693,56,Back,5664829697,141,69.9,5664829699,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453685,572,1,2,69,38,2n3wgr89m7jl8tmioemit2pgq,1,30.4,68.1,2025-04-19T21:35:59.296Z,2025-04-19T21:36:04Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5664830021,56,Back,5664830023,140,30.9,5664830029,213,4.74,5664830027,212,22.9,5664830025,141,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453719,573,1,2,69,43,2n3wgr89m7jl8tmioemit2pgq,1,30.9,33.4,2025-04-19T21:36:04.559Z,2025-04-19T21:36:07Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5664830237,140,37.7,5664830239,141,15.9,5664830241,212,13.9,5664830243,213,5.25,5664830233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453731,574,1,2,69,46,2n3wgr89m7jl8tmioemit2pgq,1,44.2,12.0,2025-04-19T21:36:07.744Z,2025-04-19T21:36:08Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5664830303,141,6.7,5664830305,212,15.5,5664830301,140,58.6,5664830307,213,6.05,5664830299,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453755,575,1,2,69,47,2n3wgr89m7jl8tmioemit2pgq,1,58.6,6.7,2025-04-19T21:36:08.623Z,2025-04-19T21:36:10Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5664830441,140,32.9,5664830445,212,29.2,5664830439,56,Back,5664830443,141,23.0,5664830447,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453847,576,1,2,69,49,2n3wgr89m7jl8tmioemit2pgq,1,37.4,27.1,2025-04-19T21:36:10.752Z,2025-04-19T21:36:16Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5664830949,212,19.1,5664830947,141,52.5,5664830943,56,Back,5664830951,213,1.13,5664830945,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453859,577,1,2,69,55,2n3wgr89m7jl8tmioemit2pgq,1,53.9,50.4,2025-04-19T21:36:16.432Z,2025-04-19T21:36:17Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5664831013,213,4.43,5664831003,56,Center,5664831009,212,7.6,5664831007,141,39.7,5664831005,140,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453883,578,1,2,69,56,2n3wgr89m7jl8tmioemit2pgq,1,51.9,39.7,2025-04-19T21:36:17.104Z,2025-04-19T21:36:19Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5664831137,213,6.00,5664831131,140,61.4,5664831133,141,35.4,5664831135,212,10.4,5664831129,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453925,579,1,2,69,58,2n3wgr89m7jl8tmioemit2pgq,1,61.4,35.1,2025-04-19T21:36:19.031Z,2025-04-19T21:36:22Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5664831353,213,4.96,5664831351,212,11.6,5664831345,56,Right,5664831349,141,18.5,5664831347,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453945,580,1,2,70,1,2n3wgr89m7jl8tmioemit2pgq,0,63.7,19.4,2025-04-19T21:36:22.367Z,2025-04-19T21:36:24Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5664831441,1,,5664831433,140,92.9,5664831429,155,,5664831431,56,Center,5664831437,212,34.9,5664831439,213,0.50,5664831435,141,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803453977,583,12,2,70,4,c9xffml4i7ihblp1qhus9w3fu,1,12.5,47.2,2025-04-19T21:36:25.190Z,2025-04-19T21:36:27Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664831571,213,0.72,5664831569,212,14.9,5664831567,141,61.7,5664831565,140,23.2,5664831563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803454007,585,1,2,70,6,c9xffml4i7ihblp1qhus9w3fu,1,23.2,61.7,2025-04-19T21:36:27.054Z,2025-04-19T21:36:30Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664831701,212,11.8,5664831705,213,2.13,5664831695,140,17.3,5664831693,56,Back,5664831697,141,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803454029,586,1,2,70,9,c9xffml4i7ihblp1qhus9w3fu,1,14.8,79.4,2025-04-19T21:36:30.071Z,2025-04-19T21:36:31Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5664831807,141,64.5,5664831809,212,12.8,5664831811,213,5.37,5664831803,56,Back,5664831805,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803454045,587,1,2,70,10,c9xffml4i7ihblp1qhus9w3fu,1,22.2,64.5,2025-04-19T21:36:31.214Z,2025-04-19T21:36:33Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664831891,212,13.6,5664831893,213,1.92,5664831885,56,Back,5664831889,141,83.3,5664831887,140,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803454137,588,1,2,70,12,c9xffml4i7ihblp1qhus9w3fu,1,17.7,83.3,2025-04-19T21:36:32.983Z,2025-04-19T21:36:40Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5664832371,212,19.9,5664832373,213,4.18,5664832365,56,Back,5664832367,140,8.0,5664832369,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803454193,590,51,2,70,18,c9xffml4i7ihblp1qhus9w3fu,1,8.0,58.1,2025-04-19T21:36:39.303Z,2025-04-19T21:39:57Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664834333,189,,5664843373,170,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803454139,589,50,2,70,18,c9xffml4i7ihblp1qhus9w3fu,1,8.6,59.4,2025-04-19T21:36:39.574Z,2025-04-19T22:28:00Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664834749,285,,5664836079,233,581,5664832381,56,Back,5664834195,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803454593,581,7,2,70,18,2n3wgr89m7jl8tmioemit2pgq,1,91.4,40.6,2025-04-19T21:36:39.575Z,2025-04-19T22:28:00Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,,5664834697,286,,5664834695,56,Center,5664836039,233,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803454623,582,1,2,70,19,2n3wgr89m7jl8tmioemit2pgq,1,86.2,50.7,2025-04-19T21:36:39.809Z,2025-04-19T21:37:52Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,1.0,5664834855,140,86.0,5664834857,141,57.5,5664834859,212,4.6,5664834853,56,Center,5664837251,22,,5664837247,210,16,5664837249,154,,5664834861,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,
2803454629,583,16,2,70,21,2n3wgr89m7jl8tmioemit2pgq,1,85.8,55.2,2025-04-19T21:36:42.199Z,2025-04-19T21:39:33Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5664837317,154,,5664837315,29,,5664834893,56,Center,5664834891,17,,5664837329,230,96.4,5664837313,76,,5664836441,375,70:20.475,5664837319,55,582,5664837331,231,50.2,5664836421,20,,5664837325,103,4.4,5664836435,374,5664843427,468,590,2025-04-19 22:36:41.280,5664834889,22,5664840603,136,,5664837323,102,53.1,,,
2803454961,591,1,2,71,21,c9xffml4i7ihblp1qhus9w3fu,1,49.5,50.4,2025-04-19T21:37:42.174Z,2025-04-19T21:37:45Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5664836715,279,G,5664836705,56,Back,5664836709,141,54.5,5664836707,140,30.3,5664836713,213,3.00,5664836711,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455031,592,1,2,71,24,c9xffml4i7ihblp1qhus9w3fu,1,30.3,54.5,2025-04-19T21:37:44.869Z,2025-04-19T21:37:49Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664837085,213,0.73,5664837077,56,Back,5664837083,212,13.2,5664837081,141,67.5,5664837079,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455041,593,1,2,71,28,c9xffml4i7ihblp1qhus9w3fu,1,39.7,67.5,2025-04-19T21:37:49.711Z,2025-04-19T21:37:51Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664837155,140,59.5,5664837153,56,Left,5664837157,141,93.5,5664837159,212,27.3,5664837161,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455063,594,1,2,71,30,c9xffml4i7ihblp1qhus9w3fu,1,59.5,93.5,2025-04-19T21:37:50.910Z,2025-04-19T21:37:52Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5664837277,212,17.6,5664837279,213,3.65,5664837269,140,44.9,5664837273,141,80.9,5664837263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455119,595,1,2,71,31,c9xffml4i7ihblp1qhus9w3fu,1,44.9,80.9,2025-04-19T21:37:52.534Z,2025-04-19T21:37:58Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664837569,56,Back,5664837571,140,45.5,5664837573,141,60.9,5664837575,212,13.6,5664837577,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455131,596,1,2,71,37,c9xffml4i7ihblp1qhus9w3fu,0,47.0,53.7,2025-04-19T21:37:58.006Z,2025-04-19T21:37:58Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664837633,213,5.02,5664837629,141,36.1,5664837627,140,50.6,5664837631,212,12.6,5664837625,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455167,584,8,2,71,40,2n3wgr89m7jl8tmioemit2pgq,1,64.7,72.0,2025-04-19T21:38:01.040Z,2025-04-19T21:38:01Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5664837831,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455195,586,1,2,71,40,2n3wgr89m7jl8tmioemit2pgq,1,64.7,72.0,2025-04-19T21:38:01.604Z,2025-04-19T21:38:04Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5664837999,140,77.9,5664837997,56,Center,5664838003,212,14.1,5664838005,213,6.11,5664838001,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455207,587,3,2,71,44,2n3wgr89m7jl8tmioemit2pgq,0,70.9,79.6,2025-04-19T21:38:05.487Z,2025-04-19T22:28:01Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5664839549,286,,5664839589,233,597,5664838093,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455219,597,7,2,71,44,c9xffml4i7ihblp1qhus9w3fu,0,29.1,20.4,2025-04-19T21:38:05.488Z,2025-04-19T22:28:00Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5664838175,285,,5664838173,56,Back,5664839573,233,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455261,599,1,2,71,47,c9xffml4i7ihblp1qhus9w3fu,1,30.4,21.3,2025-04-19T21:38:08.518Z,2025-04-19T21:38:11Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664838357,140,40.1,5664838359,141,6.5,5664838355,56,Back,5664838361,212,14.3,5664838363,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455263,600,61,2,71,50,c9xffml4i7ihblp1qhus9w3fu,0,40.1,6.5,2025-04-19T21:38:11.110Z,2025-04-19T21:38:11Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5664838371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455293,588,1,2,71,51,2n3wgr89m7jl8tmioemit2pgq,1,56.3,88.6,2025-04-19T21:38:12.359Z,2025-04-19T21:38:14Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5664838531,141,85.6,5664838527,56,Back,5664838535,213,3.30,5664838533,212,13.2,5664838529,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455365,590,1,2,71,56,2n3wgr89m7jl8tmioemit2pgq,1,37.0,84.1,2025-04-19T21:38:17.223Z,2025-04-19T21:38:20Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5664838937,213,0.79,5664838929,140,39.1,5664838935,212,3.1,5664838931,141,87.4,5664838927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455355,601,43,2,71,57,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-04-19T21:38:18.782Z,2025-04-19T21:43:27Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5664839169,399,6tesoh4ckbbkisphokig9yqz8,5664857725,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455397,591,1,2,71,59,2n3wgr89m7jl8tmioemit2pgq,1,39.9,88.4,2025-04-19T21:38:19.935Z,2025-04-19T21:38:21Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5664839123,212,15.4,5664839125,213,4.56,5664839121,141,66.0,5664839117,56,Back,5664839119,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455473,592,1,2,72,1,2n3wgr89m7jl8tmioemit2pgq,1,37.5,68.2,2025-04-19T21:38:21.855Z,2025-04-19T21:38:28Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5664839533,56,Back,5664839541,213,4.55,5664839535,140,34.6,5664839537,141,40.1,5664839539,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455505,593,1,2,72,8,2n3wgr89m7jl8tmioemit2pgq,1,57.4,27.6,2025-04-19T21:38:29.306Z,2025-04-19T21:38:31Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5664839719,213,4.90,5664839717,212,8.3,5664839711,56,Right,5664839713,140,58.9,5664839715,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455533,594,1,2,72,10,2n3wgr89m7jl8tmioemit2pgq,1,58.2,16.4,2025-04-19T21:38:31.295Z,2025-04-19T21:38:33Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5664839861,140,51.1,5664839865,212,18.5,5664839863,141,41.3,5664839867,213,1.99,5664839859,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455563,595,1,2,72,12,2n3wgr89m7jl8tmioemit2pgq,1,48.3,39.8,2025-04-19T21:38:33.495Z,2025-04-19T21:38:35Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5664840019,56,Back,5664840029,212,16.7,5664840031,213,3.73,5664840027,141,26.1,5664840023,140,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455611,596,1,2,72,14,2n3wgr89m7jl8tmioemit2pgq,1,35.4,19.1,2025-04-19T21:38:35.752Z,2025-04-19T21:38:39Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5664840255,213,2.46,5664840253,212,28.7,5664840251,141,45.8,5664840249,140,14.2,5664840247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455663,597,1,2,72,18,2n3wgr89m7jl8tmioemit2pgq,1,13.1,46.4,2025-04-19T21:38:39.615Z,2025-04-19T21:38:43Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5664840529,140,21.1,5664840535,213,1.11,5664840533,212,19.0,5664840527,56,Back,5664840531,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455699,598,1,2,72,22,2n3wgr89m7jl8tmioemit2pgq,1,19.5,85.0,2025-04-19T21:38:43.399Z,2025-04-19T21:38:48Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5664840721,141,93.5,5664840725,212,9.0,5664840727,213,0.70,5664840715,56,Back,5664840717,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455707,599,50,2,72,27,2n3wgr89m7jl8tmioemit2pgq,1,27.8,93.3,2025-04-19T21:38:47.940Z,2025-04-19T21:38:54Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5664840759,285,,5664840757,56,Back,5664840847,233,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455719,602,7,2,72,27,c9xffml4i7ihblp1qhus9w3fu,1,72.2,6.7,2025-04-19T21:38:47.941Z,2025-04-19T21:38:53Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664840839,233,599,5664840821,286,,5664840817,167,,5664840819,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455805,600,5,2,72,28,2n3wgr89m7jl8tmioemit2pgq,1,27.0,101.3,2025-04-19T21:38:49.199Z,2025-04-19T23:22:00Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5664841317,233,603,5664841275,56,Back,5664841277,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455767,603,5,2,72,28,c9xffml4i7ihblp1qhus9w3fu,0,73.0,-1.3,2025-04-19T21:38:49.199Z,2025-04-19T23:22:00Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664841333,233,600,5664841089,347,,5664841087,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803455849,601,1,2,72,37,2n3wgr89m7jl8tmioemit2pgq,1,25.0,100.0,2025-04-19T21:38:57.895Z,2025-04-19T21:39:01Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5664841513,140,22.0,5664841505,107,,5664841509,56,Back,5664841517,141,89.0,5664841525,213,4.36,5664841521,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
