id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2819913787,521,12,2,73,31,2iwybwokic7nmr1t33abdbjoq,1,19.1,30.7,2025-05-29T04:13:35.755Z,2025-05-29T04:13:37Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5755788667,212,7.4,5755788669,213,1.03,5755788663,140,22.7,5755788661,56,Back,5755788665,141,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819913791,588,13,2,73,32,7c9knuwazz9k9449u5rnuuy5m,1,75.2,47.4,2025-05-29T04:13:36.633Z,2025-05-29T05:51:18Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5755788841,103,19.4,5755788689,18,,5755788691,56,Center,5755788845,458,,5755788839,102,59.0,5755788849,231,50,5755788835,83,,5755788777,20,,5755788843,215,,5755788687,22,,5755788847,230,,,98.2,,,,,,,,,,,,,,,,
2819913935,522,5,2,73,33,2iwybwokic7nmr1t33abdbjoq,1,-1.4,43.0,2025-05-29T04:13:37.346Z,2025-05-29T04:47:35Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5755789517,346,,5755789571,233,589,5755789515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819913803,589,5,2,73,33,7c9knuwazz9k9449u5rnuuy5m,0,101.4,57.0,2025-05-29T04:13:37.346Z,2025-05-29T04:47:35Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5755789577,233,522,5755788747,56,Center,5755788749,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819913891,590,18,2,74,4,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-29T04:14:09.110Z,2025-05-29T04:14:22Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5755789235,42,,5755789259,55,591,5755789239,59,7,5755789237,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819913893,591,19,2,74,4,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-29T04:14:09.111Z,2025-05-29T04:14:23Z,9elhnfsovx9efu5f92mkkls7o,C. Pearson,,,5755789251,293,3,5755789241,42,,5755789253,44,Midfielder,5755789255,55,590,5755789245,145,7,5755789247,59,6,5755789249,292,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914113,531,18,2,74,42,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-29T04:14:46.877Z,2025-05-29T04:16:20Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5755790535,44,Forward,5755790561,55,532,5755790533,42,,5755790537,59,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914117,532,19,2,74,42,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-29T04:14:46.878Z,2025-05-29T04:16:20Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5755790551,292,7,5755790553,293,3,5755790543,42,,5755790555,44,Midfielder,5755790549,59,7,5755790547,145,11,5755790557,55,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819913937,523,18,2,74,42,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-29T04:14:46.879Z,2025-05-29T04:14:48Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5755789523,59,9,5755789547,55,524,5755789521,44,Forward,5755789519,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819913939,524,19,2,74,42,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-29T04:14:46.880Z,2025-05-29T04:14:48Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5755789535,292,5,5755789539,44,Midfielder,5755789537,293,5,5755789531,145,10,5755789527,42,,5755789533,59,5,5755789541,55,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819913983,525,1,2,75,7,2iwybwokic7nmr1t33abdbjoq,1,3.2,52.2,2025-05-29T04:15:12.233Z,2025-05-29T04:15:16Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5755789801,141,31.3,5755789795,124,,5755789811,237,,5755789799,140,9.8,5755789803,212,15.8,5755789797,56,Back,5755789805,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819913991,526,1,2,75,11,2iwybwokic7nmr1t33abdbjoq,1,12.2,29.8,2025-05-29T04:15:15.834Z,2025-05-29T04:15:21Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5755789867,140,14.7,5755789873,213,4.91,5755789869,141,10.1,5755789871,212,13.7,5755789865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819913993,527,61,2,75,16,2iwybwokic7nmr1t33abdbjoq,0,24.9,6.4,2025-05-29T04:15:20.874Z,2025-05-29T04:15:21Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755789877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819913995,528,5,2,75,17,2iwybwokic7nmr1t33abdbjoq,0,24.7,-1.2,2025-05-29T04:15:21.361Z,2025-05-29T04:47:36Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755789881,347,,5755789879,56,Back,5755789999,233,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914011,592,5,2,75,17,7c9knuwazz9k9449u5rnuuy5m,1,75.3,101.2,2025-05-29T04:15:21.361Z,2025-05-29T04:47:35Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5755789971,347,,5755789979,233,528,5755789969,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914019,593,1,2,75,23,7c9knuwazz9k9449u5rnuuy5m,1,78.7,100.0,2025-05-29T04:15:27.753Z,2025-05-29T04:15:30Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755790013,107,,5755790019,141,83.2,5755790017,140,67.7,5755790021,212,16.9,5755790015,56,Left,5755790023,213,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914025,594,1,2,75,26,7c9knuwazz9k9449u5rnuuy5m,1,65.1,70.5,2025-05-29T04:15:30.344Z,2025-05-29T04:15:33Z,9elhnfsovx9efu5f92mkkls7o,C. Pearson,,,5755790043,141,44.9,5755790047,213,3.93,5755790039,56,Back,5755790045,212,24.6,5755790041,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914029,595,1,2,75,29,7c9knuwazz9k9449u5rnuuy5m,1,48.7,42.8,2025-05-29T04:15:33.408Z,2025-05-29T04:15:35Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5755790073,1,,5755790067,141,87.5,5755790069,212,34.8,5755790071,213,1.06,5755790065,140,64.9,5755790063,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914035,596,1,2,75,31,7c9knuwazz9k9449u5rnuuy5m,1,67.4,90.3,2025-05-29T04:15:35.592Z,2025-05-29T04:15:38Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755790113,212,18.6,5755790107,56,Center,5755790115,213,3.65,5755790111,141,76.9,5755790109,140,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914047,597,1,2,75,34,7c9knuwazz9k9449u5rnuuy5m,1,49.8,79.4,2025-05-29T04:15:38.537Z,2025-05-29T04:15:45Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755790193,213,4.57,5755790185,56,Back,5755790191,212,31.4,5755790187,140,45.6,5755790189,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914049,598,1,2,75,40,7c9knuwazz9k9449u5rnuuy5m,0,46.3,25.5,2025-05-29T04:15:44.817Z,2025-05-29T04:15:46Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5755790201,140,87.5,5755790205,212,57.8,5755790197,155,,5755790207,213,0.72,5755790209,1,,5755790199,56,Left,5755790203,141,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914051,529,12,2,75,42,2iwybwokic7nmr1t33abdbjoq,1,18.8,8.3,2025-05-29T04:15:46.963Z,2025-05-29T04:15:48Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755790219,213,5.30,5755790239,167,,5755790217,212,7.9,5755790215,141,0.0,5755790213,140,23.0,5755790233,15,,5755790211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914055,530,5,2,75,43,2iwybwokic7nmr1t33abdbjoq,0,21.6,-1.4,2025-05-29T04:15:48.161Z,2025-05-29T04:47:36Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755790237,347,,5755790235,56,Back,5755790375,233,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914083,599,5,2,75,43,7c9knuwazz9k9449u5rnuuy5m,1,78.4,101.4,2025-05-29T04:15:48.161Z,2025-05-29T04:47:36Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5755790369,347,,5755790367,56,Left,5755790371,233,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914089,600,1,2,75,55,7c9knuwazz9k9449u5rnuuy5m,1,80.0,100.0,2025-05-29T04:15:59.713Z,2025-05-29T04:16:04Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755790411,56,Left,5755790413,140,60.9,5755790409,107,,5755790415,141,94.7,5755790419,213,3.37,5755790417,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914103,601,1,2,75,59,7c9knuwazz9k9449u5rnuuy5m,1,62.4,86.6,2025-05-29T04:16:04.265Z,2025-05-29T04:16:08Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755790481,140,54.1,5755790483,141,41.3,5755790479,56,Center,5755790485,212,32.0,5755790487,213,4.44,5755790489,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914123,602,1,2,76,4,7c9knuwazz9k9449u5rnuuy5m,1,54.0,35.2,2025-05-29T04:16:08.512Z,2025-05-29T04:41:13Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5755790593,141,95.6,5755790587,157,,5755790591,140,80.7,5755790589,56,Left,5755790599,1,,5755790597,213,0.97,5755790595,212,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914131,603,1,2,76,8,7c9knuwazz9k9449u5rnuuy5m,0,71.0,71.5,2025-05-29T04:16:12.851Z,2025-05-29T04:16:14Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755790635,155,,5755790649,213,5.57,5755790647,212,42.1,5755790645,141,30.9,5755790637,56,Center,5755790651,1,,5755790641,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914169,533,5,2,76,9,2iwybwokic7nmr1t33abdbjoq,1,-1.1,66.8,2025-05-29T04:16:14.106Z,2025-05-29T04:47:37Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755790863,233,604,5755790847,56,Back,5755790849,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914141,604,5,2,76,9,7c9knuwazz9k9449u5rnuuy5m,0,101.1,33.2,2025-05-29T04:16:14.106Z,2025-05-29T04:47:37Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755790867,233,533,5755790677,56,Center,5755790679,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914175,534,1,2,76,25,2iwybwokic7nmr1t33abdbjoq,1,4.9,59.0,2025-05-29T04:16:30.233Z,2025-05-29T04:16:32Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5755790877,56,Back,5755790889,237,,5755790883,212,5.3,5755790879,140,3.9,5755790881,141,51.3,5755790875,124,,5755790885,213,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914177,535,1,2,76,26,2iwybwokic7nmr1t33abdbjoq,1,3.9,51.3,2025-05-29T04:16:31.241Z,2025-05-29T04:16:38Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5755790945,141,72.5,5755790947,212,16.7,5755790949,213,1.04,5755790941,56,Back,5755790943,140,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914179,536,1,2,76,34,2iwybwokic7nmr1t33abdbjoq,0,23.9,83.4,2025-05-29T04:16:38.315Z,2025-05-29T04:16:43Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5755791003,213,5.26,5755790991,155,,5755790993,196,,5755791001,212,61.3,5755790995,56,Right,5755791005,1,,5755790999,141,6.5,5755790997,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914183,605,12,2,76,39,7c9knuwazz9k9449u5rnuuy5m,1,34.5,93.2,2025-05-29T04:16:43.792Z,2025-05-29T04:40:43Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755791013,56,Back,5755791043,167,,5755791019,212,12.9,5755801211,189,,5755791021,213,0.46,5755791017,141,100.0,5755791015,140,45.5,5755791023,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914195,537,5,2,76,40,2iwybwokic7nmr1t33abdbjoq,1,53.3,-1.2,2025-05-29T04:16:44.715Z,2025-05-29T04:47:38Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5755791141,233,606,5755791139,347,,5755791137,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914187,606,5,2,76,40,7c9knuwazz9k9449u5rnuuy5m,0,46.7,101.2,2025-05-29T04:16:44.715Z,2025-05-29T04:47:38Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755791157,233,537,5755791029,56,Back,5755791031,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914207,538,1,2,76,56,2iwybwokic7nmr1t33abdbjoq,1,56.6,0.0,2025-05-29T04:17:00.657Z,2025-05-29T04:17:06Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755791201,107,,5755791213,1,,5755791211,213,0.64,5755791203,56,Right,5755791205,140,73.3,5755791207,141,18.2,5755791209,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914209,539,61,2,77,2,2iwybwokic7nmr1t33abdbjoq,0,73.0,18.1,2025-05-29T04:17:06.474Z,2025-05-29T04:17:07Z,6m158yzashjy4y3dcbresua22,D. Johnson,,,5755791219,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914225,608,1,2,77,3,7c9knuwazz9k9449u5rnuuy5m,1,16.4,88.6,2025-05-29T04:17:08.256Z,2025-05-29T04:17:13Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755791275,56,Left,5755791281,141,83.5,5755791285,213,6.19,5755791279,140,50.7,5755791283,212,36.2,5755791287,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914227,609,4,2,77,6,7c9knuwazz9k9449u5rnuuy5m,1,42.4,84.4,2025-05-29T04:17:10.730Z,2025-05-29T04:45:34Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5755791301,265,,5755791303,286,,5755791355,233,540,5755791295,13,,5755791297,56,Back,5755791299,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914215,540,4,2,77,6,2iwybwokic7nmr1t33abdbjoq,0,57.6,15.6,2025-05-29T04:17:10.731Z,2025-05-29T04:45:34Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5755791359,233,609,5755791343,285,,5755791235,56,Right,5755791337,13,,5755791341,265,,5755791339,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914235,610,1,2,77,13,7c9knuwazz9k9449u5rnuuy5m,0,33.8,83.6,2025-05-29T04:17:18.040Z,2025-05-29T04:17:20Z,9elhnfsovx9efu5f92mkkls7o,C. Pearson,,,5755791377,212,63.0,5755791363,5,,5755791379,213,5.56,5755791375,141,22.2,5755791381,1,,5755791369,152,,5755791367,196,,5755791373,140,78.7,5755791365,155,,5755791371,56,Center,,,,,,,,,,,,,,,,,,,,,
2819914239,541,12,2,77,17,2iwybwokic7nmr1t33abdbjoq,1,19.3,84.0,2025-05-29T04:17:22.233Z,2025-05-29T04:17:26Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5755791405,212,15.7,5755791401,140,32.5,5755791403,141,95.0,5755791409,15,,5755791407,213,0.49,5755791399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914243,611,1,2,77,21,7c9knuwazz9k9449u5rnuuy5m,0,74.0,3.4,2025-05-29T04:17:25.376Z,2025-05-29T04:40:18Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5755791475,213,1.08,5755791463,2,,5755791477,1,,5755791471,141,51.6,5755791473,212,37.2,5755791467,56,Center,5755791469,140,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914249,542,12,2,77,22,2iwybwokic7nmr1t33abdbjoq,1,9.7,60.0,2025-05-29T04:17:26.601Z,2025-05-29T04:17:29Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5755791525,140,34.7,5755791527,141,76.5,5755791523,56,Back,5755791531,213,0.40,5755791529,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914253,543,4,2,77,25,2iwybwokic7nmr1t33abdbjoq,1,33.0,75.6,2025-05-29T04:17:29.442Z,2025-05-29T04:45:35Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5755791561,56,Back,5755791597,233,612,5755791601,285,,5755791563,152,,5755791565,265,,5755791559,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914257,612,4,2,77,25,7c9knuwazz9k9449u5rnuuy5m,0,67.0,24.4,2025-05-29T04:17:29.443Z,2025-05-29T04:45:35Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5755791589,152,,5755791591,265,,5755791587,56,Center,5755791585,13,,5755791593,286,,5755791603,233,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914267,613,17,2,77,28,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-29T04:17:32.488Z,2025-05-29T04:17:43Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5755791625,13,243,5755791621,31,,5755791623,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914363,544,1,2,78,24,2iwybwokic7nmr1t33abdbjoq,1,34.2,73.4,2025-05-29T04:18:29.129Z,2025-05-29T04:18:30Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5755792083,56,Back,5755792079,5,,5755792081,152,,5755792091,213,4.51,5755792087,141,30.8,5755792089,212,29.6,5755792085,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914365,545,1,2,78,25,2iwybwokic7nmr1t33abdbjoq,1,28.5,30.8,2025-05-29T04:18:29.976Z,2025-05-29T04:18:31Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5755792107,213,5.26,5755792103,141,9.5,5755792105,212,17.0,5755792101,140,37.0,5755792099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914369,546,1,2,78,26,2iwybwokic7nmr1t33abdbjoq,0,37.0,9.5,2025-05-29T04:18:31.114Z,2025-05-29T04:18:33Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755792135,1,,5755792123,155,,5755792133,213,0.18,5755792125,56,Center,5755792129,141,24.1,5755792131,212,56.5,5755792127,140,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914379,615,1,2,78,32,7c9knuwazz9k9449u5rnuuy5m,0,6.3,92.0,2025-05-29T04:18:37.016Z,2025-05-29T04:53:30Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755792191,236,,5755792173,56,Back,5755792193,233,547,5755792177,141,92.7,5755792179,212,4.9,5755792175,140,10.9,5755792197,286,,5755792181,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914381,547,74,2,78,32,2iwybwokic7nmr1t33abdbjoq,1,79.0,5.6,2025-05-29T04:18:37.017Z,2025-05-29T04:46:00Z,6m158yzashjy4y3dcbresua22,D. Johnson,,,5755792189,285,,5755792213,233,615,5755792187,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914385,548,5,2,78,34,2iwybwokic7nmr1t33abdbjoq,0,85.2,-1.1,2025-05-29T04:18:39.296Z,2025-05-29T04:47:39Z,6m158yzashjy4y3dcbresua22,D. Johnson,,,5755792219,347,,5755792233,233,616,5755792217,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914389,616,5,2,78,34,7c9knuwazz9k9449u5rnuuy5m,1,14.8,101.1,2025-05-29T04:18:39.296Z,2025-05-29T04:47:38Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755792225,347,,5755792229,233,548,5755792223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914387,549,43,2,78,36,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-29T04:18:40.920Z,2025-05-29T04:19:04Z,,,,,5755792221,344,0,5755792445,144,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914391,617,79,2,78,36,7c9knuwazz9k9449u5rnuuy5m,0,0.0,0.0,2025-05-29T04:18:40.976Z,2025-05-29T04:18:41Z,,,,,5755792227,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914393,550,79,2,78,38,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-29T04:18:42.466Z,2025-05-29T04:18:42Z,,,,,5755792237,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914397,551,79,2,78,40,2iwybwokic7nmr1t33abdbjoq,0,0.0,0.0,2025-05-29T04:18:44.488Z,2025-05-29T04:18:44Z,,,,,5755792259,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914401,618,79,2,78,43,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-29T04:18:47.568Z,2025-05-29T04:18:47Z,,,,,5755792275,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914409,619,1,2,78,46,7c9knuwazz9k9449u5rnuuy5m,1,11.8,100.0,2025-05-29T04:18:50.448Z,2025-05-29T04:18:52Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755792313,140,7.1,5755792311,56,Back,5755792317,212,12.8,5755792319,213,4.32,5755792315,141,83.8,5755792309,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914415,620,1,2,78,47,7c9knuwazz9k9449u5rnuuy5m,1,6.0,86.0,2025-05-29T04:18:52.065Z,2025-05-29T04:18:57Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755792355,56,Back,5755792359,141,52.2,5755792357,140,4.9,5755792363,213,4.66,5755792361,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914433,621,1,2,78,52,7c9knuwazz9k9449u5rnuuy5m,1,4.2,49.3,2025-05-29T04:18:56.928Z,2025-05-29T04:19:06Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5755792479,212,17.6,5755792477,141,74.4,5755792475,140,8.1,5755792481,213,1.34,5755792473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914439,622,1,2,79,1,7c9knuwazz9k9449u5rnuuy5m,1,26.1,75.3,2025-05-29T04:19:06.192Z,2025-05-29T04:19:11Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755792513,141,30.4,5755792517,213,4.51,5755792515,212,31.2,5755792511,140,20.1,5755792509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914455,623,1,2,79,6,7c9knuwazz9k9449u5rnuuy5m,1,34.7,33.6,2025-05-29T04:19:11.168Z,2025-05-29T04:19:16Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5755792609,141,11.1,5755792611,212,29.9,5755792607,140,59.2,5755792613,213,5.75,5755792605,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914475,624,1,2,79,12,7c9knuwazz9k9449u5rnuuy5m,1,57.8,4.9,2025-05-29T04:19:16.432Z,2025-05-29T04:19:26Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5755792705,140,87.9,5755792709,212,31.7,5755792707,141,9.2,5755792701,155,,5755792703,56,Right,5755792711,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914461,552,83,2,79,15,2iwybwokic7nmr1t33abdbjoq,0,13.3,86.7,2025-05-29T04:19:19.705Z,2025-05-29T04:19:28Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5755792739,399,40qi53orb0eur2jevowkvrcb8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914477,625,50,2,79,19,7c9knuwazz9k9449u5rnuuy5m,1,85.1,7.6,2025-05-29T04:19:23.536Z,2025-05-29T04:45:45Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5755792723,233,553,5755792715,56,Right,5755792717,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914469,553,7,2,79,19,2iwybwokic7nmr1t33abdbjoq,1,14.9,92.4,2025-05-29T04:19:23.537Z,2025-05-29T04:45:45Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5755792719,233,625,5755792675,167,,5755792677,56,Back,5755792679,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819914473,554,5,2,79,20,2iwybwokic7nmr1t33abdbjoq,0,19.4,100.9,2025-05-29T04:19:24.329Z,2025-05-29T04:47:40Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5755792695,56,Back,5755792697,347,,5755792841,233,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
