id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818531561,717,1,2,75,3,daicfonrbj124lu2la2rctxck,1,88.3,8.9,2025-05-24T21:38:31.206Z,2025-05-24T21:38:35Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748124711,2,,5748124721,212,51.6,5748124723,213,1.45,5748124719,141,84.2,5748124713,155,,5748124717,140,94.4,5748124715,56,Left,5748124725,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818531581,718,1,2,75,7,daicfonrbj124lu2la2rctxck,0,95.5,85.1,2025-05-24T21:38:35.526Z,2025-05-24T21:38:38Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748124921,213,4.72,5748124911,155,,5748124913,56,Center,5748124909,2,,5748124919,212,34.1,5748124923,1,,5748124917,141,34.9,5748124915,140,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818531589,619,43,2,75,10,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T21:38:38.415Z,2025-05-24T21:38:43Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5748125241,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818531621,620,12,2,75,11,224tl8u2smnbyliroayk69nt0,1,3.3,65.8,2025-05-24T21:38:39.599Z,2025-05-24T21:38:41Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5748125101,141,100.0,5748125097,140,9.0,5748125139,167,,5748125093,56,Back,5748125105,212,24.3,5748125107,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818531627,621,5,2,75,13,224tl8u2smnbyliroayk69nt0,0,9.2,100.8,2025-05-24T21:38:40.887Z,2025-05-24T22:12:37Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5748125127,56,Back,5748125129,347,,5748125377,233,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818531657,719,5,2,75,13,daicfonrbj124lu2la2rctxck,1,90.8,-0.8,2025-05-24T21:38:40.887Z,2025-05-24T21:38:46Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748125335,233,621,5748125309,56,Right,5748125311,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818531779,622,18,2,75,36,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T21:39:03.835Z,2025-05-24T21:39:24Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,5748126199,55,623,5748126131,42,,5748126133,44,Forward,5748126135,59,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818531787,623,19,2,75,36,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T21:39:03.836Z,2025-05-24T22:58:29Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,5748126181,293,5,5748126175,145,10,5748126177,59,15,5748126183,44,Midfielder,5748126179,292,6,5748126185,55,622,5748126171,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818531899,720,40,2,75,45,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-05-24T21:39:13.135Z,2025-05-24T21:39:13Z,,,,5748126867,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0",5748126865,130,8,5748126869,194,arrnspfznjcs9fmng4finp87p,5748126863,59,"1, 15, 17, 77, 5, 6, 12, 20, 18, 21, 11, 8, 14, 16, 22, 24",5748126861,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5",5748126859,30,"arrnspfznjcs9fmng4finp87p, f472o0229a6xev8qudf1tyf6y, dltmx3e4llkcszs22cbfz92xg, 1diaoqi51gzx23j4d5f8xc8b8, couplbg5c1wzrb14ycd8f7h0p, 3tb7ycl6z32sevjo8rxa590, 8pqvmz8g1yhe7hqqc1d68c4mi, 9txqixk3uycvort3ntzkva1g5, 4vdbw63j0s7npezknabq6p7xm, 711t32tk6qwl567dngcldfw15, 9ch7zgxlcjiio0xbo2hhl2yvo, 2gsbai5bpg1fbullzvngv2l1w, bug5x187ehj0apzl11lrl3ip6, f0rcvbvmbh2gcjxw6jfy5fe5m, a3l8f3a6rr93qyyaxhdfqq1yi, c8svt3yazcfaq478j0cpbmbfu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818531937,624,18,2,75,48,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T21:39:16.634Z,2025-05-24T21:39:18Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5748127063,59,14,5748127117,55,625,5748127061,44,Midfielder,5748127059,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818531939,625,19,2,75,48,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T21:39:16.635Z,2025-05-24T22:58:03Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,5748127079,292,6,5748127087,44,Midfielder,5748127071,42,,5748127077,59,12,5748127075,145,11,5748127089,55,624,5748127083,293,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532151,721,1,2,76,2,daicfonrbj124lu2la2rctxck,0,89.4,0.0,2025-05-24T21:39:30.799Z,2025-05-24T21:39:32Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748128209,213,1.52,5748128205,141,40.9,5748128207,212,28.7,5748128199,107,,5748128203,140,90.8,5748128201,56,Center,5748128211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532165,626,43,2,76,4,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T21:39:32.285Z,2025-05-24T22:03:05Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5748128295,213,5.67,5748128287,56,Back,5748128291,141,67.6,5748128293,212,5.3,5748128289,140,15.7,5748205747,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532219,627,12,2,76,5,224tl8u2smnbyliroayk69nt0,1,4.3,56.0,2025-05-24T21:39:33.742Z,2025-05-24T21:48:58Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5748128627,212,5.7,5748128625,141,54.8,5748128629,213,6.14,5748128623,140,9.7,5748128621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532177,722,61,2,76,6,daicfonrbj124lu2la2rctxck,0,88.5,30.9,2025-05-24T21:39:34.814Z,2025-05-24T22:15:27Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748128361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532235,628,12,2,76,10,224tl8u2smnbyliroayk69nt0,1,11.8,47.2,2025-05-24T21:39:38.278Z,2025-05-24T21:44:11Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748128681,140,10.8,5748128679,56,Back,5748128685,212,8.3,5748128687,213,1.70,5748128683,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818535483,657,1,2,76,10,224tl8u2smnbyliroayk69nt0,1,13.4,68.8,2025-05-24T21:39:38.404Z,2025-05-24T21:45:10Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,5748148111,212,29.2,5748148103,155,,5748148109,141,71.2,5748148113,213,0.06,5748148107,140,41.2,5748148105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532257,630,3,2,76,10,224tl8u2smnbyliroayk69nt0,1,27.9,78.8,2025-05-24T21:39:38.566Z,2025-05-24T22:12:48Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5748128867,233,723,5748128839,285,,5748128837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532229,723,45,2,76,10,daicfonrbj124lu2la2rctxck,0,72.1,21.2,2025-05-24T21:39:38.566Z,2025-05-24T22:12:49Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5748128913,233,630,5748128665,286,,5748128663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532241,629,43,2,76,10,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T21:39:38.627Z,2025-05-24T21:39:45Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5748129105,144,7,5748128737,285,0,5748128733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532283,632,1,2,76,13,224tl8u2smnbyliroayk69nt0,0,29.0,79.7,2025-05-24T21:39:41.518Z,2025-05-24T21:48:56Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5748128985,56,Center,5748128987,140,54.2,5748128993,213,5.86,5748128989,141,62.1,5748128991,212,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532311,725,1,2,76,15,daicfonrbj124lu2la2rctxck,1,43.8,48.8,2025-05-24T21:39:43.694Z,2025-05-24T21:39:46Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748129149,141,53.0,5748129147,140,54.7,5748129153,213,0.24,5748129145,56,Center,5748129151,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532375,726,1,2,76,18,daicfonrbj124lu2la2rctxck,1,54.7,53.0,2025-05-24T21:39:46.015Z,2025-05-24T21:39:52Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5748129523,212,24.2,5748129519,140,35.0,5748129521,141,71.5,5748129525,213,2.60,5748129517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532443,727,1,2,76,25,daicfonrbj124lu2la2rctxck,1,40.0,66.7,2025-05-24T21:39:53.101Z,2025-05-24T21:39:57Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748129899,140,43.1,5748129903,212,18.0,5748129901,141,40.7,5748129905,213,4.89,5748129897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532475,728,1,2,76,29,daicfonrbj124lu2la2rctxck,1,45.9,34.8,2025-05-24T21:39:57.206Z,2025-05-24T21:40:00Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748130079,140,61.4,5748130085,213,6.22,5748130081,141,33.3,5748130077,56,Center,5748130083,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532465,633,83,2,76,31,224tl8u2smnbyliroayk69nt0,0,44.6,68.1,2025-05-24T21:39:59.469Z,2025-05-24T21:40:03Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,5748130315,399,9txqixk3uycvort3ntzkva1g5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532503,729,1,2,76,32,daicfonrbj124lu2la2rctxck,1,61.5,34.5,2025-05-24T21:40:00.054Z,2025-05-24T21:40:02Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748130279,56,Center,5748130281,140,55.4,5748130285,212,10.8,5748130287,213,2.21,5748130283,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532525,730,1,2,76,35,daicfonrbj124lu2la2rctxck,1,57.1,60.6,2025-05-24T21:40:03.046Z,2025-05-24T21:40:04Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5748130413,56,Center,5748130419,212,12.9,5748130421,213,0.41,5748130417,141,68.2,5748130415,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532579,731,1,2,76,36,daicfonrbj124lu2la2rctxck,1,68.4,68.2,2025-05-24T21:40:04.414Z,2025-05-24T21:40:09Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5748130765,140,72.6,5748130767,141,93.6,5748130773,213,1.32,5748130761,56,Left,5748130771,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532605,634,45,2,76,41,224tl8u2smnbyliroayk69nt0,0,16.5,13.8,2025-05-24T21:40:09.062Z,2025-05-24T22:14:46Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5748130929,285,,5748130927,56,Back,5748131065,233,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532611,732,3,2,76,41,daicfonrbj124lu2la2rctxck,1,83.5,86.2,2025-05-24T21:40:09.062Z,2025-05-24T22:12:49Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5748130969,286,,5748130967,56,Left,5748131055,233,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532619,733,50,2,76,43,daicfonrbj124lu2la2rctxck,1,82.0,71.8,2025-05-24T21:40:11.614Z,2025-05-24T21:40:15Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5748131121,233,635,5748131017,56,Center,5748131019,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532627,635,7,2,76,43,224tl8u2smnbyliroayk69nt0,0,18.0,28.2,2025-05-24T21:40:11.615Z,2025-05-24T21:40:16Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748131069,56,Back,5748131105,233,733,5748131071,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532655,734,1,2,76,45,daicfonrbj124lu2la2rctxck,0,77.6,70.2,2025-05-24T21:40:12.910Z,2025-05-24T22:09:53Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5748131241,140,84.4,5748131221,56,Center,5748131243,141,64.8,5748131245,212,8.0,5748131247,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532697,636,1,2,76,46,224tl8u2smnbyliroayk69nt0,1,22.8,38.2,2025-05-24T21:40:14.630Z,2025-05-24T21:40:18Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5748131489,213,5.59,5748131485,141,26.2,5748131487,212,12.7,5748131483,140,32.1,5748131481,56,Back,5748131479,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532725,638,1,2,76,50,224tl8u2smnbyliroayk69nt0,0,28.1,13.4,2025-05-24T21:40:18.598Z,2025-05-24T21:40:20Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748131629,213,0.45,5748131627,212,17.7,5748131625,141,24.6,5748131619,157,,5748131623,140,43.3,5748131621,56,Back,5748131631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532755,735,1,2,76,53,daicfonrbj124lu2la2rctxck,1,58.6,78.8,2025-05-24T21:40:21.254Z,2025-05-24T21:40:23Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748131841,3,,5748131843,56,Left,5748131849,212,13.7,5748131851,213,0.24,5748131845,140,71.3,5748131847,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532775,737,1,2,76,55,daicfonrbj124lu2la2rctxck,1,71.7,83.8,2025-05-24T21:40:23.238Z,2025-05-24T21:40:25Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5748131957,213,1.31,5748131955,212,8.5,5748131949,56,Left,5748131953,141,95.9,5748131951,140,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532803,738,1,2,76,57,daicfonrbj124lu2la2rctxck,1,73.8,95.9,2025-05-24T21:40:25.006Z,2025-05-24T21:40:28Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748132149,212,6.8,5748132143,56,Left,5748132145,140,69.8,5748132153,213,4.05,5748132147,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532825,739,1,2,77,0,daicfonrbj124lu2la2rctxck,1,69.7,87.7,2025-05-24T21:40:27.879Z,2025-05-24T21:40:30Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5748132305,212,13.8,5748132307,213,3.81,5748132299,56,Center,5748132303,141,75.1,5748132301,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532891,740,1,2,77,2,daicfonrbj124lu2la2rctxck,1,59.4,75.1,2025-05-24T21:40:30.518Z,2025-05-24T21:40:35Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748132681,212,20.0,5748132675,56,Left,5748132677,140,73.4,5748132679,141,95.0,5748132683,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532905,741,1,2,77,7,daicfonrbj124lu2la2rctxck,1,73.5,95.1,2025-05-24T21:40:35.662Z,2025-05-24T21:40:37Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748132779,56,Left,5748132781,140,73.9,5748132787,213,4.79,5748132785,212,5.3,5748132783,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532931,742,1,2,77,9,daicfonrbj124lu2la2rctxck,1,73.9,87.4,2025-05-24T21:40:36.831Z,2025-05-24T21:40:39Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5748132941,56,Left,5748132945,141,92.3,5748132947,212,10.8,5748132949,213,2.83,5748132943,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532973,743,1,2,77,11,daicfonrbj124lu2la2rctxck,1,65.2,92.3,2025-05-24T21:40:38.957Z,2025-05-24T21:40:43Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748133173,56,Center,5748133179,212,15.1,5748133175,140,68.7,5748133181,213,4.96,5748133177,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818532975,744,4,2,77,15,daicfonrbj124lu2la2rctxck,1,65.2,60.8,2025-05-24T21:40:43.118Z,2025-05-24T22:04:40Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748133243,152,,5748133239,13,,5748133241,56,Center,5748133433,233,639,5748133245,265,,5748133247,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818533001,639,4,2,77,15,224tl8u2smnbyliroayk69nt0,0,34.8,39.2,2025-05-24T21:40:43.119Z,2025-05-24T22:04:41Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5748133459,233,744,5748133407,152,,5748133405,56,Back,5748133411,285,,5748133409,265,,5748133403,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818533561,745,1,2,78,14,daicfonrbj124lu2la2rctxck,1,69.4,71.5,2025-05-24T21:41:42.662Z,2025-05-24T21:42:01Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,1.0,5748137371,210,13,5748136665,56,Center,5748136667,140,89.7,5748137373,154,,5748136673,213,5.56,5748136663,152,,5748136669,141,44.0,5748136661,155,,5748136659,5,,5748136671,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,
2818533569,746,44,2,78,18,daicfonrbj124lu2la2rctxck,1,88.9,42.8,2025-05-24T21:41:45.925Z,2025-05-24T22:05:41Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748136717,286,,5748136715,56,Center,5748136811,233,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818533539,640,44,2,78,18,224tl8u2smnbyliroayk69nt0,0,11.1,57.2,2025-05-24T21:41:45.926Z,2025-05-24T22:05:41Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5748136825,233,746,5748136509,285,,5748136507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818533575,747,13,2,78,18,daicfonrbj124lu2la2rctxck,1,89.7,44.0,2025-05-24T21:41:46.381Z,2025-05-24T22:09:40Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748137049,24,,5748137385,154,,5748137387,55,745,5748137397,231,49.8,5748137395,230,98.0,5748137381,73,,5748137391,102,62.2,5748136767,56,Center,5748136765,17,,5748137393,103,20.8,5748137383,29,,5748137055,328,5748137051,15,,,,,,,,,,,,,,,,,
2818533673,641,5,2,78,23,224tl8u2smnbyliroayk69nt0,1,-1.0,37.6,2025-05-24T21:41:51.110Z,2025-05-24T22:12:37Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5748137335,56,Back,5748137339,346,,5748137377,233,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818533623,748,5,2,78,23,daicfonrbj124lu2la2rctxck,0,101.0,62.4,2025-05-24T21:41:51.110Z,2025-05-24T22:09:16Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748137411,233,641,5748137025,346,,5748137023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818533869,642,1,2,78,49,224tl8u2smnbyliroayk69nt0,0,4.8,59.6,2025-05-24T21:42:17.342Z,2025-05-24T21:42:20Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5748138521,212,53.4,5748138513,124,,5748138523,213,0.56,5748138519,141,100.0,5748138525,1,,5748138527,74,,5748138517,140,47.9,5748138515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818533877,643,5,2,78,52,224tl8u2smnbyliroayk69nt0,0,45.5,101.4,2025-05-24T21:42:20.319Z,2025-05-24T22:12:38Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5748138553,56,Back,5748138817,233,749,5748138555,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818533919,749,5,2,78,52,daicfonrbj124lu2la2rctxck,1,54.5,-1.4,2025-05-24T21:42:20.319Z,2025-05-24T22:12:38Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748138767,56,Right,5748138769,347,,5748138813,233,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818533953,750,1,2,78,56,daicfonrbj124lu2la2rctxck,1,58.5,0.0,2025-05-24T21:42:24.277Z,2025-05-24T21:42:28Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748138971,56,Right,5748138979,213,1.02,5748138969,107,,5748138973,140,63.1,5748138975,141,9.8,5748138977,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818533971,751,1,2,79,0,daicfonrbj124lu2la2rctxck,1,63.1,9.8,2025-05-24T21:42:28.053Z,2025-05-24T21:42:38Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748139067,140,48.6,5748139065,56,Back,5748139635,189,,5748139073,213,3.24,5748139069,141,7.7,5748139071,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818533983,752,1,2,79,2,daicfonrbj124lu2la2rctxck,1,48.6,7.7,2025-05-24T21:42:30.181Z,2025-05-24T21:42:31Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748139119,212,16.5,5748139113,56,Back,5748139121,213,2.05,5748139117,141,29.2,5748139115,140,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818533999,753,1,2,79,3,daicfonrbj124lu2la2rctxck,1,41.3,29.2,2025-05-24T21:42:31.198Z,2025-05-24T21:42:33Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748139217,141,58.4,5748139215,140,33.7,5748139221,213,1.95,5748139219,212,21.4,5748139213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534061,754,1,2,79,5,daicfonrbj124lu2la2rctxck,1,33.7,58.4,2025-05-24T21:42:33.230Z,2025-05-24T21:42:37Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5748139621,212,15.7,5748139619,141,81.1,5748139617,140,36.4,5748139623,213,1.39,5748139615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534133,755,1,2,79,10,daicfonrbj124lu2la2rctxck,1,31.7,80.8,2025-05-24T21:42:38.638Z,2025-05-24T21:42:45Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748140031,141,49.0,5748140029,140,30.1,5748140025,56,Back,5748140035,212,21.7,5748140037,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534151,756,1,2,79,17,daicfonrbj124lu2la2rctxck,0,36.1,32.4,2025-05-24T21:42:45.197Z,2025-05-24T21:42:46Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748140143,213,0.14,5748140131,155,,5748140133,56,Center,5748140135,140,59.9,5748140137,141,37.7,5748140139,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534183,644,1,2,79,21,224tl8u2smnbyliroayk69nt0,1,45.3,62.9,2025-05-24T21:42:48.901Z,2025-05-24T21:42:50Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5748140277,212,8.8,5748140275,141,65.1,5748140279,213,2.97,5748140269,3,,5748140273,140,37.0,5748140271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534189,645,1,2,79,22,224tl8u2smnbyliroayk69nt0,0,37.0,65.1,2025-05-24T21:42:49.893Z,2025-05-24T21:42:50Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,5748140299,3,,5748140307,141,54.9,5748140303,140,62.2,5748140309,212,27.4,5748140313,213,6.03,5748140301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818534229,757,1,2,79,24,daicfonrbj124lu2la2rctxck,0,47.3,46.0,2025-05-24T21:42:52.166Z,2025-05-24T21:42:54Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748140553,155,,5748140559,141,100.0,5748140561,212,47.0,5748140555,56,Left,5748140557,140,74.1,5748140563,213,0.93,5748140565,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
