id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2793290145,441,1,2,70,28,bu5w8wprynlj9mvphvy8sd94f,1,29.4,80.9,2025-03-30T00:37:40.739Z,2025-03-30T00:37:43Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5608874165,213,0.01,5608874157,56,Back,5608874159,140,38.3,5608874161,141,81.1,5608874163,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290177,442,1,2,70,31,bu5w8wprynlj9mvphvy8sd94f,1,36.9,90.3,2025-03-30T00:37:43.387Z,2025-03-30T00:37:46Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5608874413,212,15.8,5608874407,56,Back,5608874409,140,21.9,5608874415,213,3.25,5608874411,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290207,443,1,2,70,34,bu5w8wprynlj9mvphvy8sd94f,1,24.2,80.9,2025-03-30T00:37:45.851Z,2025-03-30T00:37:49Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5608874581,56,Back,5608874585,141,52.7,5608874583,140,20.5,5608874587,212,19.6,5608874589,213,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290239,444,1,2,70,37,bu5w8wprynlj9mvphvy8sd94f,1,21.4,48.1,2025-03-30T00:37:49.267Z,2025-03-30T00:37:53Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5608874819,212,25.0,5608874817,141,12.0,5608874813,56,Back,5608874821,213,4.90,5608874815,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290291,445,1,2,70,41,bu5w8wprynlj9mvphvy8sd94f,1,25.5,14.4,2025-03-30T00:37:52.851Z,2025-03-30T00:37:57Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608875077,140,19.8,5608875081,212,15.3,5608875079,141,35.1,5608875083,213,1.97,5608875073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290331,446,1,2,70,45,bu5w8wprynlj9mvphvy8sd94f,1,22.2,38.0,2025-03-30T00:37:57.165Z,2025-03-30T00:38:01Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5608875333,140,23.8,5608875339,213,1.51,5608875337,212,27.4,5608875335,141,78.2,5608875331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290403,447,1,2,70,49,bu5w8wprynlj9mvphvy8sd94f,1,23.8,78.2,2025-03-30T00:38:01.723Z,2025-03-30T00:38:07Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5608875727,141,43.6,5608875729,212,24.3,5608875723,56,Back,5608875725,140,18.1,5608875731,213,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290433,448,1,2,70,55,bu5w8wprynlj9mvphvy8sd94f,1,24.9,39.1,2025-03-30T00:38:06.916Z,2025-03-30T00:38:10Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5608875907,56,Back,5608875917,213,5.00,5608875909,140,28.7,5608875911,141,19.1,5608875913,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290471,449,1,2,70,58,bu5w8wprynlj9mvphvy8sd94f,1,28.9,18.6,2025-03-30T00:38:10.212Z,2025-03-30T00:38:13Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608876115,212,18.8,5608876105,56,Back,5608876109,140,46.3,5608876119,213,0.24,5608876113,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290533,450,1,2,71,1,bu5w8wprynlj9mvphvy8sd94f,0,50.2,25.6,2025-03-30T00:38:12.853Z,2025-03-30T02:32:10Z,bbic10tw6eaf7rgpogt37rgtl,G. Díaz,,,5608876411,140,85.5,5608876415,212,38.4,5608876409,56,Center,5608876419,1,,5608876417,213,0.26,5608876407,155,,5608876413,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290583,642,12,2,71,7,bk3zg8yaj5uoqhxzwons3bo8a,1,15.7,49.6,2025-03-30T00:38:19.366Z,2025-03-30T01:08:40Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608876691,141,55.8,5608876695,213,2.69,5608876693,212,9.6,5608876687,56,Back,5608876689,140,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290753,645,1,2,71,17,bk3zg8yaj5uoqhxzwons3bo8a,0,14.6,50.6,2025-03-30T00:38:29.313Z,2025-03-30T00:38:35Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608877693,141,89.7,5608877685,157,,5608877695,212,45.5,5608877691,140,49.8,5608877697,213,0.62,5608877689,56,Back,5608877687,198,,5608877699,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290893,451,5,2,71,24,bu5w8wprynlj9mvphvy8sd94f,1,38.9,-1.3,2025-03-30T00:38:36.077Z,2025-03-30T02:13:45Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5608878491,56,Back,5608878493,347,,5608878521,233,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290777,646,5,2,71,24,bk3zg8yaj5uoqhxzwons3bo8a,0,61.1,101.3,2025-03-30T00:38:36.077Z,2025-03-30T02:13:46Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5608877817,347,,5608878529,233,451,5608877815,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290909,452,1,2,71,34,bu5w8wprynlj9mvphvy8sd94f,0,41.2,0.0,2025-03-30T00:38:46.669Z,2025-03-30T00:38:48Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608878603,140,58.0,5608878599,107,,5608878609,213,0.36,5608878607,212,18.8,5608878601,56,Right,5608878605,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290911,647,8,2,71,36,bk3zg8yaj5uoqhxzwons3bo8a,1,34.1,83.0,2025-03-30T00:38:48.632Z,2025-03-30T00:41:51Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608878645,15,,5608878621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290965,453,5,2,71,37,bu5w8wprynlj9mvphvy8sd94f,1,51.3,-1.0,2025-03-30T00:38:49.229Z,2025-03-30T02:13:46Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608878903,56,Right,5608878905,347,,5608878957,233,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793290957,648,5,2,71,37,bk3zg8yaj5uoqhxzwons3bo8a,0,48.7,101.0,2025-03-30T00:38:49.229Z,2025-03-30T02:13:46Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5608878861,347,,5608879009,233,453,5608878859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291125,454,1,2,71,41,bu5w8wprynlj9mvphvy8sd94f,0,49.6,0.0,2025-03-30T00:38:53.452Z,2025-03-30T00:39:04Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608879789,213,0.39,5608879787,212,21.0,5608879783,140,68.1,5608879785,141,9.8,5608879781,56,Right,5608879779,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291035,649,44,2,71,45,bk3zg8yaj5uoqhxzwons3bo8a,1,29.3,89.8,2025-03-30T00:38:57.244Z,2025-03-30T02:16:07Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5609017247,233,455,5608879343,285,,5608879341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291131,455,44,2,71,45,bu5w8wprynlj9mvphvy8sd94f,0,70.7,10.2,2025-03-30T00:38:57.245Z,2025-03-30T02:16:08Z,aqb7f88ta15ve8izh5zy9paz9,R. Rivera,,,5608879819,56,Right,5609017295,233,649,5608879821,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291045,650,12,2,71,46,bk3zg8yaj5uoqhxzwons3bo8a,1,26.4,88.3,2025-03-30T00:38:57.959Z,2025-03-30T01:15:49Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5608879393,140,35.5,5608879467,167,,5608879453,15,,5608879399,213,0.74,5608879397,212,13.0,5608879391,56,Back,5608879395,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291257,456,5,2,71,48,bu5w8wprynlj9mvphvy8sd94f,1,65.2,-1.2,2025-03-30T00:39:00.124Z,2025-03-30T02:13:47Z,aqb7f88ta15ve8izh5zy9paz9,R. Rivera,,,5608880481,347,,5608880479,56,Right,5608880553,233,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291053,651,5,2,71,48,bk3zg8yaj5uoqhxzwons3bo8a,0,34.8,101.2,2025-03-30T00:39:00.124Z,2025-03-30T02:13:47Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5608879459,56,Back,5608879461,347,,5608880585,233,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291333,457,1,2,72,0,bu5w8wprynlj9mvphvy8sd94f,0,71.0,0.0,2025-03-30T00:39:12.621Z,2025-03-30T00:39:15Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608880911,56,Center,5608880915,140,80.6,5608880921,213,1.09,5608880907,107,,5608880917,141,26.4,5608880919,212,21.7,5608880923,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291341,652,12,2,72,3,bk3zg8yaj5uoqhxzwons3bo8a,1,14.0,68.5,2025-03-30T00:39:15.214Z,2025-03-30T00:39:22Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5608880951,141,64.0,5608880973,15,,5608880955,213,6.01,5608880953,212,11.3,5608880949,140,24.4,5608880947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291441,653,61,2,72,10,bk3zg8yaj5uoqhxzwons3bo8a,0,24.4,64.0,2025-03-30T00:39:22.302Z,2025-03-30T00:39:22Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5608881431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291449,458,61,2,72,11,bu5w8wprynlj9mvphvy8sd94f,0,72.0,34.8,2025-03-30T00:39:22.886Z,2025-03-30T00:39:23Z,aqb7f88ta15ve8izh5zy9paz9,R. Rivera,,,5608881463,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291459,654,4,2,72,11,bk3zg8yaj5uoqhxzwons3bo8a,1,26.8,64.3,2025-03-30T00:39:23.788Z,2025-03-30T01:44:51Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5608881667,233,459,5608881561,265,,5608881559,152,,5608881557,56,Back,5608881555,13,,5608881563,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291455,459,4,2,72,11,bu5w8wprynlj9mvphvy8sd94f,0,73.2,35.7,2025-03-30T00:39:23.789Z,2025-03-30T01:44:51Z,aqb7f88ta15ve8izh5zy9paz9,R. Rivera,,,5608881675,233,654,5608881615,13,,5608881621,265,,5608881623,286,,5608881619,152,,5608881617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291787,655,1,2,72,34,bk3zg8yaj5uoqhxzwons3bo8a,1,26.7,62.4,2025-03-30T00:39:46.269Z,2025-03-30T00:39:51Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608883559,140,23.3,5608883565,213,4.53,5608883557,56,Back,5608883561,141,33.6,5608883555,152,,5608883553,5,,5608883563,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291813,656,1,2,72,39,bk3zg8yaj5uoqhxzwons3bo8a,1,28.4,31.8,2025-03-30T00:39:51.541Z,2025-03-30T00:39:54Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608883733,140,26.5,5608883737,212,21.5,5608883739,213,1.66,5608883731,56,Back,5608883735,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291851,657,1,2,72,42,bk3zg8yaj5uoqhxzwons3bo8a,1,22.2,63.3,2025-03-30T00:39:54.133Z,2025-03-30T00:39:57Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608883947,141,50.6,5608883943,140,9.2,5608883953,213,3.71,5608883939,56,Back,5608883951,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291879,658,1,2,72,45,bk3zg8yaj5uoqhxzwons3bo8a,0,9.6,49.9,2025-03-30T00:39:57.671Z,2025-03-30T00:40:01Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608884099,155,,5608884107,212,48.2,5608884109,213,5.90,5608884101,56,Center,5608884111,1,,5608884105,141,23.4,5608884103,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291895,659,61,2,72,50,bk3zg8yaj5uoqhxzwons3bo8a,1,52.2,23.4,2025-03-30T00:40:02.215Z,2025-03-30T00:40:02Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5608884191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291921,461,1,2,72,51,bu5w8wprynlj9mvphvy8sd94f,0,37.0,91.5,2025-03-30T00:40:03.454Z,2025-03-30T00:40:04Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5608884351,212,10.1,5608884345,56,Back,5608884353,213,6.12,5608884343,3,,5608884347,140,46.5,5608884349,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291937,660,1,2,72,53,bk3zg8yaj5uoqhxzwons3bo8a,0,39.5,12.9,2025-03-30T00:40:05.190Z,2025-03-30T00:40:05Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5608884459,1,,5608884457,213,5.98,5608884451,140,70.8,5608884455,212,34.4,5608884453,141,0.0,5608884447,157,,5608884449,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292067,462,5,2,72,53,bu5w8wprynlj9mvphvy8sd94f,1,36.7,101.5,2025-03-30T00:40:05.782Z,2025-03-30T02:13:47Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5608885275,56,Back,5608885327,233,661,5608885277,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793291941,661,5,2,72,53,bk3zg8yaj5uoqhxzwons3bo8a,0,63.3,-1.5,2025-03-30T00:40:05.782Z,2025-03-30T02:13:48Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5608884473,56,Right,5608885347,233,462,5608884475,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292251,463,1,2,73,21,bu5w8wprynlj9mvphvy8sd94f,1,48.2,100.0,2025-03-30T00:40:33.662Z,2025-03-30T00:40:35Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5608886553,140,33.0,5608886559,213,3.62,5608886557,212,18.0,5608886549,107,,5608886551,56,Back,5608886555,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292331,464,1,2,73,23,bu5w8wprynlj9mvphvy8sd94f,1,32.5,88.7,2025-03-30T00:40:35.350Z,2025-03-30T00:40:39Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5608887043,141,49.7,5608887049,213,4.70,5608887047,212,26.5,5608887039,56,Back,5608887041,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292401,465,1,2,73,27,bu5w8wprynlj9mvphvy8sd94f,1,31.1,39.4,2025-03-30T00:40:39.558Z,2025-03-30T00:40:43Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5608887399,155,,5608887403,56,Left,5608887413,212,43.7,5608887411,141,87.1,5608887415,213,0.84,5608887417,1,,5608887409,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292469,466,3,2,73,31,bu5w8wprynlj9mvphvy8sd94f,1,59.0,87.0,2025-03-30T00:40:43.238Z,2025-03-30T00:40:50Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5608887779,56,Left,5608887781,286,,5608887823,233,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292419,662,45,2,73,31,bk3zg8yaj5uoqhxzwons3bo8a,0,41.0,13.0,2025-03-30T00:40:43.238Z,2025-03-30T00:40:49Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5608887505,285,,5608887863,233,466,5608887499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292459,663,83,2,73,34,bk3zg8yaj5uoqhxzwons3bo8a,0,54.2,19.1,2025-03-30T00:40:46.143Z,2025-03-30T00:40:51Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5608888303,399,1xkff6cxd8zycnd3n3odmvai1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292521,467,1,2,73,34,bu5w8wprynlj9mvphvy8sd94f,1,37.8,79.9,2025-03-30T00:40:46.606Z,2025-03-30T00:40:50Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5608888185,140,25.0,5608888191,212,28.2,5608888189,141,43.4,5608888183,56,Back,5608888193,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292527,468,1,2,73,37,bu5w8wprynlj9mvphvy8sd94f,1,25.0,43.4,2025-03-30T00:40:48.975Z,2025-03-30T00:40:56Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5608888235,1,,5608888231,213,0.37,5608888223,56,Left,5608888225,140,97.0,5608888221,157,,5608888227,141,86.5,5608888229,212,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292609,469,61,2,73,44,bu5w8wprynlj9mvphvy8sd94f,0,97.9,85.7,2025-03-30T00:40:55.893Z,2025-03-30T00:40:56Z,aqb7f88ta15ve8izh5zy9paz9,R. Rivera,,,5608888819,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292631,470,5,2,73,45,bu5w8wprynlj9mvphvy8sd94f,0,101.1,82.2,2025-03-30T00:40:57.005Z,2025-03-30T02:13:48Z,aqb7f88ta15ve8izh5zy9paz9,R. Rivera,,,5608888899,346,,5608893093,233,664,5608888895,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293297,664,5,2,73,45,bk3zg8yaj5uoqhxzwons3bo8a,1,-1.1,17.8,2025-03-30T00:40:57.005Z,2025-03-30T02:13:48Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608892973,56,Back,5608893031,233,470,5608892975,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292913,471,18,2,74,5,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-30T00:41:17.083Z,2025-03-30T01:26:30Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5608890765,44,Defender,5608890877,55,472,5608890767,59,3,5608890763,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793292917,472,19,2,74,5,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-30T00:41:17.084Z,2025-03-30T01:29:14Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5608890801,59,35,5608890795,42,,5608890805,55,471,5609071463,293,1,5608890799,145,3,5609080249,292,3,5608890803,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293187,473,18,2,74,20,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-30T00:41:32.132Z,2025-03-30T01:26:50Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5608892371,44,Midfielder,5608892431,55,474,5608892369,42,,5608892373,59,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293191,474,19,2,74,20,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-30T00:41:32.133Z,2025-03-30T02:53:21Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5609079981,292,6,5608892401,55,473,5608892391,42,,5608892395,145,7,5609072917,293,3,5608892397,59,18,5608892399,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293327,475,18,2,74,32,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-30T00:41:44.705Z,2025-03-30T01:29:27Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5608893133,44,Midfielder,5608893177,55,476,5608893137,59,30,5608893131,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293329,476,19,2,74,32,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-30T00:41:44.706Z,2025-03-30T02:53:18Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5608893145,42,,5609079797,293,4,5608893149,145,11,5609079795,292,7,5608893153,44,Midfielder,5608893155,55,475,5608893151,59,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293539,665,1,2,74,44,bk3zg8yaj5uoqhxzwons3bo8a,0,4.1,54.3,2025-03-30T00:41:55.902Z,2025-03-30T00:42:03Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608894357,212,55.4,5608894365,1,,5608894343,56,Center,5608894361,213,0.24,5608894339,124,,5608894371,74,,5608894347,140,55.4,5608894353,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293555,477,44,2,74,50,bu5w8wprynlj9mvphvy8sd94f,1,39.2,26.8,2025-03-30T00:42:02.158Z,2025-03-30T01:11:23Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5608894453,285,,5608894455,233,666,5608894451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293545,666,44,2,74,50,bk3zg8yaj5uoqhxzwons3bo8a,0,60.8,73.2,2025-03-30T00:42:02.159Z,2025-03-30T00:42:09Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5608894479,233,477,5608894401,286,,5608894399,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293615,478,1,2,74,50,bu5w8wprynlj9mvphvy8sd94f,0,31.6,27.1,2025-03-30T00:42:02.369Z,2025-03-30T01:15:41Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5608894793,141,27.1,5608894797,213,0.00,5608894789,56,Back,5608894787,3,,5608894795,212,1.9,5608894791,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293569,667,1,2,74,52,bk3zg8yaj5uoqhxzwons3bo8a,0,54.4,68.7,2025-03-30T00:42:04.269Z,2025-03-30T00:42:04Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5608894521,140,59.5,5608894525,212,5.4,5608894517,155,,5608894523,141,69.0,5608894519,56,Center,5608894527,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293625,479,1,2,74,57,bu5w8wprynlj9mvphvy8sd94f,1,37.3,38.3,2025-03-30T00:42:08.874Z,2025-03-30T01:11:37Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5609020913,141,27.0,5609020919,213,5.85,5609020909,56,Center,5609020917,212,18.2,5609020911,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293629,480,1,2,74,57,bu5w8wprynlj9mvphvy8sd94f,1,52.0,32.5,2025-03-30T00:42:09.055Z,2025-03-30T01:11:49Z,aqb7f88ta15ve8izh5zy9paz9,R. Rivera,,,5609021605,212,12.6,5609021601,140,40.0,5609021607,213,3.16,5609021603,141,32.1,5609021599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293633,481,1,2,74,57,bu5w8wprynlj9mvphvy8sd94f,1,43.4,34.4,2025-03-30T00:42:09.207Z,2025-03-30T01:12:07Z,bbic10tw6eaf7rgpogt37rgtl,G. Díaz,,,5609022441,140,56.0,5609022439,56,Center,5609022445,212,13.9,5609022443,141,40.5,5609022447,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293659,668,4,2,74,58,bk3zg8yaj5uoqhxzwons3bo8a,1,37.6,37.6,2025-03-30T00:42:10.830Z,2025-03-30T01:44:52Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608895167,152,,5608895169,265,,5609024249,233,600,5608895165,56,Back,5608895163,13,,5608895171,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793317059,600,4,2,74,59,bu5w8wprynlj9mvphvy8sd94f,0,62.4,62.4,2025-03-30T00:42:10.831Z,2025-03-30T01:44:52Z,aqb7f88ta15ve8izh5zy9paz9,R. Rivera,,,5609024245,265,,5609024239,13,,5609024241,56,Center,5609024247,285,,5609024319,233,668,5609024243,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293805,669,1,2,75,9,bk3zg8yaj5uoqhxzwons3bo8a,1,36.7,41.8,2025-03-30T00:42:21.821Z,2025-03-30T00:42:24Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608896093,213,1.33,5608896097,1,,5608896089,212,33.0,5608896075,5,,5608896085,141,88.9,5608896079,56,Back,5608896081,140,44.1,5608896077,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793293885,670,1,2,75,12,bk3zg8yaj5uoqhxzwons3bo8a,1,44.1,88.9,2025-03-30T00:42:24.045Z,2025-03-30T00:42:29Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5608896625,141,91.4,5608896621,56,Left,5608896627,212,17.2,5608896629,213,0.10,5608896623,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
