id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2822569523,552,1,2,69,23,8sy0cxovuxo76tuoas3uo55xj,0,35.7,100.0,2025-06-14T17:32:11.887Z,2025-06-14T17:32:13Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5770724133,141,92.0,5770724137,213,6.04,5770724127,107,,5770724131,140,61.4,5770724129,56,Left,5770724139,1,,5770724135,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569525,622,8,2,69,26,3cbke8cbou2ms925872vk6dwx,1,34.8,8.6,2025-06-14T17:32:15.366Z,2025-06-14T17:32:15Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5770724141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569531,553,1,2,69,27,8sy0cxovuxo76tuoas3uo55xj,0,67.1,88.7,2025-06-14T17:32:15.552Z,2025-06-14T17:32:21Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5770724167,212,35.5,5770724163,140,100.0,5770724161,56,Left,5770724159,155,,5770724171,1,,5770724165,141,88.0,5770724169,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569535,554,5,2,69,30,8sy0cxovuxo76tuoas3uo55xj,0,101.0,87.8,2025-06-14T17:32:18.956Z,2025-06-14T18:06:34Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5770724179,56,Left,5770724181,346,,5770724187,233,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569533,623,5,2,69,30,3cbke8cbou2ms925872vk6dwx,1,-1.0,12.2,2025-06-14T17:32:18.956Z,2025-06-14T18:06:34Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5770724177,346,,5770724183,233,554,5770724175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569573,555,18,2,69,49,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-06-14T17:32:38.176Z,2025-06-14T17:32:39Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5770724447,55,556,5770724413,59,77,5770724411,44,Midfielder,5770724409,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569575,556,19,2,69,49,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-06-14T17:32:38.177Z,2025-06-14T17:32:39Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5770724441,44,Midfielder,5770724433,145,11,5770724435,59,15,5770724443,55,555,5770724437,292,6,5770724439,293,1,5770724429,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569637,624,1,2,70,12,3cbke8cbou2ms925872vk6dwx,1,4.9,40.0,2025-06-14T17:33:01.206Z,2025-06-14T17:33:05Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5770724841,213,1.78,5770724833,56,Back,5770724835,140,3.5,5770724831,124,,5770724837,141,50.1,5770724845,237,,5770724839,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569643,625,1,2,70,16,3cbke8cbou2ms925872vk6dwx,0,7.3,51.0,2025-06-14T17:33:05.350Z,2025-06-14T17:33:08Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5770724891,212,70.2,5770724889,141,73.3,5770724887,140,72.6,5770724893,213,0.22,5770724885,56,Center,5770724895,1,,5770724883,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569651,558,1,2,70,19,8sy0cxovuxo76tuoas3uo55xj,1,29.2,20.9,2025-06-14T17:33:08.335Z,2025-06-14T17:33:10Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770724923,56,Back,5770724925,140,34.9,5770724931,213,0.99,5770724927,141,34.3,5770724921,3,,5770724929,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569653,559,1,2,70,21,8sy0cxovuxo76tuoas3uo55xj,1,27.6,34.6,2025-06-14T17:33:10.287Z,2025-06-14T17:39:55Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5770724939,141,34.6,5770724937,140,28.3,5770724943,213,0.00,5770724935,56,Back,5770724941,212,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569669,561,1,2,70,23,8sy0cxovuxo76tuoas3uo55xj,1,23.9,66.9,2025-06-14T17:33:11.760Z,2025-06-14T17:33:14Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770724995,212,17.5,5770724991,140,8.4,5770724989,56,Back,5770724997,213,3.52,5770724993,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569675,562,1,2,70,25,8sy0cxovuxo76tuoas3uo55xj,0,8.7,57.2,2025-06-14T17:33:14.304Z,2025-06-14T17:33:15Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5770725037,1,,5770725033,212,36.1,5770725031,141,100.0,5770725027,56,Back,5770725029,140,27.6,5770725035,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569679,563,5,2,70,27,8sy0cxovuxo76tuoas3uo55xj,0,28.0,101.8,2025-06-14T17:33:15.565Z,2025-06-14T17:33:18Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5770725051,56,Back,5770725053,347,,5770725135,233,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569687,626,5,2,70,27,3cbke8cbou2ms925872vk6dwx,1,72.0,-1.8,2025-06-14T17:33:15.565Z,2025-06-14T18:06:35Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5770725083,347,,5770725081,56,Right,5770725119,233,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569743,627,1,2,70,34,3cbke8cbou2ms925872vk6dwx,1,71.4,0.0,2025-06-14T17:33:23.271Z,2025-06-14T17:33:32Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5770725381,212,29.6,5770725379,141,11.1,5770725375,56,Back,5770725383,213,2.85,5770725385,1,,5770725373,107,,5770725377,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569753,628,1,2,70,43,3cbke8cbou2ms925872vk6dwx,1,39.6,3.4,2025-06-14T17:33:32.231Z,2025-06-14T17:33:34Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5770725433,140,43.5,5770725437,212,15.4,5770725431,56,Back,5770725439,213,1.30,5770725435,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569763,629,1,2,70,46,3cbke8cbou2ms925872vk6dwx,1,42.8,33.9,2025-06-14T17:33:34.726Z,2025-06-14T17:33:38Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5770725519,213,1.86,5770725517,212,19.7,5770725511,56,Back,5770725515,141,61.7,5770725513,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569771,630,1,2,70,50,3cbke8cbou2ms925872vk6dwx,1,46.2,67.6,2025-06-14T17:33:38.791Z,2025-06-14T17:33:40Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5770725559,141,89.1,5770725555,56,Left,5770725561,212,21.2,5770725557,140,60.8,5770725563,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569789,631,1,2,70,52,3cbke8cbou2ms925872vk6dwx,1,67.8,89.0,2025-06-14T17:33:40.662Z,2025-06-14T17:33:44Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5770725657,213,0.62,5770725653,141,94.8,5770725651,140,73.1,5770725649,56,Left,5770725655,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569803,632,1,2,70,55,3cbke8cbou2ms925872vk6dwx,1,74.9,91.7,2025-06-14T17:33:44.231Z,2025-06-14T17:35:23Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,1.0,,5770725715,141,47.9,5770725713,140,84.9,5770727711,210,13,5770725719,213,5.05,5770725709,155,,5770725707,2,,5770725717,212,31.6,5770727713,154,,5770725711,56,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,
2822569805,633,13,2,70,58,3cbke8cbou2ms925872vk6dwx,1,84.9,47.9,2025-06-14T17:33:47.254Z,2025-06-14T17:35:24Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5770725723,22,,5770727717,29,,5770727521,328,,5770727727,103,33.3,5770727731,147,48.9,5770727735,231,49.6,5770725727,56,Center,5770727729,146,89.8,5770725725,17,5770727719,154,5770727721,55,632,5770727517,15,,5770727725,102,61.8,,,5770727715,73,5770727733,230,5770727523,153,,,97.7,,,,,,
2822569809,564,12,2,71,0,8sy0cxovuxo76tuoas3uo55xj,1,7.5,53.6,2025-06-14T17:33:48.496Z,2025-06-14T17:33:50Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770725749,213,0.23,5770725741,56,Back,5770725747,212,20.0,5770725751,15,,5770725745,141,60.2,5770725743,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569823,565,12,2,71,2,8sy0cxovuxo76tuoas3uo55xj,1,20.4,57.9,2025-06-14T17:33:50.528Z,2025-06-14T17:33:57Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5770725841,141,51.9,5770725837,56,Back,5770725843,212,20.4,5770725845,213,6.08,5770725839,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569819,634,1,2,71,4,3cbke8cbou2ms925872vk6dwx,1,65.9,38.6,2025-06-14T17:33:52.950Z,2025-06-14T17:33:55Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5770725813,140,61.5,5770725815,141,24.9,5770725811,56,Center,5770725817,212,10.4,5770725819,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569821,635,1,2,71,6,3cbke8cbou2ms925872vk6dwx,0,63.9,21.9,2025-06-14T17:33:55.191Z,2025-06-14T17:33:59Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5770725829,140,72.7,5770725883,233,567,5770725831,141,24.3,5770725827,56,Center,5770725835,213,0.17,5770725887,286,,5770725833,212,9.4,5770725881,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569833,567,74,2,71,6,8sy0cxovuxo76tuoas3uo55xj,1,29.6,79.6,2025-06-14T17:33:55.192Z,2025-06-14T17:34:05Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5770725879,285,,5770725877,56,Back,5770725891,233,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569829,566,8,2,71,8,8sy0cxovuxo76tuoas3uo55xj,1,29.1,79.6,2025-06-14T17:33:56.961Z,2025-06-14T17:33:57Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5770725863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569835,636,1,2,71,11,3cbke8cbou2ms925872vk6dwx,0,72.7,24.3,2025-06-14T17:33:59.574Z,2025-06-14T17:33:59Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5770725903,213,6.22,5770725901,212,2.1,5770725899,141,24.1,5770725895,56,Center,5770725897,140,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569837,568,1,2,71,11,8sy0cxovuxo76tuoas3uo55xj,1,33.8,83.2,2025-06-14T17:33:59.885Z,2025-06-14T17:34:22Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5770725909,141,77.9,5770725907,140,39.0,5770725911,212,6.5,5770725905,56,Back,5770725913,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569873,570,2,2,71,12,8sy0cxovuxo76tuoas3uo55xj,1,45.5,74.1,2025-06-14T17:34:00.864Z,2025-06-14T17:34:10Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5770726217,1,,5770726113,140,78.2,5770726215,7,23yj26f5kapxyx90glndxs3kk,5770726219,56,Left,5770726115,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569913,638,1,2,71,28,3cbke8cbou2ms925872vk6dwx,1,22.8,23.3,2025-06-14T17:34:16.598Z,2025-06-14T17:34:17Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5770726309,5,,5770726319,212,16.5,5770726311,241,,5770726317,141,33.3,5770726343,189,,5770726321,213,2.72,5770726315,140,8.5,5770726313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569923,639,1,2,71,29,3cbke8cbou2ms925872vk6dwx,1,8.6,33.1,2025-06-14T17:34:18.231Z,2025-06-14T17:34:19Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5770726377,56,Back,5770726385,213,1.21,5770726383,212,15.6,5770726379,140,13.8,5770726381,141,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569935,640,1,2,71,30,3cbke8cbou2ms925872vk6dwx,1,12.4,54.2,2025-06-14T17:34:19.350Z,2025-06-14T17:34:22Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5770726459,56,Back,5770726465,212,16.3,5770726463,141,34.0,5770726467,213,4.15,5770726461,140,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569939,641,1,2,71,34,3cbke8cbou2ms925872vk6dwx,1,4.1,34.0,2025-06-14T17:34:22.614Z,2025-06-14T17:34:23Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5770726487,140,23.5,5770726493,213,0.09,5770726485,56,Back,5770726489,141,36.7,5770726491,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569955,642,1,2,71,35,3cbke8cbou2ms925872vk6dwx,1,23.5,36.7,2025-06-14T17:34:23.686Z,2025-06-14T17:34:28Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5770726571,56,Back,5770726577,212,21.2,5770726579,213,4.67,5770726573,140,22.6,5770726575,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569961,643,1,2,71,40,3cbke8cbou2ms925872vk6dwx,0,28.3,4.3,2025-06-14T17:34:28.583Z,2025-06-14T17:34:31Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5770726601,155,,5770726611,213,0.25,5770726607,141,19.2,5770726609,212,41.1,5770726603,56,Right,5770726613,1,,5770726605,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569963,571,1,2,71,43,8sy0cxovuxo76tuoas3uo55xj,1,24.9,84.7,2025-06-14T17:34:31.456Z,2025-06-14T17:34:33Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770726617,3,,5770726621,140,32.6,5770726623,141,83.8,5770726627,213,6.21,5770726625,212,8.1,5770726619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569971,572,1,2,71,44,8sy0cxovuxo76tuoas3uo55xj,1,32.6,83.8,2025-06-14T17:34:33.088Z,2025-06-14T17:34:35Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5770726669,140,22.9,5770726671,141,74.1,5770726679,156,,5770726667,56,Back,5770726673,212,12.1,5770726665,3,,5770726675,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569981,574,1,2,71,48,8sy0cxovuxo76tuoas3uo55xj,1,22.5,71.1,2025-06-14T17:34:37.088Z,2025-06-14T17:34:39Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5770726723,212,21.2,5770726721,141,40.0,5770726717,56,Back,5770726719,140,22.2,5770726725,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569997,575,1,2,71,50,8sy0cxovuxo76tuoas3uo55xj,1,22.3,40.6,2025-06-14T17:34:38.928Z,2025-06-14T17:34:43Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770726773,212,19.6,5770726775,213,2.81,5770726771,141,49.9,5770726769,140,4.6,5770726767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822569999,576,1,2,71,55,8sy0cxovuxo76tuoas3uo55xj,0,7.5,57.2,2025-06-14T17:34:43.664Z,2025-06-14T17:34:44Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5770726783,56,Back,5770726793,1,,5770726785,140,25.7,5770726787,141,71.1,5770726781,157,,5770726791,213,0.46,5770726789,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570025,579,51,2,71,56,8sy0cxovuxo76tuoas3uo55xj,1,4.6,55.8,2025-06-14T17:34:44.470Z,2025-06-14T17:35:05Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5770726973,169,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570013,645,15,2,71,59,3cbke8cbou2ms925872vk6dwx,1,76.4,32.8,2025-06-14T17:34:47.462Z,2025-06-14T17:34:58Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5770726985,147,35.6,5770726965,82,,5770726847,22,,5770726851,56,Center,5770726989,231,49.6,5770726977,102,50.6,5770726981,458,,5770726961,20,,5770726849,18,5770727071,468,5770726975,78,,5770726983,146,80.1,5770726979,103,19,,579,5770726987,230,5770726999,233,,,,98.4,577,,,,,,
2822570017,577,10,2,71,59,8sy0cxovuxo76tuoas3uo55xj,1,19.9,64.4,2025-06-14T17:34:47.562Z,2025-06-14T17:34:55Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770726875,94,,5770726877,56,Back,5770727003,233,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570019,578,6,2,72,0,8sy0cxovuxo76tuoas3uo55xj,0,20.6,70.2,2025-06-14T17:34:48.640Z,2025-06-14T17:34:52Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770726883,56,Back,5770726925,233,646,5770726885,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570021,646,6,2,72,0,3cbke8cbou2ms925872vk6dwx,1,79.4,29.8,2025-06-14T17:34:48.640Z,2025-06-14T18:06:47Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5770726915,233,578,5770726891,56,Center,5770726893,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570161,647,1,2,72,35,3cbke8cbou2ms925872vk6dwx,0,99.5,0.5,2025-06-14T17:35:24.327Z,2025-06-14T17:35:26Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5770727815,212,33.5,5770727805,155,,5770727813,141,49.7,5770727803,6,,5770727819,1,,5770727809,56,Center,5770727801,2,,5770727811,140,97.3,5770727817,213,5770727807,223,,,,,,,,,,1.64,,,,,,,,,,,,,,,,
2822570167,580,12,2,72,37,8sy0cxovuxo76tuoas3uo55xj,1,9.8,52.7,2025-06-14T17:35:26Z,2025-06-14T17:35:27Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770727849,15,,5770727839,56,Back,5770727845,212,19.2,5770727843,141,33.0,5770727847,213,5.51,5770727841,140,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570195,648,1,2,72,43,3cbke8cbou2ms925872vk6dwx,0,79.6,72.6,2025-06-14T17:35:31.463Z,2025-06-14T17:35:31Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5770728005,141,70.6,5770728003,140,80.8,5770728009,212,1.9,5770727999,155,,5770728001,56,Center,5770728011,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570197,581,61,2,72,43,8sy0cxovuxo76tuoas3uo55xj,1,22.2,28.2,2025-06-14T17:35:31.679Z,2025-06-14T17:35:31Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5770728015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570209,649,13,2,72,45,3cbke8cbou2ms925872vk6dwx,1,95.5,64.4,2025-06-14T17:35:34.311Z,2025-06-14T17:35:54Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5770728469,458,,5770728083,56,Center,5770728461,102,57.5,5770728473,231,54.3,5770728465,214,,5770728365,25,,5770728459,83,,5770728367,72,,5770728471,230,5770728467,328,5770728463,103,4.2,5770728081,65,,,,,99.7,,,,,,,,,,,,,,,,
2822570207,582,5,2,72,46,8sy0cxovuxo76tuoas3uo55xj,1,-0.8,40.2,2025-06-14T17:35:34.562Z,2025-06-14T17:35:36Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5770728075,56,Back,5770728077,346,,5770728125,233,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570221,650,5,2,72,46,3cbke8cbou2ms925872vk6dwx,0,100.8,59.8,2025-06-14T17:35:34.562Z,2025-06-14T18:06:35Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5770728123,346,,5770728121,56,Center,5770728139,233,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570301,583,1,2,73,11,8sy0cxovuxo76tuoas3uo55xj,0,5.0,40.0,2025-06-14T17:35:59.648Z,2025-06-14T17:36:04Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5770728635,56,Right,5770728633,124,,5770728647,74,,5770728641,212,75.8,5770728639,141,6.2,5770728645,1,,5770728637,140,73.8,5770728643,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570327,651,1,2,73,18,3cbke8cbou2ms925872vk6dwx,0,33.3,92.4,2025-06-14T17:36:07.383Z,2025-06-14T17:36:09Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5770728829,56,Left,5770728839,1,,5770728835,212,45.1,5770728833,141,84.1,5770728837,213,6.16,5770728831,140,75.9,5770728827,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570351,584,1,2,73,21,8sy0cxovuxo76tuoas3uo55xj,1,19.6,14.9,2025-06-14T17:36:09.905Z,2025-06-14T17:36:16Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5770728969,213,2.63,5770728965,141,26.7,5770728961,56,Back,5770728963,140,6.0,5770728967,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570389,586,1,2,73,29,8sy0cxovuxo76tuoas3uo55xj,1,7.0,32.1,2025-06-14T17:36:17.632Z,2025-06-14T17:36:23Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5770729209,213,4.85,5770729201,56,Back,5770729207,212,12.2,5770729205,141,14.3,5770729199,123,,5770729203,140,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570403,587,1,2,73,35,8sy0cxovuxo76tuoas3uo55xj,1,37.9,4.3,2025-06-14T17:36:23.489Z,2025-06-14T17:36:57Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5770729275,140,65.8,5770729279,212,29.3,5770729281,213,6.24,5770729277,141,2.3,5770729273,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570421,588,1,2,73,36,8sy0cxovuxo76tuoas3uo55xj,1,69.1,6.7,2025-06-14T17:36:25.377Z,2025-06-14T17:36:28Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5770729373,140,65.2,5770729369,56,Right,5770729377,141,16.7,5770729379,212,7.9,5770729381,213,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570459,589,1,2,73,39,8sy0cxovuxo76tuoas3uo55xj,1,65.5,18.2,2025-06-14T17:36:28Z,2025-06-14T17:36:32Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770729563,212,15.2,5770729561,141,5.6,5770729557,56,Right,5770729559,140,77.5,5770729565,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570469,590,1,2,73,43,8sy0cxovuxo76tuoas3uo55xj,1,63.1,31.2,2025-06-14T17:36:32.161Z,2025-06-14T17:36:34Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5770729595,212,18.9,5770729593,141,59.0,5770729589,56,Center,5770729597,213,1.62,5770729591,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570479,591,1,2,73,46,8sy0cxovuxo76tuoas3uo55xj,1,66.8,61.7,2025-06-14T17:36:34.768Z,2025-06-14T17:36:47Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,1.0,,5770729633,56,Center,5770729793,210,15,5770729641,213,0.11,5770729635,140,80.8,5770729795,154,,5770729637,141,64.0,5770729639,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822570481,592,15,2,73,50,8sy0cxovuxo76tuoas3uo55xj,1,91.9,64.3,2025-06-14T17:36:38.768Z,2025-06-14T17:36:47Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5770729649,56,Center,5770729805,154,,5770729815,146,98.6,5770729801,78,,5770729811,102,51.7,5770729845,233,652,5770729645,22,,5770729803,29,,5770729813,103,5770729647,64,5770729671,72,,5770729807,55,591,5770729817,147,54.0,5.1,,,,,,,,,,,,,,,,
2822570483,652,10,2,73,50,3cbke8cbou2ms925872vk6dwx,1,1.2,47.6,2025-06-14T17:36:38.868Z,2025-06-14T17:36:47Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5770729663,56,Back,5770729661,182,,5770729719,177,,5770729857,233,592,5770729721,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
