id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2809475369,610,5,2,64,45,8eab5wbcnttsiosd1o8c71gmk,0,101.2,42.4,2025-05-03T15:24:41.762Z,2025-05-03T15:32:16Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5698044269,233,632,5698042385,346,,5698042381,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809475693,632,5,2,64,45,303582z192rnbr2x28o2t7u38,1,-1.2,57.6,2025-05-03T15:24:41.762Z,2025-05-03T15:24:56Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5698044221,346,,5698044251,233,610,5698044219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809476153,633,1,2,65,11,303582z192rnbr2x28o2t7u38,0,3.7,54.5,2025-05-03T15:25:08.249Z,2025-05-03T15:25:10Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5698046561,212,40.7,5698046553,124,,5698046557,140,40.0,5698046555,56,Back,5698046559,141,75.4,5698046613,189,,5698046563,213,0.36,5698046567,74,,5698046565,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809476201,612,1,2,65,13,8eab5wbcnttsiosd1o8c71gmk,1,56.5,21.8,2025-05-03T15:25:10.065Z,2025-05-03T15:25:11Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5698046801,140,59.4,5698046805,212,8.8,5698046807,213,1.22,5698046803,141,34.0,5698046799,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809476243,613,1,2,65,15,8eab5wbcnttsiosd1o8c71gmk,1,59.4,34.0,2025-05-03T15:25:11.522Z,2025-05-03T15:25:13Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5698047017,213,4.93,5698047015,212,19.2,5698047013,141,6.4,5698047011,140,63.3,5698047007,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809476295,614,1,2,65,17,8eab5wbcnttsiosd1o8c71gmk,1,63.3,6.4,2025-05-03T15:25:13.777Z,2025-05-03T15:25:15Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5698047255,212,9.0,5698047257,213,2.28,5698047253,141,16.5,5698047249,56,Right,5698047251,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809476357,615,1,2,65,19,8eab5wbcnttsiosd1o8c71gmk,1,57.7,16.5,2025-05-03T15:25:15.810Z,2025-05-03T15:25:18Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5698047567,212,12.4,5698047569,213,0.94,5698047549,140,64.7,5698047547,56,Center,5698047559,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809476437,616,1,2,65,21,8eab5wbcnttsiosd1o8c71gmk,1,64.7,31.2,2025-05-03T15:25:17.874Z,2025-05-03T15:25:19Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5698047939,56,Center,5698047951,213,0.23,5698047947,141,36.3,5698047949,212,15.2,5698047945,140,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809476449,617,61,2,65,23,8eab5wbcnttsiosd1o8c71gmk,0,79.7,36.3,2025-05-03T15:25:19.410Z,2025-05-03T15:25:19Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5698048019,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809477517,634,12,2,65,23,303582z192rnbr2x28o2t7u38,1,19.0,53.9,2025-05-03T15:25:19.830Z,2025-05-03T15:25:54Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5698053713,212,36.8,5698053709,141,73.0,5698053705,140,51.8,5698053717,213,0.36,5698053703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809476625,618,61,2,65,29,8eab5wbcnttsiosd1o8c71gmk,1,45.3,29.2,2025-05-03T15:25:25.586Z,2025-05-03T15:25:25Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5698048959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809476711,619,1,2,65,30,8eab5wbcnttsiosd1o8c71gmk,1,36.4,24.3,2025-05-03T15:25:26.705Z,2025-05-03T15:25:29Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5698049443,213,2.49,5698049441,212,23.1,5698049437,140,18.9,5698049435,56,Back,5698049439,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809476927,620,1,2,65,32,8eab5wbcnttsiosd1o8c71gmk,1,18.9,44.9,2025-05-03T15:25:28.849Z,2025-05-03T15:25:36Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5698050639,212,17.1,5698050635,141,23.0,5698050633,140,26.9,5698050643,213,5.23,5698050629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809477153,621,1,2,65,39,8eab5wbcnttsiosd1o8c71gmk,1,35.2,28.6,2025-05-03T15:25:35.713Z,2025-05-03T15:25:43Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5698051761,141,60.2,5698051755,56,Back,5698051759,140,32.0,5698051763,212,21.7,5698051765,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809477215,622,1,2,65,46,8eab5wbcnttsiosd1o8c71gmk,1,43.8,66.3,2025-05-03T15:25:42.945Z,2025-05-03T15:25:45Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5698052045,56,Back,5698052049,141,31.9,5698052047,140,39.0,5698052051,212,23.9,5698052053,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809477319,623,1,2,65,49,8eab5wbcnttsiosd1o8c71gmk,1,39.6,30.3,2025-05-03T15:25:45.570Z,2025-05-03T15:25:49Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5698052653,212,19.5,5698052655,213,5.08,5698052651,141,3.5,5698052649,140,46.2,5698052647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809477491,624,1,2,65,53,8eab5wbcnttsiosd1o8c71gmk,1,48.6,2.3,2025-05-03T15:25:49.585Z,2025-05-03T15:25:54Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5698053583,212,46.8,5698053587,1,,5698053585,213,0.10,5698053577,56,Right,5698053581,141,8.9,5698053579,140,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809477509,625,3,2,65,57,8eab5wbcnttsiosd1o8c71gmk,0,92.8,10.8,2025-05-03T15:25:54.129Z,2025-05-03T15:26:00Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5698053663,286,,5698053661,56,Right,5698054135,233,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809477565,635,7,2,65,57,303582z192rnbr2x28o2t7u38,1,7.2,89.2,2025-05-03T15:25:54.130Z,2025-05-03T15:25:59Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5698054025,233,625,5698053959,285,,5698053955,167,,5698053957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809477557,626,6,2,65,59,8eab5wbcnttsiosd1o8c71gmk,1,98.7,15.9,2025-05-03T15:25:56.248Z,2025-05-03T15:26:08Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5698054741,233,636,5698054273,75,,5698054267,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809477715,636,6,2,65,59,303582z192rnbr2x28o2t7u38,0,1.3,84.1,2025-05-03T15:25:56.248Z,2025-05-03T15:26:09Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5698054615,56,Back,5698054617,73,,5698054779,233,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809478549,627,1,2,66,25,8eab5wbcnttsiosd1o8c71gmk,0,99.5,0.5,2025-05-03T15:26:21.378Z,2025-05-03T15:26:23Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5698058911,2,,5698058929,141,37.1,5698058925,140,95.1,5698058923,56,Center,5698058921,224,,5698058933,212,25.3,5698058919,155,,5698058937,213,1.75,5698058917,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809478581,637,12,2,66,26,303582z192rnbr2x28o2t7u38,1,8.8,66.9,2025-05-03T15:26:23.244Z,2025-05-03T15:26:25Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5698059157,213,5.15,5698059207,15,,5698059155,212,23.4,5698059153,141,35.7,5698059147,56,Back,5698059151,140,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809478807,628,61,2,66,34,8eab5wbcnttsiosd1o8c71gmk,0,91.9,71.4,2025-05-03T15:26:30.282Z,2025-05-03T15:26:34Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5698060233,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809478859,638,56,2,66,35,303582z192rnbr2x28o2t7u38,1,2.2,28.8,2025-05-03T15:26:31.833Z,2025-05-03T15:26:38Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5698060555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809478841,629,5,2,66,36,8eab5wbcnttsiosd1o8c71gmk,0,101.2,68.2,2025-05-03T15:26:32.465Z,2025-05-03T15:32:17Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5698061711,233,639,5698060467,346,,5698060465,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809479027,639,5,2,66,36,303582z192rnbr2x28o2t7u38,1,-1.2,31.8,2025-05-03T15:26:32.465Z,2025-05-03T15:32:17Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5698061531,346,,5698061611,233,629,5698061527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809479729,640,1,2,66,58,303582z192rnbr2x28o2t7u38,1,3.7,59.6,2025-05-03T15:26:54.999Z,2025-05-03T15:27:35Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5698065115,212,7.6,5698065117,213,4.66,5698065121,237,,5698065103,124,,5698065105,56,Back,5698065107,140,3.3,5698065111,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809479801,641,1,2,67,2,303582z192rnbr2x28o2t7u38,1,6.9,47.6,2025-05-03T15:26:58.975Z,2025-05-03T15:27:02Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5698065527,141,70.2,5698065529,212,33.5,5698065521,140,35.3,5698065533,213,0.48,5698065537,1,,5698065515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809479825,642,1,2,67,5,303582z192rnbr2x28o2t7u38,1,34.9,77.3,2025-05-03T15:27:02.042Z,2025-05-03T15:27:03Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5698065681,141,94.4,5698065675,140,29.1,5698065669,56,Back,5698065689,213,2.05,5698065685,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809479979,643,1,2,67,7,303582z192rnbr2x28o2t7u38,1,29.0,94.5,2025-05-03T15:27:03.409Z,2025-05-03T15:27:08Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5698066445,213,3.81,5698066441,212,8.3,5698066437,140,22.8,5698066435,56,Back,5698066439,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809480173,644,1,2,67,11,303582z192rnbr2x28o2t7u38,1,19.8,90.3,2025-05-03T15:27:07.705Z,2025-05-03T15:27:14Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5698067485,212,3.2,5698067489,213,2.77,5698067479,140,17.0,5698067477,56,Back,5698067481,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809480197,645,50,2,67,16,303582z192rnbr2x28o2t7u38,1,13.6,92.2,2025-05-03T15:27:12.720Z,2025-05-03T15:32:12Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5698067585,285,,5698067681,233,630,5698067581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809480185,630,7,2,67,16,8eab5wbcnttsiosd1o8c71gmk,1,86.4,7.8,2025-05-03T15:27:12.721Z,2025-05-03T15:32:11Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5698067539,56,Right,5698067535,167,,5698067617,233,645,5698067541,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809480201,631,5,2,67,17,8eab5wbcnttsiosd1o8c71gmk,0,101.6,26.8,2025-05-03T15:27:14.177Z,2025-05-03T15:27:20Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5698067593,56,Center,5698067595,346,,5698068187,233,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809480289,646,5,2,67,17,303582z192rnbr2x28o2t7u38,1,-1.6,73.2,2025-05-03T15:27:14.177Z,2025-05-03T15:32:17Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5698068177,233,631,5698068111,346,,5698068109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809480931,647,1,2,67,40,303582z192rnbr2x28o2t7u38,1,3.8,57.9,2025-05-03T15:27:36.683Z,2025-05-03T15:27:39Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5698071595,237,,5698071581,124,,5698071585,140,3.6,5698071589,212,6.3,5698071587,141,48.7,5698071583,56,Back,5698071591,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481015,648,1,2,67,42,303582z192rnbr2x28o2t7u38,1,4.9,49.3,2025-05-03T15:27:38.561Z,2025-05-03T15:27:41Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5698072061,56,Back,5698072069,213,4.72,5698072065,141,26.8,5698072067,212,15.3,5698072063,140,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481061,649,1,2,67,45,303582z192rnbr2x28o2t7u38,1,5.2,25.5,2025-05-03T15:27:41.265Z,2025-05-03T15:27:43Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5698072333,140,8.7,5698072337,212,14.1,5698072339,213,4.98,5698072335,141,5.5,5698072331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481095,650,1,2,67,46,303582z192rnbr2x28o2t7u38,0,9.7,5.8,2025-05-03T15:27:43.137Z,2025-05-03T15:27:45Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5698072473,56,Back,5698072481,213,0.20,5698072477,141,12.5,5698072475,140,31.5,5698072479,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481181,632,61,2,67,51,8eab5wbcnttsiosd1o8c71gmk,1,68.1,92.0,2025-05-03T15:27:47.835Z,2025-05-03T15:27:48Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5698072907,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481229,633,3,2,67,52,8eab5wbcnttsiosd1o8c71gmk,0,72.6,95.6,2025-05-03T15:27:49.234Z,2025-05-03T15:27:56Z,91c1ud1vk02de6uexycm07ml0,T. Lahdensuo,,,5698073135,286,,5698073439,233,651,5698073133,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481267,651,7,2,67,52,303582z192rnbr2x28o2t7u38,1,27.4,4.4,2025-05-03T15:27:49.235Z,2025-05-03T15:27:55Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5698073341,56,Back,5698073359,233,633,5698073339,167,,5698073343,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481261,634,5,2,67,54,8eab5wbcnttsiosd1o8c71gmk,1,70.6,101.8,2025-05-03T15:27:50.307Z,2025-05-03T15:32:17Z,91c1ud1vk02de6uexycm07ml0,T. Lahdensuo,,,5698073323,347,,5698074351,233,652,5698073321,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481407,652,5,2,67,54,303582z192rnbr2x28o2t7u38,0,29.4,-1.8,2025-05-03T15:27:50.307Z,2025-05-03T15:32:18Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5698074439,233,634,5698074167,56,Back,5698074169,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481375,635,1,2,67,55,8eab5wbcnttsiosd1o8c71gmk,1,73.1,100.0,2025-05-03T15:27:51.585Z,2025-05-03T15:27:54Z,91c1ud1vk02de6uexycm07ml0,T. Lahdensuo,,,5698073953,213,4.79,5698073947,140,74.0,5698073945,56,Left,5698073949,141,84.5,5698073943,107,,5698073951,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481397,636,50,2,67,57,8eab5wbcnttsiosd1o8c71gmk,1,74.6,80.8,2025-05-03T15:27:53.819Z,2025-05-03T15:28:01Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5698074387,233,653,5698074077,56,Left,5698074081,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481413,653,7,2,67,57,303582z192rnbr2x28o2t7u38,1,25.4,19.2,2025-05-03T15:27:53.820Z,2025-05-03T15:27:59Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5698074219,56,Back,5698074285,233,636,5698074221,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481549,654,1,2,67,58,303582z192rnbr2x28o2t7u38,1,24.8,24.6,2025-05-03T15:27:54.373Z,2025-05-03T15:28:00Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5698074887,212,5.8,5698074889,213,0.25,5698074885,141,26.7,5698074883,140,30.2,5698074881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481575,656,1,2,67,59,303582z192rnbr2x28o2t7u38,1,30.2,26.7,2025-05-03T15:27:55.579Z,2025-05-03T15:28:00Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5698075025,140,38.0,5698075029,212,11.1,5698075027,141,37.7,5698075023,56,Back,5698075031,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481533,637,45,2,68,2,8eab5wbcnttsiosd1o8c71gmk,0,65.4,71.2,2025-05-03T15:27:58.387Z,2025-05-03T15:28:03Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5698075185,233,657,5698074813,285,,5698074811,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481579,657,3,2,68,2,303582z192rnbr2x28o2t7u38,1,34.6,28.8,2025-05-03T15:27:58.387Z,2025-05-03T15:28:03Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5698075053,56,Back,5698075127,233,637,5698075055,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481677,658,1,2,68,2,303582z192rnbr2x28o2t7u38,1,36.0,32.4,2025-05-03T15:27:58.865Z,2025-05-03T15:28:04Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5698075549,212,15.2,5698075545,140,35.7,5698075547,141,10.0,5698075543,56,Back,5698075551,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481685,659,61,2,68,5,303582z192rnbr2x28o2t7u38,0,35.4,7.0,2025-05-03T15:28:01.521Z,2025-05-03T15:28:19Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5698075583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481741,638,1,2,68,6,8eab5wbcnttsiosd1o8c71gmk,1,68.7,86.6,2025-05-03T15:28:02.401Z,2025-05-03T15:28:05Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5698075861,140,66.7,5698075859,56,Left,5698075863,141,94.2,5698075867,213,1.96,5698075865,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481747,639,1,2,68,9,8eab5wbcnttsiosd1o8c71gmk,0,64.9,94.1,2025-05-03T15:28:05.313Z,2025-05-03T15:28:08Z,91c1ud1vk02de6uexycm07ml0,T. Lahdensuo,,,5698076341,233,660,5698075953,213,3.97,5698076339,236,,5698075951,212,1.4,5698075947,140,64.0,5698075949,141,92.6,5698075945,56,Left,5698076345,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481805,660,74,2,68,9,303582z192rnbr2x28o2t7u38,1,36.7,3.8,2025-05-03T15:28:05.314Z,2025-05-03T15:32:12Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5698076225,285,,5698076373,233,639,5698076221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481785,640,5,2,68,10,8eab5wbcnttsiosd1o8c71gmk,1,64.0,101.7,2025-05-03T15:28:06.386Z,2025-05-03T15:32:18Z,91c1ud1vk02de6uexycm07ml0,T. Lahdensuo,,,5698076139,56,Left,5698076613,233,661,5698076141,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481863,661,5,2,68,10,303582z192rnbr2x28o2t7u38,0,36.0,-1.7,2025-05-03T15:28:06.386Z,2025-05-03T15:32:18Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5698076697,233,640,5698076569,347,,5698076565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809481989,641,1,2,68,15,8eab5wbcnttsiosd1o8c71gmk,1,50.6,100.0,2025-05-03T15:28:11.330Z,2025-05-03T15:28:13Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5698077261,107,,5698077271,213,3.53,5698077263,56,Back,5698077267,141,92.0,5698077265,140,35.4,5698077269,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809482063,642,1,2,68,16,8eab5wbcnttsiosd1o8c71gmk,1,35.4,92.0,2025-05-03T15:28:13.074Z,2025-05-03T15:28:15Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5698077699,56,Back,5698077703,141,65.4,5698077705,212,18.7,5698077707,213,4.97,5698077701,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809482205,643,1,2,68,19,8eab5wbcnttsiosd1o8c71gmk,1,40.0,65.4,2025-05-03T15:28:15.505Z,2025-05-03T15:28:19Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5698078393,1,,5698078383,56,Back,5698078385,140,42.6,5698078389,212,34.6,5698078387,141,14.7,5698078391,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809482257,644,1,2,68,23,8eab5wbcnttsiosd1o8c71gmk,1,43.5,15.5,2025-05-03T15:28:19.393Z,2025-05-03T15:28:21Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5698078715,213,0.75,5698078711,212,18.1,5698078705,140,56.1,5698078707,141,33.7,5698078703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809482277,645,1,2,68,24,8eab5wbcnttsiosd1o8c71gmk,1,56.1,33.7,2025-05-03T15:28:21.105Z,2025-05-03T15:28:24Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5698078805,212,19.0,5698078807,213,2.97,5698078797,56,Back,5698078799,140,38.3,5698078801,141,38.5,5698078837,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809482469,646,1,2,68,28,8eab5wbcnttsiosd1o8c71gmk,1,41.4,39.4,2025-05-03T15:28:24.370Z,2025-05-03T15:28:28Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5698079959,56,Back,5698079961,140,42.8,5698079965,212,19.4,5698079967,213,1.49,5698079963,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809482603,647,1,2,68,31,8eab5wbcnttsiosd1o8c71gmk,1,46.0,70.5,2025-05-03T15:28:28.161Z,2025-05-03T15:28:31Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5698080631,141,96.3,5698080635,213,0.86,5698080633,212,23.2,5698080629,140,60.4,5698080625,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809482685,648,1,2,68,35,8eab5wbcnttsiosd1o8c71gmk,0,55.5,85.9,2025-05-03T15:28:31.746Z,2025-05-03T15:28:34Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5698081073,56,Center,5698081081,213,4.79,5698081077,141,60.9,5698081075,140,56.7,5698081079,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809482721,662,1,2,68,38,303582z192rnbr2x28o2t7u38,0,37.1,34.9,2025-05-03T15:28:35.166Z,2025-05-03T15:28:36Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5698081311,141,43.4,5698081315,213,0.31,5698081313,212,19.1,5698081305,56,Center,5698081309,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809482829,649,1,2,68,42,8eab5wbcnttsiosd1o8c71gmk,1,39.5,33.3,2025-05-03T15:28:38.626Z,2025-05-03T15:28:41Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5698081957,56,Back,5698081979,213,5.03,5698081975,212,13.4,5698081967,140,43.5,5698081973,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
