id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2817973505,582,3,2,63,58,8sy0cxovuxo76tuoas3uo55xj,0,64.0,96.6,2025-05-23T16:24:38.249Z,2025-05-23T16:24:44Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,5745005525,56,Left,5745005527,286,,5745005625,233,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973523,556,7,2,63,58,5qxgilg61hlwxzfpdn2nhcayd,0,36.0,3.4,2025-05-23T16:24:38.250Z,2025-05-23T16:25:20Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,5745005607,285,,5745005615,233,582,5745005605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973515,583,43,2,63,59,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-23T16:24:39.941Z,2025-05-23T16:24:46Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,5745005569,56,Left,5745005665,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973525,584,1,2,64,3,8sy0cxovuxo76tuoas3uo55xj,1,57.1,93.6,2025-05-23T16:24:43.361Z,2025-05-23T16:24:44Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,5745005639,140,52.2,5745005637,56,Left,5745005641,141,97.4,5745005643,212,5.8,5745005645,213,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973533,585,1,2,64,4,8sy0cxovuxo76tuoas3uo55xj,1,52.2,97.4,2025-05-23T16:24:44.565Z,2025-05-23T16:24:48Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5745005689,141,70.6,5745005687,140,31.9,5745005693,213,3.85,5745005691,212,28.0,5745005685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973539,586,1,2,64,8,8sy0cxovuxo76tuoas3uo55xj,1,33.3,64.3,2025-05-23T16:24:48.642Z,2025-05-23T16:24:54Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5745005739,141,39.2,5745005735,56,Back,5745005743,213,4.59,5745005741,212,17.2,5745005737,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973543,587,1,2,64,14,8sy0cxovuxo76tuoas3uo55xj,1,47.2,16.1,2025-05-23T16:24:54.186Z,2025-05-23T16:24:56Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5745005781,141,7.6,5745005783,212,20.9,5745005779,140,66.3,5745005777,56,Right,5745005785,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973547,588,1,2,64,16,8sy0cxovuxo76tuoas3uo55xj,1,66.3,7.6,2025-05-23T16:24:56.498Z,2025-05-23T16:24:57Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,5745005817,213,3.33,5745005813,141,5.0,5745005811,140,57.7,5745005815,212,9.2,5745005809,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973553,589,1,2,64,17,8sy0cxovuxo76tuoas3uo55xj,0,57.7,5.0,2025-05-23T16:24:57.763Z,2025-05-23T16:24:59Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5745005837,155,,5745005841,140,76.7,5745005843,141,14.0,5745005845,212,20.9,5745005847,213,0.30,5745005839,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973555,557,12,2,64,19,5qxgilg61hlwxzfpdn2nhcayd,1,17.8,86.6,2025-05-23T16:24:59.743Z,2025-05-23T16:25:01Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,5745005863,56,Back,5745005869,212,13.0,5745005885,15,,5745005865,140,29.7,5745005867,141,81.4,5745005871,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973563,590,1,2,64,21,8sy0cxovuxo76tuoas3uo55xj,0,70.1,18.9,2025-05-23T16:25:01.698Z,2025-05-23T16:25:02Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,5745005917,141,37.4,5745005907,155,,5745005919,212,14.0,5745005911,56,Center,5745005921,213,1.11,5745005915,140,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973567,558,12,2,64,23,5qxgilg61hlwxzfpdn2nhcayd,1,23.7,65.5,2025-05-23T16:25:03.945Z,2025-05-23T16:25:05Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5745005935,15,,5745005925,56,Back,5745005927,140,19.0,5745005933,213,2.00,5745005931,212,11.8,5745005929,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973569,591,44,2,64,25,8sy0cxovuxo76tuoas3uo55xj,1,81.2,21.8,2025-05-23T16:25:05.161Z,2025-05-23T17:05:57Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,5745005939,286,,5745005963,233,559,5745005937,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973575,559,44,2,64,25,5qxgilg61hlwxzfpdn2nhcayd,0,18.8,78.2,2025-05-23T16:25:05.162Z,2025-05-23T17:05:57Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5745005973,233,591,5745005959,56,Back,5745005961,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973571,592,1,2,64,25,8sy0cxovuxo76tuoas3uo55xj,0,81.0,25.8,2025-05-23T16:25:05.258Z,2025-05-23T16:25:05Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,5745005951,213,6.12,5745005947,141,25.6,5745005941,3,,5745005943,56,Center,5745005949,212,0.9,5745005945,140,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973577,560,61,2,64,26,5qxgilg61hlwxzfpdn2nhcayd,1,18.7,80.6,2025-05-23T16:25:06.866Z,2025-05-23T16:25:07Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5745005971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973581,593,1,2,64,27,8sy0cxovuxo76tuoas3uo55xj,0,96.3,25.5,2025-05-23T16:25:07.641Z,2025-05-23T16:25:09Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,5745006007,140,95.5,5745006005,56,Center,5745006019,236,,5745006011,212,1.8,5745006021,233,561,5745006013,213,2.05,5745006001,2,,5745006009,141,27.9,5745006025,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973583,561,12,2,64,27,5qxgilg61hlwxzfpdn2nhcayd,1,5.0,73.0,2025-05-23T16:25:07.741Z,2025-05-23T16:25:09Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5745006017,56,Back,5745006029,233,593,5745006015,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973587,562,1,2,64,31,5qxgilg61hlwxzfpdn2nhcayd,0,8.5,81.7,2025-05-23T16:25:11.489Z,2025-05-23T16:25:16Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5745006035,157,,5745006047,1,,5745006039,140,12.2,5745006045,213,0.27,5745006037,56,Back,5745006041,141,83.3,5745006043,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973585,594,61,2,64,32,8sy0cxovuxo76tuoas3uo55xj,1,87.0,17.7,2025-05-23T16:25:12.202Z,2025-05-23T16:25:12Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,5745006033,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973591,563,5,2,64,33,5qxgilg61hlwxzfpdn2nhcayd,1,13.4,101.2,2025-05-23T16:25:13.318Z,2025-05-23T16:25:16Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5745006057,233,595,5745006053,56,Back,5745006055,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973589,595,5,2,64,33,8sy0cxovuxo76tuoas3uo55xj,0,86.6,-1.2,2025-05-23T16:25:13.318Z,2025-05-23T16:25:25Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,5745006079,233,563,5745006049,56,Right,5745006051,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973623,564,1,2,64,46,5qxgilg61hlwxzfpdn2nhcayd,0,11.1,100.0,2025-05-23T16:25:26.172Z,2025-05-23T16:25:28Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5745006271,1,,5745006259,107,,5745006267,212,28.2,5745006265,141,87.2,5745006263,140,36.3,5745006261,56,Back,5745006269,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973627,597,61,2,64,49,8sy0cxovuxo76tuoas3uo55xj,0,63.6,17.0,2025-05-23T16:25:29.601Z,2025-05-23T16:25:29Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5745006285,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973635,565,2,2,64,50,5qxgilg61hlwxzfpdn2nhcayd,1,44.6,77.5,2025-05-23T16:25:30.546Z,2025-05-23T16:25:38Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,5745006335,141,68.4,5745006337,7,2kbiramhoa1b8k51wtfk5raei,5745006339,56,Center,5745006333,140,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973669,599,1,2,65,7,8sy0cxovuxo76tuoas3uo55xj,1,45.0,26.2,2025-05-23T16:25:47.537Z,2025-05-23T16:25:51Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,5745006547,212,21.1,5745006539,241,,5745006545,141,17.7,5745006537,5,,5745006543,140,25.7,5745006541,56,Back,5745006549,213,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973677,600,1,2,65,11,8sy0cxovuxo76tuoas3uo55xj,1,25.7,17.7,2025-05-23T16:25:51.529Z,2025-05-23T16:25:53Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5745006593,141,3.2,5745006591,140,37.5,5745006597,213,5.61,5745006595,212,15.8,5745006589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973679,601,1,2,65,13,8sy0cxovuxo76tuoas3uo55xj,1,43.2,3.1,2025-05-23T16:25:53.184Z,2025-05-23T16:25:55Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,5745006609,141,7.7,5745006613,213,0.17,5745006611,212,18.2,5745006605,56,Right,5745006607,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973683,602,1,2,65,15,8sy0cxovuxo76tuoas3uo55xj,1,55.0,3.4,2025-05-23T16:25:55.833Z,2025-05-23T16:25:56Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,5745006667,213,1.99,5745006659,56,Right,5745006663,141,13.7,5745006661,140,52.0,5745006665,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973685,603,1,2,65,16,8sy0cxovuxo76tuoas3uo55xj,1,52.0,13.7,2025-05-23T16:25:56.801Z,2025-05-23T16:25:58Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,5745006681,212,11.2,5745006683,213,3.61,5745006679,141,6.2,5745006677,140,42.5,5745006675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973689,604,1,2,65,18,8sy0cxovuxo76tuoas3uo55xj,1,42.5,6.2,2025-05-23T16:25:58.210Z,2025-05-23T16:26:01Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,5745006709,141,12.6,5745006715,1,,5745006703,155,,5745006713,213,0.13,5745006711,212,33.2,5745006705,56,Right,5745006707,140,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973691,605,61,2,65,20,8sy0cxovuxo76tuoas3uo55xj,0,73.8,12.6,2025-05-23T16:26:00.329Z,2025-05-23T16:26:03Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,5745006719,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973693,566,12,2,65,21,5qxgilg61hlwxzfpdn2nhcayd,1,18.8,91.4,2025-05-23T16:26:01.458Z,2025-05-23T16:26:02Z,eexcxuea18xbokvkko1erdffu,M. Almén,,5745006727,212,6.8,5745006749,167,,5745006729,213,1.46,5745006721,56,Back,5745006723,140,19.5,5745006725,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973695,567,5,2,65,22,5qxgilg61hlwxzfpdn2nhcayd,0,22.8,101.4,2025-05-23T16:26:01.958Z,2025-05-23T16:26:06Z,eexcxuea18xbokvkko1erdffu,M. Almén,,5745006731,56,Back,5745006733,347,,5745006783,233,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973705,606,5,2,65,22,8sy0cxovuxo76tuoas3uo55xj,1,77.2,-1.4,2025-05-23T16:26:01.958Z,2025-05-23T16:26:21Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,5745006775,347,,5745006773,56,Right,5745006777,233,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973721,607,1,2,65,27,8sy0cxovuxo76tuoas3uo55xj,1,73.1,0.0,2025-05-23T16:26:06.985Z,2025-05-23T16:26:09Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,5745006873,141,4.6,5745006879,213,0.18,5745006875,212,21.0,5745006867,56,Right,5745006863,107,,5745006869,140,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973725,608,3,2,65,29,8sy0cxovuxo76tuoas3uo55xj,0,93.8,6.6,2025-05-23T16:26:09.617Z,2025-05-23T16:26:13Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,5745006951,233,568,5745006901,56,Right,5745006903,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973731,568,7,2,65,29,5qxgilg61hlwxzfpdn2nhcayd,1,6.2,93.4,2025-05-23T16:26:09.618Z,2025-05-23T16:26:13Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5745006937,167,,5745006939,56,Back,5745006941,285,,5745006945,233,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973733,569,6,2,65,30,5qxgilg61hlwxzfpdn2nhcayd,0,2.1,93.5,2025-05-23T16:26:10.531Z,2025-05-23T16:26:20Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5745006979,233,609,5745006959,73,,5745006957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973735,609,6,2,65,30,8sy0cxovuxo76tuoas3uo55xj,1,97.9,6.5,2025-05-23T16:26:10.531Z,2025-05-23T16:26:20Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,5745006953,56,Right,5745006961,233,569,5745006955,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973783,610,1,2,65,59,8sy0cxovuxo76tuoas3uo55xj,0,99.5,0.5,2025-05-23T16:26:39.034Z,2025-05-23T16:26:40Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,5745007255,213,1.66,5745007239,2,,5745007251,141,49.6,5745007253,212,33.5,5745007247,56,Center,5745007245,223,,5745007241,6,,5745007243,155,,5745007257,1,,5745007249,140,96.6,,,,,,,,,,,,,,,,,,,,,,,,
2817973793,570,12,2,66,1,5qxgilg61hlwxzfpdn2nhcayd,1,6.1,53.4,2025-05-23T16:26:41.321Z,2025-05-23T16:27:30Z,eexcxuea18xbokvkko1erdffu,M. Almén,,5745007297,140,13.2,5745007299,141,23.7,5745007307,15,,5745007295,56,Back,5745007303,213,5.07,5745007301,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973799,571,1,2,66,3,5qxgilg61hlwxzfpdn2nhcayd,1,13.1,23.7,2025-05-23T16:26:43.477Z,2025-05-23T16:27:17Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,5745007333,213,6.22,5745007327,140,31.3,5745007331,212,19.1,5745007329,141,21.9,5745007325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973821,573,4,2,66,16,5qxgilg61hlwxzfpdn2nhcayd,1,76.6,28.2,2025-05-23T16:26:56.456Z,2025-05-23T16:29:33Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,5745007403,152,,5745007401,56,Center,5745007407,286,,5745007423,233,611,5745007405,265,,5745007399,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973819,611,4,2,66,16,8sy0cxovuxo76tuoas3uo55xj,0,23.4,71.8,2025-05-23T16:26:56.457Z,2025-05-23T16:29:33Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5745007411,13,,5745007413,56,Back,5745007419,285,,5745007415,152,,5745007437,233,573,5745007417,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973899,574,1,2,67,16,5qxgilg61hlwxzfpdn2nhcayd,0,76.1,25.0,2025-05-23T16:27:56.420Z,2025-05-23T16:27:58Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,5745007929,5,,5745007939,212,26.2,5745007931,152,,5745007933,56,Center,5745007935,140,100.0,5745007937,141,23.3,5745007941,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973907,575,5,2,67,18,5qxgilg61hlwxzfpdn2nhcayd,0,101.0,27.0,2025-05-23T16:27:58.591Z,2025-05-23T16:29:32Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,5745007979,346,,5745007977,56,Center,5745008013,233,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973913,612,5,2,67,18,8sy0cxovuxo76tuoas3uo55xj,1,-1.0,73.0,2025-05-23T16:27:58.591Z,2025-05-23T16:28:06Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5745008003,56,Back,5745008007,233,575,5745008005,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973925,613,1,2,67,27,8sy0cxovuxo76tuoas3uo55xj,1,3.9,55.4,2025-05-23T16:28:07.600Z,2025-05-23T16:28:09Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,5745008067,141,65.5,5745008075,237,,5745008071,213,0.87,5745008069,212,9.0,5745008063,56,Back,5745008061,124,,5745008077,189,,5745008065,140,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973937,614,1,2,67,30,8sy0cxovuxo76tuoas3uo55xj,0,10.2,70.2,2025-05-23T16:28:10.120Z,2025-05-23T16:28:14Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,5745008129,213,0.02,5745008119,157,,5745008121,56,Center,5745008123,140,62.5,5745008131,1,,5745008125,141,71.7,5745008127,212,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973945,576,44,2,67,33,5qxgilg61hlwxzfpdn2nhcayd,1,36.0,26.4,2025-05-23T16:28:13.623Z,2025-05-23T16:28:18Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5745008157,285,,5745008159,233,615,5745008155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973941,615,44,2,67,33,8sy0cxovuxo76tuoas3uo55xj,0,64.0,73.6,2025-05-23T16:28:13.624Z,2025-05-23T16:28:18Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,5745008141,286,,5745008139,56,Center,5745008165,233,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973951,577,1,2,67,33,5qxgilg61hlwxzfpdn2nhcayd,0,33.6,23.7,2025-05-23T16:28:13.662Z,2025-05-23T16:28:32Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5745008195,3,,5745008201,141,9.2,5745008203,212,11.1,5745008199,140,38.5,5745008205,213,5.19,5745008197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973949,616,1,2,67,35,8sy0cxovuxo76tuoas3uo55xj,1,55.4,84.7,2025-05-23T16:28:15.241Z,2025-05-23T16:28:18Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5745008189,212,14.2,5745008183,56,Left,5745008185,140,66.7,5745008187,141,96.2,5745008191,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973953,617,3,2,67,38,8sy0cxovuxo76tuoas3uo55xj,0,66.6,96.4,2025-05-23T16:28:18.004Z,2025-05-23T16:28:20Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,5745008209,286,,5745008207,56,Left,5745008231,233,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973955,578,7,2,67,38,5qxgilg61hlwxzfpdn2nhcayd,1,33.4,3.6,2025-05-23T16:28:18.005Z,2025-05-23T16:29:38Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,5745008227,233,617,5745008213,285,,5745008211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973961,580,1,2,67,39,5qxgilg61hlwxzfpdn2nhcayd,1,33.4,8.0,2025-05-23T16:28:19.239Z,2025-05-23T16:28:20Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5745008243,213,4.45,5745008241,212,2.4,5745008237,140,32.8,5745008239,141,4.6,5745008235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973963,581,1,2,67,39,5qxgilg61hlwxzfpdn2nhcayd,1,29.4,2.8,2025-05-23T16:28:19.849Z,2025-05-23T16:28:21Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,5745008247,56,Back,5745008253,212,4.5,5745008251,141,7.6,5745008255,213,0.82,5745008249,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973967,582,4,2,67,41,5qxgilg61hlwxzfpdn2nhcayd,1,33.8,8.1,2025-05-23T16:28:21.286Z,2025-05-23T16:29:34Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5745008285,56,Back,5745008289,265,,5745008283,13,,5745008505,286,,5745008287,152,,5745008303,233,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973969,618,4,2,67,41,8sy0cxovuxo76tuoas3uo55xj,0,66.2,91.9,2025-05-23T16:28:21.287Z,2025-05-23T16:28:34Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5745008293,13,,5745008299,265,,5745008503,285,,5745008295,56,Left,5745008297,152,,5745008307,233,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817973983,619,43,2,67,48,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-23T16:28:28.506Z,2025-05-23T16:28:30Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5745008397,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817974023,583,1,2,67,55,5qxgilg61hlwxzfpdn2nhcayd,1,32.3,9.2,2025-05-23T16:28:34.964Z,2025-05-23T16:28:37Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5745008561,213,1.86,5745008557,141,42.4,5745008549,5,,5745008565,189,,5745008551,152,,5745008553,56,Back,5745008559,212,23.6,5745008555,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817974035,584,1,2,68,1,5qxgilg61hlwxzfpdn2nhcayd,1,36.3,59.4,2025-05-23T16:28:41.337Z,2025-05-23T16:28:45Z,eexcxuea18xbokvkko1erdffu,M. Almén,,5745008643,1,,5745008641,213,0.38,5745008637,141,90.8,5745008635,140,87.2,5745008639,212,57.6,5745008631,155,,5745008633,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817974043,585,1,2,68,5,5qxgilg61hlwxzfpdn2nhcayd,1,87.2,90.9,2025-05-23T16:28:45.196Z,2025-05-23T16:28:47Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,5745008687,212,7.6,5745008685,141,92.9,5745008689,213,2.96,5745008683,140,80.1,5745008681,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817974047,586,4,2,68,8,5qxgilg61hlwxzfpdn2nhcayd,1,78.8,92.8,2025-05-23T16:28:48.835Z,2025-05-23T16:29:34Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5745008703,265,,5745008701,152,,5745008705,286,,5745008699,56,Left,5745008697,13,,5745008717,233,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817974049,620,4,2,68,8,8sy0cxovuxo76tuoas3uo55xj,0,21.2,7.2,2025-05-23T16:28:48.836Z,2025-05-23T16:29:34Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,5745008715,285,,5745008709,56,Back,5745008711,152,,5745008721,233,586,5745008713,265,,5745008857,55,621,5745008707,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817974059,621,17,2,68,10,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-23T16:28:50.456Z,2025-05-23T16:28:59Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,5745008845,13,243,5745008847,55,620,5745008841,31,,5745008843,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817974119,587,27,2,68,30,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-05-23T16:29:10.385Z,2025-05-23T16:29:38Z,,,,5745009267,41,Injury,5745009147,233,622,5745009269,53,amdo0gvq5yaascwon92mhyaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
