id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value
2802995029,565,12,2,65,11,duspptyvnr5kpx2iko5gerhnz,1,27.4,58.1,2025-04-19T13:26:22.970Z,2025-04-19T13:27:44Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5662386779,213,5.81,5662391725,189,,5662386773,140,42.1,5662386777,212,17.4,5662386771,56,Back,5662386775,141,46.4,5662386839,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995037,720,61,2,65,13,8eab5wbcnttsiosd1o8c71gmk,1,62.4,38.6,2025-04-19T13:26:24.756Z,2025-04-19T13:27:41Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5662386861,56,Center,5662391529,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995059,721,1,2,65,15,8eab5wbcnttsiosd1o8c71gmk,1,61.1,29.7,2025-04-19T13:26:26.196Z,2025-04-19T13:26:29Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5662386977,56,Center,5662386983,212,8.9,5662386981,141,40.3,5662386985,213,2.20,5662386979,140,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995067,722,4,2,65,17,8eab5wbcnttsiosd1o8c71gmk,1,60.4,53.0,2025-04-19T13:26:28.885Z,2025-04-19T13:27:06Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662387049,286,,5662387043,56,Center,5662387041,13,,5662387045,152,,5662387127,233,566,5662387047,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995071,566,4,2,65,17,duspptyvnr5kpx2iko5gerhnz,0,39.6,47.0,2025-04-19T13:26:28.886Z,2025-04-19T13:32:02Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5662387105,285,,5662387097,13,,5662387155,233,722,5662387103,265,,5662387101,152,,5662387099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995187,723,1,2,65,25,8eab5wbcnttsiosd1o8c71gmk,1,59.4,40.9,2025-04-19T13:26:37.045Z,2025-04-19T13:26:38Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662387651,152,,5662387653,56,Center,5662387659,212,11.3,5662387649,5,,5662387655,140,61.4,5662387661,213,4.90,5662387657,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995193,724,1,2,65,27,8eab5wbcnttsiosd1o8c71gmk,0,62.0,21.2,2025-04-19T13:26:38.726Z,2025-04-19T13:26:39Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5662387701,212,26.6,5662387703,213,6.07,5662387699,141,12.9,5662387693,155,,5662387697,140,86.8,5662387695,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995191,567,8,2,65,28,duspptyvnr5kpx2iko5gerhnz,1,27.8,77.3,2025-04-19T13:26:39.401Z,2025-04-19T13:26:40Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662387689,56,Back,5662387733,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995233,725,1,2,65,32,8eab5wbcnttsiosd1o8c71gmk,0,79.8,3.1,2025-04-19T13:26:43.316Z,2025-04-19T13:26:49Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5662388001,233,568,5662387999,236,,5662387947,213,3.34,5662387945,212,1.4,5662388005,286,,5662387943,141,2.7,5662387941,140,78.5,5662387939,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995241,568,74,2,65,32,duspptyvnr5kpx2iko5gerhnz,1,23.1,96.6,2025-04-19T13:26:43.317Z,2025-04-19T13:49:34Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5662388019,233,725,5662387991,285,,5662387989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995323,727,61,2,65,34,8eab5wbcnttsiosd1o8c71gmk,1,74.8,2.6,2025-04-19T13:26:45.734Z,2025-04-19T13:27:05Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5662388463,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995329,569,5,2,65,35,duspptyvnr5kpx2iko5gerhnz,1,21.0,101.8,2025-04-19T13:26:46.493Z,2025-04-19T13:51:09Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5662388487,56,Back,5662388515,233,726,5662388489,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995251,726,5,2,65,35,8eab5wbcnttsiosd1o8c71gmk,0,79.0,-1.8,2025-04-19T13:26:46.493Z,2025-04-19T13:27:07Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5662388057,56,Right,5662388523,233,569,5662388059,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995355,570,1,2,65,43,duspptyvnr5kpx2iko5gerhnz,1,20.8,100.0,2025-04-19T13:26:54.345Z,2025-04-19T13:26:56Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5662388673,140,15.4,5662388669,107,,5662388671,56,Back,5662388679,213,4.18,5662388675,141,87.4,5662388677,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995393,571,1,2,65,45,duspptyvnr5kpx2iko5gerhnz,1,13.1,85.7,2025-04-19T13:26:56.745Z,2025-04-19T13:27:01Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5662388975,140,24.1,5662388981,213,5.03,5662388983,1,,5662388977,141,34.0,5662388979,212,37.0,5662388973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995443,572,1,2,65,50,duspptyvnr5kpx2iko5gerhnz,1,30.9,30.9,2025-04-19T13:27:01.674Z,2025-04-19T13:27:06Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5662389271,141,2.6,5662389269,140,45.4,5662389273,212,24.5,5662389267,56,Back,5662389275,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995501,573,1,2,65,55,duspptyvnr5kpx2iko5gerhnz,1,58.6,2.8,2025-04-19T13:27:06.345Z,2025-04-19T13:27:12Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5662389635,141,3.2,5662389633,140,82.5,5662389637,212,25.1,5662389631,56,Right,5662389639,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995503,574,61,2,65,59,duspptyvnr5kpx2iko5gerhnz,0,83.0,3.8,2025-04-19T13:27:10.946Z,2025-04-19T13:28:46Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,,5662389657,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995515,728,1,2,66,0,8eab5wbcnttsiosd1o8c71gmk,1,9.7,91.1,2025-04-19T13:27:11.397Z,2025-04-19T13:28:58Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5662389741,213,6.11,5662389739,212,7.0,5662389737,141,89.3,5662389733,56,Back,5662389735,140,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995519,729,50,2,66,2,8eab5wbcnttsiosd1o8c71gmk,1,18.2,89.9,2025-04-19T13:27:13.240Z,2025-04-19T13:49:39Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5662389759,285,,5662389883,233,575,5662389757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995537,575,7,2,66,2,duspptyvnr5kpx2iko5gerhnz,1,81.8,10.1,2025-04-19T13:27:13.241Z,2025-04-19T13:49:39Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,,5662389863,233,729,5662389853,286,,5662389851,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995579,576,1,2,66,3,duspptyvnr5kpx2iko5gerhnz,1,78.4,28.5,2025-04-19T13:27:14.729Z,2025-04-19T13:28:20Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,1.0,,5662390139,213,6.25,5662390131,56,Center,5662393795,210,15,5662390133,140,92.0,5662390137,212,14.3,5662390135,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995613,577,3,2,66,6,duspptyvnr5kpx2iko5gerhnz,1,88.0,40.3,2025-04-19T13:27:17.882Z,2025-04-19T13:49:43Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,,5662390379,233,730,5662390339,286,,5662390335,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995581,730,45,2,66,6,8eab5wbcnttsiosd1o8c71gmk,0,12.0,59.7,2025-04-19T13:27:17.882Z,2025-04-19T13:49:44Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5662390155,285,,5662390153,56,Back,5662390397,233,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995617,578,15,2,66,10,duspptyvnr5kpx2iko5gerhnz,1,88.2,57.2,2025-04-19T13:27:21.480Z,2025-04-19T13:28:21Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,,5662390361,56,Center,5662393811,55,576,5662393819,215,,5662393369,82,,5662393815,102,50.0,5662390357,22,,5662393827,147,55.6,5662393831,230,99.5,5662393865,233,731,5662393809,29,,5662393817,103,5662393363,72,,5662393825,146,5662393833,231,49.3,5662393807,78,5662390359,17,,,,19,90.8,
2802995647,731,10,2,66,10,8eab5wbcnttsiosd1o8c71gmk,1,9.2,44.4,2025-04-19T13:27:21.580Z,2025-04-19T13:28:22Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662390517,56,Back,5662393917,233,578,5662390515,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995631,579,6,2,66,12,duspptyvnr5kpx2iko5gerhnz,1,96.6,90.0,2025-04-19T13:27:23.465Z,2025-04-19T13:49:29Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,,5662391985,233,732,5662390475,56,Left,5662390477,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995671,732,6,2,66,12,8eab5wbcnttsiosd1o8c71gmk,0,3.4,10.0,2025-04-19T13:27:23.465Z,2025-04-19T13:49:29Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662391957,73,,5662390631,56,Back,5662391993,233,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995937,580,1,2,66,35,duspptyvnr5kpx2iko5gerhnz,0,99.5,99.5,2025-04-19T13:27:46.601Z,2025-04-19T13:27:49Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662392041,56,Center,5662392043,140,92.9,5662392039,223,,5662392033,2,,5662392049,213,4.49,5662392047,212,31.8,5662392045,141,53.9,5662392037,155,,5662392035,6,,,,,,,,,,,,,,,,,,,,,,,,
2802995967,733,12,2,66,39,8eab5wbcnttsiosd1o8c71gmk,1,3.2,45.5,2025-04-19T13:27:50.356Z,2025-04-19T13:28:52Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5662392199,141,28.3,5662392203,213,4.98,5662392201,212,12.1,5662392231,15,,5662392195,56,Back,5662392197,140,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802995989,581,1,2,66,40,duspptyvnr5kpx2iko5gerhnz,0,98.3,73.3,2025-04-19T13:27:52.041Z,2025-04-19T13:27:53Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5662392357,141,56.4,5662392355,140,97.0,5662392361,213,4.59,5662392353,56,Center,5662392349,2,,5662392359,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996019,734,12,2,66,43,8eab5wbcnttsiosd1o8c71gmk,1,2.4,38.6,2025-04-19T13:27:54.198Z,2025-04-19T13:28:50Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5662392601,167,,5662392545,140,0.0,5662392547,141,29.4,5662392549,212,7.0,5662392543,56,Back,5662392551,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996025,582,6,2,66,43,duspptyvnr5kpx2iko5gerhnz,1,100.0,70.8,2025-04-19T13:27:54.966Z,2025-04-19T13:49:30Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5662392617,73,,5662392615,56,Center,5662392697,233,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996027,735,6,2,66,43,8eab5wbcnttsiosd1o8c71gmk,0,0.0,29.2,2025-04-19T13:27:54.966Z,2025-04-19T13:49:30Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5662392667,56,Back,5662392715,233,582,5662392669,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996169,583,1,2,66,56,duspptyvnr5kpx2iko5gerhnz,0,99.5,99.5,2025-04-19T13:28:07.434Z,2025-04-19T13:28:12Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662393319,223,,5662393331,1,,5662393325,141,40.0,5662393327,212,40.9,5662393313,2,,5662393329,213,4.57,5662393315,6,,5662393321,56,Center,5662393317,155,,5662393323,140,94.0,,,,,,,,,,,,,,,,,,,,
2802996191,736,44,2,67,0,8eab5wbcnttsiosd1o8c71gmk,1,4.4,59.7,2025-04-19T13:28:11.465Z,2025-04-19T13:49:52Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5662393419,285,,5662393447,233,584,5662393417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996175,584,44,2,67,0,duspptyvnr5kpx2iko5gerhnz,0,95.6,40.3,2025-04-19T13:28:11.466Z,2025-04-19T13:49:52Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5662393353,286,,5662393351,56,Center,5662393485,233,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996193,737,12,2,67,1,8eab5wbcnttsiosd1o8c71gmk,1,2.8,57.3,2025-04-19T13:28:12.413Z,2025-04-19T13:30:57Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5662393425,56,Back,5662393433,213,0.13,5662393431,212,2.1,5662393435,15,,5662393427,140,4.8,5662393429,141,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997641,604,61,2,67,3,duspptyvnr5kpx2iko5gerhnz,1,94.2,43.0,2025-04-19T13:28:14.390Z,2025-04-19T13:30:30Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5662402127,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996215,738,12,2,67,3,8eab5wbcnttsiosd1o8c71gmk,1,13.9,50.7,2025-04-19T13:28:14.949Z,2025-04-19T13:30:36Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5662393595,56,Back,5662393603,141,65.1,5662393607,213,0.37,5662393605,212,27.1,5662393599,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996257,585,1,2,67,3,duspptyvnr5kpx2iko5gerhnz,1,65.5,32.1,2025-04-19T13:28:15.065Z,2025-04-19T13:28:21Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5662393847,141,50.0,5662393845,140,27.8,5662393849,212,41.4,5662393853,1,,5662393843,56,Back,5662393851,213,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996329,586,1,2,67,9,duspptyvnr5kpx2iko5gerhnz,0,29.9,46.6,2025-04-19T13:28:20.717Z,2025-04-19T13:28:26Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5662394237,157,,5662394247,213,0.27,5662394245,212,71.9,5662394249,1,,5662394243,141,74.8,5662394241,140,95.9,5662394239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996371,740,12,2,67,18,8eab5wbcnttsiosd1o8c71gmk,1,2.9,13.1,2025-04-19T13:28:29.509Z,2025-04-19T13:28:31Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662394421,213,4.97,5662394413,56,Back,5662394417,141,0.0,5662394415,140,5.4,5662394491,167,,5662394419,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996387,587,5,2,67,19,duspptyvnr5kpx2iko5gerhnz,1,93.2,101.8,2025-04-19T13:28:30.294Z,2025-04-19T13:51:10Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662394553,56,Left,5662394555,347,,5662394573,233,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996377,741,5,2,67,19,8eab5wbcnttsiosd1o8c71gmk,0,6.8,-1.8,2025-04-19T13:28:30.294Z,2025-04-19T13:28:34Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662394475,56,Back,5662394477,347,,5662394583,233,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996437,588,1,2,67,22,duspptyvnr5kpx2iko5gerhnz,0,91.0,100.0,2025-04-19T13:28:33.641Z,2025-04-19T13:28:36Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662394789,107,,5662394797,141,87.2,5662394803,213,5.17,5662394791,56,Left,5662394793,140,95.7,5662394801,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996451,742,8,2,67,25,8eab5wbcnttsiosd1o8c71gmk,1,8.2,5.5,2025-04-19T13:28:37.076Z,2025-04-19T13:28:37Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662394867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996471,743,1,2,67,27,8eab5wbcnttsiosd1o8c71gmk,0,6.1,2.9,2025-04-19T13:28:38.420Z,2025-04-19T13:28:39Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662394965,212,3.2,5662394951,56,Back,5662394997,286,,5662394971,1,,5662394989,236,,5662394967,213,5.94,5662394947,157,,5662394993,233,589,5662394955,140,9.0,5662394961,141,1.3,,,,,,,,,,,,,,,,,,,,
2802996465,589,74,2,67,27,duspptyvnr5kpx2iko5gerhnz,1,85.1,97.1,2025-04-19T13:28:38.421Z,2025-04-19T13:28:40Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662395027,233,743,5662394937,56,Left,5662394939,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996499,590,5,2,67,28,duspptyvnr5kpx2iko5gerhnz,0,81.8,101.7,2025-04-19T13:28:39.637Z,2025-04-19T13:51:11Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662395123,56,Left,5662395181,233,744,5662395125,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996489,744,5,2,67,28,8eab5wbcnttsiosd1o8c71gmk,1,18.2,-1.7,2025-04-19T13:28:39.637Z,2025-04-19T13:51:10Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662395085,347,,5662395153,233,590,5662395083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996805,745,18,2,68,1,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-19T13:29:12.319Z,2025-04-19T13:29:13Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5662396549,59,9,5662396577,55,746,5662396545,42,,5662396547,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996807,746,19,2,68,1,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-19T13:29:12.320Z,2025-04-19T13:29:13Z,5fvzbq3mstt7eatkjpodbvpm2,J. Botué,,,5662396563,59,11,5662396561,145,9,5662396557,42,,5662396569,44,Forward,5662396571,55,745,5662396567,293,3,5662396565,292,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996873,747,18,2,68,2,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-19T13:29:13.269Z,2025-04-19T13:29:23Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5662397007,55,748,5662396953,42,,5662396957,59,23,5662396955,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802996877,748,19,2,68,2,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-19T13:29:13.270Z,2025-04-19T13:29:23Z,91c1ud1vk02de6uexycm07ml0,T. Lahdensuo,,,5662396981,292,8,5662396977,145,10,5662396983,293,2,5662396979,59,14,5662396991,55,747,5662396987,44,Forward,5662396973,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997011,749,1,2,68,18,8eab5wbcnttsiosd1o8c71gmk,1,16.2,0.0,2025-04-19T13:29:29.990Z,2025-04-19T13:29:31Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662397727,141,8.6,5662397731,213,1.70,5662397725,140,15.3,5662397729,212,7.3,5662397721,107,,5662397723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997023,750,1,2,68,20,8eab5wbcnttsiosd1o8c71gmk,0,15.3,8.6,2025-04-19T13:29:31.272Z,2025-04-19T13:29:33Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662397797,140,42.4,5662397795,56,Back,5662397805,1,,5662397799,141,20.0,5662397801,212,29.5,5662397793,157,,5662397803,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997057,591,1,2,68,23,duspptyvnr5kpx2iko5gerhnz,1,58.9,72.6,2025-04-19T13:29:34.748Z,2025-04-19T13:29:37Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5662398031,140,75.3,5662398027,157,,5662398041,141,67.6,5662398043,212,17.6,5662398047,1,,5662398029,56,Center,5662398045,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997105,593,1,2,68,26,duspptyvnr5kpx2iko5gerhnz,1,75.4,68.1,2025-04-19T13:29:37.577Z,2025-04-19T13:29:40Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5662398291,141,82.0,5662398295,212,9.6,5662398285,56,Left,5662398287,140,74.0,5662398299,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997133,594,1,2,68,29,duspptyvnr5kpx2iko5gerhnz,1,76.1,86.5,2025-04-19T13:29:40.555Z,2025-04-19T13:29:43Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662398433,56,Left,5662398437,141,86.0,5662398435,140,64.3,5662398441,213,3.17,5662398439,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997187,595,1,2,68,31,duspptyvnr5kpx2iko5gerhnz,1,66.8,85.7,2025-04-19T13:29:42.857Z,2025-04-19T13:29:48Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5662398667,56,Left,5662398675,213,6.08,5662398669,140,80.0,5662398673,212,14.2,5662398671,141,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997193,596,61,2,68,37,duspptyvnr5kpx2iko5gerhnz,0,86.5,89.4,2025-04-19T13:29:48.203Z,2025-04-19T13:29:48Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5662398691,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997211,597,45,2,68,37,duspptyvnr5kpx2iko5gerhnz,0,83.9,91.5,2025-04-19T13:29:48.581Z,2025-04-19T13:49:44Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5662398825,233,751,5662398773,56,Left,5662398777,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997205,751,3,2,68,37,8eab5wbcnttsiosd1o8c71gmk,1,16.1,8.5,2025-04-19T13:29:48.581Z,2025-04-19T13:49:44Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662398765,285,,5662398763,56,Back,5662398803,233,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997247,753,1,2,68,39,8eab5wbcnttsiosd1o8c71gmk,1,22.5,6.5,2025-04-19T13:29:50.581Z,2025-04-19T13:29:53Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662398999,141,27.7,5662398997,140,35.6,5662399003,213,0.81,5662399001,212,19.9,5662398995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997323,754,1,2,68,42,8eab5wbcnttsiosd1o8c71gmk,1,36.3,37.1,2025-04-19T13:29:53.638Z,2025-04-19T13:30:00Z,5fvzbq3mstt7eatkjpodbvpm2,J. Botué,,,5662399383,141,70.5,5662399381,140,41.1,5662399389,213,1.35,5662399387,212,23.3,5662399379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997337,755,1,2,68,49,8eab5wbcnttsiosd1o8c71gmk,0,65.7,79.3,2025-04-19T13:30:00.453Z,2025-04-19T13:30:01Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5662399475,140,70.9,5662399477,141,77.3,5662399481,213,6.04,5662399473,56,Center,5662399479,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997333,598,61,2,68,49,duspptyvnr5kpx2iko5gerhnz,1,34.9,20.6,2025-04-19T13:30:01.046Z,2025-04-19T13:30:01Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5662399459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997477,600,1,2,68,53,duspptyvnr5kpx2iko5gerhnz,1,29.3,27.4,2025-04-19T13:30:04.955Z,2025-04-19T13:30:09Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5662400115,140,72.0,5662400117,141,8.2,5662400123,1,,5662400121,213,6.00,5662400111,155,,5662400113,56,Right,5662400119,212,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802997515,601,1,2,68,58,duspptyvnr5kpx2iko5gerhnz,1,69.9,6.8,2025-04-19T13:30:09.322Z,2025-04-19T13:30:12Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5662400329,213,2.97,5662400325,141,12.8,5662400323,140,47.8,5662400321,56,Back,5662400327,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
