id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2815799885,621,1,2,76,5,3ptum5fjcgw51mqui0gu6uuf4,1,22.8,10.4,2025-05-17T15:36:04.338Z,2025-05-17T15:36:05Z,b7594v117himyndjrpkval8us,E. Okereke,,5732950967,213,0.49,5732950961,140,32.3,5732950963,141,18.2,5732950959,56,Back,5732950965,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815799905,622,1,2,76,6,3ptum5fjcgw51mqui0gu6uuf4,1,32.3,18.2,2025-05-17T15:36:05.602Z,2025-05-17T15:36:07Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,5732951103,141,5.9,5732951107,213,5.02,5732951099,56,Back,5732951101,140,34.8,5732951105,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815799945,623,1,2,76,8,3ptum5fjcgw51mqui0gu6uuf4,0,34.8,5.9,2025-05-17T15:36:07.674Z,2025-05-17T15:37:10Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,5732951395,140,72.7,5732951399,141,45.1,5732951403,212,47.9,5732951391,56,Center,5732951407,213,0.59,5732951409,1,,5732951387,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800025,782,1,2,76,13,cy6zs39z79dcfbr4xzkp38z7q,1,23.3,57.3,2025-05-17T15:36:12.915Z,2025-05-17T15:36:17Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,5732951775,140,27.5,5732951781,213,4.98,5732951773,56,Back,5732951779,212,16.9,5732951777,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800067,783,1,2,76,18,cy6zs39z79dcfbr4xzkp38z7q,1,37.0,29.2,2025-05-17T15:36:17.351Z,2025-05-17T15:36:20Z,5lx97p0c2ja9g4vjofjr2o5pl,J. Lehtonen,,5732952045,56,Back,5732952051,212,4.6,5732952053,213,2.30,5732952049,141,34.2,5732952047,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800083,784,1,2,76,21,cy6zs39z79dcfbr4xzkp38z7q,1,36.1,37.3,2025-05-17T15:36:20.788Z,2025-05-17T15:37:52Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,5732952111,140,39.0,5732952117,213,1.40,5732952159,189,,5732952113,141,63.0,5732952115,212,17.7,5732952109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800133,785,1,2,76,23,cy6zs39z79dcfbr4xzkp38z7q,1,44.1,71.4,2025-05-17T15:36:22.835Z,2025-05-17T15:37:51Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732952403,56,Center,5732952409,212,14.9,5732952407,141,71.7,5732952411,213,0.01,5732952405,140,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800191,786,1,2,76,30,cy6zs39z79dcfbr4xzkp38z7q,1,58.4,69.0,2025-05-17T15:36:30.209Z,2025-05-17T15:36:31Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732952803,212,8.3,5732952799,140,65.8,5732952805,213,0.35,5732952801,141,73.2,5732952797,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800199,787,1,2,76,32,cy6zs39z79dcfbr4xzkp38z7q,1,65.9,73.3,2025-05-17T15:36:31.365Z,2025-05-17T15:36:32Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,5732952843,212,7.2,5732952839,140,61.1,5732952841,141,80.8,5732952845,213,2.35,5732952837,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800215,788,1,2,76,32,cy6zs39z79dcfbr4xzkp38z7q,1,61.1,80.8,2025-05-17T15:36:32.037Z,2025-05-17T15:36:33Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732952943,141,72.0,5732952947,213,5.46,5732952939,56,Center,5732952945,212,8.2,5732952941,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800229,789,1,2,76,33,cy6zs39z79dcfbr4xzkp38z7q,1,66.3,72.0,2025-05-17T15:36:33.068Z,2025-05-17T15:36:35Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,5732953027,156,,5732953007,140,58.0,5732953009,141,81.8,5732953011,212,11.0,5732953005,56,Left,5732953013,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800307,790,1,2,76,36,cy6zs39z79dcfbr4xzkp38z7q,1,56.5,81.5,2025-05-17T15:36:35.786Z,2025-05-17T15:36:39Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732953497,1,,5732953491,141,55.5,5732953495,213,3.69,5732953489,140,29.0,5732953487,56,Back,5732953493,212,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800369,791,1,2,76,40,cy6zs39z79dcfbr4xzkp38z7q,1,30.4,51.6,2025-05-17T15:36:39.832Z,2025-05-17T15:36:44Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,5732953833,141,39.1,5732953837,213,5.70,5732953829,56,Back,5732953835,212,15.5,5732953831,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800511,792,1,2,76,45,cy6zs39z79dcfbr4xzkp38z7q,1,48.3,36.0,2025-05-17T15:36:44.363Z,2025-05-17T15:37:02Z,an77jbrily6wipsqhwliubhsl,A. Paananen,1.0,5732954601,213,0.98,5732954595,140,54.6,5732954597,141,50.6,5732954599,212,11.9,5732955161,210,13,5732954593,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800521,793,13,2,76,52,cy6zs39z79dcfbr4xzkp38z7q,1,81.1,37.3,2025-05-17T15:36:51.392Z,2025-05-17T15:37:02Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732954665,56,Center,5732955177,103,44.4,5732955167,29,,5732955173,102,42.9,5732955181,230,99.0,5732954885,20,,5732955183,231,48.6,5732955179,215,,5732955169,55,792,5732954661,22,,5732955165,87,,5732954663,18,,,,,,,,,,,,,,,,,,,,,,
2815800519,624,5,2,76,54,3ptum5fjcgw51mqui0gu6uuf4,1,-1.0,57.0,2025-05-17T15:36:53.580Z,2025-05-17T15:56:32Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,5732954657,56,Back,5732954659,346,,5732954765,233,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800535,794,5,2,76,54,cy6zs39z79dcfbr4xzkp38z7q,0,101.0,43.0,2025-05-17T15:36:53.580Z,2025-05-17T15:56:32Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732954741,346,,5732954775,233,624,5732954737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800801,625,1,2,77,18,3ptum5fjcgw51mqui0gu6uuf4,0,5.3,41.2,2025-05-17T15:37:17.866Z,2025-05-17T15:37:19Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,5732956213,140,61.7,5732956225,213,5.93,5732956217,141,9.5,5732956207,124,,5732956209,56,Right,5732956233,74,,5732956221,212,63.0,5732956229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800807,795,1,2,77,20,cy6zs39z79dcfbr4xzkp38z7q,0,42.9,88.7,2025-05-17T15:37:19.320Z,2025-05-17T15:37:19Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,5732956271,140,55.7,5732956275,212,13.4,5732956277,213,6.26,5732956267,3,,5732956273,141,88.3,5732956269,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800849,626,1,2,77,21,3ptum5fjcgw51mqui0gu6uuf4,0,40.5,9.4,2025-05-17T15:37:20.603Z,2025-05-17T15:37:24Z,b7594v117himyndjrpkval8us,E. Okereke,,5732956575,141,36.1,5732956581,1,,5732956569,157,,5732956573,140,65.3,5732956577,212,31.7,5732956579,213,0.61,5732956571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800843,796,44,2,77,24,cy6zs39z79dcfbr4xzkp38z7q,1,33.3,62.3,2025-05-17T15:37:23.616Z,2025-05-17T15:56:53Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732956543,56,Back,5732956545,285,,5732956637,233,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800853,627,44,2,77,24,3ptum5fjcgw51mqui0gu6uuf4,0,66.7,37.7,2025-05-17T15:37:23.617Z,2025-05-17T15:56:53Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,5732956599,286,,5732956597,56,Center,5732956657,233,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800867,797,12,2,77,24,cy6zs39z79dcfbr4xzkp38z7q,1,30.9,60.6,2025-05-17T15:37:24.069Z,2025-05-17T15:37:26Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732956665,140,54.0,5732956667,141,55.5,5732956669,212,24.5,5732956663,56,Center,5732956705,15,,5732956671,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800879,628,44,2,77,27,3ptum5fjcgw51mqui0gu6uuf4,1,45.8,41.8,2025-05-17T15:37:27.044Z,2025-05-17T15:58:18Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,5732956791,233,798,5732956723,285,,5732956721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800891,798,44,2,77,27,cy6zs39z79dcfbr4xzkp38z7q,0,54.2,58.2,2025-05-17T15:37:27.045Z,2025-05-17T15:58:16Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,5732956783,233,628,5732956773,286,,5732956771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800887,629,1,2,77,27,3ptum5fjcgw51mqui0gu6uuf4,0,45.3,45.0,2025-05-17T15:37:27.148Z,2025-05-17T15:58:14Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,5732959183,141,43.0,5732956759,56,Back,5732959181,140,47.2,5732959185,212,2.4,5732959179,3,,5732959187,213,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800937,800,1,2,77,31,cy6zs39z79dcfbr4xzkp38z7q,0,54.0,47.0,2025-05-17T15:37:30.677Z,2025-05-17T15:37:31Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,5732956989,212,16.3,5732956987,141,38.0,5732956985,140,68.4,5732956991,213,5.90,5732956983,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800979,802,83,2,77,33,cy6zs39z79dcfbr4xzkp38z7q,1,65.0,28.4,2025-05-17T15:37:33.082Z,2025-05-17T15:38:51Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,5732962049,399,64pptq46unjnsxn6wc3avhtec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815800971,631,61,2,77,34,3ptum5fjcgw51mqui0gu6uuf4,0,35.4,72.0,2025-05-17T15:37:34.081Z,2025-05-17T15:38:43Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,5732957161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815801061,804,1,2,77,35,cy6zs39z79dcfbr4xzkp38z7q,1,62.6,22.4,2025-05-17T15:37:35.082Z,2025-05-17T15:37:40Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,5732957547,141,3.8,5732957549,212,21.5,5732957551,213,5.66,5732957543,56,Right,5732957545,140,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815801067,805,3,2,77,40,cy6zs39z79dcfbr4xzkp38z7q,0,88.1,12.2,2025-05-17T15:37:39.919Z,2025-05-17T15:37:45Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,5732957575,56,Right,5732957805,233,632,5732957577,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815801109,632,7,2,77,40,3ptum5fjcgw51mqui0gu6uuf4,1,11.9,87.8,2025-05-17T15:37:39.920Z,2025-05-17T15:37:45Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,5732957787,285,,5732957785,56,Back,5732957795,233,805,5732957783,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815801125,633,6,2,77,41,3ptum5fjcgw51mqui0gu6uuf4,0,4.4,81.6,2025-05-17T15:37:41.119Z,2025-05-17T15:56:21Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,5732957927,56,Back,5732957929,73,,5732958023,233,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815801081,806,6,2,77,41,cy6zs39z79dcfbr4xzkp38z7q,1,95.6,18.4,2025-05-17T15:37:41.119Z,2025-05-17T15:56:20Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,5732957717,56,Right,5732957719,75,,5732957935,233,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815801223,634,27,2,77,55,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-05-17T15:37:54.327Z,2025-05-17T15:37:56Z,,,,5732958525,233,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815801219,807,27,2,77,55,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-17T15:37:54.327Z,2025-05-17T15:38:00Z,,,,5732958573,41,Injury,5732958575,53,61ib1kknf11ab4v4f1magyu39,5732958593,233,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815801805,635,28,2,78,46,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-05-17T15:38:45.324Z,2025-05-17T15:38:46Z,,,,5732961639,55,634,5732961703,233,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815801801,808,28,2,78,46,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-17T15:38:45.324Z,2025-05-17T15:38:46Z,,,,5732961679,233,635,5732961631,55,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815801957,809,1,2,78,53,cy6zs39z79dcfbr4xzkp38z7q,1,99.5,0.5,2025-05-17T15:38:52.463Z,2025-05-17T15:42:21Z,5lx97p0c2ja9g4vjofjr2o5pl,J. Lehtonen,,5732962413,155,,5732962425,213,1.85,5732962411,6,,5732962417,56,Center,5732962409,2,,5732962419,140,91.6,5732962423,212,30.1,5732962415,224,,5732962421,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815801965,810,2,2,78,56,cy6zs39z79dcfbr4xzkp38z7q,1,93.0,44.2,2025-05-17T15:38:56.087Z,2025-05-17T15:58:09Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732971851,141,41.3,5732972159,7,3tpjeq8mn2sy9v6a8hcesp9wq,5732962467,56,Center,5732971849,140,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815802033,636,43,2,79,1,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-05-17T15:39:01.106Z,2025-05-17T15:39:19Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,5732964161,144,5,5732963011,233,811,5732962889,346,0,5732962887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815802051,811,43,2,79,3,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-17T15:39:02.539Z,2025-05-17T15:42:26Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732962991,346,0,5732962989,56,Center,5732978405,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816310619,975,17,2,79,10,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-17T15:39:09.318Z,2025-05-18T08:13:54Z,5lx97p0c2ja9g4vjofjr2o5pl,J. Lehtonen,,5735757113,184,,5735757111,31,,5735757139,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815802355,638,1,2,79,25,3ptum5fjcgw51mqui0gu6uuf4,0,10.1,63.6,2025-05-17T15:39:24.322Z,2025-05-17T15:39:27Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,5732964673,157,,5732964677,56,Center,5732964679,140,62.0,5732964671,5,,5732964685,213,0.14,5732964683,212,55.0,5732964687,1,,5732964675,241,,5732964681,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815802381,812,44,2,79,27,cy6zs39z79dcfbr4xzkp38z7q,1,39.0,25.4,2025-05-17T15:39:26.808Z,2025-05-17T15:56:54Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732964829,285,,5732964827,56,Back,5732964851,233,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815802365,639,44,2,79,27,3ptum5fjcgw51mqui0gu6uuf4,0,61.0,74.6,2025-05-17T15:39:26.809Z,2025-05-17T15:56:54Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,5732964749,286,,5732964747,56,Center,5732964855,233,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815802393,813,1,2,79,28,cy6zs39z79dcfbr4xzkp38z7q,0,42.0,25.5,2025-05-17T15:39:27.636Z,2025-05-17T15:39:29Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732964891,56,Right,5732964895,141,21.0,5732964899,213,6.09,5732964897,212,15.9,5732964893,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815802407,640,4,2,79,30,3ptum5fjcgw51mqui0gu6uuf4,1,36.4,80.2,2025-05-17T15:39:29.841Z,2025-05-17T15:56:18Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,5732965059,13,,5732965065,152,,5732965063,56,Back,5732965415,233,814,5732965067,286,,5732965061,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815802441,814,4,2,79,30,cy6zs39z79dcfbr4xzkp38z7q,0,63.6,19.8,2025-05-17T15:39:29.842Z,2025-05-17T15:56:18Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,5732965333,56,Right,5732965475,233,640,5732965373,285,,5732965329,13,,5732965331,294,,5732965371,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815802725,642,1,2,79,48,3ptum5fjcgw51mqui0gu6uuf4,0,36.9,82.6,2025-05-17T15:39:48.305Z,2025-05-17T15:39:51Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,5732966753,141,77.0,5732966749,56,Center,5732966747,152,,5732966751,140,90.2,5732966757,213,6.22,5732966743,5,,5732966759,1,,5732966745,155,,5732966755,212,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815802737,815,12,2,79,52,cy6zs39z79dcfbr4xzkp38z7q,1,13.4,25.0,2025-05-17T15:39:51.835Z,2025-05-17T15:39:53Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732966825,141,0.0,5732966849,167,,5732966821,56,Back,5732966829,213,5.25,5732966827,212,21.1,5732966823,140,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815802753,643,5,2,79,53,3ptum5fjcgw51mqui0gu6uuf4,1,74.6,101.8,2025-05-17T15:39:52.413Z,2025-05-17T15:56:32Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,5732966931,347,,5732966929,56,Left,5732966933,233,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815802741,816,5,2,79,53,cy6zs39z79dcfbr4xzkp38z7q,0,25.4,-1.8,2025-05-17T15:39:52.413Z,2025-05-17T15:39:56Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732966843,347,,5732966841,56,Back,5732966957,233,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803007,644,1,2,80,10,3ptum5fjcgw51mqui0gu6uuf4,1,72.1,100.0,2025-05-17T15:40:10.256Z,2025-05-17T15:40:11Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,5732968289,56,Left,5732968293,141,93.3,5732968287,107,,5732968297,213,4.89,5732968291,140,73.1,5732968295,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803065,645,1,2,80,11,3ptum5fjcgw51mqui0gu6uuf4,1,73.1,93.3,2025-05-17T15:40:10.961Z,2025-05-17T15:40:15Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,5732968643,212,3.0,5732968635,56,Left,5732968647,213,0.90,5732968637,140,74.9,5732968639,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803077,646,1,2,80,16,3ptum5fjcgw51mqui0gu6uuf4,1,67.3,90.6,2025-05-17T15:40:15.345Z,2025-05-17T15:40:16Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,5732968683,56,Center,5732968689,212,21.5,5732968693,213,5.09,5732968687,141,61.2,5732968681,155,,5732968685,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803109,647,1,2,80,17,3ptum5fjcgw51mqui0gu6uuf4,1,74.6,63.6,2025-05-17T15:40:16.760Z,2025-05-17T15:40:19Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,5732968869,56,Center,5732968873,141,71.8,5732968871,140,73.8,5732968875,212,5.6,5732968877,213,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803113,648,3,2,80,19,3ptum5fjcgw51mqui0gu6uuf4,1,72.4,68.0,2025-05-17T15:40:19.016Z,2025-05-17T15:43:53Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,5732968885,286,,5732984961,233,817,5732968883,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803161,817,45,2,80,19,cy6zs39z79dcfbr4xzkp38z7q,0,27.6,32.0,2025-05-17T15:40:19.016Z,2025-05-17T15:43:55Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732969135,56,Back,5732969139,285,,5732985193,233,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803129,649,61,2,80,21,3ptum5fjcgw51mqui0gu6uuf4,0,71.2,67.8,2025-05-17T15:40:21.029Z,2025-05-17T15:59:06Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,5732968979,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803177,650,43,2,80,24,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-05-17T15:40:23.864Z,2025-05-17T15:42:57Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,5732980755,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803201,818,83,2,80,25,cy6zs39z79dcfbr4xzkp38z7q,0,29.2,28.9,2025-05-17T15:40:24.691Z,2025-05-17T15:40:29Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,5732969633,399,u8remrfu8ug41xu71brhukmh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803235,651,1,2,80,28,3ptum5fjcgw51mqui0gu6uuf4,1,74.5,85.7,2025-05-17T15:40:27.336Z,2025-05-17T15:40:28Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,5732969537,213,1.21,5732969535,212,5.0,5732969531,140,76.2,5732969529,56,Left,5732969533,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803243,652,1,2,80,29,3ptum5fjcgw51mqui0gu6uuf4,1,76.2,92.6,2025-05-17T15:40:28.400Z,2025-05-17T15:40:42Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,5732969595,212,23.8,5732969583,56,Left,5732969599,213,0.05,5732969591,141,94.5,5732969587,140,98.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803385,819,43,2,80,39,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-17T15:40:38.564Z,2025-05-17T15:40:51Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,5732970369,56,Back,5732971167,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803389,820,83,2,80,42,cy6zs39z79dcfbr4xzkp38z7q,0,0.6,1.1,2025-05-17T15:40:41.892Z,2025-05-17T15:44:04Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,5732970797,399,64pptq46unjnsxn6wc3avhtec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815803457,821,4,2,80,43,cy6zs39z79dcfbr4xzkp38z7q,1,0.4,1.8,2025-05-17T15:40:42.543Z,2025-05-17T15:56:18Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,5732970993,56,Back,5732973939,233,653,5732970995,241,,5732970991,242,,5732970997,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
