id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2806201473,766,1,2,79,34,cy6zs39z79dcfbr4xzkp38z7q,1,26.6,72.1,2025-04-26T13:44:57.226Z,2025-04-26T13:44:59Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5679990445,56,Back,5679990447,140,25.6,5679990449,141,48.8,5679990453,213,4.65,5679990451,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806201493,767,1,2,79,36,cy6zs39z79dcfbr4xzkp38z7q,1,25.6,48.8,2025-04-26T13:44:59.531Z,2025-04-26T13:45:01Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679990555,140,14.7,5679990551,56,Back,5679990563,212,12.6,5679990567,213,2.72,5679990559,141,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806201519,768,1,2,79,38,cy6zs39z79dcfbr4xzkp38z7q,1,14.7,56.4,2025-04-26T13:45:01.067Z,2025-04-26T13:45:04Z,cu75ndbeja7m9o2g789b0h34k,N. Schulz,,,5679990661,155,,5679990665,140,25.7,5679990669,212,18.5,5679990667,141,77.6,5679990663,56,Back,5679990671,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806201557,769,1,2,79,40,cy6zs39z79dcfbr4xzkp38z7q,1,27.6,78.5,2025-04-26T13:45:03.915Z,2025-04-26T13:45:06Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679990845,140,10.5,5679990843,56,Back,5679990849,212,18.0,5679990847,141,79.6,5679990851,213,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806201569,770,3,2,79,43,cy6zs39z79dcfbr4xzkp38z7q,0,10.8,83.0,2025-04-26T13:45:06.650Z,2025-04-26T13:45:36Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5679990921,285,,5679990919,56,Back,5679991169,233,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806201605,648,7,2,79,43,8eab5wbcnttsiosd1o8c71gmk,1,89.2,17.0,2025-04-26T13:45:06.651Z,2025-04-26T13:45:11Z,5fvzbq3mstt7eatkjpodbvpm2,J. Botué,,,5679991087,167,,5679991129,233,770,5679991091,286,,5679991089,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806201679,649,5,2,79,46,8eab5wbcnttsiosd1o8c71gmk,0,96.6,-1.8,2025-04-26T13:45:09.026Z,2025-04-26T13:46:21Z,5fvzbq3mstt7eatkjpodbvpm2,J. Botué,,,5679995939,347,,5679991539,233,771,5679991441,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806201627,771,5,2,79,46,cy6zs39z79dcfbr4xzkp38z7q,1,3.4,101.8,2025-04-26T13:45:09.026Z,2025-04-26T14:01:55Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5679995923,347,,5679991209,56,Back,5679991499,233,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806201783,772,1,2,79,56,cy6zs39z79dcfbr4xzkp38z7q,1,6.1,100.0,2025-04-26T13:45:18.938Z,2025-04-26T13:45:43Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5679993369,1,,5679991905,140,3.7,5679991909,212,21.7,5679991907,141,69.0,5679991903,56,Back,5679991911,213,4.60,5679993365,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806201801,773,1,2,79,57,cy6zs39z79dcfbr4xzkp38z7q,1,5.7,67.0,2025-04-26T13:45:20.538Z,2025-04-26T13:45:22Z,cu75ndbeja7m9o2g789b0h34k,N. Schulz,,,5679992033,213,5.40,5679992025,56,Back,5679992031,212,18.4,5679992029,141,46.1,5679992027,140,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806201827,774,1,2,79,59,cy6zs39z79dcfbr4xzkp38z7q,1,17.9,44.0,2025-04-26T13:45:22.316Z,2025-04-26T13:45:24Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5679992175,140,39.5,5679992181,213,5.96,5679992179,212,23.9,5679992177,141,33.0,5679992167,155,,5679992171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806201835,775,1,2,80,1,cy6zs39z79dcfbr4xzkp38z7q,0,39.5,33.0,2025-04-26T13:45:24.538Z,2025-04-26T13:45:25Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5679992223,212,3.2,5679992217,56,Back,5679992219,140,37.6,5679992215,3,,5679992221,141,29.4,5679992225,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806201855,650,8,2,80,3,8eab5wbcnttsiosd1o8c71gmk,1,62.7,86.5,2025-04-26T13:45:26.883Z,2025-04-26T13:45:27Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5679992311,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806202281,652,1,2,80,7,8eab5wbcnttsiosd1o8c71gmk,1,69.5,59.3,2025-04-26T13:45:30.723Z,2025-04-26T13:46:26Z,98u2encce9933qd4y2kukej85,B. Straalman,,1.0,5679994363,140,88.0,5679994369,213,5.60,5679994367,212,25.0,5679996235,22,,5679996231,210,16,5679994361,56,Center,5679994365,141,36.1,5679996233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806202291,653,16,2,80,12,8eab5wbcnttsiosd1o8c71gmk,1,96.0,39.5,2025-04-26T13:45:35.162Z,2025-04-26T13:46:56Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5679996279,374,2025-04-26 14:45:34.665,5679996273,231,46.4,5679994391,56,Center,5679998163,78,,5679996259,214,,5679996253,102,50.3,5679996249,55,652,5679996255,103,17.1,5679996245,29,5679996241,20,,5679996269,230,5679994387,22,,5679996285,375,80:11.729,,99.1,5679996247,154,,5679998161,60,,,,,,,,,,,,,,,,,,
2806202693,776,1,2,81,3,cy6zs39z79dcfbr4xzkp38z7q,1,49.9,50.1,2025-04-26T13:46:26.379Z,2025-04-26T13:46:31Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5679996307,212,17.0,5679996309,213,3.45,5679996303,140,34.5,5679996323,189,,5679996301,56,Back,5679996305,141,42.5,5679996597,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806202787,777,1,2,81,6,cy6zs39z79dcfbr4xzkp38z7q,1,34.2,41.2,2025-04-26T13:46:29.706Z,2025-04-26T13:46:35Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5679996695,141,55.4,5679996721,189,,5679996691,56,Back,5679996699,213,2.11,5679996693,140,28.7,5679996697,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806202811,778,1,2,81,12,cy6zs39z79dcfbr4xzkp38z7q,0,48.3,74.5,2025-04-26T13:46:35.706Z,2025-04-26T13:46:36Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679996805,140,66.2,5679996811,213,0.22,5679996807,141,80.8,5679996809,212,19.3,5679996803,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806202835,655,1,2,81,14,8eab5wbcnttsiosd1o8c71gmk,1,35.3,13.7,2025-04-26T13:46:37.314Z,2025-04-26T13:46:38Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679996959,56,Back,5679996967,213,5.15,5679996963,141,3.7,5679996965,212,7.5,5679996961,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806202865,656,1,2,81,15,8eab5wbcnttsiosd1o8c71gmk,1,38.3,3.7,2025-04-26T13:46:38.210Z,2025-04-26T13:46:40Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5679997091,56,Back,5679997099,213,0.69,5679997097,212,7.1,5679997093,140,43.5,5679997095,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806202885,657,1,2,81,17,8eab5wbcnttsiosd1o8c71gmk,0,43.5,10.3,2025-04-26T13:46:40.051Z,2025-04-26T13:46:42Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5679997205,141,38.9,5679997201,56,Center,5679997207,212,29.0,5679997209,213,0.73,5679997203,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806202949,780,1,2,81,22,cy6zs39z79dcfbr4xzkp38z7q,1,32.6,47.2,2025-04-26T13:46:45.580Z,2025-04-26T13:46:48Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679997545,140,67.1,5679997553,1,,5679997547,141,95.0,5679997549,212,48.7,5679997543,56,Left,5679997551,213,0.73,5679997541,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806202957,781,61,2,81,25,cy6zs39z79dcfbr4xzkp38z7q,0,67.1,95.0,2025-04-26T13:46:48.475Z,2025-04-26T13:46:48Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5679997581,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806202965,658,5,2,81,25,8eab5wbcnttsiosd1o8c71gmk,1,28.5,-0.8,2025-04-26T13:46:48.786Z,2025-04-26T14:01:56Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5679997601,56,Back,5679997691,233,782,5679997605,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806202971,782,5,2,81,25,cy6zs39z79dcfbr4xzkp38z7q,0,71.5,100.8,2025-04-26T13:46:48.786Z,2025-04-26T14:01:56Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5679997655,56,Left,5679997695,233,658,5679997657,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203165,659,1,2,81,38,8eab5wbcnttsiosd1o8c71gmk,0,31.5,0.0,2025-04-26T13:47:01.091Z,2025-04-26T13:47:03Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679998653,107,,5679998659,141,5.6,5679998657,140,46.3,5679998661,212,16.1,5679998655,56,Back,5679998663,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203183,783,1,2,81,40,cy6zs39z79dcfbr4xzkp38z7q,1,57.6,93.2,2025-04-26T13:47:02.987Z,2025-04-26T13:47:06Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679998719,212,9.7,5679998713,56,Left,5679998717,141,89.1,5679998721,213,5.99,5679998715,140,66.4,5679998711,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203189,784,61,2,81,41,cy6zs39z79dcfbr4xzkp38z7q,1,66.4,89.1,2025-04-26T13:47:04.118Z,2025-04-26T13:50:05Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5679998773,189,,5679998741,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203213,660,1,2,81,43,8eab5wbcnttsiosd1o8c71gmk,0,35.1,13.7,2025-04-26T13:47:05.989Z,2025-04-26T13:47:07Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5679998825,56,Center,5679998833,213,0.53,5679998835,1,,5679998829,141,35.1,5679998827,140,58.6,5679998823,157,,5679998831,212,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203239,785,1,2,81,46,cy6zs39z79dcfbr4xzkp38z7q,1,34.2,58.8,2025-04-26T13:47:08.955Z,2025-04-26T13:47:10Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679998917,141,76.0,5679998919,212,14.9,5679998913,56,Back,5679998921,213,0.90,5679998915,140,43.0,5679998911,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203281,786,1,2,81,47,cy6zs39z79dcfbr4xzkp38z7q,1,43.1,76.0,2025-04-26T13:47:10.683Z,2025-04-26T13:47:14Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5679999179,213,0.53,5679999173,140,56.0,5679999177,212,15.7,5679999171,56,Left,5679999175,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203317,788,4,2,81,52,cy6zs39z79dcfbr4xzkp38z7q,1,59.3,89.6,2025-04-26T13:47:15.618Z,2025-04-26T13:47:19Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5679999397,265,,5679999393,152,,5679999399,286,,5679999389,13,,5679999401,233,661,5679999391,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203305,661,4,2,81,52,8eab5wbcnttsiosd1o8c71gmk,0,40.7,10.4,2025-04-26T13:47:15.619Z,2025-04-26T13:47:20Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5679999333,285,,5679999325,13,,5679999331,265,,5679999329,152,,5679999327,56,Back,5679999433,233,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203469,789,1,2,82,3,cy6zs39z79dcfbr4xzkp38z7q,1,58.3,94.4,2025-04-26T13:47:26.443Z,2025-04-26T13:47:28Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5680000089,212,22.0,5680000087,141,65.8,5680000083,56,Back,5680000079,5,,5680000081,152,,5680000091,213,4.23,5680000085,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203513,790,1,2,82,5,cy6zs39z79dcfbr4xzkp38z7q,1,48.6,64.3,2025-04-26T13:47:28.059Z,2025-04-26T13:47:31Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5680000269,140,51.9,5680000267,56,Center,5680000271,141,40.0,5680000275,213,4.92,5680000273,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203519,791,61,2,82,8,cy6zs39z79dcfbr4xzkp38z7q,1,51.9,40.0,2025-04-26T13:47:31.045Z,2025-04-26T13:47:31Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5680000299,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203567,792,1,2,82,9,cy6zs39z79dcfbr4xzkp38z7q,1,56.8,19.1,2025-04-26T13:47:32.410Z,2025-04-26T13:47:34Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5680000551,213,1.05,5680000541,56,Center,5680000543,140,61.4,5680000547,212,9.7,5680000545,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203631,793,1,2,82,11,cy6zs39z79dcfbr4xzkp38z7q,1,65.1,33.9,2025-04-26T13:47:34.602Z,2025-04-26T13:47:37Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5680000833,212,24.5,5680000825,140,87.9,5680000829,141,26.1,5680000823,56,Center,5680000835,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203643,794,1,2,82,14,cy6zs39z79dcfbr4xzkp38z7q,1,87.9,26.1,2025-04-26T13:47:37.611Z,2025-04-26T13:47:38Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5680000895,140,87.4,5680000901,213,1.69,5680000897,141,32.5,5680000899,212,4.4,5680000893,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203651,795,61,2,82,15,cy6zs39z79dcfbr4xzkp38z7q,0,87.4,32.5,2025-04-26T13:47:38.796Z,2025-04-26T13:47:39Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5680000917,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203711,662,12,2,82,18,8eab5wbcnttsiosd1o8c71gmk,1,12.1,66.3,2025-04-26T13:47:41.442Z,2025-04-26T13:47:42Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5680001177,56,Back,5680001179,140,20.7,5680001185,213,5.87,5680001181,141,60.5,5680001183,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203743,664,1,2,82,20,8eab5wbcnttsiosd1o8c71gmk,0,20.7,60.5,2025-04-26T13:47:43.058Z,2025-04-26T13:47:43Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5680001271,140,25.3,5680001277,213,5.12,5680001273,141,44.2,5680001269,56,Back,5680001275,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203833,797,1,2,82,22,cy6zs39z79dcfbr4xzkp38z7q,1,78.1,63.0,2025-04-26T13:47:45.930Z,2025-04-26T13:47:50Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5680001659,213,1.24,5680001653,140,81.7,5680001657,212,11.5,5680001651,56,Left,5680001655,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203847,798,1,2,82,26,cy6zs39z79dcfbr4xzkp38z7q,0,89.6,82.4,2025-04-26T13:47:49.883Z,2025-04-26T13:47:51Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5680001733,140,90.3,5680001739,213,5.00,5680001783,233,665,5680001729,155,,5680001781,236,,5680001737,212,2.6,5680001735,141,78.8,5680001787,286,,5680001727,2,5680001731,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203851,665,12,2,82,27,8eab5wbcnttsiosd1o8c71gmk,1,7.0,21.9,2025-04-26T13:47:49.983Z,2025-04-26T13:47:51Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5680001801,233,798,5680001755,185,,5680001757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203871,666,5,2,82,29,8eab5wbcnttsiosd1o8c71gmk,0,15.0,-1.8,2025-04-26T13:47:52.100Z,2025-04-26T13:47:55Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5680001867,347,,5680001991,233,799,5680001865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203887,799,5,2,82,29,cy6zs39z79dcfbr4xzkp38z7q,1,85.0,101.8,2025-04-26T13:47:52.100Z,2025-04-26T14:01:57Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5680001945,56,Left,5680001957,233,666,5680001947,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806203957,800,1,2,82,33,cy6zs39z79dcfbr4xzkp38z7q,1,84.8,100.0,2025-04-26T13:47:56.315Z,2025-04-26T13:47:59Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5680002263,107,,5680002267,56,Left,5680002281,212,19.3,5680002279,141,89.4,5680002273,140,68.3,5680002287,213,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204003,801,1,2,82,36,cy6zs39z79dcfbr4xzkp38z7q,1,75.4,88.4,2025-04-26T13:47:59.307Z,2025-04-26T13:48:03Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5680002557,1,,5680002543,155,,5680002547,140,86.2,5680002549,141,34.8,5680002551,212,38.2,5680002555,213,5.01,5680002545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204009,802,61,2,82,40,cy6zs39z79dcfbr4xzkp38z7q,0,86.2,34.8,2025-04-26T13:48:03.274Z,2025-04-26T13:48:03Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5680002577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204039,667,12,2,82,41,8eab5wbcnttsiosd1o8c71gmk,1,11.5,66.6,2025-04-26T13:48:04.084Z,2025-04-26T13:48:05Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5680002671,56,Back,5680002679,213,0.79,5680002677,212,33.7,5680002673,140,34.0,5680002719,167,,5680002675,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204043,668,5,2,82,42,8eab5wbcnttsiosd1o8c71gmk,0,33.7,102.0,2025-04-26T13:48:05.255Z,2025-04-26T13:48:08Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5680002761,233,803,5680002701,56,Back,5680002703,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204047,803,5,2,82,42,cy6zs39z79dcfbr4xzkp38z7q,1,66.3,-2.0,2025-04-26T13:48:05.255Z,2025-04-26T14:01:57Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5680002727,347,,5680002729,233,668,5680002725,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204145,804,1,2,82,44,cy6zs39z79dcfbr4xzkp38z7q,0,66.7,0.0,2025-04-26T13:48:07.867Z,2025-04-26T13:48:13Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5680003225,140,57.0,5680003221,107,,5680003231,213,2.40,5680003229,212,13.8,5680003227,141,11.9,5680003223,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204201,670,61,2,82,54,8eab5wbcnttsiosd1o8c71gmk,0,61.9,72.7,2025-04-26T13:48:17.860Z,2025-04-26T13:48:17Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5680003525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204277,806,1,2,82,55,cy6zs39z79dcfbr4xzkp38z7q,1,38.3,20.0,2025-04-26T13:48:18.682Z,2025-04-26T13:48:23Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5680003891,212,10.0,5680003885,56,Back,5680003893,213,5.69,5680003887,140,46.2,5680003889,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204285,807,3,2,83,0,cy6zs39z79dcfbr4xzkp38z7q,0,60.3,20.8,2025-04-26T13:48:23.627Z,2025-04-26T14:02:01Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5680003949,286,,5680003947,56,Right,5680004071,233,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204307,671,7,2,83,0,8eab5wbcnttsiosd1o8c71gmk,1,39.7,79.2,2025-04-26T13:48:23.628Z,2025-04-26T14:02:01Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5680004041,285,,5680004067,233,807,5680004039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204367,673,1,2,83,3,8eab5wbcnttsiosd1o8c71gmk,1,44.0,70.5,2025-04-26T13:48:26.467Z,2025-04-26T13:48:31Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5680004297,212,16.1,5680004299,213,4.37,5680004293,140,38.9,5680004289,56,Back,5680004295,141,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204407,674,1,2,83,8,8eab5wbcnttsiosd1o8c71gmk,1,40.0,33.9,2025-04-26T13:48:30.979Z,2025-04-26T13:48:34Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5680004483,213,5.46,5680004481,212,26.7,5680004475,56,Right,5680004477,140,57.2,5680004479,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204493,675,1,2,83,11,8eab5wbcnttsiosd1o8c71gmk,1,60.1,3.5,2025-04-26T13:48:33.955Z,2025-04-26T13:48:40Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5680004833,213,0.05,5680004825,56,Right,5680004829,141,4.6,5680004827,140,73.3,5680004831,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204501,676,3,2,83,17,8eab5wbcnttsiosd1o8c71gmk,0,75.2,3.8,2025-04-26T13:48:40.370Z,2025-04-26T13:48:45Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5680004871,286,,5680005087,233,808,5680004869,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204521,808,7,2,83,17,cy6zs39z79dcfbr4xzkp38z7q,1,24.8,96.2,2025-04-26T13:48:40.371Z,2025-04-26T13:48:45Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5680005013,285,,5680005047,233,676,5680005011,56,Back,5680005009,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806204527,677,5,2,83,19,8eab5wbcnttsiosd1o8c71gmk,1,77.0,-1.8,2025-04-26T13:48:42.501Z,2025-04-26T14:01:57Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5680005027,56,Right,5680005031,347,,5680005263,233,809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
