id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2803144659,592,1,2,76,10,3ptum5fjcgw51mqui0gu6uuf4,1,38.9,27.7,2025-04-19T15:33:40.792Z,2025-04-19T15:33:43Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5663161759,56,Back,5663161761,140,43.5,5663161767,213,0.94,5663161765,212,8.2,5663161763,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144669,593,1,2,76,13,3ptum5fjcgw51mqui0gu6uuf4,0,46.4,40.4,2025-04-19T15:33:43.514Z,2025-04-19T15:33:44Z,bboslspmgrlysvtol90dpfzzd,A. Muskwe,,,5663161811,155,,5663161819,212,27.5,5663161817,141,69.7,5663161815,140,64.4,5663161813,56,Center,5663161821,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144789,594,43,2,76,14,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-19T15:33:44.937Z,2025-04-19T15:38:24Z,bboslspmgrlysvtol90dpfzzd,A. Muskwe,,,5663194083,144,61,5663162383,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144823,840,1,2,76,15,ea3yd0dgq6uy6pupkpn17j5xg,1,36.0,34.2,2025-04-19T15:33:45.394Z,2025-04-19T15:33:50Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663162583,56,Back,5663162587,141,53.3,5663162585,140,33.9,5663162591,213,1.74,5663162581,3,,5663162589,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144845,841,1,2,76,20,ea3yd0dgq6uy6pupkpn17j5xg,1,32.6,63.4,2025-04-19T15:33:50.482Z,2025-04-19T15:33:51Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5663162715,56,Back,5663162717,140,30.8,5663162721,212,8.8,5663162723,213,4.50,5663162719,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144993,843,1,2,76,25,ea3yd0dgq6uy6pupkpn17j5xg,1,30.8,50.7,2025-04-19T15:33:55.634Z,2025-04-19T15:33:59Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5663163449,212,12.1,5663163451,213,0.82,5663163443,56,Back,5663163447,141,63.7,5663163445,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145059,844,1,2,76,29,ea3yd0dgq6uy6pupkpn17j5xg,1,46.3,60.6,2025-04-19T15:33:59.355Z,2025-04-19T15:34:02Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5663163843,212,13.0,5663163847,213,4.89,5663163835,56,Back,5663163837,140,48.5,5663163839,141,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145111,845,1,2,76,31,ea3yd0dgq6uy6pupkpn17j5xg,1,52.0,36.9,2025-04-19T15:34:02.129Z,2025-04-19T15:34:04Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663164081,212,26.3,5663164075,56,Right,5663164083,213,5.34,5663164077,140,66.7,5663164079,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145195,847,1,2,76,34,ea3yd0dgq6uy6pupkpn17j5xg,1,68.1,11.3,2025-04-19T15:34:04.873Z,2025-04-19T15:34:07Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5663164509,140,90.8,5663164517,212,24.4,5663164513,141,3.5,5663164505,56,Right,5663164521,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145259,848,1,2,76,37,ea3yd0dgq6uy6pupkpn17j5xg,1,88.6,4.0,2025-04-19T15:34:07.650Z,2025-04-19T15:34:10Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5663164789,212,9.1,5663164783,56,Right,5663164787,141,6.7,5663164785,140,80.1,5663164791,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145337,849,1,2,76,40,ea3yd0dgq6uy6pupkpn17j5xg,1,79.1,4.4,2025-04-19T15:34:10.321Z,2025-04-19T15:34:13Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5663165205,212,11.1,5663165203,141,19.1,5663165209,213,2.03,5663165201,140,74.4,5663165199,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145387,850,1,2,76,43,ea3yd0dgq6uy6pupkpn17j5xg,1,73.7,20.3,2025-04-19T15:34:13.825Z,2025-04-19T15:34:16Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663165517,213,5.69,5663165515,212,12.4,5663165513,141,10.1,5663165509,56,Right,5663165511,140,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145429,851,1,2,76,46,ea3yd0dgq6uy6pupkpn17j5xg,1,83.5,10.1,2025-04-19T15:34:16.706Z,2025-04-19T15:34:19Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5663165741,212,13.3,5663165739,141,8.8,5663165745,213,6.22,5663165737,140,96.1,5663165735,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145489,852,1,2,76,48,ea3yd0dgq6uy6pupkpn17j5xg,0,96.1,8.8,2025-04-19T15:34:18.898Z,2025-04-19T15:34:24Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5663166093,56,Center,5663166101,141,53.0,5663166087,2,,5663166097,140,96.5,5663166105,212,30.1,5663166109,213,1.56,5663166089,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145511,595,44,2,76,52,3ptum5fjcgw51mqui0gu6uuf4,1,3.5,45.8,2025-04-19T15:34:23.137Z,2025-04-19T15:34:26Z,b7594v117himyndjrpkval8us,E. Okereke,,,5663166217,56,Back,5663166335,233,853,5663166219,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145497,853,44,2,76,52,ea3yd0dgq6uy6pupkpn17j5xg,0,96.5,55.4,2025-04-19T15:34:23.138Z,2025-04-19T15:34:26Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5663166137,286,,5663166373,233,595,5663166135,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145527,596,12,2,76,53,3ptum5fjcgw51mqui0gu6uuf4,1,3.5,42.1,2025-04-19T15:34:23.832Z,2025-04-19T15:35:14Z,b7594v117himyndjrpkval8us,E. Okereke,,,5663166289,141,5.6,5663166319,15,,5663166291,212,26.5,5663166293,213,5.07,5663166285,56,Back,5663166287,140,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145615,854,3,2,76,59,ea3yd0dgq6uy6pupkpn17j5xg,0,88.4,94.6,2025-04-19T15:34:29.970Z,2025-04-19T15:52:26Z,9tz8pzof2v3ktjwsyt3gl18gk,L. Laine,,,5663167325,233,597,5663166775,56,Left,5663166777,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145719,597,7,2,76,59,3ptum5fjcgw51mqui0gu6uuf4,1,11.6,5.4,2025-04-19T15:34:29.971Z,2025-04-19T15:52:25Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5663167273,233,854,5663167231,56,Back,5663167233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145761,598,12,2,77,4,3ptum5fjcgw51mqui0gu6uuf4,1,10.5,3.5,2025-04-19T15:34:34.569Z,2025-04-19T15:34:36Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5663167397,141,0.0,5663167395,140,43.7,5663167393,56,Back,5663167479,167,,5663167401,213,6.18,5663167399,212,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145765,599,5,2,77,5,3ptum5fjcgw51mqui0gu6uuf4,0,42.0,-2.0,2025-04-19T15:34:35.265Z,2025-04-19T15:52:52Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5663167425,56,Back,5663167637,233,855,5663167427,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145797,855,5,2,77,5,ea3yd0dgq6uy6pupkpn17j5xg,1,58.0,102.0,2025-04-19T15:34:35.265Z,2025-04-19T15:52:52Z,9tz8pzof2v3ktjwsyt3gl18gk,L. Laine,,,5663167609,233,599,5663167603,347,,5663167601,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145859,856,1,2,77,7,ea3yd0dgq6uy6pupkpn17j5xg,1,60.7,100.0,2025-04-19T15:34:37.921Z,2025-04-19T15:34:40Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5663167879,107,,5663167901,213,4.53,5663167885,56,Left,5663167891,141,79.6,5663167889,140,58.0,5663167893,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145921,857,1,2,77,10,ea3yd0dgq6uy6pupkpn17j5xg,1,56.8,69.4,2025-04-19T15:34:40.370Z,2025-04-19T15:34:43Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5663168259,212,17.9,5663168253,56,Center,5663168255,140,62.0,5663168261,213,5.02,5663168257,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145979,858,1,2,77,12,ea3yd0dgq6uy6pupkpn17j5xg,1,62.0,44.3,2025-04-19T15:34:42.962Z,2025-04-19T15:34:46Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663168565,56,Center,5663168573,213,1.17,5663168567,140,68.6,5663168571,212,17.9,5663168569,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146119,859,1,2,77,16,ea3yd0dgq6uy6pupkpn17j5xg,1,68.6,68.5,2025-04-19T15:34:46.226Z,2025-04-19T15:34:51Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5663169199,141,95.9,5663169201,212,20.1,5663169203,213,1.19,5663169193,56,Left,5663169197,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146147,860,1,2,77,21,ea3yd0dgq6uy6pupkpn17j5xg,1,75.8,95.9,2025-04-19T15:34:51.506Z,2025-04-19T15:34:53Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5663169317,56,Center,5663169321,141,74.5,5663169319,140,64.9,5663169325,213,4.05,5663169323,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146215,861,1,2,77,22,ea3yd0dgq6uy6pupkpn17j5xg,1,66.1,73.5,2025-04-19T15:34:52.962Z,2025-04-19T15:34:55Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5663169569,213,5.05,5663169565,141,38.0,5663169567,212,25.6,5663169563,140,74.1,5663169561,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146241,862,1,2,77,25,ea3yd0dgq6uy6pupkpn17j5xg,1,75.6,35.1,2025-04-19T15:34:55.747Z,2025-04-19T15:34:57Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663169735,141,23.6,5663169737,212,9.0,5663169733,140,79.8,5663169739,213,5.23,5663169731,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146277,863,1,2,77,27,ea3yd0dgq6uy6pupkpn17j5xg,1,79.8,23.6,2025-04-19T15:34:57.202Z,2025-04-19T15:34:59Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5663169949,213,6.09,5663169941,56,Right,5663169943,140,92.7,5663169947,212,13.8,5663169945,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146287,864,1,2,77,28,ea3yd0dgq6uy6pupkpn17j5xg,0,92.7,19.7,2025-04-19T15:34:59.027Z,2025-04-19T15:35:00Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5663170021,2,,5663170025,56,Center,5663170027,140,93.6,5663170033,213,1.52,5663170029,141,45.2,5663170031,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146383,600,12,2,77,34,3ptum5fjcgw51mqui0gu6uuf4,1,7.3,62.7,2025-04-19T15:35:05.081Z,2025-04-19T15:37:57Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5663170569,212,1.9,5663170563,56,Back,5663170565,140,9.1,5663170567,141,62.6,5663170571,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146369,865,61,2,77,34,ea3yd0dgq6uy6pupkpn17j5xg,1,92.3,40.7,2025-04-19T15:35:05.082Z,2025-04-19T15:38:23Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5663170503,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146389,601,5,2,77,35,3ptum5fjcgw51mqui0gu6uuf4,1,-1.2,59.4,2025-04-19T15:35:06.010Z,2025-04-19T15:52:53Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5663172839,233,866,5663170599,346,,5663170597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146803,866,5,2,77,35,ea3yd0dgq6uy6pupkpn17j5xg,0,101.2,40.6,2025-04-19T15:35:06.010Z,2025-04-19T15:52:53Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5663172817,346,,5663172815,56,Center,5663172863,233,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146723,602,1,2,77,50,3ptum5fjcgw51mqui0gu6uuf4,1,4.8,44.9,2025-04-19T15:35:20.586Z,2025-04-19T15:35:22Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5663172403,56,Back,5663172453,189,,5663172405,140,14.2,5663172407,141,21.5,5663172415,237,,5663172411,213,5.27,5663172401,124,,5663172409,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146779,603,1,2,77,53,3ptum5fjcgw51mqui0gu6uuf4,0,22.2,14.7,2025-04-19T15:35:23.370Z,2025-04-19T15:35:24Z,b7594v117himyndjrpkval8us,E. Okereke,,,5663172677,56,Right,5663172675,155,,5663172681,141,19.1,5663172683,212,43.0,5663172685,213,0.07,5663172687,1,,5663172679,140,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146827,867,1,2,77,55,ea3yd0dgq6uy6pupkpn17j5xg,0,38.7,82.3,2025-04-19T15:35:25.715Z,2025-04-19T15:35:27Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5663172971,213,6.21,5663172961,3,,5663172963,56,Left,5663172965,140,62.2,5663172967,141,79.6,5663172969,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146839,604,61,2,77,57,3ptum5fjcgw51mqui0gu6uuf4,1,36.3,13.1,2025-04-19T15:35:27.706Z,2025-04-19T15:38:45Z,b7594v117himyndjrpkval8us,E. Okereke,,,5663173015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146913,605,1,2,77,58,3ptum5fjcgw51mqui0gu6uuf4,1,43.6,35.4,2025-04-19T15:35:29.017Z,2025-04-19T15:35:32Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5663173457,56,Back,5663173461,141,64.8,5663173459,140,38.7,5663173465,213,1.82,5663173463,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147023,606,1,2,78,3,3ptum5fjcgw51mqui0gu6uuf4,1,41.9,73.3,2025-04-19T15:35:33.241Z,2025-04-19T15:35:39Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5663174159,141,94.4,5663174161,212,28.8,5663174155,56,Left,5663174157,140,65.7,5663174163,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147071,607,1,2,78,8,3ptum5fjcgw51mqui0gu6uuf4,1,61.4,82.4,2025-04-19T15:35:39.033Z,2025-04-19T15:35:42Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5663174401,56,Center,5663174411,212,7.5,5663174409,141,74.4,5663174413,213,3.95,5663174405,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147143,608,1,2,78,13,3ptum5fjcgw51mqui0gu6uuf4,0,63.0,77.6,2025-04-19T15:35:44.088Z,2025-04-19T15:35:44Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5663174725,213,6.10,5663174715,56,Center,5663174717,140,75.8,5663174721,212,13.7,5663174719,141,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147195,868,1,2,78,14,ea3yd0dgq6uy6pupkpn17j5xg,0,20.6,27.3,2025-04-19T15:35:44.228Z,2025-04-19T15:35:47Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5663175025,212,39.8,5663175027,213,0.46,5663175023,141,53.3,5663175019,56,Center,5663175017,157,,5663175021,140,54.6,5663175029,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147265,609,1,2,78,18,3ptum5fjcgw51mqui0gu6uuf4,1,45.3,46.7,2025-04-19T15:35:49.017Z,2025-04-19T15:35:50Z,b7594v117himyndjrpkval8us,E. Okereke,,,5663175373,56,Back,5663175375,140,42.6,5663175377,141,63.7,5663175381,213,1.81,5663175379,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147281,610,1,2,78,19,3ptum5fjcgw51mqui0gu6uuf4,1,42.6,63.7,2025-04-19T15:35:49.898Z,2025-04-19T15:35:51Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5663175473,56,Center,5663175475,140,51.1,5663175477,141,69.0,5663175481,213,0.38,5663175479,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147307,611,1,2,78,20,3ptum5fjcgw51mqui0gu6uuf4,1,51.1,69.0,2025-04-19T15:35:51.001Z,2025-04-19T15:35:52Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5663175593,140,37.1,5663175597,212,26.8,5663175595,141,36.1,5663175623,156,,5663175591,56,Back,5663175599,213,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147381,612,1,2,78,22,3ptum5fjcgw51mqui0gu6uuf4,1,37.1,36.1,2025-04-19T15:35:52.793Z,2025-04-19T15:35:56Z,b7594v117himyndjrpkval8us,E. Okereke,,,5663176023,56,Back,5663176025,140,18.9,5663176027,141,47.8,5663176029,212,20.7,5663176031,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147479,613,1,2,78,26,3ptum5fjcgw51mqui0gu6uuf4,1,18.7,53.3,2025-04-19T15:35:56.282Z,2025-04-19T15:36:00Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5663176475,141,90.0,5663176477,212,36.9,5663176473,140,44.6,5663176481,1,,5663176469,155,,5663176471,56,Back,5663176479,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147585,614,1,2,78,30,3ptum5fjcgw51mqui0gu6uuf4,0,53.8,88.7,2025-04-19T15:36:00.730Z,2025-04-19T15:36:06Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5663177131,212,25.4,5663177129,141,100.0,5663177133,213,0.32,5663177123,155,,5663177125,56,Left,5663177127,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147577,869,56,2,78,35,ea3yd0dgq6uy6pupkpn17j5xg,1,26.1,3.7,2025-04-19T15:36:05.331Z,2025-04-19T15:36:09Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5663177081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147591,615,5,2,78,35,3ptum5fjcgw51mqui0gu6uuf4,0,77.2,101.0,2025-04-19T15:36:05.915Z,2025-04-19T15:52:53Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5663177695,233,870,5663177177,347,,5663177171,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147649,870,5,2,78,35,ea3yd0dgq6uy6pupkpn17j5xg,1,22.8,-1.0,2025-04-19T15:36:05.915Z,2025-04-19T15:52:53Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5663177531,347,,5663177529,56,Back,5663177665,233,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147909,871,18,2,78,51,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-19T15:36:21.623Z,2025-04-19T15:36:22Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663179015,55,872,5663178931,44,Midfielder,5663178933,59,8,5663178929,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147915,872,19,2,78,51,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-19T15:36:21.624Z,2025-04-19T15:36:22Z,2tnl1pjxxg2n4564fz9hcdsoa,M. Könkkölä,,,5663178965,292,7,5663178967,293,3,5663178963,59,20,5663178971,55,871,5663178969,44,Midfielder,5663178961,145,4,5663178957,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148069,873,18,2,78,58,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-19T15:36:28.985Z,2025-04-19T15:36:30Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5663179803,42,,5663179807,59,7,5663179805,44,Forward,5663179859,55,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148073,874,19,2,78,58,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-19T15:36:28.986Z,2025-04-19T15:36:30Z,6l2pjfuvjdnb6vkv4b0eb8mc4,A. Machaal,,,5663179833,145,11,5663179835,59,33,5663179837,292,8,5663179843,55,873,5663179841,44,Forward,5663179827,42,,5663179839,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148263,876,1,2,79,2,ea3yd0dgq6uy6pupkpn17j5xg,1,22.1,0.0,2025-04-19T15:36:32.643Z,2025-04-19T15:38:49Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5663180761,213,1.68,5663180757,141,21.5,5663180755,140,20.5,5663180753,56,Back,5663197321,107,,5663180759,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148389,877,1,2,79,7,ea3yd0dgq6uy6pupkpn17j5xg,1,26.5,37.3,2025-04-19T15:36:38.147Z,2025-04-19T15:36:46Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5663181527,212,24.0,5663181515,140,34.9,5663181521,141,70.2,5663181531,213,1.20,5663181509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148429,878,1,2,79,16,ea3yd0dgq6uy6pupkpn17j5xg,1,57.9,77.8,2025-04-19T15:36:46.275Z,2025-04-19T15:36:47Z,6l2pjfuvjdnb6vkv4b0eb8mc4,A. Machaal,,,5663181737,213,5.20,5663181735,212,4.9,5663181729,56,Center,5663181733,141,71.4,5663181731,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148503,879,1,2,79,17,ea3yd0dgq6uy6pupkpn17j5xg,1,60.1,71.4,2025-04-19T15:36:47.539Z,2025-04-19T15:36:50Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5663182123,56,Center,5663182125,140,54.3,5663182127,141,75.6,5663182129,212,6.7,5663182131,213,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148647,880,1,2,79,21,ea3yd0dgq6uy6pupkpn17j5xg,1,58.7,71.2,2025-04-19T15:36:52.131Z,2025-04-19T15:36:57Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5663183019,212,17.4,5663183017,141,46.0,5663183015,140,61.8,5663183013,56,Center,5663183021,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148697,881,1,2,79,26,ea3yd0dgq6uy6pupkpn17j5xg,0,64.3,42.1,2025-04-19T15:36:56.805Z,2025-04-19T15:36:58Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5663183239,213,0.72,5663183223,56,Center,5663183233,141,65.8,5663183237,212,24.5,5663183229,140,81.9,5663183219,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148745,616,12,2,79,29,3ptum5fjcgw51mqui0gu6uuf4,1,12.8,33.0,2025-04-19T15:36:59.321Z,2025-04-19T15:37:00Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5663183475,213,0.43,5663183473,212,14.3,5663183505,15,,5663183469,140,25.2,5663183467,56,Back,5663183471,141,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148829,618,1,2,79,30,3ptum5fjcgw51mqui0gu6uuf4,1,25.2,41.8,2025-04-19T15:37:01.129Z,2025-04-19T15:37:03Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5663183887,56,Back,5663183891,141,8.8,5663183889,140,33.9,5663183895,213,5.10,5663183893,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148847,619,3,2,79,32,3ptum5fjcgw51mqui0gu6uuf4,0,33.9,8.8,2025-04-19T15:37:02.969Z,2025-04-19T15:37:03Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5663184011,56,Back,5663184039,211,,5663184013,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148939,882,4,2,79,35,ea3yd0dgq6uy6pupkpn17j5xg,1,57.0,95.6,2025-04-19T15:37:05.912Z,2025-04-19T15:37:11Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5663184747,294,,5663184745,13,,5663184753,286,,5663184749,56,Left,5663184751,152,,5663184767,233,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148921,620,4,2,79,35,3ptum5fjcgw51mqui0gu6uuf4,0,43.0,4.4,2025-04-19T15:37:05.913Z,2025-04-19T15:37:10Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5663184625,56,Back,5663184627,152,,5663184623,294,,5663184629,285,,5663184807,233,882,5663184621,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
