id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2823332689,704,1,2,77,56,duspptyvnr5kpx2iko5gerhnz,1,67.5,93.8,2025-06-18T19:39:17.960Z,2025-06-18T19:39:20Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5775010885,213,3.33,5775010881,141,89.6,5775010877,56,Left,5775010879,140,52.9,5775010883,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823332699,705,1,2,77,58,duspptyvnr5kpx2iko5gerhnz,1,56.2,90.6,2025-06-18T19:39:20.472Z,2025-06-18T19:39:24Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5775010925,141,38.3,5775010931,1,,5775010921,56,Center,5775010927,212,35.7,5775010929,213,4.63,5775010923,140,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823332721,706,1,2,78,2,duspptyvnr5kpx2iko5gerhnz,1,54.6,37.0,2025-06-18T19:39:24.048Z,2025-06-18T19:39:28Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5775011053,212,29.1,5775011051,141,7.3,5775011047,56,Right,5775011049,140,74.6,5775011055,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823332737,707,1,2,78,6,duspptyvnr5kpx2iko5gerhnz,1,73.5,8.9,2025-06-18T19:39:28.072Z,2025-06-18T19:39:30Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,5775011143,141,19.1,5775011139,56,Right,5775011141,140,67.6,5775011147,213,2.30,5775011145,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823332745,708,1,2,78,8,duspptyvnr5kpx2iko5gerhnz,1,67.6,18.9,2025-06-18T19:39:30.288Z,2025-06-18T19:39:32Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5775011197,56,Center,5775011199,140,61.6,5775011203,212,9.7,5775011205,213,2.28,5775011201,141,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823332773,709,1,2,78,10,duspptyvnr5kpx2iko5gerhnz,1,61.6,30.4,2025-06-18T19:39:32.353Z,2025-06-18T19:39:36Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5775011355,213,5.63,5775011349,140,81.9,5775011347,56,Right,5775011351,141,6.2,5775011345,155,,5775011353,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823332795,710,1,2,78,15,duspptyvnr5kpx2iko5gerhnz,1,83.7,7.9,2025-06-18T19:39:36.856Z,2025-06-18T19:39:39Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5775011465,141,18.8,5775011459,3,,5775011469,213,0.57,5775011461,56,Right,5775011467,212,13.7,5775011463,140,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823332801,711,1,2,78,18,duspptyvnr5kpx2iko5gerhnz,0,99.0,17.6,2025-06-18T19:39:39.856Z,2025-06-18T19:39:41Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,5775011493,56,Center,5775011499,212,9.3,5775011497,141,30.7,5775011489,2,,5775011501,213,1.85,5775011495,140,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823332831,645,61,2,78,18,3cbke8cbou2ms925872vk6dwx,1,3.2,73.8,2025-06-18T19:39:40.565Z,2025-06-18T19:39:49Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,5775011665,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823332839,646,6,2,78,20,3cbke8cbou2ms925872vk6dwx,0,1.2,73.0,2025-06-18T19:39:42.584Z,2025-06-18T19:52:05Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,5775011715,56,Back,5775011717,73,,5775011739,233,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823332823,712,6,2,78,20,duspptyvnr5kpx2iko5gerhnz,1,98.8,27.0,2025-06-18T19:39:42.584Z,2025-06-18T19:52:05Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,5775011637,56,Center,5775011639,75,,5775011719,233,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333023,713,1,2,78,49,duspptyvnr5kpx2iko5gerhnz,0,99.5,0.5,2025-06-18T19:40:11.746Z,2025-06-18T19:40:14Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,5775012623,140,95.2,5775012633,1,,5775012613,2,,5775012627,212,37.8,5775012621,56,Center,5775012615,6,,5775012629,213,1.69,5775012625,141,55.7,5775012619,223,,5775012617,155,,,,,,,,,,,,,,,,,,,,,,
2823333031,647,12,2,78,54,3cbke8cbou2ms925872vk6dwx,1,7.9,39.2,2025-06-18T19:40:15.798Z,2025-06-18T19:43:39Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,5775012699,213,6.07,5775012697,212,21.0,5775012691,56,Back,5775012695,141,32.7,5775012711,15,,5775012693,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333045,714,1,2,78,55,duspptyvnr5kpx2iko5gerhnz,1,76.2,69.1,2025-06-18T19:40:17.264Z,2025-06-18T19:40:19Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5775012783,56,Center,5775012787,141,45.1,5775012789,212,17.0,5775012791,213,4.43,5775012785,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333049,715,1,2,78,57,duspptyvnr5kpx2iko5gerhnz,1,73.9,42.4,2025-06-18T19:40:19.112Z,2025-06-18T19:40:21Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,5775012823,213,4.91,5775012819,141,17.1,5775012817,140,77.2,5775012821,212,17.5,5775012815,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333059,716,1,2,79,0,duspptyvnr5kpx2iko5gerhnz,1,77.2,17.1,2025-06-18T19:40:21.784Z,2025-06-18T19:40:25Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,5775012893,141,27.6,5775012889,56,Center,5775012897,213,0.51,5775012891,140,89.5,5775012895,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333063,717,1,2,79,3,duspptyvnr5kpx2iko5gerhnz,0,96.1,31.0,2025-06-18T19:40:25.376Z,2025-06-18T19:40:28Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,5775012909,141,39.1,5775012907,140,91.5,5775012913,213,2.29,5775012905,56,Center,5775013039,195,,5775012911,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333075,648,12,2,79,4,3cbke8cbou2ms925872vk6dwx,1,5.9,65.5,2025-06-18T19:40:26.614Z,2025-06-18T19:40:27Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5775012997,167,,5775012963,212,10.3,5775012959,140,0.0,5775012957,56,Back,5775012961,141,76.9,5775012965,213,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333081,649,6,2,79,5,3cbke8cbou2ms925872vk6dwx,0,0.0,75.8,2025-06-18T19:40:27.255Z,2025-06-18T19:40:33Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5775013035,73,,5775013219,233,718,5775013033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333105,718,6,2,79,5,duspptyvnr5kpx2iko5gerhnz,1,100.0,24.2,2025-06-18T19:40:27.255Z,2025-06-18T19:52:05Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,5775013165,75,,5775013163,56,Center,5775013199,233,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333241,719,1,2,79,26,duspptyvnr5kpx2iko5gerhnz,0,99.5,0.5,2025-06-18T19:40:48.472Z,2025-06-18T19:40:53Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,5775013863,1,,5775013853,56,Center,5775013845,2,,5775013859,212,45.3,5775013861,213,1.83,5775013851,223,,5775013857,141,64.8,5775013847,6,,5775013855,140,88.4,5775013849,155,,,,,,,,,,,,,,,,,,,,,,
2823333253,650,44,2,79,30,3cbke8cbou2ms925872vk6dwx,1,11.3,36.4,2025-06-18T19:40:52.422Z,2025-06-18T19:52:19Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,5775013899,285,,5775013905,233,720,5775013897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333243,720,44,2,79,30,duspptyvnr5kpx2iko5gerhnz,0,88.7,63.6,2025-06-18T19:40:52.423Z,2025-06-18T19:52:19Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5775013867,56,Center,5775013869,286,,5775013925,233,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333259,651,12,2,79,31,3cbke8cbou2ms925872vk6dwx,1,11.2,35.8,2025-06-18T19:40:52.832Z,2025-06-18T19:44:17Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,5775013953,213,5.79,5775013945,56,Back,5775013951,212,1.4,5775013957,15,,5775013947,140,12.4,5775013949,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334255,741,61,2,79,32,duspptyvnr5kpx2iko5gerhnz,1,88.3,69.9,2025-06-18T19:40:54.575Z,2025-06-18T19:44:34Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5775020165,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333271,721,3,2,79,37,duspptyvnr5kpx2iko5gerhnz,0,87.1,87.8,2025-06-18T19:40:59.223Z,2025-06-18T19:41:00Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5775014025,286,,5775014039,211,,5775014023,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333275,652,5,2,79,38,3cbke8cbou2ms925872vk6dwx,1,-1.5,33.9,2025-06-18T19:41:00.134Z,2025-06-18T19:52:28Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,5775014041,56,Back,5775014043,346,,5775014061,233,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333279,722,5,2,79,38,duspptyvnr5kpx2iko5gerhnz,0,101.5,66.1,2025-06-18T19:41:00.134Z,2025-06-18T19:52:29Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5775014059,346,,5775014057,56,Center,5775014065,233,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333457,653,1,2,80,7,3cbke8cbou2ms925872vk6dwx,1,4.9,62.1,2025-06-18T19:41:29.605Z,2025-06-18T19:41:33Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5775015109,141,50.7,5775015107,140,3.3,5775015113,213,4.50,5775015105,56,Back,5775015103,124,,5775015117,237,,5775015111,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333485,654,1,2,80,11,3cbke8cbou2ms925872vk6dwx,1,5.7,50.4,2025-06-18T19:41:33.128Z,2025-06-18T19:41:40Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,5775015245,140,68.5,5775015253,1,,5775015251,213,6.19,5775015243,56,Center,5775015241,157,,5775015247,141,41.6,5775015249,212,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333493,655,1,2,80,18,3cbke8cbou2ms925872vk6dwx,1,68.5,41.6,2025-06-18T19:41:40.294Z,2025-06-18T19:41:43Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,5775015285,141,20.9,5775015289,213,5.22,5775015281,56,Right,5775015287,212,16.1,5775015283,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333495,656,1,2,80,21,3cbke8cbou2ms925872vk6dwx,0,81.1,10.1,2025-06-18T19:41:43.575Z,2025-06-18T19:41:45Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,5775015299,140,85.1,5775015295,155,,5775015293,2,,5775015297,56,Right,5775015329,286,,5775015303,212,7.4,5775015325,233,725,5775015323,236,,5775015301,141,19.1,5775015305,213,,,,,,0.97,,,,,,,,,,,,,,,,
2823333499,725,12,2,80,21,duspptyvnr5kpx2iko5gerhnz,1,12.1,75.6,2025-06-18T19:41:43.675Z,2025-06-18T19:41:45Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,5775015321,56,Back,5775015331,233,656,5775015319,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333501,657,6,2,80,23,3cbke8cbou2ms925872vk6dwx,1,95.4,26.5,2025-06-18T19:41:45.575Z,2025-06-18T19:52:06Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,5775015347,56,Center,5775015349,75,,5775015381,233,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333509,726,6,2,80,23,duspptyvnr5kpx2iko5gerhnz,0,4.6,73.5,2025-06-18T19:41:45.575Z,2025-06-18T19:52:06Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,5775015377,56,Back,5775015379,73,,5775015385,233,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333645,658,1,2,80,51,3cbke8cbou2ms925872vk6dwx,0,99.5,0.5,2025-06-18T19:42:13.703Z,2025-06-18T19:45:52Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,5775016201,213,1.87,5775016183,2,,5775016193,140,91.3,5775016185,6,,5775016195,141,42.1,5775016187,155,,5775016197,212,29.6,5775016191,56,Center,5775016189,223,,,,,,,,,,,,,,,,,,,,,,,,,
2823333643,727,61,2,80,54,duspptyvnr5kpx2iko5gerhnz,1,9.8,51.8,2025-06-18T19:42:16.267Z,2025-06-18T19:45:45Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5775016181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333649,659,61,2,80,54,3cbke8cbou2ms925872vk6dwx,1,91.3,42.1,2025-06-18T19:42:16.478Z,2025-06-18T19:45:47Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,5775016213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333737,729,1,2,81,0,duspptyvnr5kpx2iko5gerhnz,1,30.9,72.7,2025-06-18T19:42:22.527Z,2025-06-18T19:42:30Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5775016679,140,36.2,5775016681,141,81.7,5775016677,56,Back,5775016685,213,0.83,5775016683,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333747,730,1,2,81,8,duspptyvnr5kpx2iko5gerhnz,0,86.4,80.2,2025-06-18T19:42:30.431Z,2025-06-18T19:42:32Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,5775016801,236,,5775016807,286,,5775016753,213,4.61,5775016803,233,660,5775016745,56,Center,5775016751,212,2.0,5775016741,2,,5775016747,140,86.2,5775016749,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,
2823333749,660,12,2,81,8,3cbke8cbou2ms925872vk6dwx,1,11.0,22.1,2025-06-18T19:42:30.531Z,2025-06-18T19:42:32Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,5775016759,56,Back,5775016815,233,730,5775016757,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333761,661,6,2,81,10,3cbke8cbou2ms925872vk6dwx,0,6.2,21.2,2025-06-18T19:42:32.358Z,2025-06-18T19:42:37Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,5775016831,56,Back,5775016833,73,,5775016905,233,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333765,731,6,2,81,10,duspptyvnr5kpx2iko5gerhnz,1,93.8,78.8,2025-06-18T19:42:32.358Z,2025-06-18T19:52:06Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,5775016857,73,,5775016855,56,Center,5775016875,233,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333909,732,1,2,81,44,duspptyvnr5kpx2iko5gerhnz,0,99.5,99.5,2025-06-18T19:43:05.977Z,2025-06-18T19:43:09Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5775017759,141,49.7,5775017757,140,91.2,5775017761,212,35.0,5775017751,155,,5775017747,2,,5775017765,1,,5775017755,56,Center,5775017749,6,,5775017753,223,,5775017763,213,,,,,,4.46,,,,,,,,,,,,,,,,
2823333913,662,61,2,81,49,3cbke8cbou2ms925872vk6dwx,1,8.8,48.4,2025-06-18T19:43:10.919Z,2025-06-18T19:46:46Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,5775017781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333941,733,1,2,81,49,duspptyvnr5kpx2iko5gerhnz,1,89.2,27.9,2025-06-18T19:43:11.551Z,2025-06-18T19:43:13Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5775017971,212,18.1,5775017965,56,Center,5775017967,140,72.0,5775017973,213,3.06,5775017969,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333961,734,1,2,81,52,duspptyvnr5kpx2iko5gerhnz,0,73.5,18.6,2025-06-18T19:43:13.871Z,2025-06-18T19:44:07Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,5775018103,213,1.00,5775019449,1,,5775018093,155,,5775018101,212,32.2,5775018095,56,Center,5775018099,141,58.4,5775018091,2,,5775018097,140,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823333967,663,43,2,81,54,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-06-18T19:43:16.198Z,2025-06-18T19:43:36Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,5775018141,212,13.7,5775018159,15,0,5775018783,144,12,5775018139,141,56.1,5775018137,140,18.9,5775018143,213,0.21,5775018135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334019,664,4,2,81,59,3cbke8cbou2ms925872vk6dwx,1,10.0,43.6,2025-06-18T19:43:20.901Z,2025-06-18T19:47:00Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,5775018427,233,735,5775018385,285,,5775018379,56,Back,5775018377,13,,5775018381,152,,5775023931,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334009,735,4,2,81,59,duspptyvnr5kpx2iko5gerhnz,0,90.0,56.4,2025-06-18T19:43:20.902Z,2025-06-18T19:48:57Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5775018447,233,664,5775018359,56,Center,5775024021,264,,5775018361,152,,5775018355,13,,5775018363,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334163,665,1,2,82,32,3cbke8cbou2ms925872vk6dwx,0,13.2,48.8,2025-06-18T19:43:53.944Z,2025-06-18T19:43:58Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,5775019183,56,Center,5775019193,1,,5775019175,5,,5775019185,140,87.2,5775019239,189,,5775019177,157,,5775019187,141,38.0,5775019181,152,,5775019191,213,6.19,5775019189,212,,,,,,78.0,,,,,,,,,,,,,,,,
2823334229,738,1,2,82,51,duspptyvnr5kpx2iko5gerhnz,1,7.5,45.1,2025-06-18T19:44:13.126Z,2025-06-18T19:44:15Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,5775019623,141,48.4,5775019629,1,,5775019627,213,0.04,5775019621,140,62.7,5775019617,155,,5775019619,56,Center,5775019625,212,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334237,739,1,2,82,53,duspptyvnr5kpx2iko5gerhnz,1,62.7,48.4,2025-06-18T19:44:15.206Z,2025-06-18T19:44:17Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5775019663,140,68.9,5775019665,141,44.2,5775019669,213,5.87,5775019667,212,7.1,5775019661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334243,740,1,2,82,55,duspptyvnr5kpx2iko5gerhnz,0,68.9,44.2,2025-06-18T19:44:17.079Z,2025-06-18T19:44:19Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,5775019713,233,666,5775019691,140,70.1,5775019697,213,5.39,5775019689,56,Center,5775019695,212,2.0,5775019693,141,41.9,5775019717,286,,5775019711,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334233,666,74,2,82,55,3cbke8cbou2ms925872vk6dwx,1,30.2,53.6,2025-06-18T19:44:17.080Z,2025-06-18T19:44:18Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5775019647,285,,5775019721,233,740,5775019645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334269,742,1,2,82,59,duspptyvnr5kpx2iko5gerhnz,1,71.5,13.2,2025-06-18T19:44:21.494Z,2025-06-18T19:44:22Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,5775019851,213,5.68,5775019845,140,79.6,5775019849,212,10.3,5775019843,56,Right,5775019847,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334283,743,1,2,83,0,duspptyvnr5kpx2iko5gerhnz,1,80.0,4.4,2025-06-18T19:44:22.606Z,2025-06-18T19:44:25Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5775019915,141,15.9,5775019919,213,1.60,5775019911,56,Right,5775019917,212,7.8,5775019913,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334289,744,3,2,83,1,duspptyvnr5kpx2iko5gerhnz,0,71.8,22.8,2025-06-18T19:44:23.535Z,2025-06-18T19:52:10Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5775027749,233,667,5775019949,56,Center,5775019951,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334275,667,7,2,83,1,3cbke8cbou2ms925872vk6dwx,0,28.2,77.2,2025-06-18T19:44:23.536Z,2025-06-18T19:52:09Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,5775027745,233,744,5775027743,285,,5775019883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823335629,795,61,2,83,2,duspptyvnr5kpx2iko5gerhnz,1,73.6,26.6,2025-06-18T19:44:23.854Z,2025-06-18T19:50:05Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5775027987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334295,668,1,2,83,5,3cbke8cbou2ms925872vk6dwx,1,20.1,72.7,2025-06-18T19:44:27.014Z,2025-06-18T19:44:28Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5775019983,140,19.0,5775019985,141,80.9,5775019989,213,1.78,5775019981,56,Back,5775019987,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334309,670,1,2,83,6,3cbke8cbou2ms925872vk6dwx,1,18.8,80.8,2025-06-18T19:44:28.279Z,2025-06-18T19:44:29Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,5775020033,141,64.3,5775020031,140,20.7,5775020037,213,4.89,5775020035,212,11.4,5775020029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334341,671,1,2,83,7,3cbke8cbou2ms925872vk6dwx,1,20.7,64.3,2025-06-18T19:44:29.528Z,2025-06-18T19:44:36Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,5775020185,140,54.4,5775020181,155,,5775020187,141,24.6,5775020189,212,44.5,5775020191,213,5.63,5775020183,56,Center,5775020193,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334349,672,3,2,83,14,3cbke8cbou2ms925872vk6dwx,1,57.6,22.0,2025-06-18T19:44:35.926Z,2025-06-18T19:52:12Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,5775020217,286,,5775020245,233,745,5775020215,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334345,745,45,2,83,14,duspptyvnr5kpx2iko5gerhnz,0,42.4,78.0,2025-06-18T19:44:35.926Z,2025-06-18T19:52:12Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,5775020255,233,672,5775020199,285,,5775020197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334377,673,1,2,83,15,3cbke8cbou2ms925872vk6dwx,1,60.4,31.8,2025-06-18T19:44:37.543Z,2025-06-18T19:45:03Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,1.0,5775020365,56,Center,5775020367,140,86.4,5775020373,213,0.67,5775020369,141,63.7,5775020753,210,15,5775020375,1,,5775020371,212,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823334379,674,15,2,83,20,3cbke8cbou2ms925872vk6dwx,1,84.3,65.0,2025-06-18T19:44:41.782Z,2025-06-19T08:23:19Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,5775020383,56,Center,5775020777,103,7.0,5775020651,20,,5775020769,29,,5775020381,64,,5775020793,233,746,5775020379,22,,5775020779,215,,5775020781,146,99.1,5775020771,55,5775020775,102,46.9,5775020767,80,673,,5775020783,147,49.5,,,,,,,,,,,,
2823334375,746,10,2,83,20,duspptyvnr5kpx2iko5gerhnz,1,2.6,46.4,2025-06-18T19:44:41.882Z,2025-06-18T19:45:16Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,5775020359,56,Back,5775020641,179,,5775020797,233,674,5775020357,182,,5775020639,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
