id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2806361509,571,1,2,69,30,8sy0cxovuxo76tuoas3uo55xj,1,90.7,6.7,2025-04-26T15:27:11.943Z,2025-04-26T15:27:54Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680825231,141,4.0,5680825233,212,7.2,5680825227,56,Right,5680825235,213,3.40,5680825229,140,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806361529,572,1,2,69,31,8sy0cxovuxo76tuoas3uo55xj,0,85.3,4.0,2025-04-26T15:27:12.187Z,2025-04-26T15:27:54Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5680825321,213,5.83,5680825317,141,0.0,5680825315,140,92.4,5680825313,56,Right,5680825319,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806361541,573,5,2,69,33,8sy0cxovuxo76tuoas3uo55xj,0,91.2,-1.6,2025-04-26T15:27:14.913Z,2025-04-26T16:04:41Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5680825361,56,Right,5680825363,347,,5680825477,233,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806361515,636,5,2,69,33,7efqk7uh63928il0yffxijnv7,1,8.8,101.6,2025-04-26T15:27:14.913Z,2025-04-26T16:04:41Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680825261,347,,5680825449,233,573,5680825259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806361975,637,1,2,69,47,7efqk7uh63928il0yffxijnv7,0,19.3,100.0,2025-04-26T15:27:28.542Z,2025-04-26T15:27:32Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680827493,107,,5680827503,213,5.86,5680827501,212,16.6,5680827495,56,Back,5680827499,141,92.1,5680827497,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806362019,638,4,2,69,51,7efqk7uh63928il0yffxijnv7,1,35.8,90.8,2025-04-26T15:27:32.612Z,2025-04-26T15:28:08Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680828043,13,,5680828045,294,,5680828051,286,,5680828049,152,,5680828047,56,Back,5680828261,233,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806362023,574,4,2,69,51,8sy0cxovuxo76tuoas3uo55xj,0,64.2,9.2,2025-04-26T15:27:32.613Z,2025-04-26T15:28:08Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5680828217,152,,5680828219,285,,5680830187,233,638,5680828215,56,Right,5680828213,294,,5680828211,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806362501,639,1,2,69,59,7efqk7uh63928il0yffxijnv7,1,30.0,81.2,2025-04-26T15:27:40.312Z,2025-04-26T15:27:53Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5680830325,212,16.6,5680830313,5,,5680830321,141,59.3,5680830315,152,,5680830319,140,37.0,5680830317,56,Back,5680830329,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806362521,640,1,2,70,1,7efqk7uh63928il0yffxijnv7,1,37.1,55.2,2025-04-26T15:27:42.737Z,2025-04-26T15:27:54Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5680830515,213,5.26,5680830507,56,Right,5680830511,141,12.9,5680830513,212,33.7,5680830509,140,53.9,5680830517,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806362545,641,1,2,70,4,7efqk7uh63928il0yffxijnv7,1,55.3,11.7,2025-04-26T15:27:45.768Z,2025-04-26T15:27:55Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680830665,140,55.4,5680830667,141,33.0,5680830663,56,Center,5680830669,212,14.5,5680830671,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806362557,642,61,2,70,8,7efqk7uh63928il0yffxijnv7,0,57.4,30.6,2025-04-26T15:27:49.409Z,2025-04-26T15:27:55Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5680830731,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806362587,575,4,2,70,9,8sy0cxovuxo76tuoas3uo55xj,1,42.4,69.0,2025-04-26T15:27:50.720Z,2025-04-26T15:27:58Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5680830913,56,Back,5680830919,265,,5680830911,13,,5680830961,233,643,5680830921,286,,5680830917,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806362571,643,4,2,70,9,7efqk7uh63928il0yffxijnv7,0,57.6,31.0,2025-04-26T15:27:50.721Z,2025-04-26T15:27:58Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5680831013,233,575,5680830833,56,Center,5680830831,13,,5680830835,152,,5680830839,285,,5680830837,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363009,576,1,2,70,29,8sy0cxovuxo76tuoas3uo55xj,0,42.1,68.4,2025-04-26T15:28:10.848Z,2025-04-26T15:28:16Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5680833339,141,70.0,5680833337,140,100.0,5680833329,5,,5680833331,157,,5680833341,212,61.9,5680833333,152,,5680833343,213,0.02,5680833335,56,Center,5680833345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363023,645,56,2,70,36,7efqk7uh63928il0yffxijnv7,1,14.8,29.2,2025-04-26T15:28:17.249Z,2025-04-26T15:28:17Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5680833403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363035,577,5,2,70,37,8sy0cxovuxo76tuoas3uo55xj,0,101.2,67.6,2025-04-26T15:28:18.494Z,2025-04-26T16:04:42Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5680833469,346,,5680833467,56,Center,5680833647,233,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363051,646,5,2,70,37,7efqk7uh63928il0yffxijnv7,1,-1.2,32.4,2025-04-26T15:28:18.494Z,2025-04-26T15:28:23Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5680833545,56,Back,5680833585,233,577,5680833549,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363325,647,1,2,70,43,7efqk7uh63928il0yffxijnv7,1,4.8,48.2,2025-04-26T15:28:24.333Z,2025-04-26T15:28:31Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5680834995,124,,5680835001,141,76.1,5680835003,212,20.3,5680835005,213,1.21,5680835009,237,,5680834997,56,Back,5680834999,140,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363339,648,1,2,70,49,7efqk7uh63928il0yffxijnv7,0,15.3,84.8,2025-04-26T15:28:30.852Z,2025-04-26T15:28:31Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5680835095,157,,5680835103,212,43.0,5680835101,141,61.7,5680835097,56,Center,5680835107,213,5.91,5680835099,140,53.4,5680835111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363431,578,1,2,70,50,8sy0cxovuxo76tuoas3uo55xj,0,45.5,36.3,2025-04-26T15:28:31.932Z,2025-04-26T15:28:34Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5680835609,56,Center,5680835611,140,77.0,5680835613,141,43.3,5680835607,157,,5680835615,212,33.4,5680835619,1,,5680835617,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363493,649,1,2,70,53,7efqk7uh63928il0yffxijnv7,1,22.7,53.6,2025-04-26T15:28:34.001Z,2025-04-26T15:28:35Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5680835885,141,54.3,5680835873,3,,5680835881,140,15.3,5680835887,212,7.8,5680835879,56,Back,5680835889,213,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363523,651,1,2,70,54,7efqk7uh63928il0yffxijnv7,1,15.3,54.3,2025-04-26T15:28:35.857Z,2025-04-26T15:28:38Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5680836093,287,,5680836077,212,27.6,5680836079,213,5.25,5680836075,141,19.4,5680836071,56,Back,5680836073,140,28.8,5680836069,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363629,652,1,2,70,57,7efqk7uh63928il0yffxijnv7,1,29.6,16.2,2025-04-26T15:28:38.609Z,2025-04-26T15:28:43Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680836647,141,6.7,5680836651,213,5.90,5680836645,140,44.9,5680836643,56,Back,5680836649,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363635,653,61,2,71,2,7efqk7uh63928il0yffxijnv7,0,45.0,6.8,2025-04-26T15:28:43.213Z,2025-04-26T15:28:43Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680836669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363751,580,1,2,71,3,8sy0cxovuxo76tuoas3uo55xj,1,40.2,91.7,2025-04-26T15:28:43.976Z,2025-04-26T15:28:46Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5680837279,56,Back,5680837287,213,3.07,5680837281,140,23.6,5680837283,141,93.5,5680837285,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363775,581,1,2,71,5,8sy0cxovuxo76tuoas3uo55xj,0,23.6,93.5,2025-04-26T15:28:46.248Z,2025-04-26T15:28:47Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5680837443,157,,5680837455,1,,5680837453,213,0.21,5680837553,233,654,5680837451,212,4.3,5680837551,236,,5680837445,56,Back,5680837557,286,,5680837449,141,94.8,5680837447,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363765,654,74,2,71,5,7efqk7uh63928il0yffxijnv7,1,67.4,13.4,2025-04-26T15:28:46.249Z,2025-04-26T15:28:48Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680837389,285,,5680837597,233,581,5680837387,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363835,582,5,2,71,7,8sy0cxovuxo76tuoas3uo55xj,1,25.0,101.0,2025-04-26T15:28:47.998Z,2025-04-26T16:04:42Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5680837755,347,,5680837829,233,655,5680837753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363821,655,5,2,71,7,7efqk7uh63928il0yffxijnv7,0,75.0,-1.0,2025-04-26T15:28:47.998Z,2025-04-26T16:04:42Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680837703,347,,5680837915,233,582,5680837701,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806363849,583,43,2,71,7,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-26T15:28:48.868Z,2025-04-26T15:29:01Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5680839199,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806364267,584,1,2,71,26,8sy0cxovuxo76tuoas3uo55xj,0,23.7,100.0,2025-04-26T15:29:07.396Z,2025-04-26T15:29:09Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5680840309,140,51.7,5680840319,213,6.15,5680840313,141,96.0,5680840305,107,,5680840317,212,29.7,5680840321,1,,5680840307,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806364361,656,1,2,71,30,7efqk7uh63928il0yffxijnv7,0,43.7,8.5,2025-04-26T15:29:11.353Z,2025-04-26T15:29:12Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5680840887,212,21.5,5680840879,3,,5680840889,213,5.95,5680840885,141,0.0,5680840883,140,63.1,5680840881,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806364365,585,5,2,71,30,8sy0cxovuxo76tuoas3uo55xj,1,34.4,101.8,2025-04-26T15:29:11.853Z,2025-04-26T16:04:42Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5680840895,56,Back,5680840897,347,,5680841003,233,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806364373,657,5,2,71,30,7efqk7uh63928il0yffxijnv7,0,65.6,-1.8,2025-04-26T15:29:11.853Z,2025-04-26T16:04:43Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5680840923,56,Right,5680841045,233,585,5680840927,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806364695,587,1,2,71,43,8sy0cxovuxo76tuoas3uo55xj,1,38.6,100.0,2025-04-26T15:29:24.100Z,2025-04-26T15:29:27Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5680842683,107,,5680842699,213,6.11,5680842701,1,,5680842697,212,28.1,5680842691,140,65.0,5680842687,56,Left,5680842695,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806364727,588,1,2,71,46,8sy0cxovuxo76tuoas3uo55xj,1,65.2,94.5,2025-04-26T15:29:27.260Z,2025-04-26T15:29:50Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5680842893,213,6.18,5680842889,212,9.6,5680842879,141,93.0,5680842859,168,,5680842867,56,Left,5680842871,140,74.3,5680842853,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806364873,589,4,2,71,52,8sy0cxovuxo76tuoas3uo55xj,1,89.8,72.4,2025-04-26T15:29:33.783Z,2025-04-26T15:30:39Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5680844449,56,Center,5680853877,348,8igk37zt3ixjxdtr1t9kwfnit,5680844967,233,658,5680844447,294,,5680844455,286,,5680844443,9,,5680844445,13,,5680844451,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806364899,658,4,2,71,52,7efqk7uh63928il0yffxijnv7,0,10.2,27.6,2025-04-26T15:29:33.784Z,2025-04-26T15:29:54Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680844787,152,,5680844779,13,,5680845009,233,589,5680844775,9,,5680844783,56,Back,5680844781,294,,5680844797,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806366845,590,16,2,73,4,8sy0cxovuxo76tuoas3uo55xj,1,88.5,50.0,2025-04-26T15:30:45.566Z,2025-04-26T15:31:13Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5680854757,56,Center,5680858615,78,,5680858621,103,9.5,5680855177,375,73:03.873,5680858643,472,589,5680854761,214,,5680858639,282,8sy0cxovuxo76tuoas3uo55xj,5680858625,390,447498,5680858637,281,5wtugxjwq7fvbeqcak5j5l5nt,5680855169,20,,5680858635,280,5680855173,374,2025-04-26 16:30:44.841,PENALTY_WON,5680858627,458,,5680854751,9,,5680854753,17,,5680858633,231,50,5680858631,230,99.4,5680858629,136,5680858617,102,5680858859,353,659,51.3
2806366899,659,58,2,73,4,7efqk7uh63928il0yffxijnv7,0,0.0,0.0,2025-04-26T15:30:45.566Z,2025-04-26T15:30:51Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5680855077,186,,5680855079,179,,5680855075,9,,5680855081,73,,5680855083,56,Back,5680855489,233,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369993,675,18,2,73,51,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-26T15:31:32.023Z,2025-04-26T15:33:50Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680872381,44,Defender,5680872383,59,40,5680872535,55,676,5680872379,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369999,676,19,2,73,51,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-26T15:31:32.024Z,2025-04-26T16:05:29Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5680872439,55,675,5681106615,292,3,5680872437,44,Defender,5680872431,145,2,5680884767,293,2,5680872435,59,5,5680872421,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806370161,677,18,2,73,57,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-26T15:31:38.221Z,2025-04-26T15:33:56Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680873539,55,678,5680873403,59,21,5680873399,42,,5680873401,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806370173,678,19,2,73,57,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-26T15:31:38.222Z,2025-04-26T16:05:33Z,ewhh39na34kvumaw7zfbh228l,G. Sotelo,,,5680873447,59,2,5680873449,44,Midfielder,5680885945,293,3,5680873453,55,677,5680873445,145,3,5681106747,292,7,5680873441,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806368749,660,1,2,74,8,7efqk7uh63928il0yffxijnv7,1,50.2,50.0,2025-04-26T15:31:49.154Z,2025-04-26T16:00:11Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680865485,141,67.3,5680865495,279,G,5680865489,212,17.2,5680865481,56,Back,5680865483,140,38.2,5680865493,213,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806368797,661,1,2,74,10,7efqk7uh63928il0yffxijnv7,0,38.6,69.9,2025-04-26T15:31:51.082Z,2025-04-26T16:00:26Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5680865737,140,77.8,5680865739,141,21.2,5680865745,1,,5680865731,157,,5680865741,212,52.8,5680865743,213,5.61,5680865733,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806368865,594,12,2,74,12,8sy0cxovuxo76tuoas3uo55xj,1,21.7,72.4,2025-04-26T15:31:53.801Z,2025-04-26T15:31:55Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5680866103,213,0.23,5680866101,212,19.4,5680866191,15,,5680866095,56,Back,5680866099,141,79.0,5680866097,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806368897,662,1,2,74,14,7efqk7uh63928il0yffxijnv7,0,64.8,19.7,2025-04-26T15:31:55.001Z,2025-04-26T16:03:43Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5680866269,56,Center,5680866271,140,74.7,5680866273,141,30.7,5680866277,213,0.62,5680866275,212,12.8,5680866267,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369021,595,12,2,74,17,8sy0cxovuxo76tuoas3uo55xj,1,27.0,75.6,2025-04-26T15:31:58.071Z,2025-04-26T15:32:22Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5680867109,140,30.9,5680867125,213,1.25,5680870721,15,,5680867117,141,93.9,5680867105,56,Back,5680867121,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369045,596,61,2,74,19,8sy0cxovuxo76tuoas3uo55xj,0,30.9,93.9,2025-04-26T15:32:00.412Z,2025-04-26T16:05:47Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5680867255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369081,663,1,2,74,20,7efqk7uh63928il0yffxijnv7,1,68.0,7.6,2025-04-26T15:32:01.888Z,2025-04-26T16:00:55Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5681090635,213,1.63,5681090629,140,67.7,5681090633,212,5.2,5681090627,56,Right,5681090631,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369299,666,1,2,74,22,7efqk7uh63928il0yffxijnv7,1,60.0,40.0,2025-04-26T15:32:03.264Z,2025-04-26T16:03:45Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5680868573,212,16.6,5680868567,141,64.3,5680868563,56,Center,5680868579,213,1.51,5680868565,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369107,665,1,2,74,23,7efqk7uh63928il0yffxijnv7,1,64.7,41.5,2025-04-26T15:32:04.234Z,2025-04-26T16:01:31Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5681092463,213,1.76,5681092459,141,71.1,5681092461,212,20.5,5681092457,140,61.1,5681092455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369181,597,43,2,74,23,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-26T15:32:04.320Z,2025-04-26T16:06:08Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5681109407,144,83,5680869281,399,ewhh39na34kvumaw7zfbh228l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369347,667,1,2,74,27,7efqk7uh63928il0yffxijnv7,1,60.7,66.1,2025-04-26T15:32:08.013Z,2025-04-26T16:03:48Z,ewhh39na34kvumaw7zfbh228l,G. Sotelo,,,5680868825,56,Back,5680868831,212,18.7,5680868827,140,43.0,5680868833,213,3.27,5680868829,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369447,668,1,2,74,28,7efqk7uh63928il0yffxijnv7,1,43.5,64.9,2025-04-26T15:32:09.385Z,2025-04-26T16:03:50Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5680869325,141,31.5,5680869327,212,22.7,5680869321,56,Back,5680869329,213,4.68,5680869323,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369501,669,1,2,74,31,7efqk7uh63928il0yffxijnv7,0,42.8,30.0,2025-04-26T15:32:12.738Z,2025-04-26T16:01:52Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5680869605,56,Center,5680869647,1,,5681093795,155,,5680869623,141,37.0,5680869615,140,83.5,5680869635,213,0.11,5680869631,212,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369557,598,44,2,74,34,8sy0cxovuxo76tuoas3uo55xj,1,15.5,64.9,2025-04-26T15:32:15.292Z,2025-04-26T16:04:25Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5680870483,233,670,5680869925,56,Back,5680869927,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369561,670,44,2,74,34,7efqk7uh63928il0yffxijnv7,0,84.5,35.1,2025-04-26T15:32:15.293Z,2025-04-26T16:04:25Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680870555,233,598,5680869941,56,Center,5680869943,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369623,599,12,2,74,34,8sy0cxovuxo76tuoas3uo55xj,1,13.8,68.1,2025-04-26T15:32:15.546Z,2025-04-26T15:32:20Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5680870305,213,0.42,5680870301,141,75.7,5680870303,212,12.6,5680870299,140,24.7,5680870297,56,Back,5680870367,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369637,671,1,2,74,36,7efqk7uh63928il0yffxijnv7,1,75.4,27.7,2025-04-26T15:32:17.017Z,2025-04-26T16:03:54Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5680870393,155,,5680870395,56,Right,5680870401,212,19.2,5680870403,213,4.41,5680870399,141,0.8,5680870397,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369661,672,1,2,74,39,7efqk7uh63928il0yffxijnv7,1,69.9,2.3,2025-04-26T15:32:20.135Z,2025-04-26T16:03:56Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5680870525,212,3.6,5680870523,141,7.6,5680870521,140,69.9,5680870519,56,Right,5680870527,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369777,673,1,2,74,39,7efqk7uh63928il0yffxijnv7,1,69.9,7.6,2025-04-26T15:32:20.562Z,2025-04-26T16:03:58Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5680871191,140,89.4,5680871193,141,1.6,5680871195,212,20.9,5680871187,56,Right,5680871197,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806369793,674,1,2,74,44,7efqk7uh63928il0yffxijnv7,0,95.9,8.0,2025-04-26T15:32:25.049Z,2025-04-26T16:03:59Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5680871303,213,1.69,5680871287,2,,5680871301,212,15.1,5680871295,140,94.2,5680871297,141,30.0,5680871291,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
