id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2823329991,478,1,2,69,42,5qxgilg61hlwxzfpdn2nhcayd,0,24.6,93.8,2025-06-18T19:30:14.821Z,2025-06-18T19:30:15Z,5k1kwehh9ck6nlqugcurw1yi1,D. Parfitt-Williams,,,5774995689,212,9.7,5774995691,213,0.50,5774995685,140,32.7,5774995683,56,Back,5774995687,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823329993,479,5,2,69,43,5qxgilg61hlwxzfpdn2nhcayd,0,33.5,100.8,2025-06-18T19:30:15.237Z,2025-06-18T19:59:33Z,5k1kwehh9ck6nlqugcurw1yi1,D. Parfitt-Williams,,,5774995695,347,,5774995693,56,Back,5774998927,233,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823329987,767,5,2,69,43,303582z192rnbr2x28o2t7u38,1,66.5,-0.8,2025-06-18T19:30:15.237Z,2025-06-18T19:59:33Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5774995659,56,Right,5774998923,233,479,5774995661,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330231,774,1,2,69,55,303582z192rnbr2x28o2t7u38,1,55.2,0.0,2025-06-18T19:30:27.555Z,2025-06-18T19:31:55Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5774998669,107,,5774997043,213,0.67,5774997037,140,65.1,5774997041,212,13.2,5774997035,56,Right,5774997039,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330033,768,1,2,69,58,303582z192rnbr2x28o2t7u38,0,56.3,12.1,2025-06-18T19:30:30.564Z,2025-06-18T19:41:23Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5774998787,212,9.4,5774998783,140,64.7,5774998785,141,7.2,5774995917,56,Right,5774998789,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330031,481,5,2,69,58,5qxgilg61hlwxzfpdn2nhcayd,1,34.4,101.9,2025-06-18T19:30:31.012Z,2025-06-18T19:59:33Z,5k1kwehh9ck6nlqugcurw1yi1,D. Parfitt-Williams,,,5774995915,347,,5774995967,233,769,5774995913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330045,769,5,2,69,58,303582z192rnbr2x28o2t7u38,0,65.6,-1.9,2025-06-18T19:30:31.012Z,2025-06-18T19:32:26Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5774995987,233,481,5774995953,347,,5774995951,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330091,482,1,2,70,5,5qxgilg61hlwxzfpdn2nhcayd,1,20.1,100.0,2025-06-18T19:30:37.885Z,2025-06-18T19:30:41Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5774996181,141,74.7,5774996177,56,Back,5774996185,213,4.17,5774996183,212,20.8,5774996175,107,,5774996179,140,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330103,483,1,2,70,8,5qxgilg61hlwxzfpdn2nhcayd,1,9.7,64.6,2025-06-18T19:30:41.021Z,2025-06-18T19:30:43Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5774996267,140,15.0,5774996265,56,Back,5774996271,212,25.4,5774996269,141,28.2,5774996273,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330111,484,1,2,70,10,5qxgilg61hlwxzfpdn2nhcayd,0,21.7,24.0,2025-06-18T19:30:43.021Z,2025-06-18T19:30:44Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,,5774996313,141,29.5,5774996317,213,0.15,5774996311,140,44.6,5774996315,212,24.3,5774996309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330137,771,1,2,70,13,303582z192rnbr2x28o2t7u38,0,51.9,73.5,2025-06-18T19:30:45.683Z,2025-06-18T19:30:46Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774996427,141,93.5,5774996423,56,Left,5774996425,140,54.3,5774996433,213,1.39,5774996429,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330167,486,1,2,70,16,5qxgilg61hlwxzfpdn2nhcayd,1,57.2,18.6,2025-06-18T19:30:48.613Z,2025-06-18T19:30:51Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5774996609,213,1.10,5774996603,140,64.6,5774996607,212,17.1,5774996601,56,Center,5774996605,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330189,487,1,2,70,19,5qxgilg61hlwxzfpdn2nhcayd,1,68.2,36.1,2025-06-18T19:30:51.381Z,2025-06-18T19:30:54Z,btxgorlt1vhb8f0yt5jvvwg5x,K. Multanen,,,5774996769,155,,5774996779,213,5.56,5774996775,141,9.5,5774996771,56,Right,5774996777,212,27.3,5774996773,140,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330203,488,1,2,70,22,5qxgilg61hlwxzfpdn2nhcayd,0,93.8,10.9,2025-06-18T19:30:54.765Z,2025-06-18T19:30:56Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5774996859,212,4.9,5774996849,2,,5774996855,140,91.2,5774996861,213,2.17,5774996853,56,Right,5774996857,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330199,772,61,2,70,23,303582z192rnbr2x28o2t7u38,1,11.5,79.6,2025-06-18T19:30:55.687Z,2025-06-18T19:30:55Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774996847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330275,775,1,2,70,32,303582z192rnbr2x28o2t7u38,1,7.7,55.2,2025-06-18T19:31:04.869Z,2025-06-18T19:31:11Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5774997325,141,44.5,5774997321,56,Back,5774997327,212,7.8,5774997319,123,,5774997323,140,10.5,5774997329,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330295,776,1,2,70,39,303582z192rnbr2x28o2t7u38,1,14.4,38.5,2025-06-18T19:31:11.203Z,2025-06-18T19:31:16Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774997445,213,2.78,5774997441,141,45.5,5774997437,56,Back,5774997443,212,13.6,5774997439,140,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330307,777,1,2,70,43,303582z192rnbr2x28o2t7u38,1,6.4,46.6,2025-06-18T19:31:16.068Z,2025-06-18T19:31:19Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5774997509,213,1.16,5774997503,140,14.4,5774997507,212,21.1,5774997501,56,Back,5774997505,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330335,778,1,2,70,46,303582z192rnbr2x28o2t7u38,1,21.1,78.8,2025-06-18T19:31:19.091Z,2025-06-18T19:31:25Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774997709,212,12.9,5774997707,141,94.4,5774997703,56,Back,5774997705,140,28.1,5774997711,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330347,779,1,2,70,52,303582z192rnbr2x28o2t7u38,1,30.1,93.3,2025-06-18T19:31:25.076Z,2025-06-18T19:31:28Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774997779,141,91.5,5774997781,212,15.3,5774997777,140,15.6,5774997783,213,3.22,5774997775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330353,780,1,2,70,56,303582z192rnbr2x28o2t7u38,1,15.6,91.5,2025-06-18T19:31:28.307Z,2025-06-18T19:31:30Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774997817,56,Back,5774997819,140,4.3,5774997823,212,23.5,5774997825,213,4.18,5774997821,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330391,781,1,2,70,58,303582z192rnbr2x28o2t7u38,1,4.7,60.0,2025-06-18T19:31:30.244Z,2025-06-18T19:31:35Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5774998037,213,4.94,5774998033,141,33.7,5774998029,56,Back,5774998035,212,18.4,5774998031,140,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330415,782,1,2,71,3,303582z192rnbr2x28o2t7u38,1,13.9,30.1,2025-06-18T19:31:35.635Z,2025-06-18T19:31:40Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774998177,140,21.8,5774998181,212,13.4,5774998175,56,Back,5774998183,213,0.90,5774998179,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330441,783,1,2,71,8,303582z192rnbr2x28o2t7u38,0,26.6,52.6,2025-06-18T19:31:40.389Z,2025-06-18T19:41:54Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5774998329,141,91.8,5774998325,56,Left,5774998327,140,73.8,5774998323,155,,5774998333,213,0.49,5774998331,212,56.3,5774998335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330445,784,43,2,71,12,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-06-18T19:31:44.675Z,2025-06-18T19:41:50Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5775015443,144,61,5774998349,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330459,489,12,2,71,12,5qxgilg61hlwxzfpdn2nhcayd,1,16.5,9.2,2025-06-18T19:31:44.901Z,2025-06-18T19:31:53Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5774998423,56,Back,5774998427,141,0.0,5774998425,140,24.8,5774998431,213,5.56,5774998437,167,,5774998429,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330461,490,5,2,71,13,5qxgilg61hlwxzfpdn2nhcayd,0,26.2,-2.0,2025-06-18T19:31:45.583Z,2025-06-18T19:59:34Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5774998433,56,Back,5774998435,347,,5774999335,233,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330451,785,5,2,71,13,303582z192rnbr2x28o2t7u38,1,73.8,102.0,2025-06-18T19:31:45.583Z,2025-06-18T19:59:34Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5774998385,56,Left,5774999331,233,490,5774998387,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330567,786,1,2,71,36,303582z192rnbr2x28o2t7u38,0,71.5,100.0,2025-06-18T19:32:08.467Z,2025-06-18T19:32:16Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774999289,107,,5774999095,141,97.2,5774999091,56,Left,5774999097,212,15.1,5774999093,140,85.5,5774999099,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330571,787,4,2,71,38,303582z192rnbr2x28o2t7u38,1,80.4,94.1,2025-06-18T19:32:10.820Z,2025-06-18T19:32:36Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5774999125,13,,5774999839,295,,5774999129,56,Left,5774999131,152,,5774999157,233,492,5774999133,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330573,492,4,2,71,38,5qxgilg61hlwxzfpdn2nhcayd,0,19.6,5.9,2025-06-18T19:32:10.821Z,2025-06-18T19:32:30Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5774999167,233,787,5774999143,285,,5774999135,13,,5774999141,152,,5774999653,295,,5774999139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330845,788,1,2,72,10,303582z192rnbr2x28o2t7u38,0,76.8,91.0,2025-06-18T19:32:42.358Z,2025-06-18T19:42:16Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5775016127,5,,5775001667,155,,5775001665,2,,5775016129,152,,5775001669,56,Center,5775001671,140,87.3,5775001675,212,31.6,5775001673,141,47.4,5775001677,213,,,,,,,,,,,,,,,,,,,,5.07,,,,,,,,
2823330761,493,12,2,72,15,5qxgilg61hlwxzfpdn2nhcayd,1,5.6,34.5,2025-06-18T19:32:47.325Z,2025-06-18T19:32:48Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5775000169,213,5.72,5775000171,15,,5775000161,56,Back,5775000165,141,16.1,5775000163,140,24.5,5775000167,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330847,789,1,2,72,16,303582z192rnbr2x28o2t7u38,1,68.0,89.1,2025-06-18T19:32:48.518Z,2025-06-18T19:35:09Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5775002563,212,5.0,5775002557,56,Left,5775002565,213,1.91,5775002561,141,96.1,5775002559,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330849,790,1,2,72,18,303582z192rnbr2x28o2t7u38,1,79.8,91.0,2025-06-18T19:32:50.675Z,2025-06-18T19:35:49Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5775004657,213,4.25,5775004653,141,69.1,5775004655,212,16.7,5775004651,140,72.7,5775004649,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330851,791,1,2,72,22,303582z192rnbr2x28o2t7u38,1,62.4,64.4,2025-06-18T19:32:54.803Z,2025-06-18T19:36:48Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5775006391,140,54.8,5775006395,212,11.1,5775006393,141,53.0,5775006397,213,3.91,5775006389,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330853,792,1,2,72,23,303582z192rnbr2x28o2t7u38,1,53.7,54.2,2025-06-18T19:32:55.975Z,2025-06-18T19:43:42Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5775018559,212,28.7,5775018553,56,Left,5775018557,141,95.5,5775018555,140,59.5,5775018561,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330857,794,1,2,72,25,303582z192rnbr2x28o2t7u38,1,62.1,95.1,2025-06-18T19:32:57.220Z,2025-06-18T19:44:10Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5775019523,213,5.34,5775019519,141,73.8,5775019521,212,18.0,5775019515,56,Center,5775019517,140,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330863,795,1,2,72,27,303582z192rnbr2x28o2t7u38,1,68.8,78.9,2025-06-18T19:32:59.364Z,2025-06-18T19:44:27Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5775019975,212,12.6,5775019971,140,73.9,5775019977,213,1.13,5775019969,56,Left,5775019973,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330865,796,1,2,72,29,303582z192rnbr2x28o2t7u38,1,77.6,94.2,2025-06-18T19:33:01.443Z,2025-06-18T19:44:42Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5775020293,213,3.57,5775020291,212,18.8,5775020287,141,82.8,5775020281,56,Left,5775020285,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330875,798,1,2,72,31,303582z192rnbr2x28o2t7u38,1,61.1,91.6,2025-06-18T19:33:03.699Z,2025-06-18T19:45:26Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5775021341,213,4.32,5775021335,140,52.6,5775021333,56,Center,5775021337,141,60.1,5775021339,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330893,799,1,2,72,37,303582z192rnbr2x28o2t7u38,1,52.7,57.0,2025-06-18T19:33:09.347Z,2025-06-18T19:33:11Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5775000819,212,17.6,5775000815,140,48.9,5775000817,141,31.8,5775000813,56,Back,5775000821,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330911,800,1,2,72,39,303582z192rnbr2x28o2t7u38,1,53.9,28.9,2025-06-18T19:33:11.907Z,2025-06-18T19:33:15Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5775000891,56,Right,5775000895,141,5.5,5775000893,140,60.9,5775000897,212,17.5,5775000899,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330921,801,1,2,72,43,303582z192rnbr2x28o2t7u38,1,63.3,6.8,2025-06-18T19:33:15.651Z,2025-06-18T19:33:17Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5775000917,56,Right,5775000923,212,15.3,5775000919,140,51.3,5775000921,141,19.5,5775000925,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330933,802,1,2,72,45,303582z192rnbr2x28o2t7u38,1,50.3,21.0,2025-06-18T19:33:17.299Z,2025-06-18T19:33:21Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5775001005,213,2.53,5775001001,141,37.3,5775000999,140,35.1,5775001003,212,19.4,5775000997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330943,803,1,2,72,49,303582z192rnbr2x28o2t7u38,0,37.8,37.0,2025-06-18T19:33:21.173Z,2025-06-18T19:33:24Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5775001047,141,100.0,5775001053,1,,5775001043,56,Left,5775001045,140,69.4,5775001051,213,0.92,5775001041,196,,5775001049,212,54.7,5775001039,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330977,495,5,2,72,52,5qxgilg61hlwxzfpdn2nhcayd,1,28.6,-1.2,2025-06-18T19:33:24.228Z,2025-06-18T19:59:34Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5775002103,233,804,5775001221,56,Back,5775001223,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823330945,804,5,2,72,52,303582z192rnbr2x28o2t7u38,0,71.4,101.2,2025-06-18T19:33:24.228Z,2025-06-18T19:59:35Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5775001063,347,,5775001061,56,Left,5775002107,233,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331055,496,1,2,73,12,5qxgilg61hlwxzfpdn2nhcayd,1,27.5,0.0,2025-06-18T19:33:44.142Z,2025-06-18T19:33:47Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5775001693,107,,5775001697,140,32.3,5775001695,56,Back,5775001699,141,11.4,5775001703,213,1.04,5775001701,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331065,497,1,2,73,14,5qxgilg61hlwxzfpdn2nhcayd,0,32.3,11.4,2025-06-18T19:33:46.157Z,2025-06-18T19:46:31Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5775001757,213,3.80,5775001753,141,7.3,5775001755,212,4.5,5775001751,140,28.9,5775001749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331071,805,1,2,73,14,303582z192rnbr2x28o2t7u38,1,75.0,73.5,2025-06-18T19:33:47.043Z,2025-06-18T19:33:48Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5775001781,141,92.4,5775001785,213,1.60,5775001777,56,Left,5775001783,212,12.9,5775001779,140,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331091,807,1,2,73,17,303582z192rnbr2x28o2t7u38,1,74.9,93.2,2025-06-18T19:33:49.251Z,2025-06-18T19:33:51Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5775001859,212,13.1,5775001855,140,62.5,5775001861,213,3.23,5775001857,141,91.5,5775001853,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331095,808,1,2,73,19,303582z192rnbr2x28o2t7u38,1,62.5,91.5,2025-06-18T19:33:51.603Z,2025-06-18T19:33:52Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5775001875,212,16.1,5775001871,140,75.6,5775001869,56,Left,5775001877,213,5.73,5775001873,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331097,809,1,2,73,20,303582z192rnbr2x28o2t7u38,0,75.8,79.1,2025-06-18T19:33:52.515Z,2025-06-18T19:33:54Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5775001945,213,6.16,5775001941,141,74.4,5775001937,56,Center,5775001943,212,26.2,5775001939,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331105,498,5,2,73,21,5qxgilg61hlwxzfpdn2nhcayd,1,-0.8,28.4,2025-06-18T19:33:54.044Z,2025-06-18T19:59:35Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5775002135,233,810,5775001981,56,Back,5775001983,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331135,810,5,2,73,21,303582z192rnbr2x28o2t7u38,0,100.8,71.6,2025-06-18T19:33:54.044Z,2025-06-18T19:59:35Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5775002143,233,498,5775002125,346,,5775002123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331169,499,1,2,73,37,5qxgilg61hlwxzfpdn2nhcayd,1,4.9,46.7,2025-06-18T19:34:09.261Z,2025-06-18T19:34:11Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5775002301,140,9.1,5775002311,237,,5775002305,212,19.1,5775002303,141,19.4,5775002307,213,4.95,5775002299,56,Back,5775002297,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331177,500,1,2,73,39,5qxgilg61hlwxzfpdn2nhcayd,0,12.5,18.0,2025-06-18T19:34:11.840Z,2025-06-18T19:34:15Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,,5775002371,212,55.3,5775002375,1,,5775002373,213,0.06,5775002369,141,22.7,5775002363,155,,5775002367,140,65.1,5775002365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331183,811,12,2,73,44,303582z192rnbr2x28o2t7u38,1,30.2,85.7,2025-06-18T19:34:16.578Z,2025-06-18T19:34:17Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5775002389,56,Back,5775002397,213,1.47,5775002393,141,100.0,5775002395,212,10.9,5775002445,167,,5775002391,140,31.3,5775002399,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331193,501,5,2,73,45,5qxgilg61hlwxzfpdn2nhcayd,1,67.2,-1.8,2025-06-18T19:34:17.253Z,2025-06-18T19:59:35Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,,5775002447,56,Right,5775002451,233,812,5775002449,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331189,812,5,2,73,45,303582z192rnbr2x28o2t7u38,0,32.8,101.8,2025-06-18T19:34:17.253Z,2025-06-18T19:34:21Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5775002429,56,Back,5775002461,233,501,5775002431,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331243,502,1,2,73,54,5qxgilg61hlwxzfpdn2nhcayd,1,64.9,0.0,2025-06-18T19:34:26.253Z,2025-06-18T19:34:49Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5775002709,107,,5775002719,213,1.66,5775002713,140,64.0,5775002717,212,10.2,5775002711,56,Right,5775002715,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823335689,608,1,2,73,55,5qxgilg61hlwxzfpdn2nhcayd,1,68.7,15.6,2025-06-18T19:34:27.315Z,2025-06-18T19:50:45Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5775028671,213,4.03,5775028669,212,10.4,5775028663,56,Right,5775028667,141,3.7,5775028665,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823335691,609,3,2,73,55,5qxgilg61hlwxzfpdn2nhcayd,1,69.7,15.8,2025-06-18T19:34:27.497Z,2025-06-18T19:50:51Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5775028795,286,,5775028793,56,Right,5775028799,233,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331231,813,45,2,73,55,303582z192rnbr2x28o2t7u38,0,30.0,87.4,2025-06-18T19:34:27.497Z,2025-06-18T19:50:51Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5775003485,285,,5775028803,233,609,5775003483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331255,503,1,2,73,56,5qxgilg61hlwxzfpdn2nhcayd,0,65.1,13.3,2025-06-18T19:34:28.254Z,2025-06-18T19:36:23Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5775002761,140,83.1,5775002765,212,21.5,5775002763,141,0.0,5775002767,213,5.79,5775002759,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823331263,504,5,2,73,58,5qxgilg61hlwxzfpdn2nhcayd,0,84.0,-1.8,2025-06-18T19:34:30.436Z,2025-06-18T19:59:36Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5775002803,56,Right,5775002811,233,814,5775002805,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
