id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2803162401,701,6,2,85,32,cy6zs39z79dcfbr4xzkp38z7q,1,98.3,30.2,2025-04-19T15:46:37.906Z,2025-04-19T15:51:00Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5663253855,233,794,5663253761,56,Center,5663253763,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803162439,794,6,2,85,32,5qxgilg61hlwxzfpdn2nhcayd,0,1.7,69.8,2025-04-19T15:46:37.906Z,2025-04-19T15:51:00Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5663253791,73,,5663253897,233,701,5663253789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803163051,702,1,2,85,55,cy6zs39z79dcfbr4xzkp38z7q,0,99.5,0.5,2025-04-19T15:47:00.162Z,2025-04-19T16:03:02Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5663256509,2,,5663256525,213,1.70,5663256519,140,96.3,5663256513,155,,5663256521,141,38.6,5663256517,56,Center,5663256515,223,,5663256523,212,26.1,5663256511,6,,,,,,,,,,,,,,,,,,,,,,,,
2803163079,795,61,2,85,58,5qxgilg61hlwxzfpdn2nhcayd,1,6.3,58.8,2025-04-19T15:47:03.744Z,2025-04-19T16:03:08Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5663256637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803164069,706,15,2,86,3,cy6zs39z79dcfbr4xzkp38z7q,1,77.5,44.2,2025-04-19T15:47:08.763Z,2025-04-19T16:03:46Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5663262543,146,79.9,5663261945,25,,5663262613,233,796,5663262547,230,99.0,5663261115,56,Center,5663261947,20,,5663261951,82,,5663262545,147,45.1,5663262539,328,5663261113,18,,5663262549,231,48.0,5663262535,103,,19,5663285075,76,5663262537,215,,,5663262533,102,52.8,5663262541,458,,,
2803163271,796,10,2,86,3,5qxgilg61hlwxzfpdn2nhcayd,1,17.3,60.3,2025-04-19T15:47:08.863Z,2025-04-19T15:51:44Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5663262643,233,706,5663261257,94,,5663257455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803163179,703,5,2,86,5,cy6zs39z79dcfbr4xzkp38z7q,1,76.1,-1.5,2025-04-19T15:47:10.448Z,2025-04-19T15:50:50Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5663257011,56,Right,5663257605,233,797,5663257013,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803163287,797,5,2,86,5,5qxgilg61hlwxzfpdn2nhcayd,0,23.9,101.5,2025-04-19T15:47:10.448Z,2025-04-19T15:48:00Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5663257533,347,,5663257649,233,703,5663257531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803163559,704,1,2,86,11,cy6zs39z79dcfbr4xzkp38z7q,1,80.1,0.0,2025-04-19T15:47:16.546Z,2025-04-19T15:47:20Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5663258769,212,16.8,5663258761,140,79.4,5663258771,213,1.61,5663258755,56,Center,5663258765,141,22.8,5663258749,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803163567,705,4,2,86,15,cy6zs39z79dcfbr4xzkp38z7q,1,79.8,27.9,2025-04-19T15:47:20.530Z,2025-04-19T15:50:55Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5663258831,13,,5663259045,233,798,5663258837,265,,5663258835,152,,5663258839,286,,5663258833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803163601,798,4,2,86,15,5qxgilg61hlwxzfpdn2nhcayd,0,20.2,72.1,2025-04-19T15:47:20.531Z,2025-04-19T15:50:56Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5663259003,13,,5663259009,265,,5663259093,233,705,5663259007,152,,5663259005,56,Back,5663259011,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803165117,799,18,2,87,5,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-19T15:48:10.479Z,2025-04-19T15:48:42Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5663266067,55,800,5663265969,44,Midfielder,5663265971,59,16,5663265967,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803165123,800,19,2,87,5,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-19T15:48:10.480Z,2025-04-19T15:48:47Z,btxgorlt1vhb8f0yt5jvvwg5x,K. Multanen,,,5663266023,55,799,5663268571,292,6,5663266019,59,17,5663266013,41,,5663266017,145,11,5663266021,44,Midfielder,5663268167,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803165103,707,13,2,87,14,cy6zs39z79dcfbr4xzkp38z7q,1,81.3,31.3,2025-04-19T15:48:19.185Z,2025-04-19T15:48:35Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5663267311,230,99.8,5663265919,56,Center,5663267309,458,,5663267305,102,47.4,5663267313,231,51.1,5663266229,72,,5663265913,26,,5663267303,85,,5663265917,18,5663267307,103,58.3,,,,,,,,,,,,,,,,,,,,,
2803165133,708,5,2,87,16,cy6zs39z79dcfbr4xzkp38z7q,0,100.6,42.0,2025-04-19T15:48:21.219Z,2025-04-19T15:48:25Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5663266195,233,801,5663266051,56,Center,5663266053,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803165149,801,5,2,87,16,5qxgilg61hlwxzfpdn2nhcayd,1,-0.6,58.0,2025-04-19T15:48:21.219Z,2025-04-19T15:50:50Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5663266185,233,708,5663266165,56,Back,5663266167,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803165981,802,1,2,87,57,5qxgilg61hlwxzfpdn2nhcayd,1,5.3,38.2,2025-04-19T15:49:02.539Z,2025-04-19T15:49:07Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5663270735,124,,5663270747,1,,5663270751,74,,5663270743,212,65.3,5663270739,140,66.7,5663270741,141,23.4,5663270737,56,Center,5663270745,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,
2803165991,803,44,2,88,1,5qxgilg61hlwxzfpdn2nhcayd,1,65.3,23.8,2025-04-19T15:49:06.754Z,2025-04-19T15:51:13Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5663270801,286,,5663270851,233,709,5663270799,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803165979,709,44,2,88,1,cy6zs39z79dcfbr4xzkp38z7q,0,34.7,76.2,2025-04-19T15:49:06.755Z,2025-04-19T15:52:16Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5663270723,285,,5663270881,233,803,5663270721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166013,804,1,2,88,2,5qxgilg61hlwxzfpdn2nhcayd,0,66.7,23.4,2025-04-19T15:49:07.447Z,2025-04-19T15:49:09Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5663270931,213,6.18,5663270927,141,21.5,5663270923,56,Center,5663270915,3,,5663270929,212,12.0,5663270919,168,,5663270925,140,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166045,710,1,2,88,3,cy6zs39z79dcfbr4xzkp38z7q,0,29.5,70.6,2025-04-19T15:49:08.177Z,2025-04-19T15:52:22Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5663271097,140,39.4,5663271101,212,10.4,5663271103,213,0.02,5663271099,141,70.9,5663271095,56,Back,5663271093,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166033,805,44,2,88,4,5qxgilg61hlwxzfpdn2nhcayd,1,63.2,27.6,2025-04-19T15:49:09.095Z,2025-04-19T15:51:14Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5663271027,56,Center,5663271029,286,,5663271231,233,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166053,711,44,2,88,4,cy6zs39z79dcfbr4xzkp38z7q,0,36.8,72.4,2025-04-19T15:49:09.096Z,2025-04-19T15:51:14Z,18e98agfd0xvy161ax3ru08pg,C. Silas,,,5663271287,233,805,5663271161,56,Back,5663271163,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166087,806,1,2,88,4,5qxgilg61hlwxzfpdn2nhcayd,1,66.0,25.2,2025-04-19T15:49:09.656Z,2025-04-19T15:49:12Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5663271357,141,35.4,5663271359,212,8.6,5663271353,56,Center,5663271351,3,,5663271361,213,0.93,5663271355,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166095,807,1,2,88,6,5qxgilg61hlwxzfpdn2nhcayd,0,70.9,35.4,2025-04-19T15:49:11.512Z,2025-04-19T15:49:12Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5663271397,56,Center,5663271403,212,5.2,5663271405,213,5.72,5663271399,140,75.1,5663271401,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166117,712,61,2,88,7,cy6zs39z79dcfbr4xzkp38z7q,1,28.1,46.0,2025-04-19T15:49:12.922Z,2025-04-19T15:49:13Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5663271483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166227,808,1,2,88,8,5qxgilg61hlwxzfpdn2nhcayd,1,78.3,34.3,2025-04-19T15:49:13.464Z,2025-04-19T15:49:18Z,btxgorlt1vhb8f0yt5jvvwg5x,K. Multanen,,,5663272039,212,21.6,5663272033,140,79.1,5663272035,141,66.0,5663272027,56,Center,5663272043,213,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166271,809,1,2,88,13,5qxgilg61hlwxzfpdn2nhcayd,1,80.1,73.5,2025-04-19T15:49:18.327Z,2025-04-19T15:49:20Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5663272279,141,81.5,5663272273,140,63.3,5663272285,213,2.84,5663272283,212,18.5,5663272269,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166365,810,1,2,88,15,5qxgilg61hlwxzfpdn2nhcayd,1,60.7,81.1,2025-04-19T15:49:20.584Z,2025-04-19T15:49:24Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5663272735,56,Center,5663272743,213,4.52,5663272739,141,66.1,5663272741,212,10.4,5663272737,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166437,811,1,2,88,19,5qxgilg61hlwxzfpdn2nhcayd,1,58.9,69.1,2025-04-19T15:49:24.328Z,2025-04-19T15:49:27Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5663273145,141,76.6,5663273137,56,Center,5663273153,213,0.28,5663273141,140,76.1,5663273149,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166491,812,1,2,88,22,5qxgilg61hlwxzfpdn2nhcayd,1,75.4,73.2,2025-04-19T15:49:27.607Z,2025-04-19T15:49:30Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5663273427,140,88.9,5663273431,212,35.7,5663273435,1,,5663273423,155,,5663273429,141,25.0,5663273433,213,5.12,5663273425,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166521,813,1,2,88,25,5qxgilg61hlwxzfpdn2nhcayd,1,88.9,25.0,2025-04-19T15:49:30.663Z,2025-04-19T15:49:32Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5663273589,141,32.8,5663273591,212,6.8,5663273587,140,84.8,5663273593,213,2.25,5663273585,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166565,814,1,2,88,27,5qxgilg61hlwxzfpdn2nhcayd,1,85.3,31.8,2025-04-19T15:49:32.696Z,2025-04-19T15:49:34Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5663273901,213,4.02,5663273895,140,74.4,5663273897,141,11.7,5663273899,212,17.8,5663273893,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166583,815,1,2,88,29,5qxgilg61hlwxzfpdn2nhcayd,1,74.4,11.7,2025-04-19T15:49:34.600Z,2025-04-19T15:49:35Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5663273987,213,0.86,5663273983,141,24.7,5663273981,140,81.7,5663273979,56,Center,5663273985,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166605,816,1,2,88,30,5qxgilg61hlwxzfpdn2nhcayd,1,81.7,24.7,2025-04-19T15:49:35.256Z,2025-04-19T15:49:36Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5663274123,213,5.78,5663274115,56,Right,5663274119,141,17.7,5663274121,212,9.8,5663274117,140,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166613,817,1,2,88,31,5qxgilg61hlwxzfpdn2nhcayd,0,92.6,16.2,2025-04-19T15:49:36.568Z,2025-04-19T15:49:37Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5663274153,140,97.6,5663274159,212,19.4,5663274145,2,,5663274163,213,1.30,5663274155,141,43.6,5663274149,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166721,713,12,2,88,33,cy6zs39z79dcfbr4xzkp38z7q,1,1.9,57.2,2025-04-19T15:49:38.882Z,2025-04-19T15:49:41Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5663274701,212,18.5,5663274697,140,19.4,5663274703,213,6.18,5663274699,141,54.3,5663274695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166703,818,15,2,88,35,5qxgilg61hlwxzfpdn2nhcayd,1,77.0,36.6,2025-04-19T15:49:40.664Z,2025-04-19T15:50:08Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5663274611,18,,5663277425,102,50.9,5663277433,146,84.6,5663277049,82,,5663277437,230,98.5,5663277423,78,,5663277435,147,41.3,5663274609,22,,5663277427,103,5663277439,231,48.6,5663277525,233,714,5663274615,56,19,Center,5663277429,215,5663277431,458,,,5663277045,72,,,,,,
2803166723,714,10,2,88,35,cy6zs39z79dcfbr4xzkp38z7q,1,15.4,58.7,2025-04-19T15:49:40.764Z,2025-04-19T15:50:08Z,18e98agfd0xvy161ax3ru08pg,C. Silas,,,5663274713,56,Back,5663277553,233,818,5663274711,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166757,819,44,2,88,38,5qxgilg61hlwxzfpdn2nhcayd,1,74.5,29.3,2025-04-19T15:49:43.783Z,2025-04-19T15:51:14Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5663275211,233,716,5663274943,56,Center,5663274945,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166801,716,44,2,88,38,cy6zs39z79dcfbr4xzkp38z7q,0,25.5,70.7,2025-04-19T15:49:43.784Z,2025-04-19T15:51:15Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5663275223,233,819,5663275201,285,,5663275195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166765,820,1,2,88,39,5qxgilg61hlwxzfpdn2nhcayd,0,73.0,28.9,2025-04-19T15:49:44.152Z,2025-04-19T15:49:44Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5663274987,213,0.04,5663274973,3,,5663274979,140,77.6,5663274975,56,Center,5663274983,141,29.2,5663274985,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166793,715,12,2,88,39,cy6zs39z79dcfbr4xzkp38z7q,1,21.4,72.9,2025-04-19T15:49:44.737Z,2025-04-19T15:49:46Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5663275145,213,5.82,5663275143,212,3.6,5663275137,56,Back,5663275141,141,70.5,5663275139,140,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803166857,717,12,2,88,42,cy6zs39z79dcfbr4xzkp38z7q,1,21.5,65.8,2025-04-19T15:49:47.057Z,2025-04-19T15:49:49Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5663275487,141,53.9,5663275491,213,6.02,5663275489,212,31.2,5663275483,56,Center,5663275485,140,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167039,821,1,2,88,44,5qxgilg61hlwxzfpdn2nhcayd,1,42.5,39.8,2025-04-19T15:49:49.767Z,2025-04-19T15:49:57Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5663276441,140,19.9,5663276439,56,Back,5663276445,212,27.4,5663276451,213,2.62,5663276443,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167095,822,1,2,88,52,5qxgilg61hlwxzfpdn2nhcayd,0,26.0,49.1,2025-04-19T15:49:57.464Z,2025-04-19T15:50:00Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5663276751,213,0.06,5663276747,141,54.3,5663276749,212,62.4,5663276743,56,Center,5663276741,157,,5663276753,1,,5663276745,140,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167173,719,1,2,88,57,cy6zs39z79dcfbr4xzkp38z7q,1,18.2,47.2,2025-04-19T15:50:02.178Z,2025-04-19T15:50:05Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5663277233,212,9.2,5663277235,213,0.44,5663277229,140,26.1,5663277227,56,Back,5663277231,141,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167197,720,1,2,89,0,cy6zs39z79dcfbr4xzkp38z7q,1,24.8,55.2,2025-04-19T15:50:05.634Z,2025-04-19T15:50:07Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5663277385,56,Back,5663277393,213,1.36,5663277389,141,86.6,5663277387,140,29.1,5663277391,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167277,721,1,2,89,2,cy6zs39z79dcfbr4xzkp38z7q,1,29.1,86.9,2025-04-19T15:50:07.681Z,2025-04-19T15:50:11Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5663277813,212,14.8,5663277815,213,0.57,5663277809,140,40.9,5663277807,56,Back,5663277811,141,98.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167329,722,1,2,89,6,cy6zs39z79dcfbr4xzkp38z7q,1,37.8,96.6,2025-04-19T15:50:11.474Z,2025-04-19T15:50:14Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5663278059,141,93.0,5663278057,140,23.6,5663278067,213,3.30,5663278055,56,Back,5663278061,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167355,723,1,2,89,8,cy6zs39z79dcfbr4xzkp38z7q,1,24.1,91.8,2025-04-19T15:50:13.622Z,2025-04-19T15:50:16Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5663278185,155,,5663278199,212,31.8,5663278191,140,54.2,5663278187,56,Left,5663278227,213,0.10,5663278195,141,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167365,724,50,2,89,10,cy6zs39z79dcfbr4xzkp38z7q,1,55.7,95.8,2025-04-19T15:50:15.714Z,2025-04-19T15:51:06Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5663278251,56,Left,5663278733,233,823,5663278253,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167445,823,7,2,89,10,5qxgilg61hlwxzfpdn2nhcayd,1,44.3,4.2,2025-04-19T15:50:15.715Z,2025-04-19T15:51:06Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5663278619,56,Back,5663278661,233,724,5663278621,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167481,824,1,2,89,15,5qxgilg61hlwxzfpdn2nhcayd,1,71.0,2.8,2025-04-19T15:50:20.376Z,2025-04-19T15:50:22Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5663278811,212,8.0,5663278805,56,Right,5663278807,140,63.5,5663278809,141,4.9,5663278813,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167561,826,1,2,89,17,5qxgilg61hlwxzfpdn2nhcayd,1,63.5,4.9,2025-04-19T15:50:22.521Z,2025-04-19T15:50:27Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5663279139,141,4.4,5663279141,212,6.6,5663279137,140,69.8,5663279135,56,Right,5663279143,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167591,727,45,2,89,22,cy6zs39z79dcfbr4xzkp38z7q,0,23.4,97.6,2025-04-19T15:50:26.951Z,2025-04-19T15:50:30Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5663279497,233,827,5663279273,56,Back,5663279275,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167619,827,3,2,89,22,5qxgilg61hlwxzfpdn2nhcayd,1,77.0,2.2,2025-04-19T15:50:26.951Z,2025-04-19T15:50:30Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5663279487,233,727,5663279413,56,Right,5663279415,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167647,828,1,2,89,24,5qxgilg61hlwxzfpdn2nhcayd,0,87.9,3.1,2025-04-19T15:50:29.850Z,2025-04-19T15:50:31Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5663279581,213,1.31,5663279577,141,35.2,5663279565,2,,5663279579,212,22.6,5663279575,140,93.4,5663279573,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167715,728,12,2,89,27,cy6zs39z79dcfbr4xzkp38z7q,1,6.6,58.2,2025-04-19T15:50:32.098Z,2025-04-19T15:50:34Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5663279907,141,100.0,5663279911,213,1.59,5663279909,212,29.8,5663279903,56,Back,5663279905,140,6.0,5663280025,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167723,729,5,2,89,28,cy6zs39z79dcfbr4xzkp38z7q,0,8.1,102.0,2025-04-19T15:50:33.517Z,2025-04-19T15:50:51Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5663279949,56,Back,5663280093,233,829,5663279951,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167731,829,5,2,89,28,5qxgilg61hlwxzfpdn2nhcayd,1,91.9,-2.0,2025-04-19T15:50:33.517Z,2025-04-19T15:50:51Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5663279997,56,Right,5663279999,347,,5663280053,233,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803168093,830,1,2,89,47,5qxgilg61hlwxzfpdn2nhcayd,1,89.9,0.0,2025-04-19T15:50:52.615Z,2025-04-19T15:50:53Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5663281865,56,Right,5663281871,212,10.2,5663281863,107,,5663281869,141,12.8,5663281873,213,1.85,5663281867,140,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803168113,831,1,2,89,48,5qxgilg61hlwxzfpdn2nhcayd,1,87.2,12.8,2025-04-19T15:50:53.383Z,2025-04-19T15:50:56Z,btxgorlt1vhb8f0yt5jvvwg5x,K. Multanen,,,5663281959,212,7.0,5663281953,56,Right,5663281955,140,84.6,5663282041,156,,5663281961,213,4.31,5663281957,141,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803168171,832,1,2,89,51,5qxgilg61hlwxzfpdn2nhcayd,1,86.6,3.5,2025-04-19T15:50:56.056Z,2025-04-19T15:50:58Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5663282255,212,7.6,5663282249,56,Right,5663282251,140,85.7,5663282253,141,14.6,5663282257,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803168195,833,1,2,89,52,5qxgilg61hlwxzfpdn2nhcayd,1,85.7,14.6,2025-04-19T15:50:56.968Z,2025-04-19T15:51:00Z,btxgorlt1vhb8f0yt5jvvwg5x,K. Multanen,,,5663282373,141,4.4,5663282369,56,Right,5663282377,213,4.30,5663282375,212,7.6,5663282463,156,,5663282371,140,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803168227,834,1,2,89,53,5qxgilg61hlwxzfpdn2nhcayd,1,82.8,4.4,2025-04-19T15:50:58.391Z,2025-04-19T15:51:01Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5663282529,140,72.8,5663282533,212,12.1,5663282535,213,2.63,5663282531,141,13.1,5663282527,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803168275,835,1,2,89,54,5qxgilg61hlwxzfpdn2nhcayd,1,72.8,13.1,2025-04-19T15:50:59.128Z,2025-04-19T15:51:03Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5663282765,212,8.8,5663282761,140,81.0,5663282759,56,Right,5663282763,141,10.3,5663282767,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803168295,836,1,2,89,56,5qxgilg61hlwxzfpdn2nhcayd,1,81.0,5.9,2025-04-19T15:51:01.800Z,2025-04-19T15:51:04Z,btxgorlt1vhb8f0yt5jvvwg5x,K. Multanen,,,5663282883,141,3.7,5663282889,213,3.40,5663282875,56,Right,5663282879,140,75.5,5663282887,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
