id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2799640217,842,1,2,74,59,2rdnn9p03qrmmv34tyx1nahpa,1,28.0,65.7,2025-04-12T13:07:12.651Z,2025-04-12T13:07:17Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643873883,56,Back,5643873891,213,3.75,5643873887,141,54.2,5643873899,156,,5643873889,212,13.7,5643873885,140,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799640357,843,1,2,75,4,2rdnn9p03qrmmv34tyx1nahpa,1,18.5,50.0,2025-04-12T13:07:17.371Z,2025-04-12T13:07:20Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643874703,140,23.8,5643874707,141,78.7,5643874713,212,20.3,5643874717,213,1.29,5643874701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799640403,844,1,2,75,7,2rdnn9p03qrmmv34tyx1nahpa,1,24.3,80.5,2025-04-12T13:07:20.523Z,2025-04-12T13:07:22Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643874937,213,3.94,5643874931,140,16.0,5643874935,212,12.5,5643874933,141,67.3,5643874929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799640485,845,1,2,75,9,2rdnn9p03qrmmv34tyx1nahpa,1,12.9,62.9,2025-04-12T13:07:22.835Z,2025-04-12T13:07:27Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5643875323,141,43.7,5643875319,56,Back,5643875325,212,14.0,5643875321,140,8.1,5643875327,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799640513,846,1,2,75,14,2rdnn9p03qrmmv34tyx1nahpa,0,14.0,30.6,2025-04-12T13:07:27.586Z,2025-04-12T13:07:29Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643875493,56,Center,5643875497,141,31.2,5643875501,213,0.01,5643875491,157,,5643875503,1,,5643875495,140,57.8,5643875499,212,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799640561,607,8,2,75,17,7efqk7uh63928il0yffxijnv7,1,31.8,71.5,2025-04-12T13:07:31.207Z,2025-04-12T13:07:31Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5643875793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799640591,847,4,2,75,19,2rdnn9p03qrmmv34tyx1nahpa,1,51.6,33.4,2025-04-12T13:07:32.734Z,2025-04-12T13:07:42Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5643876235,286,,5643876231,152,,5643876227,13,,5643876921,295,,5643876229,56,Center,5643876277,233,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799640585,608,4,2,75,19,7efqk7uh63928il0yffxijnv7,0,48.4,66.6,2025-04-12T13:07:32.735Z,2025-04-12T13:07:39Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5643876715,295,,5643875995,285,,5643875991,152,,5643876721,55,609,5643875989,56,Back,5643876335,233,847,5643875987,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799640617,609,17,2,75,21,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-12T13:07:34.560Z,2025-04-12T13:07:37Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5643876451,13,243,5643876443,31,,5643876453,55,608,5643876447,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641227,848,1,2,75,50,2rdnn9p03qrmmv34tyx1nahpa,1,56.4,31.5,2025-04-12T13:08:04.226Z,2025-04-12T13:08:06Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5643879477,5,,5643879487,212,9.1,5643879481,56,Back,5643879489,213,3.82,5643879485,141,23.1,5643879483,140,49.7,5643879479,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641261,849,1,2,75,53,2rdnn9p03qrmmv34tyx1nahpa,1,48.7,21.9,2025-04-12T13:08:06.499Z,2025-04-12T13:08:09Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5643879677,141,45.1,5643879673,56,Back,5643879681,213,2.36,5643879679,212,22.4,5643879675,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641299,850,1,2,75,55,2rdnn9p03qrmmv34tyx1nahpa,1,32.5,47.6,2025-04-12T13:08:08.882Z,2025-04-12T13:08:10Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643879873,212,13.3,5643879877,213,0.45,5643879863,140,43.9,5643879869,141,56.0,5643879857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641331,851,1,2,75,57,2rdnn9p03qrmmv34tyx1nahpa,1,43.9,56.0,2025-04-12T13:08:10.482Z,2025-04-12T13:08:12Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643880029,56,Back,5643880033,141,29.8,5643880035,212,20.2,5643880031,140,34.8,5643880037,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641383,852,1,2,75,58,2rdnn9p03qrmmv34tyx1nahpa,1,34.6,29.5,2025-04-12T13:08:11.875Z,2025-04-12T13:08:13Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5643880311,56,Center,5643880319,213,6.27,5643880315,141,28.9,5643880317,212,25.3,5643880313,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641415,853,1,2,76,0,2rdnn9p03qrmmv34tyx1nahpa,0,58.9,28.9,2025-04-12T13:08:13.739Z,2025-04-12T13:08:14Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5643880489,56,Right,5643880493,141,0.0,5643880497,213,4.79,5643880495,212,21.1,5643880491,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641457,610,5,2,76,1,7efqk7uh63928il0yffxijnv7,1,39.4,101.6,2025-04-12T13:08:14.770Z,2025-04-12T13:37:10Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5643880779,233,854,5643880735,56,Back,5643880737,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641421,854,5,2,76,1,2rdnn9p03qrmmv34tyx1nahpa,0,60.6,-1.6,2025-04-12T13:08:14.770Z,2025-04-12T13:08:19Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5643880827,233,610,5643880525,56,Right,5643880527,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641633,611,1,2,76,11,7efqk7uh63928il0yffxijnv7,0,39.3,100.0,2025-04-12T13:08:24.575Z,2025-04-12T13:08:25Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5643881747,141,77.2,5643881737,107,,5643881759,1,,5643881755,213,5.59,5643881745,140,58.0,5643881751,212,25.6,5643881741,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641645,855,8,2,76,13,2rdnn9p03qrmmv34tyx1nahpa,1,26.3,33.4,2025-04-12T13:08:26.442Z,2025-04-12T13:08:26Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5643881825,15,,5643881801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641743,857,1,2,76,14,2rdnn9p03qrmmv34tyx1nahpa,1,38.3,30.9,2025-04-12T13:08:28.267Z,2025-04-12T13:08:32Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643882383,56,Center,5643882391,213,0.87,5643882387,141,54.9,5643882385,140,51.4,5643882389,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641799,858,1,2,76,19,2rdnn9p03qrmmv34tyx1nahpa,1,57.9,61.8,2025-04-12T13:08:32.810Z,2025-04-12T13:08:36Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5643882693,213,0.58,5643882685,56,Left,5643882689,141,82.9,5643882691,212,26.3,5643882687,140,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641869,859,1,2,76,22,2rdnn9p03qrmmv34tyx1nahpa,1,83.6,75.1,2025-04-12T13:08:36.290Z,2025-04-12T13:08:39Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5643883071,212,8.0,5643883065,56,Center,5643883069,141,64.2,5643883073,213,4.32,5643883067,140,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641933,860,1,2,76,25,2rdnn9p03qrmmv34tyx1nahpa,1,80.2,62.3,2025-04-12T13:08:39.106Z,2025-04-12T13:08:42Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5643883441,213,1.28,5643883437,141,74.1,5643883433,56,Center,5643883439,212,8.4,5643883435,140,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799641985,861,1,2,76,28,2rdnn9p03qrmmv34tyx1nahpa,1,83.2,79.0,2025-04-12T13:08:41.947Z,2025-04-12T13:08:44Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5643883691,140,77.7,5643883695,212,5.9,5643883693,141,80.9,5643883689,56,Left,5643883697,213,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642045,862,1,2,76,30,2rdnn9p03qrmmv34tyx1nahpa,1,72.4,81.2,2025-04-12T13:08:44.074Z,2025-04-12T13:08:46Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643883939,56,Left,5643883943,140,77.2,5643883945,141,90.2,5643883949,212,7.9,5643883951,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642089,863,1,2,76,33,2rdnn9p03qrmmv34tyx1nahpa,1,77.7,92.3,2025-04-12T13:08:46.346Z,2025-04-12T13:08:48Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5643884209,140,66.1,5643884213,212,12.9,5643884215,213,3.48,5643884207,56,Left,5643884211,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642129,864,1,2,76,35,2rdnn9p03qrmmv34tyx1nahpa,1,66.0,86.0,2025-04-12T13:08:48.482Z,2025-04-12T13:08:50Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643884421,56,Center,5643884433,213,4.85,5643884425,140,67.3,5643884429,212,10.2,5643884427,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642161,865,1,2,76,37,2rdnn9p03qrmmv34tyx1nahpa,1,67.5,71.2,2025-04-12T13:08:50.442Z,2025-04-12T13:08:52Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643884653,141,76.3,5643884651,140,72.8,5643884655,212,6.6,5643884649,56,Center,5643884657,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642231,866,1,2,76,38,2rdnn9p03qrmmv34tyx1nahpa,0,72.8,76.3,2025-04-12T13:08:52.154Z,2025-04-12T13:08:54Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5643884995,56,Center,5643884999,141,70.5,5643885003,213,6.05,5643884997,140,88.8,5643885001,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642489,613,1,2,76,48,7efqk7uh63928il0yffxijnv7,1,12.9,40.7,2025-04-12T13:09:02.083Z,2025-04-12T13:09:08Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5643886353,213,0.09,5643886343,56,Back,5643886351,212,14.6,5643886349,141,42.7,5643886345,140,26.7,5643886339,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642527,614,1,2,76,54,7efqk7uh63928il0yffxijnv7,1,27.8,54.2,2025-04-12T13:09:08.208Z,2025-04-12T13:09:10Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5643886565,213,0.68,5643886557,56,Back,5643886561,141,64.9,5643886559,140,36.4,5643886563,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642569,615,1,2,76,57,7efqk7uh63928il0yffxijnv7,1,39.6,64.0,2025-04-12T13:09:10.431Z,2025-04-12T13:09:12Z,ewhh39na34kvumaw7zfbh228l,G. Sotelo,,,5643886811,141,91.4,5643886815,212,18.9,5643886807,140,36.6,5643886805,56,Back,5643886817,213,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642603,616,1,2,76,59,7efqk7uh63928il0yffxijnv7,1,35.7,91.2,2025-04-12T13:09:12.576Z,2025-04-12T13:09:15Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5643887041,213,4.32,5643887037,141,79.4,5643887033,56,Back,5643887035,140,32.5,5643887039,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642615,617,1,2,77,2,7efqk7uh63928il0yffxijnv7,1,34.5,84.5,2025-04-12T13:09:15.408Z,2025-04-12T13:09:16Z,ewhh39na34kvumaw7zfbh228l,G. Sotelo,,,5643887077,56,Back,5643887085,213,1.59,5643887081,141,93.0,5643887079,140,34.4,5643887083,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642677,618,1,2,77,2,7efqk7uh63928il0yffxijnv7,1,34.4,93.0,2025-04-12T13:09:16.064Z,2025-04-12T13:09:19Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5643887527,141,86.3,5643887531,213,3.48,5643887523,56,Back,5643887529,212,13.9,5643887525,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642747,619,1,2,77,6,7efqk7uh63928il0yffxijnv7,1,27.8,73.2,2025-04-12T13:09:19.824Z,2025-04-12T13:09:24Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5643887981,141,50.4,5643887985,213,4.52,5643887979,140,25.0,5643887983,212,15.8,5643887977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642795,620,1,2,77,10,7efqk7uh63928il0yffxijnv7,0,29.2,45.4,2025-04-12T13:09:24.303Z,2025-04-12T13:09:26Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5643888225,140,37.5,5643888229,212,9.0,5643888223,56,Back,5643888231,213,6.02,5643888227,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642809,867,8,2,77,14,2rdnn9p03qrmmv34tyx1nahpa,1,53.9,75.6,2025-04-12T13:09:27.634Z,2025-04-12T13:09:27Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5643888319,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642903,869,1,2,77,15,2rdnn9p03qrmmv34tyx1nahpa,1,53.9,75.7,2025-04-12T13:09:28.506Z,2025-04-12T13:10:17Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,1.0,5643893065,210,15,5643888823,212,14.2,5643888819,140,66.4,5643888825,213,0.40,5643888817,56,Left,5643888821,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642911,870,15,2,77,19,2rdnn9p03qrmmv34tyx1nahpa,1,71.1,65.8,2025-04-12T13:09:33.034Z,2025-04-12T13:10:18Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5643893095,146,85.0,5643893099,230,97.3,5643893101,231,51.6,5643893091,102,49.5,5643893085,29,,5643888867,18,,5643893135,233,621,5643893083,78,,5643888869,56,5643888865,22,Center,,5643893093,103,5643893087,55,5643892771,82,5643892767,20,19,869,,5643893097,147,57.9,,,,,,,,,,,,
2799642917,621,10,2,77,19,7efqk7uh63928il0yffxijnv7,1,15.0,42.1,2025-04-12T13:09:33.134Z,2025-04-12T13:22:50Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5643893189,233,870,5643888889,94,,5643888893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799642981,622,50,2,77,23,7efqk7uh63928il0yffxijnv7,1,25.0,31.6,2025-04-12T13:09:37.185Z,2025-04-12T13:36:53Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5643889913,233,871,5643889251,285,,5643889247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643069,871,7,2,77,23,2rdnn9p03qrmmv34tyx1nahpa,1,75.0,68.4,2025-04-12T13:09:37.186Z,2025-04-12T13:36:53Z,6yreepfqr0qh9o2mlglzkri6t,R. Riski,,,5643889899,233,622,5643889833,56,Center,5643889837,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643073,872,13,2,77,28,2rdnn9p03qrmmv34tyx1nahpa,1,90.2,75.6,2025-04-12T13:09:41.914Z,2025-04-12T13:23:41Z,6yreepfqr0qh9o2mlglzkri6t,R. Riski,,,5643890897,103,15.3,5643890901,230,98.4,5643889859,56,Center,5643889855,22,,5643890893,75,,5643983283,72,,5643889857,64,,5643983285,215,,5643890899,458,5643890895,102,,40.7,5643890903,231,,,,,,,55.2,,,,,,,,,,,,,,,,,
2799643093,623,5,2,77,31,7efqk7uh63928il0yffxijnv7,1,-1.2,58.3,2025-04-12T13:09:44.529Z,2025-04-12T13:37:10Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5643890189,233,873,5643889931,56,Back,5643889933,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643123,873,5,2,77,31,2rdnn9p03qrmmv34tyx1nahpa,0,101.2,41.7,2025-04-12T13:09:44.529Z,2025-04-12T13:37:11Z,6yreepfqr0qh9o2mlglzkri6t,R. Riski,,,5643890217,233,623,5643890111,346,,5643890109,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643357,625,1,2,77,47,7efqk7uh63928il0yffxijnv7,1,5.0,53.3,2025-04-12T13:10:00.528Z,2025-04-12T13:10:01Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5643891581,189,,5643891511,1,,5643891499,56,Back,5643891523,237,,5643891507,213,0.12,5643891497,124,,5643891505,212,33.9,5643891501,140,37.0,5643891503,141,,,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643463,626,1,2,77,52,7efqk7uh63928il0yffxijnv7,1,33.7,66.3,2025-04-12T13:10:06.079Z,2025-04-12T13:10:07Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5643892143,141,67.8,5643892145,212,9.0,5643892141,140,42.2,5643892139,56,Back,5643892147,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643471,627,1,2,77,53,7efqk7uh63928il0yffxijnv7,1,42.2,67.8,2025-04-12T13:10:07.264Z,2025-04-12T13:10:08Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5643892189,141,69.4,5643892185,56,Back,5643892193,213,3.02,5643892233,156,,5643892191,212,8.8,5643892187,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643527,628,1,2,77,55,7efqk7uh63928il0yffxijnv7,1,34.7,67.5,2025-04-12T13:10:09.231Z,2025-04-12T13:10:10Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5643892469,212,9.1,5643892465,141,57.6,5643892461,56,Back,5643892473,213,3.98,5643892463,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643555,629,1,2,77,57,7efqk7uh63928il0yffxijnv7,1,28.7,57.6,2025-04-12T13:10:10.783Z,2025-04-12T13:10:12Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5643892633,140,26.4,5643892635,141,39.2,5643892639,212,12.7,5643892631,56,Back,5643892641,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643595,630,1,2,77,59,7efqk7uh63928il0yffxijnv7,1,26.1,39.1,2025-04-12T13:10:12.624Z,2025-04-12T13:10:15Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5643892883,141,10.3,5643892879,56,Back,5643892881,140,34.0,5643892885,212,21.3,5643892887,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643647,631,1,2,78,2,7efqk7uh63928il0yffxijnv7,0,34.0,10.3,2025-04-12T13:10:15.407Z,2025-04-12T13:10:18Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5643893215,140,39.0,5643893223,213,1.24,5643893219,212,16.0,5643893213,56,Back,5643893217,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643703,875,1,2,78,6,2rdnn9p03qrmmv34tyx1nahpa,1,52.8,67.2,2025-04-12T13:10:19.994Z,2025-04-12T13:10:22Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643893491,56,Center,5643893495,141,62.7,5643893499,212,14.6,5643893493,140,66.4,5643893501,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643813,877,1,2,78,9,2rdnn9p03qrmmv34tyx1nahpa,1,67.5,62.7,2025-04-12T13:10:22.442Z,2025-04-12T13:10:29Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5643894177,141,30.1,5643894173,56,Center,5643894181,213,5.58,5643894179,212,34.3,5643894175,140,92.4,5643894183,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643839,878,1,2,78,15,2rdnn9p03qrmmv34tyx1nahpa,1,97.0,20.3,2025-04-12T13:10:29.211Z,2025-04-12T13:10:31Z,6yreepfqr0qh9o2mlglzkri6t,R. Riski,,,5643894337,212,18.7,5643894333,140,79.5,5643894335,141,15.2,5643894339,213,3.33,5643894331,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643861,879,1,2,78,17,2rdnn9p03qrmmv34tyx1nahpa,1,78.6,15.9,2025-04-12T13:10:30.874Z,2025-04-12T13:10:32Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5643894503,213,2.42,5643894493,140,73.4,5643894491,56,Center,5643894495,141,23.0,5643894499,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643897,880,1,2,78,18,2rdnn9p03qrmmv34tyx1nahpa,1,73.4,23.0,2025-04-12T13:10:32.137Z,2025-04-12T13:10:34Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5643894673,140,83.6,5643894677,212,12.1,5643894679,213,5.80,5643894675,141,14.7,5643894671,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643921,881,1,2,78,20,2rdnn9p03qrmmv34tyx1nahpa,1,84.6,14.4,2025-04-12T13:10:34.266Z,2025-04-12T13:10:36Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5643894817,140,71.9,5643894821,212,14.3,5643894815,56,Center,5643894823,213,2.77,5643894819,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643987,882,1,2,78,22,2rdnn9p03qrmmv34tyx1nahpa,1,70.2,23.0,2025-04-12T13:10:36.098Z,2025-04-12T13:10:39Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5643895167,56,Center,5643895179,213,2.73,5643895175,212,17.6,5643895169,140,54.9,5643895171,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799644033,883,1,2,78,25,2rdnn9p03qrmmv34tyx1nahpa,1,54.5,33.7,2025-04-12T13:10:39.298Z,2025-04-12T13:10:41Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643895419,140,51.2,5643895429,212,16.4,5643895413,56,Center,5643895425,141,57.2,5643895433,213,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799644135,884,1,2,78,28,2rdnn9p03qrmmv34tyx1nahpa,1,52.7,58.2,2025-04-12T13:10:41.562Z,2025-04-12T13:10:47Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643896015,212,24.7,5643896013,141,87.8,5643896005,56,Left,5643896009,140,66.4,5643896017,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799644149,885,3,2,78,33,2rdnn9p03qrmmv34tyx1nahpa,0,74.4,91.7,2025-04-12T13:10:47.059Z,2025-04-12T13:36:54Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5643896073,56,Left,5643896301,233,632,5643896077,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799644171,632,7,2,78,33,7efqk7uh63928il0yffxijnv7,1,25.6,8.3,2025-04-12T13:10:47.060Z,2025-04-12T13:36:53Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5643896227,285,,5643896265,233,885,5643896225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799644273,634,1,2,78,39,7efqk7uh63928il0yffxijnv7,0,17.6,1.7,2025-04-12T13:10:52.945Z,2025-04-12T13:10:54Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5643896815,1,,5643896813,213,0.44,5643896791,157,,5643896795,56,Back,5643896799,140,31.8,5643896809,212,16.5,5643896805,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
