id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId
2803144675,589,1,2,73,20,8sy0cxovuxo76tuoas3uo55xj,0,96.7,100.0,2025-04-19T15:33:40.908Z,2025-04-19T15:45:25Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5663161843,107,,5663161847,140,89.6,5663161855,1,,5663161851,212,29.7,5663161849,141,58.8,5663161845,56,Center,5663161853,213,4.46,5663244305,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144707,719,12,2,73,21,2rdnn9p03qrmmv34tyx1nahpa,1,10.4,43.4,2025-04-19T15:33:41.645Z,2025-04-19T15:45:22Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5663162005,141,27.4,5663162003,140,26.9,5663162001,56,Back,5663162009,212,20.5,5663162015,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803160279,823,1,2,73,23,2rdnn9p03qrmmv34tyx1nahpa,1,26.4,32.5,2025-04-19T15:33:44.487Z,2025-04-19T15:46:04Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5663249177,56,Back,5663249189,213,2.40,5663249179,140,22.8,5663249185,212,5.1,5663249181,141,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144819,721,1,2,73,24,2rdnn9p03qrmmv34tyx1nahpa,1,24.5,34.3,2025-04-19T15:33:45.182Z,2025-04-19T15:46:07Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5663162561,212,14.4,5663162563,213,5.17,5663162559,141,15.3,5663162551,56,Back,5663162555,140,30.6,5663162547,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144731,590,43,2,73,25,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-19T15:33:45.915Z,2025-04-19T15:45:18Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5663243239,144,61,5663162137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144831,722,61,2,73,26,2rdnn9p03qrmmv34tyx1nahpa,0,30.8,15.3,2025-04-19T15:33:47.429Z,2025-04-19T15:47:29Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5663162627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803162839,721,1,2,73,27,8sy0cxovuxo76tuoas3uo55xj,1,70.5,70.5,2025-04-19T15:33:48.249Z,2025-04-19T15:47:30Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5663259565,56,Center,5663259569,141,73.0,5663259573,213,0.23,5663259567,140,77.4,5663259571,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144879,591,1,2,73,32,8sy0cxovuxo76tuoas3uo55xj,1,72.6,78.2,2025-04-19T15:33:53.019Z,2025-04-19T15:33:54Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5663162865,56,Left,5663162881,213,1.59,5663162879,212,6.3,5663162871,140,72.5,5663162875,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144907,592,1,2,73,33,8sy0cxovuxo76tuoas3uo55xj,1,72.3,88.6,2025-04-19T15:33:53.979Z,2025-04-19T15:33:55Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5663163017,213,0.29,5663163015,212,7.0,5663163009,56,Left,5663163013,141,91.5,5663163011,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144923,593,3,2,73,33,8sy0cxovuxo76tuoas3uo55xj,0,79.4,94.2,2025-04-19T15:33:54.468Z,2025-04-19T15:48:21Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5663163085,286,,5663163501,233,723,5663163083,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144983,723,7,2,73,33,2rdnn9p03qrmmv34tyx1nahpa,0,20.6,5.8,2025-04-19T15:33:54.469Z,2025-04-19T15:48:22Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5663163399,285,,5663163439,233,593,5663163397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803164369,731,61,2,73,33,8sy0cxovuxo76tuoas3uo55xj,1,74.2,96.1,2025-04-19T15:33:54.471Z,2025-04-19T15:49:02Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5663269817,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803164357,840,61,2,73,34,2rdnn9p03qrmmv34tyx1nahpa,0,25.5,4.5,2025-04-19T15:33:55.148Z,2025-04-19T15:48:42Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5663267103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803144989,594,5,2,73,38,8sy0cxovuxo76tuoas3uo55xj,1,80.5,101.6,2025-04-19T15:33:58.668Z,2025-04-19T15:45:58Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5663242801,233,820,5663163435,347,,5663163433,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803159633,820,5,2,73,38,2rdnn9p03qrmmv34tyx1nahpa,0,19.5,-1.6,2025-04-19T15:33:58.668Z,2025-04-19T15:45:58Z,,,,,5663242705,347,,5663241959,56,Back,5663242869,233,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145077,595,1,2,73,40,8sy0cxovuxo76tuoas3uo55xj,1,78.7,100.0,2025-04-19T15:34:00.911Z,2025-04-19T15:51:10Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5663163923,213,3.87,5663163915,56,Left,5663163919,141,93.6,5663163917,140,73.0,5663163921,212,8.0,5663163913,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145135,596,1,2,73,41,8sy0cxovuxo76tuoas3uo55xj,1,73.0,92.7,2025-04-19T15:34:01.948Z,2025-04-19T15:51:08Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5663164219,213,0.41,5663164215,141,96.2,5663164211,56,Left,5663164217,212,6.0,5663164213,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145245,597,1,2,73,44,8sy0cxovuxo76tuoas3uo55xj,1,78.3,96.2,2025-04-19T15:34:05.260Z,2025-04-19T15:51:05Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5663164721,212,8.6,5663164717,140,80.0,5663164715,56,Left,5663164723,213,4.92,5663164719,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145167,724,83,2,73,45,2rdnn9p03qrmmv34tyx1nahpa,0,17.9,24.6,2025-04-19T15:34:06.461Z,2025-04-19T15:50:31Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5663164945,399,4m7qbjhm8zl0z7px053siv6j9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145251,598,50,2,73,46,8sy0cxovuxo76tuoas3uo55xj,1,75.5,74.6,2025-04-19T15:34:07.595Z,2025-04-19T15:53:59Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5663281661,233,861,5663164741,56,Center,5663164743,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167369,861,7,2,73,46,2rdnn9p03qrmmv34tyx1nahpa,1,24.5,25.4,2025-04-19T15:34:07.596Z,2025-04-19T15:53:58Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5663281587,56,Back,5663281595,233,598,5663281589,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803167377,862,61,2,73,47,2rdnn9p03qrmmv34tyx1nahpa,1,22.9,31.1,2025-04-19T15:34:07.744Z,2025-04-19T15:51:02Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5663282453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145353,726,1,2,73,52,2rdnn9p03qrmmv34tyx1nahpa,1,24.3,46.9,2025-04-19T15:34:13.549Z,2025-04-19T15:34:14Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5663165321,212,16.3,5663165317,140,39.8,5663165319,141,45.2,5663165323,213,6.21,5663165315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145475,727,1,2,73,53,2rdnn9p03qrmmv34tyx1nahpa,1,39.8,45.2,2025-04-19T15:34:14.420Z,2025-04-19T15:34:22Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5663165977,56,Center,5663165983,212,27.0,5663165985,213,0.48,5663165979,140,62.6,5663165981,141,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145505,728,1,2,74,1,2rdnn9p03qrmmv34tyx1nahpa,1,62.6,81.4,2025-04-19T15:34:21.901Z,2025-04-19T15:34:24Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5663166175,155,,5663166189,213,0.37,5663166185,212,9.3,5663166179,140,70.9,5663166181,141,86.3,5663166177,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145533,729,1,2,74,3,2rdnn9p03qrmmv34tyx1nahpa,1,70.9,86.3,2025-04-19T15:34:24.093Z,2025-04-19T15:34:26Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5663166327,141,89.9,5663166329,212,7.9,5663166331,213,2.83,5663166325,140,63.7,5663166321,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145537,730,43,2,74,5,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-19T15:34:25.718Z,2025-04-19T15:34:29Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5663166689,144,61,5663166371,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145565,731,50,2,74,5,2rdnn9p03qrmmv34tyx1nahpa,1,65.8,91.0,2025-04-19T15:34:26.575Z,2025-04-19T15:34:31Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5663166485,56,Left,5663166487,286,,5663166619,233,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145571,599,7,2,74,5,8sy0cxovuxo76tuoas3uo55xj,0,34.2,9.0,2025-04-19T15:34:26.576Z,2025-04-19T15:34:30Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5663166581,233,731,5663166525,285,,5663166523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145895,734,1,2,74,13,2rdnn9p03qrmmv34tyx1nahpa,1,57.5,62.6,2025-04-19T15:34:33.972Z,2025-04-19T15:34:42Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5663168089,56,Center,5663168097,213,5.19,5663168093,141,35.8,5663168095,212,20.5,5663168091,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145909,735,1,2,74,21,2rdnn9p03qrmmv34tyx1nahpa,0,88.1,37.0,2025-04-19T15:34:41.853Z,2025-04-19T15:34:42Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5663168191,213,1.49,5663168189,212,9.1,5663168183,56,Center,5663168185,140,88.8,5663168187,141,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146025,600,12,2,74,22,8sy0cxovuxo76tuoas3uo55xj,1,9.1,50.4,2025-04-19T15:34:43.517Z,2025-04-19T15:34:48Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5663168759,141,61.1,5663168761,212,8.9,5663168763,213,0.96,5663168755,56,Back,5663168757,140,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803145995,736,1,2,74,23,2rdnn9p03qrmmv34tyx1nahpa,1,82.2,26.8,2025-04-19T15:34:43.764Z,2025-04-19T15:52:37Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5663168637,56,Center,5663168643,212,9.5,5663168635,3,,5663168639,140,91.0,5663168645,213,6.04,5663168641,141,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146001,737,3,2,74,23,2rdnn9p03qrmmv34tyx1nahpa,0,72.0,21.8,2025-04-19T15:34:44.623Z,2025-04-19T15:53:21Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5663168667,56,Center,5663291061,286,,5663291899,233,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803169991,765,7,2,74,24,8sy0cxovuxo76tuoas3uo55xj,1,28.0,78.2,2025-04-19T15:34:44.624Z,2025-04-19T15:53:24Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5663291635,56,Back,5663291639,285,,5663291653,233,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146073,602,12,2,74,25,8sy0cxovuxo76tuoas3uo55xj,1,3.1,71.4,2025-04-19T15:34:46.196Z,2025-04-19T15:52:52Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5663168975,140,9.1,5663169111,167,,5663168979,212,21.0,5663168973,56,Back,5663168977,141,100.0,5663168983,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146083,603,5,2,74,29,8sy0cxovuxo76tuoas3uo55xj,0,9.2,100.8,2025-04-19T15:34:49.969Z,2025-04-19T15:34:53Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5663169353,233,738,5663169037,56,Back,5663169041,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146149,738,5,2,74,29,2rdnn9p03qrmmv34tyx1nahpa,1,90.8,-0.8,2025-04-19T15:34:49.969Z,2025-04-19T15:45:59Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5663169341,233,603,5663169333,347,,5663169331,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146573,739,1,2,74,53,2rdnn9p03qrmmv34tyx1nahpa,0,76.2,0.0,2025-04-19T15:35:14.596Z,2025-04-19T15:35:22Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5663171633,107,,5663172385,189,,5663171637,140,91.9,5663171635,56,Right,5663171639,141,0.0,5663171645,213,6.27,5663171641,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146591,605,5,2,74,55,8sy0cxovuxo76tuoas3uo55xj,1,8.6,101.0,2025-04-19T15:35:15.729Z,2025-04-19T15:45:59Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5663171723,56,Back,5663171725,347,,5663171757,233,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146583,740,5,2,74,55,2rdnn9p03qrmmv34tyx1nahpa,0,91.4,-1.0,2025-04-19T15:35:15.729Z,2025-04-19T15:35:19Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5663171807,233,605,5663171691,56,Right,5663171693,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146651,606,1,2,74,57,8sy0cxovuxo76tuoas3uo55xj,1,9.1,100.0,2025-04-19T15:35:17.675Z,2025-04-19T15:35:19Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5663172029,212,5.5,5663172025,140,5.5,5663172021,107,,5663172031,213,3.95,5663172023,56,Back,5663172027,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146693,607,1,2,74,58,8sy0cxovuxo76tuoas3uo55xj,1,6.2,94.7,2025-04-19T15:35:19.596Z,2025-04-19T15:35:21Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5663172249,141,84.5,5663172253,212,11.1,5663172257,213,5.61,5663172245,140,14.4,5663172241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146731,608,1,2,75,0,8sy0cxovuxo76tuoas3uo55xj,1,14.4,84.5,2025-04-19T15:35:21.068Z,2025-04-19T15:35:22Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5663172447,212,24.9,5663172445,141,47.9,5663172443,140,12.8,5663172441,56,Back,5663172449,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146847,610,1,2,75,2,8sy0cxovuxo76tuoas3uo55xj,1,17.2,42.2,2025-04-19T15:35:23.373Z,2025-04-19T15:35:27Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5663173031,140,32.6,5663173035,212,29.0,5663173033,141,6.8,5663173037,213,5.30,5663173029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146939,611,1,2,75,7,8sy0cxovuxo76tuoas3uo55xj,1,42.3,5.3,2025-04-19T15:35:27.837Z,2025-04-19T15:35:34Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5663173615,141,3.5,5663173611,56,Right,5663173619,213,6.24,5663173617,212,30.1,5663173613,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803146969,612,1,2,75,13,8sy0cxovuxo76tuoas3uo55xj,1,70.2,4.1,2025-04-19T15:35:34.140Z,2025-04-19T15:36:17Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5663173843,213,2.07,5663173837,140,66.7,5663173841,212,7.7,5663173839,141,14.0,5663173835,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147057,613,1,2,75,15,8sy0cxovuxo76tuoas3uo55xj,1,66.1,14.0,2025-04-19T15:35:35.948Z,2025-04-19T15:35:41Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5663174351,213,4.39,5663174347,212,6.9,5663174343,141,4.4,5663174335,56,Right,5663174339,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147121,614,1,2,75,20,8sy0cxovuxo76tuoas3uo55xj,1,64.9,5.6,2025-04-19T15:35:41.484Z,2025-04-19T15:36:18Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5663174639,141,10.3,5663174641,212,11.4,5663174635,56,Right,5663174643,213,0.28,5663174637,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147157,615,1,2,75,23,8sy0cxovuxo76tuoas3uo55xj,1,74.8,4.7,2025-04-19T15:35:43.772Z,2025-04-19T15:35:45Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5663174789,140,71.9,5663174793,212,7.5,5663174795,213,1.99,5663174791,141,14.7,5663174787,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803147209,616,2,2,75,24,8sy0cxovuxo76tuoas3uo55xj,1,71.9,14.9,2025-04-19T15:35:44.860Z,2025-04-19T15:35:48Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5663175161,56,Right,5663175159,7,1ds8j4s1h4fydkkhl9qe9l5yi,5663175105,140,87.8,5663175107,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148043,742,18,2,76,6,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-19T15:36:27.158Z,2025-04-19T15:36:28Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5663179631,42,,5663179635,59,16,5663179633,44,Defender,5663179743,55,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148047,743,19,2,76,6,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-19T15:36:27.159Z,2025-04-19T15:54:10Z,auivgwfbffghtuzi2i5e9mxw4,V. Kumpu,,,5663298325,293,5,5663179661,42,,5663179677,55,742,5663179673,44,Defender,5663298323,292,4,5663179667,145,6,5663179671,59,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148225,744,18,2,76,15,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-19T15:36:36.517Z,2025-04-19T15:36:37Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5663180545,42,,5663180669,55,745,5663180547,44,Midfielder,5663180549,59,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148231,745,19,2,76,15,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-19T15:36:36.518Z,2025-04-19T15:55:36Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5663180575,145,7,5663180571,42,,5663180579,44,Midfielder,5663180581,55,744,5663298563,293,1,5663180577,59,30,5663298561,292,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803172017,872,40,2,76,16,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-19T15:36:36.624Z,2025-04-19T15:55:14Z,,,,,5663302077,59,"1, 17, 19, 3, 5, 24, 20, 14, 9, 8, 30, 27, 12, 42",5663302073,30,"5h0xmzqj69qpakvv8b3gfin6d, 7hr8mxix88otsvgitsv184g0k, enc30jhvcxxy3c53muws4gbje, cpxcd9wihjrac0ttpvfzv5kkq, 1vt9w739g9cui1qrjhld5jgt1, auivgwfbffghtuzi2i5e9mxw4, 6j8sbzewfzr0kjs2acm6r7tw4, 74od0bd25ox7cv2sfmebf72s5, 7wysiv77u3wt6pk31uzzl7dre, 8r3xgvgtysw3a026rrhebyxre, 5msckfem6wvr8h2egmxqgn5zo, dprt62xpys5habrdk1kg6sbu1, a6c8kxkcb77ldh3dpondvd2sq, cayn625x26mewt9gp2xrmh4ut",5663302083,194,5h0xmzqj69qpakvv8b3gfin6d,5663302075,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5",5663302079,130,13,5663302081,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148605,620,18,2,76,34,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-19T15:36:55.135Z,2025-04-19T15:36:56Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5663182861,55,621,5663182763,44,Forward,5663182765,59,9,5663182761,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803148617,621,19,2,76,34,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-19T15:36:55.136Z,2025-04-19T15:36:56Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5663182835,59,18,5663182839,293,3,5663182841,44,Forward,5663182829,42,,5663182833,145,10,5663182837,292,10,5663182843,55,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803149113,746,1,2,76,51,2rdnn9p03qrmmv34tyx1nahpa,0,14.6,93.2,2025-04-19T15:37:12.101Z,2025-04-19T15:37:14Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5663185459,141,84.2,5663185455,56,Left,5663185451,157,,5663185461,212,53.5,5663185465,213,6.17,5663185449,5,,5663185469,1,,5663185457,140,65.2,5663185453,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803149193,623,1,2,76,55,8sy0cxovuxo76tuoas3uo55xj,1,32.0,8.6,2025-04-19T15:37:16.445Z,2025-04-19T15:37:20Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5663185975,212,24.1,5663185971,140,14.8,5663185973,141,32.1,5663185977,213,2.42,5663185969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803149219,624,1,2,76,59,8sy0cxovuxo76tuoas3uo55xj,1,15.7,36.3,2025-04-19T15:37:19.949Z,2025-04-19T15:37:22Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5663186099,140,19.5,5663186107,213,1.24,5663186105,212,12.2,5663186097,56,Back,5663186101,141,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803149309,625,1,2,77,1,8sy0cxovuxo76tuoas3uo55xj,1,23.1,58.8,2025-04-19T15:37:21.885Z,2025-04-19T15:37:25Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5663186585,212,8.5,5663186579,56,Back,5663186583,141,58.5,5663186581,140,31.2,5663186587,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803149365,626,1,2,77,4,8sy0cxovuxo76tuoas3uo55xj,1,36.6,63.6,2025-04-19T15:37:25.085Z,2025-04-19T15:37:28Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5663186927,141,92.9,5663186923,140,34.8,5663186933,213,1.67,5663186921,56,Back,5663186931,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803149429,747,83,2,77,6,2rdnn9p03qrmmv34tyx1nahpa,0,35.8,14.0,2025-04-19T15:37:27.077Z,2025-04-19T15:45:46Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5663188301,399,11xqkd2im28nwotbqeuhflcd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803149491,627,1,2,77,7,8sy0cxovuxo76tuoas3uo55xj,1,34.8,92.9,2025-04-19T15:37:28.061Z,2025-04-19T15:37:32Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5663187577,56,Left,5663187579,140,54.1,5663187585,213,0.00,5663187583,212,20.3,5663187581,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
