id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2807868109,678,1,2,80,57,ea3yd0dgq6uy6pupkpn17j5xg,1,92.0,71.8,2025-04-28T17:42:18.440Z,2025-04-28T17:42:37Z,dytql3b2co1cst72z5qf879pl,J. Streng,1.0,,5689058237,56,Center,5689058241,141,65.7,5689059005,154,,5689058243,212,5.0,5689059003,210,15,5689058245,213,4.11,5689058239,140,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868113,679,15,2,80,59,ea3yd0dgq6uy6pupkpn17j5xg,1,89.3,65.7,2025-04-28T17:42:20.955Z,2025-04-28T18:00:46Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5689059051,233,763,5689059021,55,678,5689059015,29,,5689059025,102,49.2,5689059031,147,52.7,5689059029,146,98.4,5689107781,78,,5689058271,22,,5689059017,154,5689058583,72,5689058273,64,5689058275,56,5689059027,103,5689059019,133,,,,,,,,Center,17.7,,,,,,,,,
2807868143,763,10,2,80,59,5qxgilg61hlwxzfpdn2nhcayd,1,1.6,46.8,2025-04-28T17:42:21.055Z,2025-04-28T17:42:38Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5689058399,56,Back,5689058393,173,,5689058397,182,,5689059063,233,679,5689058841,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868133,680,6,2,81,2,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-28T17:42:23.464Z,2025-04-28T18:10:01Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5689058457,233,764,5689058405,75,,5689058403,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868157,764,6,2,81,2,5qxgilg61hlwxzfpdn2nhcayd,0,0.0,0.0,2025-04-28T17:42:23.464Z,2025-04-28T18:10:02Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5689058451,56,Back,5689058629,233,680,5689058577,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868449,681,1,2,81,36,ea3yd0dgq6uy6pupkpn17j5xg,0,99.5,0.5,2025-04-28T17:42:57.672Z,2025-04-28T17:43:02Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5689060165,56,Center,5689060157,2,,5689060347,233,765,5689060163,223,,5689060161,155,,5689060159,6,,5689060173,213,1.64,5689060171,212,34.8,5689060167,140,5689060175,1,5689060169,141,,,,,,,,,,,51.5,97.1,,,,,,,,,,,,
2807868471,765,41,2,81,39,5qxgilg61hlwxzfpdn2nhcayd,1,4.1,46.1,2025-04-28T17:43:00.724Z,2025-04-28T17:43:02Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5689060297,212,9.3,5689060365,233,681,5689060295,141,35.4,5689060293,140,9.6,5689060299,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868503,766,12,2,81,40,5qxgilg61hlwxzfpdn2nhcayd,1,9.6,34.0,2025-04-28T17:43:02.251Z,2025-04-28T17:43:04Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5689060453,56,Back,5689060459,141,34.2,5689060455,140,11.4,5689060465,213,0.07,5689060463,212,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868499,682,61,2,81,42,ea3yd0dgq6uy6pupkpn17j5xg,1,90.4,62.6,2025-04-28T17:43:03.831Z,2025-04-28T17:43:03Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5689060439,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868507,683,45,2,81,42,ea3yd0dgq6uy6pupkpn17j5xg,0,91.2,66.6,2025-04-28T17:43:04.140Z,2025-04-28T18:10:10Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5689060469,56,Center,5689060471,286,,5689060597,233,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868525,767,3,2,81,42,5qxgilg61hlwxzfpdn2nhcayd,1,8.8,33.4,2025-04-28T17:43:04.140Z,2025-04-28T18:10:09Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5689060573,233,683,5689060565,56,Back,5689060567,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868545,769,1,2,81,44,5qxgilg61hlwxzfpdn2nhcayd,1,9.6,29.8,2025-04-28T17:43:05.715Z,2025-04-28T17:43:07Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5689060687,141,19.4,5689060679,56,Back,5689060691,213,5.78,5689060683,140,21.8,5689060689,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868559,770,1,2,81,45,5qxgilg61hlwxzfpdn2nhcayd,0,25.5,16.4,2025-04-28T17:43:07.347Z,2025-04-28T17:54:18Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5689060749,140,43.0,5689060751,141,11.6,5689060747,56,Back,5689060755,213,6.11,5689060753,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868585,684,15,2,81,50,ea3yd0dgq6uy6pupkpn17j5xg,1,54.4,80.5,2025-04-28T17:43:11.545Z,2025-04-28T18:00:03Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5689060867,22,,5689061547,103,15.2,5689060871,56,Left,5689060869,71,,5689061549,328,,5689065403,233,771,5689106497,215,,5689061139,72,,5689061545,102,5689061555,147,5689061543,78,5689061551,458,5689061541,121,5689061553,146,92.1,,,,,49.2,53.4,,,,,,,,,,,
2807868611,771,10,2,81,50,5qxgilg61hlwxzfpdn2nhcayd,1,3.7,48.4,2025-04-28T17:43:11.645Z,2025-04-28T17:44:22Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5689060991,56,Back,5689065393,177,,5689060989,182,,5689065427,233,684,5689060987,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868685,773,1,2,81,54,5qxgilg61hlwxzfpdn2nhcayd,1,11.2,51.9,2025-04-28T17:43:16.115Z,2025-04-28T17:43:20Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5689061411,141,70.5,5689061405,123,,5689061413,212,18.3,5689061407,56,Back,5689061409,140,23.8,5689061415,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868727,774,1,2,81,58,5qxgilg61hlwxzfpdn2nhcayd,1,27.2,76.4,2025-04-28T17:43:20.227Z,2025-04-28T17:43:23Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5689061653,212,20.9,5689061651,141,98.3,5689061649,140,41.1,5689061655,213,0.80,5689061647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868731,775,1,2,82,1,5qxgilg61hlwxzfpdn2nhcayd,0,41.7,98.7,2025-04-28T17:43:23.120Z,2025-04-28T17:43:26Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5689061671,56,Back,5689061779,236,,5689061785,286,,5689061679,213,5.89,5689061673,140,43.1,5689061677,212,1.6,5689061781,233,685,5689061675,141,97.8,5689061669,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868751,685,74,2,82,1,ea3yd0dgq6uy6pupkpn17j5xg,1,57.6,3.7,2025-04-28T17:43:23.121Z,2025-04-28T18:10:04Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5689061771,285,,5689061799,233,775,5689061769,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868757,686,5,2,82,5,ea3yd0dgq6uy6pupkpn17j5xg,0,58.0,-1.2,2025-04-28T17:43:26.523Z,2025-04-28T17:55:31Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5689061849,233,776,5689061803,56,Right,5689061805,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868759,776,5,2,82,5,5qxgilg61hlwxzfpdn2nhcayd,1,42.0,101.2,2025-04-28T17:43:26.523Z,2025-04-28T17:43:28Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5689061807,56,Back,5689061829,233,686,5689061809,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868779,777,1,2,82,7,5qxgilg61hlwxzfpdn2nhcayd,1,41.5,100.0,2025-04-28T17:43:29.188Z,2025-04-28T17:43:30Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5689061963,141,88.9,5689061959,56,Back,5689061961,140,28.1,5689061957,107,,5689061965,212,16.4,5689061967,213,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868805,778,1,2,82,9,5qxgilg61hlwxzfpdn2nhcayd,1,26.8,82.3,2025-04-28T17:43:30.803Z,2025-04-28T17:43:33Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5689062125,141,62.0,5689062129,213,4.54,5689062123,140,24.5,5689062121,56,Back,5689062127,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868869,779,1,2,82,12,5qxgilg61hlwxzfpdn2nhcayd,1,27.2,39.7,2025-04-28T17:43:33.739Z,2025-04-28T17:43:38Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5689062449,56,Back,5689062451,140,35.6,5689062453,141,12.8,5689062457,213,5.16,5689062455,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868917,780,1,2,82,16,5qxgilg61hlwxzfpdn2nhcayd,0,44.5,9.4,2025-04-28T17:43:37.852Z,2025-04-28T17:43:41Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5689062697,141,16.5,5689062691,155,,5689062703,1,,5689062695,140,87.5,5689062693,56,Right,5689062699,212,45.4,5689062701,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807868983,781,43,2,82,20,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-28T17:43:41.733Z,2025-04-28T17:43:54Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5689063071,56,Right,5689063073,286,0,5689063665,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869007,687,12,2,82,20,ea3yd0dgq6uy6pupkpn17j5xg,1,4.4,92.2,2025-04-28T17:43:42.104Z,2025-04-28T17:45:07Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5689065909,212,6.1,5689063207,56,Back,5689065907,141,100.0,5689063205,167,,5689065905,140,4.8,5689065911,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869015,688,5,2,82,22,ea3yd0dgq6uy6pupkpn17j5xg,0,12.8,101.6,2025-04-28T17:43:43.564Z,2025-04-28T17:55:32Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5689067431,347,,5689063305,56,Back,5689067685,233,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869123,782,5,2,82,22,5qxgilg61hlwxzfpdn2nhcayd,1,87.2,-1.6,2025-04-28T17:43:43.564Z,2025-04-28T17:45:35Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5689067665,233,688,5689063923,347,,5689063921,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869187,783,1,2,82,40,5qxgilg61hlwxzfpdn2nhcayd,1,75.8,0.0,2025-04-28T17:44:01.515Z,2025-04-28T17:48:21Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5689064253,212,13.2,5689064249,140,67.7,5689074853,189,,5689064251,141,12.9,5689064255,213,2.27,5689064247,56,Right,5689064245,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869191,784,61,2,82,42,5qxgilg61hlwxzfpdn2nhcayd,1,60.7,17.4,2025-04-28T17:44:03.955Z,2025-04-28T17:48:23Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5689064335,189,,5689064269,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869221,785,1,2,82,44,5qxgilg61hlwxzfpdn2nhcayd,1,40.8,32.4,2025-04-28T17:44:05.924Z,2025-04-28T17:49:09Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5689064425,56,Right,5689064435,212,33.2,5689064439,1,,5689064427,140,68.9,5689064437,213,5.81,5689064431,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869267,786,1,2,82,45,5qxgilg61hlwxzfpdn2nhcayd,1,80.9,14.4,2025-04-28T17:44:07.131Z,2025-04-28T17:45:11Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,1.0,,5689064685,212,19.7,5689067699,154,,5689064687,213,1.19,5689064679,56,Center,5689064683,141,41.3,5689064677,155,,5689064681,140,87.8,5689064675,2,,5689067697,210,,,,,,,,,,,,,,,,15,,,,,,,,,,,,
2807869273,787,43,2,82,47,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-28T17:44:08.436Z,2025-04-28T17:54:56Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5689064743,286,0,5689064741,56,Center,5689094839,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869277,788,15,2,82,47,5qxgilg61hlwxzfpdn2nhcayd,1,88.1,42.4,2025-04-28T17:44:08.821Z,2025-04-28T17:46:06Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5689067743,81,,5689067751,55,786,5689067745,29,,5689065837,328,,5689067755,102,47.9,5689064757,56,Center,5689067749,133,,5689064753,22,,5689067761,147,5689067759,146,5689065833,15,5689067757,103,5689067765,233,5689064755,17,,5689067747,154,,,48.4,98.9,29.7,689,,,,,,,,,
2807869243,689,10,2,82,47,ea3yd0dgq6uy6pupkpn17j5xg,1,1.8,54.3,2025-04-28T17:44:08.921Z,2025-04-28T17:45:12Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5689064553,56,Back,5689064767,177,,5689067781,233,788,5689064549,178,,5689064551,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869503,691,1,2,83,13,ea3yd0dgq6uy6pupkpn17j5xg,1,5.1,56.6,2025-04-28T17:44:34.848Z,2025-04-28T18:02:56Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5689066235,213,0.79,5689111973,123,,5689066251,189,,5689066229,140,24.1,5689066231,141,86.5,5689066227,56,Back,5689066233,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869527,692,61,2,83,14,ea3yd0dgq6uy6pupkpn17j5xg,1,23.4,89.3,2025-04-28T17:44:35.598Z,2025-04-28T18:02:58Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5689066401,189,,5689066367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869493,791,61,2,83,15,5qxgilg61hlwxzfpdn2nhcayd,1,62.7,17.4,2025-04-28T17:44:36.749Z,2025-04-28T18:03:22Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5689066197,189,,5689066187,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869499,792,49,2,83,16,5qxgilg61hlwxzfpdn2nhcayd,1,76.4,18.4,2025-04-28T17:44:38.332Z,2025-04-28T18:03:24Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5689066219,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869517,793,1,2,83,20,5qxgilg61hlwxzfpdn2nhcayd,1,74.9,17.1,2025-04-28T17:44:42.139Z,2025-04-28T17:44:43Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5689066323,213,3.35,5689066317,140,65.5,5689066315,56,Right,5689066321,212,10.1,5689066319,141,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869541,794,1,2,83,22,5qxgilg61hlwxzfpdn2nhcayd,0,69.2,16.4,2025-04-28T17:44:43.700Z,2025-04-28T17:44:47Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5689066431,140,84.9,5689066427,56,Center,5689066439,213,0.94,5689066425,155,,5689066437,212,27.8,5689066435,141,49.3,5689066423,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869557,693,44,2,83,25,ea3yd0dgq6uy6pupkpn17j5xg,1,11.4,51.0,2025-04-28T17:44:46.922Z,2025-04-28T17:44:50Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5689066507,285,,5689066503,56,Back,5689066533,233,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869545,795,44,2,83,25,5qxgilg61hlwxzfpdn2nhcayd,0,88.6,49.0,2025-04-28T17:44:46.923Z,2025-04-28T17:44:50Z,btxgorlt1vhb8f0yt5jvvwg5x,K. Multanen,,,5689066447,286,,5689066557,233,693,5689066445,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869579,694,12,2,83,26,ea3yd0dgq6uy6pupkpn17j5xg,1,6.3,51.6,2025-04-28T17:44:47.912Z,2025-04-28T17:44:51Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5689066625,140,24.5,5689066631,213,5.86,5689066627,141,38.8,5689066623,56,Back,5689066629,212,21.0,5689066659,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869571,796,13,2,83,26,5qxgilg61hlwxzfpdn2nhcayd,1,73.0,55.2,2025-04-28T17:44:48.099Z,2025-04-28T17:44:56Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5689066997,231,49.5,5689066983,77,,5689066641,72,,5689066587,56,Center,5689066985,102,59.8,5689066579,22,,5689066995,230,98.9,5689066583,18,,5689066989,215,5689066993,458,5689066987,103,5689066991,328,,,,,,,,,75,,,,,,,,,,,,,
2807869629,695,5,2,83,27,ea3yd0dgq6uy6pupkpn17j5xg,1,-0.8,38.0,2025-04-28T17:44:49.203Z,2025-04-28T17:55:32Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5689066967,346,,5689067025,233,797,5689066965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869573,797,5,2,83,27,5qxgilg61hlwxzfpdn2nhcayd,0,100.8,62.0,2025-04-28T17:44:49.203Z,2025-04-28T17:55:32Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5689066603,56,Center,5689066605,346,,5689067041,233,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869903,696,1,2,83,58,ea3yd0dgq6uy6pupkpn17j5xg,1,3.9,60.5,2025-04-28T17:45:19.801Z,2025-04-28T17:45:24Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5689068437,213,4.45,5689068441,237,,5689068429,56,Back,5689068435,212,7.7,5689068427,124,,5689068431,140,2.0,5689068433,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869937,697,1,2,84,2,ea3yd0dgq6uy6pupkpn17j5xg,0,2.2,48.8,2025-04-28T17:45:24.121Z,2025-04-28T17:45:34Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5689068977,157,,5689068619,212,47.7,5689068613,56,Back,5689068621,213,0.20,5689068615,140,46.7,5689068617,141,62.7,5689068623,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869947,798,44,2,84,7,5qxgilg61hlwxzfpdn2nhcayd,1,52.5,34.4,2025-04-28T17:45:28.858Z,2025-04-28T18:10:12Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5689068737,233,698,5689068675,56,Center,5689068677,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869961,698,44,2,84,7,ea3yd0dgq6uy6pupkpn17j5xg,0,47.5,65.6,2025-04-28T17:45:28.859Z,2025-04-28T18:10:12Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5689068729,56,Back,5689068773,233,798,5689068731,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869953,799,1,2,84,7,5qxgilg61hlwxzfpdn2nhcayd,0,51.0,32.5,2025-04-28T17:45:28.946Z,2025-04-28T17:45:29Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5689068709,56,Center,5689068717,213,6.02,5689068715,212,6.6,5689068711,140,57.1,5689068707,3,,5689068713,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807869999,699,1,2,84,9,ea3yd0dgq6uy6pupkpn17j5xg,1,43.2,68.4,2025-04-28T17:45:30.664Z,2025-04-28T17:45:34Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5689068949,56,Left,5689068951,140,61.7,5689068953,141,82.9,5689068957,213,0.47,5689068955,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807870041,700,1,2,84,14,ea3yd0dgq6uy6pupkpn17j5xg,1,65.5,82.6,2025-04-28T17:45:35.864Z,2025-04-28T17:45:38Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5689069207,56,Center,5689069213,141,78.1,5689069215,212,10.5,5689069209,140,55.9,5689069217,213,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807870063,701,1,2,84,16,ea3yd0dgq6uy6pupkpn17j5xg,1,55.9,78.1,2025-04-28T17:45:37.896Z,2025-04-28T17:45:39Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5689069315,212,15.5,5689069317,213,0.84,5689069309,56,Left,5689069313,141,95.1,5689069311,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807870125,702,1,2,84,18,ea3yd0dgq6uy6pupkpn17j5xg,1,65.8,95.1,2025-04-28T17:45:39.528Z,2025-04-28T17:45:43Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5689069635,212,22.6,5689069637,213,5.98,5689069633,141,85.3,5689069631,140,86.4,5689069627,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807870185,703,1,2,84,22,ea3yd0dgq6uy6pupkpn17j5xg,1,90.1,84.7,2025-04-28T17:45:43.610Z,2025-04-28T17:45:47Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5689069939,212,21.4,5689069933,56,Center,5689069931,155,,5689069935,140,90.7,5689069929,2,,5689069941,213,4.74,5689069937,141,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807870189,704,61,2,84,26,ea3yd0dgq6uy6pupkpn17j5xg,0,90.7,53.3,2025-04-28T17:45:47.352Z,2025-04-28T17:45:47Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5689069949,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807870197,800,43,2,84,26,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-28T17:45:47.506Z,2025-04-28T17:49:56Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5689084005,144,12,5689069983,141,44.3,5689069981,140,9.7,5689070001,15,0,5689069985,212,3.0,5689069987,213,1.10,5689069979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807870259,802,1,2,84,28,5qxgilg61hlwxzfpdn2nhcayd,1,13.5,72.1,2025-04-28T17:45:49.435Z,2025-04-28T17:45:54Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5689070259,140,27.3,5689070261,141,91.5,5689070263,212,19.6,5689070257,56,Back,5689070265,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807870265,803,50,2,84,32,5qxgilg61hlwxzfpdn2nhcayd,1,42.2,95.6,2025-04-28T17:45:54.011Z,2025-04-28T17:45:57Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5689070407,233,705,5689070313,286,,5689070311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807870275,705,7,2,84,32,ea3yd0dgq6uy6pupkpn17j5xg,1,57.8,4.4,2025-04-28T17:45:54.012Z,2025-04-28T17:45:57Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5689070361,167,,5689070389,233,803,5689070363,56,Right,5689070365,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807870311,706,5,2,84,33,ea3yd0dgq6uy6pupkpn17j5xg,0,57.4,-1.8,2025-04-28T17:45:54.856Z,2025-04-28T17:55:33Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5689070619,233,804,5689070579,56,Right,5689070581,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807870283,804,5,2,84,33,5qxgilg61hlwxzfpdn2nhcayd,1,42.6,101.8,2025-04-28T17:45:54.856Z,2025-04-28T17:55:32Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5689070607,233,706,5689070435,347,,5689070433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807870433,805,1,2,84,40,5qxgilg61hlwxzfpdn2nhcayd,1,42.4,100.0,2025-04-28T17:46:02.283Z,2025-04-28T17:46:08Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5689071247,141,94.4,5689071239,107,,5689071245,140,28.5,5689071251,213,3.47,5689071249,212,15.4,5689071243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
