id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2818381187,773,3,2,69,34,303582z192rnbr2x28o2t7u38,0,94.2,68.4,2025-05-24T17:29:49.554Z,2025-05-24T17:29:54Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5747265253,56,Center,5747265255,286,,5747265323,233,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381197,591,7,2,69,34,3ptum5fjcgw51mqui0gu6uuf4,0,5.8,31.6,2025-05-24T17:29:49.555Z,2025-05-24T18:02:00Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5747265309,233,773,5747265305,285,,5747265303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381249,774,1,2,69,39,303582z192rnbr2x28o2t7u38,1,95.0,73.6,2025-05-24T17:29:54.290Z,2025-05-24T17:29:57Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5747265595,212,16.7,5747265591,140,79.1,5747265593,141,75.0,5747265589,56,Center,5747265597,213,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381265,775,1,2,69,42,303582z192rnbr2x28o2t7u38,1,77.4,70.6,2025-05-24T17:29:57.681Z,2025-05-24T17:29:59Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5747265661,141,83.3,5747265665,213,1.85,5747265657,56,Left,5747265663,212,9.0,5747265659,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381317,776,1,2,69,44,303582z192rnbr2x28o2t7u38,1,75.0,83.3,2025-05-24T17:29:59.234Z,2025-05-24T17:30:05Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747265993,56,Center,5747265997,141,75.1,5747265999,212,9.2,5747265995,140,82.0,5747266001,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381321,777,50,2,69,46,303582z192rnbr2x28o2t7u38,1,86.2,79.5,2025-05-24T17:30:01.171Z,2025-05-24T17:32:46Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5747266019,286,,5747266159,233,592,5747266017,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381335,592,7,2,69,46,3ptum5fjcgw51mqui0gu6uuf4,1,13.8,20.5,2025-05-24T17:30:01.172Z,2025-05-24T17:32:48Z,7mtrb2q1po3bwtkfp1w4w2qxh,J. van der Heyden,,,5747266083,285,,5747266081,56,Back,5747266151,233,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818383181,634,1,2,69,47,3ptum5fjcgw51mqui0gu6uuf4,0,16.9,22.3,2025-05-24T17:30:01.951Z,2025-05-24T17:33:24Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5747278273,233,778,5747278277,286,,5747277939,212,2.7,5747277937,141,26.2,5747278271,236,,5747277933,56,Back,5747277941,213,1.65,5747277935,140,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381325,778,74,2,69,47,303582z192rnbr2x28o2t7u38,1,82.0,75.1,2025-05-24T17:30:01.952Z,2025-05-24T18:00:34Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5747266037,56,Center,5747278251,285,,5747278295,233,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381349,594,1,2,69,52,3ptum5fjcgw51mqui0gu6uuf4,1,11.8,13.5,2025-05-24T17:30:06.848Z,2025-05-24T17:33:38Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5747266205,141,30.6,5747266209,213,0.88,5747266201,56,Back,5747266207,212,15.1,5747266203,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381391,596,1,2,69,53,3ptum5fjcgw51mqui0gu6uuf4,1,20.3,32.8,2025-05-24T17:30:08.771Z,2025-05-24T17:33:41Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5747266387,213,1.58,5747266383,141,65.8,5747266379,56,Back,5747266381,140,20.0,5747266385,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381441,598,1,2,69,57,3ptum5fjcgw51mqui0gu6uuf4,1,23.5,67.6,2025-05-24T17:30:12.676Z,2025-05-24T17:30:14Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5747266673,140,24.2,5747266677,212,10.4,5747266679,213,4.78,5747266675,141,52.4,5747266671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381501,599,1,2,69,59,3ptum5fjcgw51mqui0gu6uuf4,1,25.4,53.0,2025-05-24T17:30:14.212Z,2025-05-24T17:30:19Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5747266961,213,1.42,5747266953,56,Back,5747266957,141,79.1,5747266959,212,18.0,5747266955,140,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381573,600,1,2,70,4,3ptum5fjcgw51mqui0gu6uuf4,1,36.4,78.1,2025-05-24T17:30:19.668Z,2025-05-24T17:30:26Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5747267335,56,Back,5747267341,212,12.0,5747267343,213,4.34,5747267339,141,61.7,5747267337,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381589,601,1,2,70,11,3ptum5fjcgw51mqui0gu6uuf4,1,43.8,69.4,2025-05-24T17:30:26.756Z,2025-05-24T17:30:29Z,7mtrb2q1po3bwtkfp1w4w2qxh,J. van der Heyden,,,5747267435,212,14.7,5747267437,213,2.71,5747267433,141,78.4,5747267429,56,Back,5747267431,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381595,602,1,2,70,14,3ptum5fjcgw51mqui0gu6uuf4,1,31.1,78.5,2025-05-24T17:30:29.460Z,2025-05-24T17:30:30Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5747267483,213,0.49,5747267477,140,38.1,5747267479,141,84.2,5747267481,212,8.3,5747267475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381643,603,1,2,70,15,3ptum5fjcgw51mqui0gu6uuf4,1,37.7,83.8,2025-05-24T17:30:30.628Z,2025-05-24T17:30:34Z,7mtrb2q1po3bwtkfp1w4w2qxh,J. van der Heyden,,,5747267747,212,11.2,5747267743,140,41.2,5747267749,213,5.05,5747267741,56,Back,5747267745,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381665,604,1,2,70,19,3ptum5fjcgw51mqui0gu6uuf4,1,41.3,68.7,2025-05-24T17:30:34.500Z,2025-05-24T17:30:36Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5747267885,140,60.5,5747267887,141,72.0,5747267883,56,Center,5747267891,213,0.11,5747267889,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381687,605,1,2,70,21,3ptum5fjcgw51mqui0gu6uuf4,1,60.5,72.0,2025-05-24T17:30:36.020Z,2025-05-24T17:30:38Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5747268005,141,54.3,5747268007,212,19.7,5747268003,140,45.6,5747268009,213,3.80,5747268001,56,Back,5747268041,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381721,606,1,2,70,23,3ptum5fjcgw51mqui0gu6uuf4,1,50.8,53.9,2025-05-24T17:30:38.724Z,2025-05-24T17:30:40Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5747268209,141,24.7,5747268207,140,55.9,5747268213,213,4.98,5747268205,56,Center,5747268211,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381749,607,1,2,70,25,3ptum5fjcgw51mqui0gu6uuf4,1,57.8,25.2,2025-05-24T17:30:40.675Z,2025-05-24T17:30:43Z,b7594v117himyndjrpkval8us,E. Okereke,,,5747268415,56,Center,5747268423,213,2.02,5747268419,141,40.4,5747268421,212,11.5,5747268417,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381795,608,1,2,70,28,3ptum5fjcgw51mqui0gu6uuf4,1,46.1,36.6,2025-05-24T17:30:43.076Z,2025-05-24T17:30:49Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5747268687,213,1.79,5747268683,141,73.8,5747268679,56,Back,5747268681,140,40.7,5747268685,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381845,609,1,2,70,34,3ptum5fjcgw51mqui0gu6uuf4,1,53.7,70.9,2025-05-24T17:30:49.157Z,2025-05-24T17:30:54Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5747268937,140,76.9,5747268933,155,,5747268939,141,14.1,5747268945,213,5.28,5747268935,56,Right,5747268949,1,,5747268941,212,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381865,610,1,2,70,39,3ptum5fjcgw51mqui0gu6uuf4,1,83.3,17.9,2025-05-24T17:30:53.891Z,2025-05-24T17:30:56Z,b7594v117himyndjrpkval8us,E. Okereke,,,5747269037,141,24.1,5747269033,56,Center,5747269039,212,11.5,5747269041,213,2.77,5747269035,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381885,611,1,2,70,41,3ptum5fjcgw51mqui0gu6uuf4,1,73.4,22.7,2025-05-24T17:30:56.292Z,2025-05-24T17:30:57Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5747269115,212,7.1,5747269109,56,Center,5747269111,140,66.7,5747269113,141,24.3,5747269117,213,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381925,612,1,2,70,43,3ptum5fjcgw51mqui0gu6uuf4,1,66.7,24.3,2025-05-24T17:30:57.827Z,2025-05-24T17:31:00Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5747269399,140,60.2,5747269401,141,41.8,5747269405,213,2.09,5747269397,56,Center,5747269403,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381953,613,1,2,70,46,3ptum5fjcgw51mqui0gu6uuf4,1,61.6,41.3,2025-05-24T17:31:00.819Z,2025-05-24T17:31:04Z,7mtrb2q1po3bwtkfp1w4w2qxh,J. van der Heyden,,,5747269583,140,72.1,5747269587,212,14.9,5747269589,213,5.54,5747269581,56,Center,5747269585,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818381997,614,1,2,70,49,3ptum5fjcgw51mqui0gu6uuf4,1,69.0,34.2,2025-05-24T17:31:03.972Z,2025-05-24T17:31:06Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5747269833,213,1.86,5747269827,140,66.2,5747269795,56,Center,5747269831,212,10.3,5747269829,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382029,615,1,2,70,51,3ptum5fjcgw51mqui0gu6uuf4,1,66.2,48.7,2025-05-24T17:31:06.371Z,2025-05-24T17:31:10Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5747270019,141,21.0,5747270023,213,4.90,5747270021,212,19.2,5747270017,140,69.6,5747270015,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382051,616,1,2,70,55,3ptum5fjcgw51mqui0gu6uuf4,1,71.9,17.1,2025-05-24T17:31:09.988Z,2025-05-24T17:31:13Z,7mtrb2q1po3bwtkfp1w4w2qxh,J. van der Heyden,,,5747270157,212,10.0,5747270153,140,66.6,5747270159,213,2.16,5747270155,141,29.4,5747270151,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382091,617,1,2,70,58,3ptum5fjcgw51mqui0gu6uuf4,1,69.7,33.1,2025-05-24T17:31:12.964Z,2025-05-24T17:31:16Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5747270339,213,4.27,5747270331,56,Center,5747270337,212,8.1,5747270333,140,66.4,5747270335,141,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382109,618,1,2,71,1,3ptum5fjcgw51mqui0gu6uuf4,1,66.1,20.4,2025-05-24T17:31:15.909Z,2025-05-24T17:31:17Z,7mtrb2q1po3bwtkfp1w4w2qxh,J. van der Heyden,,,5747270425,56,Center,5747270431,212,8.2,5747270429,141,30.1,5747270427,140,61.5,5747270433,213,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382143,619,1,2,71,2,3ptum5fjcgw51mqui0gu6uuf4,1,61.5,30.0,2025-05-24T17:31:17.364Z,2025-05-24T17:31:22Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5747270657,213,5.79,5747270651,141,21.8,5747270647,56,Center,5747270655,212,11.8,5747270649,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382145,620,1,2,71,7,3ptum5fjcgw51mqui0gu6uuf4,0,72.2,28.8,2025-05-24T17:31:22.069Z,2025-05-24T17:31:22Z,7mtrb2q1po3bwtkfp1w4w2qxh,J. van der Heyden,,,5747270675,212,26.2,5747270669,56,Center,5747270671,140,78.6,5747270667,155,,5747270677,213,1.31,5747270673,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382173,781,1,2,71,11,303582z192rnbr2x28o2t7u38,1,29.0,33.7,2025-05-24T17:31:26.562Z,2025-05-24T17:31:28Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5747270785,141,29.7,5747270787,212,12.3,5747270783,140,17.6,5747270789,213,3.37,5747270781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382187,782,1,2,71,13,303582z192rnbr2x28o2t7u38,1,18.1,23.6,2025-05-24T17:31:28.770Z,2025-05-24T17:31:31Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5747270885,56,Back,5747270891,212,11.7,5747270887,140,22.1,5747270889,141,7.6,5747270893,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382199,783,1,2,71,16,303582z192rnbr2x28o2t7u38,1,18.4,6.2,2025-05-24T17:31:30.978Z,2025-05-24T17:31:32Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5747270961,140,21.8,5747270967,213,1.00,5747270963,141,14.3,5747270965,212,6.6,5747270959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382211,784,1,2,71,17,303582z192rnbr2x28o2t7u38,1,21.8,14.3,2025-05-24T17:31:32.114Z,2025-05-24T17:31:34Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5747271085,141,4.1,5747271083,140,15.5,5747271087,212,9.6,5747271089,213,3.95,5747271081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382221,785,1,2,71,18,303582z192rnbr2x28o2t7u38,1,15.5,4.1,2025-05-24T17:31:33.162Z,2025-05-24T17:35:02Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5747271209,155,,5747271215,141,2.8,5747271217,212,25.5,5747271213,140,39.8,5747271219,213,6.25,5747271211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382235,621,45,2,71,19,3ptum5fjcgw51mqui0gu6uuf4,0,57.6,87.2,2025-05-24T17:31:34.294Z,2025-05-24T17:35:31Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5747287181,233,817,5747271285,56,Left,5747283979,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818384521,817,3,2,71,19,303582z192rnbr2x28o2t7u38,1,42.4,12.8,2025-05-24T17:31:34.294Z,2025-05-24T17:35:31Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5747285957,286,,5747287219,233,621,5747285955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382285,622,45,2,71,24,3ptum5fjcgw51mqui0gu6uuf4,0,58.9,87.1,2025-05-24T17:31:39.378Z,2025-05-24T18:02:17Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5747271577,56,Left,5747271609,233,786,5747271579,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382269,786,3,2,71,24,303582z192rnbr2x28o2t7u38,1,41.1,12.9,2025-05-24T17:31:39.378Z,2025-05-24T18:02:17Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5747271505,56,Back,5747271593,233,622,5747271507,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382275,787,1,2,71,25,303582z192rnbr2x28o2t7u38,1,43.1,11.9,2025-05-24T17:31:40.338Z,2025-05-24T17:31:41Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5747271529,56,Back,5747271531,140,34.9,5747271533,141,16.7,5747271537,213,2.78,5747271535,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382279,788,1,2,71,26,303582z192rnbr2x28o2t7u38,0,32.9,19.2,2025-05-24T17:31:41.266Z,2025-05-24T17:36:28Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5747271561,213,1.19,5747271555,140,35.0,5747271553,56,Back,5747291493,286,,5747291489,233,623,5747271557,141,27.4,5747271559,212,6.0,5747291487,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382299,623,74,2,71,26,3ptum5fjcgw51mqui0gu6uuf4,1,63.4,69.6,2025-05-24T17:31:41.267Z,2025-05-24T18:00:34Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5747291465,285,,5747271645,56,Center,5747291533,233,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382345,789,1,2,71,31,303582z192rnbr2x28o2t7u38,1,38.9,37.6,2025-05-24T17:31:46.178Z,2025-05-24T17:36:40Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5747271909,56,Back,5747271915,212,11.6,5747271917,213,2.07,5747271913,141,52.5,5747271911,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382361,790,1,2,71,32,303582z192rnbr2x28o2t7u38,1,33.6,52.5,2025-05-24T17:31:47.795Z,2025-05-24T17:36:46Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5747271973,140,46.0,5747271977,212,19.8,5747271975,141,74.4,5747271979,213,0.85,5747271971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382401,791,1,2,71,34,303582z192rnbr2x28o2t7u38,1,55.7,78.1,2025-05-24T17:31:49.330Z,2025-05-24T17:31:54Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747272225,141,96.0,5747272223,140,67.2,5747272227,212,17.1,5747272229,213,0.79,5747272221,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382409,792,1,2,71,39,303582z192rnbr2x28o2t7u38,1,77.9,64.5,2025-05-24T17:31:53.922Z,2025-05-24T17:31:55Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5747272285,213,5.19,5747272281,141,55.5,5747272279,140,80.9,5747272277,56,Center,5747272283,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382417,793,1,2,71,40,303582z192rnbr2x28o2t7u38,0,80.9,55.5,2025-05-24T17:31:55.539Z,2025-05-24T17:31:56Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5747272335,141,48.5,5747272339,213,4.93,5747272331,56,Center,5747272333,140,81.9,5747272337,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382437,624,12,2,71,41,3ptum5fjcgw51mqui0gu6uuf4,1,13.0,49.7,2025-05-24T17:31:56.212Z,2025-05-24T17:32:00Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5747272525,140,25.5,5747272531,213,5.75,5747272529,212,15.3,5747272523,56,Back,5747272527,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382463,794,1,2,71,44,303582z192rnbr2x28o2t7u38,1,73.3,65.1,2025-05-24T17:31:59.170Z,2025-05-24T17:32:03Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5747272699,212,14.3,5747272701,213,1.36,5747272693,56,Left,5747272697,141,85.6,5747272695,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382477,795,1,2,71,48,303582z192rnbr2x28o2t7u38,1,71.5,82.7,2025-05-24T17:32:03.459Z,2025-05-24T17:32:04Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747272779,212,15.6,5747272775,140,57.2,5747272781,213,3.42,5747272773,56,Center,5747272777,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382489,796,1,2,71,49,303582z192rnbr2x28o2t7u38,1,57.2,76.3,2025-05-24T17:32:04.594Z,2025-05-24T17:32:05Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5747272829,140,62.3,5747272831,141,70.3,5747272833,212,6.7,5747272827,56,Center,5747272835,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382551,797,1,2,71,50,303582z192rnbr2x28o2t7u38,1,62.3,70.3,2025-05-24T17:32:05.795Z,2025-05-24T17:32:12Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747273143,212,23.3,5747273141,141,39.8,5747273137,56,Center,5747273139,140,52.1,5747273145,213,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382633,798,1,2,72,0,303582z192rnbr2x28o2t7u38,1,53.4,40.9,2025-05-24T17:32:15.203Z,2025-05-24T17:32:19Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5747273595,212,53.8,5747273597,213,0.76,5747273589,56,Left,5747273593,141,95.1,5747273587,155,,5747273599,1,,5747273591,140,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382663,799,1,2,72,4,303582z192rnbr2x28o2t7u38,1,89.1,96.0,2025-05-24T17:32:19.587Z,2025-05-24T17:32:21Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5747273725,140,75.7,5747273729,212,15.7,5747273731,213,3.60,5747273723,56,Left,5747273727,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382689,800,1,2,72,6,303582z192rnbr2x28o2t7u38,1,75.7,85.7,2025-05-24T17:32:21.043Z,2025-05-24T17:32:23Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747273823,56,Center,5747273827,141,74.5,5747273831,213,4.31,5747273829,212,8.3,5747273825,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382725,801,1,2,72,8,303582z192rnbr2x28o2t7u38,1,73.3,77.6,2025-05-24T17:32:23.251Z,2025-05-24T17:32:26Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5747274013,56,Left,5747274017,141,87.7,5747274021,213,0.99,5747274015,140,77.6,5747274019,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382719,625,83,2,72,10,3ptum5fjcgw51mqui0gu6uuf4,0,17.6,15.0,2025-05-24T17:32:25.796Z,2025-05-24T17:32:29Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5747274381,399,9fpgvc2avj64hiii3wd6w74k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382759,802,1,2,72,11,303582z192rnbr2x28o2t7u38,1,76.5,93.8,2025-05-24T17:32:25.923Z,2025-05-24T17:32:28Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747274285,141,93.8,5747274287,212,19.9,5747274283,140,57.5,5747274281,56,Left,5747274289,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382837,803,1,2,72,13,303582z192rnbr2x28o2t7u38,1,57.0,92.6,2025-05-24T17:32:28.371Z,2025-05-24T17:32:33Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5747274695,213,4.53,5747274687,141,59.7,5747274691,212,22.8,5747274683,140,53.0,5747274679,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382869,804,1,2,72,18,303582z192rnbr2x28o2t7u38,1,53.0,58.7,2025-05-24T17:32:33.059Z,2025-05-24T17:32:34Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5747274845,140,64.0,5747274849,212,19.3,5747274851,213,0.93,5747274843,56,Left,5747274847,141,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382879,805,1,2,72,19,303582z192rnbr2x28o2t7u38,1,64.0,81.5,2025-05-24T17:32:34.611Z,2025-05-24T17:32:35Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5747274915,141,92.3,5747274909,168,,5747274911,56,Left,5747274919,213,0.64,5747274917,212,12.2,5747274913,140,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382939,806,1,2,72,22,303582z192rnbr2x28o2t7u38,1,73.3,92.3,2025-05-24T17:32:37.571Z,2025-05-24T17:32:40Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747275285,141,82.3,5747275281,56,Left,5747275287,212,8.6,5747275283,140,68.3,5747275291,213,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382959,807,1,2,72,25,303582z192rnbr2x28o2t7u38,1,68.6,75.1,2025-05-24T17:32:40.131Z,2025-05-24T17:32:42Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5747275409,56,Center,5747275415,212,15.0,5747275417,213,5.76,5747275413,141,64.0,5747275411,140,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818382961,808,61,2,72,26,303582z192rnbr2x28o2t7u38,0,81.0,64.0,2025-05-24T17:32:41.579Z,2025-05-24T17:37:47Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5747275423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
