id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2813591613,808,15,2,80,39,303582z192rnbr2x28o2t7u38,1,95.2,64.4,2025-05-11T14:40:23.265Z,2025-05-11T14:46:08Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5720682691,102,52.8,5720682703,147,60.7,5720682681,29,,5720682685,55,807,5720682125,15,,5720682697,139,,5720682695,103,19,5720682679,76,,5720682131,82,,5720682705,230,5720682707,231,5720682129,328,,5720682683,154,,5720682123,25,,5720682701,146,99.8,50.2,97.5,5720681709,65,,5720681711,56,Center,5720682699,100,,
2813591629,809,61,2,80,41,303582z192rnbr2x28o2t7u38,1,96.9,60.7,2025-05-11T14:40:24.834Z,2025-05-11T14:46:14Z,7jv2mo9fes84761ebn6437axg,D. Ezeh,,,5720681807,56,Center,5720682899,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813591709,754,5,2,80,44,7efqk7uh63928il0yffxijnv7,1,-1.2,37.8,2025-05-11T14:40:28.114Z,2025-05-11T14:58:44Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5720682175,346,,5720682205,233,811,5720682173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813591671,811,5,2,80,44,303582z192rnbr2x28o2t7u38,0,101.2,62.2,2025-05-11T14:40:28.114Z,2025-05-11T14:40:32Z,7jv2mo9fes84761ebn6437axg,D. Ezeh,,,5720682011,56,Center,5720682293,233,754,5720682015,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813591909,755,1,2,80,55,7efqk7uh63928il0yffxijnv7,0,5.2,38.8,2025-05-11T14:40:38.509Z,2025-05-11T14:40:42Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5720683323,213,6.11,5720683325,1,,5720683327,74,,5720683319,141,26.2,5720683321,212,50.5,5720683317,140,52.6,5720683315,56,Center,5720683313,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813591949,812,1,2,80,59,303582z192rnbr2x28o2t7u38,1,43.0,75.6,2025-05-11T14:40:42.626Z,2025-05-11T14:40:44Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5720683525,213,0.16,5720683521,141,80.6,5720683523,212,21.5,5720683519,140,63.2,5720683515,3,,5720683517,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813591969,813,1,2,81,1,303582z192rnbr2x28o2t7u38,1,63.6,81.8,2025-05-11T14:40:44.434Z,2025-05-11T14:40:45Z,7jv2mo9fes84761ebn6437axg,D. Ezeh,,,5720683655,141,94.2,5720683657,212,8.5,5720683647,3,,5720683661,213,1.68,5720683649,56,Left,5720683651,140,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813592087,815,1,2,81,4,303582z192rnbr2x28o2t7u38,1,66.2,97.5,2025-05-11T14:40:47.506Z,2025-05-11T14:40:51Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5720684219,212,6.7,5720684221,213,3.97,5720684215,141,90.3,5720684211,140,61.9,5720684207,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813592121,816,1,2,81,7,303582z192rnbr2x28o2t7u38,1,62.3,88.3,2025-05-11T14:40:50.866Z,2025-05-11T14:40:54Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5720684429,213,4.96,5720684425,141,50.3,5720684427,212,26.6,5720684423,140,68.5,5720684421,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813592129,817,61,2,81,10,303582z192rnbr2x28o2t7u38,0,71.5,39.5,2025-05-11T14:40:53.986Z,2025-05-11T14:40:54Z,4q9qes9db1l7plfu2re8q3v8,V. Vuorinen,,,5720684457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813592155,756,12,2,81,11,7efqk7uh63928il0yffxijnv7,1,22.5,51.5,2025-05-11T14:40:54.651Z,2025-05-11T14:40:56Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720684615,141,34.2,5720684617,212,18.8,5720684621,213,5.61,5720684609,56,Back,5720684613,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813592173,757,1,2,81,12,7efqk7uh63928il0yffxijnv7,0,36.5,34.2,2025-05-11T14:40:55.651Z,2025-05-11T14:41:54Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5720684723,56,Back,5720684725,140,40.5,5720684727,141,38.6,5720684731,213,0.62,5720684729,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813592177,818,8,2,81,14,303582z192rnbr2x28o2t7u38,1,62.2,51.5,2025-05-11T14:40:57.907Z,2025-05-11T14:40:58Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5720684749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813592213,819,1,2,81,15,303582z192rnbr2x28o2t7u38,1,74.7,51.8,2025-05-11T14:40:59.330Z,2025-05-11T14:41:59Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5720684959,213,3.34,5720684957,212,8.5,5720684955,141,49.3,5720684953,140,66.8,5720684951,56,Center,5720689789,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813592265,820,1,2,81,17,303582z192rnbr2x28o2t7u38,1,66.8,49.3,2025-05-11T14:41:00.786Z,2025-05-11T14:41:50Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,1.0,5720685215,213,0.50,5720689021,210,16,5720689023,154,,5720685209,140,77.4,5720689025,22,,5720685207,56,Center,5720685213,212,12.7,5720685211,141,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813592271,821,16,2,81,18,303582z192rnbr2x28o2t7u38,1,84.5,57.8,2025-05-11T14:41:02.282Z,2025-05-11T14:41:51Z,7jv2mo9fes84761ebn6437axg,D. Ezeh,,,5720689113,230,92.8,5720687405,374,2025-05-11 15:41:01.255,5720685251,17,,5720689101,55,820,5720689107,102,53.5,5720685247,22,,5720685257,56,Center,5720689097,154,,5720689095,29,,5720687409,375,5720689115,231,5720689093,76,,5720689111,214,,5720689109,103,3.8,5720687399,20,81:17.824,53.2,,,,,,,,,,,
2813593307,758,1,2,82,23,7efqk7uh63928il0yffxijnv7,1,50.1,50.1,2025-05-11T14:42:06.827Z,2025-05-11T14:42:14Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5720690813,212,20.9,5720690819,279,G,5720690817,213,2.99,5720690807,140,30.4,5720690809,141,54.9,5720691223,189,,5720690803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813593317,759,61,2,82,27,7efqk7uh63928il0yffxijnv7,1,30.4,54.9,2025-05-11T14:42:10.711Z,2025-05-11T14:42:11Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720690869,189,,5720690857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813593481,760,61,2,82,36,7efqk7uh63928il0yffxijnv7,1,69.8,7.6,2025-05-11T14:42:19.677Z,2025-05-11T14:42:20Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5720691761,56,Right,5720691797,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813593693,823,1,2,82,43,303582z192rnbr2x28o2t7u38,1,33.3,58.2,2025-05-11T14:42:27.380Z,2025-05-11T14:42:31Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5720692883,56,Back,5720692887,141,30.1,5720692885,140,30.6,5720692889,212,19.3,5720692891,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813593729,824,1,2,82,48,303582z192rnbr2x28o2t7u38,1,23.7,22.2,2025-05-11T14:42:31.746Z,2025-05-11T14:42:33Z,4q9qes9db1l7plfu2re8q3v8,V. Vuorinen,,,5720693079,213,2.68,5720693075,141,31.0,5720693077,212,13.6,5720693073,140,12.1,5720693071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813593811,825,4,2,82,53,303582z192rnbr2x28o2t7u38,1,17.0,27.2,2025-05-11T14:42:37.202Z,2025-05-11T14:58:10Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5720693691,56,Back,5720693687,294,,5720693693,152,,5720693683,13,,5720693695,285,,5720693989,233,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813593855,761,4,2,82,53,7efqk7uh63928il0yffxijnv7,0,83.0,72.8,2025-05-11T14:42:37.203Z,2025-05-11T14:58:11Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5720693943,56,Center,5720693947,286,,5720693945,152,,5720693939,13,,5720693941,294,,5720694027,233,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813594091,762,18,2,83,9,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-11T14:42:53.054Z,2025-05-11T14:42:53Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5720695277,55,763,5720695211,59,11,5720695207,42,,5720695209,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813594101,763,19,2,83,9,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-11T14:42:53.055Z,2025-05-11T14:42:54Z,crqntc3sy05jsblgk90gymhn9,J. Remesaho,,,5720695251,292,6,5720695249,59,24,5720695253,293,2,5720695247,145,7,5720695243,42,,5720695257,55,762,5720695255,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813594225,764,18,2,83,16,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-11T14:43:00.300Z,2025-05-11T14:43:01Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5720695787,59,16,5720695785,44,Midfielder,5720695887,55,765,5720695783,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813594233,765,19,2,83,16,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-11T14:43:00.301Z,2025-05-11T14:43:01Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5720695813,44,Midfielder,5720695815,55,764,5720695801,42,,5720695809,292,5,5720695811,293,5,5720695805,145,8,5720695807,59,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813594501,766,40,2,83,32,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-11T14:43:15.774Z,2025-05-11T14:45:31Z,,,,,5720697233,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",5720697229,30,"66zsjkvxs4cbh9u63hk273t1x, npha09mhy3755go8t6lg3ey2, dtdqh03syykiv1cjstn2lhkvd, 4y7niu1b8drpeccb84s2e9wwl, dcv2hunon4wgijgt4kljtqxg5, 3cmp95fpjtqoc5njb5p7c9g8a, crqntc3sy05jsblgk90gymhn9, 80115v2kkgjym3ubywmkz654a, a3elaln9izarzlwqkwc4ynpey, cbceals9gkfqlywg94zzzlgb9, 38b94pyeuduolezhjx34wymfo, enlu96e156ahwhmdk0482kzfu, eqyduvucdtgotv6p284g7mal0, a4kgoyzoedberugc14zrtv55h, ewhh39na34kvumaw7zfbh228l, 3bu3igsdqg8atj5pailbof76c, 5pa2n5nlvexr6z7nu65uz0qqy",5720697241,130,8,5720697249,194,4y7niu1b8drpeccb84s2e9wwl,5720697245,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",5720697237,59,"13, 5, 21, 10, 6, 3, 24, 42, 95, 9, 15, 7, 77, 25, 2, 20, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813594841,826,1,2,83,48,303582z192rnbr2x28o2t7u38,0,18.8,35.1,2025-05-11T14:43:31.538Z,2025-05-11T14:43:34Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5720699175,141,30.7,5720699177,212,56.4,5720699179,213,6.23,5720699181,1,,5720699173,140,72.4,5720699165,5,,5720699167,157,,5720699171,56,Center,5720699169,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813594891,767,44,2,83,50,7efqk7uh63928il0yffxijnv7,1,27.6,72.1,2025-05-11T14:43:34.161Z,2025-05-11T14:58:52Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720699487,233,827,5720699451,56,Back,5720699453,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813594849,827,44,2,83,50,303582z192rnbr2x28o2t7u38,0,72.4,27.9,2025-05-11T14:43:34.162Z,2025-05-11T14:58:52Z,7jv2mo9fes84761ebn6437axg,D. Ezeh,,,5720699223,56,Center,5720699225,286,,5720699513,233,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813594907,768,1,2,83,51,7efqk7uh63928il0yffxijnv7,0,27.5,76.6,2025-05-11T14:43:34.620Z,2025-05-11T14:48:37Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720699555,212,7.1,5720699557,213,1.95,5720699547,3,,5720699553,141,86.3,5720699549,56,Back,5720699551,140,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813594909,828,1,2,83,52,303582z192rnbr2x28o2t7u38,1,71.6,18.9,2025-05-11T14:43:36.178Z,2025-05-11T14:43:38Z,4q9qes9db1l7plfu2re8q3v8,V. Vuorinen,,,5720699567,140,75.4,5720699571,212,9.3,5720699569,141,31.3,5720699563,56,Center,5720699573,213,1.13,5720699559,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813594913,829,61,2,83,54,303582z192rnbr2x28o2t7u38,0,75.4,30.4,2025-05-11T14:43:37.986Z,2025-05-11T14:48:06Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5720699581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813594955,769,43,2,83,57,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-11T14:43:41.069Z,2025-05-11T14:48:11Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5720699801,285,0,5720699799,56,Back,5720721339,144,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595003,770,61,2,83,58,7efqk7uh63928il0yffxijnv7,0,24.1,73.2,2025-05-11T14:43:41.756Z,2025-05-11T14:48:14Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720700035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595041,771,45,2,83,58,7efqk7uh63928il0yffxijnv7,0,28.2,88.4,2025-05-11T14:43:42.419Z,2025-05-11T14:58:33Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5720700257,233,830,5720700219,285,,5720700217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813594989,830,3,2,83,58,303582z192rnbr2x28o2t7u38,1,71.8,11.6,2025-05-11T14:43:42.419Z,2025-05-11T14:58:33Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5720699981,56,Right,5720699983,286,,5720700251,233,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595043,832,1,2,84,1,303582z192rnbr2x28o2t7u38,1,65.8,12.2,2025-05-11T14:43:44.834Z,2025-05-11T14:43:47Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5720700239,213,2.01,5720700235,212,8.1,5720700233,141,23.0,5720700229,56,Center,5720700231,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595069,833,1,2,84,3,303582z192rnbr2x28o2t7u38,0,62.5,23.0,2025-05-11T14:43:46.997Z,2025-05-11T14:43:49Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5720700365,155,,5720700367,56,Right,5720700373,212,28.9,5720700369,140,89.6,5720700371,141,15.9,5720700375,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595079,773,12,2,84,6,7efqk7uh63928il0yffxijnv7,1,14.0,85.4,2025-05-11T14:43:49.853Z,2025-05-11T14:43:50Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720700419,56,Back,5720700421,140,16.0,5720700423,141,100.0,5720700503,167,,5720700425,212,11.5,5720700427,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595089,774,5,2,84,6,7efqk7uh63928il0yffxijnv7,0,16.0,101.8,2025-05-11T14:43:50.262Z,2025-05-11T14:43:52Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720700571,233,834,5720700465,347,,5720700463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595097,834,5,2,84,6,303582z192rnbr2x28o2t7u38,1,84.0,-1.8,2025-05-11T14:43:50.262Z,2025-05-11T14:58:44Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5720700529,56,Right,5720700533,233,774,5720700531,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595393,835,1,2,84,25,303582z192rnbr2x28o2t7u38,0,88.9,0.0,2025-05-11T14:44:09.202Z,2025-05-11T14:44:11Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5720702293,1,,5720702287,141,38.8,5720702285,140,94.0,5720702289,212,28.3,5720702283,56,Center,5720702291,213,1.38,5720702281,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595411,775,43,2,84,28,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-11T14:44:12.193Z,2025-05-11T14:46:26Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5720702371,285,0,5720702369,56,Back,5720713093,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595407,836,43,2,84,28,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-11T14:44:12.194Z,2025-05-11T14:46:25Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5720712981,144,44,5720702403,233,775,5720702367,286,0,5720702365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595461,776,12,2,84,29,7efqk7uh63928il0yffxijnv7,1,9.8,67.0,2025-05-11T14:44:12.443Z,2025-05-11T14:44:16Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5720702711,15,,5720702677,56,Back,5720702679,140,9.9,5720702681,141,67.9,5720702685,213,1.40,5720702683,212,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595425,837,61,2,84,30,303582z192rnbr2x28o2t7u38,1,93.6,38.8,2025-05-11T14:44:14.154Z,2025-05-11T14:54:34Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,1.0,,5720702493,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595455,838,15,2,84,31,303582z192rnbr2x28o2t7u38,1,89.1,31.5,2025-05-11T14:44:15.425Z,2025-05-11T14:54:44Z,4q9qes9db1l7plfu2re8q3v8,V. Vuorinen,,,5720703303,78,,5720703315,103,12.5,5720705347,233,787,5720703325,231,48.9,5720703307,55,837,5720750123,108,,5720702963,82,,5720703323,230,100,5720702621,63,,5720703311,102,5720702957,160,5720750125,328,,5720703305,29,,5720703319,146,93.7,5720703321,147,51.3,,41.2,5720702623,56,Center,5720702959,72,,,,,
2813595913,787,10,2,84,32,7efqk7uh63928il0yffxijnv7,1,6.3,58.8,2025-05-11T14:44:15.525Z,2025-05-11T14:54:37Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720705111,94,,5720705113,56,Back,5720705387,233,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595481,839,15,2,84,33,303582z192rnbr2x28o2t7u38,1,87.1,39.5,2025-05-11T14:44:16.578Z,2025-05-11T14:54:48Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5720705015,147,46.9,5720704917,20,,5720705029,233,777,5720705011,458,,5720705009,103,13.3,5720705003,160,,5720702817,56,Center,5720705013,146,97.5,5720702815,17,,5720705007,102,5720705005,78,,,,,,,,,,,,49.0,,,,,,,,,,,,
2813595497,777,10,2,84,33,7efqk7uh63928il0yffxijnv7,1,2.3,50.3,2025-05-11T14:44:16.678Z,2025-05-11T14:44:45Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5720702911,182,,5720702909,178,,5720705037,233,839,5720702913,56,Back,5720703041,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595613,779,1,2,84,38,7efqk7uh63928il0yffxijnv7,1,16.3,46.6,2025-05-11T14:44:22.125Z,2025-05-11T14:44:25Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5720703461,212,55.7,5720703453,199,,5720703459,141,79.4,5720703457,140,64.9,5720703455,56,Left,5720703463,213,0.41,5720703465,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813604653,870,44,2,84,40,7efqk7uh63928il0yffxijnv7,1,69.8,80.1,2025-05-11T14:44:24.430Z,2025-05-11T14:58:53Z,38b94pyeuduolezhjx34wymfo,R. Vikström,,,5720753615,233,927,5720752611,56,Left,5720752613,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813604619,927,44,2,84,41,303582z192rnbr2x28o2t7u38,0,30.2,19.9,2025-05-11T14:44:24.431Z,2025-05-11T14:58:53Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5720752447,285,,5720752443,56,Back,5720753631,233,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595653,781,1,2,84,41,7efqk7uh63928il0yffxijnv7,1,65.5,80.2,2025-05-11T14:44:24.716Z,2025-05-11T14:56:08Z,38b94pyeuduolezhjx34wymfo,R. Vikström,,,5720703669,3,,5720703683,141,92.4,5720703685,212,9.1,5720703687,213,1.15,5720703673,168,,5720703681,140,69.0,5720703677,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595619,780,43,2,84,41,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-11T14:44:25.057Z,2025-05-11T14:46:16Z,38b94pyeuduolezhjx34wymfo,R. Vikström,,,5720703487,56,Left,5720712165,144,44,5720703489,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595607,840,43,2,84,41,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-11T14:44:25.058Z,2025-05-11T14:46:13Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5720711969,144,44,5720703445,56,Back,5720703519,233,780,5720703447,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595677,782,1,2,84,44,7efqk7uh63928il0yffxijnv7,0,68.8,92.9,2025-05-11T14:44:27.963Z,2025-05-11T14:55:26Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5720703807,56,Left,5720703813,212,4.7,5720703811,141,89.1,5720703809,140,72.5,5720753139,3,,5720703815,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595671,841,61,2,84,45,303582z192rnbr2x28o2t7u38,1,28.7,11.9,2025-05-11T14:44:28.924Z,2025-05-11T14:55:27Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5720703785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595719,783,1,2,84,46,7efqk7uh63928il0yffxijnv7,1,67.5,95.1,2025-05-11T14:44:30.140Z,2025-05-11T14:44:31Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5720703973,141,83.8,5720703971,140,58.7,5720703969,56,Left,5720703975,212,12.0,5720703977,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595729,784,1,2,84,48,7efqk7uh63928il0yffxijnv7,1,58.7,83.8,2025-05-11T14:44:31.739Z,2025-05-11T14:44:33Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5720704065,56,Left,5720704067,140,52.2,5720704073,213,2.21,5720704071,212,11.4,5720704069,141,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595765,785,1,2,84,49,7efqk7uh63928il0yffxijnv7,0,51.3,98.1,2025-05-11T14:44:33.054Z,2025-05-11T14:44:35Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5720704311,141,82.0,5720704305,3,,5720704313,212,14.0,5720704307,56,Back,5720704309,140,43.0,5720704315,213,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595805,842,4,2,84,53,303582z192rnbr2x28o2t7u38,1,58.2,21.8,2025-05-11T14:44:36.778Z,2025-05-11T14:44:42Z,7jv2mo9fes84761ebn6437axg,D. Ezeh,,,5720704597,233,786,5720704541,152,,5720704539,56,Center,5720704535,13,,5720704537,295,,5720704543,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813595795,786,4,2,84,53,7efqk7uh63928il0yffxijnv7,0,41.8,78.2,2025-05-11T14:44:36.779Z,2025-05-11T14:46:32Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5720704451,13,,5720704637,233,842,5720704453,56,Back,5720713439,295,,5720704455,152,,5720704459,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
