id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2815805593,562,19,2,80,51,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-17T15:43:22.839Z,2025-05-17T15:43:24Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5732982665,44,Forward,5732982661,292,9,5732982657,145,10,5732982653,42,,5732982659,59,23,5732982663,293,1,5732982667,55,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815805803,563,18,2,80,58,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-17T15:43:29.498Z,2025-05-17T15:43:54Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5732983791,59,9,5732983787,42,,5732983831,55,564,5732985145,189,,5732983789,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815805805,564,19,2,80,58,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-17T15:43:29.499Z,2025-05-17T15:43:56Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5732983811,44,Forward,5732983799,42,,5732983803,145,9,5732983807,292,9,5732985329,189,,5732983813,55,563,5732983809,293,2,5732983805,59,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815805889,787,1,2,81,9,303582z192rnbr2x28o2t7u38,1,34.3,78.4,2025-05-17T15:43:41.006Z,2025-05-17T15:43:46Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732984297,141,50.7,5732984289,56,Center,5732984293,140,57.7,5732984285,152,,5732984281,155,,5732984279,5,,5732984301,212,31.0,5732984305,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815805907,788,1,2,81,15,303582z192rnbr2x28o2t7u38,1,66.0,47.8,2025-05-17T15:43:46.224Z,2025-05-17T15:43:47Z,7jv2mo9fes84761ebn6437axg,D. Ezeh,,,5732984381,213,2.87,5732984379,212,14.1,5732984375,140,53.1,5732984373,56,Center,5732984377,141,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815805933,789,1,2,81,15,303582z192rnbr2x28o2t7u38,1,53.1,53.3,2025-05-17T15:43:47.036Z,2025-05-17T15:43:48Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732984499,56,Right,5732984503,140,58.2,5732984507,141,9.8,5732984511,212,30.1,5732984515,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815806005,790,1,2,81,17,303582z192rnbr2x28o2t7u38,1,60.3,11.0,2025-05-17T15:43:48.130Z,2025-05-17T15:43:52Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5732984885,56,Center,5732984899,212,10.7,5732984903,213,1.76,5732984895,141,26.4,5732984891,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815806045,791,1,2,81,20,303582z192rnbr2x28o2t7u38,1,59.6,30.4,2025-05-17T15:43:52.066Z,2025-05-17T15:43:54Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732985157,1,,5732985155,213,1.26,5732985153,212,33.5,5732985151,141,77.3,5732985147,56,Center,5732985149,140,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815806103,792,1,2,81,23,303582z192rnbr2x28o2t7u38,1,69.4,77.3,2025-05-17T15:43:54.394Z,2025-05-17T15:43:58Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732985469,213,0.50,5732985467,212,20.9,5732985463,140,86.8,5732985465,141,92.1,5732985461,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815806157,793,1,2,81,26,303582z192rnbr2x28o2t7u38,1,89.0,90.6,2025-05-17T15:43:57.909Z,2025-05-17T15:44:02Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5732985803,140,73.7,5732985799,56,Left,5732985807,141,87.4,5732985811,212,16.2,5732985815,213,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815806169,794,1,2,81,31,303582z192rnbr2x28o2t7u38,0,73.7,68.4,2025-05-17T15:44:02.345Z,2025-05-17T15:44:03Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732985887,213,5.27,5732985883,141,30.6,5732985885,212,30.2,5732985881,140,88.8,5732985879,56,Center,5732985877,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815806217,566,12,2,81,32,8sy0cxovuxo76tuoas3uo55xj,1,9.3,69.4,2025-05-17T15:44:03.860Z,2025-05-17T15:44:11Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5732986139,212,13.5,5732986141,213,2.56,5732986161,15,,5732986207,167,,5732986135,140,0.0,5732986133,56,Back,5732986137,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815806227,567,6,2,81,33,8sy0cxovuxo76tuoas3uo55xj,0,3.2,76.2,2025-05-17T15:44:04.345Z,2025-05-17T16:06:43Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5732986317,233,795,5732986223,73,,5732986221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815806193,795,6,2,81,33,303582z192rnbr2x28o2t7u38,1,96.8,23.8,2025-05-17T15:44:04.345Z,2025-05-17T16:06:42Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732986051,56,Center,5732986843,75,,5732986273,233,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815806647,797,43,2,82,13,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-17T15:44:44.117Z,2025-05-17T15:44:58Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732988577,56,Right,5732988579,286,0,5732989479,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815806693,798,1,2,82,16,303582z192rnbr2x28o2t7u38,0,99.6,0.5,2025-05-17T15:44:47.132Z,2025-05-17T15:45:03Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732988865,212,34.3,5732989773,224,,5732989531,6,,5732988869,1,,5732988863,141,49.0,5732988867,213,1.85,5732988859,140,90.7,5732988855,56,Center,5732988851,155,,5732988847,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815810855,626,44,2,82,16,8sy0cxovuxo76tuoas3uo55xj,1,40.1,53.2,2025-05-17T15:44:47.601Z,2025-05-17T15:52:31Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5733012747,285,,5733012745,56,Back,5733012749,233,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807001,800,44,2,82,16,303582z192rnbr2x28o2t7u38,0,69.8,43.7,2025-05-17T15:44:47.602Z,2025-05-17T15:52:30Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5733012759,286,,5733011301,56,Center,5733012755,233,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815806707,568,12,2,82,16,8sy0cxovuxo76tuoas3uo55xj,1,3.0,58.7,2025-05-17T15:44:47.633Z,2025-05-17T15:52:36Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5732988937,141,39.5,5732988933,56,Back,5732988935,140,11.9,5732988963,15,,5732988941,213,5.33,5732988939,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807005,801,15,2,82,20,303582z192rnbr2x28o2t7u38,1,77.8,56.0,2025-05-17T15:44:51.790Z,2025-05-17T15:57:45Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5733022159,102,50.3,5733022167,458,,5733022175,230,99.3,5733022171,146,83.6,5733021911,82,,5733022593,108,,5733022161,103,19,5733022157,78,,5733022177,231,49.5,5733021903,25,5733021777,56,Center,5733022163,328,,5733021905,20,,5733022183,233,569,5733021907,18,,5733022173,147,54.5,,,,,,,,,
2815806931,569,10,2,82,20,8sy0cxovuxo76tuoas3uo55xj,1,16.4,45.5,2025-05-17T15:44:51.890Z,2025-05-17T15:57:36Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5732990203,56,Back,5732990199,94,,5733022201,233,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815806951,570,6,2,82,23,8sy0cxovuxo76tuoas3uo55xj,0,11.0,35.3,2025-05-17T15:44:54.148Z,2025-05-17T16:06:43Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5732990803,233,799,5732990413,56,Back,5732990419,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815806779,799,6,2,82,23,303582z192rnbr2x28o2t7u38,1,89.0,64.7,2025-05-17T15:44:54.148Z,2025-05-17T16:06:43Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5732989325,73,,5732989323,56,Center,5732990775,233,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807167,802,1,2,82,55,303582z192rnbr2x28o2t7u38,0,99.5,99.5,2025-05-17T15:45:26.697Z,2025-05-17T16:07:11Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732991505,155,,5732991517,1,,5732991509,140,96.3,5732991513,212,38.5,5732991503,2,,5732991507,56,Center,5733044231,6,,5732991511,141,43.1,5732991515,213,4.63,5733051567,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807229,571,12,2,82,58,8sy0cxovuxo76tuoas3uo55xj,1,4.5,53.9,2025-05-17T15:45:29.989Z,2025-05-17T15:45:33Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5732991839,140,13.3,5732991847,213,0.28,5732991843,212,9.6,5732991841,141,57.8,5732991837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807283,572,12,2,83,1,8sy0cxovuxo76tuoas3uo55xj,1,13.3,57.8,2025-05-17T15:45:32.756Z,2025-05-17T15:45:36Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5732992083,140,25.1,5732992085,141,49.3,5732992081,56,Back,5732992087,212,13.7,5732992089,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807285,573,61,2,83,2,8sy0cxovuxo76tuoas3uo55xj,0,25.6,57.5,2025-05-17T15:45:33.519Z,2025-05-17T15:45:39Z,b9s6ecsxs323kktg3cs3pisk4,A. Tulehmo,,,5732992095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807269,803,61,2,83,4,303582z192rnbr2x28o2t7u38,1,76.4,53.9,2025-05-17T15:45:35.304Z,2025-05-17T15:52:30Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5732992001,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807339,804,1,2,83,6,303582z192rnbr2x28o2t7u38,0,75.6,44.5,2025-05-17T15:45:37.366Z,2025-05-17T15:45:41Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5732992397,56,Right,5732992407,1,,5732992405,213,5.72,5732992401,141,18.8,5732992403,212,32.7,5732992399,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807369,574,56,2,83,9,8sy0cxovuxo76tuoas3uo55xj,1,3.1,81.5,2025-05-17T15:45:41.029Z,2025-05-17T15:46:18Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5732992603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807383,575,5,2,83,10,8sy0cxovuxo76tuoas3uo55xj,1,-1.5,80.4,2025-05-17T15:45:41.365Z,2025-05-17T16:07:01Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5732992983,346,,5732993147,233,805,5732992665,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807355,805,5,2,83,10,303582z192rnbr2x28o2t7u38,0,101.5,19.6,2025-05-17T15:45:41.365Z,2025-05-17T16:07:01Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5732993151,233,575,5732992503,56,Right,5732992505,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807505,576,1,2,83,21,8sy0cxovuxo76tuoas3uo55xj,1,3.3,51.6,2025-05-17T15:45:52.708Z,2025-05-17T15:45:54Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5732993337,189,,5732993315,213,1.10,5732993311,141,91.8,5732993319,237,,5732993307,56,Back,5732993309,140,16.7,5732993313,212,30.7,5732993305,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807539,577,1,2,83,23,8sy0cxovuxo76tuoas3uo55xj,1,17.3,91.8,2025-05-17T15:45:54.997Z,2025-05-17T15:45:56Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5732993457,212,13.7,5732993451,56,Back,5732993455,141,76.7,5732993453,140,25.9,5732993459,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807549,578,1,2,83,25,8sy0cxovuxo76tuoas3uo55xj,0,26.3,76.7,2025-05-17T15:45:56.743Z,2025-05-17T15:53:03Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5732993495,212,44.3,5732993491,140,66.4,5732993487,155,,5732993587,1,,5732993489,56,Center,5732993497,213,5.97,5732993493,141,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807579,806,61,2,83,28,303582z192rnbr2x28o2t7u38,1,25.3,46.4,2025-05-17T15:45:59.923Z,2025-05-17T15:46:00Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732993627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807621,808,1,2,83,30,303582z192rnbr2x28o2t7u38,1,36.1,15.8,2025-05-17T15:46:01.501Z,2025-05-17T15:46:02Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5732993827,141,22.7,5732993823,56,Back,5732993829,212,15.9,5732993831,213,2.84,5732993825,140,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807635,809,1,2,83,31,303582z192rnbr2x28o2t7u38,0,21.6,22.7,2025-05-17T15:46:02.797Z,2025-05-17T15:46:04Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5732993929,213,5.73,5732993927,212,28.8,5732993925,141,0.5,5732993921,56,Back,5732993923,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807703,579,8,2,83,38,8sy0cxovuxo76tuoas3uo55xj,1,56.9,86.2,2025-05-17T15:46:09.917Z,2025-05-17T15:53:22Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5732994317,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807711,580,5,2,83,39,8sy0cxovuxo76tuoas3uo55xj,0,63.1,101.3,2025-05-17T15:46:10.155Z,2025-05-17T16:07:02Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5732994425,233,810,5732994363,56,Left,5732994365,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807699,810,5,2,83,39,303582z192rnbr2x28o2t7u38,1,36.9,-1.3,2025-05-17T15:46:10.155Z,2025-05-17T16:07:01Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5732994307,347,,5732994305,56,Back,5732994393,233,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807759,811,1,2,83,43,303582z192rnbr2x28o2t7u38,1,36.5,0.0,2025-05-17T15:46:14.701Z,2025-05-17T15:46:15Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5732994607,56,Back,5732994615,213,2.29,5732994611,141,25.0,5732994605,107,,5732994609,140,21.2,5732994613,212,24.4,5732994617,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807777,812,1,2,83,44,303582z192rnbr2x28o2t7u38,1,22.6,25.2,2025-05-17T15:46:15.654Z,2025-05-17T15:46:17Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732994729,141,56.1,5732994727,140,7.1,5732994723,56,Back,5732994735,213,2.23,5732994731,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807819,813,1,2,83,46,303582z192rnbr2x28o2t7u38,1,9.8,55.1,2025-05-17T15:46:17.700Z,2025-05-17T15:46:21Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5732994915,1,,5732994911,212,36.0,5732994907,140,20.8,5732994909,141,4.9,5732994913,213,5.04,5732994905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807873,814,1,2,83,50,303582z192rnbr2x28o2t7u38,1,21.8,4.1,2025-05-17T15:46:21.512Z,2025-05-17T15:46:26Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5732995177,56,Back,5732995183,212,25.0,5732995175,155,,5732995181,141,26.8,5732995179,140,40.5,5732995185,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807879,815,61,2,83,55,303582z192rnbr2x28o2t7u38,0,38.2,25.2,2025-05-17T15:46:26.167Z,2025-05-17T15:46:26Z,7jv2mo9fes84761ebn6437axg,D. Ezeh,,,5732995247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807903,582,1,2,83,57,8sy0cxovuxo76tuoas3uo55xj,0,67.7,62.3,2025-05-17T15:46:28.437Z,2025-05-17T15:46:51Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5732995385,141,38.5,5732995381,56,Center,5732995383,140,76.1,5732995387,212,18.4,5732995389,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807943,816,50,2,84,0,303582z192rnbr2x28o2t7u38,1,25.6,67.0,2025-05-17T15:46:31.572Z,2025-05-17T15:54:50Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732995561,285,,5732995559,56,Back,5732995719,233,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815807961,583,7,2,84,0,8sy0cxovuxo76tuoas3uo55xj,0,74.4,33.0,2025-05-17T15:46:31.573Z,2025-05-17T15:54:51Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5732995669,286,,5732995693,233,816,5732995667,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808005,818,1,2,84,3,303582z192rnbr2x28o2t7u38,1,22.2,88.0,2025-05-17T15:46:34.727Z,2025-05-17T15:46:38Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732995935,141,91.5,5732995931,56,Left,5732995939,213,0.06,5732995941,1,,5732995937,212,41.0,5732995933,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808059,819,1,2,84,6,303582z192rnbr2x28o2t7u38,1,71.2,88.6,2025-05-17T15:46:37.742Z,2025-05-17T15:46:44Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5732996219,140,86.8,5732996225,213,6.11,5732996223,212,16.6,5732996221,141,84.5,5732996217,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808083,820,1,2,84,12,303582z192rnbr2x28o2t7u38,1,90.4,88.6,2025-05-17T15:46:44.053Z,2025-05-17T15:46:46Z,7jv2mo9fes84761ebn6437axg,D. Ezeh,,,5732996369,56,Left,5732996375,212,23.0,5732996373,141,83.0,5732996371,140,68.8,5732996377,213,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808125,821,1,2,84,15,303582z192rnbr2x28o2t7u38,1,70.6,84.1,2025-05-17T15:46:46.318Z,2025-05-17T15:46:50Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732996589,213,0.25,5732996581,56,Left,5732996585,141,90.0,5732996583,140,85.5,5732996587,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808153,822,1,2,84,19,303582z192rnbr2x28o2t7u38,1,89.2,81.7,2025-05-17T15:46:50.552Z,2025-05-17T15:46:52Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5732996751,56,Center,5732996755,141,70.0,5732996753,140,78.3,5732996757,212,13.9,5732996759,213,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808171,823,1,2,84,21,303582z192rnbr2x28o2t7u38,1,78.3,70.0,2025-05-17T15:46:52.218Z,2025-05-17T15:46:53Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732996887,212,15.0,5732996881,56,Center,5732996885,141,48.8,5732996883,140,82.2,5732996889,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808189,824,1,2,84,22,303582z192rnbr2x28o2t7u38,0,82.2,48.8,2025-05-17T15:46:53.445Z,2025-05-17T15:46:56Z,7jv2mo9fes84761ebn6437axg,D. Ezeh,,,5732997113,236,,5732996955,141,52.1,5732996951,56,Center,5732996959,213,1.34,5732996957,212,2.3,5732997115,233,584,5732996953,140,82.7,5732997119,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808205,584,74,2,84,22,8sy0cxovuxo76tuoas3uo55xj,1,19.2,39.8,2025-05-17T15:46:53.446Z,2025-05-17T16:06:38Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5732997163,233,824,5732997071,56,Back,5732997075,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808225,586,1,2,84,25,8sy0cxovuxo76tuoas3uo55xj,0,19.2,39.8,2025-05-17T15:46:56.581Z,2025-05-17T15:46:57Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5732997207,213,5.97,5732997199,56,Back,5732997205,212,15.5,5732997203,141,32.8,5732997201,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808247,825,8,2,84,28,303582z192rnbr2x28o2t7u38,1,67.8,64.9,2025-05-17T15:46:59.162Z,2025-05-17T15:46:59Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732997327,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808267,826,43,2,84,28,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-17T15:46:59.631Z,2025-05-17T16:00:45Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732997407,213,0.43,5732997403,141,68.7,5732997399,56,Center,5733028207,144,1,5732997405,212,7.3,5732997401,140,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808285,827,1,2,84,29,303582z192rnbr2x28o2t7u38,1,74.4,64.0,2025-05-17T15:47:00.490Z,2025-05-17T16:00:47Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732997495,141,69.5,5732997499,213,1.99,5732997493,140,72.8,5732997497,212,4.1,5732997489,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808301,829,1,2,84,31,303582z192rnbr2x28o2t7u38,1,71.7,64.9,2025-05-17T15:47:02.427Z,2025-05-17T16:01:53Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732997577,213,1.24,5732997575,212,7.7,5732997571,140,74.1,5732997573,141,75.6,5732997569,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808293,587,83,2,84,31,8sy0cxovuxo76tuoas3uo55xj,0,22.3,19.1,2025-05-17T15:47:02.660Z,2025-05-17T15:47:07Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5732997727,399,5j2hy92q8f17nppznxrp8kxxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808313,830,1,2,84,33,303582z192rnbr2x28o2t7u38,1,71.4,76.1,2025-05-17T15:47:04.317Z,2025-05-17T15:47:06Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732997661,213,5.82,5732997653,56,Center,5732997657,141,71.8,5732997659,212,6.6,5732997655,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808323,831,1,2,84,34,303582z192rnbr2x28o2t7u38,1,76.0,70.8,2025-05-17T15:47:06.067Z,2025-05-17T15:47:07Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5732997719,141,52.4,5732997715,56,Center,5732997723,213,4.16,5732997721,212,14.7,5732997717,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808335,832,1,2,84,36,303582z192rnbr2x28o2t7u38,1,68.6,53.0,2025-05-17T15:47:07.269Z,2025-05-17T15:47:09Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5732997807,140,67.7,5732997811,212,12.6,5732997805,56,Center,5732997813,213,1.65,5732997809,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815808363,833,1,2,84,37,303582z192rnbr2x28o2t7u38,1,67.5,71.8,2025-05-17T15:47:08.878Z,2025-05-17T15:47:11Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732997949,213,1.16,5732997945,141,87.7,5732997941,56,Left,5732997943,140,72.0,5732997947,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
