id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/11/value,qualifier/15/value,qualifier/16/value
2817847337,721,1,2,64,53,ajtb177oqwawkdwbqhldmq6mx,0,35.9,82.9,2025-05-22T18:24:35.727Z,2025-05-22T18:24:37Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5744299803,56,Back,5744299809,212,13.7,5744299807,141,80.8,5744299805,140,48.9,5744299811,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847357,602,1,2,64,57,bd4qakf7j0wwie8wke9km7uj8,0,54.3,9.5,2025-05-22T18:24:39.335Z,2025-05-22T18:24:42Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5744299931,1,,5744299927,212,43.6,5744299921,56,Center,5744299923,140,72.8,5744299929,213,1.11,5744299925,141,66.9,5744299919,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847371,722,1,2,65,0,ajtb177oqwawkdwbqhldmq6mx,1,20.7,30.0,2025-05-22T18:24:42.647Z,2025-05-22T19:18:26Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5744300007,56,Back,5744300011,141,43.0,5744300009,140,37.6,5744300005,3,,5744300013,212,19.8,5744300015,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847379,723,1,2,65,3,ajtb177oqwawkdwbqhldmq6mx,1,46.9,43.6,2025-05-22T18:24:46.071Z,2025-05-23T16:52:11Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5744300051,213,1.81,5744300045,140,44.7,5744300049,212,9.7,5744300047,141,57.5,5744300043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847395,724,61,2,65,7,ajtb177oqwawkdwbqhldmq6mx,0,64.6,60.0,2025-05-22T18:24:50.079Z,2025-05-23T16:52:37Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5744300115,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817863977,816,43,2,65,7,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-05-22T18:24:50.080Z,2025-05-23T16:52:38Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5744388659,285,0,5745023283,144,7,5744388657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847433,604,1,2,65,9,bd4qakf7j0wwie8wke9km7uj8,1,35.9,37.9,2025-05-22T18:24:51.151Z,2025-05-22T18:24:58Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5744300307,141,64.6,5744300301,155,,5744300311,213,0.59,5744300305,140,62.0,5744300309,212,32.9,5744300303,56,Center,5744300313,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847437,605,50,2,65,15,bd4qakf7j0wwie8wke9km7uj8,1,72.8,51.0,2025-05-22T18:24:57.894Z,2025-05-22T19:20:14Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5744300349,233,725,5744300331,286,,5744300329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847435,725,7,2,65,15,ajtb177oqwawkdwbqhldmq6mx,0,27.2,49.0,2025-05-22T18:24:57.895Z,2025-05-23T16:52:58Z,9213debwtuph6cjborx73sx78,O. Søe,,,5744300341,233,605,5744300321,56,Back,5745023423,385,,5745023425,178,,5744300323,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847439,606,61,2,65,16,bd4qakf7j0wwie8wke9km7uj8,1,74.0,57.0,2025-05-22T18:24:58.694Z,2025-05-22T18:24:59Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5744300333,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847481,607,1,2,65,19,bd4qakf7j0wwie8wke9km7uj8,1,77.5,54.2,2025-05-22T18:25:01.349Z,2025-05-23T16:53:12Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5745023487,155,,5744300511,141,11.7,5744300507,56,Right,5744300515,213,4.73,5744300513,212,28.9,5744300509,140,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847513,608,1,2,65,22,bd4qakf7j0wwie8wke9km7uj8,0,78.3,11.3,2025-05-22T18:25:04.581Z,2025-05-23T16:53:17Z,e0nkqbugb4xkpluu5e42zf2ms,F. Engqvist,,,5744300715,141,52.5,5744300719,213,1.06,5744300713,140,93.3,5744300709,155,,5745023585,20,,5745023583,224,,5744300717,212,32.1,5744300711,56,Center,5744300721,1,,5744300707,2,,,,,,,,,,,,,,,,,,,,,,,,,
2817847489,726,12,2,65,25,ajtb177oqwawkdwbqhldmq6mx,1,6.8,45.4,2025-05-22T18:25:07.735Z,2025-05-22T19:18:18Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5744300861,15,,5744300591,213,4.93,5744300589,212,23.7,5744300587,141,11.4,5744300581,56,Back,5744300585,140,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847539,728,1,2,65,31,ajtb177oqwawkdwbqhldmq6mx,1,15.0,6.5,2025-05-22T18:25:13.231Z,2025-05-22T18:25:17Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5744300867,140,51.4,5744300871,212,41.0,5744300875,1,,5744300863,155,,5744300869,141,28.2,5744300865,56,Center,5744300873,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847555,729,1,2,65,34,ajtb177oqwawkdwbqhldmq6mx,1,46.9,33.6,2025-05-22T18:25:16.433Z,2025-05-22T18:25:24Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5744300969,213,0.87,5744300963,140,75.4,5744300965,141,85.4,5744300959,155,,5744300967,212,46.2,5744300961,56,Left,5744300971,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847563,730,1,2,65,41,ajtb177oqwawkdwbqhldmq6mx,1,81.1,80.8,2025-05-22T18:25:23.943Z,2025-05-22T18:25:38Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,1.0,,5744301033,56,Center,5744301039,212,14.2,5744301035,140,93.0,5744301265,210,15,5744301037,141,70.8,5744301041,213,5.78,5744301267,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847571,731,15,2,65,45,ajtb177oqwawkdwbqhldmq6mx,1,91.8,70.7,2025-05-22T18:25:27.391Z,2025-05-23T16:54:08Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5744301303,233,609,5744301293,102,50.7,5744301071,64,,5744488251,23,,5744301073,56,Center,5745024099,78,,5744301295,103,2.5,5744301299,147,56.1,5744301287,154,,5744301171,72,,5744484107,328,5744301297,146,,5744301289,55,5744301285,29,,,,,,,,,,,,730,98.4,,
2817847567,609,10,2,65,45,bd4qakf7j0wwie8wke9km7uj8,1,2.6,43.7,2025-05-22T18:25:27.491Z,2025-05-23T16:54:17Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5745024137,389,,5745024141,376,,5744301057,173,,5744301063,56,Back,5745024139,183,,5744301313,233,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847575,610,6,2,65,46,bd4qakf7j0wwie8wke9km7uj8,0,4.8,39.9,2025-05-22T18:25:28.815Z,2025-05-23T16:54:20Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5744301133,233,732,5744301105,73,,5744301103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847577,732,6,2,65,46,ajtb177oqwawkdwbqhldmq6mx,1,95.2,60.1,2025-05-22T18:25:28.815Z,2025-05-22T19:06:39Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5744301129,233,610,5744301101,73,,5744301099,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847701,733,1,2,66,15,ajtb177oqwawkdwbqhldmq6mx,0,99.5,99.5,2025-05-22T18:25:57.366Z,2025-05-23T16:55:16Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5744301809,155,,5745024347,20,,5744301805,2,,5744301819,212,26.2,5744301813,56,Center,5744301815,140,94.8,5744301821,213,4.52,5744301807,6,,5744301811,223,,5744301817,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,
2817847713,611,12,2,66,18,bd4qakf7j0wwie8wke9km7uj8,1,8.6,45.1,2025-05-22T18:26:00.389Z,2025-05-22T19:18:22Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5744301919,15,,5744301899,141,41.3,5744301897,140,21.6,5744301895,56,Back,5744301903,213,6.10,5744301901,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847719,734,13,2,66,19,ajtb177oqwawkdwbqhldmq6mx,1,79.9,60.9,2025-05-22T18:26:01.526Z,2025-05-23T16:55:38Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5744302283,102,28.7,5744489963,108,,5744302291,230,98.9,5744302119,72,,5744489959,25,,5744302281,75,,5744489961,18,,5744302293,231,52.2,5744301937,56,Center,5744302289,458,,5744302285,103,5744489965,328,13.9,5744302287,215,,,,,,,,,,,,,,,,,
2817847761,612,5,2,66,21,bd4qakf7j0wwie8wke9km7uj8,1,-0.4,62.6,2025-05-22T18:26:03.096Z,2025-05-22T19:09:59Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5744302165,346,,5744302163,56,Back,5744302185,233,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847749,735,5,2,66,21,ajtb177oqwawkdwbqhldmq6mx,0,100.4,37.4,2025-05-22T18:26:03.096Z,2025-05-22T19:10:00Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5744302189,233,612,5744302099,346,,5744302097,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847827,613,1,2,66,33,bd4qakf7j0wwie8wke9km7uj8,1,4.5,50.6,2025-05-22T18:26:15.909Z,2025-05-22T18:26:17Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5744302497,140,11.8,5744302503,213,5.23,5744302493,124,,5744302499,141,30.7,5744302495,56,Back,5744302501,212,15.6,5744302507,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847851,614,1,2,66,35,bd4qakf7j0wwie8wke9km7uj8,1,11.8,30.7,2025-05-22T18:26:17.437Z,2025-05-22T18:26:22Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5744302645,140,33.5,5744302649,212,22.8,5744302643,56,Back,5744302647,141,31.2,5744302651,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847857,615,1,2,66,39,bd4qakf7j0wwie8wke9km7uj8,0,35.0,37.0,2025-05-22T18:26:21.885Z,2025-05-22T18:26:23Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5744302689,56,Center,5744302697,213,6.23,5744302691,140,72.1,5744302695,212,39.0,5744302699,1,,5744302693,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847871,736,59,2,66,41,ajtb177oqwawkdwbqhldmq6mx,1,27.4,59.6,2025-05-22T18:26:23.678Z,2025-05-22T18:26:24Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5744302749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847879,737,1,2,66,42,ajtb177oqwawkdwbqhldmq6mx,0,27.4,59.6,2025-05-22T18:26:24.726Z,2025-05-22T18:26:26Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5744302785,140,61.2,5744302789,212,35.5,5744302783,56,Center,5744302791,213,0.05,5744302781,157,,5744302787,141,62.3,5744302793,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847895,616,1,2,66,44,bd4qakf7j0wwie8wke9km7uj8,1,38.3,29.5,2025-05-22T18:26:26.300Z,2025-05-22T18:26:27Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5744302885,141,36.1,5744302889,213,1.57,5744302881,56,Back,5744302887,212,4.5,5744302883,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847907,617,1,2,66,45,bd4qakf7j0wwie8wke9km7uj8,1,38.3,36.1,2025-05-22T18:26:27.526Z,2025-05-22T18:26:28Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5744302939,155,,5744302945,141,35.5,5744302943,140,41.1,5744302949,213,6.15,5744302941,56,Back,5744302947,212,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847911,618,1,2,66,46,bd4qakf7j0wwie8wke9km7uj8,1,41.1,35.5,2025-05-22T18:26:28.549Z,2025-05-22T18:26:29Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5744302987,141,39.4,5744302991,213,1.65,5744302989,212,2.7,5744302983,56,Back,5744302985,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847935,619,1,2,66,47,bd4qakf7j0wwie8wke9km7uj8,1,40.9,39.4,2025-05-22T18:26:29.373Z,2025-05-22T18:26:32Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5744303115,56,Back,5744303117,140,35.0,5744303119,141,38.8,5744303121,212,6.2,5744303123,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847947,620,1,2,66,50,bd4qakf7j0wwie8wke9km7uj8,1,39.6,54.0,2025-05-22T18:26:32.269Z,2025-05-22T18:26:35Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5744303177,212,24.8,5744303179,213,1.45,5744303173,140,42.4,5744303171,56,Back,5744303175,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847981,621,1,2,66,53,bd4qakf7j0wwie8wke9km7uj8,1,41.4,82.9,2025-05-22T18:26:35.509Z,2025-05-22T18:26:40Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5744303359,213,4.25,5744303357,212,26.1,5744303351,56,Back,5744303353,140,30.3,5744303355,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847979,738,83,2,66,58,ajtb177oqwawkdwbqhldmq6mx,0,64.8,46.7,2025-05-22T18:26:40.239Z,2025-05-22T18:26:42Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5744303415,399,duvhbifjh37mvlm46akiy431m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847983,622,61,2,66,58,bd4qakf7j0wwie8wke9km7uj8,1,27.7,44.9,2025-05-22T18:26:40.245Z,2025-05-22T18:26:40Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5744303373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817976783,838,59,2,66,59,bd4qakf7j0wwie8wke9km7uj8,1,23.3,36.9,2025-05-22T18:26:41.450Z,2025-05-23T16:56:39Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5745025365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847993,623,1,2,67,0,bd4qakf7j0wwie8wke9km7uj8,0,22.8,38.5,2025-05-22T18:26:42.111Z,2025-05-23T16:56:39Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5744303425,141,0.0,5744303423,140,42.9,5744303429,213,5.37,5744303431,1,,5744303427,212,34.7,5744303421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817847999,624,5,2,67,1,bd4qakf7j0wwie8wke9km7uj8,0,43.0,-1.6,2025-05-22T18:26:43.133Z,2025-05-22T19:10:01Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5744303457,56,Back,5744303459,347,,5744303629,233,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848015,739,5,2,67,1,ajtb177oqwawkdwbqhldmq6mx,1,57.0,101.6,2025-05-22T18:26:43.133Z,2025-05-22T19:10:00Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5744303585,233,624,5744303569,56,Left,5744303571,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848039,740,1,2,67,6,ajtb177oqwawkdwbqhldmq6mx,0,60.2,100.0,2025-05-22T18:26:48.286Z,2025-05-23T16:57:21Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5744303711,213,5.76,5745025625,189,,5744303703,56,Left,5744303709,212,20.4,5744303707,141,86.3,5744303701,107,,5744303705,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848063,625,83,2,67,8,bd4qakf7j0wwie8wke9km7uj8,1,25.2,14.8,2025-05-22T18:26:50.942Z,2025-05-23T16:57:57Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5745025837,399,5mmgppapbchmcj9zdtyw0w5xw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848049,741,61,2,67,9,ajtb177oqwawkdwbqhldmq6mx,0,74.8,85.2,2025-05-22T18:26:51.941Z,2025-05-23T16:58:42Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5744303769,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848065,626,3,2,67,10,bd4qakf7j0wwie8wke9km7uj8,0,29.7,16.6,2025-05-22T18:26:53.088Z,2025-05-23T18:11:18Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5744303835,56,Back,5745139351,233,1049,5744303837,285,,5745026165,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817862275,1049,7,2,67,11,ajtb177oqwawkdwbqhldmq6mx,0,70.3,83.4,2025-05-22T18:26:53.089Z,2025-05-23T18:11:18Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5744379597,286,,5745026119,383,,5745139327,233,626,5745026121,178,,5744379595,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848095,627,1,2,67,13,bd4qakf7j0wwie8wke9km7uj8,1,41.0,23.3,2025-05-22T18:26:55.296Z,2025-05-22T18:58:37Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5744304055,213,3.31,5744304053,212,14.1,5744304049,140,27.8,5744304051,141,19.9,5744304047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848421,634,1,2,67,14,bd4qakf7j0wwie8wke9km7uj8,0,10.1,29.2,2025-05-22T18:26:56.918Z,2025-05-23T16:59:06Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5744305935,141,38.8,5745026225,155,,5744305939,213,0.14,5744305933,140,55.8,5744305941,1,,5744305931,56,Center,5744305937,212,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848113,629,1,2,67,18,bd4qakf7j0wwie8wke9km7uj8,0,37.6,63.4,2025-05-22T18:27:00.509Z,2025-05-23T16:59:21Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5744304157,213,3.86,5744304151,140,28.2,5744304153,141,50.7,5744304155,212,13.1,5744304149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848117,630,43,2,67,19,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-05-22T18:27:01.894Z,2025-05-23T16:59:17Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5744304165,56,Back,5745026267,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848121,742,1,2,67,20,ajtb177oqwawkdwbqhldmq6mx,1,69.2,26.2,2025-05-22T18:27:02.503Z,2025-05-22T18:27:03Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5744304173,141,32.8,5744304175,212,9.1,5744304169,56,Center,5744304177,213,2.62,5744304171,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848127,743,1,2,67,21,ajtb177oqwawkdwbqhldmq6mx,1,62.8,32.1,2025-05-22T18:27:03.758Z,2025-05-22T18:27:05Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5744304225,140,57.0,5744304229,212,10.7,5744304223,56,Right,5744304231,213,4.11,5744304227,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848167,745,1,2,67,26,ajtb177oqwawkdwbqhldmq6mx,1,62.9,33.4,2025-05-22T18:27:08.998Z,2025-05-22T18:27:11Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5744304441,140,63.0,5744304447,213,4.74,5744304443,141,26.8,5744304445,212,4.5,5744304439,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848177,746,1,2,67,28,ajtb177oqwawkdwbqhldmq6mx,1,63.0,25.9,2025-05-22T18:27:10.814Z,2025-05-22T18:27:11Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5744304487,56,Center,5744304493,212,7.0,5744304495,213,2.28,5744304489,140,58.7,5744304491,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848207,747,1,2,67,29,ajtb177oqwawkdwbqhldmq6mx,1,58.7,33.7,2025-05-22T18:27:11.750Z,2025-05-22T18:27:19Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5744304677,141,66.3,5744304679,212,22.3,5744304673,140,60.6,5744304669,56,Center,5744304683,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848221,748,1,2,67,37,ajtb177oqwawkdwbqhldmq6mx,1,69.4,75.4,2025-05-22T18:27:19.630Z,2025-05-22T18:27:22Z,9213debwtuph6cjborx73sx78,O. Søe,,,5744304775,212,12.1,5744304769,140,67.1,5744304773,141,92.9,5744304767,56,Left,5744304777,213,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848261,749,1,2,67,39,ajtb177oqwawkdwbqhldmq6mx,1,67.4,91.7,2025-05-22T18:27:21.878Z,2025-05-22T18:27:51Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5744305003,141,31.3,5744305609,155,,5744305615,213,5.28,5744305613,212,48.7,5744305237,1,,5744305001,140,92.3,5744305611,196,,5744305239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848373,751,1,2,67,40,ajtb177oqwawkdwbqhldmq6mx,1,95.2,28.3,2025-05-22T18:27:22.533Z,2025-05-22T19:17:35Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5744305671,141,44.8,5744305667,56,Center,5744305673,212,18.0,5744305665,3,,5744305675,213,2.47,5744305669,140,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848311,631,43,2,67,53,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-05-22T18:27:35.549Z,2025-05-22T18:27:41Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5744305411,144,1,5744305311,141,57.8,5744305307,56,Back,5744305315,213,1.36,5744305313,212,3.1,5744305309,140,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848377,753,2,2,67,56,ajtb177oqwawkdwbqhldmq6mx,1,84.8,48.1,2025-05-22T18:27:38.877Z,2025-05-23T17:00:21Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5744305711,7,5mmgppapbchmcj9zdtyw0w5xw,5744305713,56,Center,5744305693,140,95.2,5744305695,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848395,754,17,2,68,11,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-05-22T18:27:53.749Z,2025-05-22T20:17:37Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5744305797,31,,5744499811,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848375,752,43,2,68,13,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-05-22T18:27:55.309Z,2025-05-22T19:17:12Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5744413555,144,15,5744391549,82,0,5744305679,22,0,5744391545,103,19,5744391553,147,47.8,5744391547,458,0,5744391551,146,91.7,5744305681,18,0,5744391543,102,50.4,5744391555,230,95.9,5744305683,56,5744391541,78,Center,5744322521,20,5744391557,231,48.9,,,,,,,,,,,0,0,,
2817848413,633,1,2,68,20,bd4qakf7j0wwie8wke9km7uj8,1,7.0,54.4,2025-05-22T18:28:02.333Z,2025-05-23T17:01:21Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5744305861,213,4.72,5744305859,212,18.4,5744305853,56,Back,5744305855,140,7.1,5744305849,5,,5744305851,241,,5744305857,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848435,635,43,2,68,21,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-05-22T18:28:03.630Z,2025-05-23T17:01:11Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5744306007,56,Back,5745027047,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977025,839,1,2,68,24,bd4qakf7j0wwie8wke9km7uj8,0,10.6,28.0,2025-05-22T18:28:06.200Z,2025-05-23T17:01:34Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5745027177,212,47.2,5745027171,56,Center,5745027181,1,,5745027179,213,0.23,5745027173,140,54.4,5745027175,141,43.5,5745027169,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
