id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value
2797214089,700,1,2,80,29,f1h34qp5zbfl489q8vnkhiq9s,0,33.9,76.4,2025-04-06T13:38:03.453Z,2025-04-06T13:38:04Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5630369673,213,1.88,5630369669,141,84.5,5630369667,140,32.2,5630369671,212,5.8,5630369665,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797214093,665,8,2,80,31,b8oqgvx1ijeyn6y1cn6929ix4,1,74.9,16.7,2025-04-06T13:38:04.690Z,2025-04-06T13:38:05Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630369695,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797214211,667,3,2,80,34,b8oqgvx1ijeyn6y1cn6929ix4,0,89.6,15.6,2025-04-06T13:38:07.811Z,2025-04-06T13:38:14Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630370539,233,701,5630370329,56,Right,5630370333,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797214227,701,7,2,80,34,f1h34qp5zbfl489q8vnkhiq9s,0,10.4,84.4,2025-04-06T13:38:07.812Z,2025-04-06T13:38:14Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630370481,233,667,5630370459,285,,5630370457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797214221,668,61,2,80,36,b8oqgvx1ijeyn6y1cn6929ix4,1,88.6,16.8,2025-04-06T13:38:10.204Z,2025-04-06T13:38:10Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630370427,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797214241,669,5,2,80,37,b8oqgvx1ijeyn6y1cn6929ix4,0,100.8,17.9,2025-04-06T13:38:11.157Z,2025-04-06T14:03:49Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630370541,56,Right,5630371243,233,702,5630370543,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797214367,702,5,2,80,37,f1h34qp5zbfl489q8vnkhiq9s,1,-0.8,82.1,2025-04-06T13:38:11.157Z,2025-04-06T14:03:48Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630371187,233,669,5630371157,56,Back,5630371159,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797214845,703,1,2,81,0,f1h34qp5zbfl489q8vnkhiq9s,1,2.5,56.0,2025-04-06T13:38:34.173Z,2025-04-06T13:38:39Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5630373627,141,74.4,5630373625,140,11.1,5630373621,124,,5630373635,213,0.95,5630373631,212,15.4,5630373623,56,Back,5630373639,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797214877,704,1,2,81,5,f1h34qp5zbfl489q8vnkhiq9s,0,12.4,79.0,2025-04-06T13:38:38.973Z,2025-04-06T13:38:40Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630373815,141,57.9,5630373811,56,Center,5630373819,213,5.95,5630373817,212,43.7,5630373821,1,,5630373809,157,,5630373813,140,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797214919,670,1,2,81,7,b8oqgvx1ijeyn6y1cn6929ix4,1,56.3,43.9,2025-04-06T13:38:40.986Z,2025-04-06T13:38:42Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5630374099,213,5.83,5630374097,212,7.7,5630374095,141,38.9,5630374091,140,62.9,5630374087,56,Center,5630374085,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797214945,672,1,2,81,8,b8oqgvx1ijeyn6y1cn6929ix4,1,61.9,38.0,2025-04-06T13:38:42.525Z,2025-04-06T13:38:43Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630374249,213,3.42,5630374247,212,9.1,5630374239,56,Center,5630374245,141,34.3,5630374243,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797214981,673,1,2,81,9,b8oqgvx1ijeyn6y1cn6929ix4,1,53.6,34.3,2025-04-06T13:38:43.323Z,2025-04-06T13:38:45Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5630374511,212,18.6,5630374505,140,70.4,5630374503,56,Center,5630374509,141,25.6,5630374513,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215011,674,1,2,81,11,b8oqgvx1ijeyn6y1cn6929ix4,1,70.0,26.5,2025-04-06T13:38:45.323Z,2025-04-06T13:38:47Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5630374703,141,12.3,5630374699,56,Right,5630374707,213,4.11,5630374701,140,63.7,5630374705,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215065,675,1,2,81,13,b8oqgvx1ijeyn6y1cn6929ix4,1,63.1,9.4,2025-04-06T13:38:47.227Z,2025-04-06T13:38:49Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5630374977,212,7.0,5630374973,140,60.9,5630374981,213,1.91,5630374971,56,Right,5630374975,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215135,676,1,2,81,16,b8oqgvx1ijeyn6y1cn6929ix4,1,57.8,17.7,2025-04-06T13:38:49.666Z,2025-04-06T13:38:52Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5630375333,56,Back,5630375335,140,46.5,5630375341,213,3.83,5630375339,212,15.4,5630375337,141,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215145,677,1,2,81,18,b8oqgvx1ijeyn6y1cn6929ix4,0,56.8,7.4,2025-04-06T13:38:52.508Z,2025-04-06T13:38:53Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5630375395,140,74.9,5630375391,155,,5630375399,212,22.2,5630375401,213,0.55,5630375397,141,24.4,5630375393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215191,705,1,2,81,20,f1h34qp5zbfl489q8vnkhiq9s,0,25.0,69.4,2025-04-06T13:38:54.476Z,2025-04-06T13:38:55Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630375667,213,0.61,5630375655,3,,5630375657,56,Back,5630375661,141,81.2,5630375659,140,35.9,5630375665,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215217,678,1,2,81,21,b8oqgvx1ijeyn6y1cn6929ix4,0,74.5,20.4,2025-04-06T13:38:55.219Z,2025-04-06T13:38:56Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5630375807,3,,5630375813,141,15.2,5630375809,56,Right,5630375817,213,5.91,5630375815,212,9.7,5630375811,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215313,706,12,2,81,24,f1h34qp5zbfl489q8vnkhiq9s,1,18.3,84.2,2025-04-06T13:38:57.564Z,2025-04-06T13:39:00Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630376339,212,21.7,5630376337,141,65.2,5630376333,140,34.9,5630376341,213,5.65,5630376329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215321,707,1,2,81,26,f1h34qp5zbfl489q8vnkhiq9s,0,33.8,65.8,2025-04-06T13:39:00.340Z,2025-04-06T13:39:01Z,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,,,5630376363,56,Back,5630376367,141,80.9,5630376369,212,12.4,5630376361,3,,5630376371,213,0.97,5630376365,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215353,679,1,2,81,27,b8oqgvx1ijeyn6y1cn6929ix4,1,62.7,20.1,2025-04-06T13:39:00.818Z,2025-04-06T13:39:02Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5630376519,56,Back,5630376523,141,20.4,5630376527,213,3.13,5630376525,212,18.5,5630376521,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215403,680,1,2,81,29,b8oqgvx1ijeyn6y1cn6929ix4,1,45.4,20.3,2025-04-06T13:39:02.795Z,2025-04-06T13:39:04Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5630376805,56,Back,5630376801,157,,5630376809,140,44.5,5630376813,212,17.6,5630376811,141,46.1,5630376815,213,1.62,5630376817,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215455,681,1,2,81,30,b8oqgvx1ijeyn6y1cn6929ix4,0,44.5,46.1,2025-04-06T13:39:04.483Z,2025-04-06T13:39:08Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5630377099,212,23.2,5630377097,141,29.7,5630377095,140,63.9,5630377101,213,5.78,5630377091,157,,5630377103,1,,5630377093,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215477,708,44,2,81,33,f1h34qp5zbfl489q8vnkhiq9s,1,35.5,64.4,2025-04-06T13:39:07.082Z,2025-04-06T14:04:25Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5630377217,285,,5630377215,56,Back,5630377411,233,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215467,682,44,2,81,33,b8oqgvx1ijeyn6y1cn6929ix4,0,64.5,35.6,2025-04-06T13:39:07.083Z,2025-04-06T14:04:25Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630377483,233,708,5630377191,56,Center,5630377193,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215491,709,1,2,81,34,f1h34qp5zbfl489q8vnkhiq9s,0,34.5,54.5,2025-04-06T13:39:07.595Z,2025-04-06T13:39:08Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5630377299,3,,5630377315,212,5.9,5630377319,213,1.75,5630377303,56,Back,5630377309,141,63.1,5630377307,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215543,683,1,2,81,35,b8oqgvx1ijeyn6y1cn6929ix4,1,63.1,20.1,2025-04-06T13:39:09.283Z,2025-04-06T13:39:10Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5630377581,141,28.8,5630377585,213,0.51,5630377575,3,,5630377583,212,12.1,5630377577,56,Center,5630377579,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215593,684,1,2,81,36,b8oqgvx1ijeyn6y1cn6929ix4,1,73.2,28.8,2025-04-06T13:39:10.178Z,2025-04-06T13:39:12Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5630377919,141,40.6,5630377923,213,1.80,5630377913,3,,5630377917,140,71.4,5630377921,212,8.2,5630377915,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215647,685,1,2,81,38,b8oqgvx1ijeyn6y1cn6929ix4,1,72.1,50.7,2025-04-06T13:39:12.491Z,2025-04-06T13:39:16Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5630378261,141,71.2,5630378257,56,Center,5630378259,140,75.8,5630378265,212,14.5,5630378267,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215677,686,3,2,81,42,b8oqgvx1ijeyn6y1cn6929ix4,1,74.2,65.8,2025-04-06T13:39:15.963Z,2025-04-06T14:04:12Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5630378541,233,710,5630378443,286,,5630378437,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215681,710,45,2,81,42,f1h34qp5zbfl489q8vnkhiq9s,0,25.8,34.2,2025-04-06T13:39:15.963Z,2025-04-06T14:04:12Z,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,,,5630378559,233,686,5630378453,56,Back,5630378455,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215691,687,3,2,81,43,b8oqgvx1ijeyn6y1cn6929ix4,0,73.2,58.1,2025-04-06T13:39:17.515Z,2025-04-06T14:28:00Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5630378505,286,,5630378775,233,711,5630378503,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215725,711,7,2,81,43,f1h34qp5zbfl489q8vnkhiq9s,1,26.8,41.9,2025-04-06T13:39:17.516Z,2025-04-06T14:27:59Z,cqgmx6eiriomccxfhykh31r10,B. Kvist,,,5630378675,285,,5630378673,56,Back,5630378707,233,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215763,713,1,2,81,47,f1h34qp5zbfl489q8vnkhiq9s,1,21.6,39.4,2025-04-06T13:39:20.780Z,2025-04-06T13:39:22Z,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,,,5630378881,212,10.4,5630378879,141,28.2,5630378877,140,28.3,5630378873,56,Back,5630378883,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215815,714,1,2,81,47,f1h34qp5zbfl489q8vnkhiq9s,1,28.4,28.2,2025-04-06T13:39:21.460Z,2025-04-06T13:39:26Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5630379153,212,12.5,5630379155,213,3.29,5630379151,141,25.5,5630379147,56,Back,5630379149,140,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215825,715,1,2,81,51,f1h34qp5zbfl489q8vnkhiq9s,0,16.6,25.3,2025-04-06T13:39:25.468Z,2025-04-06T14:05:52Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5630379211,155,,5630379215,140,61.5,5630379217,141,23.6,5630379223,212,47.2,5630379225,213,6.26,5630379213,56,Center,5630379227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215843,689,1,2,81,52,b8oqgvx1ijeyn6y1cn6929ix4,1,45.0,79.9,2025-04-06T13:39:26.082Z,2025-04-06T13:39:28Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5630379315,213,5.63,5630379311,141,68.8,5630379307,56,Center,5630379313,212,12.4,5630379309,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215907,690,1,2,81,54,b8oqgvx1ijeyn6y1cn6929ix4,1,54.4,68.8,2025-04-06T13:39:27.995Z,2025-04-06T13:39:31Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5630379671,140,63.6,5630379675,212,15.8,5630379677,213,0.91,5630379673,141,87.1,5630379669,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797215967,691,1,2,81,57,b8oqgvx1ijeyn6y1cn6929ix4,1,66.7,86.9,2025-04-06T13:39:31.099Z,2025-04-06T13:40:42Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5630380019,212,8.0,5630380013,56,Left,5630380017,141,81.4,5630380021,213,5.79,5630380015,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216015,692,1,2,82,0,b8oqgvx1ijeyn6y1cn6929ix4,1,69.8,89.1,2025-04-06T13:39:34.299Z,2025-04-06T13:39:36Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5630380291,141,77.9,5630380295,213,4.59,5630380285,56,Center,5630380293,212,7.7,5630380289,140,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216027,693,1,2,82,2,b8oqgvx1ijeyn6y1cn6929ix4,1,68.9,77.9,2025-04-06T13:39:36.179Z,2025-04-06T13:39:37Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5630380371,213,3.38,5630380365,140,62.8,5630380369,212,6.6,5630380367,141,75.6,5630380363,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216063,694,1,2,82,3,b8oqgvx1ijeyn6y1cn6929ix4,1,62.8,75.6,2025-04-06T13:39:36.939Z,2025-04-06T13:39:39Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5630380585,212,12.8,5630380581,140,61.5,5630380579,56,Center,5630380583,141,56.9,5630380587,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216125,695,1,2,82,5,b8oqgvx1ijeyn6y1cn6929ix4,1,64.1,47.8,2025-04-06T13:39:39.058Z,2025-04-06T13:39:43Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5630380925,213,5.00,5630380921,141,10.4,5630380917,56,Right,5630380923,212,26.5,5630380919,140,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216157,696,1,2,82,9,b8oqgvx1ijeyn6y1cn6929ix4,1,70.6,20.6,2025-04-06T13:39:42.867Z,2025-04-06T13:39:45Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5630381153,212,10.4,5630381157,213,2.28,5630381147,140,64.1,5630381143,56,Center,5630381151,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216219,697,1,2,82,11,b8oqgvx1ijeyn6y1cn6929ix4,1,65.9,29.4,2025-04-06T13:39:44.883Z,2025-04-06T13:39:49Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5630381471,213,5.07,5630381465,140,69.5,5630381463,56,Right,5630381467,141,14.6,5630381469,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216233,698,1,2,82,15,b8oqgvx1ijeyn6y1cn6929ix4,1,71.6,34.8,2025-04-06T13:39:49.242Z,2025-04-06T13:39:50Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5630381535,56,Center,5630381541,212,5.8,5630381537,140,76.0,5630381543,213,0.65,5630381539,141,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216251,699,1,2,82,16,b8oqgvx1ijeyn6y1cn6929ix4,0,76.0,40.0,2025-04-06T13:39:49.939Z,2025-04-06T13:39:51Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5630381677,213,5.75,5630381673,141,31.3,5630381667,56,Center,5630381671,140,85.6,5630381675,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216297,716,12,2,82,18,f1h34qp5zbfl489q8vnkhiq9s,1,7.4,65.2,2025-04-06T13:39:52.427Z,2025-04-06T13:39:54Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630381869,141,68.5,5630381873,213,0.44,5630381867,140,11.9,5630381865,56,Back,5630381871,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216269,700,61,2,82,18,b8oqgvx1ijeyn6y1cn6929ix4,1,85.6,31.3,2025-04-06T13:39:52.541Z,2025-04-06T13:39:52Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630381749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216331,718,1,2,82,22,f1h34qp5zbfl489q8vnkhiq9s,0,9.2,91.1,2025-04-06T13:39:55.644Z,2025-04-06T13:39:56Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5630382015,56,Back,5630382017,140,14.5,5630382019,141,92.6,5630382023,213,0.18,5630382089,236,,5630382095,286,,5630382025,1,,5630382021,212,5.7,5630382091,233,5630382013,157,,,,,,,,,,,,,,,,,701,,,,,,
2797216323,701,74,2,82,22,b8oqgvx1ijeyn6y1cn6929ix4,1,84.9,11.3,2025-04-06T13:39:55.645Z,2025-04-06T13:39:57Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630381995,56,Right,5630382163,233,718,5630381999,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797216373,702,5,2,82,23,b8oqgvx1ijeyn6y1cn6929ix4,0,89.6,-1.6,2025-04-06T13:39:57.109Z,2025-04-06T14:03:49Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630382249,56,Right,5630385765,233,719,5630382255,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217017,719,5,2,82,23,f1h34qp5zbfl489q8vnkhiq9s,1,10.4,101.6,2025-04-06T13:39:57.109Z,2025-04-06T14:03:49Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5630385697,56,Back,5630385699,347,,5630385721,233,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217045,720,1,2,82,52,f1h34qp5zbfl489q8vnkhiq9s,1,8.4,100.0,2025-04-06T13:40:25.812Z,2025-04-06T13:40:27Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5630385875,56,Back,5630385881,212,14.9,5630385879,141,91.1,5630385873,107,,5630385877,140,20.7,5630385883,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217075,721,1,2,82,53,f1h34qp5zbfl489q8vnkhiq9s,1,21.2,90.9,2025-04-06T13:40:27.455Z,2025-04-06T13:40:29Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5630386057,213,2.91,5630386053,141,95.0,5630386049,56,Back,5630386055,212,12.3,5630386051,140,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217235,722,1,2,82,55,f1h34qp5zbfl489q8vnkhiq9s,1,8.4,95.0,2025-04-06T13:40:28.914Z,2025-04-06T13:40:36Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5630386863,212,38.2,5630386861,141,93.8,5630386857,56,Back,5630386865,213,6.26,5630386859,140,44.8,5630386867,1,,5630386855,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217241,723,4,2,83,1,f1h34qp5zbfl489q8vnkhiq9s,1,42.6,92.0,2025-04-06T13:40:35.474Z,2025-04-06T14:28:16Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5630387097,233,703,5630387007,286,,5630387005,152,,5630387001,295,,5630387003,56,Back,5630386999,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217227,703,4,2,83,1,b8oqgvx1ijeyn6y1cn6929ix4,0,57.4,8.0,2025-04-06T13:40:35.475Z,2025-04-06T14:28:16Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5630387023,152,,5630387019,295,,5630387017,13,,5630387021,56,Right,5630387121,233,723,5630387025,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217395,724,1,2,83,8,f1h34qp5zbfl489q8vnkhiq9s,1,42.0,92.9,2025-04-06T13:40:42.011Z,2025-04-06T13:40:43Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5630387681,5,,5630387685,56,Back,5630387687,140,30.8,5630387693,213,3.85,5630387689,141,78.2,5630387691,212,15.4,5630387683,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217515,725,1,2,83,10,f1h34qp5zbfl489q8vnkhiq9s,1,29.5,78.4,2025-04-06T13:40:43.649Z,2025-04-06T13:40:48Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630388385,56,Back,5630388401,213,4.74,5630388389,140,30.1,5630388393,141,38.6,5630388397,212,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217581,726,1,2,83,15,f1h34qp5zbfl489q8vnkhiq9s,1,30.9,37.9,2025-04-06T13:40:48.713Z,2025-04-06T13:40:50Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5630388707,56,Back,5630388713,212,13.7,5630388709,140,38.6,5630388715,213,5.34,5630388711,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217691,727,1,2,83,17,f1h34qp5zbfl489q8vnkhiq9s,1,39.4,23.1,2025-04-06T13:40:50.746Z,2025-04-06T13:40:54Z,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,,,5630389303,141,37.0,5630389307,213,2.14,5630389305,212,11.2,5630389299,56,Back,5630389301,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217795,728,1,2,83,20,f1h34qp5zbfl489q8vnkhiq9s,1,34.1,35.7,2025-04-06T13:40:54.225Z,2025-04-06T13:40:58Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5630389895,140,33.7,5630389901,213,1.59,5630389897,141,71.1,5630389893,56,Back,5630389899,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217883,729,1,2,83,24,f1h34qp5zbfl489q8vnkhiq9s,1,36.6,75.9,2025-04-06T13:40:58.210Z,2025-04-06T13:41:00Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630390333,212,18.5,5630390329,140,32.8,5630390327,56,Back,5630390335,213,4.50,5630390331,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217913,730,1,2,83,27,f1h34qp5zbfl489q8vnkhiq9s,1,32.0,49.0,2025-04-06T13:41:00.585Z,2025-04-06T13:41:02Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5630390477,213,0.31,5630390469,56,Back,5630390473,141,56.4,5630390471,140,47.0,5630390475,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797217967,731,1,2,83,28,f1h34qp5zbfl489q8vnkhiq9s,1,46.1,55.1,2025-04-06T13:41:01.859Z,2025-04-06T13:41:03Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5630390733,56,Back,5630390737,141,31.2,5630390739,212,21.9,5630390735,140,32.1,5630390741,213,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797218017,732,1,2,83,30,f1h34qp5zbfl489q8vnkhiq9s,1,31.3,31.2,2025-04-06T13:41:03.569Z,2025-04-06T13:41:05Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5630391037,212,13.5,5630391033,140,40.6,5630391039,213,5.52,5630391031,56,Back,5630391035,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
