id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2738642861,746,1,2,84,59,b8oqgvx1ijeyn6y1cn6929ix4,1,41.3,70.0,2024-10-25T18:40:52.162Z,2024-10-28T00:26:16Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5311257719,213,3.62,5311257711,56,Back,5311257717,212,26.7,5311257713,140,18.8,5311257715,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738642929,748,1,2,85,4,b8oqgvx1ijeyn6y1cn6929ix4,1,12.3,53.4,2024-10-25T18:40:57.562Z,2024-10-28T00:26:38Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5311258065,56,Back,5311258073,213,0.44,5311258071,212,13.8,5311258069,141,62.1,5311258067,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738643013,749,1,2,85,6,b8oqgvx1ijeyn6y1cn6929ix4,1,25.4,62.3,2024-10-25T18:40:59.723Z,2024-10-28T00:26:47Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5311258597,140,38.5,5311258599,141,88.1,5311258601,212,22.3,5311258603,213,0.91,5311258595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738643033,750,1,2,85,9,b8oqgvx1ijeyn6y1cn6929ix4,1,38.5,88.1,2024-10-25T18:41:02.194Z,2024-10-28T00:26:54Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5311258699,140,30.2,5311258725,156,,5311258697,56,Back,5311258705,213,3.21,5311258703,212,8.7,5311258701,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738643079,751,1,2,85,11,b8oqgvx1ijeyn6y1cn6929ix4,1,30.2,87.2,2024-10-25T18:41:03.986Z,2024-10-28T00:27:08Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5311258895,141,67.6,5311258899,213,5.44,5311258893,140,41.4,5311258891,56,Back,5311258897,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738643097,752,1,2,85,12,b8oqgvx1ijeyn6y1cn6929ix4,1,41.4,67.6,2024-10-25T18:41:05.778Z,2024-10-28T00:27:13Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5311259007,212,16.3,5311259095,156,,5311259003,140,26.0,5311259001,56,Back,5311259009,213,3.25,5311259005,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738643245,753,2,2,85,15,b8oqgvx1ijeyn6y1cn6929ix4,1,25.9,62.1,2024-10-25T18:41:08.562Z,2024-10-28T00:27:20Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5311259927,1,,5311259929,56,Left,5311259869,140,66.4,5311259925,7,ekx0wotp433tuaw4g93nybjmc,5311259873,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738643267,722,55,2,85,15,8cfkisxf1fkxdqtt6tx1tup48,1,39.5,70.5,2024-10-25T18:41:08.563Z,2024-10-28T00:27:49Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5311361683,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738643361,723,1,2,85,26,8cfkisxf1fkxdqtt6tx1tup48,1,36.9,13.4,2024-10-25T18:41:19.331Z,2024-10-28T00:28:09Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5311260477,212,10.7,5311260467,5,,5311260475,141,20.9,5311260479,213,2.65,5311260469,241,,5311260471,56,Back,5311260473,140,27.9,5321752315,189,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738643591,724,1,2,85,31,8cfkisxf1fkxdqtt6tx1tup48,0,27.9,25.5,2024-10-25T18:41:24.525Z,2024-10-28T00:28:14Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5311261767,56,Center,5311261777,1,,5311261769,140,97.7,5311261773,212,78.8,5311261771,141,67.9,5311261765,155,,5311261775,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738643671,754,52,2,85,40,b8oqgvx1ijeyn6y1cn6929ix4,1,4.6,30.7,2024-10-25T18:41:33.314Z,2024-10-28T00:28:46Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5321752991,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738643927,755,1,2,85,48,b8oqgvx1ijeyn6y1cn6929ix4,1,8.6,31.9,2024-10-25T18:41:41.073Z,2024-10-28T00:28:57Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5311263515,140,16.7,5311263521,213,5.26,5311263511,123,,5311263513,56,Back,5311263519,212,16.2,5311263517,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644033,756,1,2,85,51,b8oqgvx1ijeyn6y1cn6929ix4,0,16.8,11.6,2024-10-25T18:41:44.402Z,2024-10-28T00:29:10Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5311264141,140,65.9,5311264143,141,21.5,5311264149,1,,5311264145,212,52.0,5311264139,56,Center,5311264147,213,0.13,5311264137,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644061,725,44,2,85,55,8cfkisxf1fkxdqtt6tx1tup48,1,32.4,78.5,2024-10-25T18:41:47.995Z,2024-10-28T00:29:27Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5311264321,56,Back,5311264323,285,,5311264353,233,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644043,757,44,2,85,55,b8oqgvx1ijeyn6y1cn6929ix4,0,67.6,21.5,2024-10-25T18:41:47.996Z,2024-10-28T00:29:23Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5311264361,233,725,5311264205,286,,5311264203,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644077,726,1,2,85,56,8cfkisxf1fkxdqtt6tx1tup48,0,29.7,78.5,2024-10-25T18:41:49.180Z,2024-10-28T00:29:31Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5311264421,3,,5311264423,56,Back,5311264427,140,44.9,5311264429,141,100.0,5311264431,212,22.2,5311264433,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644081,727,5,2,85,58,8cfkisxf1fkxdqtt6tx1tup48,0,40.8,100.9,2024-10-25T18:41:51.362Z,2024-10-28T00:30:00Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5311268561,233,758,5311264449,347,,5311264447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644799,758,5,2,85,58,b8oqgvx1ijeyn6y1cn6929ix4,1,59.2,-0.9,2024-10-25T18:41:51.362Z,2024-10-28T00:29:57Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5311268489,347,,5311268487,56,Right,5311268537,233,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644361,728,18,2,86,14,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-25T18:42:06.926Z,2024-10-28T00:30:11Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5311266159,44,Forward,5311266157,42,,5311266271,55,729,5311266161,59,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644369,729,19,2,86,14,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-25T18:42:06.927Z,2024-10-28T00:30:11Z,69h930ebovyl7rut5dz4r2iok,M. Khan,,,5311266239,44,Forward,5311266231,145,10,5311266233,59,8,5311266241,55,728,5311266235,292,9,5311266227,42,,5311266237,293,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644577,730,18,2,86,22,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-25T18:42:15.261Z,2024-10-28T00:30:18Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5311267345,44,Defender,5311267423,55,731,5311267347,59,22,5311267343,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644583,731,19,2,86,22,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-25T18:42:15.262Z,2024-10-28T00:30:19Z,45b72f8szmqnv8tz06j7mj1wq,P. Weah,,,5311267385,59,14,5311267401,55,730,5311267389,292,4,5311267397,44,Defender,5311267381,145,5,5311267373,42,,5311267393,293,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644829,759,1,2,86,35,b8oqgvx1ijeyn6y1cn6929ix4,1,64.1,0.0,2024-10-25T18:42:28.744Z,2024-10-28T00:31:00Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5311268679,140,76.5,5311268671,107,,5311268683,141,6.1,5311268687,212,13.8,5311268675,56,Right,5311268691,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644857,760,1,2,86,37,b8oqgvx1ijeyn6y1cn6929ix4,1,76.5,6.1,2024-10-25T18:42:30.152Z,2024-10-28T00:31:06Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5311268867,212,6.5,5311268861,56,Right,5311268863,140,70.6,5311268869,213,2.84,5311268865,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644867,761,1,2,86,38,b8oqgvx1ijeyn6y1cn6929ix4,0,70.6,8.9,2024-10-25T18:42:31.586Z,2024-10-28T00:31:11Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5311268947,141,10.9,5311268951,213,0.08,5311268943,56,Right,5311268941,155,,5311268949,212,17.4,5311268945,140,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738644865,732,1,2,86,39,8cfkisxf1fkxdqtt6tx1tup48,0,30.9,78.2,2024-10-25T18:42:32.076Z,2024-10-28T00:31:19Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5311268929,212,11.4,5311268921,3,,5311268923,56,Back,5311268927,141,69.4,5311268931,213,5.73,5311268925,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645067,762,1,2,86,40,b8oqgvx1ijeyn6y1cn6929ix4,1,73.4,25.5,2024-10-25T18:42:33.129Z,2024-10-28T00:32:43Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5311270145,56,Right,5311270143,155,,5311270149,141,14.7,5311270151,212,19.6,5311270153,213,5.90,5311270147,140,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645073,763,1,2,86,48,b8oqgvx1ijeyn6y1cn6929ix4,0,97.6,12.6,2024-10-25T18:42:41.832Z,2024-10-28T00:32:57Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5311270207,140,94.6,5321763271,20,,5321763269,224,,5311270209,141,41.8,5311270201,2,,5311270213,213,1.73,5311270211,212,20.1,5311270205,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645221,733,12,2,86,52,8cfkisxf1fkxdqtt6tx1tup48,1,8.5,59.4,2024-10-25T18:42:45.380Z,2024-10-28T00:33:01Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5311271069,213,0.24,5311271059,56,Back,5311271067,212,41.9,5311271063,140,47.3,5311271065,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645199,764,1,2,86,54,b8oqgvx1ijeyn6y1cn6929ix4,0,58.1,29.8,2024-10-25T18:42:47.695Z,2024-10-28T00:32:20Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5311270967,213,0.51,5311270959,56,Center,5311270965,212,10.2,5311270961,140,66.6,5311270957,3,,5311270963,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645229,734,50,2,86,56,8cfkisxf1fkxdqtt6tx1tup48,1,36.0,60.1,2024-10-25T18:42:49.459Z,2024-10-28T01:05:22Z,45b72f8szmqnv8tz06j7mj1wq,P. Weah,,,5311487479,286,,5311271091,56,Back,5311487567,233,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645277,765,7,2,86,56,b8oqgvx1ijeyn6y1cn6929ix4,0,64.0,39.9,2024-10-25T18:42:49.460Z,2024-10-28T00:33:36Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5321764911,385,,5311487509,233,734,5311284261,285,,5311271321,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645291,735,44,2,86,58,8cfkisxf1fkxdqtt6tx1tup48,1,40.8,52.7,2024-10-25T18:42:51.740Z,2024-10-28T01:05:19Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,,5311271371,285,,5311271535,233,766,5311271367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645295,766,44,2,86,58,b8oqgvx1ijeyn6y1cn6929ix4,0,59.2,47.3,2024-10-25T18:42:51.741Z,2024-10-28T00:32:19Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5311271393,286,,5311271389,56,Center,5311271553,233,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645311,736,1,2,87,0,8cfkisxf1fkxdqtt6tx1tup48,0,46.1,54.2,2024-10-25T18:42:53.405Z,2024-10-28T00:35:14Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,,5311271493,3,,5311271501,212,6.9,5311271503,213,2.25,5311271499,141,62.1,5311271495,56,Back,5311271497,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645337,767,1,2,87,0,b8oqgvx1ijeyn6y1cn6929ix4,1,67.3,26.4,2024-10-25T18:42:53.448Z,2024-10-28T00:32:19Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5311271645,56,Center,5311271649,141,45.8,5311354061,3,,5311271647,140,76.5,5311271653,213,0.94,5311271651,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738661017,843,44,2,87,0,b8oqgvx1ijeyn6y1cn6929ix4,1,72.8,61.4,2024-10-25T18:42:53.919Z,2024-10-28T00:32:19Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5311356423,286,,5311356421,56,Center,5311356429,233,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738660991,804,44,2,87,1,8cfkisxf1fkxdqtt6tx1tup48,0,27.2,38.6,2024-10-25T18:42:53.920Z,2024-10-28T01:05:20Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5311356455,233,843,5311356247,56,Back,5311356249,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645349,768,61,2,87,1,b8oqgvx1ijeyn6y1cn6929ix4,1,76.5,45.8,2024-10-25T18:42:54.240Z,2024-10-28T00:32:18Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5311271711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645357,769,1,2,87,2,b8oqgvx1ijeyn6y1cn6929ix4,0,72.6,33.6,2024-10-25T18:42:55.775Z,2024-10-28T00:32:18Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5311271787,140,81.6,5311271793,213,0.13,5311271791,212,9.5,5311271789,141,35.4,5311271785,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645389,737,1,2,87,4,8cfkisxf1fkxdqtt6tx1tup48,0,23.5,52.7,2024-10-25T18:42:57.748Z,2024-10-28T00:32:42Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5311271945,212,30.1,5311271939,56,Back,5311271941,140,39.2,5311271943,141,15.6,5311271949,1,,5311271937,157,,5311271947,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645521,770,1,2,87,9,b8oqgvx1ijeyn6y1cn6929ix4,1,69.4,90.6,2024-10-25T18:43:02.632Z,2024-10-28T00:32:18Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5311272727,140,56.7,5311272731,212,13.3,5311272733,213,3.13,5311272729,141,90.8,5311272725,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645565,771,1,2,87,12,b8oqgvx1ijeyn6y1cn6929ix4,0,57.8,91.5,2024-10-25T18:43:04.928Z,2024-10-28T00:32:18Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5311272955,141,88.1,5311272951,140,79.6,5311272947,155,,5311272959,213,6.18,5311272957,212,23.0,5311272949,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645587,738,1,2,87,15,8cfkisxf1fkxdqtt6tx1tup48,0,33.3,17.7,2024-10-25T18:43:08.371Z,2024-10-28T00:32:42Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5311273067,56,Back,5311273073,212,10.9,5311273071,141,19.5,5311273069,140,43.6,5311273065,3,,5311273075,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645641,772,1,2,87,17,b8oqgvx1ijeyn6y1cn6929ix4,1,70.6,83.9,2024-10-25T18:43:10.440Z,2024-10-28T00:35:46Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5311273371,212,8.5,5311273373,213,5.16,5311273363,56,Center,5311273367,140,74.1,5311273369,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645667,773,1,2,87,18,b8oqgvx1ijeyn6y1cn6929ix4,1,74.1,72.6,2024-10-25T18:43:11.223Z,2024-10-28T00:35:53Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5311273503,56,Center,5311273509,141,74.4,5311273511,212,9.8,5311273513,213,3.02,5311273507,140,64.8,5311359207,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645677,774,1,2,87,19,b8oqgvx1ijeyn6y1cn6929ix4,1,64.8,74.4,2024-10-25T18:43:12.863Z,2024-10-28T00:32:17Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5311273579,56,Left,5311273585,212,9.3,5311273581,140,71.6,5311273587,213,0.70,5311273583,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645761,775,1,2,87,20,b8oqgvx1ijeyn6y1cn6929ix4,1,71.6,83.2,2024-10-25T18:43:13.671Z,2024-10-28T00:32:17Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5311274057,213,0.66,5311274049,56,Left,5311274055,212,11.3,5311274053,141,93.3,5311274051,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645781,776,1,2,87,25,b8oqgvx1ijeyn6y1cn6929ix4,0,95.7,89.7,2024-10-25T18:43:18.471Z,2024-10-28T00:36:06Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5311274183,141,57.3,5311274181,140,93.0,5311274185,212,22.2,5311274177,155,,5311274187,213,4.58,5321770931,224,,5321770933,72,,5311274175,2,,5311274179,56,Center,,,,,,,,,,,,,,,,,,,,,,,
2738645805,739,12,2,87,27,8cfkisxf1fkxdqtt6tx1tup48,1,12.2,37.9,2024-10-25T18:43:20.915Z,2024-10-28T00:32:41Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5311274345,167,,5311274285,140,19.2,5311274287,141,0.0,5311274283,56,Back,5311274291,213,4.98,5311274289,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738645811,740,5,2,87,28,8cfkisxf1fkxdqtt6tx1tup48,0,17.0,-1.5,2024-10-25T18:43:21.189Z,2024-10-28T00:46:36Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5311274319,56,Back,5311274321,347,,5311275993,233,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738646111,777,5,2,87,28,b8oqgvx1ijeyn6y1cn6929ix4,1,83.0,101.5,2024-10-25T18:43:21.189Z,2024-10-28T00:32:16Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5311275873,56,Left,5311275945,233,740,5311275875,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738646211,778,1,2,87,50,b8oqgvx1ijeyn6y1cn6929ix4,1,87.4,100.0,2024-10-25T18:43:43.231Z,2024-10-28T00:32:16Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5311276395,141,87.7,5311276391,56,Left,5311276393,140,92.0,5311276399,213,5.18,5311276389,107,,5311276397,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738646225,779,1,2,87,52,b8oqgvx1ijeyn6y1cn6929ix4,0,92.0,87.7,2024-10-25T18:43:45.775Z,2024-10-28T00:32:15Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5311297799,286,,5311276499,213,2.66,5311276491,56,Left,5311297793,236,,5311276493,140,90.4,5311276495,141,89.0,5311297795,233,741,5311276497,212,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2738646347,741,74,2,87,52,8cfkisxf1fkxdqtt6tx1tup48,1,8.3,11.7,2024-10-25T18:43:45.776Z,2024-10-28T01:05:23Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,,5311277121,56,Back,5311277123,285,,5311297847,233,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738646399,742,6,2,87,55,8cfkisxf1fkxdqtt6tx1tup48,0,3.2,15.5,2024-10-25T18:43:48.704Z,2024-10-28T00:36:50Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,,5311277475,56,Back,5311298055,233,780,5311277477,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738646259,780,6,2,87,55,b8oqgvx1ijeyn6y1cn6929ix4,1,96.8,84.5,2024-10-25T18:43:48.704Z,2024-10-28T00:36:39Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5311277029,56,Left,5311298011,233,742,5311277031,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738647021,781,1,2,88,30,b8oqgvx1ijeyn6y1cn6929ix4,1,99.5,99.5,2024-10-25T18:44:23.342Z,2024-10-28T00:37:31Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5311280729,140,96.4,5311280725,6,,5311280737,212,4.0,5311280735,141,96.2,5311280727,56,Left,5311280739,213,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738647029,782,50,2,88,33,b8oqgvx1ijeyn6y1cn6929ix4,1,95.6,96.6,2024-10-25T18:44:26.679Z,2024-10-28T00:32:15Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5311281351,233,744,5311280795,56,Left,5311280797,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738647115,744,7,2,88,33,8cfkisxf1fkxdqtt6tx1tup48,1,4.4,3.4,2024-10-25T18:44:26.680Z,2024-10-28T00:39:49Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5311281263,56,Back,5311281313,233,782,5311281265,285,,5321776743,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740582169,811,1,2,88,34,8cfkisxf1fkxdqtt6tx1tup48,0,4.8,8.7,2024-10-25T18:44:27.881Z,2024-10-28T00:39:41Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5321780789,213,6.03,5321780787,212,7.1,5321780783,140,11.3,5321780781,56,Back,5321780785,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738647169,784,61,2,88,35,b8oqgvx1ijeyn6y1cn6929ix4,1,87.0,92.0,2024-10-25T18:44:27.933Z,2024-10-28T00:39:44Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5311281551,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738647261,745,5,2,88,36,8cfkisxf1fkxdqtt6tx1tup48,1,16.3,-2.0,2024-10-25T18:44:29.375Z,2024-10-28T00:46:36Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5311282067,56,Back,5311282129,233,783,5311282069,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738647153,783,5,2,88,36,b8oqgvx1ijeyn6y1cn6929ix4,0,83.7,102.0,2024-10-25T18:44:29.375Z,2024-10-28T00:32:14Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5311281465,56,Left,5311282203,233,745,5311281467,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738647347,746,1,2,88,46,8cfkisxf1fkxdqtt6tx1tup48,1,23.0,0.0,2024-10-25T18:44:39.227Z,2024-10-28T00:32:40Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5311282531,212,19.6,5311282533,213,0.61,5311282527,140,38.3,5311282525,56,Back,5311282529,141,15.3,5311282523,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738647417,747,1,2,88,49,8cfkisxf1fkxdqtt6tx1tup48,1,38.4,15.5,2024-10-25T18:44:42.011Z,2024-10-28T00:32:40Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5311282917,212,11.6,5311282913,140,33.3,5311282911,56,Back,5311282921,213,2.05,5311282915,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738647529,748,1,2,88,51,8cfkisxf1fkxdqtt6tx1tup48,1,33.3,30.7,2024-10-25T18:44:44.619Z,2024-10-28T00:32:39Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5311283519,212,27.7,5311283513,56,Back,5311283517,141,70.6,5311283521,213,1.77,5311283515,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738647589,749,1,2,88,56,8cfkisxf1fkxdqtt6tx1tup48,1,34.5,72.0,2024-10-25T18:44:49.227Z,2024-10-28T00:32:39Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5311283889,141,88.7,5311283891,212,29.1,5311283893,213,0.40,5311283887,140,60.0,5311283885,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
