id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2742605517,758,4,2,82,54,b8oqgvx1ijeyn6y1cn6929ix4,1,57.2,65.2,2024-11-02T13:42:22.769Z,2024-11-02T13:42:28Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5332925811,295,,5332925815,152,,5332925813,56,Center,5332925809,13,,5332925835,233,726,5332925817,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742605497,726,4,2,82,54,bd4qakf7j0wwie8wke9km7uj8,0,42.8,34.8,2024-11-02T13:42:22.770Z,2024-11-02T14:15:46Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5332927399,55,727,5332925645,56,Back,5332925643,13,,5332925651,285,,5332925647,152,,5333055791,295,,5332925865,233,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742605797,727,17,2,83,10,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-11-02T13:42:39.089Z,2024-11-02T13:42:47Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5332927385,393,,5332927389,55,726,5332927383,31,,5332927387,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606017,759,1,2,83,32,b8oqgvx1ijeyn6y1cn6929ix4,1,58.4,65.8,2024-11-02T13:43:00.768Z,2024-11-02T13:43:04Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5332928253,212,42.8,5332928255,213,5.16,5332928249,140,76.2,5332928243,155,,5332928245,152,,5332928251,141,9.2,5332928241,5,,5332928257,1,,5332928247,56,,,,,,,,,,,,Right,,,,,,,,,,,,,,,
2742606039,760,1,2,83,35,b8oqgvx1ijeyn6y1cn6929ix4,1,80.7,9.1,2024-11-02T13:43:04.294Z,2024-11-02T13:43:06Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5332928361,212,7.6,5332928359,141,20.3,5332928357,140,81.1,5332928355,56,Right,5332928363,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606063,761,1,2,83,37,b8oqgvx1ijeyn6y1cn6929ix4,0,81.1,20.3,2024-11-02T13:43:05.950Z,2024-11-02T14:16:13Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5332928455,213,3.36,5332928453,212,5.6,5332948583,156,,5332928447,56,Right,5332928449,140,75.9,5332928451,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606169,729,3,2,83,38,bd4qakf7j0wwie8wke9km7uj8,1,23.3,85.8,2024-11-02T13:43:07.374Z,2024-11-02T14:17:55Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,,5332987247,233,762,5332928919,285,,5332928917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606073,762,45,2,83,38,b8oqgvx1ijeyn6y1cn6929ix4,0,76.7,14.2,2024-11-02T13:43:07.374Z,2024-11-02T14:17:55Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5332987255,233,729,5332928495,56,Right,5332928497,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606107,763,83,2,83,38,b8oqgvx1ijeyn6y1cn6929ix4,0,75.0,16.3,2024-11-02T13:43:07.393Z,2024-11-02T14:02:17Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5332987311,399,4lac0f1ev5usxpka7gaev3hii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606127,728,43,2,83,38,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-11-02T13:43:07.394Z,2024-11-02T14:01:05Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,,5332929419,233,763,5332928673,285,0,5332987259,144,7,5332928671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606237,731,1,2,83,44,bd4qakf7j0wwie8wke9km7uj8,0,18.2,66.9,2024-11-02T13:43:13.033Z,2024-11-02T13:43:16Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,,5332929257,1,,5332929247,56,Center,5332929251,141,30.7,5332929255,213,5.81,5332929253,212,54.1,5332929245,155,,5332929249,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606391,765,1,2,83,53,b8oqgvx1ijeyn6y1cn6929ix4,1,30.0,69.1,2024-11-02T13:43:22.294Z,2024-11-02T13:43:27Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5332930051,212,46.2,5332930043,155,,5332930049,141,79.4,5332930045,56,Left,5332930053,213,0.15,5332930055,1,,5332930047,140,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606403,766,44,2,83,58,b8oqgvx1ijeyn6y1cn6929ix4,1,75.2,81.9,2024-11-02T13:43:27.176Z,2024-11-02T14:34:01Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332930133,56,Left,5332930135,286,,5332930161,233,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606389,732,44,2,83,58,bd4qakf7j0wwie8wke9km7uj8,0,24.8,18.1,2024-11-02T13:43:27.177Z,2024-11-02T14:34:02Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5332930039,56,Back,5332930041,285,,5332930195,233,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606439,767,1,2,83,58,b8oqgvx1ijeyn6y1cn6929ix4,1,73.5,79.4,2024-11-02T13:43:27.342Z,2024-11-02T14:16:18Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332930313,141,70.0,5332930309,56,Center,5332930305,3,,5332930315,212,9.0,5332930311,140,79.6,5332930317,213,5.50,5332930307,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606529,768,1,2,84,1,b8oqgvx1ijeyn6y1cn6929ix4,1,98.6,85.3,2024-11-02T13:43:30.478Z,2024-11-02T13:43:36Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5332930775,141,90.0,5332930773,140,90.7,5332930779,213,2.77,5332930777,212,8.9,5332930771,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606543,769,1,2,84,7,b8oqgvx1ijeyn6y1cn6929ix4,1,89.5,92.4,2024-11-02T13:43:35.822Z,2024-11-02T13:43:37Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332930871,213,2.91,5332930867,141,94.5,5332930865,140,83.7,5332930863,56,Left,5332930869,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606663,770,1,2,84,8,b8oqgvx1ijeyn6y1cn6929ix4,0,82.6,94.4,2024-11-02T13:43:37.208Z,2024-11-02T13:43:46Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5332931461,212,13.3,5332931453,155,,5332931459,141,91.1,5332931457,140,95.1,5332931455,56,Left,5332931463,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606695,733,1,2,84,18,bd4qakf7j0wwie8wke9km7uj8,1,2.0,10.7,2024-11-02T13:43:46.591Z,2024-11-02T14:02:04Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5332931661,212,3.0,5332931659,141,8.8,5332931655,56,Back,5332931665,1,,5332931651,157,,5332931663,213,5.84,5332931657,140,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606675,771,43,2,84,18,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-11-02T13:43:46.592Z,2024-11-02T14:01:57Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332990085,144,74,5332931513,285,0,5332931731,233,733,5332931511,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606785,734,61,2,84,20,bd4qakf7j0wwie8wke9km7uj8,1,2.1,9.7,2024-11-02T13:43:48.740Z,2024-11-02T14:02:07Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5332932153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606801,735,5,2,84,27,bd4qakf7j0wwie8wke9km7uj8,0,4.1,-0.8,2024-11-02T13:43:56.511Z,2024-11-02T14:18:57Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5332932217,56,Back,5332933239,347,,5332933089,233,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606791,772,5,2,84,27,b8oqgvx1ijeyn6y1cn6929ix4,1,95.9,100.8,2024-11-02T13:43:56.511Z,2024-11-02T13:44:16Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332933081,233,735,5332932233,56,Left,5332933195,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606869,773,1,2,84,34,b8oqgvx1ijeyn6y1cn6929ix4,1,93.4,100.0,2024-11-02T13:44:03.094Z,2024-11-02T13:44:26Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332932585,56,Left,5332932589,141,89.9,5332932593,213,4.37,5332932591,212,8.0,5332932587,140,90.8,5332933837,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742606873,774,2,2,84,35,b8oqgvx1ijeyn6y1cn6929ix4,1,90.8,89.9,2024-11-02T13:44:03.934Z,2024-11-02T13:44:07Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332932717,56,Left,5332932715,7,9fvf8z6p8ok0n5vu999ysfywa,5332932619,141,95.3,5332932617,140,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607113,737,1,2,84,54,bd4qakf7j0wwie8wke9km7uj8,0,13.2,8.8,2024-11-02T13:44:23.424Z,2024-11-02T13:44:29Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5332933921,213,0.24,5332933915,140,64.1,5332933919,212,55.0,5332933909,157,,5332933913,56,Center,5332933923,1,,5332933911,241,,5332933917,141,28.0,5332933907,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607133,775,44,2,84,59,b8oqgvx1ijeyn6y1cn6929ix4,1,39.0,71.4,2024-11-02T13:44:27.984Z,2024-11-02T14:34:02Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5332933999,285,,5332933997,56,Back,5332934013,233,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607127,738,44,2,84,59,bd4qakf7j0wwie8wke9km7uj8,0,61.0,28.6,2024-11-02T13:44:27.985Z,2024-11-02T14:34:02Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5332934057,233,775,5332933985,286,,5332933983,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607181,776,1,2,85,0,b8oqgvx1ijeyn6y1cn6929ix4,1,42.2,68.5,2024-11-02T13:44:28.575Z,2024-11-02T13:44:32Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5332934257,141,84.2,5332934251,3,,5332934261,213,0.44,5332934259,212,25.3,5332934253,56,Left,5332934255,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607207,739,83,2,85,3,bd4qakf7j0wwie8wke9km7uj8,0,36.1,6.5,2024-11-02T13:44:32.321Z,2024-11-02T14:02:49Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5332993149,399,9ircna8pbskreztmy1wiqwx9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607191,777,1,2,85,4,b8oqgvx1ijeyn6y1cn6929ix4,0,63.4,85.3,2024-11-02T13:44:32.702Z,2024-11-02T13:44:33Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5332934295,140,59.1,5332934297,141,86.0,5332934301,213,3.04,5332934299,212,4.5,5332934293,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742617533,883,83,2,85,6,b8oqgvx1ijeyn6y1cn6929ix4,1,60.4,93.8,2024-11-02T13:44:34.536Z,2024-11-02T14:01:33Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332988377,399,1el3mu4rgcx8tebrawgfvynf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607243,740,3,2,85,7,bd4qakf7j0wwie8wke9km7uj8,0,36.2,9.6,2024-11-02T13:44:35.637Z,2024-11-02T14:17:45Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5332934557,56,Back,5332934559,286,,5332934667,233,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607249,778,7,2,85,7,b8oqgvx1ijeyn6y1cn6929ix4,1,63.8,90.4,2024-11-02T13:44:35.638Z,2024-11-02T14:17:45Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5332934589,285,,5332934587,56,Left,5332934631,233,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607267,779,1,2,85,9,b8oqgvx1ijeyn6y1cn6929ix4,1,62.9,86.5,2024-11-02T13:44:37.623Z,2024-11-02T13:44:39Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5332934693,212,7.4,5332934689,140,56.1,5332934695,213,3.42,5332934691,141,83.5,5332934687,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607283,781,1,2,85,10,b8oqgvx1ijeyn6y1cn6929ix4,1,56.1,83.5,2024-11-02T13:44:38.772Z,2024-11-02T13:44:40Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332934773,213,2.96,5332934759,56,Back,5332934761,140,45.1,5332934765,141,86.6,5332934769,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607291,782,1,2,85,11,b8oqgvx1ijeyn6y1cn6929ix4,0,45.1,86.6,2024-11-02T13:44:39.759Z,2024-11-02T13:44:40Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5332934807,141,100.0,5332934801,157,,5332934811,213,0.26,5332934805,140,79.1,5332934809,212,37.0,5332934813,1,,5332934803,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607419,741,5,2,85,11,bd4qakf7j0wwie8wke9km7uj8,1,22.6,-1.2,2024-11-02T13:44:40.355Z,2024-11-02T14:18:58Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5332935351,347,,5332935349,56,Back,5332935429,233,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607307,783,5,2,85,11,b8oqgvx1ijeyn6y1cn6929ix4,0,77.4,101.2,2024-11-02T13:44:40.355Z,2024-11-02T14:18:58Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5332934845,56,Left,5332934847,347,,5332935449,233,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607813,784,18,2,85,45,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-11-02T13:45:14.041Z,2024-11-02T13:45:21Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5332937643,44,Midfielder,5332937645,59,22,5332937681,55,785,5332937639,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607815,785,19,2,85,45,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-11-02T13:45:14.042Z,2024-11-02T13:45:22Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5332937661,292,9,5332937659,59,12,5332937653,42,,5332937663,293,2,5332937665,44,Forward,5332937657,145,9,5332937667,55,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607879,743,1,2,85,49,bd4qakf7j0wwie8wke9km7uj8,1,35.0,0.0,2024-11-02T13:45:17.913Z,2024-11-02T13:45:21Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5332938019,56,Back,5332938021,140,27.0,5332938025,212,15.0,5332938023,141,16.5,5332938017,107,,5332938027,213,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742607973,744,1,2,85,52,bd4qakf7j0wwie8wke9km7uj8,1,31.2,15.2,2024-11-02T13:45:21.120Z,2024-11-02T13:45:27Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5332938517,213,1.62,5332938513,141,62.7,5332938509,56,Back,5332938519,1,,5332938515,212,32.3,5332938511,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608071,745,1,2,85,58,bd4qakf7j0wwie8wke9km7uj8,0,40.0,66.9,2024-11-02T13:45:27.529Z,2024-11-02T14:03:13Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5332939045,141,18.3,5332939043,140,89.5,5332939049,213,5.72,5332939051,1,,5332939041,56,Right,5332939047,212,61.6,5332939039,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608099,787,1,2,86,8,b8oqgvx1ijeyn6y1cn6929ix4,0,12.4,87.4,2024-11-02T13:45:37.369Z,2024-11-02T13:45:37Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332939207,56,Back,5332939217,1,,5332939211,141,81.4,5332939205,157,,5332939215,213,6.11,5332939209,140,34.6,5332939213,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608191,746,1,2,86,10,bd4qakf7j0wwie8wke9km7uj8,1,64.8,18.9,2024-11-02T13:45:38.744Z,2024-11-02T14:04:39Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5332939729,140,77.7,5332939731,141,32.5,5332939727,56,Center,5332939733,212,16.4,5332939735,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742619273,863,1,2,86,12,bd4qakf7j0wwie8wke9km7uj8,1,80.8,28.2,2024-11-02T13:45:40.536Z,2024-11-02T14:03:52Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5332997479,156,,5332997489,213,3.68,5332997483,140,69.6,5332997485,141,17.9,5332997481,56,Right,5332997487,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742619483,865,3,2,86,13,bd4qakf7j0wwie8wke9km7uj8,0,69.8,27.6,2024-11-02T13:45:41.636Z,2024-11-02T14:17:46Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5332998619,56,Center,5332998803,233,788,5332998621,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608199,788,7,2,86,13,b8oqgvx1ijeyn6y1cn6929ix4,1,30.2,72.4,2024-11-02T13:45:41.637Z,2024-11-02T14:17:46Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5332939767,56,Back,5332939769,285,,5332998781,233,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608213,790,1,2,86,17,b8oqgvx1ijeyn6y1cn6929ix4,1,34.3,71.2,2024-11-02T13:45:45.998Z,2024-11-02T14:00:24Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332939847,213,2.37,5332939843,212,3.8,5332939841,141,75.1,5332939837,56,Back,5332939839,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608265,791,1,2,86,18,b8oqgvx1ijeyn6y1cn6929ix4,1,31.7,75.1,2024-11-02T13:45:46.673Z,2024-11-02T13:45:50Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5332940147,56,Back,5332940149,140,46.0,5332940153,212,15.2,5332940155,213,0.15,5332940151,141,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608259,747,83,2,86,21,bd4qakf7j0wwie8wke9km7uj8,0,58.5,25.8,2024-11-02T13:45:50.122Z,2024-11-02T13:45:54Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5332940517,399,9ircna8pbskreztmy1wiqwx9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608273,792,61,2,86,21,b8oqgvx1ijeyn6y1cn6929ix4,0,43.9,69.4,2024-11-02T13:45:50.255Z,2024-11-02T14:04:39Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5332940193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608289,748,43,2,86,21,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-11-02T13:45:50.256Z,2024-11-02T14:04:36Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5333000241,144,7,5332940305,285,0,5332940303,56,Center,5332940417,233,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608321,750,1,2,86,23,bd4qakf7j0wwie8wke9km7uj8,1,60.7,32.2,2024-11-02T13:45:52.288Z,2024-11-02T13:45:54Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5332940479,56,Center,5332940483,140,61.8,5332940493,212,8.5,5332940489,141,44.6,5332940497,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608327,751,1,2,86,25,bd4qakf7j0wwie8wke9km7uj8,1,61.8,44.6,2024-11-02T13:45:53.536Z,2024-11-02T13:45:58Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5332940521,140,62.0,5332940519,56,Left,5332940523,141,84.4,5332940525,212,27.1,5332940527,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608427,752,1,2,86,29,bd4qakf7j0wwie8wke9km7uj8,1,62.9,82.1,2024-11-02T13:45:58.128Z,2024-11-02T13:46:02Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5332941057,212,18.7,5332941051,56,Center,5332941059,213,4.30,5332941053,140,55.8,5332941055,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608439,753,1,2,86,34,bd4qakf7j0wwie8wke9km7uj8,1,56.8,44.0,2024-11-02T13:46:02.649Z,2024-11-02T13:46:04Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5332941139,213,4.35,5332941137,212,17.9,5332941133,140,50.7,5332941135,141,19.4,5332941131,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608475,754,1,2,86,35,bd4qakf7j0wwie8wke9km7uj8,1,50.7,19.4,2024-11-02T13:46:04.002Z,2024-11-02T13:46:06Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5332941387,213,5.37,5332941383,141,5.9,5332941385,212,11.6,5332941379,56,Right,5332941381,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608515,755,1,2,86,38,bd4qakf7j0wwie8wke9km7uj8,1,59.1,5.8,2024-11-02T13:46:06.794Z,2024-11-02T13:46:09Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5332941573,213,1.08,5332941567,141,41.0,5332941565,140,71.3,5332941563,56,Center,5332941569,212,27.1,5332941561,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608531,756,1,2,86,40,bd4qakf7j0wwie8wke9km7uj8,0,71.3,40.9,2024-11-02T13:46:09.192Z,2024-11-02T13:46:10Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5332941647,140,77.8,5332941649,141,49.0,5332941643,168,,5332941645,56,Center,5332941653,213,0.68,5332941641,3,,5332941651,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608575,794,1,2,86,44,b8oqgvx1ijeyn6y1cn6929ix4,1,25.0,48.2,2024-11-02T13:46:12.928Z,2024-11-02T13:46:14Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5332941913,155,,5332941919,141,71.4,5332941917,140,46.1,5332941915,56,Back,5332941921,212,27.2,5332941923,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608639,795,1,2,86,45,b8oqgvx1ijeyn6y1cn6929ix4,1,46.1,71.4,2024-11-02T13:46:14.054Z,2024-11-02T13:46:18Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5332942227,140,38.6,5332942235,212,7.9,5332942231,141,71.7,5332942223,56,Back,5332942237,213,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608685,796,1,2,86,49,b8oqgvx1ijeyn6y1cn6929ix4,0,39.1,77.8,2024-11-02T13:46:18.262Z,2024-11-02T13:46:21Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5332942481,212,32.3,5332942483,213,0.38,5332942485,1,,5332942477,140,67.6,5332942479,141,95.6,5332942475,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608775,758,1,2,86,53,bd4qakf7j0wwie8wke9km7uj8,1,28.7,4.7,2024-11-02T13:46:21.856Z,2024-11-02T13:46:27Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5332942975,212,32.7,5332942973,141,47.0,5332942979,1,,5332942971,140,13.8,5332942969,56,Back,5332942977,213,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608863,759,1,2,86,59,bd4qakf7j0wwie8wke9km7uj8,1,13.9,53.4,2024-11-02T13:46:28.296Z,2024-11-02T13:46:32Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5332943471,212,38.9,5332943473,213,0.76,5332943475,1,,5332943467,140,40.7,5332943465,56,Back,5332943469,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742608893,760,1,2,87,3,bd4qakf7j0wwie8wke9km7uj8,1,53.6,93.8,2024-11-02T13:46:32.200Z,2024-11-02T13:46:34Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5332943627,213,4.63,5332943623,141,58.8,5332943625,212,23.9,5332943619,56,Center,5332943621,140,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
