id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2802153403,748,1,2,78,53,b8oqgvx1ijeyn6y1cn6929ix4,1,80.7,34.5,2025-04-17T12:37:16.216Z,2025-04-17T12:37:17Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5657697367,212,5.0,5657697361,56,Center,5657697369,213,2.56,5657697365,141,38.6,5657697363,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153405,749,1,2,78,54,b8oqgvx1ijeyn6y1cn6929ix4,1,76.7,38.8,2025-04-17T12:37:16.991Z,2025-04-17T13:02:11Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,1.0,,5657702477,210,15,5657697377,141,27.9,5657697373,56,Center,5657697375,140,77.8,5657697379,212,7.5,5657697381,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153411,750,15,2,78,56,b8oqgvx1ijeyn6y1cn6929ix4,1,79.0,32.7,2025-04-17T12:37:19.464Z,2025-04-17T15:13:24Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5657702361,82,,5657697399,18,,5657702505,230,98.0,5657702495,215,,5657867541,78,,5657702487,55,749,5657702503,147,37.2,5657702493,103,19,5657697401,56,Center,5657702485,29,,5657867539,160,5657702351,20,,,5657702533,233,5657702507,231,707,47.1,5657702491,102,5657702501,146,48.4,85.0,,,,,,,,,
2802153427,707,10,2,78,56,dbl7ir1qugqz8nvp1vzn8im50,1,13.3,63.4,2025-04-17T12:37:19.564Z,2025-04-17T12:41:08Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5657702537,233,750,5657697485,94,,5657697487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153443,708,1,2,79,1,dbl7ir1qugqz8nvp1vzn8im50,0,29.1,62.9,2025-04-17T12:37:24.352Z,2025-04-17T12:38:46Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657697555,140,47.5,5657697559,212,19.5,5657699345,1,,5657697561,213,0.14,5657699343,157,,5657697553,56,Back,5657697557,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153463,751,1,2,79,3,b8oqgvx1ijeyn6y1cn6929ix4,1,48.8,44.0,2025-04-17T12:37:25.960Z,2025-04-17T12:37:30Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657697667,56,Center,5657697671,141,58.7,5657697675,213,1.11,5657697669,140,53.5,5657697673,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153467,752,1,2,79,6,b8oqgvx1ijeyn6y1cn6929ix4,1,55.7,68.5,2025-04-17T12:37:29.840Z,2025-04-17T12:37:31Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5657697695,140,65.5,5657697699,212,22.1,5657697701,213,1.09,5657697693,56,Left,5657697697,141,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153471,753,1,2,79,8,b8oqgvx1ijeyn6y1cn6929ix4,1,65.6,95.1,2025-04-17T12:37:31.664Z,2025-04-17T12:37:33Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657697743,213,6.15,5657697741,212,10.1,5657697737,140,75.1,5657697739,141,93.2,5657697735,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153477,754,61,2,79,12,b8oqgvx1ijeyn6y1cn6929ix4,0,76.9,91.5,2025-04-17T12:37:35.305Z,2025-04-17T12:37:35Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657697779,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153487,709,12,2,79,13,dbl7ir1qugqz8nvp1vzn8im50,1,10.2,17.0,2025-04-17T12:37:36.648Z,2025-04-17T12:37:39Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5657697845,213,5.77,5657697855,167,,5657697839,140,31.5,5657697837,56,Back,5657697841,141,0.0,5657697843,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153491,710,5,2,79,15,dbl7ir1qugqz8nvp1vzn8im50,0,30.4,-1.8,2025-04-17T12:37:38.522Z,2025-04-17T13:12:42Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5657697853,347,,5657697851,56,Back,5657698091,233,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153519,755,5,2,79,15,b8oqgvx1ijeyn6y1cn6929ix4,1,69.6,101.8,2025-04-17T12:37:38.522Z,2025-04-17T13:12:41Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657698031,347,,5657698065,233,710,5657698029,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153621,756,1,2,79,44,b8oqgvx1ijeyn6y1cn6929ix4,0,77.3,100.0,2025-04-17T12:38:07.767Z,2025-04-17T12:38:10Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657698611,212,33.2,5657698607,140,89.6,5657698613,213,5.11,5657698603,107,,5657698609,141,56.7,5657698605,56,Center,5657698615,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153627,711,12,2,79,48,dbl7ir1qugqz8nvp1vzn8im50,1,10.8,44.6,2025-04-17T12:38:10.905Z,2025-04-17T12:38:12Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5657698649,213,1.03,5657698645,141,56.6,5657698651,15,,5657698647,212,9.5,5657698643,140,15.5,5657698641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153631,712,44,2,79,49,dbl7ir1qugqz8nvp1vzn8im50,1,17.1,52.1,2025-04-17T12:38:12.496Z,2025-04-17T13:05:00Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5657698691,233,757,5657698667,56,Back,5657698669,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153635,757,44,2,79,49,b8oqgvx1ijeyn6y1cn6929ix4,0,82.9,47.9,2025-04-17T12:38:12.497Z,2025-04-17T13:05:01Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657698683,286,,5657698709,233,712,5657698681,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153633,713,12,2,79,49,dbl7ir1qugqz8nvp1vzn8im50,1,15.5,56.6,2025-04-17T12:38:12.680Z,2025-04-17T12:38:13Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5657698671,56,Back,5657698685,15,,5657698677,212,1.7,5657698675,141,57.6,5657698679,213,0.41,5657698673,140,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153637,758,61,2,79,50,b8oqgvx1ijeyn6y1cn6929ix4,1,82.0,50.6,2025-04-17T12:38:13.746Z,2025-04-17T12:39:26Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657698689,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153649,714,12,2,79,51,dbl7ir1qugqz8nvp1vzn8im50,1,21.3,51.5,2025-04-17T12:38:13.968Z,2025-04-17T12:39:57Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5657698777,141,54.9,5657698773,56,Back,5657698775,140,29.4,5657698779,212,8.8,5657698781,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153923,762,61,2,79,51,b8oqgvx1ijeyn6y1cn6929ix4,1,74.4,50.4,2025-04-17T12:38:14.673Z,2025-04-17T13:01:01Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657700201,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153937,718,1,2,79,52,dbl7ir1qugqz8nvp1vzn8im50,1,29.8,60.5,2025-04-17T12:38:14.919Z,2025-04-17T12:39:31Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657700291,140,32.3,5657700293,141,73.6,5657700297,213,1.28,5657700295,212,9.3,5657700289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153689,716,1,2,80,4,dbl7ir1qugqz8nvp1vzn8im50,0,97.0,75.6,2025-04-17T12:38:27.688Z,2025-04-18T12:12:24Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5657698975,2,,5658863173,72,,5657698987,213,4.89,5657698979,56,Center,5657698981,140,100.0,5657698985,212,26.2,5657698977,155,,5657698983,141,37.7,5658863171,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153755,717,5,2,80,5,dbl7ir1qugqz8nvp1vzn8im50,0,101.4,40.8,2025-04-17T12:38:28.687Z,2025-04-17T13:12:42Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5657699863,233,759,5657699339,56,Center,5657699341,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153853,759,5,2,80,5,b8oqgvx1ijeyn6y1cn6929ix4,1,-1.4,59.2,2025-04-17T12:38:28.687Z,2025-04-17T13:12:42Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657699851,346,,5657699859,233,717,5657699849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153855,760,27,2,80,35,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T12:38:58.599Z,2025-04-18T16:19:33Z,,,,,5657699855,53,8ewvm6ux4yvpwgrzjkc1chqwa,5657699853,41,Injury,5659817699,233,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802526631,856,27,2,80,35,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-04-17T12:38:58.599Z,2025-04-18T16:19:33Z,,,,,5659817681,233,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802153911,761,28,2,80,53,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T12:39:16.271Z,2025-04-18T16:19:33Z,,,,,5659817707,233,857,5657700169,55,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802526633,857,28,2,80,53,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-04-17T12:39:16.271Z,2025-04-18T16:19:33Z,,,,,5659817505,55,856,5659817703,233,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154069,763,18,2,81,50,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T12:40:13.547Z,2025-04-17T12:41:49Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657701037,59,24,5657701033,42,,5657701075,55,764,5657701035,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154071,764,19,2,81,50,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T12:40:13.548Z,2025-04-17T12:41:49Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5657701051,292,9,5657701047,145,10,5657701057,55,763,5657701043,42,,5657701053,293,2,5657701055,44,Forward,5657701049,59,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154115,765,18,2,81,54,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T12:40:17.603Z,2025-04-17T12:41:57Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657701307,44,Defender,5657701305,41,,5657701333,55,766,5657701309,59,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154117,766,19,2,81,54,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T12:40:17.604Z,2025-04-17T12:41:57Z,bq76t7rh2vynmvwx9mtvnl9g4,M. Bager,,,5657701323,293,4,5657701317,145,4,5657701325,44,Defender,5657701327,55,765,5657701321,292,4,5657701319,59,16,5657701313,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154217,767,1,2,82,17,b8oqgvx1ijeyn6y1cn6929ix4,1,4.6,38.8,2025-04-17T12:40:39.981Z,2025-04-17T12:40:41Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657701829,56,Back,5657701841,237,,5657701837,213,1.63,5657701831,140,4.3,5657701835,212,5.3,5657701833,141,46.6,5657701827,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154221,768,1,2,82,18,b8oqgvx1ijeyn6y1cn6929ix4,1,4.7,46.6,2025-04-17T12:40:41.181Z,2025-04-17T12:40:42Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5657701859,56,Back,5657701863,141,47.9,5657701867,213,0.09,5657701861,140,13.6,5657701865,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154225,769,1,2,82,19,b8oqgvx1ijeyn6y1cn6929ix4,1,12.1,48.1,2025-04-17T12:40:42.542Z,2025-04-17T12:59:24Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657701915,213,1.91,5657701909,140,6.4,5657701913,212,18.0,5657701907,56,Back,5657701911,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154239,770,1,2,82,22,b8oqgvx1ijeyn6y1cn6929ix4,1,7.1,75.7,2025-04-17T12:40:45.725Z,2025-04-17T12:59:41Z,bq76t7rh2vynmvwx9mtvnl9g4,M. Bager,,,5657701995,140,15.4,5657701999,212,17.0,5657702001,213,1.03,5657701997,141,97.1,5657701993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154241,771,1,2,82,26,b8oqgvx1ijeyn6y1cn6929ix4,0,15.5,96.5,2025-04-17T12:40:49.173Z,2025-04-17T12:59:43Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657702019,141,76.7,5657702021,212,33.3,5657702015,56,Back,5657702023,213,5.87,5657702025,1,,5657702017,140,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154249,720,1,2,82,27,dbl7ir1qugqz8nvp1vzn8im50,1,47.8,29.5,2025-04-17T12:40:50.396Z,2025-04-17T12:40:52Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5657702065,212,9.3,5657702059,56,Back,5657702063,141,37.0,5657702067,213,2.56,5657702061,140,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154255,722,1,2,82,29,dbl7ir1qugqz8nvp1vzn8im50,1,40.4,37.0,2025-04-17T12:40:52.199Z,2025-04-17T12:40:54Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5657702089,141,53.1,5657702085,56,Back,5657702087,140,21.2,5657702091,212,22.9,5657702093,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154265,723,1,2,82,31,dbl7ir1qugqz8nvp1vzn8im50,1,21.2,53.1,2025-04-17T12:40:53.888Z,2025-04-17T12:40:57Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5657702193,212,22.5,5657702189,140,32.2,5657702195,213,1.03,5657702187,56,Back,5657702191,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154271,724,1,2,82,34,dbl7ir1qugqz8nvp1vzn8im50,1,32.2,82.6,2025-04-17T12:40:57.494Z,2025-04-17T12:40:59Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5657702243,213,0.23,5657702241,212,23.2,5657702237,140,53.7,5657702239,141,90.2,5657702235,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154287,725,1,2,82,36,dbl7ir1qugqz8nvp1vzn8im50,1,53.7,90.2,2025-04-17T12:40:58.910Z,2025-04-17T12:41:02Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5657702335,56,Back,5657702339,141,84.5,5657702347,213,3.36,5657702343,212,17.9,5657702337,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154315,726,1,2,82,39,dbl7ir1qugqz8nvp1vzn8im50,1,36.7,77.0,2025-04-17T12:41:02.254Z,2025-04-17T12:41:08Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5657702523,140,28.3,5657702525,141,37.4,5657702529,213,4.40,5657702527,212,28.3,5657702521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154321,727,1,2,82,44,dbl7ir1qugqz8nvp1vzn8im50,1,34.7,33.1,2025-04-17T12:41:07.774Z,2025-04-17T12:41:10Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5657702577,213,5.17,5657702573,141,18.0,5657702569,56,Back,5657702571,140,39.5,5657702575,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154337,728,1,2,82,47,dbl7ir1qugqz8nvp1vzn8im50,1,39.5,18.0,2025-04-17T12:41:10.510Z,2025-04-17T12:41:13Z,8f1mw21tbkct0slelpdznf7dg,M. McCoy,,,5657702665,140,22.7,5657702671,213,2.51,5657702669,212,21.9,5657702667,141,37.0,5657702663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802157307,847,43,2,82,49,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-04-17T12:41:11.847Z,2025-04-18T12:13:31Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5657720337,140,24.7,5657720341,212,12.1,5658864635,144,1,5657720343,213,2.69,5657720335,56,Back,5657720339,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154367,729,2,2,82,50,dbl7ir1qugqz8nvp1vzn8im50,1,22.7,37.0,2025-04-17T12:41:13.496Z,2025-04-17T12:41:22Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5657702917,1,,5657702895,141,74.7,5657702915,7,1b32j0lqi7ggcabdra4tygxzo,5657702893,140,81.0,5657702919,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154531,773,1,2,83,44,b8oqgvx1ijeyn6y1cn6929ix4,1,31.0,22.4,2025-04-17T12:42:07.172Z,2025-04-17T12:42:09Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657703839,141,31.8,5657703835,56,Back,5657703841,212,9.1,5657703833,241,,5657703837,140,37.2,5657703831,5,,5657703843,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154539,774,1,2,83,46,b8oqgvx1ijeyn6y1cn6929ix4,1,37.2,31.8,2025-04-17T12:42:09.028Z,2025-04-17T12:42:11Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5657703885,212,9.5,5657703879,56,Back,5657703887,213,4.18,5657703883,141,19.7,5657703881,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154551,775,1,2,83,48,b8oqgvx1ijeyn6y1cn6929ix4,1,33.0,17.4,2025-04-17T12:42:10.990Z,2025-04-17T12:42:15Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657703941,1,,5657703933,140,64.0,5657703937,212,33.2,5657703931,56,Center,5657703929,155,,5657703939,213,0.20,5657703935,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154557,776,1,2,83,51,b8oqgvx1ijeyn6y1cn6929ix4,1,67.0,27.3,2025-04-17T12:42:14.819Z,2025-04-17T12:42:16Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5657703973,213,2.19,5657703971,212,11.4,5657703965,56,Center,5657703969,141,41.0,5657703967,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154563,777,1,2,83,53,b8oqgvx1ijeyn6y1cn6929ix4,1,60.7,41.0,2025-04-17T12:42:16.061Z,2025-04-17T12:42:17Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5657704013,56,Center,5657704017,141,65.5,5657704019,212,16.7,5657704015,140,60.2,5657704021,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154583,778,1,2,83,54,b8oqgvx1ijeyn6y1cn6929ix4,1,60.3,66.9,2025-04-17T12:42:17.771Z,2025-04-17T12:42:21Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5657704113,56,Left,5657704117,141,94.1,5657704115,140,65.5,5657704121,213,1.28,5657704119,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154593,779,1,2,83,58,b8oqgvx1ijeyn6y1cn6929ix4,1,65.6,92.0,2025-04-17T12:42:21.612Z,2025-04-17T12:42:23Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657704159,140,62.3,5657704163,212,9.1,5657704165,213,4.32,5657704161,141,79.6,5657704157,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154603,780,1,2,84,0,b8oqgvx1ijeyn6y1cn6929ix4,1,62.3,79.6,2025-04-17T12:42:22.859Z,2025-04-17T12:42:25Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5657704225,212,13.3,5657704227,213,2.45,5657704223,141,92.1,5657704221,140,52.5,5657704219,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154617,781,1,2,84,2,b8oqgvx1ijeyn6y1cn6929ix4,0,52.5,92.1,2025-04-17T12:42:25.211Z,2025-04-17T12:57:50Z,bq76t7rh2vynmvwx9mtvnl9g4,M. Bager,,,5657704295,212,12.4,5657704289,56,Back,5657704291,140,47.1,5657704297,213,4.24,5657704293,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154619,782,43,2,84,5,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T12:42:28.164Z,2025-04-17T12:57:51Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657717575,144,61,5657704301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154631,730,3,2,84,6,dbl7ir1qugqz8nvp1vzn8im50,0,54.2,47.4,2025-04-17T12:42:29.034Z,2025-04-18T12:14:29Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5657704415,233,783,5658865925,464,,5657704339,286,,5657704335,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154627,783,7,2,84,6,b8oqgvx1ijeyn6y1cn6929ix4,0,45.8,52.6,2025-04-17T12:42:29.035Z,2025-04-18T12:34:12Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657704303,56,Back,5657704391,233,730,5658889661,178,,5657704305,285,,5658866001,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154653,784,1,2,84,10,b8oqgvx1ijeyn6y1cn6929ix4,1,53.7,59.3,2025-04-17T12:42:33.139Z,2025-04-17T12:42:36Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5657704499,140,62.5,5657704505,213,5.91,5657704503,212,9.9,5657704501,141,54.0,5657704497,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154689,785,1,2,84,13,b8oqgvx1ijeyn6y1cn6929ix4,1,62.5,54.0,2025-04-17T12:42:36.459Z,2025-04-17T12:42:44Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5657704717,141,64.9,5657704713,56,Center,5657704719,212,7.9,5657704715,140,59.8,5657704721,213,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154659,731,83,2,84,14,dbl7ir1qugqz8nvp1vzn8im50,0,38.5,34.9,2025-04-17T12:42:37.661Z,2025-04-17T12:42:47Z,3ukx6q0q54uzz78gl7k10o2dw,M. Andersen,,,5657704809,399,8h3cyhuw5049gcxrsld3rw1ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154671,732,83,2,84,16,dbl7ir1qugqz8nvp1vzn8im50,0,39.8,31.5,2025-04-17T12:42:39.765Z,2025-04-17T12:42:46Z,3ukx6q0q54uzz78gl7k10o2dw,M. Andersen,,,5657704795,399,8h3cyhuw5049gcxrsld3rw1ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154691,786,1,2,84,21,b8oqgvx1ijeyn6y1cn6929ix4,1,55.7,67.3,2025-04-17T12:42:43.942Z,2025-04-17T12:42:45Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5657704733,141,71.1,5657704737,213,2.96,5657704731,140,42.6,5657704729,56,Back,5657704735,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802154699,787,1,2,84,22,b8oqgvx1ijeyn6y1cn6929ix4,1,42.6,71.1,2025-04-17T12:42:45.043Z,2025-04-17T12:58:21Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657704781,56,Back,5657704787,212,14.0,5657704783,140,44.2,5657704789,213,1.45,5657704785,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
