id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2787898845,684,1,2,79,44,a9vw7ikerpr4cuweeeka5aneg,0,44.0,71.7,2025-03-14T19:37:04.278Z,2025-03-14T19:37:06Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579401223,212,19.4,5579401215,56,Center,5579401219,140,62.5,5579401225,213,6.27,5579401213,3,,5579401221,141,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787898829,648,44,2,79,44,f1h34qp5zbfl489q8vnkhiq9s,1,36.2,26.4,2025-03-14T19:37:04.976Z,2025-03-14T20:25:58Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5579401125,285,,5579401533,233,685,5579401121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787898859,685,44,2,79,44,a9vw7ikerpr4cuweeeka5aneg,0,63.8,73.6,2025-03-14T19:37:04.977Z,2025-03-14T20:25:59Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5579401291,286,,5579401601,233,648,5579401289,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787898885,649,1,2,79,45,f1h34qp5zbfl489q8vnkhiq9s,1,34.0,22.8,2025-03-14T19:37:05.246Z,2025-03-14T19:37:07Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5579401431,56,Back,5579401435,140,37.2,5579401425,3,,5579401439,212,3.9,5579401441,213,0.52,5579401437,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787898991,650,1,2,79,46,f1h34qp5zbfl489q8vnkhiq9s,1,36.5,25.2,2025-03-14T19:37:07.079Z,2025-03-14T19:37:11Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579402107,141,12.2,5579402119,1,,5579402103,56,Right,5579402101,157,,5579402105,140,53.5,5579402115,213,5.82,5579402111,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787899159,651,1,2,79,51,f1h34qp5zbfl489q8vnkhiq9s,1,53.6,14.7,2025-03-14T19:37:11.455Z,2025-03-14T19:37:18Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5579402995,155,,5579403007,1,,5579403003,212,33.0,5579403001,141,12.0,5579402999,140,85.0,5579403005,213,6.23,5579402997,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787899207,652,1,2,79,57,f1h34qp5zbfl489q8vnkhiq9s,1,91.8,25.5,2025-03-14T19:37:17.951Z,2025-03-14T19:38:34Z,6hmsrr08cllpl4iumu92zskbt,L. From,1.0,,5579403275,213,2.01,5579412627,210,15,5579403265,140,85.0,5579412629,154,,5579403261,56,Center,5579403255,155,,5579403269,141,47.9,5579403273,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787899267,653,3,2,79,59,f1h34qp5zbfl489q8vnkhiq9s,1,89.5,48.2,2025-03-14T19:37:19.814Z,2025-03-14T20:12:24Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5579403567,56,Center,5579403571,286,,5579403689,233,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787899233,686,45,2,79,59,a9vw7ikerpr4cuweeeka5aneg,0,10.5,51.8,2025-03-14T19:37:19.814Z,2025-03-14T20:12:25Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579403761,233,653,5579403423,56,Back,5579403427,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787899275,654,15,2,80,1,f1h34qp5zbfl489q8vnkhiq9s,1,85.0,47.9,2025-03-14T19:37:21.439Z,2025-03-14T19:38:35Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5579412713,230,98.5,5579403605,56,Center,5579412691,55,652,5579412697,103,19,5579403603,17,,5579412709,147,52.0,5579412705,146,97.7,5579411459,20,,5579412687,29,,5579412781,233,5579412685,76,,687,5579412689,154,,5579412701,101,,5579403601,22,5579412717,231,5579412695,102,5579411465,82,,,52.7,49.5,5579412699,100,
2787899343,687,10,2,80,1,a9vw7ikerpr4cuweeeka5aneg,1,2.3,48.0,2025-03-14T19:37:21.539Z,2025-03-14T19:38:35Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5579412823,233,654,5579406121,14,,5579403999,56,Back,5579403995,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787899385,688,12,2,80,4,a9vw7ikerpr4cuweeeka5aneg,1,2.6,46.7,2025-03-14T19:37:25.096Z,2025-03-14T19:37:26Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5579404305,213,5.15,5579404351,167,,5579404295,140,17.2,5579404293,56,Back,5579404299,141,0.0,5579404303,212,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787899909,655,5,2,80,5,f1h34qp5zbfl489q8vnkhiq9s,1,81.4,101.9,2025-03-14T19:37:25.688Z,2025-03-14T19:40:30Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5579407243,233,689,5579407221,56,Left,5579407223,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787899391,689,5,2,80,5,a9vw7ikerpr4cuweeeka5aneg,0,18.6,-1.9,2025-03-14T19:37:25.688Z,2025-03-14T20:25:15Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5579407315,233,655,5579404319,56,Back,5579404321,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787899985,656,1,2,80,31,f1h34qp5zbfl489q8vnkhiq9s,0,77.7,100.0,2025-03-14T19:37:51.814Z,2025-03-14T19:37:54Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5579407603,56,Center,5579407621,213,5.15,5579407599,107,,5579407625,1,,5579407617,212,26.9,5579407609,140,88.5,5579407613,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787900071,690,12,2,80,35,a9vw7ikerpr4cuweeeka5aneg,1,8.0,37.6,2025-03-14T19:37:55.927Z,2025-03-14T20:01:46Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5579408087,140,10.2,5579408091,212,6.5,5579408093,213,5.07,5579408089,141,28.6,5579408085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787900149,691,12,2,80,38,a9vw7ikerpr4cuweeeka5aneg,1,10.3,28.6,2025-03-14T19:37:58.342Z,2025-03-14T20:01:44Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5579408525,141,11.1,5579408529,213,5.98,5579408521,56,Back,5579408523,140,47.1,5579408527,212,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787900189,657,1,2,80,40,f1h34qp5zbfl489q8vnkhiq9s,1,54.2,85.7,2025-03-14T19:38:00.422Z,2025-03-14T19:38:04Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5579408689,213,3.50,5579408685,141,68.2,5579408681,56,Back,5579408691,1,,5579408683,140,24.0,5579408687,212,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787900271,658,1,2,80,44,f1h34qp5zbfl489q8vnkhiq9s,1,23.2,68.8,2025-03-14T19:38:04.248Z,2025-03-14T19:38:08Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5579409151,140,34.0,5579409161,213,0.97,5579409143,155,,5579409147,56,Back,5579409157,212,20.0,5579409153,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787900357,659,1,2,80,47,f1h34qp5zbfl489q8vnkhiq9s,1,34.0,93.0,2025-03-14T19:38:07.857Z,2025-03-14T19:38:11Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5579409609,56,Left,5579409613,141,94.4,5579409617,213,0.02,5579409619,1,,5579409607,155,,5579409615,212,38.3,5579409611,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787900371,660,3,2,80,50,f1h34qp5zbfl489q8vnkhiq9s,0,73.0,89.4,2025-03-14T19:38:11.062Z,2025-03-14T19:38:17Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5579409703,56,Left,5579409705,286,,5579409937,233,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787900391,692,7,2,80,50,a9vw7ikerpr4cuweeeka5aneg,1,27.0,10.6,2025-03-14T19:38:11.063Z,2025-03-14T19:38:16Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5579409881,233,660,5579409835,56,Back,5579409833,167,,5579409837,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787900667,661,5,2,80,52,f1h34qp5zbfl489q8vnkhiq9s,1,73.4,101.1,2025-03-14T19:38:12.767Z,2025-03-14T20:25:15Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5579411529,233,693,5579411441,56,Left,5579411445,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787900473,693,5,2,80,52,a9vw7ikerpr4cuweeeka5aneg,0,26.6,-1.1,2025-03-14T19:38:12.767Z,2025-03-14T20:25:16Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5579410355,347,,5579410353,56,Back,5579411571,233,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787901345,694,18,2,81,42,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-03-14T19:39:02.225Z,2025-03-14T19:39:17Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5579415159,44,Midfielder,5579415333,55,695,5579415161,59,22,5579415157,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787901365,695,19,2,81,42,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-03-14T19:39:02.226Z,2025-03-14T21:42:35Z,7hso2bszmf4qal560jhrg2904,Y. Ouorou,,,5579415251,44,Midfielder,5579415245,59,32,5579415239,42,,5579415249,293,2,5579415247,292,6,5579415243,145,10,5579415253,55,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902435,700,18,2,81,48,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-03-14T19:39:09.006Z,2025-03-14T19:40:24Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5579420871,55,701,5579426373,189,,5579420777,59,21,5579420773,44,Forward,5579420769,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902445,701,19,2,81,48,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-03-14T19:39:09.007Z,2025-03-14T21:42:39Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5579420851,55,700,5579420841,145,7,5579420837,42,,5579420845,292,6,5579426641,189,,5579420847,293,5,5579420843,59,15,5579420849,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787901965,663,1,2,81,58,f1h34qp5zbfl489q8vnkhiq9s,1,76.8,100.0,2025-03-14T19:39:18.615Z,2025-03-14T19:39:21Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5579418347,213,3.68,5579418343,141,92.3,5579418345,212,12.8,5579418337,56,Left,5579418333,107,,5579418341,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902029,664,1,2,82,1,f1h34qp5zbfl489q8vnkhiq9s,0,66.3,92.3,2025-03-14T19:39:21.352Z,2025-03-14T21:44:51Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5579418679,155,,5579418687,212,39.2,5579418683,140,95.0,5579418689,213,5.59,5579418677,2,,5579418691,1,,5579418685,141,55.5,5579418681,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902171,696,1,2,82,4,a9vw7ikerpr4cuweeeka5aneg,1,9.5,52.1,2025-03-14T19:39:25.173Z,2025-03-14T19:39:30Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5579419393,212,22.2,5579419387,140,25.6,5579419383,56,Back,5579419379,168,,5579419395,213,0.71,5579419391,141,73.3,5579419375,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902219,698,50,2,82,11,a9vw7ikerpr4cuweeeka5aneg,1,41.2,86.0,2025-03-14T19:39:31.913Z,2025-03-14T19:40:13Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5579419933,233,665,5579419593,56,Back,5579419931,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902255,665,7,2,82,11,f1h34qp5zbfl489q8vnkhiq9s,1,58.8,14.0,2025-03-14T19:39:31.914Z,2025-03-14T19:39:39Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579419873,233,698,5579419797,56,Right,5579419799,285,,5579419795,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902417,666,5,2,82,12,f1h34qp5zbfl489q8vnkhiq9s,0,45.3,-2.0,2025-03-14T19:39:33.206Z,2025-03-14T20:25:16Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579421011,233,699,5579420681,347,,5579420679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902421,699,5,2,82,12,a9vw7ikerpr4cuweeeka5aneg,1,54.7,102.0,2025-03-14T19:39:33.206Z,2025-03-14T19:39:44Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5579420947,233,666,5579420697,347,,5579420693,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902619,702,1,2,82,26,a9vw7ikerpr4cuweeeka5aneg,1,58.4,100.0,2025-03-14T19:39:46.685Z,2025-03-14T19:39:48Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5579421677,107,,5579421679,56,Left,5579421687,213,5.98,5579421683,141,93.8,5579421685,212,18.9,5579421681,140,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902625,703,61,2,82,28,a9vw7ikerpr4cuweeeka5aneg,0,75.6,93.8,2025-03-14T19:39:48.605Z,2025-03-14T20:01:18Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5579421721,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902657,667,5,2,82,29,f1h34qp5zbfl489q8vnkhiq9s,1,24.2,-1.8,2025-03-14T19:39:49.447Z,2025-03-14T20:25:16Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579421903,347,,5579421945,233,704,5579421901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902649,704,5,2,82,29,a9vw7ikerpr4cuweeeka5aneg,0,75.8,101.8,2025-03-14T19:39:49.447Z,2025-03-14T19:55:23Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5579421855,347,,5579421975,233,667,5579421853,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902707,668,1,2,82,29,f1h34qp5zbfl489q8vnkhiq9s,1,16.9,0.0,2025-03-14T19:39:50.108Z,2025-03-14T19:39:53Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5579422197,107,,5579422203,141,17.4,5579422207,213,2.05,5579422199,56,Back,5579422201,140,10.6,5579422205,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902803,669,1,2,82,32,f1h34qp5zbfl489q8vnkhiq9s,1,10.6,17.4,2025-03-14T19:39:52.912Z,2025-03-14T19:39:57Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5579422681,56,Back,5579422695,213,1.11,5579422691,141,59.0,5579422693,212,31.5,5579422687,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902903,670,1,2,82,36,f1h34qp5zbfl489q8vnkhiq9s,1,25.2,63.3,2025-03-14T19:39:57Z,2025-03-14T19:40:00Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5579423179,56,Center,5579423187,213,5.66,5579423183,141,26.1,5579423189,1,,5579423177,155,,5579423185,212,43.2,5579423181,140,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787902917,671,50,2,82,40,f1h34qp5zbfl489q8vnkhiq9s,1,55.9,27.2,2025-03-14T19:40:00.376Z,2025-03-14T20:25:31Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5579423909,233,705,5579423245,286,,5579423243,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903021,705,7,2,82,40,a9vw7ikerpr4cuweeeka5aneg,1,44.1,72.8,2025-03-14T19:40:00.377Z,2025-03-14T20:25:30Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,,5579423747,56,Back,5579423749,285,,5579423827,233,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903033,706,50,2,82,43,a9vw7ikerpr4cuweeeka5aneg,1,46.4,49.8,2025-03-14T19:40:04.206Z,2025-03-14T20:25:32Z,7hso2bszmf4qal560jhrg2904,Y. Ouorou,,,5579423791,56,Back,5579423929,233,672,5579423793,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903027,672,7,2,82,43,f1h34qp5zbfl489q8vnkhiq9s,1,53.6,50.2,2025-03-14T19:40:04.207Z,2025-03-14T20:25:31Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5579423777,56,Center,5579423779,285,,5579423863,233,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903093,673,1,2,82,45,f1h34qp5zbfl489q8vnkhiq9s,1,53.9,31.0,2025-03-14T19:40:06.052Z,2025-03-14T19:40:07Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5579424125,212,13.5,5579424121,140,55.6,5579424123,141,11.3,5579424127,213,4.84,5579424119,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903137,674,1,2,82,46,f1h34qp5zbfl489q8vnkhiq9s,1,55.5,12.3,2025-03-14T19:40:07.183Z,2025-03-14T19:40:09Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5579424363,212,24.2,5579424365,213,2.05,5579424357,56,Back,5579424361,141,43.9,5579424359,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903203,675,1,2,82,48,f1h34qp5zbfl489q8vnkhiq9s,1,43.9,38.6,2025-03-14T19:40:08.951Z,2025-03-14T19:40:11Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579424713,56,Back,5579424717,141,25.6,5579424721,213,3.83,5579424719,212,14.0,5579424715,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903301,676,1,2,82,52,f1h34qp5zbfl489q8vnkhiq9s,1,31.9,31.0,2025-03-14T19:40:12.376Z,2025-03-14T19:40:15Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5579425225,140,40.1,5579425229,212,13.5,5579425231,213,5.41,5579425223,56,Back,5579425227,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903385,677,1,2,82,54,f1h34qp5zbfl489q8vnkhiq9s,1,51.0,16.2,2025-03-14T19:40:14.920Z,2025-03-14T19:40:19Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579425821,56,Right,5579425825,141,13.4,5579425827,212,22.0,5579425823,140,71.9,5579425819,155,,5579425829,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903403,678,1,2,82,59,f1h34qp5zbfl489q8vnkhiq9s,0,71.6,13.4,2025-03-14T19:40:19.465Z,2025-03-14T19:40:20Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5579425929,155,,5579425949,213,0.67,5579425937,140,88.1,5579425941,141,33.6,5579425933,56,Center,5579425945,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903437,707,12,2,83,0,a9vw7ikerpr4cuweeeka5aneg,1,12.9,70.5,2025-03-14T19:40:20.789Z,2025-03-14T19:40:22Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579426085,212,11.0,5579426127,15,,5579426081,140,16.6,5579426079,56,Back,5579426083,141,85.6,5579426087,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903633,709,61,2,83,1,a9vw7ikerpr4cuweeeka5aneg,0,21.5,94.8,2025-03-14T19:40:21.350Z,2025-03-14T19:40:32Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5579427147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903619,679,8,2,83,8,f1h34qp5zbfl489q8vnkhiq9s,1,74.5,9.4,2025-03-14T19:40:29.129Z,2025-03-14T21:43:10Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5579427087,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903647,680,5,2,83,9,f1h34qp5zbfl489q8vnkhiq9s,0,78.8,-1.8,2025-03-14T19:40:29.702Z,2025-03-14T20:25:17Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5579427201,347,,5579427401,233,708,5579427199,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903621,708,5,2,83,9,a9vw7ikerpr4cuweeeka5aneg,1,21.2,101.8,2025-03-14T19:40:29.702Z,2025-03-14T19:55:26Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5579427097,347,,5579427335,233,680,5579427095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903849,710,1,2,83,17,a9vw7ikerpr4cuweeeka5aneg,0,19.3,100.0,2025-03-14T19:40:37.470Z,2025-03-14T19:40:39Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5579428413,56,Back,5579428417,141,83.2,5579428421,213,5.84,5579428411,107,,5579428419,212,29.5,5579428415,140,44.7,5579428423,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903935,681,1,2,83,19,f1h34qp5zbfl489q8vnkhiq9s,0,56.0,11.7,2025-03-14T19:40:39.471Z,2025-03-14T19:40:43Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5579428825,56,Center,5579428839,213,0.90,5579428827,140,63.4,5579428823,3,,5579428831,141,26.2,5579428835,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903939,711,44,2,83,21,a9vw7ikerpr4cuweeeka5aneg,1,35.2,70.2,2025-03-14T19:40:42.125Z,2025-03-14T20:25:59Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5579429059,233,682,5579428855,56,Back,5579428857,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787903949,682,44,2,83,21,f1h34qp5zbfl489q8vnkhiq9s,0,64.8,29.8,2025-03-14T19:40:42.126Z,2025-03-14T20:25:59Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5579429095,233,711,5579428887,286,,5579428885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787904041,712,1,2,83,22,a9vw7ikerpr4cuweeeka5aneg,1,33.0,66.7,2025-03-14T19:40:42.421Z,2025-03-14T19:40:46Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5579429403,212,6.9,5579429397,56,Back,5579429399,140,33.5,5579429401,141,56.6,5579429405,213,4.79,5579429395,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787904029,683,4,2,83,25,f1h34qp5zbfl489q8vnkhiq9s,1,65.2,42.2,2025-03-14T19:40:46.128Z,2025-03-14T20:12:07Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5579429715,295,,5579429721,286,,5579429719,152,,5579429713,13,,5579429717,56,Center,5579429903,233,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787904057,713,4,2,83,25,a9vw7ikerpr4cuweeeka5aneg,0,34.8,57.8,2025-03-14T19:40:46.129Z,2025-03-14T20:12:07Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5579429857,295,,5579429861,152,,5579429943,233,683,5579429859,56,Back,5579429863,285,,5579429855,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787904153,684,1,2,83,29,f1h34qp5zbfl489q8vnkhiq9s,1,62.5,39.2,2025-03-14T19:40:49.447Z,2025-03-14T21:48:46Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5579430059,140,83.7,5579430057,56,Center,5579430053,5,,5579430061,141,47.3,5579430065,213,0.24,5579430063,212,22.9,5579430055,152,,5580073047,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787904231,685,1,2,83,29,f1h34qp5zbfl489q8vnkhiq9s,1,83.7,47.3,2025-03-14T19:40:50.135Z,2025-03-14T21:44:44Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5579430421,212,13.2,5579430417,140,88.0,5579430413,56,Center,5579430419,141,29.1,5579430423,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787904299,714,83,2,83,31,a9vw7ikerpr4cuweeeka5aneg,1,10.6,64.5,2025-03-14T19:40:51.957Z,2025-03-14T19:41:09Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5579432469,399,6hmsrr08cllpl4iumu92zskbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
