id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2711965455,772,27,2,75,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-23T18:32:40.519Z,2024-08-23T18:39:43Z,,,,5165315883,233,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711965403,770,18,2,75,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-23T18:32:42.207Z,2024-08-23T18:33:49Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5165274913,55,771,5165274797,59,5,5165274793,44,Defender,5165274789,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711965413,771,19,2,75,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-23T18:32:42.208Z,2024-08-23T18:33:50Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5165274857,145,3,5165274867,55,770,5165274863,293,4,5165274853,42,,5165274859,59,27,5165274861,292,5,5165274865,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711965869,739,28,2,76,9,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-08-23T18:33:20.158Z,2024-08-23T18:33:22Z,,,,5165277429,233,773,5165277297,55,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711965891,773,28,2,76,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-23T18:33:20.158Z,2024-08-23T18:33:22Z,,,,5165277425,55,772,5165277455,233,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966259,740,1,2,76,31,ajtb177oqwawkdwbqhldmq6mx,0,10.8,42.5,2024-08-23T18:33:42.287Z,2024-08-23T18:33:45Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165279425,141,33.3,5165279417,157,,5165279419,152,,5165279421,56,Center,5165279429,213,6.18,5165279423,140,68.8,5165279415,5,,5165279431,1,,5165279427,212,,,,,,,,,,,,,,,,,,,,61.2,,,,,,,,
2711966281,775,1,2,76,34,aqtkb4mgrz8c6iqfufj6qjbv9,0,33.8,69.9,2024-08-23T18:33:45.300Z,2024-08-23T18:33:47Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5165279591,212,4.2,5165279587,140,37.8,5165279593,213,0.06,5165279585,56,Back,5165279589,141,70.3,5165279583,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966295,741,44,2,76,35,ajtb177oqwawkdwbqhldmq6mx,1,62.5,30.1,2024-08-23T18:33:46.499Z,2024-08-23T18:58:42Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165279655,286,,5165279653,56,Center,5165279705,233,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966289,776,44,2,76,35,aqtkb4mgrz8c6iqfufj6qjbv9,0,37.5,69.9,2024-08-23T18:33:46.500Z,2024-08-23T18:58:42Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5165279631,285,,5165279767,233,741,5165279627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966319,742,1,2,76,36,ajtb177oqwawkdwbqhldmq6mx,0,62.9,30.6,2024-08-23T18:33:47.366Z,2024-08-23T18:33:49Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165279791,56,Center,5165279795,141,39.2,5165279797,212,11.4,5165279793,140,72.2,5165279799,213,0.54,5165279789,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966389,777,1,2,76,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.8,62.0,2024-08-23T18:33:49.013Z,2024-08-23T18:33:51Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5165280189,212,17.4,5165280185,141,62.7,5165280177,56,Center,5165280181,140,53.4,5165280173,155,,5165280191,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966399,778,44,2,76,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.4,62.3,2024-08-23T18:33:50.696Z,2024-08-23T18:58:43Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,5165280255,56,Center,5165280259,286,,5165280373,233,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966363,743,44,2,76,39,ajtb177oqwawkdwbqhldmq6mx,0,38.6,37.7,2024-08-23T18:33:50.697Z,2024-08-23T18:58:43Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165280035,56,Back,5165280037,285,,5165280393,233,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966405,779,1,2,76,39,aqtkb4mgrz8c6iqfufj6qjbv9,0,53.4,62.7,2024-08-23T18:33:50.787Z,2024-08-23T18:45:12Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,5165280301,168,,5165280305,140,72.2,5165280307,141,59.9,5165280309,212,19.8,5165280303,56,Center,5165280311,213,6.19,5165280299,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966433,744,1,2,76,41,ajtb177oqwawkdwbqhldmq6mx,1,25.1,37.0,2024-08-23T18:33:52.446Z,2024-08-23T18:33:54Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165280455,3,,5165280465,213,2.85,5165280461,141,43.0,5165280459,140,12.3,5165280463,212,14.0,5165280457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966607,746,1,2,76,49,ajtb177oqwawkdwbqhldmq6mx,1,12.5,39.4,2024-08-23T18:33:59.951Z,2024-08-23T18:34:04Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5165281367,212,12.2,5165281353,123,,5165281359,140,16.3,5165281355,56,Back,5165281363,141,22.4,5165281371,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966653,747,1,2,76,52,ajtb177oqwawkdwbqhldmq6mx,0,22.5,22.2,2024-08-23T18:34:03.888Z,2024-08-23T18:34:07Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165281671,56,Center,5165281675,141,63.7,5165281677,212,40.9,5165281669,155,,5165281681,1,,5165281673,140,50.7,5165281679,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966683,780,1,2,76,57,aqtkb4mgrz8c6iqfufj6qjbv9,0,46.3,32.8,2024-08-23T18:34:08.115Z,2024-08-23T18:34:08Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,5165281849,56,Back,5165281855,212,4.1,5165281853,141,28.3,5165281851,140,48.9,5165281857,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966797,748,1,2,76,57,ajtb177oqwawkdwbqhldmq6mx,1,38.3,79.3,2024-08-23T18:34:08.647Z,2024-08-23T18:34:15Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5165282467,212,25.9,5165282457,56,Left,5165282459,140,62.8,5165282463,141,84.1,5165282469,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966805,749,3,2,77,3,ajtb177oqwawkdwbqhldmq6mx,0,92.2,71.2,2024-08-23T18:34:14.864Z,2024-08-23T19:00:16Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5165282931,233,781,5165282519,286,,5165282517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966835,781,7,2,77,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,7.8,28.8,2024-08-23T18:34:14.865Z,2024-08-23T18:58:26Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,5165282691,233,749,5165282657,56,Back,5165282659,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711966893,782,43,2,77,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-23T18:34:17.035Z,2024-08-23T18:34:29Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5165282997,285,0,5165282995,56,Back,5165284183,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967001,784,1,2,77,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,17.4,40.4,2024-08-23T18:34:19.900Z,2024-08-23T18:34:25Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,5165283629,140,60.9,5165283635,213,6.06,5165283627,56,Center,5165283631,141,25.2,5165283625,157,,5165283633,212,46.8,5165283637,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967169,785,1,2,77,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,85.1,15.2,2024-08-23T18:34:31.187Z,2024-08-23T18:34:32Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,5165284479,213,2.35,5165284473,140,74.7,5165284475,141,31.5,5165284477,212,15.6,5165284471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967207,786,1,2,77,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.7,31.5,2024-08-23T18:34:32.034Z,2024-08-23T18:34:34Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5165284685,56,Center,5165284691,212,24.8,5165284689,141,59.1,5165284693,213,2.28,5165284687,140,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967269,787,1,2,77,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,59.3,59.1,2024-08-23T18:34:34.148Z,2024-08-23T18:34:37Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,5165285001,56,Left,5165285007,141,91.4,5165285015,213,1.23,5165285011,212,23.3,5165285003,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967287,788,1,2,77,26,aqtkb4mgrz8c6iqfufj6qjbv9,0,73.4,95.7,2024-08-23T18:34:37.612Z,2024-08-23T18:34:38Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5165285113,56,Center,5165285121,213,5.10,5165285119,212,25.6,5165285117,141,60.8,5165285115,140,82.5,5165285111,155,,5165285109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967329,751,12,2,77,29,ajtb177oqwawkdwbqhldmq6mx,1,11.5,38.3,2024-08-23T18:34:40.415Z,2024-08-23T19:00:46Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5165285337,141,11.4,5165285387,15,,5165285341,213,4.89,5165285339,212,18.6,5165285333,56,Back,5165285335,140,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967393,752,1,2,77,31,ajtb177oqwawkdwbqhldmq6mx,1,14.6,11.4,2024-08-23T18:34:42.079Z,2024-08-23T19:00:47Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165285719,140,14.2,5165285721,141,28.9,5165285717,56,Back,5165285723,212,11.9,5165285725,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967433,754,1,2,77,33,ajtb177oqwawkdwbqhldmq6mx,0,14.2,28.6,2024-08-23T18:34:44.648Z,2024-08-23T19:00:44Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,5165285957,141,7.4,5165285979,1,,5165403479,157,,5165285959,212,57.9,5165285953,56,Right,5165285975,213,6.03,5165285955,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967573,790,1,2,77,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,22.9,96.2,2024-08-23T18:34:50.703Z,2024-08-23T18:34:54Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5165286681,140,22.4,5165286679,56,Back,5165286685,212,25.2,5165286687,213,4.69,5165286683,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967607,791,1,2,77,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,22.4,59.1,2024-08-23T18:34:54.682Z,2024-08-23T18:34:56Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5165286887,213,5.34,5165286883,141,49.7,5165286879,56,Back,5165286881,140,26.8,5165286885,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967635,792,1,2,77,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.8,49.7,2024-08-23T18:34:56.083Z,2024-08-23T18:34:57Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5165287009,212,12.8,5165287005,141,64.0,5165287013,213,0.86,5165286997,56,Back,5165287001,140,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967711,793,1,2,77,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.8,64.0,2024-08-23T18:34:57.467Z,2024-08-23T18:35:00Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5165287401,212,14.4,5165287397,140,32.7,5165287399,141,43.0,5165287403,213,4.56,5165287395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967833,794,1,2,77,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.3,37.7,2024-08-23T18:35:00.355Z,2024-08-23T18:35:06Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5165288045,141,58.5,5165288049,213,1.61,5165288043,140,38.8,5165288041,56,Back,5165288047,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967877,795,1,2,77,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,46.2,56.4,2024-08-23T18:35:05.883Z,2024-08-23T18:35:08Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5165288307,213,4.40,5165288303,141,32.7,5165288299,56,Back,5165288301,140,41.2,5165288305,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711967933,796,1,2,77,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.8,32.8,2024-08-23T18:35:08.107Z,2024-08-23T18:35:10Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5165288573,212,14.8,5165288561,56,Back,5165288565,140,44.4,5165288569,141,54.2,5165288577,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968031,797,1,2,77,59,aqtkb4mgrz8c6iqfufj6qjbv9,0,44.4,54.2,2024-08-23T18:35:10.619Z,2024-08-23T18:35:15Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5165289037,155,,5165289053,1,,5165289045,140,82.8,5165289049,212,49.3,5165289047,141,95.9,5165289051,213,0.61,5165289041,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711986615,887,12,2,78,8,ajtb177oqwawkdwbqhldmq6mx,1,7.2,7.0,2024-08-23T18:35:18.932Z,2024-08-23T18:55:05Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,5165388837,213,4.63,5165388833,141,1.6,5165389183,233,798,5165389181,397,,5165388831,140,6.9,5165388829,56,Back,5165388835,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968169,798,74,2,78,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,82.8,95.9,2024-08-23T18:35:18.933Z,2024-08-23T18:55:07Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5165389145,397,,5165388967,285,,5165289731,56,Left,5165389301,233,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968511,755,5,2,78,9,ajtb177oqwawkdwbqhldmq6mx,1,-0.8,17.9,2024-08-23T18:35:20.843Z,2024-08-23T18:59:26Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,5165291527,56,Back,5165291533,346,,5165291605,233,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968185,799,5,2,78,9,aqtkb4mgrz8c6iqfufj6qjbv9,0,100.8,82.1,2024-08-23T18:35:20.843Z,2024-08-23T18:59:27Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5165291659,233,755,5165289827,56,Left,5165289829,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968589,756,1,2,78,29,ajtb177oqwawkdwbqhldmq6mx,1,4.2,60.5,2024-08-23T18:35:40.080Z,2024-08-23T18:35:43Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5165291975,141,45.7,5165291983,237,,5165291971,56,Back,5165291979,213,4.72,5165291973,140,4.3,5165291977,212,10.1,5165291969,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968619,757,1,2,78,32,ajtb177oqwawkdwbqhldmq6mx,1,4.3,47.9,2024-08-23T18:35:43.608Z,2024-08-23T18:35:45Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5165292129,141,41.3,5165292131,212,13.3,5165292127,140,16.2,5165292133,213,5.94,5165292125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968683,758,1,2,78,34,ajtb177oqwawkdwbqhldmq6mx,1,16.2,41.3,2024-08-23T18:35:44.936Z,2024-08-23T18:35:48Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5165292465,212,13.7,5165292461,140,7.8,5165292459,56,Back,5165292463,141,25.8,5165292467,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968691,759,1,2,78,37,ajtb177oqwawkdwbqhldmq6mx,0,7.7,25.8,2024-08-23T18:35:48.056Z,2024-08-23T18:35:50Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165292535,212,6.3,5165292529,56,Back,5165292527,157,,5165292531,140,13.5,5165292671,236,,5165292533,141,28.2,5165292539,1,,5165292673,233,800,5165292677,286,5165292537,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,
2711968707,800,74,2,78,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,88.1,76.0,2024-08-23T18:35:48.057Z,2024-08-23T18:58:52Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5165292687,233,759,5165292619,56,Center,5165292621,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968721,801,1,2,78,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,87.8,77.1,2024-08-23T18:35:51.588Z,2024-08-23T18:44:26Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5165292717,141,65.6,5165292719,212,7.8,5165292721,213,4.69,5165292713,56,Center,5165292715,140,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968755,803,61,2,78,41,aqtkb4mgrz8c6iqfufj6qjbv9,0,84.6,73.9,2024-08-23T18:35:51.956Z,2024-08-23T18:44:16Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,5165292875,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968829,760,1,2,78,43,ajtb177oqwawkdwbqhldmq6mx,1,3.9,32.8,2024-08-23T18:35:54.809Z,2024-08-23T18:35:56Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5165293261,140,11.9,5165293265,212,18.4,5165293267,213,5.19,5165293257,157,,5165293259,56,Back,5165293269,1,,5165293263,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968835,761,44,2,78,45,ajtb177oqwawkdwbqhldmq6mx,1,14.8,11.4,2024-08-23T18:35:56.640Z,2024-08-23T18:36:00Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165293333,285,,5165293355,233,804,5165293331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968831,804,44,2,78,45,aqtkb4mgrz8c6iqfufj6qjbv9,0,85.2,88.6,2024-08-23T18:35:56.641Z,2024-08-23T18:36:02Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5165293385,233,761,5165293321,286,,5165293317,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968899,762,1,2,78,46,ajtb177oqwawkdwbqhldmq6mx,0,11.9,8.9,2024-08-23T18:35:57.080Z,2024-08-23T18:59:55Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165293767,213,0.46,5165293757,3,,5165293761,140,22.6,5165293759,56,Back,5165293765,212,12.5,5165293763,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968861,805,1,2,78,47,aqtkb4mgrz8c6iqfufj6qjbv9,0,74.9,77.6,2024-08-23T18:35:58.452Z,2024-08-23T18:35:58Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5165293489,212,4.0,5165293483,56,Left,5165293493,1,,5165293487,141,79.4,5165293485,140,78.5,5165293481,157,,5165293491,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711968903,763,61,2,78,48,ajtb177oqwawkdwbqhldmq6mx,1,18.5,12.9,2024-08-23T18:35:59.045Z,2024-08-23T18:36:02Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165293785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711969015,807,1,2,78,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,48.5,81.5,2024-08-23T18:36:04.808Z,2024-08-23T18:36:09Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5165294415,141,69.3,5165294411,56,Back,5165294419,213,3.50,5165294413,140,27.4,5165294417,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711969063,808,1,2,79,0,aqtkb4mgrz8c6iqfufj6qjbv9,0,12.7,56.3,2024-08-23T18:36:11.332Z,2024-08-23T18:36:11Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5165294689,141,54.0,5165294693,213,6.24,5165294687,140,49.4,5165294685,56,Back,5165294695,1,,5165294691,212,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711969161,765,1,2,79,4,ajtb177oqwawkdwbqhldmq6mx,1,17.7,54.8,2024-08-23T18:36:15.600Z,2024-08-23T18:36:38Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5165295195,56,Back,5165295201,212,22.6,5165295197,140,35.0,5165295203,213,5.65,5165295199,141,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711969193,766,1,2,79,6,ajtb177oqwawkdwbqhldmq6mx,1,54.4,49.6,2024-08-23T18:36:16.953Z,2024-08-23T18:36:18Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,5165295371,141,30.3,5165295369,140,60.5,5165295367,56,Center,5165295375,213,5.17,5165295373,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711969255,767,1,2,79,7,ajtb177oqwawkdwbqhldmq6mx,0,60.5,30.3,2024-08-23T18:36:18.209Z,2024-08-23T18:36:21Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165295691,213,6.09,5165295687,141,21.2,5165295685,140,90.8,5165295689,212,32.4,5165295683,56,Center,5165295693,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711969263,809,43,2,79,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-23T18:36:22.212Z,2024-08-23T18:36:26Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5165296051,144,61,5165295725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711969273,768,43,2,79,11,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-08-23T18:36:22.842Z,2024-08-23T18:36:26Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,5165296019,144,6,5165295909,75,0,5165295907,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711969345,811,4,2,79,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.1,79.2,2024-08-23T18:36:27.316Z,2024-08-23T18:59:46Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5165296161,265,,5165296157,56,Back,5165296155,13,,5165296159,152,,5165296163,285,,5165296237,233,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711969351,769,4,2,79,16,ajtb177oqwawkdwbqhldmq6mx,0,87.9,20.8,2024-08-23T18:36:27.317Z,2024-08-23T18:59:47Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,5165296267,233,811,5165296225,265,,5165296223,152,,5165296227,286,,5165296221,56,Right,5165296219,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711969709,813,1,2,79,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,21.1,80.0,2024-08-23T18:36:45.645Z,2024-08-23T18:36:46Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5165298077,213,4.96,5165298069,56,Back,5165298067,152,,5165298073,141,69.0,5165298065,5,,5165298071,140,22.9,5165298075,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711969761,814,1,2,79,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,22.9,69.0,2024-08-23T18:36:46.348Z,2024-08-23T18:36:48Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,5165298347,140,22.1,5165298353,213,1.74,5165298349,141,76.4,5165298351,212,5.1,5165298345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711969767,815,1,2,79,37,aqtkb4mgrz8c6iqfufj6qjbv9,0,22.1,76.4,2024-08-23T18:36:48.757Z,2024-08-23T18:36:49Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5165298375,141,86.5,5165298371,56,Left,5165298381,1,,5165298379,213,0.15,5165298373,140,65.0,5165298377,212,45.6,5165298369,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
