id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2807189957,657,1,2,71,52,6wwwud48qahpwrfxs20334qk5,1,71.4,74.2,2025-04-27T14:33:25.918Z,2025-04-27T14:33:27Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5685301161,56,Center,5685301165,141,56.1,5685301169,213,4.76,5685301163,140,72.0,5685301167,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807190037,658,1,2,71,54,6wwwud48qahpwrfxs20334qk5,1,72.0,55.7,2025-04-27T14:33:27.638Z,2025-04-27T20:55:59Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,1.0,5685301521,56,Center,5685303921,210,15,5685301525,141,32.7,5687242827,154,,5685301523,140,88.9,5685301529,213,5.56,5685301527,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807190043,659,15,2,71,57,6wwwud48qahpwrfxs20334qk5,1,94.3,34.4,2025-04-27T14:33:30.822Z,2025-04-27T20:56:00Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5685304011,29,,5685529315,233,613,5685304023,147,45.8,5687242853,62,,5687242863,154,,5685303497,20,,5685304019,103,23.4,5685301547,56,Center,5685304017,102,5687242857,79,,5685304021,146,98.6,5685301543,22,5685304013,55,658,48.3,,,,,,,,,,,,,,,,,,,,,
2807190171,613,10,2,71,57,f1h34qp5zbfl489q8vnkhiq9s,1,2.1,52.4,2025-04-27T14:33:30.922Z,2025-04-27T15:08:02Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,5685302163,173,,5685302165,178,,5685529377,233,659,5685302171,56,Back,5685302169,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807190055,660,43,2,71,58,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-27T14:33:31.751Z,2025-04-27T14:33:40Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5685301605,56,Center,5685301607,286,0,5685302693,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807190193,614,6,2,72,3,f1h34qp5zbfl489q8vnkhiq9s,0,6.5,54.5,2025-04-27T14:33:36.606Z,2025-04-27T15:07:57Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,5685488469,233,661,5685302335,73,,5685302333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807190299,661,6,2,72,3,6wwwud48qahpwrfxs20334qk5,1,93.5,45.5,2025-04-27T14:33:36.606Z,2025-04-27T15:07:57Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5685488429,233,614,5685303077,73,,5685303075,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807190661,662,18,2,72,28,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-27T14:34:02.015Z,2025-04-27T14:34:03Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,5685305171,42,,5685305175,44,Midfielder,5685305285,55,663,5685305177,59,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807190669,663,19,2,72,28,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-27T14:34:02.016Z,2025-04-27T14:34:03Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,5685305229,292,10,5685305217,42,,5685305237,44,Forward,5685305231,293,3,5685305225,59,98,5685305241,55,662,5685305223,145,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807191355,664,1,2,72,58,6wwwud48qahpwrfxs20334qk5,1,99.6,0.2,2025-04-27T14:34:32.159Z,2025-04-27T14:35:26Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,1.0,5685309243,213,1.73,5685309235,56,Center,5685309231,155,,5685310483,210,13,5685316017,223,,5685309245,1,,5685309241,212,39.1,5685310485,154,,5685309227,2,5685309237,140,93.6,5685309229,6,,5685309239,141,,,,,,,,,,,,,,,,,,,56.9,,,,,,
2807191373,665,13,2,73,0,6wwwud48qahpwrfxs20334qk5,1,93.6,56.9,2025-04-27T14:34:33.778Z,2025-04-27T14:34:46Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685310575,55,664,5685310549,15,,5685310581,102,52.9,5685310585,328,,5685310561,29,,5685310569,154,,5685309317,17,,5685310589,231,51.8,5685310557,85,5685310587,230,98.5,5685309321,56,Center,5685310583,103,5685310545,25,,,,,,,,,,,,,,,,,56.9,,,,,,
2807191653,616,5,2,73,2,f1h34qp5zbfl489q8vnkhiq9s,1,-0.8,52.9,2025-04-27T14:34:35.696Z,2025-04-27T21:03:03Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5685310857,56,Back,5685488339,233,666,5685310859,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807191437,666,5,2,73,2,6wwwud48qahpwrfxs20334qk5,0,100.8,47.1,2025-04-27T14:34:35.696Z,2025-04-27T21:03:03Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685488363,233,616,5685309677,346,,5685309675,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807191685,617,1,2,73,13,f1h34qp5zbfl489q8vnkhiq9s,1,3.6,59.1,2025-04-27T14:34:46.735Z,2025-04-27T15:00:55Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,5685311089,141,48.2,5685311093,212,7.5,5685311087,140,4.7,5685311095,213,4.87,5685311085,56,Back,5685311083,124,,5685311099,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807191757,618,1,2,73,14,f1h34qp5zbfl489q8vnkhiq9s,0,4.7,48.2,2025-04-27T14:34:48.247Z,2025-04-27T15:00:56Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,5685311495,140,16.0,5685311501,213,0.69,5685311499,212,15.4,5685311497,141,62.6,5685311493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807193323,676,8,2,73,15,6wwwud48qahpwrfxs20334qk5,1,80.2,40.5,2025-04-27T14:34:48.921Z,2025-04-27T15:00:20Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685320001,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807223949,821,61,2,73,16,f1h34qp5zbfl489q8vnkhiq9s,1,15.6,56.7,2025-04-27T14:34:49.440Z,2025-04-27T15:00:06Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5685490053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192015,667,61,2,73,18,6wwwud48qahpwrfxs20334qk5,1,79.4,50.6,2025-04-27T14:34:51.995Z,2025-04-27T14:59:49Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,5685312957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807191773,619,43,2,73,19,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-04-27T14:34:52.959Z,2025-04-27T15:00:35Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5685311595,141,56.3,5685311587,56,Back,5685311591,140,14.8,5685492307,144,1,5685311601,213,4.43,5685311597,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807222235,823,1,2,73,20,6wwwud48qahpwrfxs20334qk5,1,97.9,54.6,2025-04-27T14:34:53.440Z,2025-04-27T20:57:11Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,1.0,5687246651,154,,5685480721,56,Center,5685480735,213,4.09,5685480729,141,49.7,5685481073,195,,5685484557,210,15,5685480723,140,95.6,5685480733,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807222793,826,15,2,73,24,6wwwud48qahpwrfxs20334qk5,1,94.0,46.4,2025-04-27T14:34:57.440Z,2025-04-27T20:57:11Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685484621,233,620,5685484575,29,,5685484581,102,50.6,5685522523,101,,5685484215,82,,5685484583,103,19,5685484577,55,823,5685484593,231,57.0,5687246677,154,5687246679,214,,5685483793,56,Center,5685484585,100,5685484573,78,,,5685484591,230,98.1,5685484587,146,98.6,5685484211,72,5685484589,147,49.6,5685483791,17,,,,5685483789,22,,,
2807191963,620,10,2,73,24,f1h34qp5zbfl489q8vnkhiq9s,1,2.2,52.2,2025-04-27T14:34:57.540Z,2025-04-27T15:00:59Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,5685312675,56,Back,5685491889,14,,5685312671,94,,5685484653,233,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807223181,827,1,2,73,26,6wwwud48qahpwrfxs20334qk5,0,92.8,43.1,2025-04-27T14:34:59.440Z,2025-04-27T14:59:06Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685485875,140,91.2,5685485879,212,2.8,5685485881,213,4.07,5685485873,56,Center,5685485877,141,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192103,621,12,2,73,29,f1h34qp5zbfl489q8vnkhiq9s,1,3.9,65.8,2025-04-27T14:35:02.743Z,2025-04-27T14:35:06Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5685313413,213,0.48,5685313409,141,87.5,5685313405,56,Back,5685313407,140,31.1,5685313411,212,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192141,623,3,2,73,33,f1h34qp5zbfl489q8vnkhiq9s,0,36.0,88.4,2025-04-27T14:35:07.095Z,2025-04-27T20:24:24Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,5685313885,233,668,5685313889,286,,5685313597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192169,668,7,2,73,33,6wwwud48qahpwrfxs20334qk5,1,64.0,11.6,2025-04-27T14:35:07.096Z,2025-04-27T20:24:24Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5685313735,56,Right,5685313737,285,,5685313829,233,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192217,670,1,2,73,35,6wwwud48qahpwrfxs20334qk5,1,60.7,11.1,2025-04-27T14:35:09.367Z,2025-04-27T14:35:11Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,5685313989,212,11.0,5685313985,140,60.9,5685313983,56,Center,5685313987,141,27.3,5685313991,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192265,671,1,2,73,38,6wwwud48qahpwrfxs20334qk5,1,61.0,27.3,2025-04-27T14:35:11.631Z,2025-04-27T14:35:13Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5685314233,140,82.3,5685314237,212,23.2,5685314239,213,0.26,5685314235,141,36.1,5685314231,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192281,672,3,2,73,40,6wwwud48qahpwrfxs20334qk5,0,83.2,36.0,2025-04-27T14:35:13.440Z,2025-04-27T14:35:23Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685314327,286,,5685314761,233,624,5685314325,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192335,624,7,2,73,40,f1h34qp5zbfl489q8vnkhiq9s,0,16.8,64.0,2025-04-27T14:35:13.441Z,2025-04-27T14:35:23Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,5685314725,233,672,5685314643,167,,5685314647,56,Back,5685314651,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192363,673,61,2,73,44,6wwwud48qahpwrfxs20334qk5,1,85.1,35.5,2025-04-27T14:35:17.560Z,2025-04-27T14:35:17Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685314763,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192425,625,5,2,73,45,f1h34qp5zbfl489q8vnkhiq9s,1,14.0,101.4,2025-04-27T14:35:18.496Z,2025-04-27T18:52:03Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,5685315159,347,,5685315241,233,674,5685315157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192391,674,5,2,73,45,6wwwud48qahpwrfxs20334qk5,0,86.0,-1.4,2025-04-27T14:35:18.496Z,2025-04-27T21:03:04Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685315299,233,625,5685314957,347,,5685314955,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192919,626,1,2,74,3,f1h34qp5zbfl489q8vnkhiq9s,1,17.9,100.0,2025-04-27T14:35:37.391Z,2025-04-27T14:35:41Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5685317791,107,,5685317795,56,Back,5685317801,212,12.7,5685317797,140,15.8,5685318115,189,,5685317799,141,83.6,5685317803,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192935,627,1,2,74,4,f1h34qp5zbfl489q8vnkhiq9s,0,15.8,83.6,2025-04-27T14:35:38.343Z,2025-04-27T14:35:43Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,5685317883,212,12.6,5685317877,140,18.4,5685318367,189,,5685317879,141,100.0,5685317885,213,1.35,5685317875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807192945,628,5,2,74,5,f1h34qp5zbfl489q8vnkhiq9s,0,20.2,101.6,2025-04-27T14:35:38.919Z,2025-04-27T21:03:05Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,5685320083,233,675,5685317907,56,Back,5685317911,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807193309,675,5,2,74,5,6wwwud48qahpwrfxs20334qk5,1,79.8,-1.6,2025-04-27T14:35:38.919Z,2025-04-27T21:03:04Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685319927,347,,5685319925,56,Right,5685320041,233,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807193235,629,18,2,74,17,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-04-27T14:35:51.012Z,2025-04-27T14:35:52Z,6hmsrr08cllpl4iumu92zskbt,L. From,,5685319517,42,,5685319643,55,630,5685319521,59,7,5685319519,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807193241,630,19,2,74,17,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-04-27T14:35:51.013Z,2025-04-27T18:52:10Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,5685319567,44,Midfielder,5685319569,55,629,5685319559,42,,5686729883,293,2,5685319563,145,7,5685319565,59,11,5686729879,292,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807193481,631,18,2,74,26,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-04-27T14:35:59.941Z,2025-04-27T14:36:01Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,5685320807,44,Defender,5685321029,55,632,5685320809,59,5,5685320805,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807193505,632,19,2,74,26,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-04-27T14:35:59.942Z,2025-04-27T14:36:01Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,5685320943,59,8,5685320935,42,,5685320945,292,7,5685320941,145,4,5685320953,55,631,5685320947,293,3,5685320949,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807193821,677,1,2,74,38,6wwwud48qahpwrfxs20334qk5,1,80.3,0.0,2025-04-27T14:36:11.712Z,2025-04-27T14:36:12Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5685322713,140,80.7,5685322717,141,10.9,5685322705,107,,5685322709,56,Right,5685322721,212,8.3,5685322725,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807193839,678,1,2,74,39,6wwwud48qahpwrfxs20334qk5,0,80.7,10.9,2025-04-27T14:36:12.600Z,2025-04-27T14:36:13Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685322827,141,4.7,5685322837,213,5.62,5685322833,212,6.8,5685322823,140,85.8,5685322821,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807193849,633,8,2,74,39,f1h34qp5zbfl489q8vnkhiq9s,1,17.3,90.5,2025-04-27T14:36:13.266Z,2025-04-27T14:36:13Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5685322881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807193855,634,5,2,74,40,f1h34qp5zbfl489q8vnkhiq9s,0,15.6,101.5,2025-04-27T14:36:13.929Z,2025-04-27T21:03:05Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,5685322925,56,Back,5685323721,233,679,5685322927,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807193969,679,5,2,74,40,6wwwud48qahpwrfxs20334qk5,1,84.4,-1.5,2025-04-27T14:36:13.929Z,2025-04-27T21:03:05Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5685323649,233,634,5685323531,347,,5685323527,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194059,680,1,2,74,44,6wwwud48qahpwrfxs20334qk5,1,86.6,0.0,2025-04-27T14:36:17.784Z,2025-04-27T14:36:20Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5685323985,56,Right,5685323983,107,,5685323989,141,9.4,5685323995,213,2.46,5685323987,140,77.5,5685323991,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194157,681,1,2,74,46,6wwwud48qahpwrfxs20334qk5,1,70.7,9.4,2025-04-27T14:36:20.024Z,2025-04-27T14:36:23Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,5685324433,56,Back,5685324443,213,2.57,5685324435,140,48.0,5685324437,141,31.8,5685324439,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194325,682,1,2,74,49,6wwwud48qahpwrfxs20334qk5,1,47.5,28.9,2025-04-27T14:36:22.824Z,2025-04-27T14:36:27Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5685325277,56,Back,5685325283,141,54.3,5685325285,212,17.3,5685325281,140,47.5,5685325287,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194437,683,1,2,74,54,6wwwud48qahpwrfxs20334qk5,1,50.4,58.7,2025-04-27T14:36:27.736Z,2025-04-27T14:36:31Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5685325883,213,5.58,5685325877,140,86.5,5685325885,1,,5685325879,141,11.1,5685325881,212,49.8,5685325873,155,,5685325875,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194503,684,1,2,74,58,6wwwud48qahpwrfxs20334qk5,1,86.0,11.0,2025-04-27T14:36:31.512Z,2025-04-27T14:36:33Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5685326215,213,1.86,5685326211,212,14.8,5685326205,56,Center,5685326207,140,81.9,5685326209,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194525,685,1,2,75,0,6wwwud48qahpwrfxs20334qk5,0,81.9,31.9,2025-04-27T14:36:33.568Z,2025-04-27T14:57:17Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,5685326345,213,0.22,5685326337,56,Center,5685326341,141,33.3,5685326339,140,86.0,5685326343,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194529,635,8,2,75,1,f1h34qp5zbfl489q8vnkhiq9s,1,14.0,66.7,2025-04-27T14:36:34.801Z,2025-04-27T14:36:35Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,5685326351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194701,636,12,2,75,3,f1h34qp5zbfl489q8vnkhiq9s,1,14.6,49.6,2025-04-27T14:36:36.832Z,2025-04-27T14:36:43Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,5685327383,141,44.3,5685327387,213,6.14,5685327377,56,Back,5685327381,140,39.0,5685327385,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194637,686,1,2,75,4,6wwwud48qahpwrfxs20334qk5,1,55.2,53.7,2025-04-27T14:36:37.905Z,2025-04-27T14:36:40Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5685327027,56,Center,5685327037,213,0.16,5685327029,140,64.7,5685327033,141,56.0,5685327035,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194673,687,1,2,75,7,6wwwud48qahpwrfxs20334qk5,1,62.5,65.8,2025-04-27T14:36:40.505Z,2025-04-27T14:36:42Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5685327229,140,78.6,5685327237,213,0.89,5685327227,56,Left,5685327235,212,27.0,5685327225,155,,5685327233,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194711,688,1,2,75,9,6wwwud48qahpwrfxs20334qk5,0,74.8,96.6,2025-04-27T14:36:43.288Z,2025-04-27T15:01:23Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5685327447,212,4.6,5685327443,140,76.5,5685328039,233,638,5685327449,213,5.11,5685327445,141,90.3,5685327441,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194715,637,61,2,75,10,f1h34qp5zbfl489q8vnkhiq9s,1,22.8,14.9,2025-04-27T14:36:43.521Z,2025-04-27T15:01:55Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,5685327475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194763,689,1,2,75,11,6wwwud48qahpwrfxs20334qk5,1,74.9,84.7,2025-04-27T14:36:44.633Z,2025-04-27T14:36:45Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,5685327775,212,6.6,5685327769,140,78.3,5685327771,141,92.9,5685327765,56,Left,5685327777,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194787,690,1,2,75,12,6wwwud48qahpwrfxs20334qk5,0,78.4,93.0,2025-04-27T14:36:45.488Z,2025-04-27T15:01:58Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5685327899,212,3.8,5685327901,213,5.33,5685327897,141,88.4,5685327895,140,80.5,5685499143,236,,5685327891,56,Left,5685499145,286,,5685499177,233,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194805,638,74,2,75,12,f1h34qp5zbfl489q8vnkhiq9s,1,19.5,12.0,2025-04-27T14:36:45.489Z,2025-04-27T15:08:24Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,5685327991,285,,5685328113,233,690,5685327989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194881,691,50,2,75,15,6wwwud48qahpwrfxs20334qk5,1,78.0,87.3,2025-04-27T14:36:48.951Z,2025-04-27T20:24:25Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5685328673,233,639,5685328415,56,Left,5685328417,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194901,639,7,2,75,15,f1h34qp5zbfl489q8vnkhiq9s,1,22.0,12.7,2025-04-27T14:36:48.952Z,2025-04-27T20:24:25Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,5685328491,285,,5685328617,233,691,5685328489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194965,641,1,2,75,16,f1h34qp5zbfl489q8vnkhiq9s,0,23.7,17.1,2025-04-27T14:36:50.040Z,2025-04-27T14:36:52Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,5685328847,212,18.6,5685328851,213,0.30,5685328839,56,Back,5685328843,140,40.6,5685328845,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807194955,692,8,2,75,18,6wwwud48qahpwrfxs20334qk5,1,55.8,79.6,2025-04-27T14:36:51.890Z,2025-04-27T14:36:52Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5685328811,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807195121,642,45,2,75,25,f1h34qp5zbfl489q8vnkhiq9s,0,32.0,15.2,2025-04-27T14:36:58.737Z,2025-04-27T15:06:33Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,5685329835,56,Back,5685329839,285,,5685330023,233,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
