id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2799185347,666,61,2,77,56,b2vft81kyjurzbmekvgrqwr64,0,63.5,15.9,2025-04-11T18:07:41.795Z,2025-04-11T18:10:31Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,5641418201,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799185415,788,5,2,77,56,ajtb177oqwawkdwbqhldmq6mx,1,36.0,101.4,2025-04-11T18:07:42.175Z,2025-04-11T18:07:46Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641418707,233,667,5641418625,347,,5641418623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799185375,667,5,2,77,57,b2vft81kyjurzbmekvgrqwr64,0,65.8,-1.2,2025-04-11T18:07:43.220Z,2025-04-11T18:07:46Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,5641418391,56,Right,5641418769,233,788,5641418393,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799185507,789,1,2,77,59,ajtb177oqwawkdwbqhldmq6mx,1,30.6,100.0,2025-04-11T18:07:45.039Z,2025-04-11T18:07:49Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641419133,141,82.4,5641419135,212,15.6,5641419131,140,21.7,5641419127,107,,5641419137,213,4.07,5641419129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799185625,790,1,2,78,4,ajtb177oqwawkdwbqhldmq6mx,1,24.7,77.3,2025-04-11T18:07:49.774Z,2025-04-11T18:07:55Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641419711,212,20.7,5641419709,141,64.3,5641419707,140,42.5,5641419705,56,Back,5641419713,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799185717,668,45,2,78,9,b2vft81kyjurzbmekvgrqwr64,0,40.0,55.8,2025-04-11T18:07:54.911Z,2025-04-11T18:40:37Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5641420199,285,,5641420193,56,Back,5641420395,233,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799185735,791,3,2,78,9,ajtb177oqwawkdwbqhldmq6mx,1,60.0,44.2,2025-04-11T18:07:54.911Z,2025-04-11T18:40:36Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5641420365,233,668,5641420275,286,,5641420273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799185785,792,1,2,78,14,ajtb177oqwawkdwbqhldmq6mx,0,81.1,60.8,2025-04-11T18:07:59.544Z,2025-04-11T18:08:01Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5641420487,141,62.1,5641420489,212,2.9,5641420491,213,0.31,5641420483,56,Center,5641420485,140,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799185817,793,61,2,78,17,ajtb177oqwawkdwbqhldmq6mx,1,88.6,65.2,2025-04-11T18:08:02.991Z,2025-04-11T18:08:03Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5641420693,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799185841,669,61,2,78,18,b2vft81kyjurzbmekvgrqwr64,1,6.3,30.7,2025-04-11T18:08:04.308Z,2025-04-11T18:08:04Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5641420873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799186523,671,61,2,78,19,b2vft81kyjurzbmekvgrqwr64,0,14.8,28.3,2025-04-11T18:08:05.156Z,2025-04-11T18:08:42Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5641424525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799185923,670,4,2,78,19,b2vft81kyjurzbmekvgrqwr64,1,13.6,14.8,2025-04-11T18:08:05.303Z,2025-04-11T18:30:23Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5641421359,285,,5641421351,13,,5641421353,56,Back,5641421355,152,,5641561271,295,,5641421387,233,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799185859,794,4,2,78,19,ajtb177oqwawkdwbqhldmq6mx,0,86.4,85.2,2025-04-11T18:08:05.304Z,2025-04-11T18:08:34Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5641424085,295,,5641421073,286,,5641421067,56,Left,5641421065,13,,5641421419,233,670,5641421069,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799186061,795,17,2,78,30,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-11T18:08:16.135Z,2025-04-11T18:08:28Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5641422289,31,,5641422293,13,243,5641423371,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799186973,672,1,2,79,8,b2vft81kyjurzbmekvgrqwr64,1,16.8,11.1,2025-04-11T18:08:53.965Z,2025-04-11T18:08:58Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5641426735,212,55.3,5641426733,141,23.4,5641426727,152,,5641426731,140,68.9,5641426723,5,,5641426725,157,,5641426741,1,,5641426729,56,Center,5641426737,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799186983,673,44,2,79,12,b2vft81kyjurzbmekvgrqwr64,1,73.0,29.6,2025-04-11T18:08:58.015Z,2025-04-11T18:40:53Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,5641426775,56,Center,5641426777,286,,5641426817,233,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799186967,796,44,2,79,12,ajtb177oqwawkdwbqhldmq6mx,0,27.0,70.4,2025-04-11T18:08:58.016Z,2025-04-11T18:40:53Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641426693,56,Back,5641426695,285,,5641426867,233,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187027,674,1,2,79,13,b2vft81kyjurzbmekvgrqwr64,0,68.9,23.6,2025-04-11T18:08:58.612Z,2025-04-11T18:09:00Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,5641427023,213,0.45,5641427015,56,Center,5641427013,3,,5641427019,141,28.3,5641427017,140,75.2,5641427021,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187005,797,12,2,79,13,ajtb177oqwawkdwbqhldmq6mx,1,24.6,66.9,2025-04-11T18:08:59.415Z,2025-04-11T18:09:01Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641426887,56,Back,5641426891,141,67.3,5641426893,212,6.3,5641426963,15,,5641426889,140,30.6,5641426897,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187057,798,1,2,79,15,ajtb177oqwawkdwbqhldmq6mx,0,30.6,67.3,2025-04-11T18:09:01.367Z,2025-04-11T18:09:02Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5641427117,3,,5641427127,213,0.00,5641427119,56,Back,5641427121,140,31.3,5641427125,212,0.7,5641427123,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187133,675,3,2,79,20,b2vft81kyjurzbmekvgrqwr64,0,72.6,42.3,2025-04-11T18:09:05.605Z,2025-04-11T18:40:27Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5641427553,56,Center,5641427881,233,799,5641427557,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187177,799,7,2,79,20,ajtb177oqwawkdwbqhldmq6mx,1,27.4,57.7,2025-04-11T18:09:05.606Z,2025-04-11T18:40:27Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641427865,233,675,5641427789,56,Back,5641427791,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187459,802,1,2,79,37,ajtb177oqwawkdwbqhldmq6mx,1,9.6,63.7,2025-04-11T18:09:22.751Z,2025-04-11T18:09:25Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5641429321,141,70.3,5641429319,140,38.6,5641429315,155,,5641429325,213,0.15,5641429323,212,30.8,5641429317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187485,803,1,2,79,40,ajtb177oqwawkdwbqhldmq6mx,1,38.5,70.3,2025-04-11T18:09:25.487Z,2025-04-11T18:09:27Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5641429499,141,93.3,5641429501,212,15.7,5641429495,56,Back,5641429503,213,1.63,5641429493,3,,5641429497,140,37.6,5641429523,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187593,804,1,2,79,44,ajtb177oqwawkdwbqhldmq6mx,0,37.6,93.3,2025-04-11T18:09:29.518Z,2025-04-11T18:30:35Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641430077,213,6.26,5641430069,56,Left,5641430079,1,,5641430071,140,74.7,5641430073,141,92.1,5641430075,212,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187681,677,1,2,79,49,b2vft81kyjurzbmekvgrqwr64,1,4.6,17.1,2025-04-11T18:09:34.797Z,2025-04-11T18:09:37Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5641430515,56,Back,5641430523,213,1.47,5641430521,212,14.1,5641430519,141,37.7,5641430517,140,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187789,678,1,2,79,51,b2vft81kyjurzbmekvgrqwr64,1,6.0,37.9,2025-04-11T18:09:36.910Z,2025-04-11T18:09:41Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5641431005,157,,5641431009,140,32.6,5641431017,1,,5641431013,212,28.7,5641431015,213,6.05,5641431007,56,Back,5641431011,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187879,681,61,2,79,52,b2vft81kyjurzbmekvgrqwr64,0,51.4,25.8,2025-04-11T18:09:37.661Z,2025-04-11T18:39:18Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,5641431491,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187787,805,61,2,79,55,ajtb177oqwawkdwbqhldmq6mx,0,71.1,60.5,2025-04-11T18:09:40.590Z,2025-04-11T18:09:40Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5641430999,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187869,680,1,2,79,56,b2vft81kyjurzbmekvgrqwr64,1,39.2,38.0,2025-04-11T18:09:41.925Z,2025-04-11T18:09:44Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5641431435,140,51.4,5641431433,56,Center,5641431439,212,15.5,5641431441,213,5.69,5641431437,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187809,679,1,2,79,57,b2vft81kyjurzbmekvgrqwr64,0,30.9,29.2,2025-04-11T18:09:42.829Z,2025-04-11T18:39:37Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,5641431123,213,0.60,5641431115,56,Back,5641431117,140,39.2,5641431119,141,38.0,5641431121,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799187959,806,1,2,80,0,ajtb177oqwawkdwbqhldmq6mx,1,33.3,48.2,2025-04-11T18:09:46.407Z,2025-04-11T18:09:48Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641431927,213,3.17,5641431919,56,Back,5641431921,140,14.3,5641431925,212,20.0,5641431923,141,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799188045,807,12,2,80,2,ajtb177oqwawkdwbqhldmq6mx,1,14.3,47.5,2025-04-11T18:09:48.455Z,2025-04-11T18:09:51Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5641432345,140,66.8,5641432343,56,Center,5641432353,213,6.18,5641432347,141,38.9,5641432349,212,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799188113,808,44,2,80,6,ajtb177oqwawkdwbqhldmq6mx,1,65.6,43.0,2025-04-11T18:09:51.678Z,2025-04-11T18:40:53Z,6otr0cifkk9jbmxc2ew2spka,Ahmed Daghim,,5641432713,56,Center,5641432715,286,,5641432819,233,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799188057,682,44,2,80,6,b2vft81kyjurzbmekvgrqwr64,0,34.4,57.0,2025-04-11T18:09:51.679Z,2025-04-11T18:40:54Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5641432855,233,808,5641432411,56,Back,5641432413,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799188127,809,61,2,80,6,ajtb177oqwawkdwbqhldmq6mx,1,69.4,45.2,2025-04-11T18:09:52.199Z,2025-04-11T18:30:27Z,6otr0cifkk9jbmxc2ew2spka,Ahmed Daghim,,5641432777,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799188187,810,4,2,80,9,ajtb177oqwawkdwbqhldmq6mx,1,68.1,50.9,2025-04-11T18:09:55.237Z,2025-04-11T18:40:05Z,6otr0cifkk9jbmxc2ew2spka,Ahmed Daghim,,5641433157,56,Center,5641433159,152,,5641433161,265,,5641433579,233,683,5641433155,13,,5641433163,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799188263,683,4,2,80,9,b2vft81kyjurzbmekvgrqwr64,0,31.9,49.1,2025-04-11T18:09:55.238Z,2025-04-11T18:40:06Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5641433485,56,Back,5641433483,13,,5641433605,233,810,5641433491,285,,5641433489,265,,5641433487,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189259,811,13,2,81,9,ajtb177oqwawkdwbqhldmq6mx,1,70.8,44.5,2025-04-11T18:10:55.190Z,2025-04-11T19:31:34Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5641440237,102,45.5,5641440241,458,,5641440245,231,46.4,5641440243,230,98.6,5641440239,103,55.6,5641438735,56,Center,5641438733,18,,5641438731,26,,5641959483,85,,5641439317,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189529,684,5,2,81,11,b2vft81kyjurzbmekvgrqwr64,1,-1.6,54.8,2025-04-11T18:10:57.039Z,2025-04-11T18:11:11Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5641440103,56,Back,5641440105,346,,5641440161,233,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189317,812,5,2,81,12,ajtb177oqwawkdwbqhldmq6mx,0,101.6,45.2,2025-04-11T18:10:57.808Z,2025-04-11T18:11:12Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5641439061,56,Center,5641440195,233,684,5641439063,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189923,687,1,2,81,37,b2vft81kyjurzbmekvgrqwr64,1,3.6,41.0,2025-04-11T18:11:23.006Z,2025-04-11T18:11:27Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5641442099,1,,5641442103,74,,5641442093,141,25.0,5641442095,212,69.2,5641442097,213,6.13,5641442089,140,68.7,5641442085,56,Center,5641442083,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189929,688,44,2,81,41,b2vft81kyjurzbmekvgrqwr64,1,61.4,23.0,2025-04-11T18:11:26.861Z,2025-04-11T18:40:54Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,5641442143,286,,5641442207,233,814,5641442139,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189905,814,44,2,81,41,ajtb177oqwawkdwbqhldmq6mx,0,38.6,77.0,2025-04-11T18:11:26.862Z,2025-04-11T18:40:54Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641442015,56,Back,5641442235,233,688,5641442017,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189967,689,1,2,81,42,b2vft81kyjurzbmekvgrqwr64,0,68.7,25.0,2025-04-11T18:11:27.822Z,2025-04-11T18:11:31Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,5641442347,56,Center,5641442355,212,6.8,5641442359,213,1.10,5641442351,141,33.9,5641442349,140,71.6,5641442345,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189955,815,44,2,81,43,ajtb177oqwawkdwbqhldmq6mx,1,29.6,67.1,2025-04-11T18:11:28.903Z,2025-04-11T18:40:55Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641442321,285,,5641442583,233,690,5641442319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189983,690,44,2,81,43,b2vft81kyjurzbmekvgrqwr64,0,70.4,32.9,2025-04-11T18:11:28.904Z,2025-04-11T18:40:55Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,5641442603,233,815,5641442469,56,Center,5641442471,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189977,816,1,2,81,43,ajtb177oqwawkdwbqhldmq6mx,1,31.4,68.7,2025-04-11T18:11:29.239Z,2025-04-11T18:11:30Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641442431,212,5.8,5641442427,140,31.5,5641442433,213,4.73,5641442429,141,60.2,5641442425,56,Back,5641442423,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190025,818,1,2,81,45,ajtb177oqwawkdwbqhldmq6mx,0,31.5,60.2,2025-04-11T18:11:30.743Z,2025-04-11T18:11:33Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5641442697,141,21.8,5641442695,140,60.1,5641442701,213,5.57,5641442703,1,,5641442687,157,,5641442699,212,39.8,5641442691,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190163,692,1,2,81,50,b2vft81kyjurzbmekvgrqwr64,1,52.7,86.2,2025-04-11T18:11:35.615Z,2025-04-11T18:11:40Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5641443381,141,86.2,5641443383,212,21.7,5641443385,213,0.00,5641443377,56,Left,5641443379,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190197,693,1,2,81,54,b2vft81kyjurzbmekvgrqwr64,1,78.5,87.4,2025-04-11T18:11:39.895Z,2025-04-11T18:11:42Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,5641443559,56,Center,5641443569,141,74.1,5641443573,213,5.55,5641443571,212,13.5,5641443565,140,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190207,694,1,2,81,56,b2vft81kyjurzbmekvgrqwr64,0,88.8,74.1,2025-04-11T18:11:42.079Z,2025-04-11T18:11:46Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5641443637,213,5.14,5641443621,2,,5641443957,236,,5641443623,155,,5641443631,140,91.6,5641443627,56,Center,5641443959,233,819,5641443963,286,,5641443633,141,64.6,5641443635,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190251,819,12,2,81,56,ajtb177oqwawkdwbqhldmq6mx,1,8.1,36.1,2025-04-11T18:11:42.179Z,2025-04-11T18:11:46Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641443909,185,,5641444011,233,694,5641443911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190237,695,6,2,81,58,b2vft81kyjurzbmekvgrqwr64,1,97.8,60.6,2025-04-11T18:11:44.351Z,2025-04-11T18:40:13Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5641444083,233,820,5641443949,73,,5641443947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190271,820,6,2,81,58,ajtb177oqwawkdwbqhldmq6mx,0,2.2,39.4,2025-04-11T18:11:44.351Z,2025-04-11T18:40:13Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641444125,233,695,5641444035,73,,5641444033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191081,696,1,2,82,38,b2vft81kyjurzbmekvgrqwr64,0,99.5,99.5,2025-04-11T18:12:23.889Z,2025-04-11T18:12:26Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5641448323,6,,5641448325,155,,5641448321,2,,5641448329,56,Center,5641448337,213,4.76,5641448335,212,36.0,5641448333,141,46.6,5641448327,223,,5641448339,1,,5641448331,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799192067,697,5,2,82,41,b2vft81kyjurzbmekvgrqwr64,0,101.3,44.4,2025-04-11T18:12:26.605Z,2025-04-11T18:13:14Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5641453827,346,,5641453823,56,Center,5641453921,233,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191449,821,5,2,82,41,ajtb177oqwawkdwbqhldmq6mx,1,-1.2,54.5,2025-04-11T18:12:26.736Z,2025-04-11T18:13:14Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641450305,346,,5641450303,56,Back,5641453893,233,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191501,822,1,2,82,58,ajtb177oqwawkdwbqhldmq6mx,1,5.2,61.7,2025-04-11T18:12:43.942Z,2025-04-11T18:12:47Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641450595,124,,5641450599,140,3.4,5641450603,212,5.0,5641450605,213,4.32,5641450601,141,54.9,5641450609,237,,5641450597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191643,823,1,2,83,1,ajtb177oqwawkdwbqhldmq6mx,1,3.4,54.9,2025-04-11T18:12:46.944Z,2025-04-11T18:12:53Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5641451489,213,5.74,5641451481,56,Back,5641451485,141,26.7,5641451483,140,33.6,5641451491,1,,5641451487,212,37.1,5641451479,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191697,824,1,2,83,9,ajtb177oqwawkdwbqhldmq6mx,1,32.2,31.2,2025-04-11T18:12:54.638Z,2025-04-11T18:12:56Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5641451787,141,23.0,5641451791,213,3.44,5641451789,212,19.1,5641451783,56,Back,5641451785,140,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191727,825,1,2,83,10,ajtb177oqwawkdwbqhldmq6mx,1,14.8,23.0,2025-04-11T18:12:55.814Z,2025-04-11T18:12:57Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641451973,140,7.2,5641451975,141,49.6,5641451979,212,19.8,5641451971,56,Back,5641451981,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191749,826,1,2,83,12,ajtb177oqwawkdwbqhldmq6mx,1,7.2,49.6,2025-04-11T18:12:57.759Z,2025-04-11T18:12:58Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5641452109,141,75.1,5641452107,140,11.8,5641452111,212,18.0,5641452113,213,1.30,5641452105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191791,827,1,2,83,13,ajtb177oqwawkdwbqhldmq6mx,1,11.8,75.1,2025-04-11T18:12:58.743Z,2025-04-11T18:13:00Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641452307,212,17.2,5641452309,213,0.38,5641452301,56,Back,5641452305,141,84.4,5641452303,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191877,828,1,2,83,14,ajtb177oqwawkdwbqhldmq6mx,1,27.0,84.4,2025-04-11T18:13:00.406Z,2025-04-11T18:13:03Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5641452737,141,92.0,5641452741,213,0.51,5641452733,56,Back,5641452735,140,35.9,5641452739,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191885,829,61,2,83,17,ajtb177oqwawkdwbqhldmq6mx,1,32.7,91.1,2025-04-11T18:13:03.266Z,2025-04-11T18:13:03Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5641452759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191947,830,1,2,83,19,ajtb177oqwawkdwbqhldmq6mx,1,18.1,92.9,2025-04-11T18:13:05.070Z,2025-04-11T18:13:07Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641453073,140,2.7,5641453075,141,64.8,5641453079,213,4.01,5641453071,56,Back,5641453077,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
