id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2707255013,601,61,2,67,55,b8oqgvx1ijeyn6y1cn6929ix4,0,57.8,35.5,2024-08-10T13:27:34.472Z,2024-08-10T14:44:32Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5139185499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254987,590,61,2,67,57,7gkglopz9cjsysn2u6sbhuvc5,1,44.0,67.3,2024-08-10T13:27:36.758Z,2024-08-10T13:27:36Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5139185373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255043,592,1,2,67,59,7gkglopz9cjsysn2u6sbhuvc5,0,41.2,60.2,2024-08-10T13:27:37.998Z,2024-08-10T13:27:42Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5139185673,213,5.53,5139185669,141,6.1,5139185667,140,78.2,5139185665,56,Right,5139185675,1,,5139185671,212,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255047,602,12,2,68,4,b8oqgvx1ijeyn6y1cn6929ix4,1,28.0,93.2,2024-08-10T13:27:43.207Z,2024-08-10T13:27:44Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139185717,167,,5139185695,141,100.0,5139185699,213,1.63,5139185697,212,5.4,5139185691,56,Back,5139185693,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255099,593,5,2,68,4,7gkglopz9cjsysn2u6sbhuvc5,1,74.0,-1.4,2024-08-10T13:27:43.609Z,2024-08-10T14:24:51Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5139186055,56,Right,5139186057,347,,5139186085,233,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255051,603,5,2,68,4,b8oqgvx1ijeyn6y1cn6929ix4,0,26.0,101.4,2024-08-10T13:27:43.609Z,2024-08-10T14:24:52Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139185713,56,Back,5139186099,233,593,5139185715,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255119,594,1,2,68,15,7gkglopz9cjsysn2u6sbhuvc5,1,82.2,0.0,2024-08-10T13:27:54.390Z,2024-08-10T13:28:06Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5139186155,212,11.5,5139186151,140,76.0,5139186149,56,Right,5139186147,107,,5139186153,141,12.0,5139186157,213,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255123,595,1,2,68,16,7gkglopz9cjsysn2u6sbhuvc5,1,76.0,12.0,2024-08-10T13:27:55.110Z,2024-08-10T13:27:56Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5139186163,140,73.6,5139186169,213,3.93,5139186167,212,3.6,5139186161,56,Right,5139186165,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255135,596,1,2,68,17,7gkglopz9cjsysn2u6sbhuvc5,1,73.6,8.3,2024-08-10T13:27:56.078Z,2024-08-10T13:27:57Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5139186211,155,,5139186215,140,94.0,5139186221,213,0.52,5139186219,212,24.7,5139186217,141,26.4,5139186213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255141,597,61,2,68,18,7gkglopz9cjsysn2u6sbhuvc5,0,94.0,26.4,2024-08-10T13:27:57.590Z,2024-08-10T13:27:58Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5139186239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255147,598,5,2,68,19,7gkglopz9cjsysn2u6sbhuvc5,0,101.2,28.7,2024-08-10T13:27:58.551Z,2024-08-10T14:24:53Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5139186661,233,604,5139186261,346,,5139186259,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255215,604,5,2,68,19,b8oqgvx1ijeyn6y1cn6929ix4,1,-1.2,71.3,2024-08-10T13:27:58.551Z,2024-08-10T14:24:52Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5139186649,233,598,5139186623,346,,5139186621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255225,605,1,2,68,29,b8oqgvx1ijeyn6y1cn6929ix4,1,5.1,48.5,2024-08-10T13:28:08.702Z,2024-08-10T13:28:10Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5139186683,56,Back,5139186691,213,1.52,5139186695,237,,5139186689,212,7.8,5139186685,140,5.5,5139186687,141,60.0,5139186681,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255279,606,1,2,68,30,b8oqgvx1ijeyn6y1cn6929ix4,1,5.5,60.0,2024-08-10T13:28:09.903Z,2024-08-10T13:28:14Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5139186931,212,13.7,5139186935,213,0.58,5139186925,140,16.4,5139186923,56,Back,5139186929,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255285,607,4,2,68,35,b8oqgvx1ijeyn6y1cn6929ix4,1,13.2,70.4,2024-08-10T13:28:14.197Z,2024-08-10T13:28:18Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5139186999,285,,5139186997,265,,5139186993,56,Back,5139186995,152,,5139187029,233,599,5139186991,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255273,599,4,2,68,35,7gkglopz9cjsysn2u6sbhuvc5,0,86.8,29.6,2024-08-10T13:28:14.198Z,2024-08-10T13:28:17Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5139186953,56,Center,5139186957,265,,5139187045,233,607,5139186959,286,,5139186951,13,,5139186955,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255513,608,1,2,69,0,b8oqgvx1ijeyn6y1cn6929ix4,0,15.3,71.1,2024-08-10T13:28:39.014Z,2024-08-10T13:28:42Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5139188323,140,70.3,5139188317,157,,5139188319,152,,5139188329,213,0.35,5139188327,212,61.5,5139188315,5,,5139188325,141,100.0,5139188331,1,,5139188321,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255569,600,5,2,69,3,7gkglopz9cjsysn2u6sbhuvc5,1,30.1,-1.8,2024-08-10T13:28:42.416Z,2024-08-10T14:24:53Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5139188583,56,Back,5139188585,347,,5139188619,233,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255515,609,5,2,69,3,b8oqgvx1ijeyn6y1cn6929ix4,0,69.9,101.8,2024-08-10T13:28:42.416Z,2024-08-10T14:24:53Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5139188337,347,,5139188335,56,Left,5139188623,233,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255579,601,1,2,69,10,7gkglopz9cjsysn2u6sbhuvc5,1,37.1,0.0,2024-08-10T13:28:49.861Z,2024-08-10T13:28:51Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5139188643,140,37.5,5139188639,107,,5139188649,213,1.54,5139188647,212,13.3,5139188645,141,18.5,5139188641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255595,602,1,2,69,11,7gkglopz9cjsysn2u6sbhuvc5,1,37.5,18.5,2024-08-10T13:28:50.766Z,2024-08-10T13:28:52Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5139188731,141,11.7,5139188735,213,4.67,5139188729,140,37.3,5139188727,56,Back,5139188733,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255609,603,1,2,69,13,7gkglopz9cjsysn2u6sbhuvc5,0,37.3,11.7,2024-08-10T13:28:52.284Z,2024-08-10T13:28:53Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5139188797,213,0.68,5139188783,56,Center,5139188793,141,39.1,5139188789,140,59.3,5139188795,212,29.7,5139188777,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255629,610,1,2,69,15,b8oqgvx1ijeyn6y1cn6929ix4,1,47.1,62.7,2024-08-10T13:28:54.159Z,2024-08-10T13:28:55Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5139188883,141,46.0,5139188887,213,4.27,5139188879,56,Back,5139188877,3,,5139188881,140,42.0,5139188885,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255651,612,1,2,69,16,b8oqgvx1ijeyn6y1cn6929ix4,1,42.0,46.0,2024-08-10T13:28:55.502Z,2024-08-10T13:28:57Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5139188983,56,Back,5139188991,213,2.96,5139188989,212,11.2,5139188985,140,31.5,5139188987,141,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255679,613,1,2,69,18,b8oqgvx1ijeyn6y1cn6929ix4,1,31.5,49.0,2024-08-10T13:28:57.158Z,2024-08-10T13:29:01Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5139189163,140,29.0,5139189169,213,1.80,5139189167,212,11.3,5139189161,56,Back,5139189165,141,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255727,614,1,2,69,22,b8oqgvx1ijeyn6y1cn6929ix4,1,31.2,63.6,2024-08-10T13:29:01.046Z,2024-08-10T13:29:06Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5139189463,141,32.8,5139189455,56,Back,5139189459,140,33.7,5139189465,212,21.1,5139189469,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255783,615,1,2,69,27,b8oqgvx1ijeyn6y1cn6929ix4,1,39.2,28.2,2024-08-10T13:29:06.062Z,2024-08-10T13:29:10Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5139189685,213,1.96,5139189681,141,54.3,5139189679,140,32.3,5139189677,56,Back,5139189683,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255807,616,1,2,69,31,b8oqgvx1ijeyn6y1cn6929ix4,1,31.9,58.7,2024-08-10T13:29:10.190Z,2024-08-10T13:29:12Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5139189833,140,50.1,5139189837,141,93.8,5139189845,213,0.90,5139189841,212,30.6,5139189831,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255813,617,1,2,69,33,b8oqgvx1ijeyn6y1cn6929ix4,0,50.1,93.8,2024-08-10T13:29:12.829Z,2024-08-10T13:29:13Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5139189873,140,62.2,5139189879,213,6.11,5139189877,212,12.9,5139189875,141,90.6,5139189871,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255819,604,61,2,69,35,7gkglopz9cjsysn2u6sbhuvc5,1,37.8,10.1,2024-08-10T13:29:14.228Z,2024-08-10T13:29:14Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5139189907,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255839,605,5,2,69,35,7gkglopz9cjsysn2u6sbhuvc5,0,39.3,-1.7000000000000002,2024-08-10T13:29:14.414Z,2024-08-10T14:24:54Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5139189995,56,Back,5139189997,347,,5139190799,233,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255969,618,5,2,69,35,b8oqgvx1ijeyn6y1cn6929ix4,1,60.7,101.7,2024-08-10T13:29:14.414Z,2024-08-10T14:24:54Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5139190793,233,605,5139190731,347,,5139190729,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255983,619,1,2,69,51,b8oqgvx1ijeyn6y1cn6929ix4,0,55.5,100.0,2024-08-10T13:29:29.957Z,2024-08-10T13:29:32Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139190849,140,86.7,5139190847,56,Left,5139190853,212,33.1,5139190857,1,,5139190845,107,,5139190855,213,6.14,5139190851,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255999,606,12,2,69,54,7gkglopz9cjsysn2u6sbhuvc5,1,10.6,11.3,2024-08-10T13:29:33.045Z,2024-08-10T13:29:35Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5139190943,213,5.52,5139190939,141,0.0,5139190937,140,19.1,5139190963,167,,5139190941,212,12.4,5139190935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256001,607,5,2,69,54,7gkglopz9cjsysn2u6sbhuvc5,0,20.4,-1.2,2024-08-10T13:29:33.838Z,2024-08-10T14:24:55Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5139190945,56,Back,5139190947,347,,5139192161,233,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256201,620,5,2,69,54,b8oqgvx1ijeyn6y1cn6929ix4,1,79.6,101.2,2024-08-10T13:29:33.838Z,2024-08-10T14:24:55Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139192141,233,607,5139192067,56,Left,5139192069,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256221,621,1,2,70,20,b8oqgvx1ijeyn6y1cn6929ix4,1,75.8,100.0,2024-08-10T13:29:59.093Z,2024-08-10T13:30:00Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5139192213,107,,5139192221,212,17.2,5139192219,141,89.1,5139192217,140,61.4,5139192215,56,Left,5139192223,213,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256223,622,1,2,70,20,b8oqgvx1ijeyn6y1cn6929ix4,1,61.4,89.1,2024-08-10T13:29:59.901Z,2024-08-10T13:30:01Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139192243,213,0.01,5139192237,140,77.9,5139192239,141,89.3,5139192235,56,Left,5139192241,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256239,623,1,2,70,22,b8oqgvx1ijeyn6y1cn6929ix4,1,77.9,89.3,2024-08-10T13:30:01.139Z,2024-08-10T13:30:03Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5139192319,56,Left,5139192323,141,90.9,5139192327,213,3.05,5139192321,140,67.0,5139192325,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256245,624,1,2,70,23,b8oqgvx1ijeyn6y1cn6929ix4,0,65.5,90.8,2024-08-10T13:30:02.893Z,2024-08-10T13:30:04Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139192351,141,100.0,5139192355,213,0.21,5139192349,140,94.6,5139192347,56,Left,5139192353,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256363,608,5,2,70,24,7gkglopz9cjsysn2u6sbhuvc5,1,10.4,-0.7000000000000001,2024-08-10T13:30:02.958Z,2024-08-10T14:24:55Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5139193023,56,Back,5139193025,347,,5139193907,233,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256251,625,5,2,70,24,b8oqgvx1ijeyn6y1cn6929ix4,0,89.6,100.7,2024-08-10T13:30:02.958Z,2024-08-10T14:24:56Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139192391,347,,5139192387,56,Left,5139193937,233,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256379,609,1,2,70,45,7gkglopz9cjsysn2u6sbhuvc5,1,12.6,0.0,2024-08-10T13:30:24.077Z,2024-08-10T13:30:26Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5139193149,140,29.0,5139193153,212,19.3,5139193141,107,,5139193145,56,Back,5139193151,141,10.7,5139193155,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256383,610,44,2,70,47,7gkglopz9cjsysn2u6sbhuvc5,1,30.2,14.3,2024-08-10T13:30:26.228Z,2024-08-10T14:20:49Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5139193177,285,,5139193175,56,Back,5139193249,233,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256389,627,44,2,70,47,b8oqgvx1ijeyn6y1cn6929ix4,0,69.8,85.7,2024-08-10T13:30:26.229Z,2024-08-10T14:20:49Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139193203,56,Left,5139193265,233,610,5139193205,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256393,611,1,2,70,47,7gkglopz9cjsysn2u6sbhuvc5,0,29.0,10.7,2024-08-10T13:30:26.404Z,2024-08-10T13:30:28Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5139193215,140,34.4,5139193211,168,,5139193221,213,0.73,5139193217,141,18.2,5139193219,212,7.6,5139193209,3,,5139193213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256415,628,1,2,70,51,b8oqgvx1ijeyn6y1cn6929ix4,0,57.0,74.2,2024-08-10T13:30:29.990Z,2024-08-10T13:30:31Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5139193333,140,89.3,5139193339,213,0.16,5139193329,157,,5139193337,212,34.4,5139193341,1,,5139193335,141,82.3,5139193331,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256425,612,1,2,70,52,7gkglopz9cjsysn2u6sbhuvc5,0,12.2,17.9,2024-08-10T13:30:31.646Z,2024-08-10T13:30:33Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5139193399,157,,5139193407,212,30.2,5139193409,213,6.22,5139193403,140,40.9,5139193401,56,Back,5139193405,141,15.3,5139193411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256439,629,1,2,70,54,b8oqgvx1ijeyn6y1cn6929ix4,0,69.5,81.4,2024-08-10T13:30:33.836Z,2024-08-10T13:30:35Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5139193489,213,5.60,5139193487,212,11.0,5139193483,140,77.6,5139193481,56,Center,5139193485,141,71.2,5139193479,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256443,613,1,2,70,56,7gkglopz9cjsysn2u6sbhuvc5,0,31.4,31.8,2024-08-10T13:30:35.436Z,2024-08-10T13:30:36Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5139193513,213,5.31,5139193509,141,22.2,5139193507,140,35.6,5139193503,3,,5139193505,56,Back,5139193511,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256463,630,1,2,70,58,b8oqgvx1ijeyn6y1cn6929ix4,1,68.9,76.0,2024-08-10T13:30:37.412Z,2024-08-10T13:30:38Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5139193617,213,5.28,5139193613,141,63.3,5139193609,56,Center,5139193615,212,10.2,5139193611,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256501,632,1,2,71,1,b8oqgvx1ijeyn6y1cn6929ix4,1,73.2,56.3,2024-08-10T13:30:40.045Z,2024-08-10T13:30:43Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5139193841,212,15.6,5139193843,213,4.71,5139193835,56,Center,5139193839,141,33.4,5139193837,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256521,633,1,2,71,4,b8oqgvx1ijeyn6y1cn6929ix4,1,79.5,33.9,2024-08-10T13:30:43.244Z,2024-08-10T13:30:46Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5139193933,213,6.04,5139193929,141,28.5,5139193927,140,93.6,5139193931,212,15.3,5139193925,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256527,634,1,2,71,6,b8oqgvx1ijeyn6y1cn6929ix4,0,97.6,26.2,2024-08-10T13:30:45.820Z,2024-08-10T13:31:17Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5139193971,140,98.2,5139193975,212,15.0,5139193965,2,,5139193977,213,1.53,5139193969,56,Center,5139193973,141,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256615,615,1,2,71,20,7gkglopz9cjsysn2u6sbhuvc5,1,10.2,58.4,2024-08-10T13:30:59.917Z,2024-08-10T13:31:01Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5139194443,213,1.10,5139194435,56,Back,5139194439,141,80.3,5139194437,140,17.4,5139194433,123,,5139194441,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256631,616,1,2,71,22,7gkglopz9cjsysn2u6sbhuvc5,1,17.4,80.3,2024-08-10T13:31:01.067Z,2024-08-10T13:31:02Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5139194511,213,3.73,5139194505,140,10.3,5139194503,56,Back,5139194509,212,9.0,5139194507,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256635,617,1,2,71,23,7gkglopz9cjsysn2u6sbhuvc5,0,10.3,73.0,2024-08-10T13:31:02.205Z,2024-08-10T13:31:02Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5139194533,212,22.8,5139194529,140,31.2,5139194527,56,Back,5139194531,141,82.3,5139194535,213,0.28,5139194525,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256641,635,8,2,71,24,b8oqgvx1ijeyn6y1cn6929ix4,1,68.0,23.0,2024-08-10T13:31:03.069Z,2024-08-10T13:31:03Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5139194555,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256659,618,1,2,71,25,7gkglopz9cjsysn2u6sbhuvc5,0,22.2,72.1,2024-08-10T13:31:04.260Z,2024-08-10T13:31:06Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5139194647,140,44.8,5139194649,141,33.4,5139194645,56,Back,5139194653,213,5.45,5139194651,212,35.4,5139194643,157,,5139194655,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256675,636,61,2,71,29,b8oqgvx1ijeyn6y1cn6929ix4,0,66.6,67.6,2024-08-10T13:31:08.348Z,2024-08-10T13:31:08Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5139194753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256691,619,4,2,71,31,7gkglopz9cjsysn2u6sbhuvc5,1,30.0,34.0,2024-08-10T13:31:10.013Z,2024-08-10T13:31:14Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5139194853,285,,5139194849,152,,5139194847,56,Back,5139194845,13,,5139194855,233,637,5139194851,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256695,637,4,2,71,31,b8oqgvx1ijeyn6y1cn6929ix4,0,70.0,66.0,2024-08-10T13:31:10.014Z,2024-08-10T14:44:07Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5139194831,13,,5139194835,152,,5139194833,56,Center,5139470021,55,638,5139194861,233,619,5139194837,265,,5139194839,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256827,638,17,2,71,52,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-10T13:31:31.276Z,2024-08-10T14:44:10Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5139195681,392,,5139470011,55,637,5139195679,31,,5139195683,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256957,624,18,2,72,15,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-10T13:31:54.114Z,2024-08-10T13:32:31Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5139196281,55,625,5139196231,42,,5139196235,59,7,5139196233,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256967,625,19,2,72,15,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-10T13:31:54.115Z,2024-08-10T13:32:31Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5139196241,42,,5139196245,145,7,5139196251,55,624,5139196497,293,0,5139196249,44,Midfielder,5139196247,59,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707257135,626,1,2,72,36,7gkglopz9cjsysn2u6sbhuvc5,0,31.7,36.9,2024-08-10T13:32:15.132Z,2024-08-10T14:43:17Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5139197105,196,,5139197115,213,0.88,5139197111,141,100.0,5139465015,152,,5139197107,56,Left,5139197113,212,56.6,5139197109,140,66.1,5139465013,5,,5139197117,1,,5139197103,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
