id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId
2734878929,681,43,2,77,51,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-18T18:36:38.412Z,2024-10-18T18:38:37Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5290704463,399,uiyol728wan4mxco2foplknp,5290719145,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734879017,694,50,2,77,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.4,76.4,2024-10-18T18:36:41.367Z,2024-10-18T18:37:00Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5290704257,286,,5290706757,233,682,5290704255,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734879027,682,7,2,77,54,b8oqgvx1ijeyn6y1cn6929ix4,1,42.6,23.6,2024-10-18T18:36:41.368Z,2024-10-18T19:10:06Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5290706699,233,694,5290706623,285,,5290706621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734879085,684,1,2,77,56,b8oqgvx1ijeyn6y1cn6929ix4,1,42.8,23.7,2024-10-18T18:36:43.501Z,2024-10-18T18:36:44Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5290704591,141,14.6,5290704595,213,3.62,5290704589,140,31.4,5290704593,212,13.5,5290704587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734879195,685,1,2,77,57,b8oqgvx1ijeyn6y1cn6929ix4,1,31.4,14.6,2024-10-18T18:36:44.389Z,2024-10-18T18:36:49Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5290705303,213,6.07,5290705301,212,26.6,5290705295,140,56.1,5290705299,141,6.2,5290705291,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734879211,686,1,2,78,2,b8oqgvx1ijeyn6y1cn6929ix4,0,78.4,12.5,2024-10-18T18:36:49.300Z,2024-10-18T18:36:51Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5290705393,141,52.4,5290705397,213,1.18,5290705395,212,29.3,5290705391,140,89.0,5290705389,56,Center,5290705385,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734879253,695,12,2,78,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.1,59.3,2024-10-18T18:36:49.663Z,2024-10-18T18:36:51Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5290705663,212,15.2,5290705659,140,19.2,5290705661,141,39.8,5290705665,213,5.22,5290705657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734879367,697,12,2,78,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.1,23.1,2024-10-18T18:36:53.832Z,2024-10-18T19:07:51Z,b8tw9d3b8tgnfezy68vadwnx0,F. Karlsen,,,5290706287,213,5.32,5290706283,141,0.0,5290706281,140,14.9,5290706285,212,20.0,5290706279,56,Back,5290706433,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734879421,687,5,2,78,8,b8oqgvx1ijeyn6y1cn6929ix4,1,86.1,101.2,2024-10-18T18:36:55.540Z,2024-10-18T19:15:02Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5290706599,56,Left,5290706859,233,698,5290706603,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734879379,698,5,2,78,8,aqtkb4mgrz8c6iqfufj6qjbv9,0,13.9,-1.2,2024-10-18T18:36:55.540Z,2024-10-18T19:15:02Z,b8tw9d3b8tgnfezy68vadwnx0,F. Karlsen,,,5290706363,56,Back,5290706939,233,687,5290706365,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880171,688,1,2,78,44,b8oqgvx1ijeyn6y1cn6929ix4,0,81.6,100.0,2024-10-18T18:37:31.669Z,2024-10-18T18:37:35Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5290711105,212,24.4,5290711109,1,,5290711103,141,67.5,5290711107,213,5.07,5290711097,56,Center,5290711099,140,89.8,5290711095,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880189,699,44,2,78,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,11.0,36.6,2024-10-18T18:37:34.524Z,2024-10-18T19:14:09Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5290711203,56,Back,5290711435,233,689,5290711205,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880187,689,44,2,78,47,b8oqgvx1ijeyn6y1cn6929ix4,0,89.0,63.4,2024-10-18T18:37:34.525Z,2024-10-18T19:14:09Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5290711513,233,699,5290711189,56,Center,5290711191,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880201,700,12,2,78,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.2,43.3,2024-10-18T18:37:35.183Z,2024-10-18T18:37:45Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5290711311,213,0.98,5290711293,56,Back,5290711301,141,64.8,5290711297,140,21.6,5290711307,212,17.6,5290711355,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880349,690,1,2,78,51,b8oqgvx1ijeyn6y1cn6929ix4,1,85.0,21.9,2024-10-18T18:37:39.237Z,2024-10-18T18:37:41Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5290712063,213,1.25,5290712059,141,35.8,5290712055,56,Center,5290712061,212,10.0,5290712057,140,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880409,691,1,2,78,54,b8oqgvx1ijeyn6y1cn6929ix4,1,89.8,34.0,2024-10-18T18:37:41.397Z,2024-10-18T18:37:43Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5290712335,141,15.5,5290712339,213,4.83,5290712337,212,12.7,5290712333,140,91.2,5290712329,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880427,692,1,2,78,56,b8oqgvx1ijeyn6y1cn6929ix4,0,91.2,15.5,2024-10-18T18:37:43.301Z,2024-10-18T18:37:46Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5290712473,140,97.5,5290712467,155,,5290712477,141,52.2,5290712465,2,,5290712471,56,Center,5290712485,213,1.31,5290712481,212,25.8,5290712709,233,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880453,701,11,2,78,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,3.0,47.8,2024-10-18T18:37:45.327Z,2024-10-18T18:37:46Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5290712767,233,692,5290712647,88,,5290712645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880535,702,1,2,79,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,10.5,38.5,2024-10-18T18:37:47.719Z,2024-10-18T18:37:56Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5290713047,123,,5290713063,213,6.06,5290713049,56,Back,5290713061,212,21.7,5290713057,141,31.3,5290713053,140,30.6,5290713087,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880633,693,83,2,79,5,b8oqgvx1ijeyn6y1cn6929ix4,0,57.2,77.6,2024-10-18T18:37:52.725Z,2024-10-18T18:38:00Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5290714447,399,uiyol728wan4mxco2foplknp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880647,694,83,2,79,6,b8oqgvx1ijeyn6y1cn6929ix4,0,55.1,75.6,2024-10-18T18:37:53.718Z,2024-10-18T18:37:59Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5290714387,399,uiyol728wan4mxco2foplknp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880731,703,4,2,79,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.9,23.5,2024-10-18T18:37:56.167Z,2024-10-18T19:09:49Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5290714157,286,,5290714149,13,,5290714153,56,Back,5290714151,295,,5290714155,152,,5290714543,233,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880725,695,4,2,79,8,b8oqgvx1ijeyn6y1cn6929ix4,0,61.1,76.5,2024-10-18T18:37:56.168Z,2024-10-18T19:09:49Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5290714325,295,,5290714329,152,,5290714327,56,Center,5290715345,55,696,5290714323,13,,5290714667,233,703,5290714331,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734880843,696,17,2,79,14,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-18T18:38:01.861Z,2024-10-18T18:38:05Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5290715303,31,,5290715313,55,695,5290715307,393,,5290715311,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734881563,704,18,2,79,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-10-18T18:38:32.497Z,2024-10-18T18:38:33Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5290718567,44,Forward,5290718693,55,705,5290718565,42,,5290718569,59,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734881581,705,19,2,79,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-10-18T18:38:32.498Z,2024-10-18T19:17:29Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5290718657,42,,5290718661,145,11,5290718665,44,Midfielder,5290963673,293,4,5290718667,55,704,5290963671,292,5,5290718663,59,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734882025,697,18,2,80,6,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-18T18:38:53.786Z,2024-10-18T18:38:57Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5290721093,42,,5290721097,59,16,5290721185,55,698,5290721095,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734882033,698,19,2,80,6,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-18T18:38:53.787Z,2024-10-18T21:23:30Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5290721153,292,9,5290721157,44,Forward,5290721149,145,9,5290721145,42,,5290721159,55,697,5290721151,59,22,5290721155,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734882303,706,1,2,80,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.0,30.0,2024-10-18T18:39:06.568Z,2024-10-18T18:39:08Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5290722779,5,,5290722791,212,20.0,5290722789,141,58.8,5290722781,152,,5290722793,213,1.78,5290722783,56,Back,5290722787,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734882351,707,1,2,80,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.1,59.0,2024-10-18T18:39:07.855Z,2024-10-18T18:39:10Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5290723031,56,Back,5290723039,213,1.37,5290723035,141,89.9,5290723037,212,21.4,5290723033,140,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734882467,708,1,2,80,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.1,89.9,2024-10-18T18:39:10.089Z,2024-10-18T18:39:29Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5290723677,212,41.0,5290723673,140,82.1,5290723681,1,,5290723679,213,0.07,5290723675,141,94.1,5290723671,56,Left,5290725437,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734882477,709,61,2,80,28,aqtkb4mgrz8c6iqfufj6qjbv9,0,90.9,94.7,2024-10-18T18:39:15.439Z,2024-10-18T18:39:16Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5290723739,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734882955,699,5,2,80,29,b8oqgvx1ijeyn6y1cn6929ix4,1,-0.9,12.4,2024-10-18T18:39:16.353Z,2024-10-18T19:15:04Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5290726377,56,Back,5290726505,233,710,5290726379,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734882495,710,5,2,80,29,aqtkb4mgrz8c6iqfufj6qjbv9,0,100.9,87.6,2024-10-18T18:39:16.353Z,2024-10-18T19:15:04Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5290723809,56,Left,5290726571,233,699,5290723813,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734883103,700,1,2,80,53,b8oqgvx1ijeyn6y1cn6929ix4,1,5.3,61.8,2024-10-18T18:39:40.911Z,2024-10-18T18:39:45Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5290727257,237,,5290727241,56,Back,5290727245,141,48.7,5290727247,212,9.1,5290727251,213,4.49,5290727243,140,3.4,5290727239,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734883167,701,1,2,80,58,b8oqgvx1ijeyn6y1cn6929ix4,1,4.2,43.7,2024-10-18T18:39:45.328Z,2024-10-18T18:39:47Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5290727633,157,,5290727645,1,,5290727641,212,55.3,5290727637,140,54.3,5290727639,141,18.5,5290727643,213,5.97,5290727635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734883229,702,1,2,81,0,b8oqgvx1ijeyn6y1cn6929ix4,1,54.3,18.5,2024-10-18T18:39:47.631Z,2024-10-18T18:39:50Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5290727953,213,3.68,5290727945,56,Back,5290727949,141,6.1,5290727943,3,,5290727951,212,16.5,5290727947,140,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734883331,703,1,2,81,2,b8oqgvx1ijeyn6y1cn6929ix4,1,40.8,6.1,2024-10-18T18:39:50.071Z,2024-10-18T18:39:53Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5290728551,213,0.51,5290728547,212,31.7,5290728539,56,Center,5290728543,141,28.9,5290728541,140,67.1,5290728537,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734883351,704,44,2,81,5,b8oqgvx1ijeyn6y1cn6929ix4,1,67.8,25.5,2024-10-18T18:39:52.288Z,2024-10-18T19:14:10Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5290728631,286,,5290728627,56,Center,5290728711,233,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734883315,711,44,2,81,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,32.2,74.5,2024-10-18T18:39:52.289Z,2024-10-18T19:14:10Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5290728733,233,704,5290728391,285,,5290728389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734883413,705,1,2,81,5,b8oqgvx1ijeyn6y1cn6929ix4,1,67.1,28.9,2024-10-18T18:39:53.063Z,2024-10-18T19:08:00Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5290728989,3,,5290728999,212,17.0,5290728991,56,Right,5290728995,141,7.3,5290728993,140,75.3,5290729001,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734883459,706,1,2,81,9,b8oqgvx1ijeyn6y1cn6929ix4,1,78.3,8.2,2024-10-18T18:39:57.071Z,2024-10-18T18:39:59Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5290729283,213,3.14,5290729279,212,9.1,5290729275,140,69.6,5290729273,56,Right,5290729277,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734883539,707,1,2,81,12,b8oqgvx1ijeyn6y1cn6929ix4,0,69.6,8.8,2024-10-18T18:39:59.311Z,2024-10-18T18:40:07Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5290729713,141,62.4,5290729717,213,1.18,5290729711,140,84.0,5290729719,1,,5290729715,212,39.5,5290729707,155,,5290729709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734883637,712,12,2,81,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,15.6,29.1,2024-10-18T18:40:04.826Z,2024-10-18T18:40:16Z,b8tw9d3b8tgnfezy68vadwnx0,F. Karlsen,,,5290730177,213,5.68,5290730173,141,19.1,5290730271,15,,5290730175,212,12.1,5290730171,140,25.1,5290730169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734883849,708,1,2,81,20,b8oqgvx1ijeyn6y1cn6929ix4,1,74.4,73.3,2024-10-18T18:40:07.920Z,2024-10-18T18:40:13Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5290731183,212,14.2,5290731179,140,63.3,5290731177,56,Left,5290731185,213,2.53,5290731181,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734883867,709,1,2,81,26,b8oqgvx1ijeyn6y1cn6929ix4,0,72.3,72.4,2024-10-18T18:40:13.544Z,2024-10-18T18:40:15Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5290731287,212,18.4,5290731283,140,89.8,5290731285,141,70.2,5290731289,213,6.20,5290731281,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734883959,714,1,2,81,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,6.0,28.3,2024-10-18T18:40:16.696Z,2024-10-18T18:40:18Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5290731729,56,Back,5290731731,140,3.7,5290731735,212,12.3,5290731737,213,1.77,5290731733,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884061,715,1,2,81,30,aqtkb4mgrz8c6iqfufj6qjbv9,0,3.2,45.1,2024-10-18T18:40:17.866Z,2024-10-18T18:40:23Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5290732307,157,,5290732309,56,Back,5290732313,141,45.1,5290732317,213,0.00,5290732319,1,,5290732315,212,45.3,5290732311,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884077,710,44,2,81,34,b8oqgvx1ijeyn6y1cn6929ix4,1,52.3,52.9,2024-10-18T18:40:21.695Z,2024-10-18T19:14:11Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5290732401,56,Center,5290732605,233,716,5290732609,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884085,716,44,2,81,34,aqtkb4mgrz8c6iqfufj6qjbv9,0,47.7,47.1,2024-10-18T18:40:21.696Z,2024-10-18T19:14:11Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5290732635,233,710,5290732441,285,,5290732439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884177,711,1,2,81,35,b8oqgvx1ijeyn6y1cn6929ix4,1,49.9,49.6,2024-10-18T18:40:22.495Z,2024-10-18T18:40:27Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5290732953,56,Back,5290732957,141,18.3,5290732961,213,4.54,5290732955,140,46.4,5290732951,3,,5290732959,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884251,713,50,2,81,43,b8oqgvx1ijeyn6y1cn6929ix4,1,67.0,14.2,2024-10-18T18:40:30.463Z,2024-10-18T18:40:59Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5290733349,286,,5290733347,56,Right,5290737387,233,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884305,717,7,2,81,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.0,85.8,2024-10-18T18:40:30.464Z,2024-10-18T18:40:37Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5290733731,233,713,5290733703,56,Back,5290733701,167,,5290733705,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884523,714,5,2,81,44,b8oqgvx1ijeyn6y1cn6929ix4,1,63.8,-1.3,2024-10-18T18:40:32.032Z,2024-10-18T19:15:04Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5290734967,347,,5290735075,233,718,5290734965,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884445,718,5,2,81,44,aqtkb4mgrz8c6iqfufj6qjbv9,0,36.2,101.3,2024-10-18T18:40:32.032Z,2024-10-18T19:15:05Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5290734515,347,,5290734513,56,Back,5290735125,233,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884591,715,1,2,81,53,b8oqgvx1ijeyn6y1cn6929ix4,1,60.4,0.0,2024-10-18T18:40:41.240Z,2024-10-18T18:40:44Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5290735367,212,19.2,5290735359,107,,5290735363,140,56.2,5290735365,141,25.9,5290735369,213,1.80,5290735361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884689,716,1,2,81,56,b8oqgvx1ijeyn6y1cn6929ix4,0,56.6,48.7,2024-10-18T18:40:43.816Z,2024-10-18T18:40:48Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5290735873,56,Center,5290735875,140,100.0,5290735879,141,25.6,5290735869,155,,5290735881,212,48.6,5290735893,1,,5290735887,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884707,717,5,2,82,0,b8oqgvx1ijeyn6y1cn6929ix4,0,100.8,23.8,2024-10-18T18:40:47.290Z,2024-10-18T19:15:06Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5290737035,233,719,5290735969,56,Center,5290735971,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884879,719,5,2,82,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,-0.8,76.2,2024-10-18T18:40:47.290Z,2024-10-18T19:15:05Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5290736901,346,,5290737017,233,717,5290736895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884927,720,1,2,82,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,3.7,55.5,2024-10-18T18:40:55.384Z,2024-10-18T18:40:57Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5290737159,56,Back,5290737167,213,6.09,5290737163,141,52.4,5290737161,140,14.0,5290737165,212,11.0,5290737157,124,,5290737171,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734884983,721,1,2,82,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.2,48.2,2024-10-18T18:40:57Z,2024-10-18T18:41:00Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5290737509,56,Back,5290737515,212,27.5,5290737511,140,16.0,5290737513,141,7.9,5290737517,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734885045,722,1,2,82,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.9,6.2,2024-10-18T18:41:00Z,2024-10-18T18:41:02Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5290737865,141,3.4,5290737869,213,6.16,5290737861,56,Back,5290737867,212,16.0,5290737863,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734885069,723,1,2,82,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.6,3.4,2024-10-18T18:41:02.400Z,2024-10-18T18:41:03Z,b8tw9d3b8tgnfezy68vadwnx0,F. Karlsen,,,5290737993,212,11.9,5290737987,56,Back,5290737989,140,22.1,5290737995,213,2.42,5290737991,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734885101,724,1,2,82,16,aqtkb4mgrz8c6iqfufj6qjbv9,0,22.1,14.9,2024-10-18T18:41:03.409Z,2024-10-18T18:41:04Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5290738171,56,Center,5290738179,213,0.17,5290738175,141,23.4,5290738181,1,,5290738173,140,54.7,5290738177,212,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734885237,725,4,2,82,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.2,24.8,2024-10-18T18:41:05.639Z,2024-10-18T19:09:50Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5290739043,286,,5290739039,152,,5290739041,265,,5290739027,56,Center,5290739865,233,718,5290739025,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734885129,718,4,2,82,18,b8oqgvx1ijeyn6y1cn6929ix4,0,45.8,75.2,2024-10-18T18:41:05.640Z,2024-10-18T19:09:50Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5290738321,56,Back,5290739797,13,,5290739975,233,725,5290739809,285,,5290739805,265,,5290739801,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734885515,719,27,2,82,34,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-18T18:41:21.384Z,2024-10-18T18:41:25Z,,,,,5290740831,233,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
