id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value
2711326043,663,1,2,71,28,a9vw7ikerpr4cuweeeka5aneg,1,23.9,62.9,2024-08-20T17:27:33.890Z,2024-08-20T17:27:38Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161676351,213,4.78,5161676343,56,Back,5161676345,140,25.2,5161676347,141,34.9,5161676349,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326045,664,1,2,71,33,a9vw7ikerpr4cuweeeka5aneg,1,29.0,34.8,2024-08-20T17:27:38.411Z,2024-08-20T17:27:43Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161676377,212,49.1,5161676369,155,,5161676379,213,0.96,5161676371,56,Left,5161676375,141,93.9,5161676373,140,55.9,5161676381,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326049,665,61,2,71,38,a9vw7ikerpr4cuweeeka5aneg,1,55.9,93.9,2024-08-20T17:27:43.373Z,2024-08-20T17:27:43Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161676387,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326047,524,61,2,71,38,bd4qakf7j0wwie8wke9km7uj8,1,33.0,4.4,2024-08-20T17:27:43.393Z,2024-08-20T17:27:43Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161676385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326051,525,5,2,71,39,bd4qakf7j0wwie8wke9km7uj8,0,39.4,-1.4,2024-08-20T17:27:44.460Z,2024-08-20T18:03:54Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161676395,347,,5161676413,233,666,5161676393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326053,666,5,2,71,39,a9vw7ikerpr4cuweeeka5aneg,1,60.6,101.4,2024-08-20T17:27:44.460Z,2024-08-20T18:03:54Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161676405,233,525,5161676401,56,Left,5161676403,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326055,667,1,2,71,44,a9vw7ikerpr4cuweeeka5aneg,0,53.9,100.0,2024-08-20T17:27:50.170Z,2024-08-20T17:27:52Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161676425,212,24.1,5161676421,140,75.5,5161676445,189,,5161676429,1,,5161676423,141,89.1,5161676417,107,,5161676427,213,5.93,5161676419,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326057,526,12,2,71,45,bd4qakf7j0wwie8wke9km7uj8,1,15.8,5.6,2024-08-20T17:27:50.954Z,2024-08-20T17:27:52Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161676437,212,11.8,5161676439,213,5.91,5161676435,141,0.0,5161676447,167,,5161676431,56,Back,5161676433,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326059,527,5,2,71,46,bd4qakf7j0wwie8wke9km7uj8,0,29.3,-1.1,2024-08-20T17:27:51.779Z,2024-08-20T18:03:55Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161676441,56,Back,5161676443,347,,5161676517,233,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326067,668,5,2,71,46,a9vw7ikerpr4cuweeeka5aneg,1,70.7,101.1,2024-08-20T17:27:51.779Z,2024-08-20T18:03:54Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161676513,233,527,5161676507,56,Left,5161676509,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326071,669,1,2,71,55,a9vw7ikerpr4cuweeeka5aneg,1,65.7,100.0,2024-08-20T17:28:00.723Z,2024-08-20T17:28:05Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161676543,107,,5161676545,56,Left,5161676549,141,82.6,5161676551,212,17.2,5161676547,140,76.5,5161676553,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326073,670,3,2,71,59,a9vw7ikerpr4cuweeeka5aneg,0,82.4,83.2,2024-08-20T17:28:05.135Z,2024-08-20T18:02:54Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5161676557,56,Left,5161676559,286,,5161676629,233,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326079,528,7,2,71,59,bd4qakf7j0wwie8wke9km7uj8,1,17.6,16.8,2024-08-20T17:28:05.136Z,2024-08-20T18:02:53Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161676605,233,670,5161676585,56,Back,5161676587,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326091,530,1,2,72,3,bd4qakf7j0wwie8wke9km7uj8,0,5.5,5.0,2024-08-20T17:28:09.121Z,2024-08-20T17:28:13Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161676687,212,54.9,5161676683,140,54.3,5161676679,157,,5161676685,141,33.8,5161676681,56,Center,5161676691,1,,5161676689,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326101,672,1,2,72,9,a9vw7ikerpr4cuweeeka5aneg,0,46.4,72.1,2024-08-20T17:28:14.450Z,2024-08-20T17:28:20Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161676769,157,,5161676723,56,Left,5161676729,212,21.3,5161676725,140,64.2,5161676727,141,87.1,5161676731,213,0.50,5161676771,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326105,531,1,2,72,11,bd4qakf7j0wwie8wke9km7uj8,1,27.1,14.6,2024-08-20T17:28:16.554Z,2024-08-20T17:28:19Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5161676753,56,Right,5161676759,212,36.8,5161676755,140,61.5,5161676763,1,,5161676757,141,4.1,5161676761,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326109,533,1,2,72,16,bd4qakf7j0wwie8wke9km7uj8,0,87.5,6.1,2024-08-20T17:28:22.121Z,2024-08-20T17:28:24Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161676787,140,97.6,5161676783,155,,5161676793,213,1.19,5161676791,212,28.2,5161676789,141,44.6,5161676781,2,,5161676785,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326117,674,1,2,72,31,a9vw7ikerpr4cuweeeka5aneg,1,12.9,54.0,2024-08-20T17:28:36.676Z,2024-08-20T17:28:40Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5161676877,141,73.5,5161676875,140,17.4,5161676871,123,,5161676879,212,14.1,5161676881,213,1.23,5161676873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326119,675,1,2,72,35,a9vw7ikerpr4cuweeeka5aneg,1,20.7,73.2,2024-08-20T17:28:40.506Z,2024-08-20T17:28:42Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161676887,140,30.4,5161676893,213,0.41,5161676885,56,Back,5161676889,141,79.7,5161676891,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326121,676,1,2,72,37,a9vw7ikerpr4cuweeeka5aneg,1,30.4,79.7,2024-08-20T17:28:42.482Z,2024-08-20T17:28:44Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161676899,56,Back,5161676907,213,2.97,5161676903,141,81.5,5161676901,140,23.8,5161676905,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326123,677,1,2,72,38,a9vw7ikerpr4cuweeeka5aneg,0,23.8,81.5,2024-08-20T17:28:43.851Z,2024-08-20T17:28:45Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161676923,1,,5161676917,141,92.3,5161676919,212,33.2,5161676915,140,54.6,5161676911,155,,5161676913,56,Left,5161676921,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326125,534,1,2,72,41,bd4qakf7j0wwie8wke9km7uj8,1,27.6,9.8,2024-08-20T17:28:47.157Z,2024-08-20T17:28:48Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161676925,3,,5161676929,140,20.4,5161676933,212,12.0,5161676931,141,23.5,5161676935,213,2.25,5161676927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326127,535,1,2,72,43,bd4qakf7j0wwie8wke9km7uj8,0,20.4,23.5,2024-08-20T17:28:48.273Z,2024-08-20T17:28:49Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161676947,212,4.4,5161676939,3,,5161676943,140,19.1,5161676949,213,4.40,5161676945,141,17.3,5161676941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326133,678,1,2,72,46,a9vw7ikerpr4cuweeeka5aneg,1,88.3,75.0,2024-08-20T17:28:51.707Z,2024-08-20T17:28:56Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5161676981,56,Center,5161676985,141,76.4,5161676989,213,2.91,5161676983,140,84.5,5161676987,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326135,679,50,2,72,50,a9vw7ikerpr4cuweeeka5aneg,1,80.9,71.6,2024-08-20T17:28:55.966Z,2024-08-20T18:02:55Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161676995,286,,5161677015,233,536,5161676993,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326137,536,7,2,72,50,bd4qakf7j0wwie8wke9km7uj8,1,19.1,28.4,2024-08-20T17:28:55.967Z,2024-08-20T18:02:54Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161677011,233,679,5161676999,285,,5161676997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326139,537,1,2,72,52,bd4qakf7j0wwie8wke9km7uj8,0,22.1,32.6,2024-08-20T17:28:57.850Z,2024-08-20T17:28:58Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161677009,213,0.93,5161677007,212,2.5,5161677005,141,35.5,5161677001,56,Back,5161677003,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326143,680,61,2,72,55,a9vw7ikerpr4cuweeeka5aneg,1,73.4,72.3,2024-08-20T17:29:00.330Z,2024-08-20T17:29:00Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161677019,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326157,540,1,2,73,0,bd4qakf7j0wwie8wke9km7uj8,1,72.9,53.6,2024-08-20T17:29:05.690Z,2024-08-20T17:29:09Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,,5161677073,140,76.9,5161677075,141,66.8,5161677071,56,Center,5161677077,212,9.9,5161677079,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326149,681,83,2,73,0,a9vw7ikerpr4cuweeeka5aneg,0,26.6,39.4,2024-08-20T17:29:06.076Z,2024-08-20T17:29:12Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161677123,399,m031ocyfq011rual3olkegdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326163,541,1,2,73,3,bd4qakf7j0wwie8wke9km7uj8,0,84.8,65.9,2024-08-20T17:29:09.058Z,2024-08-20T17:29:10Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161677111,212,16.8,5161677109,141,68.3,5161677107,140,100.0,5161677105,56,Center,5161677113,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326165,542,5,2,73,5,bd4qakf7j0wwie8wke9km7uj8,0,100.9,68.9,2024-08-20T17:29:10.725Z,2024-08-20T18:03:55Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161677119,56,Center,5161677121,346,,5161677345,233,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326197,682,5,2,73,5,a9vw7ikerpr4cuweeeka5aneg,1,-0.9,31.1,2024-08-20T17:29:10.725Z,2024-08-20T18:03:55Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5161677311,346,,5161677341,233,542,5161677309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326199,683,18,2,73,38,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-20T17:29:43.453Z,2024-08-20T17:29:44Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161677339,55,684,5161677313,42,,5161677315,44,Midfielder,5161677317,59,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326201,684,19,2,73,38,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-20T17:29:43.454Z,2024-08-20T19:42:14Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5161677333,44,Midfielder,5161677327,59,7,5161677331,293,3,5161677335,55,683,5161677329,292,6,5161677325,145,8,5161677321,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326275,693,18,2,73,41,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-20T17:29:46.415Z,2024-08-20T17:31:22Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161677847,59,14,5161677867,55,694,5161677845,44,Midfielder,5161677843,42,,5161678255,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326277,694,19,2,73,41,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-20T17:29:46.416Z,2024-08-20T17:31:05Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5161677853,145,11,5161677855,59,18,5161677859,293,4,5161677863,55,693,5161677849,42,,5161677857,292,7,5161677861,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326217,685,1,2,73,51,a9vw7ikerpr4cuweeeka5aneg,1,4.9,49.6,2024-08-20T17:29:56.355Z,2024-08-20T17:29:59Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5161677455,140,14.9,5161677451,124,,5161677459,212,15.8,5161677453,56,Back,5161677461,213,0.84,5161677465,237,,5161677457,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326221,686,1,2,73,54,a9vw7ikerpr4cuweeeka5aneg,1,18.7,69.0,2024-08-20T17:29:59.706Z,2024-08-20T17:30:06Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161677501,213,5.38,5161677497,141,58.5,5161677493,56,Back,5161677495,140,24.1,5161677499,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326227,687,1,2,74,0,a9vw7ikerpr4cuweeeka5aneg,1,29.0,57.3,2024-08-20T17:30:06.147Z,2024-08-20T17:30:15Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161677533,141,71.8,5161677531,140,31.7,5161677535,212,10.3,5161677537,213,1.29,5161677529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326241,688,1,2,74,9,a9vw7ikerpr4cuweeeka5aneg,1,36.2,69.0,2024-08-20T17:30:14.994Z,2024-08-20T17:30:21Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161677613,140,34.8,5161677619,213,4.63,5161677617,212,17.9,5161677611,56,Back,5161677615,141,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326243,689,1,2,74,16,a9vw7ikerpr4cuweeeka5aneg,0,43.9,29.5,2024-08-20T17:30:21.754Z,2024-08-20T17:30:24Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161677629,56,Right,5161677637,213,5.82,5161677633,141,0.0,5161677631,140,84.2,5161677635,212,47.2,5161677639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326251,543,5,2,74,18,bd4qakf7j0wwie8wke9km7uj8,1,17.9,101.1,2024-08-20T17:30:24.098Z,2024-08-20T18:03:55Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161677661,56,Back,5161677665,233,690,5161677663,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326247,690,5,2,74,18,a9vw7ikerpr4cuweeeka5aneg,0,82.1,-1.1,2024-08-20T17:30:24.098Z,2024-08-20T18:03:55Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161677671,233,543,5161677645,56,Right,5161677647,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326253,544,1,2,74,22,bd4qakf7j0wwie8wke9km7uj8,1,21.4,100.0,2024-08-20T17:30:27.835Z,2024-08-20T17:30:29Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5161677683,212,9.7,5161677679,140,22.6,5161677675,107,,5161677685,213,4.84,5161677681,141,86.7,5161677677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326261,545,1,2,74,23,bd4qakf7j0wwie8wke9km7uj8,1,22.6,86.7,2024-08-20T17:30:29.187Z,2024-08-20T17:30:32Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161677729,141,94.5,5161677725,56,Back,5161677727,140,17.5,5161677731,212,7.5,5161677733,213,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326263,546,1,2,74,27,bd4qakf7j0wwie8wke9km7uj8,0,5.8,92.7,2024-08-20T17:30:32.652Z,2024-08-20T17:30:33Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5161677761,286,,5161677741,140,9.5,5161677755,236,,5161677739,56,Back,5161677747,213,6.27,5161677743,141,92.6,5161677757,233,691,5161677737,157,,5161677745,212,5161677749,1,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326265,691,74,2,74,27,a9vw7ikerpr4cuweeeka5aneg,1,81.1,16.7,2024-08-20T17:30:32.653Z,2024-08-20T18:02:42Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161677753,285,,5161677765,233,546,5161677751,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326279,547,5,2,74,29,bd4qakf7j0wwie8wke9km7uj8,1,17.9,100.8,2024-08-20T17:30:34.245Z,2024-08-20T18:03:56Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5161677885,233,692,5161677869,56,Back,5161677871,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326269,692,5,2,74,29,a9vw7ikerpr4cuweeeka5aneg,0,82.1,-0.8,2024-08-20T17:30:34.245Z,2024-08-20T18:03:56Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161677889,233,547,5161677785,56,Right,5161677787,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326283,548,1,2,74,38,bd4qakf7j0wwie8wke9km7uj8,1,17.9,100.0,2024-08-20T17:30:44.027Z,2024-08-20T17:30:47Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5161677893,107,,5161677895,56,Back,5161677899,141,95.4,5161677901,212,13.4,5161677903,213,5.97,5161677897,140,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326285,549,61,2,74,41,bd4qakf7j0wwie8wke9km7uj8,0,30.1,95.4,2024-08-20T17:30:47.075Z,2024-08-20T17:30:47Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161677913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326289,695,61,2,74,42,a9vw7ikerpr4cuweeeka5aneg,0,61.1,19.5,2024-08-20T17:30:47.842Z,2024-08-20T17:30:48Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161677929,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326295,550,61,2,74,44,bd4qakf7j0wwie8wke9km7uj8,1,28.0,88.2,2024-08-20T17:30:49.957Z,2024-08-20T17:30:50Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5161677945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326299,696,61,2,74,45,a9vw7ikerpr4cuweeeka5aneg,1,59.6,24.1,2024-08-20T17:30:51.242Z,2024-08-20T19:31:01Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5161677961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326301,551,61,2,74,46,bd4qakf7j0wwie8wke9km7uj8,1,29.1,84.3,2024-08-20T17:30:51.773Z,2024-08-20T17:30:51Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161677963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326311,698,1,2,74,47,a9vw7ikerpr4cuweeeka5aneg,0,58.4,30.1,2024-08-20T17:30:52.794Z,2024-08-20T17:34:56Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5161678027,212,7.8,5161680465,286,,5161680461,233,552,5161678025,141,41.6,5161678021,56,Center,5161678029,213,1.53,5161678023,140,58.7,5161680459,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326305,552,74,2,74,47,bd4qakf7j0wwie8wke9km7uj8,1,27.3,72.9,2024-08-20T17:30:52.795Z,2024-08-20T18:02:42Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5161677995,56,Back,5161680471,233,698,5161677997,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326319,699,4,2,74,52,a9vw7ikerpr4cuweeeka5aneg,1,70.8,48.8,2024-08-20T17:30:57.786Z,2024-08-20T17:37:17Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5161682735,295,,5161678105,152,,5161678101,13,,5161678109,286,,5161678133,233,555,5161678103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326315,555,4,2,74,52,bd4qakf7j0wwie8wke9km7uj8,0,29.2,51.2,2024-08-20T17:30:57.787Z,2024-08-20T17:37:17Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161678137,233,699,5161678431,295,,5161678125,56,Back,5161678123,13,,5161678127,152,,5161678131,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326367,700,15,2,76,1,a9vw7ikerpr4cuweeeka5aneg,1,73.4,51.5,2024-08-20T17:32:07.028Z,2024-08-20T18:35:32Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5161682825,79,,5161682837,147,52.3,5161682829,103,20.8,5161682843,233,556,5161683475,26,,5161682835,146,82.8,5161682839,230,97.8,5161682827,102,50.6,5161682833,82,5161682631,18,,,5161682841,231,5161680059,56,5161680081,20,5161682831,458,,,,,,,,,,Center,,,,50,,,,,,,,,
2711326357,556,10,2,76,1,bd4qakf7j0wwie8wke9km7uj8,1,17.2,47.7,2024-08-20T17:32:07.128Z,2024-08-20T19:10:06Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161678439,56,Back,5161678437,94,,5161682847,233,700,5161678461,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326385,557,5,2,76,4,bd4qakf7j0wwie8wke9km7uj8,0,19.4,101.1,2024-08-20T17:32:09.513Z,2024-08-20T18:03:56Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161680413,233,701,5161678597,56,Back,5161678599,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326383,701,5,2,76,4,a9vw7ikerpr4cuweeeka5aneg,1,80.6,-1.1,2024-08-20T17:32:09.513Z,2024-08-20T18:03:56Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161680387,233,557,5161678591,347,,5161678589,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326387,558,18,2,76,22,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-08-20T17:32:27.683Z,2024-08-20T17:32:29Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161678603,44,Forward,5161678601,42,,5161678621,55,559,5161678605,59,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
