id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/16/value
2743750589,538,1,2,64,2,dbl7ir1qugqz8nvp1vzn8im50,1,53.2,81.8,2024-11-03T15:21:03.948Z,2024-11-03T15:21:08Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5339009189,213,0.53,5339009183,140,66.1,5339009185,141,93.5,5339009181,56,Left,5339009187,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743750611,539,1,2,64,7,dbl7ir1qugqz8nvp1vzn8im50,1,68.0,94.2,2024-11-03T15:21:08.780Z,2024-11-03T15:21:09Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5339009351,56,Left,5339009357,212,10.5,5339009359,213,4.91,5339009355,141,79.1,5339009353,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743750653,540,1,2,64,8,dbl7ir1qugqz8nvp1vzn8im50,1,70.0,79.1,2024-11-03T15:21:09.795Z,2024-11-03T15:21:11Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5339009557,212,11.8,5339009551,56,Left,5339009559,213,1.59,5339009555,141,96.5,5339009553,140,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743750681,541,1,2,64,9,dbl7ir1qugqz8nvp1vzn8im50,1,69.8,96.5,2024-11-03T15:21:10.947Z,2024-11-03T15:21:12Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5339009747,141,85.1,5339009745,140,61.7,5339009755,213,3.88,5339009743,56,Left,5339009751,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743750699,542,1,2,64,11,dbl7ir1qugqz8nvp1vzn8im50,1,61.7,85.1,2024-11-03T15:21:12.428Z,2024-11-03T15:21:13Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5339009865,213,5.85,5339009863,212,10.7,5339009857,56,Center,5339009861,141,78.5,5339009859,140,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743750723,543,1,2,64,11,dbl7ir1qugqz8nvp1vzn8im50,1,71.0,78.5,2024-11-03T15:21:13.300Z,2024-11-03T15:21:14Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5339009999,141,94.8,5339010027,156,,5339010001,212,11.1,5339009997,140,71.4,5339010003,213,1.53,5339009995,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743750787,544,1,2,64,16,dbl7ir1qugqz8nvp1vzn8im50,1,74.7,93.8,2024-11-03T15:21:17.771Z,2024-11-03T15:21:18Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5339010431,141,88.9,5339010435,213,3.71,5339010427,56,Left,5339010429,140,69.7,5339010433,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743750801,545,1,2,64,17,dbl7ir1qugqz8nvp1vzn8im50,1,69.7,88.9,2024-11-03T15:21:18.388Z,2024-11-03T15:21:19Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5339010515,140,76.1,5339010513,56,Left,5339010523,213,0.54,5339010521,212,7.8,5339010517,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743750899,546,1,2,64,18,dbl7ir1qugqz8nvp1vzn8im50,1,75.1,94.2,2024-11-03T15:21:19.691Z,2024-11-03T15:21:28Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5339010991,141,79.5,5339011429,1,,5339010989,140,41.3,5339010995,213,3.42,5339010987,56,Back,5339010993,212,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743750985,547,1,2,64,22,dbl7ir1qugqz8nvp1vzn8im50,1,45.6,69.6,2024-11-03T15:21:23.571Z,2024-11-03T15:21:27Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5339011419,212,22.4,5339011413,56,Back,5339011417,141,43.4,5339011415,140,32.7,5339011421,213,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751051,548,1,2,64,28,dbl7ir1qugqz8nvp1vzn8im50,1,35.1,51.8,2024-11-03T15:21:29.340Z,2024-11-03T15:21:30Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5339011709,141,58.4,5339011707,140,11.6,5339011711,212,25.1,5339011713,213,2.96,5339011705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751149,549,1,2,64,29,dbl7ir1qugqz8nvp1vzn8im50,1,11.6,58.4,2024-11-03T15:21:30.523Z,2024-11-03T15:21:35Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5339012259,141,27.7,5339012261,212,23.4,5339012257,140,21.7,5339012255,56,Back,5339012265,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751197,550,1,2,64,33,dbl7ir1qugqz8nvp1vzn8im50,0,30.2,8.6,2024-11-03T15:21:35.228Z,2024-11-03T15:21:37Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5339012555,141,59.9,5339012553,140,59.6,5339012549,155,,5339012561,1,,5339012551,56,Center,5339012557,212,46.6,5339012559,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751221,692,1,2,64,36,6wwwud48qahpwrfxs20334qk5,1,38.5,36.7,2024-11-03T15:21:37.756Z,2024-11-03T15:21:39Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5339012667,56,Back,5339012729,212,11.2,5339012733,213,0.88,5339012669,140,45.3,5339012671,141,49.3,5339012665,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751367,694,1,2,64,40,6wwwud48qahpwrfxs20334qk5,1,56.7,30.6,2024-11-03T15:21:41.796Z,2024-11-03T15:21:45Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5339013447,213,5.35,5339013441,212,17.2,5339013431,140,66.4,5339013425,56,Right,5339013435,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751377,695,3,2,64,44,6wwwud48qahpwrfxs20334qk5,0,70.8,6.4,2024-11-03T15:21:45.620Z,2024-11-03T15:21:46Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5339013513,56,Right,5339013541,211,,5339013515,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751511,552,1,2,64,45,dbl7ir1qugqz8nvp1vzn8im50,1,30.9,89.1,2024-11-03T15:21:47.003Z,2024-11-03T15:21:52Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5339014233,212,9.0,5339014229,140,38.6,5339014227,56,Back,5339014235,213,0.45,5339014231,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751537,553,1,2,64,51,dbl7ir1qugqz8nvp1vzn8im50,0,54.6,91.4,2024-11-03T15:21:52.764Z,2024-11-03T15:21:54Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5339014379,1,,5339014371,140,58.2,5339014377,213,4.81,5339014373,141,32.5,5339014369,56,Center,5339014375,212,40.2,5339014367,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751563,696,61,2,64,55,6wwwud48qahpwrfxs20334qk5,0,37.2,70.8,2024-11-03T15:21:56.508Z,2024-11-03T15:21:56Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5339014517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751633,554,3,2,64,55,dbl7ir1qugqz8nvp1vzn8im50,1,55.7,29.0,2024-11-03T15:21:57.020Z,2024-11-03T16:02:51Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5339014897,56,Center,5339014931,233,697,5339014899,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751585,697,45,2,64,55,6wwwud48qahpwrfxs20334qk5,0,44.3,71.0,2024-11-03T15:21:57.020Z,2024-11-03T16:02:51Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5339014619,56,Back,5339014621,285,,5339014995,233,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751697,555,1,2,64,58,dbl7ir1qugqz8nvp1vzn8im50,1,62.0,27.1,2024-11-03T15:22:00.315Z,2024-11-03T15:22:03Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5339015155,56,Right,5339015163,213,5.79,5339015161,212,14.6,5339015157,140,74.3,5339015159,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751715,556,1,2,65,1,dbl7ir1qugqz8nvp1vzn8im50,1,86.1,27.0,2024-11-03T15:22:03.053Z,2024-11-03T15:22:03Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5339015277,140,90.4,5339015279,141,25.9,5339015283,213,6.12,5339015281,212,4.6,5339015275,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751767,557,1,2,65,2,dbl7ir1qugqz8nvp1vzn8im50,1,92.9,26.4,2024-11-03T15:22:03.754Z,2024-11-03T15:22:31Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,1.0,,5339015575,212,9.7,5339015577,213,1.85,5339015571,140,90.4,5339018123,154,,5339015573,141,40.1,5339015569,56,Center,5339018121,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743751769,558,13,2,65,4,dbl7ir1qugqz8nvp1vzn8im50,1,87.8,39.7,2024-11-03T15:22:06.315Z,2024-11-03T16:35:13Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5339018165,55,557,5339018155,29,,5339015581,22,,5339018193,230,99.0,5339018159,154,,5339015585,56,Center,5339018197,231,46.4,5339018153,73,,5339018187,328,,5339018181,103,11.1,5339018175,102,5339015583,17,5339015893,72,,,,,,,,,,,,,,63.0,
2743751777,559,5,2,65,6,dbl7ir1qugqz8nvp1vzn8im50,0,100.8,60.0,2024-11-03T15:22:07.387Z,2024-11-03T16:07:16Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5339015635,56,Center,5339015637,346,,5339017799,233,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752175,698,5,2,65,6,6wwwud48qahpwrfxs20334qk5,1,-0.8,40.0,2024-11-03T15:22:07.387Z,2024-11-03T16:07:15Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5339017699,346,,5339017757,233,559,5339017697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752203,699,1,2,65,25,6wwwud48qahpwrfxs20334qk5,1,2.0,50.6,2024-11-03T15:22:27.140Z,2024-11-03T15:22:29Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5339017903,56,Back,5339017915,237,,5339017905,140,14.1,5339017937,189,,5339017909,212,19.2,5339017911,213,0.85,5339017907,141,71.7,5339017901,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752267,700,1,2,65,29,6wwwud48qahpwrfxs20334qk5,1,18.4,59.3,2024-11-03T15:22:30.523Z,2024-11-03T15:22:33Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5339018305,56,Back,5339018313,213,5.55,5339018311,212,11.1,5339018307,140,26.3,5339018309,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752331,701,1,2,65,31,6wwwud48qahpwrfxs20334qk5,1,27.5,49.1,2024-11-03T15:22:33.203Z,2024-11-03T15:22:37Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5339018669,140,41.9,5339018673,212,28.9,5339018675,213,5.26,5339018667,56,Back,5339018671,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752427,702,1,2,65,36,6wwwud48qahpwrfxs20334qk5,1,70.7,7.3,2024-11-03T15:22:37.652Z,2024-11-03T15:22:42Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5339019077,140,66.4,5339019087,212,13.2,5339019083,141,25.5,5339019073,56,Center,5339019089,213,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752443,703,1,2,65,41,6wwwud48qahpwrfxs20334qk5,1,67.7,34.9,2024-11-03T15:22:42.435Z,2024-11-03T15:22:43Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5339019179,212,10.7,5339019177,141,47.3,5339019173,56,Center,5339019175,140,73.9,5339019181,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752453,704,1,2,65,42,6wwwud48qahpwrfxs20334qk5,1,74.1,47.5,2024-11-03T15:22:43.395Z,2024-11-03T15:22:44Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5339019265,212,9.1,5339019269,213,2.49,5339019259,140,67.2,5339019261,141,55.7,5339019257,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752525,705,1,2,65,43,6wwwud48qahpwrfxs20334qk5,1,67.2,55.7,2024-11-03T15:22:44.467Z,2024-11-03T15:22:48Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5339019645,213,0.37,5339019643,212,25.8,5339019639,140,90.1,5339019641,141,69.6,5339019637,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752535,706,1,2,65,45,6wwwud48qahpwrfxs20334qk5,0,93.8,73.9,2024-11-03T15:22:47.099Z,2024-11-03T16:09:05Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5339019717,213,4.84,5339019707,140,94.3,5339019711,141,67.8,5339019705,56,Center,5339019713,212,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752745,560,12,2,65,46,dbl7ir1qugqz8nvp1vzn8im50,1,5.0,42.2,2024-11-03T15:22:47.482Z,2024-11-03T15:22:58Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5339020753,213,4.97,5339020747,140,11.6,5339020745,56,Back,5339020749,141,2.8,5339020751,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752683,707,1,2,65,52,6wwwud48qahpwrfxs20334qk5,1,82.6,95.3,2024-11-03T15:22:53.507Z,2024-11-03T15:22:55Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5339020489,213,3.49,5339020483,140,69.4,5339020487,212,14.7,5339020481,56,Left,5339020485,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752751,708,1,2,65,54,6wwwud48qahpwrfxs20334qk5,0,70.2,87.2,2024-11-03T15:22:55.748Z,2024-11-03T15:22:59Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5339020773,2,,5339020781,140,87.5,5339020787,213,5.34,5339020783,141,50.4,5339020779,56,Center,5339020785,212,30.9,5339020777,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752755,561,44,2,65,56,dbl7ir1qugqz8nvp1vzn8im50,1,10.0,50.7,2024-11-03T15:22:58.147Z,2024-11-03T16:02:59Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5339020803,285,,5339020985,233,709,5339020801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752763,709,44,2,65,56,6wwwud48qahpwrfxs20334qk5,0,90.0,49.3,2024-11-03T15:22:58.148Z,2024-11-03T16:02:59Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5339020833,286,,5339021011,233,561,5339020827,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752765,562,12,2,65,57,dbl7ir1qugqz8nvp1vzn8im50,1,7.0,52.8,2024-11-03T15:22:58.362Z,2024-11-03T15:23:01Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5339020909,15,,5339020859,212,14.0,5339020853,56,Back,5339021125,167,,5339020861,213,2.25,5339020857,141,68.8,5339020855,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752809,563,6,2,65,59,dbl7ir1qugqz8nvp1vzn8im50,0,4.0,61.2,2024-11-03T15:23:00.331Z,2024-11-03T15:23:10Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5339021433,233,710,5339021251,56,Back,5339021253,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743752819,710,6,2,65,59,6wwwud48qahpwrfxs20334qk5,1,96.0,38.8,2024-11-03T15:23:00.331Z,2024-11-03T16:02:44Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5339021319,56,Center,5339021321,75,,5339021393,233,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743753509,711,1,2,66,43,6wwwud48qahpwrfxs20334qk5,1,99.5,0.5,2024-11-03T15:23:45.259Z,2024-11-03T16:56:30Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,1.0,,5339025197,2,,5339025203,223,,5339089505,210,13,5339025199,6,,5339025211,212,28.5,5339025213,213,1.73,5339025205,56,Center,5339025209,141,41.9,5339025201,155,,5339025207,140,95.2,,,,,,,,,,,,,,,,,,,,,
2743765739,809,44,2,66,47,6wwwud48qahpwrfxs20334qk5,1,92.9,46.0,2024-11-03T15:23:48.525Z,2024-11-03T16:02:59Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5339094241,233,657,5339093585,56,Center,5339093587,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743765699,657,44,2,66,47,dbl7ir1qugqz8nvp1vzn8im50,0,7.1,54.0,2024-11-03T15:23:48.526Z,2024-11-03T16:03:00Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5339091661,285,,5339094285,233,809,5339091659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743753515,712,13,2,66,47,6wwwud48qahpwrfxs20334qk5,1,95.2,41.9,2024-11-03T15:23:48.891Z,2024-11-03T16:56:31Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5339088381,60,,5339089583,230,99.3,5339088765,25,,5339088773,153,,5339089569,55,711,5339089561,29,,5339089557,73,,5339088767,15,,5339089579,146,96.3,5339089577,103,4.2,5339088771,328,5339089585,231,5339025257,56,Center,5339089581,147,51.1,5339089575,102,48.2,69.9,,,,,,,
2743764153,807,61,2,66,49,6wwwud48qahpwrfxs20334qk5,1,96.1,49.9,2024-11-03T15:23:50.673Z,2024-11-03T16:58:48Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5339083209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743764915,655,12,2,66,49,dbl7ir1qugqz8nvp1vzn8im50,1,1.0,52.3,2024-11-03T15:23:50.773Z,2024-11-03T16:56:23Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5339680995,141,44.8,5339680997,212,5.2,5339680993,140,2.0,5339680999,213,4.92,5339088993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743753537,564,12,2,66,50,dbl7ir1qugqz8nvp1vzn8im50,1,1.7000000000000002,47.5,2024-11-03T15:23:52.194Z,2024-11-03T16:00:21Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5339025413,213,5.93,5339025409,141,35.2,5339025405,56,Back,5339025411,212,24.1,5339025407,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743753587,713,1,2,66,52,6wwwud48qahpwrfxs20334qk5,1,75.0,62.7,2024-11-03T15:23:54.163Z,2024-11-03T15:23:56Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5339025725,141,50.1,5339025721,56,Center,5339025727,212,13.6,5339025723,140,85.0,5339025729,213,5.60,5339025719,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743753589,714,44,2,66,54,6wwwud48qahpwrfxs20334qk5,1,86.8,55.0,2024-11-03T15:23:55.770Z,2024-11-03T15:24:00Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5339025761,233,565,5339025739,56,Center,5339025741,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743753581,565,44,2,66,54,dbl7ir1qugqz8nvp1vzn8im50,0,13.2,45.0,2024-11-03T15:23:55.771Z,2024-11-03T15:24:01Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5339025697,56,Back,5339025699,285,,5339025793,233,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743753647,715,1,2,66,55,6wwwud48qahpwrfxs20334qk5,0,85.0,50.1,2024-11-03T15:23:56.402Z,2024-11-03T15:38:05Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5339026071,141,54.2,5339026075,213,2.19,5339026067,56,Center,5339026065,3,,5339026073,212,3.4,5339026069,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743753637,566,12,2,66,55,dbl7ir1qugqz8nvp1vzn8im50,1,13.5,35.7,2024-11-03T15:23:57.290Z,2024-11-03T15:24:01Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5339026039,213,0.41,5339026029,56,Back,5339026033,141,42.8,5339026031,140,24.2,5339026035,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743753655,716,15,2,66,59,6wwwud48qahpwrfxs20334qk5,1,77.0,56.7,2024-11-03T15:24:00.442Z,2024-11-03T16:59:22Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5339027763,103,12.0,5339696805,25,,5339027789,233,567,5339696807,215,,5339026113,18,,5339026295,20,,5339027765,458,,5339026115,56,Center,5339027759,78,,5339027769,147,50.5,5339027767,146,5339027761,102,,,,,,,,,50.4,,,,,,,98.0,
2743753651,567,10,2,66,59,dbl7ir1qugqz8nvp1vzn8im50,1,4.9,50.0,2024-11-03T15:24:00.542Z,2024-11-03T15:24:05Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5339026299,177,,5339026091,182,,5339026381,233,716,5339026089,178,,5339026093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743754017,569,1,2,67,12,dbl7ir1qugqz8nvp1vzn8im50,1,11.5,55.2,2024-11-03T15:24:13.642Z,2024-11-03T15:24:24Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5339028173,123,,5339028175,56,Back,5339028181,212,16.1,5339028179,141,77.9,5339028183,213,1.29,5339028177,140,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743754171,570,1,2,67,23,dbl7ir1qugqz8nvp1vzn8im50,1,24.7,78.5,2024-11-03T15:24:24.666Z,2024-11-03T15:24:34Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5339029023,140,9.5,5339029029,213,3.78,5339029025,141,61.2,5339029027,212,19.8,5339029021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743754223,571,1,2,67,32,dbl7ir1qugqz8nvp1vzn8im50,0,15.6,55.7,2024-11-03T15:24:33.865Z,2024-11-03T15:24:36Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5339029287,212,54.8,5339029275,155,,5339029295,1,,5339029277,56,Center,5339029283,141,76.7,5339029291,213,0.26,5339029279,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743754299,718,44,2,67,33,6wwwud48qahpwrfxs20334qk5,1,37.2,23.6,2024-11-03T15:24:34.961Z,2024-11-03T16:03:00Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5339029643,56,Back,5339119427,233,572,5339029645,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743754305,572,44,2,67,33,dbl7ir1qugqz8nvp1vzn8im50,0,62.8,76.4,2024-11-03T15:24:34.962Z,2024-11-03T16:03:00Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5339119485,233,718,5339029683,286,,5339029681,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743754231,717,8,2,67,34,6wwwud48qahpwrfxs20334qk5,1,33.2,22.1,2024-11-03T15:24:35.954Z,2024-11-03T15:24:36Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5339029345,15,,5339029325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743754325,573,1,2,67,39,dbl7ir1qugqz8nvp1vzn8im50,1,53.4,68.5,2024-11-03T15:24:41.041Z,2024-11-03T15:24:41Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5339029787,141,78.7,5339029785,140,65.6,5339029783,56,Center,5339029791,213,0.50,5339029789,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743754321,719,83,2,67,40,6wwwud48qahpwrfxs20334qk5,0,30.8,20.1,2024-11-03T15:24:41.522Z,2024-11-03T15:24:46Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5339030163,399,5wmik73cqursg7sv3w14ue5pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743754351,574,61,2,67,40,dbl7ir1qugqz8nvp1vzn8im50,1,65.6,78.7,2024-11-03T15:24:41.602Z,2024-11-03T15:59:49Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5339029901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743754369,575,1,2,67,41,dbl7ir1qugqz8nvp1vzn8im50,0,55.4,73.2,2024-11-03T15:24:42.825Z,2024-11-03T15:24:44Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5339029997,212,33.8,5339029991,56,Center,5339029995,141,62.3,5339029989,155,,5339030001,1,,5339029993,140,86.8,5339029999,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
