id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2742760249,886,1,2,84,27,7gkglopz9cjsysn2u6sbhuvc5,0,22.6,32.5,2024-11-02T15:41:04.954Z,2024-11-02T15:41:09Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5333720903,213,6.06,5333720907,1,,5333720895,141,10.7,5333720887,56,Right,5333720883,155,,5333720891,140,86.0,5333720899,212,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742760319,666,12,2,84,32,8cfkisxf1fkxdqtt6tx1tup48,1,15.2,87.5,2024-11-02T15:41:09.904Z,2024-11-02T15:41:19Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5333721249,56,Back,5333721329,15,,5333721255,212,14.8,5333723041,167,,5333721257,213,0.64,5333721253,141,100.0,5333721251,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742760639,667,5,2,84,37,8cfkisxf1fkxdqtt6tx1tup48,0,23.8,101.7,2024-11-02T15:41:15.250Z,2024-11-02T16:21:26Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5333722947,56,Back,5333722951,347,,5333728623,233,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742760613,887,5,2,84,37,7gkglopz9cjsysn2u6sbhuvc5,1,76.2,-1.7000000000000002,2024-11-02T15:41:15.250Z,2024-11-02T16:21:26Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5333722799,56,Right,5333728523,233,667,5333722803,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742760921,888,1,2,84,47,7gkglopz9cjsysn2u6sbhuvc5,1,86.7,0.0,2024-11-02T15:41:25.634Z,2024-11-02T15:41:26Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5333724413,56,Right,5333724415,140,87.4,5333724411,107,,5333724419,141,7.3,5333724423,212,6.4,5333724427,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742760941,889,1,2,84,48,7gkglopz9cjsysn2u6sbhuvc5,1,87.4,7.3,2024-11-02T15:41:26.482Z,2024-11-02T15:41:27Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5333724501,141,5.8,5333724499,140,81.6,5333724505,213,3.31,5333724503,212,6.2,5333724497,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742761105,890,1,2,84,49,7gkglopz9cjsysn2u6sbhuvc5,1,81.6,5.8,2024-11-02T15:41:27.104Z,2024-11-02T15:41:30Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5333725301,140,82.0,5333725305,212,4.8,5333725303,141,12.8,5333725307,213,1.48,5333725299,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742761137,891,3,2,84,53,7gkglopz9cjsysn2u6sbhuvc5,0,84.5,12.5,2024-11-02T15:41:30.729Z,2024-11-02T15:41:31Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5333725445,56,Right,5333725447,286,,5333725537,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742761681,668,5,2,84,55,8cfkisxf1fkxdqtt6tx1tup48,1,-1.0,82.2,2024-11-02T15:41:33.522Z,2024-11-02T16:21:26Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5333728335,346,,5333728491,233,892,5333728331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742761257,892,5,2,84,55,7gkglopz9cjsysn2u6sbhuvc5,0,101.0,17.8,2024-11-02T15:41:33.522Z,2024-11-02T16:21:27Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5333728579,233,668,5333726023,346,,5333726021,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742762065,669,27,2,85,14,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-02T15:41:52.634Z,2024-11-02T15:42:00Z,,,,,5333731093,233,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742762157,893,27,2,85,14,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T15:41:52.634Z,2024-11-02T15:41:59Z,,,,,5333730931,53,7j35sfip0xb51mpa91wzikrh0,5333730929,41,Injury,5333731057,233,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742762279,894,28,2,85,24,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T15:42:02.120Z,2024-11-02T15:42:02Z,,,,,5333731499,55,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742765239,895,18,2,86,36,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T15:43:14.530Z,2024-11-02T15:43:16Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5333746455,44,Forward,5333746661,55,896,5333746457,59,10,5333746451,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742765259,896,19,2,86,36,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T15:43:14.531Z,2024-11-02T16:54:28Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5333746559,44,Defender,5333746553,59,3,5334008361,293,1,5333746545,42,,5334008357,292,3,5333746565,55,895,5333746549,145,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742765519,897,18,2,86,44,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T15:43:21.664Z,2024-11-02T15:43:23Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5333747813,41,,5333748049,55,898,5333747817,59,20,5333747815,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742765547,898,19,2,86,44,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T15:43:21.665Z,2024-11-02T16:55:40Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5333747955,55,897,5333747939,145,7,5333747933,41,,5334009303,293,5,5334009293,292,6,5333747949,44,Midfielder,5333747945,59,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742765791,670,28,2,86,50,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-02T15:43:28.226Z,2024-11-02T15:43:28Z,,,,,5333749071,55,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742766285,671,1,2,86,58,8cfkisxf1fkxdqtt6tx1tup48,0,4.9,59.9,2024-11-02T15:43:36.418Z,2024-11-02T15:43:40Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5333751615,212,64.5,5333751619,213,0.22,5333751605,140,64.9,5333751603,56,Left,5333751625,1,,5333751609,141,80.3,5333751601,124,,5333751627,74,,,,,,,,,,,,,,,,,,,,,,,,,
2742766369,900,1,2,87,3,7gkglopz9cjsysn2u6sbhuvc5,0,32.3,34.3,2024-11-02T15:43:40.679Z,2024-11-02T15:43:42Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5333752087,3,,5333752091,140,37.5,5333752097,213,5.21,5333752093,141,19.4,5333752089,56,Back,5333752095,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742766449,672,1,2,87,5,8cfkisxf1fkxdqtt6tx1tup48,0,63.7,81.8,2024-11-02T15:43:42.985Z,2024-11-02T15:43:45Z,69h930ebovyl7rut5dz4r2iok,M. Khan,,,5333752539,140,82.4,5333752575,213,5.70,5333752529,56,Center,5333752573,212,23.5,5333752559,141,62.9,5333752521,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742766483,901,61,2,87,7,7gkglopz9cjsysn2u6sbhuvc5,1,34.6,31.6,2024-11-02T15:43:44.890Z,2024-11-02T15:43:45Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5333752713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742766551,902,1,2,87,8,7gkglopz9cjsysn2u6sbhuvc5,0,34.6,31.6,2024-11-02T15:43:45.856Z,2024-11-02T15:43:48Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5333753061,212,16.3,5333753063,213,5.93,5333753065,1,,5333753059,141,23.4,5333753053,157,,5333753057,140,49.2,5333753055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742766559,673,44,2,87,9,8cfkisxf1fkxdqtt6tx1tup48,1,56.7,74.5,2024-11-02T15:43:46.760Z,2024-11-02T15:54:16Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5333753111,56,Center,5333753319,233,903,5333753113,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742766571,903,44,2,87,9,7gkglopz9cjsysn2u6sbhuvc5,0,43.3,25.5,2024-11-02T15:43:46.761Z,2024-11-02T15:54:16Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5333753363,233,673,5333753143,56,Back,5333753145,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742766653,674,1,2,87,9,8cfkisxf1fkxdqtt6tx1tup48,1,66.5,71.1,2024-11-02T15:43:47.281Z,2024-11-02T15:43:50Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5333753501,212,4.2,5333753499,141,69.4,5333753503,213,6.00,5333753493,3,,5333753497,140,70.3,5333753495,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742766693,675,1,2,87,11,8cfkisxf1fkxdqtt6tx1tup48,1,69.0,72.9,2024-11-02T15:43:49.168Z,2024-11-02T15:43:51Z,69h930ebovyl7rut5dz4r2iok,M. Khan,,,5333753641,141,80.0,5333753639,140,58.7,5333753637,56,Left,5333753645,213,2.72,5333753643,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742766783,676,1,2,87,13,8cfkisxf1fkxdqtt6tx1tup48,0,58.7,80.0,2024-11-02T15:43:50.834Z,2024-11-02T15:43:52Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5333754101,141,65.4,5333754099,140,78.6,5333754105,213,5.84,5333754095,155,,5333754103,212,23.1,5333754097,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742766855,904,1,2,87,15,7gkglopz9cjsysn2u6sbhuvc5,0,32.7,29.7,2024-11-02T15:43:52.903Z,2024-11-02T15:43:59Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5333754443,140,33.7,5333754447,141,17.6,5333754451,212,8.3,5333754433,3,,5333754439,56,Back,5333754453,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742766865,905,43,2,87,16,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T15:43:53.904Z,2024-11-02T15:43:57Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5333755067,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742767067,677,5,2,87,19,8cfkisxf1fkxdqtt6tx1tup48,1,67.2,102.0,2024-11-02T15:43:57.216Z,2024-11-02T16:21:27Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5333755515,56,Left,5333755667,233,906,5333755519,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742767083,906,5,2,87,19,7gkglopz9cjsysn2u6sbhuvc5,0,32.8,-2.0,2024-11-02T15:43:57.216Z,2024-11-02T16:12:50Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5333755729,233,677,5333755597,347,,5333755595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742767135,678,1,2,87,22,8cfkisxf1fkxdqtt6tx1tup48,0,65.1,100.0,2024-11-02T15:43:59.832Z,2024-11-02T15:44:02Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5333755875,140,77.6,5333755869,56,Center,5333755865,107,,5333755889,213,5.34,5333755881,141,75.3,5333755891,1,,5333755887,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742767207,907,1,2,87,24,7gkglopz9cjsysn2u6sbhuvc5,1,26.7,35.8,2024-11-02T15:44:02.126Z,2024-11-02T15:44:04Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5333756275,140,29.6,5333756327,212,6.5,5333756273,56,Back,5333756279,141,44.3,5333756271,3,,5333756329,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742767299,908,1,2,87,26,7gkglopz9cjsysn2u6sbhuvc5,1,29.6,44.3,2024-11-02T15:44:03.902Z,2024-11-02T15:44:06Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5333756763,212,6.7,5333756757,56,Back,5333756765,213,5.33,5333756755,3,,5333756761,141,36.3,5333756759,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742767323,909,50,2,87,28,7gkglopz9cjsysn2u6sbhuvc5,1,30.8,26.5,2024-11-02T15:44:06.215Z,2024-11-02T15:54:04Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5333756883,285,,5333757593,233,679,5333756881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742767409,679,7,2,87,28,8cfkisxf1fkxdqtt6tx1tup48,1,69.2,73.5,2024-11-02T15:44:06.216Z,2024-11-02T15:54:03Z,69h930ebovyl7rut5dz4r2iok,M. Khan,,,5333757373,286,,5333757517,233,909,5333757371,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742767531,680,1,2,87,31,8cfkisxf1fkxdqtt6tx1tup48,1,77.4,96.9,2024-11-02T15:44:09.224Z,2024-11-02T15:44:11Z,69h930ebovyl7rut5dz4r2iok,M. Khan,,,5333757951,140,76.1,5333757957,213,4.56,5333757953,141,84.2,5333757955,212,8.7,5333757947,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742767639,681,1,2,87,34,8cfkisxf1fkxdqtt6tx1tup48,1,75.9,82.1,2024-11-02T15:44:11.696Z,2024-11-02T15:44:15Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5333758501,56,Center,5333758509,141,43.1,5333758503,140,55.9,5333758515,213,4.04,5333758513,212,33.8,5333758517,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742767755,682,1,2,87,37,8cfkisxf1fkxdqtt6tx1tup48,1,56.8,40.3,2024-11-02T15:44:14.864Z,2024-11-02T15:44:17Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5333759059,56,Right,5333759061,140,72.8,5333759065,212,28.1,5333759067,213,5.35,5333759063,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742767845,683,1,2,87,39,8cfkisxf1fkxdqtt6tx1tup48,0,72.4,7.9,2024-11-02T15:44:17.432Z,2024-11-02T15:44:20Z,c8exa9vh1xxpieov380g8r3hm,M. Mulder,,,5333759555,56,Center,5333759565,1,,5333759563,213,0.43,5333759557,140,100.0,5333759559,141,28.0,5333759561,212,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742767875,684,5,2,87,42,8cfkisxf1fkxdqtt6tx1tup48,0,100.8,29.8,2024-11-02T15:44:19.840Z,2024-11-02T15:44:30Z,c8exa9vh1xxpieov380g8r3hm,M. Mulder,,,5333759677,56,Center,5333761143,233,910,5333759679,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742768107,910,5,2,87,42,7gkglopz9cjsysn2u6sbhuvc5,1,-0.8,70.2,2024-11-02T15:44:19.840Z,2024-11-02T16:21:27Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5333761081,233,684,5333761017,56,Back,5333761021,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742768757,911,1,2,87,58,7gkglopz9cjsysn2u6sbhuvc5,1,3.4,58.5,2024-11-02T15:44:36.271Z,2024-11-02T15:44:42Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5333764281,74,,5333764251,56,Left,5333764257,141,79.1,5333764255,140,56.6,5333764273,1,,5333764261,212,57.6,5333764267,213,0.25,5333764249,124,,,,,,,,,,,,,,,,,,,,,,,,,
2742768789,912,61,2,88,3,7gkglopz9cjsysn2u6sbhuvc5,0,56.9,79.0,2024-11-02T15:44:40.905Z,2024-11-02T16:12:25Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333764449,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742768775,685,1,2,88,4,8cfkisxf1fkxdqtt6tx1tup48,0,43.6,31.5,2024-11-02T15:44:41.905Z,2024-11-02T15:44:42Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5333764369,3,,5333764377,212,12.4,5333764373,140,47.8,5333764375,141,14.4,5333764371,56,Back,5333764379,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742768935,913,1,2,88,7,7gkglopz9cjsysn2u6sbhuvc5,1,57.9,84.1,2024-11-02T15:44:44.734Z,2024-11-02T15:57:49Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333765165,213,5.43,5333765155,56,Center,5333765157,140,61.1,5333765161,212,5.1,5333765151,3,,5333765159,141,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742768997,914,1,2,88,8,7gkglopz9cjsysn2u6sbhuvc5,0,61.1,78.4,2024-11-02T15:44:45.702Z,2024-11-02T16:12:39Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5333765435,141,88.9,5333765443,213,1.06,5333765439,212,8.2,5333765431,140,64.9,5333765423,3,,5333765427,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742769345,687,3,2,88,8,8cfkisxf1fkxdqtt6tx1tup48,0,33.6,7.4,2024-11-02T15:44:46.570Z,2024-11-02T17:20:20Z,c8exa9vh1xxpieov380g8r3hm,M. Mulder,,,5333944201,233,915,5333944205,286,,5333767069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742769019,915,7,2,88,8,7gkglopz9cjsysn2u6sbhuvc5,1,67.1,94.4,2024-11-02T15:44:46.571Z,2024-11-02T16:07:43Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333944317,286,,5333944115,233,687,5333864443,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742786327,750,61,2,88,9,8cfkisxf1fkxdqtt6tx1tup48,1,37.2,4.1,2024-11-02T15:44:46.646Z,2024-11-02T16:07:53Z,c8exa9vh1xxpieov380g8r3hm,M. Mulder,,,5333853101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742788901,993,61,2,88,10,7gkglopz9cjsysn2u6sbhuvc5,1,61.0,93.5,2024-11-02T15:44:47.646Z,2024-11-02T15:58:37Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5333866395,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742769389,688,5,2,88,20,8cfkisxf1fkxdqtt6tx1tup48,1,37.6,-1.6,2024-11-02T15:44:57.698Z,2024-11-02T16:21:28Z,c8exa9vh1xxpieov380g8r3hm,M. Mulder,,,5333767571,233,916,5333767373,56,Back,5333767377,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742769395,916,5,2,88,20,7gkglopz9cjsysn2u6sbhuvc5,0,62.4,101.6,2024-11-02T15:44:57.698Z,2024-11-02T16:21:28Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333767639,233,688,5333767421,56,Left,5333767425,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742769659,689,1,2,88,25,8cfkisxf1fkxdqtt6tx1tup48,0,37.7,0.0,2024-11-02T15:45:03.160Z,2024-11-02T15:45:05Z,c8exa9vh1xxpieov380g8r3hm,M. Mulder,,,5333768893,212,12.4,5333768881,107,,5333768889,141,10.9,5333768883,56,Back,5333768885,140,46.7,5333768901,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742785045,749,61,2,88,26,8cfkisxf1fkxdqtt6tx1tup48,0,37.1,12.8,2024-11-02T15:45:03.646Z,2024-11-02T15:54:31Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5333846397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742769727,917,8,2,88,28,7gkglopz9cjsysn2u6sbhuvc5,1,56.8,83.5,2024-11-02T15:45:06.278Z,2024-11-02T15:58:59Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5333769177,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742769979,918,79,2,88,30,7gkglopz9cjsysn2u6sbhuvc5,0,0.0,0.0,2024-11-02T15:45:08.431Z,2024-11-02T16:08:19Z,,,,,5333770317,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742789385,994,4,2,88,36,7gkglopz9cjsysn2u6sbhuvc5,1,57.6,90.8,2024-11-02T15:45:14.360Z,2024-11-02T15:59:18Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333869329,265,,5333869325,56,Left,5333869327,152,,5333869323,13,,5333869379,233,690,5333869331,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742769955,690,4,2,88,36,8cfkisxf1fkxdqtt6tx1tup48,0,42.4,9.2,2024-11-02T15:45:14.361Z,2024-11-02T16:08:11Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5333869435,233,994,5333770471,56,Back,5333770475,265,,5333770477,285,,5333770469,13,,5333770473,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742770631,691,17,2,88,53,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-02T15:45:30.673Z,2024-11-02T16:46:54Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5333778079,13,243,5333778075,32,,5333778077,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742771293,692,79,2,89,8,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-02T15:45:46.399Z,2024-11-02T15:54:44Z,,,,,5333777069,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742771435,919,1,2,89,12,7gkglopz9cjsysn2u6sbhuvc5,0,66.6,88.0,2024-11-02T15:45:49.677Z,2024-11-02T16:09:30Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5333953375,189,,5333777783,213,5.45,5333777779,141,47.0,5333777773,155,,5333777775,56,Center,5333966015,5,,5333777787,1,,5333777781,212,37.8,5333777771,2,,5333966017,152,5333777777,140,90.9,,,,,,,,,,,,,,,,
2742784447,748,44,2,89,15,8cfkisxf1fkxdqtt6tx1tup48,1,12.6,55.7,2024-11-02T15:45:53.645Z,2024-11-02T15:54:04Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5333843143,285,,5333843139,56,Back,5333844163,233,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742784631,991,44,2,89,16,7gkglopz9cjsysn2u6sbhuvc5,0,86.8,42.0,2024-11-02T15:45:53.646Z,2024-11-02T15:54:03Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5333844143,56,Center,5333844145,286,,5333844223,233,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742771621,694,1,2,89,17,8cfkisxf1fkxdqtt6tx1tup48,0,13.6,53.9,2024-11-02T15:45:54.841Z,2024-11-02T15:45:55Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5333778741,199,,5333778749,212,70.1,5333778753,1,,5333778745,140,79.4,5333778751,213,0.17,5333778743,56,Center,5333778747,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742771879,921,1,2,89,19,7gkglopz9cjsysn2u6sbhuvc5,1,11.9,44.5,2024-11-02T15:45:56.662Z,2024-11-02T15:46:02Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5333780011,141,77.2,5333780009,140,23.0,5333780001,123,,5333780015,213,1.09,5333780013,212,25.1,5333780005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742771911,922,1,2,89,24,7gkglopz9cjsysn2u6sbhuvc5,1,26.4,76.9,2024-11-02T15:46:02.181Z,2024-11-02T15:46:03Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5333780171,141,67.6,5333780165,56,Back,5333780175,213,5.31,5333780173,212,7.7,5333780169,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742771985,923,1,2,89,25,7gkglopz9cjsysn2u6sbhuvc5,1,30.5,67.6,2024-11-02T15:46:03.245Z,2024-11-02T15:46:05Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5333780621,56,Back,5333780629,213,4.69,5333780625,141,56.1,5333780623,140,30.3,5333780627,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742772055,924,1,2,89,27,7gkglopz9cjsysn2u6sbhuvc5,1,31.8,47.0,2024-11-02T15:46:05.341Z,2024-11-02T15:46:07Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5333780935,212,19.0,5333780931,141,23.4,5333780929,140,41.4,5333780927,56,Back,5333780941,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742772197,925,1,2,89,29,7gkglopz9cjsysn2u6sbhuvc5,1,42.2,21.5,2024-11-02T15:46:07.309Z,2024-11-02T15:46:11Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5333781621,56,Back,5333781629,213,2.09,5333781625,141,30.7,5333781623,140,38.8,5333781627,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
