id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2715081599,929,44,2,76,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,72.0,81.0,2024-08-30T19:36:29.978Z,2024-08-30T21:10:01Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,,5182369653,286,,5182369651,56,Left,5182369783,233,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715081611,594,44,2,76,37,b8oqgvx1ijeyn6y1cn6929ix4,0,28.0,19.0,2024-08-30T19:36:29.979Z,2024-08-30T21:10:01Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5182369707,56,Back,5182369825,233,929,5182369709,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715081619,930,1,2,76,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.6,83.6,2024-08-30T19:36:30.201Z,2024-08-30T19:36:31Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,,5182369733,212,5.0,5182369729,140,71.6,5182369735,213,5.39,5182369725,3,,5182369727,56,Center,5182369731,141,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715081657,931,1,2,76,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.6,77.9,2024-08-30T19:36:30.841Z,2024-08-30T19:56:31Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5182369921,141,70.8,5182369917,140,58.9,5182369931,213,3.49,5182369925,212,14.2,5182369913,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715081737,932,1,2,76,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.2,64.0,2024-08-30T19:36:33.785Z,2024-08-30T19:36:36Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5182370341,56,Center,5182370347,212,9.7,5182370345,141,72.3,5182370349,213,0.62,5182370343,140,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715081769,933,1,2,76,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.3,67.2,2024-08-30T19:36:36.209Z,2024-08-30T19:36:38Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,,5182370541,212,11.5,5182370535,56,Center,5182370539,141,53.6,5182370543,213,5.35,5182370537,140,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715081833,934,1,2,76,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.0,46.0,2024-08-30T19:36:38.578Z,2024-08-30T19:36:41Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5182370877,56,Center,5182370881,141,42.2,5182370883,212,16.0,5182370885,213,3.30,5182370879,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715081905,935,1,2,76,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.5,40.9,2024-08-30T19:36:41.515Z,2024-08-30T19:36:45Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5182371261,140,84.9,5182371257,155,,5182371269,1,,5182371267,213,0.89,5182371265,212,47.1,5182371263,141,94.5,5182371259,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715081969,936,1,2,76,53,aqtkb4mgrz8c6iqfufj6qjbv9,0,82.9,91.8,2024-08-30T19:36:45.778Z,2024-08-30T19:36:51Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5182371649,140,93.9,5182371653,212,34.1,5182371655,213,5.06,5182371645,155,,5182371643,2,,5182371659,1,,5182371647,56,Center,5182371651,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715081987,595,44,2,76,57,b8oqgvx1ijeyn6y1cn6929ix4,1,6.6,53.3,2024-08-30T19:36:50.049Z,2024-08-30T21:10:02Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5182371729,56,Back,5182371805,233,937,5182371731,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715081975,937,44,2,76,57,aqtkb4mgrz8c6iqfufj6qjbv9,0,93.4,46.7,2024-08-30T19:36:50.050Z,2024-08-30T21:10:02Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5182371687,286,,5182371855,233,595,5182371685,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082043,596,41,2,76,58,b8oqgvx1ijeyn6y1cn6929ix4,1,7.6,49.9,2024-08-30T19:36:50.937Z,2024-08-30T19:36:53Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5182372011,213,5.40,5182372007,141,37.9,5182372005,140,14.0,5182372009,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082051,938,44,2,76,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,88.4,57.1,2024-08-30T19:36:51.737Z,2024-08-30T21:10:03Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5182372109,233,597,5182372039,56,Center,5182372041,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082069,597,44,2,76,59,b8oqgvx1ijeyn6y1cn6929ix4,0,11.6,42.9,2024-08-30T19:36:51.738Z,2024-08-30T21:10:03Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5182372091,56,Back,5182372139,233,938,5182372093,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082073,939,61,2,76,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,92.4,48.8,2024-08-30T19:36:51.906Z,2024-08-30T20:07:01Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,1.0,,5182372099,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082091,940,15,2,77,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,84.1,49.4,2024-08-30T19:36:54.170Z,2024-08-30T19:36:59Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5182372211,22,,5182372541,78,,5182372315,20,,5182372551,103,17.1,5182372549,102,50.9,5182372553,215,,5182372555,146,98.9,5182372545,55,939,5182372543,29,,5182372559,147,49.5,5182372633,233,5182372213,17,,5182372215,56,Center,,,,,,,,,598,,,,,,
2715082085,598,10,2,77,2,b8oqgvx1ijeyn6y1cn6929ix4,1,2.3,49.6,2024-08-30T19:36:54.270Z,2024-08-30T19:36:56Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5182372373,233,940,5182372169,56,Back,5182372291,177,,5182372163,178,,5182372167,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082391,601,1,2,77,15,b8oqgvx1ijeyn6y1cn6929ix4,0,14.5,29.7,2024-08-30T19:37:08.049Z,2024-08-30T19:37:12Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5182373857,199,,5182373861,140,64.2,5182373869,1,,5182373867,213,0.04,5182373863,141,33.0,5182373859,56,Center,5182373865,212,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082413,941,44,2,77,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.4,64.2,2024-08-30T19:37:11.167Z,2024-08-30T21:10:03Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5182373953,56,Back,5182373955,285,,5182374093,233,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082407,602,44,2,77,19,b8oqgvx1ijeyn6y1cn6929ix4,0,64.6,35.8,2024-08-30T19:37:11.168Z,2024-08-30T21:10:04Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5182373927,56,Center,5182373929,286,,5182374117,233,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082449,942,1,2,77,19,aqtkb4mgrz8c6iqfufj6qjbv9,0,34.6,59.6,2024-08-30T19:37:11.866Z,2024-08-30T19:37:13Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5182374175,56,Center,5182374179,141,65.5,5182374183,213,0.14,5182374171,3,,5182374181,212,28.7,5182374177,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082503,603,1,2,77,21,b8oqgvx1ijeyn6y1cn6929ix4,1,39.5,23.7,2024-08-30T19:37:13.224Z,2024-08-30T19:37:16Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5182374453,3,,5182374459,141,37.6,5182374455,56,Center,5182374463,213,0.34,5182374461,212,28.2,5182374457,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082511,604,61,2,77,23,b8oqgvx1ijeyn6y1cn6929ix4,0,62.9,41.3,2024-08-30T19:37:16.049Z,2024-08-30T19:37:16Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5182374503,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082601,943,4,2,77,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.0,54.8,2024-08-30T19:37:17.503Z,2024-08-30T21:11:09Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5182375101,152,,5182375097,13,,5182375099,56,Back,5182375119,233,605,5182375105,286,,5182375103,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082529,605,4,2,77,25,b8oqgvx1ijeyn6y1cn6929ix4,0,60.0,45.2,2024-08-30T19:37:17.504Z,2024-08-30T19:37:28Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5182374633,56,Center,5182374639,285,,5182374635,152,,5182375153,233,943,5182374631,13,,5182374637,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082809,944,1,2,77,26,aqtkb4mgrz8c6iqfufj6qjbv9,0,42.6,52.2,2024-08-30T19:37:18.275Z,2024-08-30T20:07:30Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5182376157,212,55.2,5182376139,152,,5182376161,1,,5182376155,141,36.7,5182376153,140,94.2,5182384105,189,,5182376149,56,Center,5182376135,5,,5182376137,155,,5182376159,213,6.09,,,,,,,,,,,,,,,,,,,,,,,
2715082989,608,12,2,77,26,b8oqgvx1ijeyn6y1cn6929ix4,1,14.6,49.1,2024-08-30T19:37:18.289Z,2024-08-30T20:07:14Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5182377167,141,61.7,5182377163,56,Back,5182377235,15,,5182377165,140,9.0,5182377171,213,2.17,5182377169,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082817,945,15,2,77,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,94.1,36.9,2024-08-30T19:37:27.661Z,2024-08-30T20:45:20Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5182378005,81,,5182378019,146,99.9,5182377583,20,,5182606517,24,,5182376187,56,Center,5182378041,233,606,5182383623,458,,5182378015,103,22.2,5182378013,102,46.5,5182376185,63,,5182378021,147,5182378017,215,,,,,,,,,,,,,47.1,,,,,,
2715082739,606,10,2,77,35,b8oqgvx1ijeyn6y1cn6929ix4,1,1.8,53.0,2024-08-30T19:37:27.761Z,2024-08-30T19:37:45Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5182375745,56,Back,5182377663,233,945,5182375741,182,,5182375735,173,,5182376347,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082867,607,6,2,77,38,b8oqgvx1ijeyn6y1cn6929ix4,0,2.8,54.8,2024-08-30T19:37:30.528Z,2024-08-30T20:05:25Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5182521727,233,947,5182376505,73,,5182376503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715083025,947,6,2,77,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,97.2,45.2,2024-08-30T19:37:30.528Z,2024-08-30T20:05:25Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5182521713,233,607,5182377421,56,Center,5182377423,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715082955,946,43,2,77,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-30T19:37:34.890Z,2024-08-30T19:37:41Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5182376967,22,0,5182376973,56,Center,5182376991,249,0,5182377315,144,39,5182376969,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715083305,948,1,2,78,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,99.5,0.5,2024-08-30T19:37:52.468Z,2024-08-30T20:33:21Z,uiyol728wan4mxco2foplknp,A. Justinussen,1.0,,5182378825,155,,5182378823,6,,5182591671,154,,5182378833,141,42.7,5182378829,56,Center,5182378835,212,29.5,5182378827,224,,5182378831,140,92.9,5182378821,2,,5182591669,210,13,5182378837,213,,,,,,,,,,,,,,,1.81,,,,,,
2715083337,949,44,2,78,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,91.8,47.4,2024-08-30T19:37:54.187Z,2024-08-30T21:10:04Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5182379001,56,Center,5182379003,286,,5182379313,233,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715083395,609,44,2,78,2,b8oqgvx1ijeyn6y1cn6929ix4,0,8.2,52.6,2024-08-30T19:37:54.188Z,2024-08-30T21:10:04Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5182379457,233,949,5182379279,285,,5182379275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715083349,950,13,2,78,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,92.9,42.7,2024-08-30T19:37:54.459Z,2024-08-30T20:43:52Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5182390179,230,98.9,5182390131,73,,5182389819,15,,5182390185,231,46.6,5182591687,154,,5182390175,147,67.2,5182379031,56,Center,5182390143,103,18.1,5182389823,328,,5182390137,102,79.2,5182389825,153,5182591689,55,948,5182390171,146,94.7,5182379029,17,,5182389817,25,5182591685,29,,,,,,,,
2715083537,951,1,2,78,7,aqtkb4mgrz8c6iqfufj6qjbv9,0,91.6,93.5,2024-08-30T19:38:00.011Z,2024-08-30T19:38:04Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,,5182380045,155,,5182380065,1,,5182380037,2,,5182380063,213,4.87,5182380061,212,34.8,5182380057,141,43.0,5182380053,140,96.8,5182380049,56,Center,5182380185,233,611,,,,,,,,,,,,,,,,,,,,,,,,,,
2715083543,610,44,2,78,11,b8oqgvx1ijeyn6y1cn6929ix4,1,4.0,54.8,2024-08-30T19:38:03.402Z,2024-08-30T21:10:05Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5182380095,285,,5182380363,233,952,5182380093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715083587,952,44,2,78,11,aqtkb4mgrz8c6iqfufj6qjbv9,0,96.0,45.2,2024-08-30T19:38:03.403Z,2024-08-30T21:10:05Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5182380283,56,Center,5182380389,233,610,5182380285,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715083551,611,11,2,78,11,b8oqgvx1ijeyn6y1cn6929ix4,1,5.2,51.2,2024-08-30T19:38:04.033Z,2024-08-30T19:38:05Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5182380127,88,,5182380231,233,951,5182380123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715083941,612,1,2,78,27,b8oqgvx1ijeyn6y1cn6929ix4,0,15.1,54.3,2024-08-30T19:38:19.290Z,2024-08-30T19:58:55Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5182382155,212,55.4,5182382149,140,67.6,5182382153,141,62.9,5182382157,213,0.11,5182382139,199,,5182382143,56,Center,5182382159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715083971,953,1,2,78,28,aqtkb4mgrz8c6iqfufj6qjbv9,0,37.7,35.7,2024-08-30T19:38:20.203Z,2024-08-30T19:38:21Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5182382317,213,5.81,5182382315,212,10.3,5182382309,56,Back,5182382313,141,28.8,5182382307,3,,5182382311,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715084017,613,61,2,78,32,b8oqgvx1ijeyn6y1cn6929ix4,1,58.3,72.0,2024-08-30T19:38:24.298Z,2024-08-30T19:38:24Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5182382473,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715084177,614,1,2,78,33,b8oqgvx1ijeyn6y1cn6929ix4,1,62.2,63.9,2024-08-30T19:38:26.001Z,2024-08-30T19:38:32Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5182383309,212,19.4,5182383301,56,Left,5182383305,141,92.4,5182383303,140,62.2,5182383311,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715084239,615,1,2,78,40,b8oqgvx1ijeyn6y1cn6929ix4,1,72.7,75.7,2024-08-30T19:38:32.321Z,2024-08-30T19:38:35Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5182383647,212,10.2,5182383641,56,Center,5182383645,141,62.1,5182383649,213,4.28,5182383643,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715084271,616,1,2,78,42,b8oqgvx1ijeyn6y1cn6929ix4,1,70.8,68.2,2024-08-30T19:38:34.626Z,2024-08-30T19:38:37Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5182383805,212,29.3,5182383803,141,27.7,5182383799,56,Center,5182383807,213,5.06,5182383801,140,80.2,5182383797,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715084355,617,1,2,78,44,b8oqgvx1ijeyn6y1cn6929ix4,1,77.3,28.9,2024-08-30T19:38:36.961Z,2024-08-30T19:38:40Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5182384325,212,12.9,5182384315,56,Center,5182384317,140,68.8,5182384329,213,2.34,5182384321,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715084399,618,1,2,78,48,b8oqgvx1ijeyn6y1cn6929ix4,0,70.7,46.6,2024-08-30T19:38:40.537Z,2024-08-30T19:38:45Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5182384957,4,,5182384503,56,Center,5182384519,213,0.09,5182384515,212,26.1,5182384507,140,95.5,5182384511,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715084423,619,43,2,78,50,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-30T19:38:42.810Z,2024-08-30T19:38:44Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5182384905,144,61,5182384641,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715084617,955,1,2,78,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,15.1,53.6,2024-08-30T19:38:49.052Z,2024-08-30T19:38:51Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5182385707,140,29.5,5182385711,212,16.1,5182385703,123,,5182385705,56,Back,5182385713,213,5.93,5182385741,189,,5182385709,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715084733,956,1,2,79,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.1,49.9,2024-08-30T19:38:52.348Z,2024-08-30T19:38:56Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,,5182386247,56,Back,5182386251,141,87.8,5182386249,140,45.1,5182386253,212,28.2,5182386255,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715084869,957,1,2,79,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.6,89.0,2024-08-30T19:38:55.828Z,2024-08-30T19:39:03Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5182387017,56,Back,5182387021,141,63.0,5182387023,212,20.7,5182387019,140,42.4,5182387025,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715084973,958,1,2,79,11,aqtkb4mgrz8c6iqfufj6qjbv9,0,59.5,67.6,2024-08-30T19:39:03.133Z,2024-08-30T19:39:08Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5182387493,141,36.4,5182387487,155,,5182387495,212,38.2,5182387501,1,,5182387489,56,Center,5182387491,140,89.7,5182387497,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715084985,959,44,2,79,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,87.8,42.8,2024-08-30T19:39:07.681Z,2024-08-30T21:10:05Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5182387551,286,,5182391777,233,620,5182387549,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715084969,620,44,2,79,15,b8oqgvx1ijeyn6y1cn6929ix4,0,12.2,57.2,2024-08-30T19:39:07.682Z,2024-08-30T21:10:06Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5182387471,56,Back,5182387473,285,,5182391803,233,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715085001,960,61,2,79,15,aqtkb4mgrz8c6iqfufj6qjbv9,0,89.7,36.4,2024-08-30T19:39:07.701Z,2024-08-30T20:07:14Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5182387647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715085527,622,1,2,79,40,b8oqgvx1ijeyn6y1cn6929ix4,0,11.9,66.4,2024-08-30T19:39:32.419Z,2024-08-30T19:58:19Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5182390491,1,,5182509435,157,,5182390479,140,70.5,5182390489,213,0.11,5182509437,198,,5182390483,141,76.4,5182390475,56,Center,5182390487,212,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715085613,961,1,2,79,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.2,20.1,2024-08-30T19:39:34.636Z,2024-08-30T19:39:38Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5182390949,3,,5182390953,140,35.2,5182390955,141,5.3,5182390957,212,14.5,5182390959,213,5.52,5182390951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715085663,963,3,2,79,44,aqtkb4mgrz8c6iqfufj6qjbv9,0,35.4,7.6,2024-08-30T19:39:37.041Z,2024-08-30T19:39:42Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5182391267,286,,5182391187,56,Back,5182391263,233,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715085631,623,7,2,79,44,b8oqgvx1ijeyn6y1cn6929ix4,1,64.6,92.4,2024-08-30T19:39:37.042Z,2024-08-30T19:39:43Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5182391049,167,,5182391053,56,Left,5182391057,285,,5182391477,233,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715085651,624,5,2,79,46,b8oqgvx1ijeyn6y1cn6929ix4,0,68.4,101.3,2024-08-30T19:39:38.322Z,2024-08-30T20:23:58Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5182391127,56,Left,5182391985,233,964,5182391129,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715085751,964,5,2,79,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.6,-1.3,2024-08-30T19:39:38.322Z,2024-08-30T20:23:58Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5182391681,56,Back,5182391945,233,624,5182391683,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715085811,965,1,2,79,52,aqtkb4mgrz8c6iqfufj6qjbv9,0,32.5,0.0,2024-08-30T19:39:45.069Z,2024-08-30T19:41:28Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5182392049,1,,5182392041,140,56.2,5182392039,56,Right,5182392045,212,26.3,5182392043,141,11.0,5182392037,107,,5182392047,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715085897,626,1,2,79,55,b8oqgvx1ijeyn6y1cn6929ix4,0,59.1,92.0,2024-08-30T19:39:47.542Z,2024-08-30T19:41:29Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5182392537,140,51.5,5182392543,213,4.00,5182403707,236,,5182392535,56,Center,5182403709,233,979,5182392539,141,78.5,5182403713,286,,5182392541,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715087797,979,74,2,79,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.8,4.3,2024-08-30T19:39:47.543Z,2024-08-30T19:41:28Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5182402733,285,,5182403741,233,626,5182402731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715085833,625,8,2,79,56,b8oqgvx1ijeyn6y1cn6929ix4,1,32.6,86.8,2024-08-30T19:39:48.387Z,2024-08-30T19:39:48Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5182392167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
