id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId
2709589335,757,5,2,76,51,8gxd9ry2580pu1b1dd5ny9ymy,1,36.9,-1.4,2024-08-17T12:32:48.568Z,2024-08-17T13:25:41Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5152061465,347,,5152061463,56,Back,5152061483,233,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589357,758,1,2,76,54,8gxd9ry2580pu1b1dd5ny9ymy,1,42.0,0.0,2024-08-17T12:32:51.148Z,2024-08-17T12:32:54Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5152061599,141,10.3,5152061601,212,11.7,5152061597,140,33.9,5152061595,56,Back,5152061603,213,2.38,5152061593,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589369,759,1,2,76,57,8gxd9ry2580pu1b1dd5ny9ymy,0,38.3,8.6,2024-08-17T12:32:54.061Z,2024-08-17T12:32:56Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5152061661,155,,5152061665,140,61.1,5152061667,141,44.0,5152061663,56,Center,5152061671,213,0.79,5152061673,1,,5152061669,212,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589413,693,1,2,77,2,b2vft81kyjurzbmekvgrqwr64,1,36.7,22.7,2024-08-17T12:32:59.391Z,2024-08-17T12:33:03Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5152061847,56,Back,5152061855,213,1.89,5152061851,141,51.3,5152061853,212,20.5,5152061849,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589429,694,1,2,77,5,b2vft81kyjurzbmekvgrqwr64,1,30.5,51.3,2024-08-17T12:33:02.841Z,2024-08-17T12:33:06Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5152061949,140,39.5,5152061953,212,11.4,5152061955,213,5.69,5152061951,141,41.9,5152061947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589493,695,1,2,77,9,b2vft81kyjurzbmekvgrqwr64,0,41.9,41.8,2024-08-17T12:33:06.087Z,2024-08-17T13:12:26Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,5152062249,213,5.53,5152062251,1,,5152062243,140,64.9,5152062247,212,33.1,5152062241,56,Right,5152062245,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589489,761,61,2,77,15,8gxd9ry2580pu1b1dd5ny9ymy,0,23.7,66.1,2024-08-17T12:33:12.524Z,2024-08-17T13:11:59Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5152062239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709608845,866,3,2,77,16,b2vft81kyjurzbmekvgrqwr64,0,69.2,21.7,2024-08-17T12:33:12.954Z,2024-08-17T13:31:31Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5152170113,56,Center,5152170401,233,762,5152170115,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589497,762,7,2,77,16,8gxd9ry2580pu1b1dd5ny9ymy,0,30.8,78.3,2024-08-17T12:33:12.955Z,2024-08-17T13:31:31Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5152062281,285,,5152170377,233,866,5152062279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589501,696,43,2,77,17,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-17T12:33:14.335Z,2024-08-17T13:12:18Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5152229523,144,61,5152062297,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589513,697,43,2,77,17,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-17T12:33:14.926Z,2024-08-17T13:12:16Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5152229391,144,7,5152062347,285,0,5152062345,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589525,698,1,2,77,20,b2vft81kyjurzbmekvgrqwr64,1,66.3,11.1,2024-08-17T12:33:17.078Z,2024-08-17T14:15:27Z,az9x5coo3hl4qkt16x24pp5re,M. Compaoré,,5152062387,56,Right,5152062395,213,3.30,5152062391,141,9.2,5152062389,140,58.8,5152062393,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589531,699,1,2,77,20,b2vft81kyjurzbmekvgrqwr64,1,58.8,9.2,2024-08-17T12:33:17.871Z,2024-08-17T12:33:18Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,5152062417,56,Right,5152062423,212,19.3,5152062419,140,77.1,5152062425,213,6.20,5152062421,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589553,700,1,2,77,21,b2vft81kyjurzbmekvgrqwr64,1,77.1,6.8,2024-08-17T12:33:18.735Z,2024-08-17T13:05:40Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,1.0,5152062551,56,Right,5152062555,141,17.0,5152197189,210,15,5152062557,212,7.0,5152062553,140,76.5,5152062559,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589555,701,15,2,77,23,b2vft81kyjurzbmekvgrqwr64,1,80.0,31.5,2024-08-17T12:33:20.670Z,2024-08-17T14:34:45Z,az9x5coo3hl4qkt16x24pp5re,M. Compaoré,,5152197219,29,,5152197233,147,35.4,5152197235,230,98.6,5152197227,103,19,5152197221,55,700,5152196251,82,,5152062563,22,,5152197883,18,,5152196245,72,5152197237,231,47.3,,5152197231,146,84.5,5152197225,102,48.9,5152062567,56,5152197229,215,5152197909,233,5152197217,78,763,,,,Center,,,,
2709589551,763,10,2,77,23,8gxd9ry2580pu1b1dd5ny9ymy,1,15.5,64.6,2024-08-17T12:33:20.770Z,2024-08-17T13:05:49Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5152062543,56,Back,5152062541,94,,5152197299,233,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589585,764,1,2,77,27,8gxd9ry2580pu1b1dd5ny9ymy,1,13.1,56.4,2024-08-17T12:33:24.636Z,2024-08-17T12:58:16Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5152062753,140,33.3,5152062759,213,5.57,5152062757,212,28.1,5152062755,141,29.4,5152062751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589605,766,1,2,77,31,8gxd9ry2580pu1b1dd5ny9ymy,0,41.0,30.3,2024-08-17T12:33:28.308Z,2024-08-17T12:33:28Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5152062867,56,Center,5152062871,141,35.4,5152062875,213,0.20,5152062869,140,57.4,5152062873,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589625,767,50,2,77,35,8gxd9ry2580pu1b1dd5ny9ymy,1,40.8,33.6,2024-08-17T12:33:32.317Z,2024-08-17T12:58:36Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5152162829,286,,5152165251,233,861,5152062939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709607987,861,7,2,77,35,b2vft81kyjurzbmekvgrqwr64,1,59.2,66.4,2024-08-17T12:33:32.318Z,2024-08-17T12:58:03Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5152165223,285,,5152165225,233,767,5152165221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709607695,923,61,2,77,36,8gxd9ry2580pu1b1dd5ny9ymy,1,48.0,36.1,2024-08-17T12:33:32.954Z,2024-08-17T12:57:27Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5152163509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589643,702,4,2,77,37,b2vft81kyjurzbmekvgrqwr64,1,58.6,66.4,2024-08-17T12:33:34.156Z,2024-08-17T12:33:41Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,5152063053,152,,5152063049,13,,5152063061,233,768,5152063051,56,Center,5152063203,295,,5152063057,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589639,768,4,2,77,37,8gxd9ry2580pu1b1dd5ny9ymy,0,41.4,33.6,2024-08-17T12:33:34.157Z,2024-08-17T12:33:41Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5152063041,295,,5152063047,285,,5152063045,152,,5152063079,233,702,5152063039,13,,5152063043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589739,703,1,2,77,51,b2vft81kyjurzbmekvgrqwr64,1,57.9,65.5,2024-08-17T12:33:48.527Z,2024-08-17T13:48:08Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,5152063535,5,,5152063537,152,,5152063543,141,82.3,5152063539,56,Left,5152370435,189,,5152063547,213,0.62,5152063545,212,19.7,5152063541,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589751,704,1,2,77,54,b2vft81kyjurzbmekvgrqwr64,1,73.2,82.3,2024-08-17T12:33:51.182Z,2024-08-17T13:48:10Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5152063609,213,3.81,5152370543,189,,5152063593,56,Center,5152063597,140,65.8,5152063601,141,73.2,5152063605,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589757,705,1,2,77,54,b2vft81kyjurzbmekvgrqwr64,1,65.8,73.2,2024-08-17T12:33:51.830Z,2024-08-17T12:33:52Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5152063641,213,1.02,5152063639,212,5.2,5152063635,140,68.4,5152063637,141,79.7,5152063633,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589761,706,1,2,77,55,b2vft81kyjurzbmekvgrqwr64,0,68.4,79.7,2024-08-17T12:33:52.670Z,2024-08-17T12:33:53Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5152063663,212,10.0,5152063657,56,Center,5152063665,213,5.41,5152063661,141,68.5,5152063659,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589745,769,8,2,77,55,8gxd9ry2580pu1b1dd5ny9ymy,1,27.8,15.8,2024-08-17T12:33:52.789Z,2024-08-17T13:47:59Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5152063573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589795,771,1,2,77,56,8gxd9ry2580pu1b1dd5ny9ymy,1,22.7,14.4,2024-08-17T12:33:53.772Z,2024-08-17T12:33:57Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5152063837,56,Back,5152063839,140,36.2,5152063843,212,14.2,5152063845,213,0.02,5152063841,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589823,707,45,2,77,59,b2vft81kyjurzbmekvgrqwr64,0,61.6,81.2,2024-08-17T12:33:56.883Z,2024-08-17T14:15:25Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5152063947,56,Left,5152063949,285,,5152064073,233,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589833,772,3,2,77,59,8gxd9ry2580pu1b1dd5ny9ymy,1,38.4,18.8,2024-08-17T12:33:56.883Z,2024-08-17T13:14:50Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5152064009,286,,5152064007,56,Back,5152064039,233,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589889,773,1,2,78,3,8gxd9ry2580pu1b1dd5ny9ymy,0,48.8,6.5,2024-08-17T12:34:00.587Z,2024-08-17T12:34:05Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5152064253,155,,5152064265,213,1.62,5152064267,1,,5152064261,141,100.0,5152064255,196,,5152064257,56,Back,5152064263,212,64.3,5152064259,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589927,708,5,2,78,7,b2vft81kyjurzbmekvgrqwr64,1,54.5,-1.3,2024-08-17T12:34:04.885Z,2024-08-17T13:25:41Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5152064429,347,,5152064487,233,774,5152064427,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709589891,774,5,2,78,7,8gxd9ry2580pu1b1dd5ny9ymy,0,45.5,101.3,2024-08-17T12:34:04.885Z,2024-08-17T13:25:42Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5152064493,233,708,5152064269,56,Back,5152064271,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590019,709,1,2,78,17,b2vft81kyjurzbmekvgrqwr64,1,56.5,0.0,2024-08-17T12:34:14.734Z,2024-08-17T12:34:17Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5152064913,141,18.3,5152064915,212,18.8,5152064917,213,2.33,5152064909,56,Back,5152064911,140,44.1,5152064907,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590043,710,1,2,78,20,b2vft81kyjurzbmekvgrqwr64,1,44.1,18.3,2024-08-17T12:34:17.278Z,2024-08-17T12:34:20Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5152065007,56,Center,5152065013,212,15.7,5152065011,141,31.6,5152065009,140,56.3,5152065015,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590165,711,1,2,78,23,b2vft81kyjurzbmekvgrqwr64,1,56.3,31.6,2024-08-17T12:34:20.054Z,2024-08-17T12:34:30Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,5152065669,140,83.6,5152065673,212,47.3,5152065675,213,0.92,5152065677,1,,5152065671,141,86.9,5152065667,56,Left,5152065665,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590205,712,1,2,78,29,b2vft81kyjurzbmekvgrqwr64,1,83.6,86.9,2024-08-17T12:34:26.158Z,2024-08-17T13:07:46Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,1.0,5152065879,212,24.0,5152206293,154,,5152065881,213,4.93,5152206291,210,15,5152065869,2,,5152065873,56,Center,5152065877,141,52.5,5152065875,140,88.5,5152065871,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709613301,871,44,2,78,30,b2vft81kyjurzbmekvgrqwr64,1,91.7,54.9,2024-08-17T12:34:26.954Z,2024-08-17T13:26:57Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,5152223009,56,Center,5152223011,286,,5152223049,233,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590139,775,44,2,78,30,8gxd9ry2580pu1b1dd5ny9ymy,0,8.3,45.1,2024-08-17T12:34:26.955Z,2024-08-17T13:26:58Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5152065529,285,,5152223093,233,871,5152065527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590215,713,15,2,78,30,b2vft81kyjurzbmekvgrqwr64,1,93.0,58.9,2024-08-17T12:34:27.079Z,2024-08-17T14:43:22Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,5152206365,328,,5152206351,29,,5152206357,55,712,5152065921,22,,5152206363,103,31.0,5152206369,147,52.0,5152206349,79,,5152206353,154,,5152206387,233,5152065923,17,,776,5152206361,102,49.4,5152206367,146,99.3,5152065925,56,5152206355,133,5152206345,15,,,,,,,Center,,,,
2709590155,776,10,2,78,30,8gxd9ry2580pu1b1dd5ny9ymy,1,2.9,49.0,2024-08-17T12:34:27.179Z,2024-08-17T13:42:12Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5152206399,233,713,5152065611,178,,5152065689,177,,5152065615,56,Back,5152065613,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590375,778,1,2,78,49,8gxd9ry2580pu1b1dd5ny9ymy,0,9.7,46.3,2024-08-17T12:34:46.627Z,2024-08-17T12:34:49Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5152066689,199,,5152066693,140,61.4,5152066699,213,0.25,5152066701,1,,5152066695,141,67.0,5152066697,212,56.1,5152066691,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590385,714,1,2,78,53,b2vft81kyjurzbmekvgrqwr64,0,42.2,31.9,2024-08-17T12:34:50.142Z,2024-08-17T12:34:50Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5152066749,3,,5152066753,140,54.0,5152066751,56,Center,5152066757,212,12.5,5152066755,141,33.9,5152066759,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590403,779,1,2,78,53,8gxd9ry2580pu1b1dd5ny9ymy,0,36.0,62.0,2024-08-17T12:34:50.538Z,2024-08-17T12:34:51Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5152066839,3,,5152066843,140,46.5,5152066847,212,11.6,5152066841,56,Back,5152066845,141,67.3,5152066851,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590417,715,61,2,78,55,b2vft81kyjurzbmekvgrqwr64,1,54.0,33.9,2024-08-17T12:34:52.470Z,2024-08-17T12:34:52Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,5152066911,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590441,780,83,2,78,59,8gxd9ry2580pu1b1dd5ny9ymy,0,44.1,66.6,2024-08-17T12:34:55.963Z,2024-08-17T12:34:58Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5152067209,399,e0rgqk3gxzs005m9ok9hvp1ck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590461,717,1,2,78,59,b2vft81kyjurzbmekvgrqwr64,1,53.0,38.6,2024-08-17T12:34:56.693Z,2024-08-17T12:34:57Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,5152067149,213,4.81,5152067143,140,54.3,5152067141,56,Right,5152067145,141,18.5,5152067147,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590467,718,1,2,79,0,b2vft81kyjurzbmekvgrqwr64,1,54.3,18.5,2024-08-17T12:34:57.526Z,2024-08-17T12:35:01Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5152067185,141,19.1,5152067187,212,16.7,5152067181,56,Right,5152067183,140,70.2,5152067189,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590501,719,4,2,79,4,b2vft81kyjurzbmekvgrqwr64,1,65.4,21.6,2024-08-17T12:35:01.389Z,2024-08-17T13:14:42Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,5152067353,56,Center,5152067351,13,,5152067357,265,,5152067355,152,,5152067359,286,,5152139911,233,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590535,781,4,2,79,4,8gxd9ry2580pu1b1dd5ny9ymy,0,34.6,78.4,2024-08-17T12:35:01.390Z,2024-08-17T13:14:43Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5152067611,56,Back,5152067617,285,,5152067615,265,,5152067609,13,,5152139919,233,719,5152067613,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590837,720,1,2,79,43,b2vft81kyjurzbmekvgrqwr64,0,70.6,23.1,2024-08-17T12:35:40.104Z,2024-08-17T12:35:40Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,5152069249,141,40.4,5152069253,213,0.95,5152069233,5,,5152069251,212,14.5,5152069237,155,,5152069229,2,,5152069245,56,Center,5152069247,140,78.6,5152069241,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590855,782,12,2,79,44,8gxd9ry2580pu1b1dd5ny9ymy,1,12.0,62.3,2024-08-17T12:35:40.955Z,2024-08-17T12:53:01Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5152069371,15,,5152069367,212,15.7,5152069365,141,50.1,5152069361,56,Back,5152069363,140,24.7,5152069369,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590875,783,83,2,79,46,8gxd9ry2580pu1b1dd5ny9ymy,0,26.2,51.2,2024-08-17T12:35:43.876Z,2024-08-17T12:35:47Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5152069755,399,az9x5coo3hl4qkt16x24pp5re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590923,721,1,2,79,47,b2vft81kyjurzbmekvgrqwr64,1,74.4,39.5,2024-08-17T12:35:44.573Z,2024-08-17T12:35:47Z,az9x5coo3hl4qkt16x24pp5re,M. Compaoré,,5152069733,212,23.5,5152069727,56,Center,5152069731,141,43.9,5152069735,213,3.01,5152069729,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590947,722,1,2,79,50,b2vft81kyjurzbmekvgrqwr64,0,52.2,43.9,2024-08-17T12:35:47.678Z,2024-08-17T12:35:49Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5152069865,155,,5152069867,56,Center,5152069873,212,43.1,5152069869,140,89.1,5152069877,1,,5152069875,213,0.45,5152069871,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709590969,784,12,2,79,54,8gxd9ry2580pu1b1dd5ny9ymy,1,10.8,36.7,2024-08-17T12:35:51.937Z,2024-08-17T12:35:53Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5152069989,212,13.8,5152069993,213,6.27,5152069983,140,23.9,5152070015,15,,5152069979,56,Back,5152069985,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709591023,786,1,2,79,57,8gxd9ry2580pu1b1dd5ny9ymy,1,38.2,24.0,2024-08-17T12:35:54.303Z,2024-08-17T12:35:57Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5152070245,213,1.72,5152070241,141,34.2,5152070243,212,7.0,5152070239,140,37.2,5152070237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709591041,787,1,2,80,0,8gxd9ry2580pu1b1dd5ny9ymy,1,42.4,23.6,2024-08-17T12:35:57.148Z,2024-08-17T12:35:59Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5152070323,140,53.7,5152070329,213,5.69,5152070319,56,Right,5152070327,212,14.3,5152070325,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709591111,788,1,2,80,2,8gxd9ry2580pu1b1dd5ny9ymy,1,54.0,11.4,2024-08-17T12:35:59.033Z,2024-08-17T12:56:07Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5152070737,141,11.9,5152070735,140,44.5,5152070733,56,Back,5152070741,213,3.11,5152070739,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709591147,789,1,2,80,3,8gxd9ry2580pu1b1dd5ny9ymy,1,44.6,12.6,2024-08-17T12:36:00.473Z,2024-08-17T13:46:42Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5152070859,56,Right,5152070867,213,6.19,5152070865,212,10.5,5152070861,140,54.6,5152070863,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709606211,921,3,2,80,4,8gxd9ry2580pu1b1dd5ny9ymy,0,57.3,21.2,2024-08-17T12:36:01.953Z,2024-08-17T13:31:14Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5152155329,56,Center,5152155331,286,,5152311683,233,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709633673,878,7,2,80,5,b2vft81kyjurzbmekvgrqwr64,1,42.7,78.8,2024-08-17T12:36:01.954Z,2024-08-17T13:31:13Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5152311603,56,Back,5152311605,285,,5152311653,233,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709591159,724,1,2,80,11,b2vft81kyjurzbmekvgrqwr64,1,61.1,73.2,2024-08-17T12:36:08.012Z,2024-08-17T12:36:09Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5152070939,212,11.2,5152070941,213,3.03,5152070935,140,50.5,5152070937,141,75.0,5152070931,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709591239,725,1,2,80,11,b2vft81kyjurzbmekvgrqwr64,1,50.5,75.0,2024-08-17T12:36:08.909Z,2024-08-17T14:15:22Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5152071393,213,3.42,5152071389,141,66.4,5152071391,212,21.4,5152071387,140,30.9,5152071385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709591281,726,1,2,80,18,b2vft81kyjurzbmekvgrqwr64,1,37.1,64.3,2024-08-17T12:36:14.990Z,2024-08-17T12:36:18Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5152071671,212,8.6,5152071673,213,1.57,5152071669,141,76.9,5152071665,56,Back,5152071667,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709591327,727,1,2,80,22,b2vft81kyjurzbmekvgrqwr64,1,36.8,73.0,2024-08-17T12:36:19.512Z,2024-08-17T12:36:21Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5152071915,56,Center,5152071917,140,68.1,5152071919,141,56.9,5152071923,213,5.96,5152071925,1,,5152071921,212,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
