id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2792168135,858,12,2,79,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,10.8,39.1,2025-03-28T19:34:37.152Z,2025-03-28T19:34:49Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602815519,212,23.7,5602815517,141,13.4,5602815513,56,Back,5602815521,213,5.46,5602815515,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792167949,541,1,2,79,23,7gkglopz9cjsysn2u6sbhuvc5,1,85.8,77.6,2025-03-28T19:34:40.249Z,2025-03-28T19:58:53Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5602814551,212,13.7,5602814547,140,78.3,5602814553,213,4.10,5602814549,141,61.2,5602814545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792168063,542,1,2,79,24,7gkglopz9cjsysn2u6sbhuvc5,1,74.6,60.0,2025-03-28T19:34:41.649Z,2025-03-28T19:34:46Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602815175,213,5.64,5602815163,140,87.8,5602815167,141,44.6,5602815161,56,Center,5602815159,155,,5602815171,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792168123,543,1,2,79,29,7gkglopz9cjsysn2u6sbhuvc5,1,94.0,32.2,2025-03-28T19:34:46.257Z,2025-03-28T19:34:57Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,1.0,5602815453,141,36.1,5602815457,213,2.95,5602815451,140,81.3,5602815455,212,13.6,5602816359,210,15,5602816361,154,,5602815449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792168129,544,15,2,79,31,7gkglopz9cjsysn2u6sbhuvc5,1,81.1,35.6,2025-03-28T19:34:48.298Z,2025-03-28T20:39:58Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602816427,147,50,5602816395,79,,5602816471,233,859,5602815487,56,Center,5602816403,55,543,5602816415,103,28.5,5602816007,20,,5602816399,29,,5602816411,102,49.8,5602815483,22,,5602815485,18,,5602816425,146,5602816401,154,,5602816419,328,,,,,,,,,98.9,,,,,,
2792168145,859,10,2,79,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,2.3,48.1,2025-03-28T19:34:48.398Z,2025-03-28T19:34:58Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5602815557,173,,5602815561,182,,5602815559,178,,5602816507,233,544,5602815563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792168139,545,6,2,79,32,7gkglopz9cjsysn2u6sbhuvc5,1,91.5,46.0,2025-03-28T19:34:49.577Z,2025-03-28T20:36:43Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602815677,56,Center,5602815681,75,,5602815741,233,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792168149,860,6,2,79,32,aqtkb4mgrz8c6iqfufj6qjbv9,0,8.5,54.0,2025-03-28T19:34:49.577Z,2025-03-28T20:36:43Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5602815791,233,545,5602815689,73,,5602815687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792168831,546,1,2,80,3,7gkglopz9cjsysn2u6sbhuvc5,1,99.5,0.5,2025-03-28T19:35:20.266Z,2025-03-28T19:35:54Z,11cna826ls27ahux2w0ckapqt,K. Kusk,1.0,5602819401,155,,5602819407,140,91.3,5602819397,2,,5602821923,154,,5602819417,1,,5602819399,6,,5602819409,141,51.8,5602819411,212,35.9,5602821921,210,15,5602819403,223,,5602819413,213,1.81,5602819405,56,,,,,,,,,,,,,,Center,,,,,,
2792168835,547,44,2,80,11,7gkglopz9cjsysn2u6sbhuvc5,1,92.2,53.3,2025-03-28T19:35:28.478Z,2025-03-28T19:43:22Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602819555,233,861,5602819435,56,Center,5602819437,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792168849,861,44,2,80,11,aqtkb4mgrz8c6iqfufj6qjbv9,0,7.8,46.7,2025-03-28T19:35:28.479Z,2025-03-28T19:37:00Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5602819515,56,Back,5602819517,285,,5602819623,233,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792168845,548,15,2,80,12,7gkglopz9cjsysn2u6sbhuvc5,1,91.6,51.8,2025-03-28T19:35:28.968Z,2025-03-28T21:05:47Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602821931,29,,5602821951,230,98.2,5602821947,147,51.8,5602821985,233,862,5602821941,103,19,5602821939,102,51.8,5602819489,56,Center,5602821223,82,,5602819487,17,,5602821221,328,,5602821955,231,51.3,5602821207,25,5602821933,154,,5602821945,146,5602821929,76,,5602821943,100,,5602821211,15,,94.3,5602821935,55,546,,
2792168857,862,10,2,80,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,5.7,48.2,2025-03-28T19:35:29.068Z,2025-03-28T20:55:51Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5602819539,94,,5602819541,56,Back,5602822025,233,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792168853,549,6,2,80,12,7gkglopz9cjsysn2u6sbhuvc5,1,92.4,53.6,2025-03-28T19:35:29.641Z,2025-03-28T21:02:13Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602819719,56,Center,5602819757,233,863,5602819721,73,,5603334267,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792168867,863,6,2,80,12,aqtkb4mgrz8c6iqfufj6qjbv9,0,7.6,46.4,2025-03-28T19:35:29.641Z,2025-03-28T21:02:14Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5602819685,56,Back,5602819781,233,549,5603334359,361,,5602819687,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792169953,550,1,2,81,8,7gkglopz9cjsysn2u6sbhuvc5,1,99.5,99.5,2025-03-28T19:36:25.498Z,2025-03-28T19:36:35Z,11cna826ls27ahux2w0ckapqt,K. Kusk,1.0,5602825415,56,Center,5602826313,210,13,5602825413,224,,5602825421,212,38.1,5602825407,2,,5602825419,141,44.3,5602825425,1,,5602825423,213,4.54,5602825409,6,,5602825411,155,,5602826317,154,,5602825417,140,,,,,,,,,,,,,,93.3,,,,,,
2792169993,551,44,2,81,11,7gkglopz9cjsysn2u6sbhuvc5,1,92.4,46.2,2025-03-28T19:36:28.440Z,2025-03-28T19:54:35Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5602825641,286,,5602825639,56,Center,5602825731,233,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792169997,864,44,2,81,11,aqtkb4mgrz8c6iqfufj6qjbv9,0,7.6,53.8,2025-03-28T19:36:28.441Z,2025-03-28T19:54:36Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5602825799,233,551,5602825653,285,,5602825651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792170007,552,13,2,81,12,7gkglopz9cjsysn2u6sbhuvc5,1,93.3,44.3,2025-03-28T19:36:28.777Z,2025-03-28T19:36:36Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5602825681,56,Center,5602825923,15,,5602826393,103,38.9,5602825679,17,,5602826395,230,98.8,5602826381,84,,5602826387,55,550,5602826391,102,41.3,5602826385,154,,5602825921,25,,5602826397,231,49.6,5602825927,328,5602826383,29,,,,,,,,,,,,,,,,,,
2792170033,553,5,2,81,13,7gkglopz9cjsysn2u6sbhuvc5,0,101.3,41.4,2025-03-28T19:36:30.008Z,2025-03-28T19:54:07Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5602826443,233,865,5602825829,56,Center,5602825831,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792170119,865,5,2,81,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,-1.3,58.6,2025-03-28T19:36:30.008Z,2025-03-28T19:54:07Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5602826253,56,Back,5602826259,346,,5602826371,233,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792170831,866,1,2,81,44,aqtkb4mgrz8c6iqfufj6qjbv9,0,3.8,57.5,2025-03-28T19:37:01.486Z,2025-03-28T19:37:35Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5602830229,213,0.08,5602830235,74,,5602830225,141,65.1,5602830219,124,,5602830231,1,,5602830227,212,65.5,5602830223,140,66.0,5602830221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792170795,555,44,2,81,45,7gkglopz9cjsysn2u6sbhuvc5,1,35.6,27.6,2025-03-28T19:37:02.646Z,2025-03-28T19:54:36Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5602830049,285,,5602830045,56,Back,5602830429,233,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792170837,867,44,2,81,45,aqtkb4mgrz8c6iqfufj6qjbv9,0,64.4,72.4,2025-03-28T19:37:02.647Z,2025-03-28T19:54:36Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5602830391,233,555,5602830271,286,,5602830269,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792170827,556,1,2,81,46,7gkglopz9cjsysn2u6sbhuvc5,0,35.5,20.7,2025-03-28T19:37:02.871Z,2025-03-28T19:58:13Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5602834601,141,20.7,5602834607,213,0.00,5602834603,212,2.2,5602834599,140,37.6,5602834597,3,,5602830215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792170849,868,61,2,81,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,67.5,62.7,2025-03-28T19:37:04.143Z,2025-03-28T19:37:34Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5602830341,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792170881,557,44,2,81,48,7gkglopz9cjsysn2u6sbhuvc5,1,31.0,36.8,2025-03-28T19:37:05.056Z,2025-03-28T19:58:20Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5602835793,233,871,5602830529,56,Back,5602830531,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792171731,871,44,2,81,48,aqtkb4mgrz8c6iqfufj6qjbv9,0,69.0,63.2,2025-03-28T19:37:05.057Z,2025-03-28T19:54:37Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,5602835235,56,Center,5602835869,233,557,5602835239,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792170895,558,1,2,81,48,7gkglopz9cjsysn2u6sbhuvc5,0,22.9,40.1,2025-03-28T19:37:05.161Z,2025-03-28T19:38:36Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5602830597,212,1.3,5602830589,140,24.1,5602840667,3,,5602830591,141,39.9,5602830587,56,Back,5602830603,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792172587,874,61,2,81,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.2,59.0,2025-03-28T19:37:05.989Z,2025-03-28T19:38:28Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,5602839899,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792170945,559,61,2,81,50,7gkglopz9cjsysn2u6sbhuvc5,0,40.0,16.8,2025-03-28T19:37:06.736Z,2025-03-28T19:38:40Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5602830811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792171001,869,1,2,81,50,aqtkb4mgrz8c6iqfufj6qjbv9,0,62.5,69.1,2025-03-28T19:37:06.927Z,2025-03-28T19:53:34Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5602831185,212,30.6,5602831179,56,Left,5602831181,140,88.1,5602831177,155,,5602831183,141,90.6,5602831187,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792170991,560,4,2,81,53,7gkglopz9cjsysn2u6sbhuvc5,1,14.0,8.1,2025-03-28T19:37:10.129Z,2025-03-28T19:54:20Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602831249,265,,5602831381,233,870,5602831245,56,Back,5602831243,13,,5602831247,152,,5602831251,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792171013,870,4,2,81,53,aqtkb4mgrz8c6iqfufj6qjbv9,0,86.0,91.9,2025-03-28T19:37:10.130Z,2025-03-28T19:54:20Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5602831323,286,,5602831317,56,Left,5602831423,233,560,5602831321,265,,5602831315,13,,5602831319,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792171977,561,1,2,82,34,7gkglopz9cjsysn2u6sbhuvc5,1,10.0,7.3,2025-03-28T19:37:51.552Z,2025-03-28T19:37:55Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5602836593,152,,5602836597,140,56.8,5602836589,5,,5602836605,1,,5602836591,157,,5602836603,213,0.00,5602836599,141,7.4,5602836601,212,49.1,5602836595,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792172003,562,1,2,82,38,7gkglopz9cjsysn2u6sbhuvc5,1,56.8,7.4,2025-03-28T19:37:55.336Z,2025-03-28T19:37:56Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602836735,56,Right,5602836743,213,0.54,5602836739,141,16.4,5602836741,212,11.9,5602836731,3,,5602836733,168,,5602836737,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792172027,563,1,2,82,39,7gkglopz9cjsysn2u6sbhuvc5,0,66.2,16.7,2025-03-28T19:37:56.595Z,2025-03-28T19:37:57Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,5602836851,213,1.13,5602836843,56,Center,5602836847,141,47.5,5602836849,212,23.1,5602836845,140,75.5,5602836841,157,,5602836853,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792172075,872,1,2,82,41,aqtkb4mgrz8c6iqfufj6qjbv9,0,31.3,67.9,2025-03-28T19:37:57.832Z,2025-03-28T19:38:00Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,5602837089,212,41.9,5602837093,1,,5602837085,140,70.1,5602837091,213,0.24,5602837087,141,82.3,5602837083,56,Left,5602837081,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792172127,564,1,2,82,43,7gkglopz9cjsysn2u6sbhuvc5,1,26.1,30.0,2025-03-28T19:38:00.223Z,2025-03-28T19:38:03Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5602837377,212,15.3,5602837373,140,34.5,5602837369,3,,5602837379,213,5.33,5602837375,141,11.7,5602837371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792172135,565,1,2,82,46,7gkglopz9cjsysn2u6sbhuvc5,0,33.4,10.3,2025-03-28T19:38:03.096Z,2025-03-28T19:38:03Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602837403,212,23.7,5602837399,140,55.2,5602837397,56,Right,5602837405,213,0.26,5602837401,141,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792172221,873,1,2,82,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,45.6,85.4,2025-03-28T19:38:03.160Z,2025-03-28T19:38:07Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5602837891,213,5.59,5602837885,140,73.0,5602837889,212,37.4,5602837893,1,,5602837881,157,,5602837887,141,50.3,5602837883,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792172703,566,1,2,82,51,7gkglopz9cjsysn2u6sbhuvc5,1,29.7,48.1,2025-03-28T19:38:08.287Z,2025-03-28T19:38:30Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5602840571,140,8.8,5602840575,212,22.0,5602840577,213,3.12,5602840569,56,Back,5602840573,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173097,571,27,2,83,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-03-28T19:38:17.062Z,2025-03-28T19:41:05Z,,,,5602842845,233,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173019,875,27,2,83,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-28T19:38:17.062Z,2025-03-28T19:54:16Z,,,,5602842889,233,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173127,572,28,2,83,20,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-03-28T19:38:37.055Z,2025-03-28T19:41:07Z,,,,5602842915,55,571,5602842971,233,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173047,876,28,2,83,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-28T19:38:37.055Z,2025-03-28T19:41:40Z,,,,5602843015,233,572,5602842507,55,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792172971,567,1,2,83,26,7gkglopz9cjsysn2u6sbhuvc5,1,19.1,43.9,2025-03-28T19:38:42.785Z,2025-03-28T19:42:43Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5602842099,212,9.4,5602842093,56,Back,5602842097,141,34.6,5602842095,140,25.7,5602842101,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173051,569,1,2,83,30,7gkglopz9cjsysn2u6sbhuvc5,1,17.2,52.1,2025-03-28T19:38:47.265Z,2025-03-28T19:43:15Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5602864481,157,,5602864487,141,76.9,5602864483,56,Center,5602864485,140,68.0,5602864491,213,0.31,5602864489,212,55.9,5602864493,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173057,570,44,2,83,31,7gkglopz9cjsysn2u6sbhuvc5,1,75.8,83.0,2025-03-28T19:38:48.010Z,2025-03-28T19:43:15Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5602870567,286,,5602870565,56,Left,5602870707,233,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792176823,898,44,2,83,31,aqtkb4mgrz8c6iqfufj6qjbv9,0,24.2,17.0,2025-03-28T19:38:48.011Z,2025-03-28T19:54:37Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5602863291,56,Back,5602871397,233,570,5602863293,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792177941,599,61,2,83,32,7gkglopz9cjsysn2u6sbhuvc5,0,66.4,76.6,2025-03-28T19:38:48.896Z,2025-03-28T19:42:59Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5602869279,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173415,573,27,2,83,49,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-03-28T19:39:06.480Z,2025-03-28T19:39:08Z,,,,5602844675,233,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173435,878,27,2,83,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-28T19:39:06.480Z,2025-03-28T19:53:06Z,,,,5602844701,233,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173469,574,28,2,83,51,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-03-28T19:39:08.695Z,2025-03-28T19:39:10Z,,,,5602844833,55,573,5602844869,233,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173445,879,28,2,83,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-28T19:39:08.695Z,2025-03-28T19:39:11Z,,,,5602844709,55,878,5602844901,233,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173699,881,1,2,84,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.0,35.1,2025-03-28T19:39:19.229Z,2025-03-28T19:39:20Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602845977,212,17.7,5602845973,140,22.3,5602845979,213,2.63,5602845971,56,Back,5602845975,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173711,882,1,2,84,3,aqtkb4mgrz8c6iqfufj6qjbv9,0,22.3,47.9,2025-03-28T19:39:20.111Z,2025-03-28T19:39:20Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5602846041,1,,5602846039,213,0.04,5602846029,157,,5602846035,141,50.6,5602846033,140,69.4,5602846037,212,49.5,5602846031,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173821,576,1,2,84,4,7gkglopz9cjsysn2u6sbhuvc5,1,26.7,67.8,2025-03-28T19:39:21.095Z,2025-03-28T19:39:25Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5602846625,212,25.8,5602846619,56,Back,5602846623,141,50.7,5602846627,213,5.82,5602846621,140,48.6,5602846617,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173829,577,61,2,84,8,7gkglopz9cjsysn2u6sbhuvc5,1,48.4,50.7,2025-03-28T19:39:25.048Z,2025-03-28T19:39:25Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5602846657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173849,578,1,2,84,9,7gkglopz9cjsysn2u6sbhuvc5,1,36.8,46.8,2025-03-28T19:39:26.016Z,2025-03-28T19:43:53Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602875709,1,,5602875705,212,14.9,5602875699,56,Center,5602875703,141,49.1,5602875707,213,0.11,5602875701,140,50.9,5602875697,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173861,579,1,2,84,9,7gkglopz9cjsysn2u6sbhuvc5,1,53.8,63.4,2025-03-28T19:39:26.192Z,2025-03-28T19:46:39Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5602884687,213,5.27,5602884683,141,47.7,5602884681,140,60.1,5602884677,3,,5602884679,56,Center,5602884685,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792173923,883,83,2,84,12,aqtkb4mgrz8c6iqfufj6qjbv9,0,35.9,54.2,2025-03-28T19:39:28.893Z,2025-03-28T19:45:35Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5602847973,399,ju24rgwcctj5yizl54o91gfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792174043,580,1,2,84,15,7gkglopz9cjsysn2u6sbhuvc5,1,66.5,48.7,2025-03-28T19:39:32.591Z,2025-03-28T19:46:40Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5602847705,212,31.1,5602847699,141,14.9,5602847691,56,Right,5602847695,140,86.4,5602847707,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792174087,581,1,2,84,17,7gkglopz9cjsysn2u6sbhuvc5,1,86.9,14.9,2025-03-28T19:39:34.151Z,2025-03-28T19:39:42Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,1.0,5602847905,141,49.3,5602847897,2,,5602847909,213,1.45,5602848627,210,13,5602848631,154,,5602847901,56,Center,5602847907,212,23.6,5602847903,140,89.7,5602847899,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792174283,584,43,2,84,18,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-03-28T19:39:35.009Z,2025-03-28T19:39:52Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5602849109,286,0,5602849697,144,44,5602849107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792174107,582,13,2,84,19,7gkglopz9cjsysn2u6sbhuvc5,1,89.8,49.3,2025-03-28T19:39:36.085Z,2025-03-28T20:44:20Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5602848699,103,51.4,5602848391,328,,5602848035,22,,5602848697,102,38.0,5602848383,15,,5602848691,154,,5602848703,231,50.2,5602848687,81,,5602848039,56,Center,5602848701,230,99.1,5602848037,17,,5602848693,55,5602848689,29,,,,,,,,,,,,581,,,,,,
2792174135,583,5,2,84,20,7gkglopz9cjsysn2u6sbhuvc5,0,101.0,42.4,2025-03-28T19:39:37.118Z,2025-03-28T19:54:08Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5602848571,233,884,5602848161,346,,5602848159,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792174185,884,5,2,84,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,-1.0,57.6,2025-03-28T19:39:37.118Z,2025-03-28T19:54:08Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5602848515,233,583,5602848417,56,Back,5602848419,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
