id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2812113507,782,12,2,82,26,a9vw7ikerpr4cuweeeka5aneg,1,15.1,64.4,2025-05-09T18:10:46.770Z,2025-05-09T18:30:11Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712687857,212,22.8,5712687851,56,Back,5712687859,213,6.07,5712687855,141,57.3,5712687853,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812094471,843,44,2,82,26,dbl7ir1qugqz8nvp1vzn8im50,1,62.1,41.1,2025-05-09T18:10:47.769Z,2025-05-09T18:46:16Z,6eg3kxxg5aneckolraz03xzpw,N. Juul-Sandberg,,,5712584765,56,Center,5712692499,233,783,5712584767,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812113585,783,44,2,82,27,a9vw7ikerpr4cuweeeka5aneg,0,37.9,58.9,2025-05-09T18:10:47.770Z,2025-05-09T18:46:16Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,,5712690121,56,Back,5712690123,285,,5712692527,233,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812094493,844,1,2,82,27,dbl7ir1qugqz8nvp1vzn8im50,0,62.8,57.6,2025-05-09T18:10:47.952Z,2025-05-09T18:38:40Z,6eg3kxxg5aneckolraz03xzpw,N. Juul-Sandberg,,,5712584917,140,66.6,5712584921,141,72.0,5712584907,3,,5712584913,56,Center,5712584929,213,1.18,5712584923,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812118093,787,61,2,82,28,a9vw7ikerpr4cuweeeka5aneg,1,40.2,64.2,2025-05-09T18:10:48.770Z,2025-05-09T18:33:52Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,,5712714401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812094507,845,61,2,82,30,dbl7ir1qugqz8nvp1vzn8im50,0,66.6,72.0,2025-05-09T18:10:50.807Z,2025-05-09T18:10:51Z,ewh6t7yo6clfewu89uznll9uc,E. Hansborg-Sørensen,,,5712585003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812094513,846,83,2,82,31,dbl7ir1qugqz8nvp1vzn8im50,0,66.7,72.1,2025-05-09T18:10:51.815Z,2025-05-09T18:40:34Z,ewh6t7yo6clfewu89uznll9uc,E. Hansborg-Sørensen,,,5712766127,399,51ymbnikkta369rn3exb1g7bo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812127853,788,1,2,82,32,a9vw7ikerpr4cuweeeka5aneg,0,26.1,39.2,2025-05-09T18:10:52.770Z,2025-05-09T18:40:33Z,51ymbnikkta369rn3exb1g7bo,A. Moro,,,5712765879,140,43.0,5712765885,213,5.67,5712765881,141,21.0,5712765877,56,Back,5712765875,157,,5712765883,212,21.6,5712765887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812094577,847,8,2,82,34,dbl7ir1qugqz8nvp1vzn8im50,1,64.9,77.0,2025-05-09T18:10:55.127Z,2025-05-09T18:10:56Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5712585457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812094619,848,61,2,82,36,dbl7ir1qugqz8nvp1vzn8im50,0,79.6,60.8,2025-05-09T18:10:57.151Z,2025-05-09T18:10:57Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5712585631,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812094681,666,3,2,82,37,a9vw7ikerpr4cuweeeka5aneg,0,19.9,52.0,2025-05-09T18:10:58.673Z,2025-05-09T18:42:55Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712585957,56,Back,5712587585,233,849,5712585959,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812094695,849,7,2,82,37,dbl7ir1qugqz8nvp1vzn8im50,1,80.1,48.0,2025-05-09T18:10:58.674Z,2025-05-09T18:42:55Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5712586011,286,,5712586007,56,Center,5712587581,233,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812094707,850,15,2,82,39,dbl7ir1qugqz8nvp1vzn8im50,1,88.0,58.7,2025-05-09T18:11:00.503Z,2025-05-09T22:47:34Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5712732533,230,98.6,5712732499,103,19,5712732509,458,,5712732537,231,51.3,5712586065,22,,5712586067,17,,5712732527,147,57.2,5712732589,233,667,5712732493,72,5712590525,82,,5712732497,102,50.6,5712732521,146,90.2,5712732495,78,,5712586069,56,,,,,,Center,,,,,,,,
2812094743,667,10,2,82,39,a9vw7ikerpr4cuweeeka5aneg,1,9.0,42.1,2025-05-09T18:11:00.603Z,2025-05-09T18:36:34Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5712586203,94,,5712586205,56,Back,5712732639,233,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812094771,668,5,2,82,43,a9vw7ikerpr4cuweeeka5aneg,0,11.2,-0.8,2025-05-09T18:11:04.256Z,2025-05-09T18:45:47Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5712586365,56,Back,5712586367,347,,5712588237,233,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095083,851,5,2,82,43,dbl7ir1qugqz8nvp1vzn8im50,1,88.8,100.8,2025-05-09T18:11:04.256Z,2025-05-09T18:45:47Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5712588135,56,Left,5712588137,347,,5712588207,233,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095193,852,1,2,83,2,dbl7ir1qugqz8nvp1vzn8im50,1,85.6,100.0,2025-05-09T18:11:23.439Z,2025-05-09T18:11:29Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5712588719,56,Left,5712588725,212,14.2,5712588721,140,76.5,5712588717,107,,5712588723,141,86.6,5712588727,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095223,853,1,2,83,8,dbl7ir1qugqz8nvp1vzn8im50,0,76.1,79.4,2025-05-09T18:11:28.879Z,2025-05-09T18:11:30Z,6eg3kxxg5aneckolraz03xzpw,N. Juul-Sandberg,,,5712588861,140,76.1,5712588867,213,4.71,5712588859,56,Center,5712588863,141,72.1,5712588865,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095253,669,61,2,83,10,a9vw7ikerpr4cuweeeka5aneg,1,12.8,34.5,2025-05-09T18:11:31.264Z,2025-05-09T18:11:31Z,51ymbnikkta369rn3exb1g7bo,A. Moro,,,5712588991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095365,671,1,2,83,14,a9vw7ikerpr4cuweeeka5aneg,0,60.7,34.5,2025-05-09T18:11:35.393Z,2025-05-09T18:11:40Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,,5712589595,212,31.3,5712589589,140,90.5,5712589591,141,36.0,5712589587,56,Center,5712589831,4,,5712589597,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095397,854,8,2,83,18,dbl7ir1qugqz8nvp1vzn8im50,1,16.7,68.4,2025-05-09T18:11:38.984Z,2025-05-09T18:11:39Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5712589763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095477,855,1,2,83,19,dbl7ir1qugqz8nvp1vzn8im50,0,11.4,61.4,2025-05-09T18:11:39.935Z,2025-05-09T18:11:43Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5712590155,141,69.6,5712590149,157,,5712590161,1,,5712590151,56,Back,5712590153,140,47.1,5712590159,213,0.15,5712590157,212,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095567,672,1,2,83,22,a9vw7ikerpr4cuweeeka5aneg,1,50.2,34.0,2025-05-09T18:11:42.897Z,2025-05-09T18:11:46Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5712590631,141,13.5,5712590627,56,Right,5712590633,212,24.3,5712590635,213,5.67,5712590629,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095595,673,1,2,83,25,a9vw7ikerpr4cuweeeka5aneg,0,72.9,11.6,2025-05-09T18:11:46.433Z,2025-05-09T18:11:48Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5712590767,140,88.2,5712590773,212,16.4,5712590779,213,0.20,5712590765,56,Right,5712590769,141,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095645,856,61,2,83,30,dbl7ir1qugqz8nvp1vzn8im50,0,10.1,83.2,2025-05-09T18:11:51.335Z,2025-05-09T18:11:51Z,6eg3kxxg5aneckolraz03xzpw,N. Juul-Sandberg,,,5712591031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095725,674,61,2,83,34,a9vw7ikerpr4cuweeeka5aneg,1,92.9,17.1,2025-05-09T18:11:55.291Z,2025-05-09T18:12:01Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5712591379,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095739,675,5,2,83,35,a9vw7ikerpr4cuweeeka5aneg,0,101.2,28.4,2025-05-09T18:11:56.306Z,2025-05-09T18:45:48Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5712591463,56,Center,5712591465,346,,5712591739,233,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095783,858,5,2,83,35,dbl7ir1qugqz8nvp1vzn8im50,1,-1.2,71.6,2025-05-09T18:11:56.306Z,2025-05-09T18:45:48Z,6eg3kxxg5aneckolraz03xzpw,N. Juul-Sandberg,,,5712591657,346,,5712591655,56,Back,5712591715,233,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812095959,859,1,2,83,38,dbl7ir1qugqz8nvp1vzn8im50,1,4.1,51.5,2025-05-09T18:11:58.879Z,2025-05-09T18:12:09Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5712592671,56,Back,5712592675,141,30.3,5712592683,237,,5712592677,212,17.5,5712592679,213,5.31,5712592673,140,13.5,5712592669,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096033,860,1,2,83,48,dbl7ir1qugqz8nvp1vzn8im50,0,41.7,28.3,2025-05-09T18:12:08.778Z,2025-05-09T18:12:13Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5712593095,212,48.9,5712593089,56,Center,5712593087,155,,5712593091,140,81.2,5712593099,1,,5712593093,141,66.3,5712593097,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096061,676,44,2,83,51,a9vw7ikerpr4cuweeeka5aneg,1,17.8,33.2,2025-05-09T18:12:12.519Z,2025-05-09T18:12:17Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5712593187,56,Back,5712593259,233,861,5712593189,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096041,861,44,2,83,51,dbl7ir1qugqz8nvp1vzn8im50,0,82.2,66.8,2025-05-09T18:12:12.520Z,2025-05-09T18:12:19Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5712593111,56,Center,5712593323,233,676,5712593113,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096147,677,1,2,83,52,a9vw7ikerpr4cuweeeka5aneg,1,16.0,32.2,2025-05-09T18:12:12.859Z,2025-05-09T18:31:08Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5712593689,212,11.4,5712593685,140,26.1,5712593683,56,Back,5712593679,3,,5712593687,141,38.2,5712593691,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096187,679,1,2,83,55,a9vw7ikerpr4cuweeeka5aneg,1,24.3,20.7,2025-05-09T18:12:16.411Z,2025-05-09T18:12:19Z,51ymbnikkta369rn3exb1g7bo,A. Moro,,,5712593859,212,6.3,5712593853,56,Back,5712593855,140,24.6,5712593857,141,11.4,5712593861,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096199,680,1,2,83,58,a9vw7ikerpr4cuweeeka5aneg,0,35.0,7.9,2025-05-09T18:12:19.722Z,2025-05-09T18:12:20Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5712593923,212,18.9,5712593925,213,0.61,5712593919,140,49.7,5712593921,141,23.9,5712593917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096213,862,8,2,84,0,dbl7ir1qugqz8nvp1vzn8im50,1,59.4,70.3,2025-05-09T18:12:20.897Z,2025-05-09T18:12:21Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5712593981,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096273,681,1,2,84,2,a9vw7ikerpr4cuweeeka5aneg,1,53.7,26.4,2025-05-09T18:12:23.226Z,2025-05-09T18:12:25Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5712594339,56,Back,5712594341,140,35.1,5712594345,212,19.6,5712594347,213,3.23,5712594343,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096321,682,1,2,84,4,a9vw7ikerpr4cuweeeka5aneg,1,35.1,23.9,2025-05-09T18:12:24.874Z,2025-05-09T18:12:26Z,51ymbnikkta369rn3exb1g7bo,A. Moro,,,5712594543,141,51.0,5712594547,213,0.93,5712594545,212,23.1,5712594541,140,48.3,5712594539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096395,683,1,2,84,5,a9vw7ikerpr4cuweeeka5aneg,1,48.3,51.0,2025-05-09T18:12:26.547Z,2025-05-09T18:12:30Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5712594911,141,79.0,5712594907,56,Back,5712594909,140,42.3,5712594913,212,20.1,5712594915,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096455,684,1,2,84,9,a9vw7ikerpr4cuweeeka5aneg,1,42.3,79.3,2025-05-09T18:12:30.362Z,2025-05-09T18:12:33Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712595227,56,Left,5712595231,141,90.2,5712595235,213,0.37,5712595233,212,20.4,5712595229,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096477,685,1,2,84,12,a9vw7ikerpr4cuweeeka5aneg,1,61.1,90.2,2025-05-09T18:12:33.043Z,2025-05-09T18:12:34Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5712595357,141,88.4,5712595361,213,3.19,5712595359,212,24.2,5712595353,56,Back,5712595355,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096495,686,1,2,84,13,a9vw7ikerpr4cuweeeka5aneg,1,38.1,88.4,2025-05-09T18:12:34.146Z,2025-05-09T18:12:35Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712595453,212,7.3,5712595455,213,5.50,5712595449,140,43.0,5712595451,141,80.8,5712595447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096541,687,1,2,84,14,a9vw7ikerpr4cuweeeka5aneg,1,43.0,80.8,2025-05-09T18:12:34.842Z,2025-05-09T18:12:36Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5712595693,213,2.36,5712595685,56,Back,5712595691,212,9.3,5712595687,140,36.7,5712595689,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096575,688,1,2,84,15,a9vw7ikerpr4cuweeeka5aneg,1,36.7,90.5,2025-05-09T18:12:36.690Z,2025-05-09T18:12:38Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712595889,141,80.5,5712595887,140,61.4,5712595891,212,26.8,5712595885,56,Left,5712595893,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096657,689,1,2,84,17,a9vw7ikerpr4cuweeeka5aneg,1,61.4,80.5,2025-05-09T18:12:38.306Z,2025-05-09T18:12:42Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,,5712596395,141,88.9,5712596389,56,Back,5712596397,212,27.9,5712596399,213,2.94,5712596393,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096669,690,50,2,84,21,a9vw7ikerpr4cuweeeka5aneg,1,40.6,83.0,2025-05-09T18:12:42.051Z,2025-05-09T18:12:51Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712596461,56,Back,5712596765,233,863,5712596463,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096715,863,7,2,84,21,dbl7ir1qugqz8nvp1vzn8im50,0,59.4,17.0,2025-05-09T18:12:42.052Z,2025-05-09T18:31:39Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5712596697,56,Right,5712596715,233,690,5712596699,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096773,691,1,2,84,22,a9vw7ikerpr4cuweeeka5aneg,1,37.7,93.3,2025-05-09T18:12:43.602Z,2025-05-09T18:12:47Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5712596933,213,6.00,5712596925,56,Left,5712596929,141,84.8,5712596927,140,56.4,5712596931,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096781,692,4,2,84,26,a9vw7ikerpr4cuweeeka5aneg,1,54.6,76.6,2025-05-09T18:12:47.170Z,2025-05-09T18:38:05Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712597011,152,,5712597383,233,864,5712597015,286,,5712597007,13,,5712597013,265,,5712597009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812096843,864,4,2,84,26,dbl7ir1qugqz8nvp1vzn8im50,0,45.4,23.4,2025-05-09T18:12:47.171Z,2025-05-09T18:38:05Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5712597299,13,,5712597303,56,Back,5712597313,285,,5712597307,152,,5712597311,265,,5712597651,233,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812097465,693,1,2,84,54,a9vw7ikerpr4cuweeeka5aneg,0,58.5,87.1,2025-05-09T18:13:15.170Z,2025-05-09T18:13:18Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5712600441,213,0.10,5712600433,56,Left,5712600439,212,31.6,5712600437,141,91.8,5712600423,5,,5712600435,140,88.4,5712600431,152,,5712600427,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812097515,865,12,2,84,59,dbl7ir1qugqz8nvp1vzn8im50,1,16.3,9.1,2025-05-09T18:13:20.288Z,2025-05-09T18:13:21Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5712600791,212,8.8,5712600787,140,20.6,5712600785,56,Back,5712600789,141,0.0,5712600881,167,,5712600793,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812097697,694,5,2,84,59,a9vw7ikerpr4cuweeeka5aneg,1,79.6,102.0,2025-05-09T18:13:20.610Z,2025-05-09T18:45:49Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5712601803,56,Left,5712601805,347,,5712601883,233,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812097523,866,5,2,84,59,dbl7ir1qugqz8nvp1vzn8im50,0,20.4,-2.0,2025-05-09T18:13:20.610Z,2025-05-09T18:13:32Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5712600823,56,Back,5712600825,347,,5712601943,233,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812097785,695,1,2,85,10,a9vw7ikerpr4cuweeeka5aneg,1,79.7,100.0,2025-05-09T18:13:31.371Z,2025-05-09T18:13:50Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,1.0,,5712602245,140,84.3,5712603799,210,13,5712602241,107,,5712603805,154,,5712602249,212,11.9,5712602243,56,Left,5712602247,141,86.0,5712602251,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812097863,696,3,2,85,13,a9vw7ikerpr4cuweeeka5aneg,1,90.4,65.4,2025-05-09T18:13:34.683Z,2025-05-09T18:38:25Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,,5712602689,56,Center,5712672557,233,867,5712602691,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812097883,867,45,2,85,13,dbl7ir1qugqz8nvp1vzn8im50,0,9.6,34.6,2025-05-09T18:13:34.683Z,2025-05-09T18:38:26Z,6eg3kxxg5aneckolraz03xzpw,N. Juul-Sandberg,,,5712672501,56,Back,5712672601,233,696,5712672503,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812097879,697,13,2,85,17,a9vw7ikerpr4cuweeeka5aneg,1,95.2,64.4,2025-05-09T18:13:38.076Z,2025-05-09T19:07:05Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,,5712603895,103,16.7,5712602769,56,Center,5712955533,215,,5712603871,160,,5712603879,29,,5712603893,102,41.8,5712603897,230,99.1,5712603875,84,,5712603883,154,5712603887,55,695,5712603233,20,,5712603899,231,54.2,5712603235,65,,,,,,,,,,,,,,,,,
2812097967,698,5,2,85,20,a9vw7ikerpr4cuweeeka5aneg,0,101.6,42.2,2025-05-09T18:13:41.323Z,2025-05-09T18:45:49Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,,5712603203,56,Center,5712603205,346,,5712604173,233,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812098137,870,5,2,85,20,dbl7ir1qugqz8nvp1vzn8im50,1,-1.6,57.8,2025-05-09T18:13:41.323Z,2025-05-09T18:45:49Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5712604071,56,Back,5712604131,233,698,5712604073,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812098165,871,1,2,85,31,dbl7ir1qugqz8nvp1vzn8im50,1,3.9,51.0,2025-05-09T18:13:52.368Z,2025-05-09T18:13:54Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5712604243,213,6.04,5712604231,124,,5712604235,140,26.9,5712604251,237,,5712604237,141,42.2,5712604233,56,Back,5712604239,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812098295,872,1,2,85,33,dbl7ir1qugqz8nvp1vzn8im50,1,26.9,42.2,2025-05-09T18:13:53.929Z,2025-05-09T18:14:00Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5712604877,212,14.2,5712604871,56,Back,5712604879,213,1.58,5712604875,141,63.1,5712604873,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812098393,873,1,2,85,39,dbl7ir1qugqz8nvp1vzn8im50,1,46.9,68.1,2025-05-09T18:14:00.328Z,2025-05-09T18:14:04Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5712605369,141,40.6,5712605373,213,4.53,5712605371,212,19.0,5712605361,56,Back,5712605365,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812098539,874,1,2,85,43,dbl7ir1qugqz8nvp1vzn8im50,1,47.5,37.6,2025-05-09T18:14:04.361Z,2025-05-09T18:14:12Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5712606195,140,64.7,5712606201,213,5.45,5712606197,141,8.6,5712606199,212,26.7,5712606193,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812098591,875,1,2,85,51,dbl7ir1qugqz8nvp1vzn8im50,1,78.3,11.7,2025-05-09T18:14:11.834Z,2025-05-09T18:14:15Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5712606477,141,14.3,5712606481,212,11.4,5712606473,56,Right,5712606485,213,0.16,5712606475,140,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812098601,876,1,2,85,52,dbl7ir1qugqz8nvp1vzn8im50,0,89.0,14.3,2025-05-09T18:14:12.793Z,2025-05-09T18:24:41Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5712606641,236,,5712606535,213,1.38,5712606529,140,89.2,5712606531,141,15.9,5712606527,56,Right,5712606533,212,1.1,5712606649,286,,5712606643,233,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812098619,699,74,2,85,52,a9vw7ikerpr4cuweeeka5aneg,1,7.0,85.4,2025-05-09T18:14:12.794Z,2025-05-09T18:38:29Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712606619,56,Back,5712606621,285,,5712606693,233,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812098629,700,6,2,85,54,a9vw7ikerpr4cuweeeka5aneg,0,8.4,84.9,2025-05-09T18:14:15.754Z,2025-05-09T18:38:15Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712606775,73,,5712606825,233,877,5712606773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
