id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2707252327,686,1,2,66,52,bd4qakf7j0wwie8wke9km7uj8,1,46.3,62.6,2024-08-10T13:23:14.239Z,2024-08-10T13:23:19Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5139171157,141,16.1,5139171161,213,4.77,5139171155,140,48.1,5139171153,56,Back,5139171159,212,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252341,687,1,2,66,57,bd4qakf7j0wwie8wke9km7uj8,1,56.9,13.8,2024-08-10T13:23:19.608Z,2024-08-10T13:23:21Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5139171225,212,7.5,5139171217,56,Right,5139171223,141,3.2,5139171227,213,5.01,5139171221,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252369,688,1,2,66,58,bd4qakf7j0wwie8wke9km7uj8,1,59.5,3.4,2024-08-10T13:23:21.095Z,2024-08-10T13:23:24Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5139171367,140,57.5,5139171373,212,12.2,5139171371,141,21.0,5139171375,213,1.74,5139171363,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252453,689,1,2,67,2,bd4qakf7j0wwie8wke9km7uj8,1,62.6,22.2,2024-08-10T13:23:24.464Z,2024-08-10T13:23:35Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5139171905,140,68.7,5139171903,56,Right,5139171909,212,13.2,5139171911,213,5.22,5139171907,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252463,690,43,2,67,12,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-08-10T13:23:34.684Z,2024-08-10T14:06:26Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5139273739,144,50,5139264273,233,579,5139171975,56,Right,5139171977,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252449,579,83,2,67,12,b2vft81kyjurzbmekvgrqwr64,0,7.9,90.2,2024-08-10T13:23:34.685Z,2024-08-10T14:05:35Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5139269743,399,m031ocyfq011rual3olkegdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252481,691,1,2,67,13,bd4qakf7j0wwie8wke9km7uj8,0,97.2,13.2,2024-08-10T13:23:35.856Z,2024-08-10T13:23:36Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5139172047,56,Center,5139172053,212,12.6,5139172055,213,1.27,5139172051,141,30.9,5139172049,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252783,580,5,2,67,14,b2vft81kyjurzbmekvgrqwr64,1,-0.9,72.4,2024-08-10T13:23:36.513Z,2024-08-10T14:07:27Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5139173579,56,Back,5139173625,233,692,5139173581,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252485,692,5,2,67,14,bd4qakf7j0wwie8wke9km7uj8,0,100.9,27.6,2024-08-10T13:23:36.513Z,2024-08-10T14:07:28Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5139172083,56,Center,5139172085,346,,5139173677,233,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252851,581,1,2,67,38,b2vft81kyjurzbmekvgrqwr64,1,2.6,50.1,2024-08-10T13:24:00.239Z,2024-08-10T13:24:05Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5139173947,124,,5139173959,1,,5139173955,212,64.1,5139173951,140,63.0,5139173949,56,Center,5139173957,213,0.14,5139173963,74,,5139173953,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252861,582,44,2,67,42,b2vft81kyjurzbmekvgrqwr64,1,61.6,66.6,2024-08-10T13:24:04.590Z,2024-08-10T13:24:09Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5139174007,56,Center,5139174037,233,693,5139174009,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252847,693,44,2,67,42,bd4qakf7j0wwie8wke9km7uj8,0,38.4,33.4,2024-08-10T13:24:04.591Z,2024-08-10T13:24:08Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5139174053,233,582,5139173929,56,Back,5139173931,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252903,583,1,2,67,42,b2vft81kyjurzbmekvgrqwr64,0,63.0,63.6,2024-08-10T13:24:05.165Z,2024-08-10T13:24:09Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5139174263,212,7.2,5139174253,3,,5139174261,141,67.0,5139174257,56,Center,5139174265,213,0.33,5139174259,140,69.5,5139174255,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252857,694,61,2,67,43,bd4qakf7j0wwie8wke9km7uj8,1,39.4,31.2,2024-08-10T13:24:06.098Z,2024-08-10T14:07:01Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5139173985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252907,584,3,2,67,45,b2vft81kyjurzbmekvgrqwr64,0,65.0,70.0,2024-08-10T13:24:08.022Z,2024-08-10T14:02:18Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5139195457,286,,5139195481,233,745,5139174275,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707256683,745,7,2,67,45,bd4qakf7j0wwie8wke9km7uj8,1,35.0,30.0,2024-08-10T13:24:08.023Z,2024-08-10T14:02:18Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5139195473,233,584,5139194773,56,Back,5139194775,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252925,696,1,2,67,48,bd4qakf7j0wwie8wke9km7uj8,0,37.6,11.6,2024-08-10T13:24:11.049Z,2024-08-10T13:24:12Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5139174355,212,20.3,5139174353,141,22.5,5139174357,213,0.37,5139174349,56,Center,5139174351,140,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707252953,585,8,2,67,52,b2vft81kyjurzbmekvgrqwr64,1,44.4,66.1,2024-08-10T13:24:15.142Z,2024-08-10T13:24:15Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5139174549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253067,587,1,2,67,54,b2vft81kyjurzbmekvgrqwr64,1,57.6,68.1,2024-08-10T13:24:16.917Z,2024-08-10T13:24:23Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5139175135,141,81.8,5139175133,140,84.8,5139175139,213,0.32,5139175137,212,30.0,5139175131,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253105,588,1,2,68,0,b2vft81kyjurzbmekvgrqwr64,1,84.8,81.8,2024-08-10T13:24:23.173Z,2024-08-10T13:24:28Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5139175367,56,Left,5139175369,140,67.8,5139175373,212,18.5,5139175371,141,88.7,5139175375,213,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253119,589,1,2,68,5,b2vft81kyjurzbmekvgrqwr64,1,67.8,88.7,2024-08-10T13:24:28.158Z,2024-08-10T13:24:29Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5139175455,141,75.0,5139175459,212,11.0,5139175447,56,Center,5139175451,140,62.2,5139175461,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253157,590,1,2,68,7,b2vft81kyjurzbmekvgrqwr64,1,62.2,75.0,2024-08-10T13:24:29.189Z,2024-08-10T13:24:32Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5139175687,141,92.1,5139175683,56,Left,5139175685,140,63.3,5139175689,212,11.7,5139175691,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253179,591,1,2,68,10,b2vft81kyjurzbmekvgrqwr64,1,63.3,92.1,2024-08-10T13:24:32.774Z,2024-08-10T13:24:33Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5139175789,56,Center,5139175793,140,61.6,5139175797,212,13.6,5139175795,141,72.3,5139175799,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253201,592,1,2,68,11,b2vft81kyjurzbmekvgrqwr64,1,61.6,72.3,2024-08-10T13:24:33.622Z,2024-08-10T13:24:34Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5139175893,213,1.33,5139175887,140,63.9,5139175885,56,Left,5139175889,141,86.5,5139175891,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253227,593,1,2,68,12,b2vft81kyjurzbmekvgrqwr64,1,63.9,86.5,2024-08-10T13:24:34.485Z,2024-08-10T13:24:36Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5139176017,212,13.9,5139176011,56,Center,5139176019,213,5.39,5139176015,141,70.5,5139176013,140,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253265,594,1,2,68,14,b2vft81kyjurzbmekvgrqwr64,1,74.1,70.6,2024-08-10T13:24:36.189Z,2024-08-10T13:24:39Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5139176243,56,Left,5139176245,140,63.1,5139176261,141,88.9,5139176265,213,2.32,5139176263,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253375,595,1,2,68,17,b2vft81kyjurzbmekvgrqwr64,1,63.0,88.9,2024-08-10T13:24:39.294Z,2024-08-10T13:24:48Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5139176811,213,6.17,5139176805,140,83.1,5139176803,56,Left,5139176809,212,21.2,5139176807,141,85.4,5139176801,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253437,596,1,2,68,26,b2vft81kyjurzbmekvgrqwr64,1,98.4,84.2,2024-08-10T13:24:48.639Z,2024-08-10T13:33:42Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5139177037,212,20.0,5139177031,56,Center,5139177039,213,4.41,5139177035,141,56.2,5139177029,155,,5139177033,140,92.7,5139177027,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255685,625,61,2,68,27,b2vft81kyjurzbmekvgrqwr64,0,72.9,40.0,2024-08-10T13:24:49.190Z,2024-08-10T13:29:06Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5139189199,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253443,697,61,2,68,28,bd4qakf7j0wwie8wke9km7uj8,0,13.2,46.9,2024-08-10T13:24:50.726Z,2024-08-10T14:57:36Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5139177073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253467,597,1,2,68,30,b2vft81kyjurzbmekvgrqwr64,1,77.3,53.3,2024-08-10T13:24:52.901Z,2024-08-10T13:24:55Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5139177191,213,2.36,5139177183,56,Center,5139177185,140,64.8,5139177189,212,18.6,5139177187,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253479,598,1,2,68,33,b2vft81kyjurzbmekvgrqwr64,0,64.4,72.6,2024-08-10T13:24:55.407Z,2024-08-10T13:24:56Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5139177237,140,75.8,5139177241,212,12.2,5139177235,56,Center,5139177239,141,76.4,5139177233,155,,5139177243,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253505,698,1,2,68,34,bd4qakf7j0wwie8wke9km7uj8,1,19.1,13.5,2024-08-10T13:24:56.965Z,2024-08-10T14:16:16Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5139177379,213,0.72,5139177373,140,27.6,5139177375,141,24.9,5139177369,3,,5139177377,212,11.8,5139177371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253571,699,1,2,68,36,bd4qakf7j0wwie8wke9km7uj8,0,28.0,24.9,2024-08-10T13:24:58.238Z,2024-08-10T13:25:02Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5139177753,212,62.2,5139177757,1,,5139177749,140,60.4,5139177751,141,100.0,5139177745,157,,5139177755,213,0.99,5139177747,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253831,599,5,2,68,39,b2vft81kyjurzbmekvgrqwr64,1,37.8,-1.6,2024-08-10T13:25:02.156Z,2024-08-10T14:07:28Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5139179063,56,Back,5139179065,347,,5139179103,233,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253577,700,5,2,68,39,bd4qakf7j0wwie8wke9km7uj8,0,62.2,101.6,2024-08-10T13:25:02.156Z,2024-08-10T14:07:28Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5139177769,347,,5139179125,233,599,5139177767,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253855,600,1,2,69,3,b2vft81kyjurzbmekvgrqwr64,1,37.7,0.0,2024-08-10T13:25:25.646Z,2024-08-10T13:25:26Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5139179191,213,1.53,5139179183,56,Back,5139179185,140,38.1,5139179189,212,11.2,5139179181,107,,5139179187,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253867,601,1,2,69,4,b2vft81kyjurzbmekvgrqwr64,1,38.1,15.6,2024-08-10T13:25:26.470Z,2024-08-10T13:25:33Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5139179253,213,5.43,5139179245,56,Back,5139179251,212,11.0,5139179249,141,3.5,5139179247,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253897,602,1,2,69,4,b2vft81kyjurzbmekvgrqwr64,1,45.0,3.5,2024-08-10T13:25:27.125Z,2024-08-10T13:25:30Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5139179379,140,50.8,5139179385,213,1.15,5139179381,141,23.4,5139179377,56,Center,5139179383,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253875,701,4,2,69,4,bd4qakf7j0wwie8wke9km7uj8,1,49.0,75.0,2024-08-10T13:25:27.150Z,2024-08-10T13:29:17Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5139179293,13,,5139179443,233,603,5139179297,56,Back,5139179301,286,,5139179295,294,,5139179299,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253903,603,4,2,69,4,b2vft81kyjurzbmekvgrqwr64,0,51.0,25.0,2024-08-10T13:25:27.151Z,2024-08-10T19:26:56Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5139179421,13,,5139179429,285,,5139179425,152,,5139352719,294,,5139179423,56,Center,5139179465,233,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253919,702,1,2,69,8,bd4qakf7j0wwie8wke9km7uj8,1,45.9,74.5,2024-08-10T13:25:30.404Z,2024-08-10T13:25:33Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5139179523,213,4.14,5139179513,152,,5139179511,5,,5139179517,140,40.8,5139179515,56,Back,5139179521,212,9.8,5139179519,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253953,703,1,2,69,10,bd4qakf7j0wwie8wke9km7uj8,1,40.8,62.4,2024-08-10T13:25:32.885Z,2024-08-10T13:25:36Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5139179727,140,45.3,5139179733,213,4.95,5139179725,56,Back,5139179729,141,34.2,5139179731,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707253967,704,1,2,69,14,bd4qakf7j0wwie8wke9km7uj8,1,43.0,33.9,2024-08-10T13:25:36.301Z,2024-08-10T13:25:38Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5139179805,140,44.1,5139179803,56,Back,5139179809,212,15.5,5139179811,213,1.50,5139179807,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254101,705,1,2,69,16,bd4qakf7j0wwie8wke9km7uj8,1,45.0,56.0,2024-08-10T13:25:38.741Z,2024-08-10T13:25:52Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5139180519,212,23.4,5139180515,140,58.0,5139180521,213,0.95,5139180517,141,83.9,5139180513,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254119,706,1,2,69,29,bd4qakf7j0wwie8wke9km7uj8,1,66.7,88.0,2024-08-10T13:25:51.900Z,2024-08-10T13:25:53Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5139180613,56,Left,5139180617,141,90.2,5139180619,212,18.5,5139180621,213,0.08,5139180615,140,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254129,707,1,2,69,30,bd4qakf7j0wwie8wke9km7uj8,1,84.3,90.2,2024-08-10T13:25:53.030Z,2024-08-10T13:25:54Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5139180671,212,15.4,5139180667,140,69.8,5139180673,213,2.98,5139180665,56,Left,5139180669,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254137,708,1,2,69,31,bd4qakf7j0wwie8wke9km7uj8,1,69.8,93.8,2024-08-10T13:25:54.108Z,2024-08-10T13:25:55Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5139180715,213,6.21,5139180711,141,92.6,5139180707,56,Left,5139180713,212,10.6,5139180709,140,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254163,709,1,2,69,32,bd4qakf7j0wwie8wke9km7uj8,1,79.9,92.6,2024-08-10T13:25:55.180Z,2024-08-10T13:25:58Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5139180835,56,Center,5139180839,141,69.0,5139180837,140,68.1,5139180841,212,20.3,5139180843,213,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254203,710,1,2,69,36,bd4qakf7j0wwie8wke9km7uj8,0,68.3,68.7,2024-08-10T13:25:58.629Z,2024-08-10T13:26:01Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5139181053,213,5.57,5139181043,155,,5139181055,1,,5139181047,140,100.0,5139181049,141,24.6,5139181051,212,46.1,5139181045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254337,604,5,2,69,38,b2vft81kyjurzbmekvgrqwr64,1,-1.6,72.1,2024-08-10T13:26:00.800Z,2024-08-10T14:07:29Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5139181811,346,,5139181809,56,Back,5139190359,233,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254207,711,5,2,69,38,bd4qakf7j0wwie8wke9km7uj8,0,101.6,27.9,2024-08-10T13:26:00.800Z,2024-08-10T14:07:29Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5139181063,56,Center,5139181065,346,,5139190385,233,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254363,605,1,2,69,56,b2vft81kyjurzbmekvgrqwr64,1,2.9,51.5,2024-08-10T13:26:19.174Z,2024-08-10T13:26:21Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5139182003,213,5.32,5139181983,124,,5139182011,237,,5139181987,56,Back,5139181993,140,10.2,5139181995,141,35.2,5139181999,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254369,606,1,2,69,59,b2vft81kyjurzbmekvgrqwr64,1,10.2,35.5,2024-08-10T13:26:21.573Z,2024-08-10T13:26:22Z,lu9bber07etravimh00k745x,J. Bøge,,,5139182069,56,Back,5139182075,212,16.2,5139182073,141,12.2,5139182071,140,13.4,5139182077,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254401,607,1,2,70,0,b2vft81kyjurzbmekvgrqwr64,1,13.4,12.2,2024-08-10T13:26:22.438Z,2024-08-10T13:26:26Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5139182203,141,38.3,5139182205,212,17.9,5139182199,56,Back,5139182201,140,11.5,5139182207,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254487,608,1,2,70,4,b2vft81kyjurzbmekvgrqwr64,1,10.3,34.5,2024-08-10T13:26:26.493Z,2024-08-10T13:26:35Z,lu9bber07etravimh00k745x,J. Bøge,,,5139182585,141,47.5,5139182583,140,8.6,5139182589,213,1.77,5139182581,56,Back,5139182587,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254547,609,1,2,70,12,b2vft81kyjurzbmekvgrqwr64,1,8.0,53.3,2024-08-10T13:26:35.062Z,2024-08-10T13:26:40Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5139182907,155,,5139182909,56,Back,5139182923,1,,5139182921,213,5.01,5139182919,212,32.8,5139182917,141,7.1,5139182911,140,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254581,610,1,2,70,18,b2vft81kyjurzbmekvgrqwr64,1,17.0,8.5,2024-08-10T13:26:40.366Z,2024-08-10T13:26:42Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5139183115,1,,5139183099,56,Right,5139183095,155,,5139183113,213,0.18,5139183101,140,61.4,5139183109,212,47.4,5139183105,141,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254583,611,61,2,70,20,b2vft81kyjurzbmekvgrqwr64,0,61.4,21.0,2024-08-10T13:26:42.751Z,2024-08-10T13:26:43Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5139183137,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254663,612,43,2,70,22,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-10T13:26:44.191Z,2024-08-10T13:26:58Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5139183855,144,5,5139183593,56,Right,5139183595,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254671,613,4,2,70,24,b2vft81kyjurzbmekvgrqwr64,1,65.5,15.2,2024-08-10T13:26:46.892Z,2024-08-10T13:54:58Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5139190109,233,713,5139183703,56,Right,5139183707,265,,5139183701,13,,5139183705,152,,5139183709,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254621,713,4,2,70,24,bd4qakf7j0wwie8wke9km7uj8,0,34.5,84.8,2024-08-10T13:26:46.893Z,2024-08-10T13:54:58Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5139190119,233,613,5139183627,152,,5139183629,265,,5139183631,285,,5139183623,13,,5139183625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707254995,614,18,2,71,23,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-10T13:27:45.621Z,2024-08-10T13:28:42Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5139185419,42,,5139185421,44,Midfielder,5139185497,55,615,5139185423,59,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255007,615,19,2,71,23,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-10T13:27:45.622Z,2024-08-10T13:28:42Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5139185475,145,8,5139185479,292,6,5139185485,55,614,5139185471,42,,5139185477,59,26,5139185481,293,4,5139185483,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255089,616,18,2,71,25,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-10T13:27:47.864Z,2024-08-10T13:29:15Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5139186041,55,617,5139186011,44,Forward,5139186009,42,,5139186013,59,14,5139189941,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255093,617,19,2,71,25,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-08-10T13:27:47.865Z,2024-08-10T13:29:11Z,6xhxqcmi0g6h61y2pl9v89xjo,J. Sneftrup,,,5139186031,55,616,5139186023,59,30,5139186027,293,1,5139186021,145,9,5139186029,44,Forward,5139186025,292,9,5139186017,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707255267,618,1,2,71,47,b2vft81kyjurzbmekvgrqwr64,1,68.5,24.6,2024-08-10T13:28:09.862Z,2024-08-10T13:28:41Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5139188261,189,,5139186893,1,,5139186887,141,63.4,5139186881,152,,5139186885,140,30.5,5139186879,5,,5139186889,212,47.8,5139186891,213,2.56,5139186883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,
2707255307,619,1,2,71,51,b2vft81kyjurzbmekvgrqwr64,0,30.5,63.4,2024-08-10T13:28:13.854Z,2024-08-10T14:58:03Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5139187125,212,29.2,5139188301,189,,5139187127,213,0.02,5139187121,140,58.3,5139187119,56,Center,5139187123,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
