id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/17/value
2730104675,702,1,2,64,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,2.2,50.4,2024-10-04T18:22:50.003Z,2024-10-04T18:22:51Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5264611881,213,1.12,5264611879,212,23.2,5264611885,237,,5264611875,140,11.9,5264611873,56,Back,5264611869,124,,5264611877,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730104717,703,1,2,64,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,11.9,81.1,2024-10-04T18:22:51.345Z,2024-10-04T18:22:53Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264612089,140,2.0,5264612093,212,20.6,5264612091,141,54.9,5264612095,213,4.18,5264612087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730104779,704,1,2,64,29,aqtkb4mgrz8c6iqfufj6qjbv9,0,3.4,53.4,2024-10-04T18:22:56.851Z,2024-10-04T18:22:57Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5264612485,140,55.1,5264612481,157,,5264612493,1,,5264612489,212,55.8,5264612487,141,34.3,5264612483,56,Center,5264612491,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730104835,601,1,2,64,31,7gkglopz9cjsysn2u6sbhuvc5,1,37.6,76.4,2024-10-04T18:22:58.893Z,2024-10-04T18:23:00Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264612823,56,Back,5264612829,212,30.5,5264612831,213,3.19,5264612827,141,74.1,5264612825,140,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105083,603,1,2,64,42,7gkglopz9cjsysn2u6sbhuvc5,0,23.0,64.2,2024-10-04T18:23:09.502Z,2024-10-04T18:23:13Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5264614315,140,70.7,5264614327,1,,5264614311,155,,5264614325,213,0.11,5264614317,141,72.3,5264614321,212,50.4,5264614313,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105079,705,44,2,64,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.0,29.6,2024-10-04T18:23:12.489Z,2024-10-04T19:16:04Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5264614497,233,604,5264614297,285,,5264614295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105087,604,44,2,64,45,7gkglopz9cjsysn2u6sbhuvc5,0,70.0,70.4,2024-10-04T18:23:12.490Z,2024-10-04T19:16:05Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5264614345,56,Center,5264614347,286,,5264614515,233,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105093,706,1,2,64,45,aqtkb4mgrz8c6iqfufj6qjbv9,0,31.1,32.7,2024-10-04T18:23:12.779Z,2024-10-04T18:23:13Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5264614383,140,33.8,5264614377,3,,5264614389,213,0.62,5264614387,212,3.5,5264614381,56,Back,5264614385,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105111,605,61,2,64,46,7gkglopz9cjsysn2u6sbhuvc5,1,70.7,72.3,2024-10-04T18:23:13.639Z,2024-10-04T18:23:14Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5264614495,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105201,708,1,2,64,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.9,24.4,2024-10-04T18:23:16.016Z,2024-10-04T18:23:17Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5264614993,212,6.5,5264614985,140,29.2,5264614997,213,1.85,5264614983,56,Back,5264614989,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105213,709,1,2,64,49,aqtkb4mgrz8c6iqfufj6qjbv9,0,29.2,33.6,2024-10-04T18:23:17.025Z,2024-10-04T18:23:18Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264615065,140,57.0,5264615083,1,,5264615061,56,Right,5264615079,213,5.93,5264615059,157,,5264615075,212,31.1,5264615071,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105267,710,43,2,64,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-10-04T18:23:19.913Z,2024-10-04T18:24:01Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5264618375,285,0,5264618373,56,Right,5264620113,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105357,608,1,2,64,54,7gkglopz9cjsysn2u6sbhuvc5,1,42.8,73.0,2024-10-04T18:23:21.597Z,2024-10-04T18:23:23Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264615813,141,45.1,5264615809,56,Back,5264615815,212,19.0,5264615817,213,4.73,5264615811,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105387,609,1,2,64,56,7gkglopz9cjsysn2u6sbhuvc5,1,43.2,45.1,2024-10-04T18:23:23.333Z,2024-10-04T18:23:25Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5264615999,140,55.0,5264616001,141,55.1,5264616005,213,0.50,5264615997,56,Center,5264616003,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105459,610,1,2,64,57,7gkglopz9cjsysn2u6sbhuvc5,1,54.3,56.0,2024-10-04T18:23:24.998Z,2024-10-04T18:23:29Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5264616459,213,2.61,5264616453,140,44.9,5264616455,141,64.5,5264616457,212,11.4,5264616451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105539,611,1,2,65,2,7gkglopz9cjsysn2u6sbhuvc5,1,46.9,62.3,2024-10-04T18:23:29.405Z,2024-10-04T18:23:33Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264616861,213,4.64,5264616853,56,Back,5264616859,212,22.2,5264616857,141,29.7,5264616855,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105581,612,1,2,65,6,7gkglopz9cjsysn2u6sbhuvc5,1,59.9,16.4,2024-10-04T18:23:33.541Z,2024-10-04T18:23:35Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5264617107,213,1.19,5264617101,140,63.8,5264617105,212,10.9,5264617099,56,Center,5264617103,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105625,613,1,2,65,8,7gkglopz9cjsysn2u6sbhuvc5,1,63.1,30.9,2024-10-04T18:23:35.269Z,2024-10-04T18:23:36Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5264617339,213,5.03,5264617333,140,69.0,5264617335,141,3.5,5264617337,212,19.6,5264617331,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105735,614,1,2,65,9,7gkglopz9cjsysn2u6sbhuvc5,1,68.3,3.4,2024-10-04T18:23:36.557Z,2024-10-04T18:23:41Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264617899,213,1.99,5264617895,141,17.3,5264617891,56,Right,5264617893,140,64.3,5264617897,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105817,615,1,2,65,14,7gkglopz9cjsysn2u6sbhuvc5,1,59.2,38.2,2024-10-04T18:23:41.724Z,2024-10-04T18:23:45Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5264618349,141,38.6,5264618351,212,14.7,5264618345,56,Center,5264618347,140,73.2,5264618353,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105845,616,1,2,65,18,7gkglopz9cjsysn2u6sbhuvc5,1,73.3,27.1,2024-10-04T18:23:45.541Z,2024-10-04T18:23:47Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5264618509,213,5.46,5264618503,140,85.7,5264618505,141,6.4,5264618501,56,Right,5264618507,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105913,617,1,2,65,19,7gkglopz9cjsysn2u6sbhuvc5,1,85.6,7.1,2024-10-04T18:23:47.197Z,2024-10-04T18:23:50Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264618869,140,94.9,5264618873,212,12.4,5264618875,213,0.66,5264618867,56,Right,5264618871,141,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105863,711,83,2,65,21,aqtkb4mgrz8c6iqfufj6qjbv9,0,28.1,72.6,2024-10-04T18:23:48.273Z,2024-10-04T18:23:56Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264618957,399,7j35sfip0xb51mpa91wzikrh0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105919,618,3,2,65,22,7gkglopz9cjsysn2u6sbhuvc5,0,96.0,17.6,2024-10-04T18:23:50.006Z,2024-10-04T18:23:53Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5264618893,56,Right,5264618895,286,,5264619081,233,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105941,712,7,2,65,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.0,82.4,2024-10-04T18:23:50.007Z,2024-10-04T18:23:53Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264619033,233,618,5264618979,285,,5264618975,167,,5264618977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105969,619,6,2,65,23,7gkglopz9cjsysn2u6sbhuvc5,1,96.2,17.0,2024-10-04T18:23:50.881Z,2024-10-04T19:01:48Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5264619211,75,,5264619209,56,Right,5264619289,233,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730105949,713,6,2,65,23,aqtkb4mgrz8c6iqfufj6qjbv9,0,3.8,83.0,2024-10-04T18:23:50.881Z,2024-10-04T19:01:48Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264619327,233,619,5264619253,56,Back,5264619255,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730106531,620,1,2,65,53,7gkglopz9cjsysn2u6sbhuvc5,0,99.5,0.5,2024-10-04T18:24:20.677Z,2024-10-04T18:24:23Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5264622349,223,,5264622357,141,59.0,5264622345,155,,5264622361,213,1.67,5264622363,1,,5264622343,6,,5264622351,56,Center,5264622339,2,,5264622355,140,95.9,5264622359,212,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,
2730106687,714,1,2,66,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,6.9,7.9,2024-10-04T18:24:27.848Z,2024-10-04T18:24:29Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5264623169,140,23.5,5264623173,212,17.4,5264623175,213,0.02,5264623171,141,8.5,5264623167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730106765,621,45,2,66,2,7gkglopz9cjsysn2u6sbhuvc5,0,69.6,92.2,2024-10-04T18:24:29.601Z,2024-10-04T19:01:54Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264623695,286,,5264623583,56,Left,5264623691,233,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730106763,716,3,2,66,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.4,7.8,2024-10-04T18:24:29.601Z,2024-10-04T19:01:53Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5264623669,233,621,5264623573,285,,5264623571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730106997,717,1,2,66,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.8,18.0,2024-10-04T18:24:32.552Z,2024-10-04T18:24:42Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5264624949,1,,5264624937,155,,5264624945,212,39.6,5264624941,140,60.8,5264624939,56,Center,5264624943,141,55.2,5264624947,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730107015,718,1,2,66,14,aqtkb4mgrz8c6iqfufj6qjbv9,0,71.1,81.2,2024-10-04T18:24:42.103Z,2024-10-04T19:29:22Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5264625009,141,84.4,5264625003,140,76.0,5264624997,56,Left,5264625015,212,5.6,5264625021,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730107969,622,5,2,66,15,7gkglopz9cjsysn2u6sbhuvc5,1,-1.0,18.6,2024-10-04T18:24:42.398Z,2024-10-04T19:01:27Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264630263,346,,5264630261,56,Back,5264630321,233,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730107725,721,5,2,66,15,aqtkb4mgrz8c6iqfufj6qjbv9,0,101.0,81.4,2024-10-04T18:24:42.398Z,2024-10-04T19:01:27Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5264628881,56,Left,5264630399,233,622,5264628883,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730107427,719,18,2,66,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-10-04T18:25:04.347Z,2024-10-04T18:25:08Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5264627279,44,Midfielder,5264627281,59,8,5264627277,42,,5264627415,55,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730107441,720,19,2,66,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-10-04T18:25:04.348Z,2024-10-04T19:48:13Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,,5264627365,59,20,5264627369,293,3,5264627373,55,719,5264627359,42,,5264627367,292,7,5264627371,44,Midfielder,5264627363,145,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108053,623,1,2,67,6,7gkglopz9cjsysn2u6sbhuvc5,1,4.9,40.9,2024-10-04T18:25:33.478Z,2024-10-04T18:25:37Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5264630777,56,Center,5264630783,141,35.5,5264630793,1,,5264630785,212,62.5,5264630779,140,64.3,5264630797,74,,5264630789,213,6.22,5264630775,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108063,624,44,2,67,10,7gkglopz9cjsysn2u6sbhuvc5,1,61.3,38.2,2024-10-04T18:25:37.405Z,2024-10-04T19:16:05Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5264672751,233,762,5264630829,286,,5264630827,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730114587,762,44,2,67,10,aqtkb4mgrz8c6iqfufj6qjbv9,0,38.7,61.8,2024-10-04T18:25:37.406Z,2024-10-04T19:16:06Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264672721,285,,5264672815,233,624,5264672719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108071,625,1,2,67,10,7gkglopz9cjsysn2u6sbhuvc5,0,64.3,35.5,2024-10-04T18:25:37.644Z,2024-10-04T19:29:45Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5264630877,56,Right,5264630883,140,71.9,5264630893,212,21.5,5264630889,141,6.2,5264630897,213,5.09,5264630871,168,,5264630867,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108173,723,1,2,67,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.4,87.1,2024-10-04T18:25:39.567Z,2024-10-04T18:25:43Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5264631381,141,75.0,5264631379,140,28.3,5264631385,213,4.57,5264631377,56,Back,5264631383,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108235,724,1,2,67,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.5,83.5,2024-10-04T18:25:43.528Z,2024-10-04T18:25:46Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5264631719,213,2.36,5264631715,141,96.3,5264631711,56,Back,5264631713,140,22.1,5264631717,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108319,725,1,2,67,18,aqtkb4mgrz8c6iqfufj6qjbv9,0,22.0,96.2,2024-10-04T18:25:45.848Z,2024-10-04T18:25:51Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5264632229,155,,5264632241,1,,5264632237,212,59.1,5264632233,140,77.1,5264632235,141,78.7,5264632231,56,Center,5264632239,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108329,626,50,2,67,24,7gkglopz9cjsysn2u6sbhuvc5,1,18.6,16.4,2024-10-04T18:25:51.724Z,2024-10-04T18:25:56Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264632311,285,,5264632757,233,726,5264632309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108385,726,7,2,67,24,aqtkb4mgrz8c6iqfufj6qjbv9,0,81.4,83.6,2024-10-04T18:25:51.725Z,2024-10-04T18:25:57Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5264632667,286,,5264632697,233,626,5264632665,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108391,627,61,2,67,27,7gkglopz9cjsysn2u6sbhuvc5,1,19.0,15.3,2024-10-04T18:25:54.867Z,2024-10-04T18:25:55Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264632691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108409,628,5,2,67,28,7gkglopz9cjsysn2u6sbhuvc5,0,17.4,-1.7000000000000002,2024-10-04T18:25:55.662Z,2024-10-04T19:01:28Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264632789,56,Back,5264633935,233,727,5264632791,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108583,727,5,2,67,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,82.6,101.7,2024-10-04T18:25:55.662Z,2024-10-04T19:01:27Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5264633813,347,,5264633811,56,Left,5264633899,233,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108613,728,1,2,67,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,80.8,100.0,2024-10-04T18:26:05.855Z,2024-10-04T18:26:07Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5264634005,107,,5264634015,213,4.65,5264634011,141,89.0,5264634009,140,80.3,5264634007,56,Left,5264634013,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108649,729,1,2,67,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,80.3,89.0,2024-10-04T18:26:06.719Z,2024-10-04T18:26:10Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5264634223,140,83.7,5264634229,212,5.2,5264634231,213,0.81,5264634221,56,Left,5264634225,141,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108679,730,1,2,67,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,81.9,92.0,2024-10-04T18:26:10.111Z,2024-10-04T18:26:12Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5264634367,140,68.2,5264634371,212,14.5,5264634365,56,Left,5264634373,213,3.04,5264634369,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108741,731,1,2,67,44,aqtkb4mgrz8c6iqfufj6qjbv9,0,68.2,94.1,2024-10-04T18:26:12.121Z,2024-10-04T18:26:15Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5264634733,140,92.2,5264634741,1,,5264634729,157,,5264634737,212,30.8,5264634739,213,5.67,5264634735,141,68.1,5264634731,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108861,630,1,2,67,51,7gkglopz9cjsysn2u6sbhuvc5,1,10.7,24.7,2024-10-04T18:26:18.884Z,2024-10-04T18:26:20Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5264635463,212,22.8,5264635521,287,,5264635451,140,17.1,5264635467,213,1.27,5264635447,56,Back,5264635457,141,56.7,5264635445,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730108893,631,61,2,67,54,7gkglopz9cjsysn2u6sbhuvc5,1,16.6,56.9,2024-10-04T18:26:21.942Z,2024-10-04T18:26:22Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264635639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730109091,632,1,2,68,2,7gkglopz9cjsysn2u6sbhuvc5,1,45.9,98.3,2024-10-04T18:26:29.292Z,2024-10-04T18:26:32Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5264636739,212,13.0,5264636733,56,Back,5264636741,213,3.65,5264636735,140,35.1,5264636737,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730109165,633,1,2,68,5,7gkglopz9cjsysn2u6sbhuvc5,1,33.9,87.7,2024-10-04T18:26:32.228Z,2024-10-04T18:26:36Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264637081,141,47.5,5264637085,212,27.9,5264637077,140,28.7,5264637091,213,4.52,5264637073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730109231,634,1,2,68,8,7gkglopz9cjsysn2u6sbhuvc5,1,38.4,41.6,2024-10-04T18:26:35.901Z,2024-10-04T18:26:38Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5264637425,212,25.1,5264637427,213,0.02,5264637417,140,62.3,5264637421,141,42.5,5264637413,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730109247,635,1,2,68,11,7gkglopz9cjsysn2u6sbhuvc5,0,61.6,42.7,2024-10-04T18:26:38.644Z,2024-10-04T18:26:40Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5264637529,213,2.05,5264637677,156,,5264637525,141,65.7,5264637521,56,Center,5264637523,140,53.9,5264637527,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730109305,732,61,2,68,12,aqtkb4mgrz8c6iqfufj6qjbv9,0,47.8,31.2,2024-10-04T18:26:40.007Z,2024-10-04T18:27:52Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5264637855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730109359,636,1,2,68,14,7gkglopz9cjsysn2u6sbhuvc5,1,53.7,66.9,2024-10-04T18:26:42.116Z,2024-10-04T18:26:44Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264638183,213,3.35,5264638177,140,42.4,5264638179,141,63.3,5264638181,212,12.1,5264638175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730109403,637,1,2,68,17,7gkglopz9cjsysn2u6sbhuvc5,1,42.5,63.1,2024-10-04T18:26:44.716Z,2024-10-04T18:26:46Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264638403,140,48.1,5264638409,213,5.28,5264638407,212,11.0,5264638401,56,Back,5264638405,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730109503,638,1,2,68,19,7gkglopz9cjsysn2u6sbhuvc5,1,48.5,52.5,2024-10-04T18:26:46.604Z,2024-10-04T18:26:51Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5264638997,56,Back,5264639003,212,25.9,5264639001,141,89.9,5264639005,213,1.77,5264638999,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730109549,639,1,2,68,24,7gkglopz9cjsysn2u6sbhuvc5,1,44.7,84.5,2024-10-04T18:26:51.284Z,2024-10-04T18:26:53Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264639275,56,Back,5264639279,141,54.0,5264639281,212,21.6,5264639283,213,4.43,5264639277,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730109585,640,1,2,68,26,7gkglopz9cjsysn2u6sbhuvc5,1,47.2,53.3,2024-10-04T18:26:53.460Z,2024-10-04T18:26:55Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5264639537,56,Center,5264639545,213,5.80,5264639541,141,38.9,5264639539,140,64.8,5264639543,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730109625,641,1,2,68,27,7gkglopz9cjsysn2u6sbhuvc5,0,64.4,39.2,2024-10-04T18:26:54.388Z,2024-10-04T19:07:54Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5264639763,213,0.15,5264639755,56,Center,5264639757,140,73.5,5264639761,212,9.7,5264639759,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
