id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2779179579,655,44,2,64,4,b8oqgvx1ijeyn6y1cn6929ix4,0,54.7,73.7,2025-02-22T13:23:01.151Z,2025-02-22T14:20:00Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5531646599,286,,5531646707,233,608,5531646597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179569,609,1,2,64,4,f1h34qp5zbfl489q8vnkhiq9s,0,44.8,25.9,2025-02-22T13:23:01.430Z,2025-02-22T13:23:02Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5531646525,140,46.3,5531646521,3,,5531646531,213,0.33,5531646527,141,26.7,5531646523,56,Back,5531646529,212,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179621,656,1,2,64,7,b8oqgvx1ijeyn6y1cn6929ix4,1,54.3,73.5,2025-02-22T13:23:04.321Z,2025-02-22T13:23:05Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5531646793,140,53.7,5531646799,212,4.7,5531646787,56,Center,5531646797,141,66.7,5531646801,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179661,657,1,2,64,8,b8oqgvx1ijeyn6y1cn6929ix4,1,54.5,68.8,2025-02-22T13:23:05.456Z,2025-02-22T13:23:09Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5531646967,213,0.88,5531646959,56,Left,5531646963,141,88.7,5531646965,212,17.6,5531646961,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179719,658,1,2,64,14,b8oqgvx1ijeyn6y1cn6929ix4,1,70.2,89.6,2025-02-22T13:23:11.536Z,2025-02-22T13:23:15Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5531647257,56,Left,5531647259,140,78.5,5531647265,213,6.12,5531647261,141,87.5,5531647263,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779214203,876,45,2,64,16,f1h34qp5zbfl489q8vnkhiq9s,0,19.8,13.4,2025-02-22T13:23:13.586Z,2025-02-22T13:57:36Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5531829377,56,Back,5531829379,285,,5531829959,233,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779214305,909,3,2,64,16,b8oqgvx1ijeyn6y1cn6929ix4,1,80.2,86.6,2025-02-22T13:23:13.586Z,2025-02-22T13:57:38Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5531829889,286,,5531829937,233,876,5531829887,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179723,659,1,2,64,17,b8oqgvx1ijeyn6y1cn6929ix4,0,80.5,86.2,2025-02-22T13:23:14.436Z,2025-02-22T13:31:02Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5531677663,236,,5531647291,213,4.79,5531647283,56,Left,5531647289,212,1.4,5531677669,286,,5531677665,233,610,5531647285,140,80.6,5531647287,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179713,610,74,2,64,17,f1h34qp5zbfl489q8vnkhiq9s,1,25.2,16.2,2025-02-22T13:23:14.437Z,2025-02-22T14:06:48Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5531647235,285,,5531647233,56,Back,5531677693,233,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179749,660,1,2,64,18,b8oqgvx1ijeyn6y1cn6929ix4,1,81.6,79.1,2025-02-22T13:23:15.880Z,2025-02-22T13:57:59Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5531647395,213,4.74,5531647391,212,16.5,5531647385,140,82.0,5531647383,56,Center,5531647387,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179779,661,1,2,64,20,b8oqgvx1ijeyn6y1cn6929ix4,0,82.0,54.9,2025-02-22T13:23:17.504Z,2025-02-22T15:05:29Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5531647533,56,Center,5531647535,140,83.3,5531647537,141,38.3,5531647541,213,4.83,5531647539,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179851,611,12,2,64,21,f1h34qp5zbfl489q8vnkhiq9s,1,13.8,57.3,2025-02-22T13:23:18.526Z,2025-02-22T14:06:46Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531647939,213,0.59,5531647935,212,19.2,5531647929,140,29.0,5531647931,141,73.0,5531647927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179793,662,43,2,64,22,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-02-22T13:23:19.168Z,2025-02-22T13:58:05Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5531831913,144,61,5531647603,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179877,613,1,2,64,26,f1h34qp5zbfl489q8vnkhiq9s,1,24.6,73.8,2025-02-22T13:23:23.670Z,2025-02-22T14:06:35Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5531878259,212,15.4,5531878253,56,Back,5531878257,141,79.7,5531878261,213,2.88,5531878255,140,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179897,614,1,2,64,28,f1h34qp5zbfl489q8vnkhiq9s,0,32.9,80.2,2025-02-22T13:23:25.094Z,2025-02-22T13:23:25Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531648137,213,0.18,5531648133,141,83.9,5531648129,56,Back,5531648135,212,13.8,5531648131,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179909,663,8,2,64,29,b8oqgvx1ijeyn6y1cn6929ix4,1,55.2,5.3,2025-02-22T13:23:26.505Z,2025-02-22T13:23:26Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5531648191,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179925,665,1,2,64,30,b8oqgvx1ijeyn6y1cn6929ix4,1,55.5,5.5,2025-02-22T13:23:27.166Z,2025-02-22T13:23:28Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5531648293,212,7.6,5531648291,141,16.5,5531648295,213,1.39,5531648287,56,Right,5531648289,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779179951,666,1,2,64,31,b8oqgvx1ijeyn6y1cn6929ix4,1,56.5,16.5,2025-02-22T13:23:28.072Z,2025-02-22T13:23:29Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5531648415,56,Center,5531648423,141,34.8,5531648431,213,1.66,5531648427,212,12.5,5531648419,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779180017,667,1,2,64,32,b8oqgvx1ijeyn6y1cn6929ix4,1,55.4,34.8,2025-02-22T13:23:29.784Z,2025-02-22T13:23:34Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5531648705,212,29.7,5531648701,140,43.2,5531648703,141,74.2,5531648699,56,Back,5531648707,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779180133,668,1,2,64,37,b8oqgvx1ijeyn6y1cn6929ix4,1,45.4,73.8,2025-02-22T13:23:34.112Z,2025-02-22T13:23:43Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5531649303,56,Back,5531649305,140,34.7,5531649307,141,57.2,5531649309,212,15.9,5531649311,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779180155,669,1,2,64,45,b8oqgvx1ijeyn6y1cn6929ix4,1,44.2,52.7,2025-02-22T13:23:42.927Z,2025-02-22T13:23:44Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531649371,140,34.4,5531649375,212,16.5,5531649369,56,Back,5531649377,213,4.04,5531649373,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779180169,670,1,2,64,47,b8oqgvx1ijeyn6y1cn6929ix4,1,34.4,33.7,2025-02-22T13:23:44.055Z,2025-02-22T13:23:45Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531649469,213,5.35,5531649463,140,47.7,5531649467,212,23.3,5531649465,141,6.2,5531649461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779180189,671,1,2,64,48,b8oqgvx1ijeyn6y1cn6929ix4,0,47.0,6.8,2025-02-22T13:23:45.672Z,2025-02-22T13:23:49Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5531649535,141,16.2,5531649531,56,Right,5531649533,140,56.6,5531649539,213,0.57,5531649537,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779180233,617,8,2,64,53,f1h34qp5zbfl489q8vnkhiq9s,1,45.8,70.2,2025-02-22T13:23:50.366Z,2025-02-22T13:24:15Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5531649771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779180273,618,4,2,64,55,f1h34qp5zbfl489q8vnkhiq9s,1,68.8,75.4,2025-02-22T13:23:52.014Z,2025-02-22T15:05:34Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5531650113,286,,5531650109,152,,5531650107,56,Center,5531650149,233,672,5532255491,295,,5531650105,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779180243,672,4,2,64,55,b8oqgvx1ijeyn6y1cn6929ix4,0,31.2,24.6,2025-02-22T13:23:52.015Z,2025-02-22T13:24:07Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531649979,285,,5531650201,233,618,5531650745,55,673,5531649973,295,,5531649977,152,,5531649971,13,,5531649975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779180319,673,17,2,65,5,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-02-22T13:24:02.416Z,2025-02-22T13:24:06Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531650717,393,,5531650719,13,243,5531650715,31,,5531650721,55,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779180863,620,1,2,65,39,f1h34qp5zbfl489q8vnkhiq9s,1,70.9,79.0,2025-02-22T13:24:36.062Z,2025-02-22T13:24:54Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,1.0,,5531653139,2,,5531653959,210,13,5531653145,152,,5531653153,212,28.4,5531653141,5,,5531653149,140,93.7,5531653143,155,,5531653155,213,5.71,5531653151,141,56.4,5531653963,154,,5531653147,56,,,,,,,,,,,,Center,,,,,,,,,,
2779180873,621,44,2,65,44,f1h34qp5zbfl489q8vnkhiq9s,1,94.0,51.9,2025-02-22T13:24:41.758Z,2025-02-22T14:20:00Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5531653201,286,,5531653199,56,Center,5531653255,233,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779180881,674,44,2,65,44,b8oqgvx1ijeyn6y1cn6929ix4,0,6.0,48.1,2025-02-22T13:24:41.759Z,2025-02-22T14:20:00Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5531653233,56,Back,5531653235,285,,5531653271,233,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779180877,622,13,2,65,45,f1h34qp5zbfl489q8vnkhiq9s,1,91.4,56.4,2025-02-22T13:24:42.207Z,2025-02-22T14:48:19Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5531653467,328,,5531653213,17,,5531654001,231,54.3,5531653455,24,,5531653987,29,,5531653995,102,63.9,5531653991,55,620,5532139821,214,,5531653989,154,,5531653217,56,Center,5531653985,77,5531653999,230,94.7,5531653459,15,,5531653997,103,,,,,61.1,,,,,,,,,
2779180913,623,5,2,65,47,f1h34qp5zbfl489q8vnkhiq9s,0,101.4,60.5,2025-02-22T13:24:43.966Z,2025-02-22T14:17:02Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5531653421,346,,5531653419,56,Center,5531653801,233,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779180967,675,5,2,65,47,b8oqgvx1ijeyn6y1cn6929ix4,1,-1.4,39.5,2025-02-22T13:24:43.966Z,2025-02-22T14:17:02Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5531653719,346,,5531653717,56,Back,5531653785,233,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779181277,676,1,2,66,16,b8oqgvx1ijeyn6y1cn6929ix4,1,3.7,51.3,2025-02-22T13:25:13.462Z,2025-02-22T13:25:15Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5531655459,56,Back,5531655477,237,,5531655471,213,1.04,5531655457,124,,5531655467,212,25.5,5531655461,140,16.0,5531655465,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779181343,677,1,2,66,18,b8oqgvx1ijeyn6y1cn6929ix4,0,17.5,86.2,2025-02-22T13:25:15.150Z,2025-02-22T13:25:18Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531655775,1,,5531655753,140,64.3,5531655757,212,49.3,5531655749,157,,5531655751,56,Left,5531655773,213,6.21,5531655755,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779181467,624,4,2,66,28,f1h34qp5zbfl489q8vnkhiq9s,1,35.0,19.4,2025-02-22T13:25:25.557Z,2025-02-22T20:04:08Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5531656427,286,,5531656419,152,,5531656413,13,,5531656655,233,678,5531656423,265,,5531656415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779181499,678,4,2,66,28,b8oqgvx1ijeyn6y1cn6929ix4,0,65.0,80.6,2025-02-22T13:25:25.558Z,2025-02-22T20:03:23Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5531656635,285,,5531656631,152,,5531656629,56,Left,5531656633,265,,5531656627,13,,5531656661,233,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779181529,625,1,2,66,30,f1h34qp5zbfl489q8vnkhiq9s,1,32.3,20.9,2025-02-22T13:25:27.124Z,2025-02-22T20:03:18Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5531656733,141,63.7,5531656729,56,Back,5531656731,140,27.5,5531658101,189,,5531656735,212,29.5,5531656727,152,,5531656737,213,1.74,5531656725,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779670057,888,1,2,66,31,f1h34qp5zbfl489q8vnkhiq9s,1,26.0,71.1,2025-02-22T13:25:27.939Z,2025-02-22T20:03:35Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5534263945,213,4.79,5534263941,141,43.0,5534263939,140,27.5,5534263943,212,19.2,5534263937,56,Back,5534263935,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779670129,889,1,2,66,32,f1h34qp5zbfl489q8vnkhiq9s,1,25.4,39.5,2025-02-22T13:25:28.939Z,2025-02-22T20:03:43Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5534264413,212,12.4,5534264415,213,1.44,5534264411,141,57.6,5534264409,140,26.9,5534264407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779181577,626,1,2,66,35,f1h34qp5zbfl489q8vnkhiq9s,0,27.5,63.7,2025-02-22T13:25:32.717Z,2025-02-22T13:25:37Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5531656979,141,84.2,5531656973,157,,5531656983,213,0.19,5531656977,140,95.0,5531656985,1,,5531656981,212,72.2,5531656975,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779181621,680,1,2,66,41,b8oqgvx1ijeyn6y1cn6929ix4,1,4.7,13.4,2025-02-22T13:25:38.361Z,2025-02-22T13:25:40Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531657203,56,Back,5531657205,140,17.5,5531657211,213,5.96,5531657209,212,14.2,5531657207,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779181681,681,1,2,66,43,b8oqgvx1ijeyn6y1cn6929ix4,1,17.5,6.7,2025-02-22T13:25:40.054Z,2025-02-22T13:25:44Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5531657513,157,,5531657525,1,,5531657521,212,23.9,5531657519,141,15.9,5531657515,56,Back,5531657523,213,0.26,5531657517,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779181683,682,4,2,66,47,b8oqgvx1ijeyn6y1cn6929ix4,1,32.8,13.6,2025-02-22T13:25:44.101Z,2025-02-22T14:14:31Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5531657617,13,,5531657715,233,627,5531657817,285,,5531657623,152,,5531657619,295,,5531657621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779181687,627,4,2,66,47,f1h34qp5zbfl489q8vnkhiq9s,0,67.2,86.4,2025-02-22T13:25:44.102Z,2025-02-22T14:14:32Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5531935317,286,,5531657669,13,,5531657743,233,682,5531657673,56,Left,5531657675,152,,5531657671,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779181877,683,1,2,67,1,b8oqgvx1ijeyn6y1cn6929ix4,1,34.9,9.4,2025-02-22T13:25:58.327Z,2025-02-22T13:26:00Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531658595,152,,5531658597,56,Back,5531658603,212,5.8,5531658593,5,,5531658605,213,2.91,5531658601,141,11.4,5531658599,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779181991,684,1,2,67,3,b8oqgvx1ijeyn6y1cn6929ix4,1,29.5,11.4,2025-02-22T13:26:00.702Z,2025-02-22T13:26:11Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5531659167,56,Back,5531659173,212,24.0,5531659169,140,14.0,5531659175,213,2.32,5531659171,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182065,685,1,2,67,13,b8oqgvx1ijeyn6y1cn6929ix4,1,13.0,42.4,2025-02-22T13:26:10.845Z,2025-02-22T13:26:17Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5531659541,140,13.0,5531659545,212,13.6,5531659543,141,22.4,5531659539,56,Back,5531659547,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182059,628,83,2,67,19,f1h34qp5zbfl489q8vnkhiq9s,0,74.3,73.0,2025-02-22T13:26:16.333Z,2025-02-22T13:26:18Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5531659643,399,3xz0h3d6r2qgmv9egms8yaz56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182075,686,1,2,67,20,b8oqgvx1ijeyn6y1cn6929ix4,1,27.1,27.6,2025-02-22T13:26:17.357Z,2025-02-22T13:26:19Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531659583,212,32.4,5531659579,140,3.4,5531659581,141,58.2,5531659585,213,2.45,5531659577,56,Back,5531659755,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182137,687,12,2,67,22,b8oqgvx1ijeyn6y1cn6929ix4,1,3.4,58.2,2025-02-22T13:26:19.510Z,2025-02-22T13:26:22Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531659851,141,100.0,5531659855,213,1.33,5531659849,140,10.3,5531659853,212,30.3,5531659915,167,,5531659847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182297,629,5,2,67,24,f1h34qp5zbfl489q8vnkhiq9s,1,89.9,-1.4,2025-02-22T13:26:21.054Z,2025-02-22T14:17:02Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5531660613,347,,5531660611,56,Right,5531660655,233,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182143,688,5,2,67,24,b8oqgvx1ijeyn6y1cn6929ix4,0,10.1,101.4,2025-02-22T13:26:21.054Z,2025-02-22T14:17:03Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531659865,56,Back,5531660689,233,629,5531659867,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182327,630,1,2,67,34,f1h34qp5zbfl489q8vnkhiq9s,1,90.2,0.0,2025-02-22T13:26:31.828Z,2025-02-22T13:26:34Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5531660799,189,,5531660769,213,2.64,5531660759,107,,5531660771,1,,5531660763,140,72.4,5531660767,212,21.4,5531660765,141,13.8,5531660761,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182373,631,1,2,67,36,f1h34qp5zbfl489q8vnkhiq9s,1,72.4,13.8,2025-02-22T13:26:33.740Z,2025-02-22T13:26:37Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5531660975,140,55.7,5531660981,213,2.70,5531660977,141,25.9,5531660973,56,Center,5531660979,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182401,632,1,2,67,39,f1h34qp5zbfl489q8vnkhiq9s,1,55.7,25.9,2025-02-22T13:26:36.868Z,2025-02-22T13:26:38Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5531661085,141,55.1,5531661081,56,Center,5531661083,140,54.1,5531661089,213,1.66,5531661087,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182425,633,1,2,67,41,f1h34qp5zbfl489q8vnkhiq9s,0,53.3,67.9,2025-02-22T13:26:38.597Z,2025-02-22T14:13:28Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5531661231,157,,5531661243,212,56.7,5531661237,140,100.0,5531661247,1,,5531661233,56,Center,5531661241,141,29.7,5531661245,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182461,634,5,2,67,44,f1h34qp5zbfl489q8vnkhiq9s,0,101.3,31.5,2025-02-22T13:26:40.967Z,2025-02-22T14:17:03Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5531662483,233,689,5531661399,56,Center,5531661401,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182659,689,5,2,67,44,b8oqgvx1ijeyn6y1cn6929ix4,1,-1.3,68.5,2025-02-22T13:26:40.967Z,2025-02-22T14:17:03Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531662443,346,,5531662441,56,Back,5531662465,233,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182675,690,1,2,68,3,b8oqgvx1ijeyn6y1cn6929ix4,1,3.5,59.9,2025-02-22T13:27:00.509Z,2025-02-22T13:27:02Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531662521,124,,5531662525,140,3.2,5531662527,141,50.0,5531662535,237,,5531662531,213,4.67,5531662523,56,Back,5531662529,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182697,691,1,2,68,4,b8oqgvx1ijeyn6y1cn6929ix4,1,3.2,50.0,2025-02-22T13:27:01.669Z,2025-02-22T13:27:04Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5531662635,56,Back,5531662637,140,2.7,5531662643,213,4.67,5531662639,141,31.3,5531662641,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182725,692,1,2,68,7,b8oqgvx1ijeyn6y1cn6929ix4,1,3.0,30.1,2025-02-22T13:27:04.709Z,2025-02-22T13:27:06Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531662787,141,6.1,5531662789,212,19.1,5531662785,140,12.5,5531662783,56,Back,5531662791,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182765,693,1,2,68,9,b8oqgvx1ijeyn6y1cn6929ix4,0,14.2,5.9,2025-02-22T13:27:06.724Z,2025-02-22T13:27:09Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5531663005,56,Back,5531663007,140,34.8,5531663009,141,17.1,5531663011,212,22.9,5531663013,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182811,636,1,2,68,14,f1h34qp5zbfl489q8vnkhiq9s,1,59.3,79.9,2025-02-22T13:27:11.701Z,2025-02-22T13:27:13Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5531663265,56,Back,5531663273,213,2.91,5531663267,140,40.5,5531663271,212,20.3,5531663269,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182843,637,1,2,68,16,f1h34qp5zbfl489q8vnkhiq9s,1,41.1,84.7,2025-02-22T13:27:13.380Z,2025-02-22T13:27:15Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5531663433,56,Back,5531663441,213,4.12,5531663439,212,19.0,5531663435,140,31.0,5531663437,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779182849,638,1,2,68,18,f1h34qp5zbfl489q8vnkhiq9s,1,31.3,61.5,2025-02-22T13:27:15.331Z,2025-02-22T13:27:16Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5531663495,212,5.9,5531663491,140,36.7,5531663493,141,63.7,5531663497,213,0.26,5531663489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
