id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2743681273,684,7,2,66,35,b2vft81kyjurzbmekvgrqwr64,1,71.6,85.8,2024-11-03T14:26:59.501Z,2024-11-03T15:40:00Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5338632697,286,,5338632693,233,693,5338632601,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681363,686,1,2,66,36,b2vft81kyjurzbmekvgrqwr64,1,65.8,80.2,2024-11-03T14:27:00.974Z,2024-11-03T14:27:05Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5338633059,212,8.9,5338633055,140,73.6,5338633057,141,75.0,5338633053,56,Center,5338633061,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681441,687,1,2,66,41,b2vft81kyjurzbmekvgrqwr64,1,72.6,74.2,2024-11-03T14:27:05.581Z,2024-11-03T14:27:09Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5338633495,213,4.70,5338633491,141,43.1,5338633489,140,72.3,5338633493,212,21.2,5338633487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681369,694,83,2,66,41,f1h34qp5zbfl489q8vnkhiq9s,0,22.0,31.7,2024-11-03T14:27:05.899Z,2024-11-03T14:27:14Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338634159,399,ea2x4o6ufsqoz2zz7tqcnvo16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681491,688,1,2,66,44,b2vft81kyjurzbmekvgrqwr64,1,72.6,43.0,2024-11-03T14:27:09.093Z,2024-11-03T14:27:11Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338633735,141,70.3,5338633729,155,,5338633731,56,Center,5338633733,140,85.7,5338633737,212,23.1,5338633739,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681559,689,1,2,66,47,b2vft81kyjurzbmekvgrqwr64,1,85.7,70.3,2024-11-03T14:27:11.444Z,2024-11-03T14:27:14Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5338634113,140,74.5,5338634111,56,Center,5338634115,141,60.3,5338634119,213,3.67,5338634117,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681649,690,1,2,66,50,b2vft81kyjurzbmekvgrqwr64,1,75.5,64.5,2024-11-03T14:27:15.317Z,2024-11-03T14:27:18Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5338634511,140,83.5,5338634513,141,72.6,5338634517,213,0.58,5338634515,212,10.0,5338634509,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681657,691,1,2,66,53,b2vft81kyjurzbmekvgrqwr64,0,83.5,72.6,2024-11-03T14:27:18.053Z,2024-11-03T14:27:20Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5338634563,141,68.2,5338634551,155,,5338634719,233,695,5338634557,56,Center,5338634565,212,3.8,5338634723,286,,5338634567,213,5.39,5338634561,140,85.8,5338634717,236,5338634547,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681671,695,12,2,66,53,f1h34qp5zbfl489q8vnkhiq9s,1,22.4,29.6,2024-11-03T14:27:18.153Z,2024-11-03T14:33:51Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5338634643,185,,5338634645,56,Back,5338634785,233,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681857,692,1,2,67,0,b2vft81kyjurzbmekvgrqwr64,1,61.2,48.2,2024-11-03T14:27:25.165Z,2024-11-03T14:27:29Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5338635669,141,65.4,5338635671,212,13.4,5338635665,56,Center,5338635673,213,2.08,5338635667,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681877,693,1,2,67,5,b2vft81kyjurzbmekvgrqwr64,1,55.0,65.4,2024-11-03T14:27:29.541Z,2024-11-03T14:27:31Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5338635821,213,4.33,5338635815,140,52.2,5338635819,212,7.8,5338635817,141,54.8,5338635813,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681917,694,1,2,67,6,b2vft81kyjurzbmekvgrqwr64,1,52.2,54.8,2024-11-03T14:27:31.029Z,2024-11-03T14:27:32Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5338635981,213,2.31,5338635971,140,46.0,5338635967,56,Back,5338635975,141,65.4,5338635979,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682159,695,1,2,67,8,b2vft81kyjurzbmekvgrqwr64,1,46.0,65.4,2024-11-03T14:27:32.780Z,2024-11-03T14:27:42Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5338637201,213,3.61,5338637207,1,,5338637191,141,43.3,5338637185,140,17.8,5338637181,56,Back,5338637197,212,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682233,696,1,2,67,17,b2vft81kyjurzbmekvgrqwr64,1,11.5,55.4,2024-11-03T14:27:41.893Z,2024-11-03T14:27:47Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5338637623,140,25.0,5338637621,56,Back,5338637625,141,31.8,5338637629,213,5.44,5338637627,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682277,697,1,2,67,23,b2vft81kyjurzbmekvgrqwr64,1,26.2,27.6,2024-11-03T14:27:47.653Z,2024-11-03T14:27:48Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338637919,213,5.69,5338637905,56,Back,5338637915,212,15.7,5338637909,140,38.6,5338637913,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682317,698,1,2,67,25,b2vft81kyjurzbmekvgrqwr64,1,41.0,12.8,2024-11-03T14:27:49.924Z,2024-11-03T14:27:51Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338638141,140,31.2,5338638139,56,Back,5338638143,141,23.1,5338638147,212,12.4,5338638149,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682347,699,1,2,67,26,b2vft81kyjurzbmekvgrqwr64,1,31.2,23.1,2024-11-03T14:27:50.845Z,2024-11-03T14:27:52Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338638269,212,18.1,5338638271,213,5.69,5338638267,141,8.2,5338638263,140,45.5,5338638259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682387,700,1,2,67,27,b2vft81kyjurzbmekvgrqwr64,1,45.5,8.2,2024-11-03T14:27:52.317Z,2024-11-03T14:27:54Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338638507,213,1.51,5338638503,141,21.0,5338638501,140,46.0,5338638499,56,Back,5338638505,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682407,701,1,2,67,30,b2vft81kyjurzbmekvgrqwr64,1,46.0,21.0,2024-11-03T14:27:54.421Z,2024-11-03T14:27:55Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5338638621,212,14.5,5338638623,213,3.27,5338638617,140,32.3,5338638615,56,Back,5338638619,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682429,702,1,2,67,31,b2vft81kyjurzbmekvgrqwr64,1,32.3,18.2,2024-11-03T14:27:55.621Z,2024-11-03T14:27:56Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338638741,213,5.31,5338638735,140,37.6,5338638733,56,Back,5338638737,141,6.2,5338638739,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682517,703,1,2,67,32,b2vft81kyjurzbmekvgrqwr64,1,37.6,6.2,2024-11-03T14:27:56.517Z,2024-11-03T14:27:59Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338639191,213,0.38,5338639185,140,51.7,5338639187,141,14.9,5338639189,212,15.9,5338639183,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682529,704,1,2,67,35,b2vft81kyjurzbmekvgrqwr64,0,51.7,14.9,2024-11-03T14:27:59.748Z,2024-11-03T14:28:04Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5338639269,212,4.8,5338639271,213,0.35,5338639267,141,17.3,5338639263,56,Right,5338639867,233,696,5338639871,286,,5338639265,140,56.0,5338639865,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682615,696,74,2,67,35,f1h34qp5zbfl489q8vnkhiq9s,1,27.2,61.1,2024-11-03T14:27:59.749Z,2024-11-03T15:06:32Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338639913,233,704,5338639761,56,Back,5338639763,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682663,697,5,2,67,37,f1h34qp5zbfl489q8vnkhiq9s,0,36.2,101.0,2024-11-03T14:28:01.854Z,2024-11-03T15:33:30Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338641205,233,705,5338640001,56,Back,5338640003,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682849,705,5,2,67,37,b2vft81kyjurzbmekvgrqwr64,1,63.8,-1.0,2024-11-03T14:28:01.854Z,2024-11-03T15:33:29Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5338640929,347,,5338640927,56,Right,5338641155,233,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682855,706,18,2,67,47,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-11-03T14:28:11.944Z,2024-11-03T14:28:13Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5338640953,42,,5338641037,55,707,5338640957,44,Midfielder,5338640959,59,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682863,707,19,2,67,47,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-11-03T14:28:11.945Z,2024-11-03T21:32:16Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5338641015,44,Midfielder,5338640993,42,,5338641001,145,8,5338641005,59,17,5338641017,55,706,5338641013,293,3,5338641011,292,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683253,708,1,2,68,5,b2vft81kyjurzbmekvgrqwr64,1,56.7,0.0,2024-11-03T14:28:30.181Z,2024-11-03T14:28:32Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338643177,212,11.7,5338643179,213,1.70,5338643169,107,,5338643171,56,Right,5338643173,140,55.3,5338643175,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683259,709,1,2,68,8,b2vft81kyjurzbmekvgrqwr64,0,55.3,15.3,2024-11-03T14:28:32.781Z,2024-11-03T14:28:33Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5338643219,140,67.2,5338643215,157,,5338643217,56,Center,5338643223,212,16.2,5338643221,141,30.4,5338643225,213,0.69,5338643227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683283,698,1,2,68,9,f1h34qp5zbfl489q8vnkhiq9s,0,26.4,51.5,2024-11-03T14:28:34.107Z,2024-11-03T14:28:35Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338643411,140,44.2,5338643413,141,60.4,5338643417,213,0.31,5338643407,3,,5338643415,212,19.6,5338643409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683471,710,1,2,68,11,b2vft81kyjurzbmekvgrqwr64,1,54.9,32.2,2024-11-03T14:28:35.741Z,2024-11-03T14:28:43Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5338644357,212,15.9,5338644353,141,55.4,5338644351,140,52.9,5338644347,56,Center,5338644345,3,,5338644361,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683517,711,1,2,68,18,b2vft81kyjurzbmekvgrqwr64,1,52.9,55.4,2024-11-03T14:28:43.237Z,2024-11-03T14:28:45Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5338644621,56,Center,5338644623,140,64.4,5338644627,212,18.0,5338644625,141,75.0,5338644629,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683553,712,1,2,68,20,b2vft81kyjurzbmekvgrqwr64,1,64.4,75.0,2024-11-03T14:28:44.885Z,2024-11-03T14:28:47Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5338644845,213,3.89,5338644837,56,Center,5338644841,141,61.4,5338644843,212,13.6,5338644839,140,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683577,713,1,2,68,22,b2vft81kyjurzbmekvgrqwr64,0,54.9,61.4,2024-11-03T14:28:46.910Z,2024-11-03T14:28:48Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5338644955,56,Center,5338644959,140,100.0,5338644953,155,,5338644975,1,,5338644963,141,23.7,5338644967,212,54.5,5338644971,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683995,699,5,2,68,23,f1h34qp5zbfl489q8vnkhiq9s,1,-1.0,72.8,2024-11-03T14:28:48.013Z,2024-11-03T15:33:30Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5338647293,233,714,5338647275,56,Back,5338647277,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683591,714,5,2,68,23,b2vft81kyjurzbmekvgrqwr64,0,101.0,27.2,2024-11-03T14:28:48.013Z,2024-11-03T15:33:30Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5338645033,56,Center,5338645035,346,,5338647309,233,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684021,700,1,2,68,45,f1h34qp5zbfl489q8vnkhiq9s,1,4.4,38.3,2024-11-03T14:29:09.475Z,2024-11-03T14:29:11Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5338647413,237,,5338647405,141,53.3,5338647401,56,Back,5338647403,140,4.1,5338647407,212,10.2,5338647409,213,1.60,5338647397,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684139,701,1,2,68,46,f1h34qp5zbfl489q8vnkhiq9s,1,4.1,53.3,2024-11-03T14:29:11.290Z,2024-11-03T14:29:16Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5338648105,213,1.33,5338648097,56,Back,5338648103,212,21.2,5338648099,140,9.0,5338648101,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684171,702,1,2,68,52,f1h34qp5zbfl489q8vnkhiq9s,0,13.2,85.2,2024-11-03T14:29:16.380Z,2024-11-03T14:29:18Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338648193,155,,5338648225,1,,5338648197,56,Center,5338648217,213,6.02,5338648205,141,66.1,5338648201,140,58.6,5338648209,212,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684263,715,1,2,68,56,b2vft81kyjurzbmekvgrqwr64,1,35.6,32.1,2024-11-03T14:29:20.629Z,2024-11-03T14:29:22Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5338648755,212,22.4,5338648757,213,6.12,5338648759,1,,5338648751,140,56.6,5338648753,141,26.7,5338648747,157,,5338648749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684271,716,43,2,68,58,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-11-03T14:29:22.589Z,2024-11-03T14:29:36Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5338650319,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684303,718,1,2,68,59,b2vft81kyjurzbmekvgrqwr64,0,58.7,26.5,2024-11-03T14:29:24.045Z,2024-11-03T14:29:24Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5338649051,213,0.46,5338649047,212,14.1,5338649045,141,35.7,5338649043,140,70.7,5338649039,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684393,719,1,2,69,3,b2vft81kyjurzbmekvgrqwr64,1,65.9,26.4,2024-11-03T14:29:28.004Z,2024-11-03T14:29:28Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5338649499,140,55.5,5338649497,56,Right,5338649505,213,3.68,5338649503,212,12.7,5338649501,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684411,720,1,2,69,4,b2vft81kyjurzbmekvgrqwr64,1,55.5,16.8,2024-11-03T14:29:28.805Z,2024-11-03T14:29:29Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338649595,141,38.2,5338649597,212,14.6,5338649599,213,1.53,5338649591,56,Center,5338649593,140,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684565,721,1,2,69,5,b2vft81kyjurzbmekvgrqwr64,1,56.1,38.2,2024-11-03T14:29:29.781Z,2024-11-03T14:29:36Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5338650431,213,1.04,5338650427,141,72.4,5338650429,212,27.0,5338650425,140,69.2,5338650421,155,,5338650423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684605,722,1,2,69,12,b2vft81kyjurzbmekvgrqwr64,1,67.1,73.3,2024-11-03T14:29:36.597Z,2024-11-03T14:29:38Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5338650631,141,45.7,5338650633,212,22.1,5338650635,213,4.16,5338650629,140,56.0,5338650627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684633,723,1,2,69,14,b2vft81kyjurzbmekvgrqwr64,1,56.0,45.7,2024-11-03T14:29:38.396Z,2024-11-03T14:29:40Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5338650799,213,4.90,5338650797,212,18.4,5338650793,141,19.1,5338650789,140,59.2,5338650785,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684721,724,1,2,69,15,b2vft81kyjurzbmekvgrqwr64,1,59.2,19.1,2024-11-03T14:29:40.212Z,2024-11-03T14:29:43Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338651135,141,9.7,5338651133,140,77.8,5338651131,56,Right,5338651139,213,5.97,5338651137,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684795,725,1,2,69,18,b2vft81kyjurzbmekvgrqwr64,1,77.8,9.7,2024-11-03T14:29:43.229Z,2024-11-03T14:29:48Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338651571,141,32.7,5338651565,140,63.7,5338651577,212,21.5,5338651559,56,Center,5338651583,213,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684837,726,1,2,69,23,b2vft81kyjurzbmekvgrqwr64,1,63.7,32.7,2024-11-03T14:29:47.885Z,2024-11-03T14:29:50Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5338651847,212,15.3,5338651849,213,0.94,5338651837,155,,5338651841,140,72.3,5338651843,141,50.9,5338651839,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684841,727,61,2,69,25,b2vft81kyjurzbmekvgrqwr64,1,72.3,50.9,2024-11-03T14:29:50.254Z,2024-11-03T14:29:51Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5338651863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684947,728,1,2,69,29,b2vft81kyjurzbmekvgrqwr64,1,79.5,58.8,2024-11-03T14:29:53.549Z,2024-11-03T14:29:55Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5338652331,140,88.4,5338652343,213,1.02,5338652337,141,81.2,5338652341,212,17.9,5338652327,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684955,729,1,2,69,31,b2vft81kyjurzbmekvgrqwr64,0,88.4,81.2,2024-11-03T14:29:55.493Z,2024-11-03T14:29:57Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5338652395,141,44.8,5338652387,2,,5338652389,155,,5338652399,213,4.65,5338652397,212,24.8,5338652393,140,86.9,5338652391,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743685175,703,12,2,69,35,f1h34qp5zbfl489q8vnkhiq9s,1,13.8,64.7,2024-11-03T14:29:59.459Z,2024-11-03T14:30:07Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5338653619,56,Back,5338653621,140,21.7,5338653623,141,84.7,5338653627,213,1.02,5338653625,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743685159,730,1,2,69,36,b2vft81kyjurzbmekvgrqwr64,1,69.1,20.3,2024-11-03T14:30:00.932Z,2024-11-03T14:30:07Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338653543,56,Center,5338653547,141,34.9,5338653549,212,11.1,5338653545,140,64.4,5338653551,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743685169,731,1,2,69,42,b2vft81kyjurzbmekvgrqwr64,0,66.6,34.0,2024-11-03T14:30:06.965Z,2024-11-03T14:30:07Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5338653595,213,0.68,5338653589,140,85.6,5338653591,141,57.5,5338653585,155,,5338653587,56,Center,5338653593,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743685179,704,12,2,69,43,f1h34qp5zbfl489q8vnkhiq9s,1,9.4,50.9,2024-11-03T14:30:07.690Z,2024-11-03T14:30:10Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5338653661,213,1.98,5338653645,56,Back,5338653653,212,26.8,5338653647,140,0.0,5338653845,167,,5338653713,15,,5338653649,141,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743685213,705,6,2,69,45,f1h34qp5zbfl489q8vnkhiq9s,0,5.4,69.4,2024-11-03T14:30:10.085Z,2024-11-03T14:30:18Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5338654187,233,732,5338653943,73,,5338653941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743685223,732,6,2,69,45,b2vft81kyjurzbmekvgrqwr64,1,94.6,30.6,2024-11-03T14:30:10.085Z,2024-11-03T15:33:02Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5338654119,56,Center,5338654121,75,,5338654157,233,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743686009,733,1,2,70,18,b2vft81kyjurzbmekvgrqwr64,1,99.5,0.5,2024-11-03T14:30:42.365Z,2024-11-03T14:31:50Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,1.0,5338658093,6,,5338658105,212,47.8,5338658099,56,Center,5338664871,210,13,5338658109,1,,5338658095,155,,5338658103,141,61.8,5338664875,154,,5338658091,2,5338658097,224,,5338658107,213,2.08,5338658101,140,77.2,,,,,,,,,,,,,,,,,,,
2743686015,734,13,2,70,19,b2vft81kyjurzbmekvgrqwr64,1,90.9,64.0,2024-11-03T14:30:44.012Z,2024-11-03T21:09:39Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338664949,154,,5338664965,231,52.5,5338664175,153,,5338664957,103,30.6,5338664951,55,733,5338664945,83,,5338664963,230,98.9,5338664167,64,,5338664173,328,5338664161,25,,5338664947,29,,5338664959,146,98.9,,5338658143,56,Center,5338664961,147,58.7,5338664163,15,5338664955,102,57.5,,,,,,,
2743685945,707,10,2,70,21,f1h34qp5zbfl489q8vnkhiq9s,1,2.8,46.7,2024-11-03T14:30:45.771Z,2024-11-03T21:35:14Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5338657909,176,,5338657767,182,,5338657765,178,,5338978031,190,,5338657769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743686097,709,1,2,70,28,f1h34qp5zbfl489q8vnkhiq9s,1,6.1,46.8,2024-11-03T14:30:52.763Z,2024-11-03T14:30:56Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5338658651,213,5.41,5338658649,212,21.0,5338658645,140,18.9,5338658647,141,23.1,5338658643,56,Back,5338658641,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743686113,710,1,2,70,32,f1h34qp5zbfl489q8vnkhiq9s,1,18.9,23.1,2024-11-03T14:30:56.570Z,2024-11-03T14:30:57Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338658761,213,2.26,5338658753,56,Back,5338658755,140,12.5,5338658759,212,10.6,5338658757,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743686143,711,1,2,70,33,f1h34qp5zbfl489q8vnkhiq9s,1,12.5,35.1,2024-11-03T14:30:57.778Z,2024-11-03T14:30:59Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5338658879,212,16.9,5338658861,56,Back,5338658867,140,26.9,5338658873,141,46.2,5338658885,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
